objectid(long),rockname,rocktype(long),aqname,aqcode(long),shapeleng(double precision),shapearea(double precision)
190.0,Unconsolidated sand nd gravel aquifers,999.0,Other rocks,104.0,3.54928840901,0.00279542612
210.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,112.0,2.62787756083,2.542992e-05
443.0,Unconsolidated sand and gravel aquifers,188.0,Pacific Northwest basin-fill aquifers,104.0,1.29540404009,0.00604536531
274.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,410.0,0.98458395081,1.276516e-05
189.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,314.0,2.62787756083,0.40330982137
446.0,Unconsolidated sand and gravel aquifers,122.0,Pacific Northwest basin-fill aquifers,104.0,0.64274561535,0.00029330961
7.0,Unconsolidated sand and vgravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,45.3865380162,0.031690302
448.0,Unconsolidated sand and gravel aquifers,157.0,Pacific Northwest basin-fill aquifers,104.0,0.53610562106,0.031690302
449.0,Unconsolidated sand and gravel aquifers,111.0,Pacific Northwest basin-fill aquifers,104.0,0.1789423274,0.031690302
61.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.23195370575,0.00421440549
6.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,314.0,1.31336979544,0.00172834649
452.0,Unconsolidated sand and gravel aquifers,300.0,Other rocks,105.0,51.7024711845,0.39830744027
453.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,105.0,0.24516423051,0.00607872726
454.0,Unconsolidated sand and gravel aquifers,300.0,Columbia Plateau basin-fill aquifers,304.0,1.31336979544,3.479482e-05
12.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,999.0,0.21127803582,0.00506378092
456.0,Carbonate-rock aquifers,100.0,Silurian-Devonian aquifers,999.0,0.1915776097,0.01473462665
457.0,Carbonate-rock aquifers,300.0,Silurian-Devonian aquifers,104.0,0.97729814604,0.07438600542
458.0,Carbonate-rock aquifers,500.0,Silurian-Devonian aquifers,999.0,0.27814991444,2.542992e-05
459.0,Unconsolidated sand and gravel aquifers,300.0,Columbia Plateau basin-fill aquifers,104.0,0.64274561535,0.00604536531
460.0,Carbonate-rock aquifers,100.0,Silurian-Devonian aquifers,410.0,35.2860867019,0.00607872726
461.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,105.0,0.10037612698,0.00023833903
462.0,Carbonate-rock aquifers,500.0,Silurian-Devonian aquifers,410.0,35.2860867019,22.5365375988
463.0,Carbonate-rock aquifers,100.0,Silurian-Devonian aquifers,105.0,51.7024711845,0.00381309877
464.0,Unconsolidated sand and gravel aquifers,300.0,Other rocks,314.0,2.62787756083,2.479102e-05
465.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,410.0,51.7024711845,0.00023833903
466.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,999.0,3.54928840901,0.00034355475
467.0,Carbonate-rock aquifers,300.0,Silurian-Devonian aquifers,410.0,0.53610562106,1.61985191315
468.0,Carbonate-rock aquifers,300.0,Silurian-Devonian aquifers,999.0,0.98458395081,0.00172834649
469.0,Carbonate-rock aquifers,100.0,Silurian-Devonian aquifers,116.0,61.2794868582,0.00030307168
470.0,Carbonate-rock aquifers,300.0,Silurian-Devonian aquifers,105.0,0.86820663366,0.01141123046
471.0,Carbonate-rock aquifers,300.0,Silurian-Devonian aquifers,410.0,111.200919008,0.00012524051
6.0,Unconsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,105.0,0.64274561535,0.01499092116
473.0,Carbonate-rock aquifers,300.0,Silurian-Devonian aquifers,410.0,0.53610562106,46.2714378139
474.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,410.0,0.53610562106,0.00034355475
475.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,410.0,7.60187630707,0.00023833903
476.0,Carbonate-rock aquifers,100.0,Silurian-Devonian aquifers,410.0,1.29540404009,0.00506378092
477.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,116.0,61.2794868582,0.00030307168
478.0,Carbonate-rock aquifers,999.0,Silurian-Devonian aquifers,105.0,271.57011945,0.00099032086
16.0,Unconsolidated sand and gravelr aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,999.0,111.200919008,0.003111964
88.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,112.0,51.7024711845,0.00421440549
481.0,Unconsolidated sand and gravel aquifers,300.0,Other rocks,104.0,61.2794868582,1.276516e-05
482.0,Carbonate-rock aquifers,300.0,Silurian-Devonian aquifers,410.0,111.200919008,1.61985191315
483.0,Unconsolidated sand and gravel aquifers,300.0,Other rocks,112.0,61.2794868582,0.003111964
484.0,Unconsolidated sand and gravel aquifers,300.0,Columbia Plateau basin-fill aquifers,116.0,1.29540404009,9.587113e-05
485.0,Igneous and metamorphic-rock aquifers,999.0,Columbia Plateau basaltic-rock aquifers,607.0,1.29540404009,0.00604536531
486.0,Unconsolidated sand and gravel aquifers,300.0,Other rocks,314.0,0.36335732771,7.142954e-05
487.0,Unconsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.64274561535,0.39830744027
488.0,Unconsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,104.0,0.98458395081,46.2714378139
489.0,Igneous and metamorphic-rock aquifers,100.0,Pacific Northwest basaltic-rock aquifers,112.0,45.3865380162,0.01141123046
490.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,104.0,0.64274561535,0.00957052449
491.0,Igneous and metamorphic-rock aquifers,999.0,Pacific Northwest basaltic-rock aquifers,105.0,0.64274561535,0.39830744027
492.0,Sandstone aquifers,100.0,Lower Cretaceous aquifers,104.0,0.05899403906,0.00099032086
493.0,Unconsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,111.200919008,22.5365375988
494.0,Unconsojlidated sand and gravel aquifers,100.0,Willamette Lowland basin-fill aquifers,999.0,1.09590375582,46.2714378139
495.0,Carbonaterock aquifers,400.0,Silurian-Devonian aquifers,410.0,2.62787756083,0.00604536531
496.0,Unconsolidated sand and gravel aquifers,100.0,Willamette Lowland basin-fill aquifers,314.0,1.31336979544,0.00279542612
497.0,Uncvonsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,12.2975702626,22.5365375988
498.0,Unconsolidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,304.0,2.62787756083,9.137092e-05
499.0,Unconsolidated sand and grvael aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,45.3865380162,0.01167720722
500.0,Unconsolidated sand and gravel aquiefrs,100.0,Willamette Lowland basin-fill aquifers,115.0,0.1789423274,0.01167720722
501.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,999.0,35.2860867019,0.00099032086
502.0,Unconsolidated sand and gravel aquifers,100.0,Willamette Lowland basin-fill aquifers,105.0,0.23195370575,22.5365375988
503.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,1.44439297495,0.39830744027
504.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.64274561535,0.00030307168
505.0,Unconsolidated sanda nd gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,51.7024711845,0.01778996879
506.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,104.0,0.29798818294,0.39830744027
507.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,314.0,0.17679640442,0.00421440549
508.0,Igneous and metamorphic-rock aquifers,600.0,Columbia Plateau basaltic-rock aquifers,607.0,2.62787756083,0.00298897368
509.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,1.29540404009,9.137092e-05
510.0,Carbonate-rock aquifres,400.0,Silurian-Devonian aquifers,104.0,0.17822569222,9.756474e-05
511.0,Carbonate-rock aquifers,400.0,Silurian-Devonian aquifers,999.0,0.02074939797,22.5365375988
512.0,Unconsolidated sand and gravel aquifers,105.0,Pacific Northwest basin-fill aquifers,104.0,0.87962178112,0.00012065144
513.0,Carbonate-ock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.02546620375,1.61985191315
514.0,Carbonate-rock aqifers,400.0,Silurian-Devonian aquifers,410.0,6.86729255361,0.39830744027
515.0,pCarbonate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.03052374184,3.753978e-05
516.0,Carbontae-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.0373967337,3.012388e-05
517.0,Carbonate-rock aquifesr,400.0,Silurian-Devonian aquifers,410.0,0.03520722496,0.00380233993
518.0,Cabonate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.02728004818,0.00381309877
519.0,Unconsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.2592376065,0.00380233993
520.0,Unconsolidated sand and groavel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.38502081311,0.00607872726
521.0,Carbnate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.63847312287,0.0037268627
522.0,Unconsolidated sand and gravel aquifers,999.0,Lower Cretaceous aquifers,999.0,0.03115363003,6.425133e-05
523.0,Unconsolidated sand and gravel aquifers,100.0,Silurian-Devonian aquifers,116.0,0.29733573801,0.00459540528
524.0,Carbonate-rock aquifers,400.0,Northern Rocky Mountains Intermontane Basins aquifer system,410.0,0.02886857155,5.336368e-05
525.0,Carbonate-rock aquifers,400.0,Other rocks,410.0,0.20382784096,0.00172757034
526.0,Carbonate-rock aquifes,400.0,Silurian-Devonian aquifers,410.0,0.0274363452,5.028333e-05
527.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.29121795509,0.00430120536
528.0,Unconsolidabted sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,1.07430994823,0.03666338219
529.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.20086551832,0.00064833227
530.0,Carbonate-rck aquifers,400.0,Silurian-Devonian aquifers,410.0,0.05306661129,0.00014760175
531.0,Sandstone aquifers,300.0,Lower Tertiary aquifers,314.0,7.36518882825,1.25990993822
532.0,nconsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.89119804938,0.03240137961
533.0,Carbonyate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.02414723362,3.993942e-05
534.0,Unconsoliadted sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifrs,116.0,0.33873597596,0.00584009846
535.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,10.7870163202,1.16470189794
536.0,Unconsolidated sand and gravel aquifers,172.0,Pacfic Northwest basin-fill aquifers,104.0,0.19829194259,0.00230062265
537.0,Unconsloidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,4.98892405551,0.13772180417
538.0,Igneous an dmetamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.24907833403,0.00319384664
539.0,Unconsolidated sand and graevl aquifers,100.0,Willamette Lowland basin-fill aquifers,115.0,0.39185828064,0.00596950736
540.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.39967391635,0.00549849426
541.0,Unconsolidated sandv and gravel aquifers,100.0,Willamette Lowland basin-fill aquifers,115.0,0.15757205676,0.00048846034
542.0,Unconsolidated sand and gravel qauifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.21369318495,0.00309519976
543.0,Unconsolidated sand and gavel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,1.97596601804,0.0445661362
544.0,Unconsolidated sand andg ravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.26575160064,0.00370930747
545.0,Unconsolidated sand and gravel aqifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.23779679114,0.00294453568
546.0,Carbonate-rock aquiferxs,400.0,Silurian-Devonian aquifers,410.0,0.08090253266,0.00025390885
547.0,Carbonte-rock aquifers,400.0,Silurian-Devonitan aquifers,410.0,0.02748244558,5.388324e-05
548.0,Uncbonsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,1.46640434994,0.07204156536
549.0,Unconsolidatedo sand and gravel aquifers,100.0,Willamette Lowland basin-fill aquifers,115.0,0.2561629296,0.00169065431
550.0,Unconsolidated sanzd and gravel aquifers,100.0,Willamette Lowland bassin-fill aquifers,115.0,0.21907408075,0.00065653992
551.0,Carbonatei-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.13410435714,0.0010254031
552.0,Unconsolidated sand aend gravel aquifers,999.0,Other rocks,999.0,0.05738559407,0.00013355764
553.0,Unconsolidated sand and gravel aquiefrs,100.0,Willamette Lowland basin-fill aquifers,115.0,0.05711858266,6.818379e-05
554.0,Unconsolidated sand and gravel xaquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.26828120855,0.00237368869
555.0,Uncosnolidated sand and gravel aquifers,100.0,Willamette Lowland basin-fill aquifers,115.0,0.10491281519,0.00020144763
556.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,2.22761618222,0.03708267368
557.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.07210415989,0.00024520868
558.0,Unconsolidfated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.7133261359,0.01027733371
559.0,Unconsolidatedt sand and gravel aquifers,100.0,Columbia Plateau basin-fill aqudifers,116.0,0.39746430008,0.00614243363
560.0,Igneous and metamorphic-rock aquifers,600.0,Columbia Plateau basaltic-rock aquifers,607.0,0.19793888814,0.00140997776
561.0,Caronate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.04483715396,0.00015039175
562.0,Unconsoliwdated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,1.00857735319,0.02502897173
563.0,Carbonate-vrock aquifers,400.0,Silourian-Devonian aquifers,410.0,0.02473643073,4.29255e-05
564.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.3090683709,0.00485477061
565.0,Carbonate-rock aquiefrs,400.0,Silurian-Devonian aquifers,410.0,0.02105367979,3.119599e-05
566.0,Unconsolidated sand and gravel aquifers,170.0,Pacific Northwest basin-fill aquifers,104.0,1.47282145087,0.04244434427
567.0,Unconsolidated sand and grael aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,2.22056217225,0.1034773305
568.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Notrhwest basaltic-rock aquifers,610.0,0.38598649071,0.00959255368
569.0,Carbonate-rck aquifers,400.0,Silurian-Devonian aquifers,410.0,0.10304421615,0.00063823294
570.0,Carbonate-rock aqifers,400.0,Silurian-Devonian aquifers,410.0,0.02691604739,5.185786e-05
571.0,Igneous and metamorphic-rock aquifers,600.0,Columbia Plateau basaltic-rock aquifers,607.0,0.23917068666,0.00134276642
572.0,Carbonate-rockaquifers,400.0,Silurian-Devonian aquifers,410.0,0.08877455059,0.00045416886
573.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.67349055446,0.013380614
574.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,0.84648551591,0.00879149801
575.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,1.1237449531,0.03498249372
576.0,Unconsolidated saand and gravel aquifers,999.0,Other rocks,999.0,6.46964196593,0.50355891421
577.0,Igneous and metamorphic-rock aquifers,600.0,Columbia Plateau basalitc-rock aquifers,607.0,0.35553417651,0.00447529204
578.0,Carbnate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.18779847312,0.00165649253
579.0,Unconsolidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,1.03925706308,0.03705088601
580.0,Unconsolidated sand an dgravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,24.4550361125,0.94381028222
581.0,Carbonaterock aquifers,400.0,Silurianr-Devonian aquifers,410.0,0.09467422937,0.00052389582
582.0,Igneous and metamophic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.24100233307,0.00354979711
583.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,7.1222880257,0.30562262084
584.0,Carbonat-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.44204698988,0.00689362238
585.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,32.9437949845,4.03193986722
586.0,Unconsolidated and and gravel aquifers,999.0,Other rokcs,999.0,0.45384090687,0.01045906184
587.0,Unconsolidated sand anzd gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.26516099324,0.00279590093
588.0,Sandstone and carbonate-rock aquifers,500.0,Paleozoic aquifers,504.0,9.25097654989,0.74447324135
589.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,2.42342525188,0.13353573116
590.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.21653226669,0.00187750251
591.0,Unconsolidated sand and gravexl aquifers,999.0,Other rocks,999.0,0.77453645659,0.01946814761
592.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,2.44702087716,0.03730735318
593.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.39919276246,0.00569271647
594.0,Unconsolidated sand and gravel aquifers,158.0,Pacific Northwest bsain-fill aquifers,104.0,1.03893868721,0.01251489803
595.0,Carbonate-rock aquifeirs,400.0,Silurian-Devonian aquifers,410.0,0.11746477982,0.00032879478
596.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.59882735049,0.01335297133
597.0,Carbonate-rock aquifesr,400.0,Silurian-Devonian aquifrs,410.0,0.0439985954,0.00013097408
598.0,Unconsolidated sand and gravel aqhuifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.49069671438,0.00549231979
599.0,Carboante-rock aquifers,400.0,Siluriyan-Devonian aquifers,410.0,2.01567290845,0.07728121046
600.0,Igneous and metamorphic-rock aquicfers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.21115679754,0.00247532423
601.0,Unconbsolidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.15908648658,0.00154817898
602.0,Igneous and metamorphic-rock aqufiers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.24443760079,0.0036097032
603.0,Unconsolzidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.40662807497,0.0030794616
604.0,Uncoxnsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.09919182048,0.03958729921
605.0,Unconsloidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.72983374504,0.01421326241
606.0,Sandstone aquifers,300.0,Upper Cretaceous aquifers,315.0,4.91775496464,0.08920127404
607.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,45.5999560703,4.13918021786
608.0,Carbonate-roc kaquifers,400.0,Silurian-eDvonian aquifers,410.0,0.89841664965,0.01820454398
609.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.17819424341,0.00135470295
610.0,Cqarbonate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.03548631384,9.191431e-05
611.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,0.38434786893,0.00363791537
612.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.01945583647,2.526503e-05
613.0,Unconsolidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.21496263946,0.00215759715
614.0,Unconsoliadted sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,0.39734680943,0.00771372395
615.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.01933426249,2.362308e-05
616.0,Carbonate-rock aquifelrs,400.0,Silurian-Devonian aquifers,410.0,0.34542115398,0.0065418165
617.0,Unconsoliated sand and gravel aquifers,999.0,Other rocks,999.0,0.56703215458,0.00844783298
618.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.63600560518,0.01133342914
619.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,1.37701722476,0.06039717913
620.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,11.1358144409,1.18042229294
621.0,Sandstonea quifers,300.0,Lower Cretaceous aquifers,304.0,1.89838200424,0.03414039661
622.0,Unconsolidate sand and gravel aquifers,100.0,Pacific Northwest basin-fill aquifers,104.0,0.80968757713,0.0065126175
623.0,Unxconsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aqifers,116.0,0.41625368664,0.00877241427
624.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,2.19014413601,0.10883076257
625.0,Uncconsolidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,3.84084589919,0.13542746453
626.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.19558786628,0.00144759975
627.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.62016726999,0.0154093784
628.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,10.1790130323,0.57947460084
629.0,Unconsolidated and and gravel aquifers,999.0,Other rocks,999.0,0.02313308311,3.570492e-05
630.0,Unconsolidated sand and gravel aquifers,164.0,Pacific Nornthwest basin-fill aquifers,104.0,0.50791273739,0.00941514804
631.0,Unconsolidated san dand gravel aquifers,196.0,Pacific Northwest basin-fill aquifers,104.0,0.51491718166,0.00487852173
632.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.21138336645,0.00304000919
633.0,Unconsolidated sand and gravel aquifers,183.0,Pacific Northwest basin-fill aquifers,104.0,0.33852740261,0.00440635283
634.0,Carbonatve-rock aquifers,400.0,Silurian-Devonia naquifers,410.0,0.05014177351,0.00016733228
635.0,Unconsolidated sand andg ravel aquifers,999.0,Other rokcs,999.0,0.01948671492,2.593126e-05
636.0,Unconsolidated sand and gravel aquifgers,999.0,Other rocks,999.0,0.5791003978,0.01014616359
637.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,9.4718420372,0.26679372972
638.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.0221552833,3.004852e-05
639.0,Igneous and metamorphic-robck aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,1.02846099628,0.01390803383
640.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,14.250211358,0.78605330709
641.0,Carbonaet-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.02201324863,3.243295e-05
642.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.02569840205,4.100319e-05
643.0,Carbnoate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.0569086452,0.00017259225
644.0,Unconsolidated sand and gravel aquifers,999.0,Oter rocks,999.0,0.47046852348,0.0057039164
645.0,Carbonate-orck aquifers,400.0,Sbilurian-Devonian aquifers,410.0,0.02843898583,5.363201e-05
646.0,Caurbonate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,0.22726301495,0.00250599288
647.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.7230407193,0.01462744517
648.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.35797136007,0.00622440592
649.0,Unconsolidated sand and gravel aquifers,112.0,Pacific Northwest basxin-fill aquifers,104.0,0.73068638613,0.01191862876
650.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.02114903149,3.151532e-05
651.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.28406586861,0.00331274925
652.0,Unconsolidated sand and gravela quifers,127.0,Pacific Norbthwest basin-fill aquifers,104.0,4.20326451375,0.12804266811
653.0,Unconsolidated sand and gravel aquifers,196.0,Pacific Northwest basin-fill aquifers,104.0,0.29353130342,0.0030133874
654.0,Carpbonate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.52261934652,0.01464731879
655.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.27715366065,0.00327390985
656.0,Carbonate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.24726992795,0.00190989412
657.0,kCarbonate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.20324427676,0.00253666787
658.0,Carbonagte-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.33545701194,0.00335091566
659.0,Carboxnate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.13959201766,0.00044699193
660.0,Sandstone aquifers,300.0,New York sandstone aquifers,309.0,5.61769102094,0.34920720989
661.0,Unconsolidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,1.16725708307,0.0535636975
662.0,Carbonate-rock aquiefrs,400.0,New York and New England crabonate-rock aquifers,416.0,1.51742686079,0.04569951994
663.0,Carboqnate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,3.9841104063,0.19038859626
664.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.02103186257,1.472511e-05
665.0,Unconsolidated sand and gravel aquifers,129.0,Pacific Northwest basin-fill aquifers,104.0,1.40495855125,0.01367721374
666.0,Carbonate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.11372733448,0.00035246397
667.0,Cabronate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.07605713414,0.00025165235
668.0,Cabronate-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,1.31458148353,0.02599159368
669.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,13.4910565227,1.0210785451
670.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.79004374705,0.01540360588
671.0,Caorbonate-rock aquifers,400.0,New York and New Englnd carbonate-rock aquifers,416.0,0.11142256055,0.00039374555
672.0,Carbonte-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.26894349482,0.00210206587
673.0,Uncounsolidated sand and gravel aquifers,100.0,Columbia Plateau basin-fill aquifers,116.0,1.08423934068,0.03453801142
674.0,Cabronate-rock aquifers,400.0,ew York and New England carbonate-rock aquifers,416.0,1.31273551329,0.04476263383
675.0,Carbonate-rock aquivfers,400.0,New York and New England carbonate-rock aquifers,416.0,0.37793576843,0.00400959463
676.0,Unconsolidaetd sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.19256053946,0.00204832447
677.0,Igneous and metamorphic-rock aquifers,600.0,Pacific Northwest basaltic-rock aquifers,610.0,0.55413575096,0.01675754703
678.0,Carbnate-rock aquifers,400.0,New York and New England carbonate-rock aquifers,416.0,0.20943724862,0.00223094015
679.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.025386458,4.422847e-05
680.0,Carbonaqte-rock aquifers,400.0,Silurian-Devonian aquifers,410.0,65.147209332,9.80470546613
681.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,8.83284974673,0.21291357175
682.0,Unconsolidated sand and gravel aquifers,100.0,Northern Rocky Mountains Intermontane Basins aquifer system,105.0,0.92673328086,0.03568968412
683.0,Sandstone and carbonate-rock aquifers,500.0,Paleozoic aquifers,504.0,1.49856690248,0.04919763833
684.0,Unconsolidated sand and gravel aquifers,181.0,Paciic Northwest basin-fill aquifers,104.0,0.25223563,0.00145494136
685.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.15131532711,0.02354738185
