131.objectid,190.0,131
1443.rocktype,111,100
71.shapeleng,1.31336979544,0.96113682313
136.shapearea,0.00421440549,2.8729555E-4
2654.rockname,Unconsolidated sand and gravel aquibfers,Unconsolidated sand and gravel aquifers
270.aqname,Pacific Northwest basin-fill aquifers,Cambrian-Ordovician aquifer system
1816.aqname,Otherr ocks,Other rocks
3505.rockname,Unconsolidatekd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1955.rocktype,483,400
2159.aqcode,478,401
158.shapearea,0.00380233993,3.911566E-5
1800.rockname,Unconsolidated sand and grvavel aquifers,Unconsolidated sand and gravel aquifers
502.shapearea,0.01473462665,5.054207E-5
679.rockname,Cqarbonate-rock aquifers,Carbonate-rock aquifers
2065.rockname,Carbonate-rock aquiefrs,Carbonate-rock aquifers
297.shapeleng,111.200919008,1.55387454116
228.rocktype,100.0,600
621.rockname,Unconsolidated sand aend gravel aquifers,Unconsolidated sand and gravel aquifers
1574.rockname,Sandstone aqifers,Sandstone aquifers
871.rockname,Carbonate-rok aquifers,Carbonate-rock aquifers
541.aqcode,105.0,116
1701.rockname,Unconsolidated sand and gravel auqifers,Unconsolidated sand and gravel aquifers
825.aqname,Northen Rocky Mountains Intermontane Basins aquifer system,Northern Rocky Mountains Intermontane Basins aquifer system
3478.rockname,Unconsolidated sand and gravel aquifhers,Unconsolidated sand and gravel aquifers
2358.aqname,California Coastal Basin auifers,California Coastal Basin aquifers
894.rockname,Unconsolidated sand and gravel aqufers,Unconsolidated sand and gravel aquifers
237.aqname,Lower Tertiary aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
3876.rockname,Semiconsolidated sand aquiufers,Semiconsolidated sand aquifers
2660.rockname,Unconsolidated sand adn gravel aquifers,Unconsolidated sand and gravel aquifers
908.rockname,Unconolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1366.rockname,Unconsolidated sand ands gravel aquifers,Unconsolidated sand and gravel aquifers
256.aqname,Lower Tertiary aquifers,Cambrian-Ordovician aquifer system
1890.rocktype,433,400
2653.rockname,Carboknate-rock aquifers,Carbonate-rock aquifers
2664.aqname,Oark Plateaus aquifer system,Ozark Plateaus aquifer system
3685.rockname,Semiconsolvidated sand aquifers,Semiconsolidated sand aquifers
946.rockname,Unconsolidated sand and gravelw aquifers,Unconsolidated sand and gravel aquifers
1939.rocktype,491,400
382.shapearea,0.00279542612,0.00656046087
536.shapearea,1.61985191315,4.328604E-5
404.shapearea,0.39830744027,1.588988E-5
1596.rocktype,419,400
613.rockname,Unconsolidated sand andg ravel aquifers,Unconsolidated sand and gravel aquifers
445.rocktype,166,100
2902.aqcode,409,401
4066.aqname,Surifcial aquifer system,Surficial aquifer system
287.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basaltic-rock aquifers
2095.rocktype,425,400
4417.rockname,Igneous and metamorphic-rock quifers,Igneous and metamorphic-rock aquifers
250.shapeleng,7.60187630707,3.61186029204
78.shapeleng,0.22079473116,0.05874353267
4556.rockname,Unconsolidated snd and gravel aquifers,Unconsolidated sand and gravel aquifers
2577.aqname,Valley and Ridge crbonate-rock aquifers,Valley and Ridge carbonate-rock aquifers
448.shapeleng,51.7024711845,0.0265039234
163.objectid,10.0,163
68.shapeleng,1.29540404009,0.10225881977
3044.rocktype,102,100
1449.rocktype,101,100
341.rocktype,999.0,200
2078.rockname,Semiconsolidated satnd aquifers,Semiconsolidated sand aquifers
273.shapearea,0.00421440549,0.1589868904
3207.rockname,Carbonate-rock aquifres,Carbonate-rock aquifers
476.shapeleng,1.31336979544,0.78665439485
138.shapeleng,61.2794868582,0.02408705069
2487.rockname,Uncoansolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
280.aqcode,104.0,999
442.shapeleng,51.7024711845,0.62028829861
1955.aqcode,410,401
156.rocktype,300.0,999
157.shapearea,9.137092E-5,0.01625753917
3641.aqname,Coastal lowlans aquifer system,Coastal lowlands aquifer system
511.objectid,210.0,442
3717.aqname,Coastal lowlands aquiefr system,Coastal lowlands aquifer system
539.shapeleng,0.86820663366,0.0225046244
443.objectid,7.0,374
3639.aqname,Coastal lolwands aquifer system,Coastal lowlands aquifer system
3177.rocktype,192,100
2132.rocktype,181,100
381.shapeleng,35.2860867019,2.70894580512
3637.rockname,Unconsolidted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
325.aqcode,314.0,999
125.shapearea,2.3833903E-4,0.02158042448
4062.rockname,Unconsolidatd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3133.aqname,tOher rocks,Other rocks
183.shapeleng,51.7024711845,4.28460201555
1944.rockname,Carbonate-rock auqifers,Carbonate-rock aquifers
362.aqname,Puget Sound aquifer system,Hawaiian Sedimentary deposit aquifers
1838.rocktype,409,400
1627.rockname,Unconsolidated sand and gravle aquifers,Unconsolidated sand and gravel aquifers
468.shapearea,0.00298897368,3.576351E-5
2887.rockname,Unconsolidated sanda nd gravel aquifers,Unconsolidated sand and gravel aquifers
94.shapeleng,0.98458395081,0.41869088344
102.shapeleng,1.29540404009,0.83291689102
1780.rocktype,165,100
2052.aqcode,421,401
434.shapeleng,1.29540404009,6.13501909292
1149.rocktype,109,100
325.aqname,Silurian-Devonian aquifers,Other rocks
3281.rocktype,152,100
2069.rockname,Unqconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3208.rocktype,146,100
4501.aqname,Hawaiian Sedimentaryy deposit aquifers,Hawaiian Sedimentary deposit aquifers
3473.rockname,Unconsolidated sand and gravel aqufiers,Unconsolidated sand and gravel aquifers
2823.rockname,Carbonate-orck aquifers,Carbonate-rock aquifers
3834.aqname,Coastal lowlands aquifer sstem,Coastal lowlands aquifer system
2405.rocktype,430,400
478.objectid,8.0,409
241.shapearea,0.01141123046,0.01799825101
214.rocktype,999.0,300
2997.aqname,Castle Hayne paquifer,Castle Hayne aquifer
3331.aqname,Rio Grande aquifer sysetm,Rio Grande aquifer system
759.rocktype,113,100
276.aqname,Lower Tertiary aquifers,Cambrian-Ordovician aquifer system
132.shapearea,0.00172834649,0.06782064276
2195.aqcode,498,401
465.shapeleng,35.2860867019,0.01766328211
289.shapeleng,12.2975702626,0.19442816712
547.shapeleng,271.57011945,0.03919243336
3306.rockname,Unconsolidated sand and gravel aquiers,Unconsolidated sand and gravel aquifers
2173.rocktype,403,400
175.shapeleng,1.29540404009,0.0504473127
3228.aqcode,201,101
4308.rockname,Igneous and metmorphic-rock aquifers,Igneous and metamorphic-rock aquifers
377.shapeleng,0.64274561535,0.02862698239
3699.rockname,Semiconsolidated sarnd aquifers,Semiconsolidated sand aquifers
76.aqcode,999.0,105
412.aqcode,104.0,999
3422.aqcode,152,101
4146.aqname,Othegr rocks,Other rocks
398.shapearea,0.0037268627,0.00165409798
3461.rockname,Unconsolidated sand afnd gravel aquifers,Unconsolidated sand and gravel aquifers
1885.rockname,Carbonte-rock aquifers,Carbonate-rock aquifers
2558.rockname,Unconsolidated asnd and gravel aquifers,Unconsolidated sand and gravel aquifers
223.shapearea,0.39830744027,0.00626045452
1489.rockname,Sandstoe aquifers,Sandstone aquifers
1625.rockname,Unconsolidated san dand gravel aquifers,Unconsolidated sand and gravel aquifers
102.shapearea,0.0037268627,0.00739316914
2396.rocktype,467,400
1744.aqname,Mississipipan aquifers,Mississippian aquifers
323.aqname,Silurian-Devonian aquifers,Other rocks
1019.aqname,Pacific Northwet basaltic-rock aquifers,Pacific Northwest basaltic-rock aquifers
522.rocktype,999.0,400
4139.rockname,Unconsolidatedsand and gravel aquifers,Unconsolidated sand and gravel aquifers
905.rocktype,142,100
299.shapeleng,0.64274561535,1.03297291703
1974.rockname,Carbonate-rgock aquifers,Carbonate-rock aquifers
151.shapeleng,45.3865380162,1.20299394765
2468.rockname,Carbonate-rockv aquifers,Carbonate-rock aquifers
1204.rockname,Unconsolidated san dand gravel aquifers,Unconsolidated sand and gravel aquifers
3267.rockname,Unconsolidated sand and gavel aquifers,Unconsolidated sand and gravel aquifers
3789.rockname,Semiconsolidated sand qauifers,Semiconsolidated sand aquifers
2968.aqname,Valleyb and Ridge carbonate-rock aquifers,Valley and Ridge carbonate-rock aquifers
1696.aqname,Basin and Range carbonate-rock aqifers,Basin and Range carbonate-rock aquifers
2162.rockname,Carbopnate-rock aquifers,Carbonate-rock aquifers
488.shapeleng,0.23195370575,0.02818664424
342.shapearea,9.587113E-5,0.00108903848
743.rockname,Cabronate-rock aquifers,Carbonate-rock aquifers
492.shapearea,0.00380233993,2.792451E-5
335.objectid,30.0,4015
1175.rockname,Unconsolidated sand and egravel aquifers,Unconsolidated sand and gravel aquifers
2871.aqcode,200,101
4129.rockname,Unconsolidated sand ad gravel aquifers,Unconsolidated sand and gravel aquifers
449.aqname,Other rocks,Pacific Northwest basin-fill aquifers
3001.rockname,Unconsolidated sand and cgravel aquifers,Unconsolidated sand and gravel aquifers
4239.rockname,Igneou sand metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
120.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basin-fill aquifers
2067.rockname,Cabronate-rock aquifers,Carbonate-rock aquifers
4545.aqname,Puerto Rico North Coast Limestnoe aquifer system,Puerto Rico North Coast Limestone aquifer system
692.aqname,Columbia Plateau basin-fill aqifers,Columbia Plateau basin-fill aquifers
525.rocktype,100.0,400
113.shapeleng,35.2860867019,0.671034491
2530.rockname,Carbonate-rock aquiers,Carbonate-rock aquifers
18.shapeleng,12.2975702626,22.7520680218
228.shapearea,0.39830744027,0.00362292539
3907.aqname,Floridan aquifer stystem,Floridan aquifer system
3252.aqname,Surficialaquifer system,Surficial aquifer system
1539.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
4498.rockname,Igneous and metamrphic-rock aquifers,Igneous and metamorphic-rock aquifers
424.objectid,8.0,355
17.objectid,16.0,17
242.rocktype,300.0,100
88.shapeleng,0.23195370575,0.52744126516
32.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basin-fill aquifers
2913.rocktype,135,100
3533.aqname,Coastal lowdlands aquifer system,Coastal lowlands aquifer system
603.rockname,Unconsoliadted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1548.aqname,Oher rocks,Other rocks
443.shapeleng,0.23195370575,0.04496045558
137.rocktype,999.0,600
927.rockname,Cwarbonate-rock aquifers,Carbonate-rock aquifers
4420.rockname,Igneous and metamoryphic-rock aquifers,Igneous and metamorphic-rock aquifers
251.aqname,Other rocks,Columbia Plateau basin-fill aquifers
4411.aqname,Hawaiian Sedimentary deposi taquifers,Hawaiian Sedimentary deposit aquifers
3872.aqname,Coastal lowlands aquifser system,Coastal lowlands aquifer system
487.rocktype,600.0,999
874.rockname,Unconsolidated sand ad gravel aquifers,Unconsolidated sand and gravel aquifers
3554.rockname,Semiconsolidaed sand aquifers,Semiconsolidated sand aquifers
39.shapearea,0.01499092116,0.02783995391
482.rocktype,132,100
222.rocktype,999.0,300
3021.rocktype,174,100
3736.rockname,Semiconsoliated sand aquifers,Semiconsolidated sand aquifers
432.shapeleng,12.2975702626,0.19668671407
2844.aqname,Northern Atlantic Cokastal Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
3696.aqname,Coastal lowlandsaquifer system,Coastal lowlands aquifer system
114.aqname,Other rocks,Pacific Northwest basin-fill aquifers
1369.rockname,Unconsolidated sand and gravewl aquifers,Unconsolidated sand and gravel aquifers
1608.rockname,Carbonate-rock aquifesrs,Carbonate-rock aquifers
557.aqcode,104.0,116
581.shapearea,1.2065144E-4,0.01212194941
471.rocktype,500.0,999
4303.aqname,Hawaiian Volcanic-rock awquifers,Hawaiian Volcanic-rock aquifers
2754.aqname,Ohter rocks,Other rocks
1704.aqname,Pacific Norhwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
125.objectid,23.0,125
2310.aqcode,442,401
559.shapearea,0.00957052449,0.00145381042
123.shapearea,0.01141123046,0.00249066207
2562.rockname,Sandsotne and carbonate-rock aquifers,Sandstone and carbonate-rock aquifers
69.shapearea,0.00172834649,0.0057702292
3085.rockname,Unconsolidated sand adn gravel aquifers,Unconsolidated sand and gravel aquifers
1738.aqcode,190,101
1845.aqname,Other rcks,Other rocks
246.shapearea,2.3833903E-4,0.00243695408
2977.aqname,Castle Hayne qauifer,Castle Hayne aquifer
152.shapeleng,61.2794868582,0.05897685494
2215.rocktype,431,400
3606.aqname,Coasptal lowlands aquifer system,Coastal lowlands aquifer system
2349.rocktype,473,400
740.rockname,Caorbonate-rock aquifers,Carbonate-rock aquifers
108.rocktype,300.0,100
2678.aqname,Basin fand Range carbonate-rock aquifers,Basin and Range carbonate-rock aquifers
84.shapeleng,0.1789423274,0.25611373457
4015.rockname,Uncosolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
4300.aqname,Hagwaiian Volcanic-rock aquifers,Hawaiian Volcanic-rock aquifers
1742.rocktype,467,400
1825.aqname,Othre rocks,Other rocks
120.shapeleng,0.53610562106,0.44689284698
3050.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
2969.aqname,California Coastal Basin naquifers,California Coastal Basin aquifers
794.aqname,Cambrian-Ordovician aqupifer system,Cambrian-Ordovician aquifer system
3371.rockname,Unconsolidzated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
543.shapeleng,0.53610562106,0.03004295484
2564.rockname,Carbonaet-rock aquifers,Carbonate-rock aquifers
845.rockname,Unconsoxlidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
4099.aqname,Bscayne aquifer,Biscayne aquifer
4111.aqname,Othr rocks,Other rocks
527.rocktype,500.0,400
2572.aqname,California Coastal Basin qauifers,California Coastal Basin aquifers
3497.rockname,Unconsolidlated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
226.shapeleng,271.57011945,0.85775142939
3015.rockname,Unconsolidated sand nd gravel aquifers,Unconsolidated sand and gravel aquifers
4542.rockname,Carbonate-rock aquiers,Carbonate-rock aquifers
195.objectid,25.0,195
3099.rocktype,165,100
165.rocktype,300.0,999
2115.rocktype,456,400
183.aqname,Lower Tertiary aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
342.aqname,Silurian-Devonian aquifers,Surficial aquifer system
1576.rocktype,119,100
1388.aqname,Pacific Northwest basin-fill aquiferps,Pacific Northwest basin-fill aquifers
1870.rocktype,173,100
1012.rockname,Igneous an dmetamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
3435.aqcode,484,401
3099.rockname,Unconsolidated sand and garvel aquifers,Unconsolidated sand and gravel aquifers
505.aqcode,999.0,410
145.shapeleng,61.2794868582,0.41085132431
203.shapeleng,7.60187630707,0.06854604476
156.shapeleng,0.64274561535,0.02439938393
605.aqname,Pacfic Northwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
895.rocktype,133,100
1559.aqname,New Yok and New England carbonate-rock aquifers,New York and New England carbonate-rock aquifers
233.rockname,Unconsolidated sand andgravel aquifers,Unconsolidated sand and gravel aquifers
76.shapeleng,1.31336979544,0.12700742243
362.shapeleng,1.44439297495,0.04420621398
952.rocktype,199,100
1860.rockname,Carbfonate-rock aquifers,Carbonate-rock aquifers
2727.aqname,Basin and Range carbonat-erock aquifers,Basin and Range carbonate-rock aquifers
13.shapearea,22.5365375988,0.05165286737
1826.aqcode,190,101
83.rocktype,300.0,999
4496.aqname,Hawiian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
2164.aqcode,117,101
2592.rocktype,181,100
263.shapeleng,2.62787756083,0.12190874082
3457.rockname,Carbonate-rockaquifers,Carbonate-rock aquifers
186.aqname,Other rocks,Columbia Plateau basaltic-rock aquifers
2974.rockname,Carbonate-rock aquifrs,Carbonate-rock aquifers
3700.aqname,Coastal lowlands aqiufer system,Coastal lowlands aquifer system
1004.rocktype,185,100
2182.rockname,Sandstone auqifers,Sandstone aquifers
499.aqcode,410.0,999
2038.rockname,Carbonate-rock aqufers,Carbonate-rock aquifers
173.shapearea,0.00279542612,0.00570240572
3836.rockname,Semiconsolidated snad aquifers,Semiconsolidated sand aquifers
1013.rockname,Unconsolidated sand ansd gravel aquifers,Unconsolidated sand and gravel aquifers
82.shapearea,2.3833903E-4,0.00246157748
3611.rockname,Semicosnsolidated sand aquifers,Semiconsolidated sand aquifers
2140.rocktype,490,400
438.shapearea,0.00604536531,1.1925842E-4
619.aqname,Willamette Lowland bassin-fill aquifers,Willamette Lowland basin-fill aquifers
2142.aqcode,485,401
202.objectid,9.0,202
1633.aqcode,196,101
2631.aqname,Oher rocks,Other rocks
4505.aqname,Hawaiian Volacnic-rock aquifers,Hawaiian Volcanic-rock aquifers
354.shapeleng,111.200919008,0.03293835589
560.shapeleng,0.64274561535,164.191576604
3333.rockname,Unconsolidated sand and grvel aquifers,Unconsolidated sand and gravel aquifers
2227.aqcode,450,401
1279.aqname,Upper Cretaceuos aquifers,Upper Cretaceous aquifers
1560.rockname,Carbonate-roc aquifers,Carbonate-rock aquifers
338.shapeleng,1.31336979544,0.03112591578
35.shapearea,5.03036146227,0.02574060408
3594.aqname,Coasta lowlands aquifer system,Coastal lowlands aquifer system
3092.aqname,tOher rocks,Other rocks
115.rocktype,100.0,300
2381.rockname,Unconsolidated sand and gravel aquifes,Unconsolidated sand and gravel aquifers
329.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
3726.aqname,Coastal lowlands aquife system,Coastal lowlands aquifer system
4007.rockname,Unconsoildated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2159.rocktype,456,400
2234.rockname,Sansdtone aquifers,Sandstone aquifers
3216.aqcode,105,101
2618.aqname,Ordovivcian aquifers,Ordovician aquifers
2258.rockname,Unconsolidated sand and gravel aqifers,Unconsolidated sand and gravel aquifers
2348.aqname,Northern Atlantic Coastal Plain aqsuifer system,Northern Atlantic Coastal Plain aquifer system
3018.rocktype,127,100
671.rockname,Igneous and metamorphic-rock aqufiers,Igneous and metamorphic-rock aquifers
2669.rockname,Cabonate-rock aquifers,Carbonate-rock aquifers
75.shapeleng,0.64274561535,0.28021815624
3484.aqname,Surfiial aquifer system,Surficial aquifer system
3850.aqname,Coastal lowland saquifer system,Coastal lowlands aquifer system
454.objectid,33.0,385
2162.rocktype,452,400
332.shapeleng,0.23195370575,0.03336425213
2468.aqcode,430,401
2025.rockname,Unconsolidaetd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
95.aqname,Pacific Northwest basin-fill aquifers,Other rocks
3754.rockname,Carbontae-rock aquifers,Carbonate-rock aquifers
1515.rocktype,405,400
2955.aqname,Ohter rocks,Other rocks
262.aqname,Other rocks,Cambrian-Ordovician aquifer system
2204.rockname,Unconsolidaed sand and gravel aquifers,Unconsolidated sand and gravel aquifers
4427.aqname,Hawaiian Sedimentayr deposit aquifers,Hawaiian Sedimentary deposit aquifers
218.shapearea,46.2714378139,0.00208136856
32.shapeleng,12.2975702626,0.55485120906
3883.rockname,Carbonate-rock aqufers,Carbonate-rock aquifers
464.rocktype,300.0,600
4003.rockname,Unconsolidate sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2444.rocktype,162,100
540.shapeleng,111.200919008,0.05134081863
473.aqname,Other rocks,Pacific Northwest basaltic-rock aquifers
95.shapeleng,0.64274561535,0.65451199075
1691.aqcode,405,401
257.shapearea,0.01167720722,0.00387366057
4249.aqname,Hawaiian Sedimentary deosit aquifers,Hawaiian Sedimentary deposit aquifers
1143.rockname,Sandstone quifers,Sandstone aquifers
2132.aqname,California Coastal Basin aqufiers,California Coastal Basin aquifers
4624.rockname,cCarbonate-rock aquifers,Carbonate-rock aquifers
385.shapearea,0.40330982137,0.00280645808
3928.rockname,Carbonate-roc kaquifers,Carbonate-rock aquifers
211.rocktype,300.0,999
4013.rockname,Unconsolidated sand and gravel quifers,Unconsolidated sand and gravel aquifers
118.shapearea,0.01141123046,0.10335360032
2763.aqname,Castlye Hayne aquifer,Castle Hayne aquifer
3762.rockname,Carbonate-rock aquifres,Carbonate-rock aquifers
3315.aqname,Othero rocks,Other rocks
3683.aqname,Coastal lowlands aquifersystem,Coastal lowlands aquifer system
3969.aqname,Coastal lowlands quifer system,Coastal lowlands aquifer system
2761.rockname,aUnconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3765.aqname,Coastal lowlands aquifr system,Coastal lowlands aquifer system
2100.aqname,California Coatal Basin aquifers,California Coastal Basin aquifers
342.shapeleng,2.62787756083,0.2284035184
1916.aqcode,454,401
3903.rockname,Carbonate-rock aquifesr,Carbonate-rock aquifers
3982.rockname,Unconslidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
260.aqname,Silurian-Devonian aquifers,Other rocks
271.shapeleng,111.200919008,0.35880600088
1566.rocktype,106,100
330.aqname,Silurian-Devonian aquifers,Surficial aquifer system
32.rocktype,178,100
399.aqname,Other rocks,Cambrian-Ordovician aquifer system
3867.aqname,Coastal lowlaonds aquifer system,Coastal lowlands aquifer system
3998.aqname,Coastal lowlands aquifer systxem,Coastal lowlands aquifer system
1646.rockname,Sandstone aqufers,Sandstone aquifers
776.rocktype,191,100
537.shapearea,0.00172834649,1.0308505E-4
502.shapeleng,12.2975702626,0.02662385241
267.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basaltic-rock aquifers
130.aqname,Pacific Northwest basin-fill aquifers,Lower Cretaceous aquifers
265.aqname,Pacific Northwest basin-fill aquifers,Lower Cretaceous aquifers
2538.rockname,Sandstone and carbonate-rck aquifers,Sandstone and carbonate-rock aquifers
557.shapeleng,0.98458395081,0.26930249218
3005.aqname,Castle Hayne aquirfer,Castle Hayne aquifer
4493.aqname,Hawaiian Sefdimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
454.shapeleng,1.31336979544,0.03388160216
440.rocktype,163,100
197.rockname,Unconsolidated sand nd gravel aquifers,Unconsolidated sand and gravel aquifers
128.shapearea,9.137092E-5,0.00349354546
66.shapearea,0.01167720722,0.00151041184
3332.rockname,Semicsonsolidated sand aquifers,Semiconsolidated sand aquifers
246.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
326.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
2121.aqname,Other roks,Other rocks
439.shapearea,3.012388E-5,2.3255481E-4
1924.rocktype,195,100
595.rockname,Carbonate-rock aquifes,Carbonate-rock aquifers
136.rocktype,300.0,100
174.shapeleng,35.2860867019,0.38930685511
2658.rockname,Sandstone and carbonate-rcok aquifers,Sandstone and carbonate-rock aquifers
3451.rockname,Caronate-rock aquifers,Carbonate-rock aquifers
364.rocktype,999.0,600
4460.aqname,Haywaiian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
3314.rockname,Uncosnolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3108.aqname,ther rocks,Other rocks
1794.rockname,Sandstone and carbonate-rock aquzifers,Sandstone and carbonate-rock aquifers
1872.rockname,Unconsolidated sand and gramvel aquifers,Unconsolidated sand and gravel aquifers
1145.rocktype,188,100
1127.aqname,Other rocs,Other rocks
660.rockname,Unconsolidated sand and gravexl aquifers,Unconsolidated sand and gravel aquifers
298.shapeleng,1.31336979544,0.35838389147
1083.rockname,Unconsolidated snd and gravel aquifers,Unconsolidated sand and gravel aquifers
2648.rocktype,184,100
305.shapearea,22.5365375988,0.02458193984
3657.rockname,Unconsolidatead sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2657.aqcode,195,101
388.shapearea,0.07438600542,1.0709187E-4
1702.rockname,Unconsolidaed sand and gravel aquifers,Unconsolidated sand and gravel aquifers
23.shapearea,0.0037268627,0.09215090595
3910.aqname,loridan aquifer system,Floridan aquifer system
787.rockname,Uncnosolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
501.rocktype,175,100
4518.rockname,Carbonate-rowck aquifers,Carbonate-rock aquifers
306.aqname,Lower Tertiary aquifers,Other rocks
198.shapearea,9.587113E-5,0.00549146963
2708.rocktype,132,100
186.shapeleng,1.29540404009,0.20568539949
541.shapearea,0.01499092116,0.00943913569
3748.aqname,Coastal lowlands aqiufer system,Coastal lowlands aquifer system
377.aqname,Lower Tertiary aquifers,Other rocks
4627.aqname,Kinigshill aquifer,Kingshill aquifer
177.aqname,Pacific Northwest basaltic-rock aquifers,Other rocks
2598.aqname,Basin and Range carbonate-roc aquifers,Basin and Range carbonate-rock aquifers
322.shapearea,46.2714378139,0.02107079156
157.objectid,37.0,157
254.shapearea,0.01141123046,0.00519831303
3143.rockname,Uncosolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
435.shapeleng,51.7024711845,0.05861398654
2610.aqname,Other jrocks,Other rocks
487.shapearea,0.00421440549,0.00204828991
923.rocktype,189,100
155.shapearea,9.137092E-5,0.00845907151
1128.rockname,Sandstone and carbonate-rock aquifrs,Sandstone and carbonate-rock aquifers
1184.aqname,Snake River Plain basaltic-rock aquifervs,Snake River Plain basaltic-rock aquifers
2123.rocktype,182,100
341.aqname,Other rocks,Coastal lowlands aquifer system
775.rocktype,123,100
4033.aqname,Surficial asquifer system,Surficial aquifer system
2898.rocktype,489,400
83.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
3296.aqname,Otjher rocks,Other rocks
3750.rockname,Semiconsolidiated sand aquifers,Semiconsolidated sand aquifers
3049.aqname,Surficial aquifer systezm,Surficial aquifer system
674.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3201.aqname,California Coastl Basin aquifers,California Coastal Basin aquifers
4576.rockname,Unconsolidated san dand gravel aquifers,Unconsolidated sand and gravel aquifers
157.shapeleng,1.31336979544,0.7507409266
2117.aqcode,469,401
118.rocktype,999.0,300
285.rocktype,999.0,300
944.rocktype,152,100
1437.rocktype,185,100
330.shapeleng,35.2860867019,0.02228437683
1204.rocktype,112,100
410.shapeleng,51.7024711845,0.03459245559
244.shapearea,9.587113E-5,0.19728953826
206.shapeleng,2.62787756083,0.2160322069
2573.rockname,Unonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2015.rocktype,159,100
993.rockname,Unconsolidated asnd and gravel aquifers,Unconsolidated sand and gravel aquifers
1280.aqname,Pacific Northwest basaltic-rock aquifesr,Pacific Northwest basaltic-rock aquifers
3843.rockname,Carbontae-rock aquifers,Carbonate-rock aquifers
2523.rocktype,164,100
2017.aqname,Other orcks,Other rocks
223.shapeleng,111.200919008,0.33405173935
353.shapeleng,61.2794868582,0.0780815881
4053.aqname,Coasgtal lowlands aquifer system,Coastal lowlands aquifer system
2373.rockname,Unconsolidated sand and gravelg aquifers,Unconsolidated sand and gravel aquifers
411.aqname,Other rocks,Jacobsville aquifer
216.shapeleng,7.60187630707,0.62689177004
3078.rockname,Unconsolidated sand and grave aquifers,Unconsolidated sand and gravel aquifers
351.rocktype,100.0,600
467.objectid,50.0,398
1199.rockname,Unconsoildated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3540.aqname,Cosatal lowlands aquifer system,Coastal lowlands aquifer system
364.aqname,Lower Tertiary aquifers,Hawaiian Sedimentary deposit aquifers
3036.rocktype,179,100
479.aqname,Lower Tertiary aquifers,Other rocks
1333.rockname,Unconsolidated san dand gravel aquifers,Unconsolidated sand and gravel aquifers
1095.rockname,Carbonate-roc aquifers,Carbonate-rock aquifers
360.rocktype,999.0,600
2245.aqcode,410,401
22.shapeleng,1.29540404009,0.2012319308
100.objectid,1.0,100
112.rocktype,500.0,999
129.shapearea,5.03036146227,0.06924506138
1312.rocktype,159,100
151.rocktype,999.0,500
121.aqname,Lower Tertiary aquifers,Other rocks
201.rocktype,300.0,100
49.shapearea,0.39830744027,1.84846093318
111.shapearea,0.01167720722,0.00900244882
1148.rockname,Unconsolidated sand and gravel aqiufers,Unconsolidated sand and gravel aquifers
