facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,198.0,SPLASH PAD,79311.0,YMCA NORTHEAST,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,2007/11/01 00:00:00,146.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29162.0,LAKE FOREST - THE LODGE,511 WOODLAKE DR,LOUISVILLE,KY,40245,25,1988/06/06 00:00:00,147.0
695,SWIMMING AREA,191.0,SIWMMING POOL,51331.0,DORSEY HILLS CONDOMINIUM,10601 MCMEEKIN LN,LOUISVILLE,KY,40223,25,1994/08/04 00:00:00,148.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29387.0,GALT HOUSE,140 N. 4TH ST.,LOUISVILLE,KY,40202,24,1988/06/07 00:00:00,149.0
695,SWIMMING AREA,191.0,SWIMMING POOL,98992.0,FAIRFIELD INN AND SUITES,1220 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,150.0
695,SWIMMING AREA,191.0,SWIMMING OOL,29167.0,AMBASSADOR EAST CONDO,1612 GARDINER LN,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,151.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29389.0,GARDEN COURT CONDOMINIUM,2505 BROWNSBORO RD.,LOUISVILLE,KY,40206,24,1997/05/09 00:00:00,152.0
695,SWIMMING AREA,216.0,SWIMMING POOL,80004.0,LAKEVIEW CONDOS EAST,1935 GARDINER LN,LOUISVILLE,KY,40205,28,2008/02/29 00:00:00,153.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99125.0,MAIN & CLAY APARTMENTS,633 E MAIN ST.,LOUISVILLE,KY,40202,28,2018/07/27 00:00:00,154.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29168.0,LAKESIDE SWIM CLUB,2010 TREVILLIAN WAY,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,155.0
695,SWIMMING AREA,220.0,SWIMMING POOL,51429.0,HARBORTOWN CONDOMINIUMS,5401 HARBORTOWN RD,PROSPECT,KY,40059,21,1994/08/17 00:00:00,156.0
695,SWIMMING AREA,191.0,SWIMMIhNG POOL,29390.0,GASLITE SQUARE CONDOS,4851 SHERBURN LN.,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,157.0
695,SWIMMING AREA,252.0,SWIMMING POOL,80012.0,IVY RIDGE,4411 IVY CREST CIR,LOUISVILLE,KY,40241,21,2008/02/29 00:00:00,158.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99201.0,SPRINGS AT HURSTBOURNE,9202 BUNSEN PARK DR,LOUISVILLE,KY,40220,29,2016/09/22 00:00:00,159.0
695,SWIMMING AREA,247.0,SWIMMING POOL,29174.0,LAKEVIEW CONDOS WEST,1815 GARDINER LN,LOUISVILLE,KY,40205,28,1994/08/08 00:00:00,160.0
695,SWIMMING AREA,191.0,SWnIMMING POOL,51464.0,HURSTBOURNE RIDGE CONDO,3701 HURSTBOURNE RIDGE PKWY,LOUISVILLE,KY,40299,22,1994/08/23 00:00:00,161.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29391.0,THE WILLOWS OF PLAINVIEW,9800 WILLOW BROOK CIRCLE,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,162.0
695,SWIMMING AREA,191.0,SWIMMING POOL,80487.0,DORSEY STATION,10431 SHELBYVILLE RD,LOUISVILLE,KY,40223,25,2008/03/27 00:00:00,163.0
695,SWIMMING AREA,248.0,SPLASH PAD,99408.0,EP TOM SAWYER STATE PARK,3000 FREYS HILL RD,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,164.0
695,SWIMMING AREA,191.0,SWIMMIsNG POOL,29179.0,AUDUBON COUNTRY CLUB,3265 ROBIN RD,LOUISVILLE,KY,40213,28,1988/06/06 00:00:00,165.0
695,SWIMMING AREA,191.0,SWIMMING OPOL,51574.0,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,LOUISVILLE,KY,40215,23,1994/09/07 00:00:00,166.0
695,SWIMMING AREA,191.0,SWIMMINGo POOL,29405.0,GLENVIEW,5100 U S HWY 42,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,167.0
695,SWIMMING AREA,229.0,SPLASH PAD,80949.0,METRO PARKS ALGONQUIN SPRAYGROUND,1614 CYPRESS ST,LOUISVILLE,KY,40210,24,2008/04/18 00:00:00,168.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99437.0,AVENUE APARTMENTS,1019 EVERETT AVE,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,169.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29183.0,HITE AVENUE GARDENS,719 N. HITE AVE,LOUISVILLE,KY,40206,24,1988/06/06 00:00:00,170.0
695,SWIMMING AREA,204.0,SWIMMING / DIVING POOL,53211.0,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,25,1995/06/01 00:00:00,171.0
695,SWIMMING AREA,254.0,SWIMMING POOL,29410.0,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,KY,40220,26,1988/06/07 00:00:00,172.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99462.0,LITTLE SPRING FARM,11600 VISTA CLUB DRIVE,LOUISVILLE,KY,40291,22,2016/03/22 00:00:00,173.0
695,SWIMMING AREA,191.0,SWIMMIN POOL,81318.0,WESTPORT GARDENS,1249 WESTLYNNE WAY,LOUISVILLE,KY,40222,26,2008/06/02 00:00:00,174.0
695,SWIMMING AREA,199.0,WADING POOL,53244.0,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,25,1995/06/06 00:00:00,175.0
695,SWIMMING AREA,199.0,WADING POOL,29411.0,UPPER HIGHLANDS,2411 PARK DALE AVE,LOUISVILLE,KY,40220,26,1988/06/07 00:00:00,176.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29188.0,BIG SPRING COUNTRY CLUB,5901 DUTCHMAN LANE,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,177.0
695,SWIMMING AREA,191.0,SWIMMINGh POOL,29422.0,COUNTRY BROOK ESTATES,1718 BRIDGEVIEW LN,LOUISVILLE,KY,40242,26,1995/08/28 00:00:00,178.0
695,SWIMMING AREA,199.0,WADING POOL,99463.0,LITTLE SPRING FARM,11600 VISTA CLUB DR,LOUISVILLE,KY,40291,22,2016/03/22 00:00:00,179.0
695,SWIMMING AREA,191.0,SWIMMING POOL,53324.0,HAMPTON INN,800 PHILLIPS LN,LOUISVILLE,KY,40209,28,1995/06/13 00:00:00,180.0
695,SWIMMING AREA,191.0,SWIMMING POOL,81740.0,PARKWOOD VILLAS,9710 MCNEELY LAKE DR,LOUISVILLE,KY,40229,27,2008/08/04 00:00:00,181.0
695,SWIMMING AREA,199.0,WADING POOL,29190.0,BIG SPRING COUNTRY CLUB,5901 DUTCHMANS LANE,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,182.0
695,SWIMMING AREA,243.0,SWIMMING / DIVING POOL,29432.0,HAPPY ACRES SWIM CLUB,8408 HUDSON LN,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,183.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99474.0,THE GROVE AT LYNDON,7716 SUNDANCE DR,LOUISVILLE,KY,40222,29,2007/08/31 00:00:00,184.0
695,SWIMMING AREA,191.0,SWMMING POOL,53531.0,GREENWOOD PLACE APTS,7500 GREENWOOD PLACE CIR,LOUISVILLE,KY,40258,23,1995/07/12 00:00:00,185.0
695,SWIMMING AREA,191.0,SWIMMING POrOL,82190.0,BARDSTOWN FOREST,2041 BUECHEL BANK RD,LOUISVILLE,KY,40218,27,2008/09/29 00:00:00,186.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29211.0,THE AVERY,7025 BRONNER CIRCLE,LOUISVILLE,KY,40218,27,1988/06/06 00:00:00,187.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,29433.0,WILDWOOD COUNTRY CLUB,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,188.0
695,SWIMMING AREA,198.0,SPLASH PAD,99702.0,METRO PARKS HUSTON QUIN PARK,4105 S 1ST STREET,LOUISVILLE,KY,40214,23,1988/06/07 00:00:00,189.0
695,SWIMMING AREA,191.0,SWIMMING POOL,53598.0,WINDSOR GATE CONDOMINIUMS,8601 AMBROSSE LN,LOUISVILLE,KY,40299,22,1998/07/08 00:00:00,190.0
695,SWIMMING AREA,198.0,SPLASH PAD,82704.0,METRO PARKS SHELBY PARK SPRAYGROUND,600 E OAK ST,LOUISVILLE,KY,40203,24,2008/12/29 00:00:00,191.0
695,SWIMMING AREA,290.0,SWIMMING POOL,29217.0,MILLWOOD APTS,761 HUNTINGTON PARK PL,LOUISVILLE,KY,40213,27,1988/06/06 00:00:00,192.0
695,SWIMMING AREA,199.0,WADING POOL,29435.0,WILDWOOD COUNTRY CLUB,5000 BARDSTOWN RD,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,193.0
695,SWIMMING AREA,191.0,SWIMMING POOL,99898.0,BEAR PADDLE SWIM CLUB,2915 HURSTBOURNE PKWY,LOUISVILLE,KY,40220,27,1988/06/07 00:00:00,194.0
695,SWIMMING AREA,191.0,SWIMMING POOL,53599.0,GREENHURST CONDOS,3940 GREENHURST DR,LOUISVILLE,KY,40299,22,1997/08/27 00:00:00,195.0
695,SWIMMING AREA,239.0,SPLASH PAD,82705.0,METRO PARKS WYANDOTTE PARK SPRAYGROUND,1104 BEECHER ST,LOUISVILLE,KY,40215,23,2008/12/29 00:00:00,196.0
695,SWIMMING AREA,199.0,WADING POOL,29220.0,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,LOUISVILLE,KY,40241,21,2005/10/19 00:00:00,197.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29440.0,1400 WILLOW CONDOMIUMS,1400 WILLOW AVE,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,198.0
695,SWIMMING AREA,191.0,SWIMMIjNG POOL,100223.0,THE GENTRY,9500 WILLIAMSBURG PLAZA,LOUISVILLE,KY,40222,29,2017/04/13 00:00:00,199.0
695,SWIMMING AREA,191.0,SWIMMING POL,53611.0,CRESCENT HILL ROYALE CONDO,2730 BROWNSBORO RD,LOUISVILLE,KY,40206,24,1995/07/24 00:00:00,200.0
695,SWIMMING AREA,218.0,SPLASH PAD,82706.0,METRO PARKS FARNSLEY PARK SPRAYGROUND,3100 WEDGEWOOD WAY,LOUISVILLE,KY,40220,29,2008/12/29 00:00:00,201.0
695,SWIMMING AREA,213.0,SWIMMING / DIVING POOL,29221.0,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,LOUISVILLE,KY,40241,21,1988/06/06 00:00:00,202.0
695,SWIMMING AREA,265.0,SWIMMING POOL,29447.0,WOODCREEK CONDOS,3501 ILLINOIS AVE,LOUISVILLE,KY,40213,28,1988/06/07 00:00:00,203.0
695,SWIMMING AREA,191.0,SiWIMMING POOL,100520.0,AVALON SPRINGS,7935 ZELMA FIELDS AVE,LOUISVILLE,KY,40228,27,1988/06/07 00:00:00,204.0
695,SWIMMING AREA,197.0,SPA,82770.0,GLENVIEW,5100 US HWY 42,LOUISVILLE,KY,40241,21,2009/01/15 00:00:00,205.0
695,SWIMMING AREA,199.0,WADING POOL,29235.0,OWL CREEK COUNTRY CLUB,12400 OSAGE ROAD,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,206.0
695,SWIMMING AREA,191.0,SWIMMNG POOL,56079.0,WEMBERLEY HILL GARDEN HOMES,10601 WEMBERLY HILL BLVD,LOUISVILLE,KY,40241,21,1996/08/27 00:00:00,207.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,100528.0,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,PROSPECT,KY,40059,21,1988/06/07 00:00:00,208.0
695,SWIMMING AREA,253.0,SWIMMING POOL,29448.0,HIGHWOOD CONDOMINIUMS,900 HIGHWOOD DR.,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,209.0
695,SWIMMING AREA,196.0,SPRAY POOL,83196.0,PARTRIDGE POINTE,3701 DENA DR,LOUIVILLE,KY,40272,23,2019/06/07 00:00:00,210.0
695,SWIMMING AREA,226.0,SWIMMING / DIVING POOL,29236.0,OWL CREEK COUNTRY CLUB,12400 OSAGE ROAD,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,211.0
695,SWIMMING AREA,199.0,WADING POOL,100530.0,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,PROSPECT,KY,40059,21,2016/07/28 00:00:00,212.0
695,SWIMMING AREA,191.0,SWIMMING POOL,58033.0,CEDAR SPRINGS APTS. PHASE II,9000 SPRUCEDALE WAY,LOUISVILLE,KY,40291,22,1997/06/20 00:00:00,213.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29450.0,WOODHAVEN COUNTRY CLUB,7200 WOODHAVEN ROAD,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,214.0
695,SWIMMING AREA,230.0,SPLASH PAD,83215.0,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,28,2009/04/01 00:00:00,215.0
695,SWIMMING AREA,191.0,SWIMMNG POOL,29239.0,PARK TERRACE CONDO,1611 SPRING DR,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,216.0
695,SWIMMING AREA,268.0,SWIMMING POOL,100794.0,LAQUINTA INN & SUITES,1501 ALLIANT AVENUE,JEFFERSONTOWN,KY,40299,22,2001/06/11 00:00:00,217.0
695,SWIMMING AREA,199.0,WADING POOL,58233.0,LAKE FOREST COUNTRY CLUB-WADING POOL,14700 LANDMARK DR,LOUISVILLE,KY,40245,25,1997/07/17 00:00:00,218.0
695,SWIMMING AREA,193.0,DIVING POOL,29452.0,WOODHAVEN COUNTRY CLUB,7200 WOODHAVEN ROAD,LOUISVILLE,KY,40291,22,1988/06/07 00:00:00,219.0
695,SWIMMING AREA,191.0,SWIMMING POOL,83216.0,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,28,2009/04/01 00:00:00,220.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29244.0,CARDINAL OAKS CONDOS,7122 CARDINAL OAKS DR,LOUISVILLE,KY,40214,23,1990/08/22 00:00:00,221.0
695,SWIMMING AREA,191.0,SWIMMING POOL,100961.0,THE FLATS AT HURSTBOURNE APTS,3280 SILVER SPRINGS DR,LOUISVILLE,KY,40220,29,2018/05/22 00:00:00,222.0
695,SWIMMING AREA,192.0,WIMMING / DIVING POOL,58234.0,LAKE FOREST COUNTRY CLUB-POOL,14700 LANDMARK DR,LOUISVILLE,KY,40245,25,1997/07/17 00:00:00,223.0
695,SWIMMING AREA,208.0,SWIMMING POOL,29463.0,YMCA,555 S 2ND ST,LOUISVILLE,KY,40202,24,1988/06/07 00:00:00,224.0
695,SWIMMING AREA,191.0,SWIMMING POOL,83518.0,THE PROVINCE,600 RUGGLES PLACE,LOUISVILLE,KY,40208,23,2009/04/30 00:00:00,225.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29245.0,PARTRIDGE MEADOWS APTS,8102 FOUR WINDS DR,LOUISVILLE,KY,40222,26,1988/06/06 00:00:00,226.0
695,SWIMMING AREA,211.0,SPLASH PAD,101079.0,ADVENTURE PLAYGROUND,1201 RIVER RD,LOUISVILLE,KY,40202,24,1988/06/07 00:00:00,227.0
695,SWIMMING AREA,199.0,WADING POOL,58444.0,SUTHERLAND,6800 WINDHAM PKWY,PROSPECT,KY,40059,21,1997/08/14 00:00:00,228.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29467.0,YMCA SOUTHWEST,2800 FORDHAVEN RD,LOUISVILLE,KY,40214,23,1988/06/07 00:00:00,229.0
695,SWIMMING AREA,198.0,SLASH PAD,85191.0,METRO PARKS LAPORTE PARK,2529 BANK ST,LOUISVILLE,KY,40212,24,2010/02/01 00:00:00,230.0
695,SWIMMING AREA,278.0,SWIMMING POOL,29254.0,CASA GRANADA CONDOS,3030 BRECKENRIDGE LN.,LOUISVILLE,KY,40220,28,1988/06/06 00:00:00,231.0
695,SWIMMING AREA,221.0,SWIMMING POOL,101423.0,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,LOUISVILLE,KY,40299,29,2016/12/09 00:00:00,232.0
695,SWIMMING AREA,191.0,SWIMMING POOL,58518.0,PINEHURST GREEN PATIO HOMES,10630 EAGLE PINES LN,LOUISVILLE,KY,40223,29,1998/07/30 00:00:00,233.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29469.0,YMCA SOUTHEAST,5930 SIX MILE LANE,LOUISVILLE,KY,40218,27,1988/06/07 00:00:00,234.0
695,SWIMMING AREA,239.0,SPLASH PAD,85192.0,METRO PARKS PETERSBURG PARK,5008 E INDIAN TRAIL RD,LOUISVILLE,KY,40218,27,2010/02/01 00:00:00,235.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29256.0,CASA GRANDE CONDOS OF ZORN,740 ZORN AVE,LOUISVILLE,KY,40206,26,1988/06/06 00:00:00,236.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101516.0,HOMEWOOD SUITES,635 W MARKET ST,LOUISVILLE,KY,40202,24,2018/03/26 00:00:00,237.0
695,SWIMMING AREA,191.0,SWIMMING POL,101551.0,HOME 2 SUITES,240 S. HANCOCK ST,LOUISVILLE,KY,40202,28,1988/06/07 00:00:00,238.0
695,SWIMMING AREA,197.0,SPA,101552.0,OMNI LOUISVILLE - LEVEL 3,400 S. 2ND STREET,LOUISVILLE,KY,40202,24,2018/03/08 00:00:00,239.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101553.0,OMNI LOUISVILLE - LEVEL 3 POOL,400 S. 2ND STREET,LOUISVILLE,KY,40202,24,2018/03/08 00:00:00,240.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101554.0,THE RESIDENCES AT OMNI - LEVEL 16 POOL,200 WEST LIBERTY ST,LOUISVILLE,KY,40202,24,2018/05/21 00:00:00,241.0
695,SWIMMING AREA,244.0,SWIMMING POOL,101641.0,LOUISVILLE BROADWAY APTS LLC / HIGHLAND STATION,1172 E BROADWAY,LOUISVILLE,KY,40204,28,2018/05/22 00:00:00,242.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101819.0,ASPENWOOD APARTMENTS,3300 ASPEN VALLEY CIRCLE,LOUISVILLE,KY,40241,21,2017/02/27 00:00:00,243.0
695,SWIMMING AREA,276.0,SWIMMING POOL,101828.0,QUALITY INN,1301 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,2017/02/28 00:00:00,244.0
695,SWIMMING AREA,191.0,SWIMMINGP OOL,101850.0,HOME 2 SUITES,3000 CRITTENDEN DR,LOUISVILLE,KY,40209,23,2018/05/25 00:00:00,245.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101851.0,BRADFORD MILL LOFTS,1124 REUTLINGER AVE,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,246.0
695,SWIMMING AREA,191.0,SWIMMING POOL,101962.0,THE GEORGE,6600 SEMINARY WOODS PLACE,LOUISVILLE,KY,40241,21,2017/03/21 00:00:00,247.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102015.0,THE PARK AT HURSTBOURNE APTS -VARSITY CLUB,6121 BIG BEN DR,FERN CREEK,KY,40291,27,2017/03/29 00:00:00,248.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102049.0,SOUTHGATE LANDING,10960 SOUTHGATE MANOR DR,LOUISVILLE,KY,40229,27,2017/03/30 00:00:00,249.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102157.0,THE ENCLAVE AT BRECKENRIDGE,7204 CHURCHILL PARK DR,LOUISVILLE,KY,40220,28,2017/04/14 00:00:00,250.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102469.0,STATION J-TOWN,9601 BALSAM WAY,JEFFERSONTOWN,KY,40299,22,2017/05/16 00:00:00,251.0
695,SWIMMING AREA,239.0,SWIMMING POOL,102843.0,THE LODGES,14500 ENGLISH PARK CIR,JEFFERSONTOWN,KY,40299,22,1988/06/07 00:00:00,252.0
695,SWIMMING AREA,280.0,SWIMMING POOL,102861.0,THE PARK AT HURSTBOURNE,5301 HAMES TRACE,FERN CREEK,KY,40291,22,2013/05/16 00:00:00,253.0
695,SWIMMING AREA,191.0,SWIMMING POOL,102919.0,HYATT REGENCY,311 S 4TH ST,LOUISVILLE,KY,40202,24,2017/07/06 00:00:00,254.0
695,SWIMMING AREA,284.0,SPA,103196.0,U OF L HOT WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,255.0
695,SWIMMING AREA,197.0,SPA,103197.0,U OF L - COLD WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,256.0
695,SWIMMING AREA,191.0,SWIMMINGp POOL,103302.0,TOWNEPLACE SUITES / FAIRFIELD INN & SUITES,10110 CHAMPION FARMS DR,LOUISVILLE,KY,40241,21,2018/04/18 00:00:00,257.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103312.0,WINGATE INN,3200 KEMMONS DR,LOUISVILLE,KY,40218,28,2018/05/23 00:00:00,258.0
695,SWIMMING AREA,258.0,SPA,103340.0,U OF L FOOTBALL 0-5 HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40202,24,2018/07/31 00:00:00,259.0
695,SWIMMING AREA,197.0,SAP,103341.0,U OF L FOOTBALL HOT PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,260.0
695,SWIMMING AREA,255.0,SPA,103342.0,U OF L FOOTBALL COLD PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,24,2018/07/31 00:00:00,261.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103431.0,WINGATE BY WYNDHAM,12301 ALLIANT COURT,JEFFERSONTOWN,KY,40299,22,2017/08/31 00:00:00,262.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103432.0,BAXTER APARTMENTS,1221 E BROADWAY,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,263.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29476.0,HOLLY HOUSE CONDOMINIUMS,1924 GOLDSMITH LN.,LOUISVILLE,KY,40218,28,1988/06/07 00:00:00,264.0
695,SWIMMING AREA,198.0,SPLASH PAD,85551.0,METRO PARKS FAIRDALE SPRAY POOL,709 FAIRDALE RD,FAIRDALE,KY,40118,23,2010/03/30 00:00:00,265.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29259.0,CASA GRANDE OF THIERMAN,161 THIERMAN LN,LOUISVILLE,KY,40207,26,1988/06/06 00:00:00,266.0
695,SWIMMING AREA,199.0,WADING POOL,29482.0,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT DR,PROSPECT,KY,40059,21,1988/08/03 00:00:00,267.0
695,SWIMMING AREA,191.0,WIMMING POOL,29260.0,PLAINVIEW APTS,1000 STONE SPRING WAY,LOUISVILLE,KY,40223,25,1988/06/06 00:00:00,268.0
695,SWIMMING AREA,239.0,SPLASH PAD,85808.0,METRO PARKS RIVERVIEW PARK SPRAYGROUND,8203 GREENWOOD RD,LOUISVILLE,KY,40258,23,2010/04/30 00:00:00,269.0
695,SWIMMING AREA,225.0,SWIMMING POOL,29485.0,HURSTBOURNE GRAND APTS,8916 MARKSFIELD RD.,LOUISVILLE,KY,40222,29,1988/08/02 00:00:00,270.0
695,SWIMMING AREA,193.0,DIVING POOL,29263.0,JEFFERSONTOWN-PLAINVIEW SWIM,10235 TIMBERWOOD CIR,JEFFERSONTOWN,KY,40223,29,1988/06/06 00:00:00,271.0
695,SWIMMING AREA,191.0,SIWMMING POOL,58634.0,FENWICK PLACE,8601 FENWICK CREEK PLACE,LOUISVILLE,KY,40220,29,1997/09/10 00:00:00,272.0
695,SWIMMING AREA,191.0,SWIMMING POOL,85836.0,SULLIVAN UNIVERSITY,4004 GARDINER POINTE DR,LOUISVILLE,KY,40213,28,2010/04/15 00:00:00,273.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29486.0,WESSEX PLACE,9542 WESSEX PLACE,LOUISVILLE,KY,40222,29,1995/08/04 00:00:00,274.0
695,SWIMMING AREA,249.0,SWIMMING POOL,29264.0,JEFFERSONTOWN-PLAINVIEW SWIM CLUB,10235 TIMBERWOOD CIR,JEFFERSONTOWN,KY,40223,29,1988/06/06 00:00:00,275.0
695,SWIMMING AREA,191.0,SWIMMIG POOL,60018.0,WORTHINGTON GLEN CONDOMINIUMS,10200 WORTHINGTON GLEN DR,LOUISVILLE,KY,40241,21,1998/05/01 00:00:00,276.0
695,SWIMMING AREA,247.0,SPLASH PAD,86298.0,MARSHALL SPRAYGROUND,1310 S BECKLEY STATION RD,LOUISVILLE,KY,40245,25,2010/07/06 00:00:00,277.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29493.0,INVERNESS AT HURSTBOURNE,1200 CLUB HOUSE DRIVE,LOUISVILLE,KY,40222,29,1988/08/02 00:00:00,278.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29265.0,JEFFERSONTOWN-PLAINVIEW SWIM CLUB,10235 TIMBERWOOD CIR,LOUISVILLE,KY,40223,29,1988/06/06 00:00:00,279.0
695,SWIMMING AREA,191.0,SWIMMING POLO,60284.0,THE OAKS AT PARK DUVALLE,3621 CHAUNCEY AVE,LOUISVILLE,KY,40211,24,2016/07/22 00:00:00,280.0
695,SWIMMING AREA,198.0,SPLASH PDA,86575.0,METRO PARKS LONG RUN PARK SPRAYGROUND,1605 FLAT ROCK RD,LOUISVILLE,KY,40245,25,2010/08/16 00:00:00,281.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29494.0,INDIGO AT THE PARK,518 IROQUOIS GARDENS DRIVE,LOUISVILLE,KY,40214,23,1997/05/09 00:00:00,282.0
695,SWIMMING AREA,199.0,WADING POOL,29267.0,JEFFERSONTOWN-PLAINVIEW SWIM CLUB,10235 TIMBERWOOD CIR,JEFFERSONTOWN,KY,40223,29,1988/06/06 00:00:00,283.0
695,SWIMMING AREA,191.0,SWIMMING POOL,60333.0,COOPER CREEK VILLAGE APTS,4807 COOPER VILLAGE TERRACE,LOUISVILLE,KY,40219,27,2007/05/16 00:00:00,284.0
695,SWIMMING AREA,198.0,SPLASH PAD,86652.0,METRO PARKS SHAWNEE PARK,4501 W. BROADWAY,LOUISVILLE,KY,40211,24,2010/08/25 00:00:00,285.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29504.0,JEWISH COMMUNITY CENTER,3600 DUTCHMANS LN,LOUISVILLE,KY,40205,28,1988/06/07 00:00:00,286.0
695,SWIMMING AREA,265.0,SWIMMING POOL,29270.0,CENTRAL HIGH SCHOOL,1130 W. CHESTNUT ST.,LOUISVILLE,KY,40213,24,1988/06/06 00:00:00,287.0
695,SWIMMING AREA,191.0,SWIMMING POOL,60646.0,RIVER FOREST COURTYARD HOMES,6318 RIVER FOREST DR,LOUISVILLE,KY,40258,23,1998/07/14 00:00:00,288.0
695,SWIMMING AREA,286.0,SPLASH PAD,87109.0,METRO PARKS BRESLIN PARK SPRAY POOL,1388 LEXINGTON RD,LOUISVILLE,KY,40206,26,2010/10/27 00:00:00,289.0
695,SWIMMING AREA,214.0,SWIMMING POOL,29521.0,LA FONTENAY APARTMENTS,175 LA FONTENAY DR,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,290.0
