OBJECTID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,PLSSID,TWNSHPLAB,SRVNAME,SURVTYP,SURVTYPTXT,SOURCEDATE,SOURCEREF,SHAPE_Length,SHAPE_Area
495,OK,17,Indian Meridian,006,0,N,002,0,E,0,OK170060N0020E0,6N 2E,,,,,,38678.8982187598,93341611.1685702
496,OK,17,Indian Meridian,022,0,N,022,0,W,0,OK170220N0220W0,22N 22W,,,,,,38595.9168800066,92848355.214048
497,OK,17,Indian Meridian,002,0,N,002,0,W,0,OK170020N0020W0,2N 2W,,,,,,38674.4528903757,93243580.3795254
498,OK,17,Indian Meridian,016,0,N,020,0,W,0,OK170160N0200W0,16N 20W,,,,,,38439.8262829502,92172180.0949193
499,OK,17,Indian Meridian,029,0,N,025,0,W,0,OK170290N0250W0,29N 25W,,,,,,31932.0362201164,62292677.4629636
500,OK,17,Indian Meridian,024,0,N,013,0,W,0,OK170240N0130W0,24N 13W,,,,,,38589.6208575162,92675577.7604214
501,OK,17,Indian Meridian,007,0,N,005,0,W,0,OK170070N0050W0,7N 5W,,,,,,38659.5920356337,93162414.6195978
502,OK,17,Indian Meridian,017,0,N,006,0,E,0,OK170170N0060E0,17N 6E,,,,,,37152.6789116085,82242826.1398786
503,OK,17,Indian Meridian,028,0,N,005,0,W,0,OK170280N0050W0,28N 5W,,,,,,38559.3563122722,92511026.8799363
504,OK,17,Indian Meridian,022,0,N,015,0,W,0,OK170220N0150W0,22N 15W,,,,,,38474.6497701631,92285035.4176414
505,OK,17,Indian Meridian,020,0,N,013,0,W,0,OK170200N0130W0,20N 13W,,,,,,38708.4080636871,93327716.800445
506,OK,17,Indian Meridian,024,0,N,018,0,W,0,OK170240N0180W0,24N 18W,,,,,,38763.7173182513,93575998.8239392
507,OK,17,Indian Meridian,020,0,N,023,0,W,0,OK170200N0230W0,20N 23W,,,,,,38796.3427975977,93665464.1388165
508,OK,17,Indian Meridian,006,0,S,001,0,W,0,OK170060S0010W0,6S 1W,,,,,,38662.8707332741,93200296.1145094
509,OK,17,Indian Meridian,019,0,N,021,0,W,0,OK170190N0210W0,19N 21W,,,,,,38602.4091748812,92871960.8534665
510,OK,17,Indian Meridian,001,0,N,006,0,W,0,OK170010N0060W0,1N 6W,,,,,,38754.625632389,93614576.3754962
511,OK,17,Indian Meridian,026,0,N,004,0,E,0,OK170260N0040E0,26N 4E,,,,,,38605.4618548909,92907622.9476802
512,OK,17,Indian Meridian,029,0,N,021,0,W,0,OK170290N0210W0,29N 21W,,,,,,31651.0464665061,60746880.6365942
513,OK,17,Indian Meridian,023,0,N,014,0,W,0,OK170230N0140W0,23N 14W,,,,,,38438.3461700349,91955521.1786785
514,OK,17,Indian Meridian,025,0,N,007,0,W,0,OK170250N0070W0,25N 7W,,,,,,38676.8283298931,93359416.5916714
515,OK,17,Indian Meridian,016,0,N,017,0,W,0,OK170160N0170W0,16N 17W,,,,,,38513.4461985436,92502237.0017642
516,OK,17,Indian Meridian,022,0,N,006,0,E,0,OK170220N0060E0,22N 6E,,,,,,38768.9558340334,93619110.7728385
517,OK,17,Indian Meridian,026,0,N,016,0,W,0,OK170260N0160W0,26N 16W,,,,,,38572.8411652534,92772242.7581521
518,OK,17,Indian Meridian,001,0,N,001,0,W,0,OK170010N0010W0,1N 1W,,,,,,38666.0878128,93204654.534529
519,OK,17,Indian Meridian,017,0,N,008,0,W,0,OK170170N0080W0,17N 8W,,,,,,38651.887642288,93138849.5794801
520,OK,17,Indian Meridian,022,0,N,001,0,W,0,OK170220N0010W0,22N 1W,,,,,,38615.0982462346,92903669.4658492
521,OK,17,Indian Meridian,026,0,N,014,0,W,0,OK170260N0140W0,26N 14W,,,,,,38605.8886859159,92773512.3525588
522,OK,17,Indian Meridian,027,0,N,018,0,W,0,OK170270N0180W0,27N 18W,,,,,,38602.8711745979,92828915.1665218
523,OK,17,Indian Meridian,009,0,N,014,0,W,0,OK170090N0140W0,9N 14W,,,,,,38545.7754379881,92545659.5880002
524,OK,17,Indian Meridian,026,0,N,006,0,W,0,OK170260N0060W0,26N 6W,,,,,,38610.5191262232,92867997.495822
525,OK,17,Indian Meridian,029,0,N,018,0,W,0,OK170290N0180W0,29N 18W,,,,,,31434.9315865056,60164215.9886526
526,OK,17,Indian Meridian,017,0,N,017,0,W,0,OK170170N0170W0,17N 17W,,,,,,38429.9483750558,91916368.6605718
527,OK,17,Indian Meridian,001,0,N,005,0,E,0,OK170010N0050E0,1N 5E,,,,,,38679.9389069639,93215040.2460141
528,OK,17,Indian Meridian,007,0,S,001,0,W,0,OK170070S0010W0,7S 1W,,,,,,38709.3724708121,93400421.4121221
529,OK,17,Indian Meridian,007,0,S,005,0,W,0,OK170070S0050W0,7S 5W,,,,,,21546.7196878971,25523955.2701654
530,OK,17,Indian Meridian,003,0,S,003,0,W,0,OK170030S0030W0,3S 3W,,,,,,38740.8250613143,93586843.3976153
531,OK,17,Indian Meridian,020,0,N,021,0,W,0,OK170200N0210W0,20N 21W,,,,,,38732.6487582714,93414230.1042905
532,OK,17,Indian Meridian,015,0,N,017,0,W,0,OK170150N0170W0,15N 17W,,,,,,38568.3473680308,92730507.7124369
533,OK,17,Indian Meridian,010,0,N,005,0,E,0,OK170100N0050E0,10N 5E,,,,,,37870.1829837226,88547879.3225644
534,OK,17,Indian Meridian,022,0,N,002,0,W,0,OK170220N0020W0,22N 2W,,,,,,38433.8489826117,91976880.9791099
535,OK,17,Indian Meridian,011,0,N,017,0,W,0,OK170110N0170W0,11N 17W,,,,,,38534.5778188461,92591192.4731069
536,OK,17,Indian Meridian,013,0,N,006,0,W,0,OK170130N0060W0,13N 6W,,,,,,38788.9544073348,93854508.8831435
537,OK,17,Indian Meridian,027,0,N,021,0,W,0,OK170270N0210W0,27N 21W,,,,,,38898.9592525776,94411724.0929106
538,OK,17,Indian Meridian,005,0,S,001,0,W,0,OK170050S0010W0,5S 1W,,,,,,38731.3339007599,93483897.2131661
539,OK,17,Indian Meridian,019,0,N,018,0,W,0,OK170190N0180W0,19N 18W,,,,,,38413.3688618773,91891995.6005588
540,OK,17,Indian Meridian,014,0,N,016,0,W,0,OK170140N0160W0,14N 16W,,,,,,38606.3963963524,92883189.2956952
541,OK,17,Indian Meridian,001,0,N,005,0,W,0,OK170010N0050W0,1N 5W,,,,,,38723.1176158088,93476325.8750397
542,OK,17,Indian Meridian,023,0,N,005,0,W,0,OK170230N0050W0,23N 5W,,,,,,38619.7625073743,92861275.0949963
543,OK,17,Indian Meridian,007,0,S,004,0,E,0,OK170070S0040E0,7S 4E,,,,,,37383.9222855477,68150605.8180787
544,OK,17,Indian Meridian,023,0,N,018,0,W,0,OK170230N0180W0,23N 18W,,,,,,38572.1800293589,92551511.9697285
545,OK,17,Indian Meridian,017,0,N,023,0,W,0,OK170170N0230W0,17N 23W,,,,,,38610.0947793673,92942789.7297888
546,OK,17,Indian Meridian,003,0,S,005,0,W,0,OK170030S0050W0,3S 5W,,,,,,38720.9306349488,93488971.6488826
547,OK,17,Indian Meridian,011,0,N,026,0,W,0,OK170110N0260W0,11N 26W,,,,,,38641.8247071312,93051582.7449786
548,OK,17,Indian Meridian,014,0,N,006,0,W,0,OK170140N0060W0,14N 6W,,,,,,38806.7994079661,94025198.1444246
549,OK,17,Indian Meridian,015,0,N,007,0,W,0,OK170150N0070W0,15N 7W,,,,,,38746.8546823906,93508854.8196057
550,OK,17,Indian Meridian,023,0,N,011,0,W,0,OK170230N0110W0,23N 11W,,,,,,38611.3499439545,92945373.3448496
551,OK,17,Indian Meridian,028,0,N,021,0,W,0,OK170280N0210W0,28N 21W,,,,,,38962.24478114,94581942.2494254
552,OK,17,Indian Meridian,009,0,S,002,0,E,0,OK170090S0020E0,9S 2E,,,,,,29394.8089580308,44462911.1715137
553,OK,17,Indian Meridian,029,0,N,003,0,W,0,OK170290N0030W0,29N 3W,,,,,,31634.6624476167,61018370.6185036
554,OK,17,Indian Meridian,026,0,N,005,0,W,0,OK170260N0050W0,26N 5W,,,,,,38591.4371197975,92822307.5922983
555,OK,17,Indian Meridian,003,0,N,002,0,W,0,OK170030N0020W0,3N 2W,,,,,,38628.2363653251,92969345.175812
556,OK,17,Indian Meridian,010,0,N,017,0,W,0,OK170100N0170W0,10N 17W,,,,,,38574.8464945742,92649872.6869172
557,OK,17,Indian Meridian,006,0,N,006,0,E,0,OK170060N0060E0,6N 6E,,,,,,38583.9191547097,92804942.6001737
558,OK,17,Indian Meridian,029,0,N,024,0,W,0,OK170290N0240W0,29N 24W,,,,,,31765.4477406113,61700884.3749586
559,OK,17,Indian Meridian,022,0,N,007,0,E,0,OK170220N0070E0,22N 7E,,,,,,38424.369098246,91463723.1000665
560,OK,17,Indian Meridian,004,0,S,004,0,W,0,OK170040S0040W0,4S 4W,,,,,,38729.524530518,93496184.4591779
561,OK,17,Indian Meridian,011,0,N,006,0,E,0,OK170110N0060E0,11N 6E,,,,,,41378.2874351621,89071237.062003
562,OK,17,Indian Meridian,028,0,N,020,0,W,0,OK170280N0200W0,28N 20W,,,,,,38698.3576426215,93329705.9248719
563,OK,17,Indian Meridian,029,0,N,004,0,W,0,OK170290N0040W0,29N 4W,,,,,,31624.5223773804,61100403.0143297
564,OK,17,Indian Meridian,010,0,N,022,0,W,0,OK170100N0220W0,10N 22W,,,,,,38614.8091493499,92910706.6544675
565,OK,17,Indian Meridian,014,0,N,026,0,W,0,OK170140N0260W0,14N 26W,,,,,,36928.4299784743,84288461.7618553
566,OK,17,Indian Meridian,004,0,N,002,0,W,0,OK170040N0020W0,4N 2W,,,,,,38600.0841820985,92872449.8727715
567,OK,17,Indian Meridian,012,0,N,004,0,E,0,OK170120N0040E0,12N 4E,,,,,,38558.8409301418,92552924.7084707
568,OK,17,Indian Meridian,021,0,N,006,0,E,0,OK170210N0060E0,21N 6E,,,,,,38698.9935153894,93445200.9142131
569,OK,17,Indian Meridian,004,0,S,007,0,W,0,OK170040S0070W0,4S 7W,,,,,,38703.2878194275,93382577.2147049
570,OK,17,Indian Meridian,012,0,N,021,0,W,0,OK170120N0210W0,12N 21W,,,,,,38430.6679766644,92053716.016422
571,OK,17,Indian Meridian,017,0,N,024,0,W,0,OK170170N0240W0,17N 24W,,,,,,38729.6075281468,93527846.815883
572,OK,17,Indian Meridian,018,0,N,015,0,W,0,OK170180N0150W0,18N 15W,,,,,,38566.0269811299,92673692.5276313
573,OK,17,Indian Meridian,029,0,N,006,0,E,0,OK170290N0060E0,29N 6E,,,,,,31755.3026034522,61644981.4766755
574,OK,17,Indian Meridian,026,0,N,021,0,W,0,OK170260N0210W0,26N 21W,,,,,,38805.5068630553,94066997.3269002
575,OK,17,Indian Meridian,010,0,N,023,0,W,0,OK170100N0230W0,10N 23W,,,,,,38625.7185513943,92949180.3814121
576,OK,17,Indian Meridian,024,0,N,008,0,W,0,OK170240N0080W0,24N 8W,,,,,,38552.6033566705,92553784.2916375
577,OK,17,Indian Meridian,003,0,N,003,0,W,0,OK170030N0030W0,3N 3W,,,,,,38679.2215785961,93288841.500498
578,OK,17,Indian Meridian,021,0,N,023,0,W,0,OK170210N0230W0,21N 23W,,,,,,38708.8293275138,93483907.1689452
579,OK,17,Indian Meridian,002,0,N,004,0,W,0,OK170020N0040W0,2N 4W,,,,,,38723.8115616122,93510984.7553725
580,OK,17,Indian Meridian,005,0,S,005,0,E,0,OK170050S0050E0,5S 5E,,,,,,38716.6952491004,93419976.8554941
581,OK,17,Indian Meridian,020,0,N,025,0,W,0,OK170200N0250W0,20N 25W,,,,,,38797.4557793415,93725475.5041025
582,OK,17,Indian Meridian,009,0,N,016,0,W,0,OK170090N0160W0,9N 16W,,,,,,38644.7865301292,93064423.3073667
583,OK,17,Indian Meridian,010,0,N,014,0,W,0,OK170100N0140W0,10N 14W,,,,,,38541.4609778717,92601326.4135622
584,OK,17,Indian Meridian,024,0,N,022,0,W,0,OK170240N0220W0,24N 22W,,,,,,38764.3631356025,93581098.9074025
585,OK,17,Indian Meridian,028,0,N,003,0,W,0,OK170280N0030W0,28N 3W,,,,,,38638.7194820654,93035941.2079784
586,OK,17,Indian Meridian,015,0,N,010,0,W,0,OK170150N0100W0,15N 10W,,,,,,38537.8687494984,92365208.6749835
587,OK,17,Indian Meridian,003,0,S,007,0,W,0,OK170030S0070W0,3S 7W,,,,,,38676.7646493667,93227384.1443795
588,OK,17,Indian Meridian,027,0,N,020,0,W,0,OK170270N0200W0,27N 20W,,,,,,38656.9195184492,92916770.2398377
589,OK,17,Indian Meridian,017,0,N,022,0,W,0,OK170170N0220W0,17N 22W,,,,,,38740.897375627,92632500.0370671
590,OK,17,Indian Meridian,006,0,N,006,0,W,0,OK170060N0060W0,6N 6W,,,,,,38724.5305788678,93462364.2218064
591,OK,17,Indian Meridian,021,0,N,025,0,W,0,OK170210N0250W0,21N 25W,,,,,,38702.070067451,93288671.1962458
592,OK,17,Indian Meridian,029,0,N,006,0,W,0,OK170290N0060W0,29N 6W,,,,,,31604.735917267,61022238.6281778
593,OK,17,Indian Meridian,027,0,N,019,0,W,0,OK170270N0190W0,27N 19W,,,,,,38633.9112811321,93069426.0394913
594,OK,17,Indian Meridian,027,0,N,002,0,E,0,OK170270N0020E0,27N 2E,,,,,,38532.1042629037,92384485.2600691
595,OK,17,Indian Meridian,006,0,N,001,0,W,0,OK170060N0010W0,6N 1W,,,,,,38660.24578205,92978111.848434
596,OK,17,Indian Meridian,024,0,N,003,0,W,0,OK170240N0030W0,24N 3W,,,,,,38676.766239131,93089737.704484
597,OK,17,Indian Meridian,021,0,N,021,0,W,0,OK170210N0210W0,21N 21W,,,,,,38595.477058046,92845053.8415035
598,OK,17,Indian Meridian,003,0,N,001,0,W,0,OK170030N0010W0,3N 1W,,,,,,38613.7822701419,92943722.2981847
599,OK,17,Indian Meridian,024,0,N,015,0,W,0,OK170240N0150W0,24N 15W,,,,,,38745.6052548663,93342780.3947219
600,OK,17,Indian Meridian,023,0,N,013,0,W,0,OK170230N0130W0,23N 13W,,,,,,38377.0954903723,91711334.2757185
601,OK,17,Indian Meridian,022,0,N,024,0,W,0,OK170220N0240W0,22N 24W,,,,,,38626.2184022221,92975455.9480758
602,OK,17,Indian Meridian,008,0,S,006,0,W,0,OK170080S0060W0,8S 6W,,,,,,20893.0244281111,23298161.3249136
603,OK,17,Indian Meridian,002,0,N,005,0,E,0,OK170020N0050E0,2N 5E,,,,,,38667.2208742504,93213092.6934683
604,OK,17,Indian Meridian,018,0,N,020,0,W,0,OK170180N0200W0,18N 20W,,,,,,38363.6757010249,91773398.7810822
605,OK,17,Indian Meridian,027,0,N,017,0,W,0,OK170270N0170W0,27N 17W,,,,,,38681.8252549688,93567425.7715598
606,OK,17,Indian Meridian,014,0,N,007,0,W,0,OK170140N0070W0,14N 7W,,,,,,38844.4373297309,93988884.6553716
607,OK,17,Indian Meridian,007,0,S,007,0,E,0,OK170070S0070E0,7S 7E,,,,,,38691.8809126393,92703194.4520809
608,OK,17,Indian Meridian,006,0,N,002,0,W,0,OK170060N0020W0,6N 2W,,,,,,38731.3027942413,93414675.8192222
609,OK,17,Indian Meridian,001,0,S,002,0,W,0,OK170010S0020W0,1S 2W,,,,,,38700.7878625803,93346519.6725035
610,OK,17,Indian Meridian,012,0,N,025,0,W,0,OK170120N0250W0,12N 25W,,,,,,38454.2591214736,92174668.0162258
611,OK,17,Indian Meridian,018,0,N,014,0,W,0,OK170180N0140W0,18N 14W,,,,,,38582.1857055318,92709423.8430678
612,OK,17,Indian Meridian,014,0,N,022,0,W,0,OK170140N0220W0,14N 22W,,,,,,38478.7848413107,91969820.483609
613,OK,17,Indian Meridian,008,0,N,002,0,W,0,OK170080N0020W0,8N 2W,,,,,,38654.8725579506,93222952.1928763
614,OK,17,Indian Meridian,020,0,N,008,0,W,0,OK170200N0080W0,20N 8W,,,,,,38392.6898345476,91914700.8884441
615,OK,17,Indian Meridian,025,0,N,015,0,W,0,OK170250N0150W0,25N 15W,,,,,,38655.5474427276,93101903.9436588
616,OK,17,Indian Meridian,026,0,N,004,0,W,0,OK170260N0040W0,26N 4W,,,,,,38602.2551486844,92769719.7822444
617,OK,17,Indian Meridian,003,0,S,003,0,E,0,OK170030S0030E0,3S 3E,,,,,,38690.0755231322,93272385.5827356
618,OK,17,Indian Meridian,003,0,N,003,0,E,0,OK170030N0030E0,3N 3E,,,,,,38639.1036603004,93032507.9722325
619,OK,17,Indian Meridian,002,0,S,003,0,W,0,OK170020S0030W0,2S 3W,,,,,,38713.2143764226,93417635.6853998
620,OK,17,Indian Meridian,004,0,N,006,0,E,0,OK170040N0060E0,4N 6E,,,,,,38508.6514711089,92425073.1133169
621,OK,17,Indian Meridian,023,0,N,023,0,W,0,OK170230N0230W0,23N 23W,,,,,,38639.4038053573,93236716.3850752
622,OK,17,Indian Meridian,021,0,N,011,0,W,0,OK170210N0110W0,21N 11W,,,,,,38588.2353752312,92701910.3699612
623,OK,17,Indian Meridian,024,0,N,017,0,W,0,OK170240N0170W0,24N 17W,,,,,,38704.7413668824,93253481.6646351
624,OK,17,Indian Meridian,023,0,N,003,0,W,0,OK170230N0030W0,23N 3W,,,,,,38535.9631419163,92521230.9332346
625,OK,17,Indian Meridian,006,0,S,007,0,W,0,OK170060S0070W0,6S 7W,,,,,,38025.950052543,89062983.8691882
626,OK,17,Indian Meridian,008,0,S,004,0,E,0,OK170080S0040E0,8S 4E,,,,,,18851.8403196059,19682307.6220577
627,OK,17,Indian Meridian,025,0,N,023,0,W,0,OK170250N0230W0,25N 23W,,,,,,38756.0311309337,93634864.7811993
628,OK,17,Indian Meridian,014,0,N,020,0,W,0,OK170140N0200W0,14N 20W,,,,,,38584.4314714837,92836481.9596951
629,OK,17,Indian Meridian,022,0,N,016,0,W,0,OK170220N0160W0,22N 16W,,,,,,38620.8579623756,92905915.472709
630,OK,17,Indian Meridian,025,0,N,013,0,W,0,OK170250N0130W0,25N 13W,,,,,,38648.6199699077,93082837.3415028
631,OK,17,Indian Meridian,018,0,N,021,0,W,0,OK170180N0210W0,18N 21W,,,,,,38545.9038000991,92285755.4972128
632,OK,17,Indian Meridian,007,0,N,026,0,W,0,OK170070N0260W0,7N 26W,,,,,,38634.643687232,93008975.7941639
633,OK,17,Indian Meridian,024,0,N,023,0,W,0,OK170240N0230W0,24N 23W,,,,,,38410.2352631572,91782181.4514638
634,OK,17,Indian Meridian,019,0,N,007,0,W,0,OK170190N0070W0,19N 7W,,,,,,38558.1549110585,92396672.1805201
635,OK,17,Indian Meridian,004,0,S,005,0,W,0,OK170040S0050W0,4S 5W,,,,,,38751.2115791891,93595732.3504329
636,OK,17,Indian Meridian,006,0,S,002,0,W,0,OK170060S0020W0,6S 2W,,,,,,38676.3306497752,93212267.332659
637,OK,17,Indian Meridian,012,0,N,008,0,W,0,OK170120N0080W0,12N 8W,,,,,,38634.4836288993,92943864.3018814
638,OK,17,Indian Meridian,022,0,N,019,0,W,0,OK170220N0190W0,22N 19W,,,,,,38541.9565778658,92457000.7920353
639,OK,17,Indian Meridian,024,0,N,009,0,W,0,OK170240N0090W0,24N 9W,,,,,,38607.9700613174,92879518.6727151
640,OK,17,Indian Meridian,027,0,N,013,0,W,0,OK170270N0130W0,27N 13W,,,,,,38599.2991881565,92737617.6687725
641,OK,17,Indian Meridian,016,0,N,021,0,W,0,OK170160N0210W0,16N 21W,,,,,,38482.9087749834,92434576.7911669
642,OK,17,Indian Meridian,004,0,N,004,0,W,0,OK170040N0040W0,4N 4W,,,,,,38557.8317890339,92655056.4914733
643,OK,17,Indian Meridian,022,0,N,007,0,W,0,OK170220N0070W0,22N 7W,,,,,,38606.2958068244,92873090.5033244
644,OK,17,Indian Meridian,005,0,N,006,0,E,0,OK170050N0060E0,5N 6E,,,,,,39173.7979236904,95291097.7552857
645,OK,17,Indian Meridian,008,0,N,004,0,W,0,OK170080N0040W0,8N 4W,,,,,,38625.4011013568,92970359.5508637
646,OK,17,Indian Meridian,011,0,N,006,0,W,0,OK170110N0060W0,11N 6W,,,,,,38697.1104883585,93388160.7901233
647,OK,17,Indian Meridian,018,0,N,019,0,W,0,OK170180N0190W0,18N 19W,,,,,,38622.2517977489,93028737.6588264
648,OK,17,Indian Meridian,026,0,N,015,0,W,0,OK170260N0150W0,26N 15W,,,,,,38654.7383076551,93093913.0762279
649,OK,17,Indian Meridian,013,0,N,016,0,W,0,OK170130N0160W0,13N 16W,,,,,,38647.1739177597,93066058.9108646
650,OK,17,Indian Meridian,011,0,N,010,0,W,0,OK170110N0100W0,11N 10W,,,,,,38382.7588476533,91700457.3020756
651,OK,17,Indian Meridian,001,0,S,008,0,W,0,OK170010S0080W0,1S 8W,,,,,,38643.8506504077,92586972.061361
652,OK,17,Indian Meridian,013,0,N,022,0,W,0,OK170130N0220W0,13N 22W,,,,,,38560.6979154343,92652479.499932
653,OK,17,Indian Meridian,004,0,N,007,0,E,0,OK170040N0070E0,4N 7E,,,,,,38459.3499192072,92195132.885074
654,OK,17,Indian Meridian,007,0,N,027,0,W,0,OK170070N0270W0,7N 27W,,,,,,22644.0443130075,11638430.9192145
655,OK,17,Indian Meridian,029,0,N,001,0,W,0,OK170290N0010W0,29N 1W,,,,,,31681.5910491316,61356438.4565496
656,OK,17,Indian Meridian,005,0,N,007,0,W,0,OK170050N0070W0,5N 7W,,,,,,38747.6163943424,93559871.7275203
657,OK,17,Indian Meridian,006,0,S,006,0,E,0,OK170060S0060E0,6S 6E,,,,,,38639.8957498337,93088801.5025719
658,OK,17,Indian Meridian,025,0,N,009,0,W,0,OK170250N0090W0,25N 9W,,,,,,38629.1735575964,92906006.2909767
659,OK,17,Indian Meridian,007,0,N,001,0,W,0,OK170070N0010W0,7N 1W,,,,,,38618.5600101972,93258177.8576662
660,OK,17,Indian Meridian,018,0,N,024,0,W,0,OK170180N0240W0,18N 24W,,,,,,38765.2440149067,93635833.3168636
661,OK,17,Indian Meridian,022,0,N,006,0,W,0,OK170220N0060W0,22N 6W,,,,,,38569.907265992,92692716.8258887
662,OK,17,Indian Meridian,007,0,S,005,0,E,0,OK170070S0050E0,7S 5E,,,,,,38638.2648424975,93077207.8676582
663,OK,17,Indian Meridian,001,0,N,003,0,W,0,OK170010N0030W0,1N 3W,,,,,,38697.4673416006,93331587.9603599
664,OK,17,Indian Meridian,005,0,S,004,0,E,0,OK170050S0040E0,5S 4E,,,,,,38739.0502588496,93623189.6447434
665,OK,17,Indian Meridian,020,0,N,022,0,W,0,OK170200N0220W0,20N 22W,,,,,,38818.5201025583,93943220.7310766
666,OK,17,Indian Meridian,012,0,N,026,0,W,0,OK170120N0260W0,12N 26W,,,,,,38507.6774996384,92415276.2685557
667,OK,17,Indian Meridian,027,0,N,001,0,E,0,OK170270N0010E0,27N 1E,,,,,,38606.2358066705,92900753.5091982
668,OK,17,Indian Meridian,013,0,N,025,0,W,0,OK170130N0250W0,13N 25W,,,,,,38650.1730405425,93097323.8738724
669,OK,17,Indian Meridian,001,0,S,006,0,E,0,OK170010S0060E0,1S 6E,,,,,,38461.8708478092,92247398.7908071
670,OK,17,Indian Meridian,002,0,N,001,0,E,0,OK170020N0010E0,2N 1E,,,,,,38615.7606081949,92912015.7849657
671,OK,17,Indian Meridian,015,0,N,008,0,W,0,OK170150N0080W0,15N 8W,,,,,,38515.7229159061,92427304.131483
672,OK,17,Indian Meridian,025,0,N,020,0,W,0,OK170250N0200W0,25N 20W,,,,,,38835.569866493,94039824.4209085
673,OK,17,Indian Meridian,007,0,S,006,0,W,0,OK170070S0060W0,7S 6W,,,,,,37261.1248449469,88808835.2443642
674,OK,17,Indian Meridian,007,0,N,003,0,W,0,OK170070N0030W0,7N 3W,,,,,,38675.1084694296,93168654.4764195
675,OK,17,Indian Meridian,017,0,N,019,0,W,0,OK170170N0190W0,17N 19W,,,,,,38437.1291774937,92089134.3900734
676,OK,17,Indian Meridian,028,0,N,013,0,W,0,OK170280N0130W0,28N 13W,,,,,,38591.6984136041,92738261.0588357
677,OK,17,Indian Meridian,001,0,N,007,0,E,0,OK170010N0070E0,1N 7E,,,,,,38698.03561208,93393127.9205336
678,OK,17,Indian Meridian,022,0,N,009,0,W,0,OK170220N0090W0,22N 9W,,,,,,38633.6742991844,92998670.9068765
679,OK,17,Indian Meridian,028,0,N,002,0,W,0,OK170280N0020W0,28N 2W,,,,,,38543.3536027628,92548981.2208759
680,OK,17,Indian Meridian,012,0,N,011,0,W,0,OK170120N0110W0,12N 11W,,,,,,38479.7570948223,92696197.4374429
681,OK,17,Indian Meridian,010,0,N,027,0,W,0,OK170100N0270W0,10N 27W,,,,,,21221.6338879126,4304772.11027872
682,OK,17,Indian Meridian,009,0,S,008,0,E,0,OK170090S0080E0,9S 8E,,,,,,27633.9735525467,31175202.8539143
683,OK,17,Indian Meridian,007,0,N,008,0,E,0,OK170070N0080E0,7N 8E,,,,,,38610.248409695,92875372.8279576
684,OK,17,Indian Meridian,029,0,N,010,0,E,0,OK170290N0100E0,29N 10E,,,,,,31682.9540395032,61480239.5459364
685,OK,17,Indian Meridian,028,0,N,011,0,E,0,OK170280N0110E0,28N 11E,,,,,,38889.7514443236,94052857.5420955
686,OK,17,Indian Meridian,022,0,N,011,0,E,0,OK170220N0110E0,22N 11E,,,,,,38586.5441228593,92825908.9797953
687,OK,17,Indian Meridian,004,0,N,008,0,E,0,OK170040N0080E0,4N 8E,,,,,,38817.3651571515,93168072.0574297
688,OK,17,Indian Meridian,009,0,S,009,0,E,0,OK170090S0090E0,9S 9E,,,,,,36495.9551946869,85432328.6007532
689,OK,17,Indian Meridian,009,0,N,008,0,E,0,OK170090N0080E0,9N 8E,,,,,,38694.1834781189,93348848.4806142
690,OK,17,Indian Meridian,027,0,N,011,0,E,0,OK170270N0110E0,27N 11E,,,,,,38655.8288477034,93178264.146203
691,OK,17,Indian Meridian,009,0,S,010,0,E,0,OK170090S0100E0,9S 10E,,,,,,40766.1029316444,52870053.6700733
692,OK,17,Indian Meridian,028,0,N,010,0,E,0,OK170280N0100E0,28N 10E,,,,,,38747.4331795504,93417743.5546006
693,OK,17,Indian Meridian,027,0,N,010,0,E,0,OK170270N0100E0,27N 10E,,,,,,38618.8872215824,92932518.5490521
694,OK,17,Indian Meridian,010,0,N,008,0,E,0,OK170100N0080E0,10N 8E,,,,,,38697.5934224534,93392882.9006698
695,OK,17,Indian Meridian,005,0,N,008,0,E,0,OK170050N0080E0,5N 8E,,,,,,39137.0869817352,92810958.3591736
696,OK,17,Indian Meridian,008,0,N,009,0,E,0,OK170080N0090E0,8N 9E,,,,,,38626.1363992249,92867864.4926869
697,OK,17,Indian Meridian,006,0,N,008,0,E,0,OK170060N0080E0,6N 8E,,,,,,38618.2708592777,92937324.2634348
698,OK,17,Indian Meridian,010,0,S,010,0,E,0,OK170100S0100E0,10S 10E,,,,,,2719.86352972835,176206.395035861
699,OK,17,Indian Meridian,027,0,N,008,0,E,0,OK170270N0080E0,27N 8E,,,,,,38405.0900380469,91787244.1217903
700,OK,17,Indian Meridian,007,0,N,010,0,E,0,OK170070N0100E0,7N 10E,,,,,,38617.6628805427,92914541.3743806
701,OK,17,Indian Meridian,007,0,N,012,0,E,0,OK170070N0120E0,7N 12E,,,,,,38644.0502076304,93108332.1180688
702,OK,17,Indian Meridian,029,0,N,008,0,E,0,OK170290N0080E0,29N 8E,,,,,,31650.6282857062,61244130.7101903
703,OK,17,Indian Meridian,007,0,N,009,0,E,0,OK170070N0090E0,7N 9E,,,,,,38660.3216248538,93152689.101805
704,OK,17,Indian Meridian,021,0,N,011,0,E,0,OK170210N0110E0,21N 11E,,,,,,38655.5874045861,93168933.0517936
