yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042.0,Washington Hospital,Long-Term Acute Care Hospital,Major Teaching,0,1.5,10168
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039.0,Barton Memorial Hospital,Long-Term Acute Care Hospital,Rehabilitation Unit,5,1.34,8802
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (RSA BSI),930000035.0,Alta Bates Summit Medical Center,Acute Care Hospital,Rehabilitation Unit,0,0.34,8608
020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000040.0,"Kindred Hospital, San Francisco Bay Area",Acute Care Hospital,Major Teaching,10,6.14,74985
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000027.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Acute Care Hospital,Major Teaching,2,2.84,37571
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000038.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Rehabilitation Unit,a2,0.9,22172
2020H1,California,Los Angeles,Methicillin-Ressitant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.39,9270
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,"Kaiser Foundation Hospital, Fresno",Rehabilitation Hospital or Unit,"Community, <125 Beds",,0.27,14001
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acute Care Hopspital,"Community, 125-250 Beds",1,1.65,21825
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085.0,The General Hospital,Acute Care Hospital,Critical Access,0,0.26,6436
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000035.0,San Leandro Hospital,Acute Care Hospital,Free-Standing Rehabilitation,0,0.51,20658
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092.0,"Kindred Hospital, San Francisco Bay Area",Acute Care Hospital,Rehabilitation Unit,0,0.43,12963
220H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,Sutter Amador Hospital,Acute Care Hospital,Long-Term Acute Care,5,4.73,43441
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,"Sutter Coast Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,0,0.07,3451
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709.0,Alta Bates Summit Medical Center,Acute Care Hospital,Rehabilitation Unit,0,0.69,26382
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,Alameda Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,***,2.15,32806
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.08,4068
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027.0,San Leandro Hospital,Acute Care Hospital,Rehabilitation Unit,1,1.04,19221
2020H1,Claifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107.0,"Kaiser Foundation Hospital, Fresno",Long-Term Acute Care Hospital,"Community, <125 Beds",0,0.5,4031
2020H1,California,Los Angelees,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108.0,Barton Memorial Hospital,Acute Care Hospital,Free-Standing Rehabilitation,0,0.2,8780
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream nfections (MRSA BSI),930000111.0,"Kindred Hospital, San Francisco Bay Area",Aucte Care Hospital,Major Taching,1,1.79,25852
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,San Leandro Hospital,Rehabilitation Hospital or Unit,"Community, 125-250 Beds",,0.06,2901
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Rehabilitation Unit,***,0.12,3596
2020H1,California,oLs Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,2,0.64,12563
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052.0,"Kindred Hospital, San Francisco Bay Area",Acute Care Hospital,Major Teaching,0,0.94,17082
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,"Kindred Hospital, San Francisco Bay Area",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,0,1.41,38002
2002H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,Washington Hospital,Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0,0.03,1395
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133.0,San Leandro Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,0,0.22,4654
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Major Teaching,0,0.63,15852
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream iInfections (MRSA BSI),930000077.0,Mammoth Hospital,Rehabilitation Hospital or Unit,"Community, >250 Beds",0,0.06,3024
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,Free-Standing Rehabilitation,2,3.28,44987
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hspital,"Community, 125-250 Beds",1,1.1,24568
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcsu aureus Bloodstream Infections (MRSA BSI),930000066.0,Providence Holy Cross Medical Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,r6,1.59,36388
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0,0.04,1923
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Acute Care Hospital,Rehabilitation Unit,0,0.29,8852
020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aurevus Bloodstream Infections (MRSA BSI),930000157.0,Jerold Phelps Community Hospital,Rehabilitation Hospital or Unit,"Community, >250 Beds",0,0.04,2184
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,1.77,36592
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,1,0.75,26816
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,The General Hospital,Acute Care Hospitl,"Community, >250 Beds",0,1.35,37554
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aurues Bloodstream Infections (MRSA BSI),930000101.0,Sutter Amador Hospital,Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0,0.02,1171
2002H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162.0,Highland Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,2,6.46,69301
2020H1,California,Los Angeles,Methicillin-Resistagnt Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125.0,"Sutter Coast Hospital, Rehabilitation Unit",Acute Care Hospital,Free-Standing Rehabilitation,0,0.21,7317
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041.0,Alta Bates Summit Medical Center,Acute Care Hospital,Free-Standing Rehabilitation,0,1.15,18088
2020H1,California,Los Angels,Methicillin-Resistant taphylococcus aureus Bloodstream Infections (MRSA BSI),930000049.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,Rehabilitation Unit,3,1.8,34972
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064.0,Mammoth Hospital,Acute aCre Hospital,"Community, <125 Beds",0,0.07,1907
2020H1,Califronia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128.0,Fresno Surgical Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,5,3.16,49251
2020H1,Claifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Acute Care Hospital,Rehabilitation Unit,1,2.4,30493
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,Sutter Amador Hospital,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.04,2120
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,2,2.02,45918
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.63,6140
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187.0,St Rose Hospital,Acute Care Hospital,Free-Standing Rehabilitation,1,0.47,10205
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,Highland Hospital,Acute Care yHospital,"Community, >250 Beds",5,1.62,30485
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,Orchard Hospital,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.03,1625
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,v0,0.01,586
2020H1,California,Los ngeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections MRSA BSI),930000028.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Rehabilitation Unit,0,1.05,22071
2020H1,California,Mdera,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000111.0,St Rose Hospital,Acute Care Hospital,Long-Term Acute Care,0,0.27,7225
2020H1,California,Madera,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000129.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,Pediatric,0,1.2,32029
2020H1,California,Marin,Methiicllin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,"Community, <125 Beds",0,0.35,9175
2020H1,California,Marin,Mehicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Long-Term Acute Care Hospital,"Community, <125 Beds",,3.77,8410
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953.0,Alameda Hospital,Acute Care Hospital,Free-Standing Rehabilitation,2,0.66,15774
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acute Care Hospital,Rehabilitation Unit,,0.09,3035
2020H1,California,Mariposa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000105.0,St Rose Hospital,Critical Access Hospital,"Community, >250 Beds",0,0.04,1942
2020H1,California,Mendocino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Critical Access Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.04,2109
2020H1,California,Merced,Methicillin-Resistant Staphylococus aureus Bloodstream Infections (MRSA BSI),40000110.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Acute Care Hospital,Long-Term Acute Care,0,0.06,2857
2020H1,Califorina,Merced,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000113.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,Free-Standing Rehabilitation,1,0.64,20562
2020H1,California,Modoc,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011.0,"Kaiser Foundation Hospital, Downey",Critical Access Hospital,"Community, 125-250 Beds",0,0.01,575
2020H1,California,Mono,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005.0,Mammoth Hospital,Critical Access Hospital,Major Teaching,0,0.02,868
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,"Kaiser Foundation Hospital, San Leandro",Acute Care Hospital,Rehabilitation Unit,0,1.08,26381
2020H1,California,Montery,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,"Kindred Hospital, San Francisco Bay Area",Rehabilitation Hospital or Unit,Pediatric,0,0.03,1653
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000141.0,Mammoth Hospital,cute Care Hospital,"Community, <125 Beds",0,0.02,943
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,San Leandro Hospital,Acute Care Hospital,Major Teaching,0,0.58,15346
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.08,4188
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000147.0,Highland Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.82,20728
2020H1,California,apa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Acute Care Hosppital,"Community, 125-250 Beds",0,0.45,13306
2020H1,Califsornia,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,Jerold Phelps Community Hospital,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.03,1489
2020H1,California,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262.0,Providence Holy Cross Medical Center,Acute Care Hospital,Rehabilitation Unit,0,0.29,8031
2020H1,California,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265.0,Alta Bates Summit Medical Center,Critical Access Hospital,"Community, >250 Beds",0,0.07,3331
2020H1,Calfornia,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000002.0,Highland Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.9,17274
2020H1,Caslifornia,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000074.0,San Leandro Hospital,Acute Care Hospital,Critical Access,0,0.27,7155
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000006.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,Free-Standing Rehabilitation,1,0.15,3245
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000007.0,DOCS Surgical Hospital,Acute Care Hospital,Critical Access,0,1.28,33291
2020H1,Cailfornia,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000008.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Aucte Care Hospital,"Community, 125-250 Beds",0,0.49,21087
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001097.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Reabilitation Hospital or Unit,Free-Standing Rehabilitation,,0.11,6005
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000013.0,Jerold Phelps Community Hospital,Acute Care Hopital,"Community, <125 Beds",0,0.2,5671
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000011.0,"Sutter Coast Hospital, Rehabilitation Unit",AcuteCare Hospital,"Community, >250 Beds",2,2.39,38844
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000058.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,"Community, 125-250 Beds",0,0.41,9428
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001674.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Acute Care Hospital,Pediatric,0,0.01,583
2020H1,Caliornia,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001022.0,"Kaiser Foundation Hospital, Richmond Campus",Acute Care Hospitla,"Community, <125 Beds",0,0.38,8681
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,Highland Hospital,Acute aCre Hospital,"Community, >250 Beds",1,2.7,54351
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Rehabilitation Hospital or Unit,ehabilitation Unit,0,0.06,3019
2020H1,California,Orange,Methicillin-esistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acutre Care Hospital,"Community, <125 Beds",0,0.04,2501
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000015.0,Huntington Beach Hospital,Acut eCare Hospital,"Community, <125 Beds",2,0.15,5030
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aaureus Bloodstream Infections (MRSA BSI),630013929.0,"Kaiser Foudnation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,2,1.35,29296
2020H1,California,Oraynge,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745.0,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,2,0.84,20757
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001360.0,"Kindred Hospital, Brea",Long-Term Acute Care Hospital,Long-Term Acute Care,,1.03,7055
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607.0,"Kindred Hospital, Santa Ana",Long-Term Acute Care Hospital,Long-Term Acute Care,1,0.93,6660
2020H1,Calilfornia,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000017.0,"Kindred Hospital, Westminster",Long-Term Acute Care Hospital,Long-Term Acute Care,5,2.17,15236
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000024.0,La Palma Intercommunity Hospital,Acutme Care Hospital,"Community, 125-250 Beds",0,0.13,4533
2020H1,California,Oarnge,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000025.0,Los Alamitos Medical Center,kAcute Care Hospital,"Community, 125-250 Beds",1,1.31,20878
2002H1,California,Orange,Methicillin-Resistant Staphylococucs aureus Bloodstream Infections (MRSA BSI),60000208.0,MemorialCare Orange Coast Medical Center,Acupte Care Hospital,"Community, 125-250 Beds",2,0.62,21958
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000063.0,MemorialCare Saddleback Medical Center,Acute are Hospital,"Community, 125-250 Beds",0,0.79,19916
20201,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000073.0,Orange County Global Medical Center,Acute aCre Hospital,"Community, >250 Beds",1,1.75,18579
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000062.0,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.49,7640
2020H1,California,Orange,Methicillin-Resistant Staphyococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,Providence Mission Hospital,Acute Care Hospital,"Community, >250 Beds",0,1.7,31153
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001207.0,Children's Hospital at Mission,Acute Care Hospital,ePdiatric,,0.1,4250
0220H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000066.0,Providence Mission Hospital - Laguna Beach,Acute Cpare Hospital,"Community, <125 Beds",0,0.11,5176
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,"Providence Mission Hospital, Rehabilidtation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2515
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospitaxl,"Community, >250 Beds",g2,1.45,36479
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,Providence St. Jude Medicl Center,Acte Care Hospital,"Community, >250 Beds",0,2.97,34953
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,"Providence St. Jude Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2840
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000021.0,South Coast Global Medical Center,Acute Care Hosital,"Community, 125-250 Beds",0,0.25,6325
2020H1,California,Orange,Methicillin-Resistannt Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,University of California Irvine Medical Center,Acute Care Hosptal,Major Teaching,4,5.79,53200
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,"University of California Irvine Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1568
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000016.0,West Anahteim Medical Center,Acute Care Hospital,"Community, <125 Beds",7,0.92,12158
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,1,2.74,53487
2020H1,California,Placetr,Methicillin-Resistant Stapylococcus aureus Bloodstream Infections (MRSA BSI),30000109.0,Sutter Auburn Faith Hospital,Actue Care Hospital,"Community, <125 Beds",0,0.24,6054
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,Sutter Roseville Medical Center,Acute Care Hospitahl,"Community, >250 Beds",0,1.8,41850
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,"Sutter Roseville Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6529
2020H1,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004.0,"Eastern Plumas Hospital, Portola Campus",Critical Access Hospital,Critical Access,0,0.01,468
2020H1,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015.0,Plumas District Hospital,Critical Access Hospital,Critical Access,0,0.02,763
20201H,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017.0,Seneca District Hospital,Critical Access Hospital,Critical Access,0,0.0,215
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006.0,Corona Regional Medical Center,Acute Cre Hospital,"Community, 125-250 Beds",1,0.77,15948
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,Desert Regional Medical Center,Acute Care Hospital,Major Teaching,2,4.48,41162
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,"Desert Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,721
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044.0,Doctors Hospital of Riverside,Acut Care Hospital,"Community, 125-250 Beds",0,0.69,17186
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011.0,Eisenhower Medicl Center,Acute Care Hospital,Major Teaching,2,1.9,33219
