OBJECTID,DFIRM_ID,FIRM_ID,ST_FIPS,PCOMM,PANEL,SUFFIX,FIRM_PAN,PANEL_TYP,EFF_DATE,SCALE,PNP_REASON,NW_LAT,NW_LONG,SE_LAT,SE_LONG,SOURCE_CIT
4411,50027C,50027C_1263,50,027C,0667,E,50027C0667E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4412,50027C,50027C_524,50,027C,0669,E,50027C0669E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4413,50027C,50027C_525,50,027C,0190,E,50027C0190E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4414,50027C,50027C_526,50,027C,0703,E,50027C0703E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4415,50027C,50027C_1244,50,027C,0280,E,50027C0280E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4416,50027C,50027C_1245,50,027C,0631,E,50027C0631E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4417,50027C,50027C_1262,50,027C,0478,E,50027C0478E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4418,50027C,50027C_1263,50,027C,0667,E,50027C0667E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4419,50027C,50027C_1246,50,027C,0340,E,50027C0340E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4420,50027C,50027C_1282,50,027C,0182,E,50027C0182E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4421,50027C,50027C_1283,50,027C,0157,E,50027C0157E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4422,50027C,50027C_1284,50,027C,0457,E,50027C0457E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4423,50027C,50027C_1285,50,027C,0691,E,50027C0691E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4424,50025C,50025C_222,50,025C,0502,E,50025C0502E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4425,50025C,50025C_223,50,025C,0383,E,50025C0383E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4426,50025C,50025C_224,50,025C,0252,E,50025C0252E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4427,50025C,50025C_225,50,025C,0392,E,50025C0392E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4428,50025C,50025C_226,50,025C,0505,E,50025C0505E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4429,50025C,50025C_227,50,025C,0379,E,50025C0379E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4430,50025C,50025C_228,50,025C,0402,E,50025C0402E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4431,50025C,50025C_229,50,025C,0632,E,50025C0632E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4432,50027C,50027C_524,50,027C,0669,E,50027C0669E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4433,50027C,50027C_525,50,027C,0190,E,50027C0190E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4434,50027C,50027C_526,50,027C,0703,E,50027C0703E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4435,50027C,50027C_1244,50,027C,0280,E,50027C0280E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4436,50027C,50027C_1245,50,027C,0631,E,50027C0631E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4437,50027C,50027C_1246,50,027C,0340,E,50027C0340E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4438,50027C,50027C_522,50,027C,0166,E,50027C0166E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4439,50027C,50027C_523,50,027C,0181,E,50027C0181E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4440,500027,500027_966,50,0027,0009,D,5000270009D,"Community Based, Panel Printed",2002/07/17 00:00:00+00,6000,,,,,,500027_STUDY1
4441,500027,500027_967,50,0027,0017,D,5000270017D,"Community Based, Panel Printed",2002/07/17 00:00:00+00,6000,,,,,,500027_STUDY1
4442,500027,500027_968,50,0027,0005,D,5000270005D,"Community Based, Panel Printed",2002/07/17 00:00:00+00,12000,,,,,,500027_STUDY1
4443,50025C,50025C_230,50,025C,0516,E,50025C0516E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4444,50021C,50021C_1157,50,021C,0165,D,50021C0165D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4445,50021C,50021C_1158,50,021C,0701,D,50021C0701D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4446,50021C,50021C_1159,50,021C,0209,D,50021C0209D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4447,50021C,50021C_1160,50,021C,0517,D,50021C0517D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4448,50021C,50021C_1136,50,021C,0503,D,50021C0503D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4449,50021C,50021C_1137,50,021C,0170,D,50021C0170D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4450,50027C,50027C_1279,50,027C,0451,E,50027C0451E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4451,50027C,50027C_1280,50,027C,0386,E,50027C0386E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4452,50025C,50025C_295,50,025C,0031,E,50025C0031E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4453,500066,500066_997,50,0066,0086,E,5000660086E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
4454,500066,500066_998,50,0066,0060,E,5000660060E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,12000,,,,,,500066_STUDY1
4455,50027C,50027C_1127,50,027C,0641,E,50027C0641E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4456,50027C,50027C_1128,50,027C,0731,E,50027C0731E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4457,50027C,50027C_1129,50,027C,0734,E,50027C0734E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4458,50027C,50027C_1130,50,027C,0509,E,50027C0509E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4459,50027C,50027C_1131,50,027C,0263,E,50027C0263E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4460,50027C,50027C_1180,50,027C,0361,E,50027C0361E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4461,50027C,50027C_1181,50,027C,0613,E,50027C0613E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4462,50025C,50025C_261,50,025C,0377,E,50025C0377E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
4463,50027C,50027C_1282,50,027C,0182,E,50027C0182E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4464,50027C,50027C_1283,50,027C,0157,E,50027C0157E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4465,50027C,50027C_1284,50,027C,0457,E,50027C0457E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4466,50027C,50027C_1285,50,027C,0691,E,50027C0691E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4467,50027C,50027C_1286,50,027C,0068,E,50027C0068E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4468,50027C,50027C_1287,50,027C,0192,E,50027C0192E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4469,50027C,50027C_1110,50,027C,0630,E,50027C0630E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4470,50027C,50027C_1111,50,027C,0470,E,50027C0470E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4471,50027C,50027C_1112,50,027C,0127,E,50027C0127E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4472,50027C,50027C_1274,50,027C,0479,E,50027C0479E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4473,50027C,50027C_171,50,027C,0320,E,50027C0320E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4474,50027C,50027C_1115,50,027C,0655,E,50027C0655E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4475,50027C,50027C_1116,50,027C,0040,E,50027C0040E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4476,50027C,50027C_1117,50,027C,0357,E,50027C0357E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4477,50027C,50027C_1118,50,027C,0355,E,50027C0355E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4478,500068,500068_1018,50,0068,0029,C,5000680029C,"Community Based, Not Printed",2000/06/06 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500068_STUDY1
4479,500068,500068_1019,50,0068,0014,C,5000680014C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
4480,500068,500068_1020,50,0068,0027,C,5000680027C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
4481,50021C,50021C_1021,50,021C,0590,D,50021C0590D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4482,50027C,50027C_1182,50,027C,0617,E,50027C0617E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4483,50027C,50027C_1183,50,027C,0130,E,50027C0130E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4484,50027C,50027C_1184,50,027C,0044,E,50027C0044E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4485,50027C,50027C_1185,50,027C,0435,E,50027C0435E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4486,50027C,50027C_1186,50,027C,0191,E,50027C0191E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4487,50027C,50027C_1187,50,027C,0184,E,50027C0184E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4488,500068,500068_1014,50,0068,0012,C,5000680012C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
4489,50021C,50021C_1025,50,021C,0415,D,50021C0415D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4490,50021C,50021C_1026,50,021C,0720,D,50021C0720D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
4491,500234,500234_1169,50,0234,0001,C,5002340001C,"Community Based, Panel Printed",1998/06/22 00:00:00+00,6000,,,,,,500234_STUDY1
4492,500237,500237_1170,50,0237,0005,C,5002370005C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
4493,500237,500237_1171,50,0237,0010,C,5002370010C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
4494,500237,500237_1172,50,0237,0025,C,5002370025C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,24000,,,,,,500237_STUDY1
4495,500237,500237_1173,50,0237,0030,C,5002370030C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
4496,500237,500237_1174,50,0237,0015,C,5002370015C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
4497,500237,500237_1175,50,0237,0020,C,5002370020C,"Community Based, Panel Printed",1999/07/21 00:00:00+00,12000,,,,,,500237_STUDY1
4498,500253,500253_1176,50,0253,0020,B,5002530020B,"Community Based, Panel Printed",2000/08/23 00:00:00+00,12000,,,,,,500253_STUDY1
4499,500253,500253_1177,50,0253,0005,B,5002530005B,"Community Based, Not Printed",2000/08/23 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500253_STUDY1
4500,500253,500253_1178,50,0253,0010,B,5002530010B,"Community Based, Not Printed",2000/08/23 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500253_STUDY1
4501,500066,500066_986,50,0066,0078,E,5000660078E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
4502,500066,500066_987,50,0066,0095,E,5000660095E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4503,500066,500066_988,50,0066,0018,E,5000660018E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4504,500066,500066_989,50,0066,0036,E,5000660036E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4505,500066,500066_990,50,0066,0084,E,5000660084E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4506,500066,500066_1002,50,0066,0055,E,5000660055E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4507,50021C,50021C_1060,50,021C,0085,D,50021C0085D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
4508,50021C,50021C_1061,50,021C,0544,D,50021C0544D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4509,50021C,50021C_1062,50,021C,0206,D,50021C0206D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4510,50021C,50021C_1063,50,021C,0068,D,50021C0068D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4511,50027C,50027C_1325,50,027C,0827,E,50027C0827E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4512,50027C,50027C_1326,50,027C,0781,E,50027C0781E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4513,50025C,50025C_286,50,025C,0480,E,50025C0480E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4514,50025C,50025C_288,50,025C,0317,E,50025C0317E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4515,50025C,50025C_289,50,025C,0082,E,50025C0082E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
4516,50025C,50025C_290,50,025C,0455,E,50025C0455E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4517,50025C,50025C_291,50,025C,0580,E,50025C0580E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4518,50025C,50025C_292,50,025C,0191,E,50025C0191E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4519,500066,500066_995,50,0066,0082,E,5000660082E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
4520,500066,500066_996,50,0066,0087,E,5000660087E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
4521,50025C,50025C_281,50,025C,0560,E,50025C0560E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4522,50025C,50025C_282,50,025C,0460,E,50025C0460E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4523,50025C,50025C_283,50,025C,0041,E,50025C0041E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4524,50025C,50025C_284,50,025C,0033,E,50025C0033E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4525,50025C,50025C_285,50,025C,0490,E,50025C0490E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
4526,500066,500066_985,50,0066,0009,E,5000660009E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4527,500066,500066_986,50,0066,0078,E,5000660078E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
4528,50025C,50025C_290,50,025C,0455,E,50025C0455E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4529,50025C,50025C_291,50,025C,0580,E,50025C0580E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4530,50025C,50025C_292,50,025C,0191,E,50025C0191E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4531,50021C,50021C_1093,50,021C,0564,D,50021C0564D,"Countywide, Not Printed",2008/08/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
4532,50021C,50021C_1094,50,021C,0112,D,50021C0112D,"Countywide, Not Printed",2008/08/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
4533,50021C,50021C_1095,50,021C,0705,D,50021C0705D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4534,50021C,50021C_1096,50,021C,0392,D,50021C0392D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4535,50025C,50025C_293,50,025C,0059,E,50025C0059E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4536,50025C,50025C_295,50,025C,0031,E,50025C0031E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4537,500066,500066_997,50,0066,0086,E,5000660086E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
4538,500066,500066_998,50,0066,0060,E,5000660060E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,12000,,,,,,500066_STUDY1
4539,50025C,50025C_296,50,025C,0431,E,50025C0431E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4540,50025C,50025C_297,50,025C,0026,E,50025C0026E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4541,50027C,50027C_1320,50,027C,0665,E,50027C0665E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4542,50027C,50027C_1321,50,027C,0826,E,50027C0826E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4543,50027C,50027C_1322,50,027C,0801,E,50027C0801E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4544,50027C,50027C_1323,50,027C,0756,E,50027C0756E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4545,50027C,50027C_1222,50,027C,0381,E,50027C0381E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4546,50027C,50027C_1223,50,027C,0491,E,50027C0491E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4547,50027C,50027C_1224,50,027C,0366,E,50027C0366E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4548,50027C,50027C_1225,50,027C,0712,E,50027C0712E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4549,50027C,50027C_1226,50,027C,0690,E,50027C0690E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4550,50021C,50021C_265,50,021C,0577,D,50021C0577D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4551,50021C,50021C_266,50,021C,0217,D,50021C0217D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4552,50021C,50021C_267,50,021C,0445,D,50021C0445D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4553,50021C,50021C_268,50,021C,0382,D,50021C0382D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
4554,50027C,50027C_1293,50,027C,0131,E,50027C0131E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4555,50027C,50027C_1294,50,027C,0156,E,50027C0156E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4556,50027C,50027C_1295,50,027C,0714,E,50027C0714E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4557,50027C,50027C_1296,50,027C,0445,E,50027C0445E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4558,500066,500066_987,50,0066,0095,E,5000660095E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4559,500066,500066_988,50,0066,0018,E,5000660018E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4560,500066,500066_989,50,0066,0036,E,5000660036E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4561,500066,500066_990,50,0066,0084,E,5000660084E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4562,500066,500066_1002,50,0066,0055,E,5000660055E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
4563,50027C,50027C_532,50,027C,0743,E,50027C0743E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
4564,50027C,50027C_1253,50,027C,0132,E,50027C0132E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
4565,50021C,50021C_1042,50,021C,0215,D,50021C0215D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4566,50021C,50021C_1043,50,021C,0380,D,50021C0380D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
4567,50025C,50025C_272,50,025C,0336,E,50025C0336E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4568,50025C,50025C_274,50,025C,0178,E,50025C0178E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4569,50025C,50025C_275,50,025C,0093,E,50025C0093E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4570,50025C,50025C_276,50,025C,0187,E,50025C0187E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4571,50025C,50025C_277,50,025C,0305,E,50025C0305E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4572,50025C,50025C_278,50,025C,0160,E,50025C0160E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4573,50025C,50025C_279,50,025C,0295,E,50025C0295E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
4574,50025C,50025C_156,50,025C,0155,E,50025C0155E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
4575,50027C,50027C_1110,50,027C,0630,E,50027C0630E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
4576,50025C,50025C_220,50,025C,0335,E,50025C0335E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
4577,50025C,50025C_221,50,025C,0028,E,50025C0028E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
4578,500068,500068_1014,50,0068,0012,C,5000680012C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
4579,500068,500068_1015,50,0068,0025,C,5000680025C,"Community Based, Not Printed",2000/06/06 00:00:00+00,24000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500068_STUDY1
4580,500068,500068_1016,50,0068,0035,C,5000680035C,"Community Based, Not Printed",2000/06/06 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500068_STUDY1
4581,500068,500068_1017,50,0068,0020,C,5000680020C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,12000,,,,,,500068_STUDY1
