sexandraceethnicity,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, Asian, non-Hispanic",Femlae,"Asian, non-Hsipanic",2009,249.0,7.5,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feale,"Asian, non-Hispanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femael,"Asan, non-Hispanic",2011,263.0,9.0,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femlae,"nAsian, non-Hispanic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islnders.
"Total - Female, Asian, non-Hispanic",Fexmale,"Aslian, non-Hispanic",2013,250.0,4.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Fmale,"Pacific Islander, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islannder, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Ilander, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Fmale,"Pacific Islander, non-Hisanic",2005,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islander, non-Hlispanic",2006,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",eFmale,"Pacific Islnder, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",eFmale,"Pacific Ilander, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femle,"Pacific Islander, non-Hispanic",2009,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pacific Islander, non-Hispanci",2010,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islpander, non-Hispanic",2011,222.0,9.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femle,"Pacific Islandero, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Feamle,"Pacific Isladner, non-Hispanic",2013,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate o the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV)is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hisqpanic",2001,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,229.0,0.7,Datsa not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fexmale,"American Indian/Alaska Native, non-Hispanic",2003,232.0,3.1,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmale,"AmericanIndian/Alaska Native, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femlae,"American Indian/Alaska Native, cnon-Hispanic",2005,234.0,3.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fzemale,"American Indian/Alaska Native, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispaniuc",2007,234.0,5.0,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fkemale,"Ameripcan Indian/Alaska Native, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femael,"American eIndian/Alaska Native, non-Hispanic",2009,229.0,4.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femae,"American Indian/Alask aNative, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Indian/lAaska Native, non-Hispanic",2011,223.0,5.4,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmale,"American Indian/AlaskaNative, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Feale,"American cIndian/Alaska Native, non-Hispanic",2013,236.0,7.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two ro more races, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fmeale,"Two or more races, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feamale,"Two or more races, non-Hispanic",2004,229.0,0.7,Data not availbale.
"Total - Female, Two or more races, non-Hispanic",Femagle,"Two or more races, non-Hispaic",2005,229.0,0.7,Data not availalbe.
"Total - Female, Two or more races, non-Hispanic",Femlae,"wTo or more races, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more racs, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femalse,"Two or more races, no-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two or more races, non-Hlispanic",2009,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feumale,"Two or more races, non-Hispainc",2010,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femle,"Two or more racs, non-Hispanic",2011,241.0,5.6,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feamle,"To or more races, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femael,Two or more races non-Hispanic,2013,241.0,4.4,Data not available.
