454.objectid,5201.0,5634
376.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,c5f2f87f-e333-45d9-8057-9eb1ebfe113b
476.townnumber,94.0,103
2533.stlnstlocname,RIDGE ST,BRIDGE ST
1884.townnumber,52,34
404.global_id,f498c33b-c5bd-4179-b24b-66d4e37e68fe,6a387a3a-2345-4b17-a537-4a0b428355ac
1810.townnumber,88,34
165.shape_length,7948.6395940341,8798.175963037
205.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,c547d78e-a29b-4779-ae49-3ffbb26b53c0
1068.townname,NEW MLFORD,NEW MILFORD
124.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,f8523b6f-f4ff-4ed4-a3e8-ec019fea5e0c
97.shape_length,14772.9620826568,478.558712773701
2058.townname,BRITOL,BRISTOL
90.objectid,5182.0,5270
266.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,e240b599-fbab-4bf6-946a-163813be107c
227.shape_length,182.45479680074,9983.99554240216
433.global_id,34b34e61-510e-4ce6-b148-339c5063e350,eeb5388a-7397-4604-b5e1-fff2872eee64
1267.townnumber,32,5
51.townnumber,100.0,105
420.townnumber,15.0,155
119.global_id,2d203d05-6439-47d1-880f-346d26a6663d,22bba3bc-5dda-4934-987c-2dd0ca625f8a
72.townnumber,89.0,108
192.shape_length,200.452761383444,6711.66104733488
459.townnumber,15.0,80
254.global_id,f498c33b-c5bd-4179-b24b-66d4e37e68fe,c4f1db65-fe22-4eb6-9b57-cad58c42da47
411.objectid,5211.0,5591
683.townname,ROTON,GROTON
471.global_id,b82cde8c-843f-469b-b732-e0e40493224b,973386bf-e109-4eef-8ffb-f6e480c95853
240.townname,SOUTHINGTON,NEW MILFORD
7.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,0d86ed9a-8a7e-44ec-9a19-b2c794c81efd
331.shape_length,521.837607572804,2224.17302311432
923.townname,ELINGTON,ELLINGTON
289.townnumber,11.0,120
109.townname,NEW CANAAN,NEW BRITAIN
346.shape_length,3396.01007945106,19002.6889030716
2238.townnumber,96,12
1382.townname,SSEX,ESSEX
1698.townname,NFIELD,ENFIELD
1776.townname,EAST RANBY,EAST GRANBY
2281.townname,EKNT,KENT
1396.townname,HBRON,HEBRON
250.townnumber,138.0,153
2066.townname,GRIWSOLD,GRISWOLD
352.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,4c77d46c-2bdf-4fbd-aa52-3fd77adb0526
1677.townnumber,107,11
2278.townnumber,48,7
236.global_id,b0eea965-42e2-498c-9bd7-921fb85f5be2,09b5f2f5-83bf-4b80-b4d8-1cd9eb8cbb85
251.shape_length,6381.87382341404,13789.4994073633
1293.stlnstlocname,ILL PLAIN RD,MILL PLAIN RD
250.global_id,2d203d05-6439-47d1-880f-346d26a6663d,a8e690bf-6442-4040-8f06-8d8b3425a625
400.shape_length,881.268121484844,785.986993254121
478.objectid,5185.0,5658
182.global_id,ab804522-5451-4025-916a-3501438b5477,71b6c85e-8ff3-4388-99a9-6c881f032911
173.objectid,5182.0,5353
1637.townname,GROTOeN,GROTON
499.townnumber,92,18
225.townnumber,50.0,51
299.shape_length,2966.52729141655,676.387682451212
483.objectid,5183.0,5663
150.shape_length,1167.53170948455,1794.5457905338
361.global_id,609d116b-a9c6-49de-9b90-776d7f8c4628,ccdea48b-aff3-462d-94a8-2fb6c4aef633
314.shape_length,815.473081229889,150.344797493922
1394.townnumber,39,28
231.shape_length,3396.01007945106,501.106320872015
1006.townnumber,56,5
360.shape_length,9806.83774457375,2579.09969374198
140.global_id,b0eea965-42e2-498c-9bd7-921fb85f5be2,c4fe46c7-cc27-4164-b48c-40c06234fc8d
855.townnumber,74,15
2508.townnumber,101,15
1756.townname,DANBUY,DANBURY
2551.townname,ENsFIELD,ENFIELD
64.objectid,5183.0,5244
1186.townnumber,52,18
174.shape_length,603.753826114667,1386.96021342317
162.townname,FAIRFIELD,NEW HARTFORD
278.townnumber,41,34
201.global_id,595bdc12-73e7-4cba-9bf0-940752382196,384c48ff-5570-4acb-8f0c-fb20ff83e44f
1623.townnumber,58,19
345.townnumber,83.0,161
403.shape_length,9960.99077896146,422.768978921763
360.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,b71fafb6-ca98-4760-89dc-32c5a4648a4c
219.shape_length,9806.83774457375,3879.70399714841
1784.townnumber,11,8
396.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,29e8a9b0-0163-4dbf-bb93-351502882248
1916.townname,OLTON,BOLTON
1959.townname,EAST pWINDSOR,EAST WINDSOR
952.stlnstlocname,MIDDE TURNPIKE WEST,MIDDLE TURNPIKE WEST
302.townname,BRANFORD,FARMINGTON
1603.townnumber,74,36
2546.stlnstlocname,NRTH RD,NORTH RD
149.global_id,19f435af-ce11-4286-8ace-4ced13b0f099,d0bbba12-740a-4fa6-8412-1eb82c4973a9
287.global_id,609d116b-a9c6-49de-9b90-776d7f8c4628,953e1d43-6a9e-4ad1-83aa-51c3b56a3476
155.townnumber,50.0,143
229.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,0c4aa79e-9160-4859-8058-7d5adaf2ab76
91.shape_length,3826.7584425289,333.12137556023
413.objectid,5182.0,5593
2283.townname,MANHESTER,MANCHESTER
291.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,ba00cb6b-706c-4e9d-8b36-cd55a98d0654
337.shape_length,200.452761383444,640.795747628634
2436.townname,GRObTON,GROTON
1890.townname,FAIRIFELD,FAIRFIELD
55.shape_length,7652.56288779022,2647.48494264256
249.shape_length,14772.9620826568,5022.22450520275
1657.townname,GLASTjONBURY,GLASTONBURY
198.objectid,5271.0,5378
404.objectid,5185.0,5584
121.townname,STRATFORD,EASTFORD
78.shape_length,881.268121484844,1083.54483690522
22.global_id,feb5b047-bdb9-42b8-af21-1afa0d856de0,149cf3a3-e3ec-45d9-9cec-2852bfed4af8
430.global_id,4ad96b7a-ab05-49ba-a9b8-aff4dfa2d86e,d55b8f53-e5a2-4f47-8c23-f3d1e584e5c1
441.global_id,fa4b676e-b094-42c0-a837-c6f5520b2f67,4fd6a71b-d063-42d0-a37f-305289623cbb
1572.townnumber,110,28
1710.stlnstlocname,MIDDLE TlURNPIKE WEST,MIDDLE TURNPIKE WEST
379.shape_length,742.174291303956,4483.06255489021
305.townnumber,95.0,124
142.objectid,5203.0,5322
1984.townname,qEAST GRANBY,EAST GRANBY
49.townname,BRIDGEPORT,WALLINGFORD
425.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,d7550604-eeb1-4542-bbbb-fd9ee3ff5aa7
394.global_id,9d24fb74-43c4-42d5-ab90-b8036b2a8836,1b4ada13-2414-4b35-9fb0-9b3785b77656
271.townnumber,100.0,71
553.townnumber,34,28
2239.townnumber,98,30
28.shape_length,6486.97988089746,283.074381257025
332.shape_length,200.452761383444,4541.09318080545
2454.townname,TAFFORD,STAFFORD
384.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,aa3912d1-6f29-472f-a77e-e5d133bbe6ce
415.objectid,5193.0,5595
389.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,79ad6d3c-4b1d-4da3-a03c-2d8ee30a86e3
75.global_id,9d24fb74-43c4-42d5-ab90-b8036b2a8836,0d452f75-5d47-4c5a-aeee-df9e82b046c8
1023.townname,RANBY,GRANBY
333.objectid,5185.0,5513
482.townnumber,92.0,39
55.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,e9d94f98-808c-49be-ac00-0cc65ccbed47
1638.townnumber,44,37
223.global_id,ab804522-5451-4025-916a-3501438b5477,947fd24a-4fd8-452b-969c-414bb85ef92a
73.townname,BRANFORD,MILFORD
384.shape_length,200.452761383444,3866.76270899299
1419.townname,LASTONBURY,GLASTONBURY
980.townname,GRNBY,GRANBY
391.townname,ELLINGTON,FAIRFIELD
485.objectid,5181.0,5665
341.global_id,a1b93dc3-3ec5-44f3-b717-b8b17f67713e,a6546acc-6117-4c10-9390-7c0bb7ef5ecd
141.townname,NEW CANAAN,NORWICH
1297.townname,ERLIN,BERLIN
42.global_id,34b34e61-510e-4ce6-b148-339c5063e350,db3f563c-b696-48eb-a841-f248217ea769
88.shape_length,603.753826114667,8981.2287760587
235.shape_length,5130.2253509147,3816.84866795565
2243.townnumber,58,10
120.global_id,769215ca-60b3-4b4a-86bf-cceb4ca33d0e,566022ce-6bde-464c-8ca0-37beab0f5b98
356.townnumber,23.0,92
1174.townname,FARMNIGTON,FARMINGTON
1869.townname,EASFORD,EASTFORD
161.objectid,5187.0,5341
446.objectid,5203.0,5626
170.townnumber,58.0,48
216.global_id,ab804522-5451-4025-916a-3501438b5477,6cf2a616-05b2-4faf-b25f-c4b234391a2b
994.townname,HEBRNO,HEBRON
107.objectid,5186.0,5287
364.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,bcca5e6a-267e-4559-95c5-921c382f1425
2533.townnumber,110,95
290.shape_length,200.452761383444,1041.18536956483
108.shape_length,1167.53170948455,21939.2481333282
318.townnumber,59,34
1324.townname,EAST HtAVEN,EAST HAVEN
114.townnumber,9.0,152
456.townnumber,131.0,128
460.objectid,5184.0,5640
175.shape_length,14111.1495413135,26747.0301002689
218.objectid,5202.0,5398
292.shape_length,2966.52729141655,1412.06572579169
45.shape_length,2966.52729141655,2619.34265106276
405.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,cbef13f3-47b7-47cf-8987-83290cf623ea
186.objectid,5195.0,5366
481.townnumber,83.0,64
2445.townname,EAST HAmVEN,EAST HAVEN
1912.townname,EASTH ADDAM,EAST HADDAM
29.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,00b0556b-3818-42b2-acbf-4650d187b1f1
146.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,d63315a4-ad34-4b02-94c9-8245020cac4d
57.shape_length,6381.87382341404,97.7849201248625
258.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,06b89a7c-0c0a-49d9-94d3-39199e381175
1362.townname,RGOTON,GROTON
187.global_id,feb5b047-bdb9-42b8-af21-1afa0d856de0,ec06f54b-1c60-4f2b-9560-5e96a467e0a9
85.shape_length,2294.73264193745,231.139357343801
1543.townnumber,59,14
1716.townname,GOSEHN,GOSHEN
320.townnumber,138.0,112
1515.townnumber,14,3
1047.townnumber,102,34
1006.townname,BARKHAcMSTED,BARKHAMSTED
2194.townname,FAMINGTON,FARMINGTON
795.townnumber,42,14
82.townnumber,51.0,106
227.global_id,9d24fb74-43c4-42d5-ab90-b8036b2a8836,07a01061-475c-424d-a656-e6477f3fcd9b
122.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,45f8274e-79bc-4551-939a-2e2795b9aafa
182.shape_length,742.174291303956,14517.8558195675
442.objectid,5233.0,5622
310.objectid,5199.0,5490
308.global_id,2cd66855-8cb9-4968-87f2-942abdf9b78a,0613127b-777c-4b08-81b9-8b1c3d78b518
319.global_id,feb5b047-bdb9-42b8-af21-1afa0d856de0,1dd1bb75-becb-4b1a-8220-ebd8bc5ce1e8
417.global_id,19f435af-ce11-4286-8ace-4ced13b0f099,6b376b06-3c17-407a-8d4e-a54b549e4790
465.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,ed4d72ce-986b-4181-acd4-be30909b6a95
164.global_id,ab804522-5451-4025-916a-3501438b5477,75db5dbc-215e-48e0-9fea-242a6d04315c
198.global_id,9465a035-2fbd-4db1-800a-5d5c8cbd4924,17f0e640-2bf6-4d2d-8512-4b8982df4492
312.shape_length,592.284119109798,678.370110432748
1888.stlnstlocname,AST CENTER ST,EAST CENTER ST
34.townname,SHELTON,STRATFORD
353.global_id,2d203d05-6439-47d1-880f-346d26a6663d,18b388c2-0760-45f4-8d26-e24a8f46f448
135.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,9d38ca79-7c83-47cc-bf52-390edc485e16
41.objectid,5184.0,5221
145.shape_length,881.268121484844,101.094351338172
409.townname,FAIRFIELD,STAFFORD
20.shape_length,2966.52729141655,370.950177270172
1562.townnumber,48,4
2480.townname,NORWIH,NORWICH
405.objectid,5187.0,5585
171.global_id,34b34e61-510e-4ce6-b148-339c5063e350,17baf229-7649-41f1-bf48-6e2de941549f
174.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,bfc58892-7fc3-4133-8fcc-d761b810928c
358.shape_length,2966.52729141655,17322.3824765729
278.shape_length,2294.73264193745,1211.69210611508
117.global_id,a1b99014-86ad-4ee3-8df8-f42a5af5cc69,79220786-8e12-4930-8d71-6cc28bcae77b
20.global_id,8bf32e33-b965-4ada-94af-aae0bd580059,03531aba-8372-41b4-be42-c3f8132eaf28
286.townnumber,58.0,40
281.global_id,8bf32e33-b965-4ada-94af-aae0bd580059,e2f12ae7-4468-48bc-88a2-bfb7ed239e87
97.global_id,769215ca-60b3-4b4a-86bf-cceb4ca33d0e,0c685ab0-0353-4973-ab23-f39dc1de4d2a
64.townname,BRANFORD,EAST WINDSOR
452.global_id,ab804522-5451-4025-916a-3501438b5477,4158fb6a-604f-4767-8351-286550e85302
1229.townnumber,34,17
495.townnumber,50.0,162
445.objectid,5260.0,5625
161.townnumber,88,11
346.global_id,ab804522-5451-4025-916a-3501438b5477,84b178ec-3e04-4ec5-8b7d-f0b2924c3cd4
45.global_id,b82cde8c-843f-469b-b732-e0e40493224b,f8c626ae-72a5-41a9-9b93-962eb15ac3b5
453.objectid,5206.0,5633
66.shape_length,3396.01007945106,222.890018854087
2533.townname,NE MILFORD,NEW MILFORD
1430.townnumber,112,18
1841.townnumber,100,15
259.shape_length,182.45479680074,8840.61750704027
2310.townname,EAS HARTFORD,EAST HARTFORD
92.shape_length,881.268121484844,35185.2048456188
1546.townname,CHEbSHIRE,CHESHIRE
285.townname,FAIRFIELD,HADDAM
263.townnumber,35.0,46
103.global_id,ca09ce32-4b26-46ac-b368-c6764b598ec9,545b0cb5-7f80-449f-b79a-aeb2d69927a4
364.objectid,5189.0,5544
256.shape_length,14111.1495413135,3396.29745279007
1985.townname,EAST GRANY,EAST GRANBY
930.townname,FARMIxNGTON,FARMINGTON
360.objectid,5193.0,5540
444.townnumber,156.0,118
47.shape_length,7948.6395940341,28455.0683572135
1539.townname,WINCHESER,WINCHESTER
22.townnumber,82.0,116
323.global_id,a1b99014-86ad-4ee3-8df8-f42a5af5cc69,c4457616-d7e8-4e80-b6eb-a7fda5bd29ec
408.objectid,5225.0,5588
2265.townnumber,149,95
232.global_id,8bf32e33-b965-4ada-94af-aae0bd580059,a9b3a378-3087-4552-aea3-b3f150141d1f
2168.stlnstlocname,BERLIN PKE,BERLIN TPKE
1219.townname,TAFFORD,STAFFORD
411.shape_length,7948.6395940341,3895.50563070859
280.shape_length,182.45479680074,674.61085397897
137.townnumber,15.0,142
148.objectid,5183.0,5328
390.global_id,b82cde8c-843f-469b-b732-e0e40493224b,e849e4a7-be9c-4b0f-afbc-cfc7aae08c6f
73.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,b260390f-ceb8-49c0-a5f6-d0ceeccf48ca
438.global_id,595bdc12-73e7-4cba-9bf0-940752382196,0404c206-a4b5-4b57-8e8b-b3a5bf61c08f
466.townnumber,131.0,155
369.townnumber,16.0,66
89.global_id,b82cde8c-843f-469b-b732-e0e40493224b,8852369c-dbf2-4006-96cd-bcb2c31ce841
2341.stlnstlocname,ERLIN TPKE,BERLIN TPKE
233.global_id,ca09ce32-4b26-46ac-b368-c6764b598ec9,5cef912d-ca00-4aae-8d0f-1e049cd6e453
317.shape_length,9806.83774457375,804.355284558105
1765.townnumber,74,16
116.townnumber,35.0,165
101.townnumber,135.0,98
176.global_id,b82cde8c-843f-469b-b732-e0e40493224b,b2c9f0f7-8e94-47af-bac7-171b75ab1251
223.shape_length,521.837607572804,8252.92186762931
46.shape_length,1167.53170948455,17534.8768409503
315.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,566fb562-217e-41cc-93ab-07ff3e2ae0e1
432.townnumber,58.0,105
351.shape_length,6381.87382341404,10468.159773476
418.shape_length,815.473081229889,5211.16734462521
2572.townname,GOSHNE,GOSHEN
372.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,6f39c43a-44c2-485c-b165-b50459fef000
59.shape_length,815.473081229889,1268.93136232318
71.global_id,ca09ce32-4b26-46ac-b368-c6764b598ec9,7c4e303e-1b41-40ea-9c5c-3533acdfa0a6
207.shape_length,14111.1495413135,2416.99448678397
1062.townnumber,73,34
167.shape_length,2907.01713087031,497.100904398075
354.global_id,8bf32e33-b965-4ada-94af-aae0bd580059,ad4dceb1-8e89-411c-a6ab-efb2937a4b8a
33.townname,NEW HAVEN,MONROE
57.townname,NEW CANAAN,NORWALK
818.townname,EAST HADDAM***,EAST HADDAM
343.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,578e817d-d24c-41aa-8963-c6ae21a7696c
1892.townnumber,16,14
115.shape_length,9806.83774457375,274.963248241465
200.shape_length,3396.01007945106,143.096291874445
414.shape_length,3826.7584425289,3826.44643730677
1777.townname,EAST GARNBY,EAST GRANBY
198.townnumber,93.0,143
162.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,f6db0d73-9df3-4f5e-bb1e-48759d5f19ed
109.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,d2328af3-4826-45e2-a41b-e49a916f9e8d
53.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,8386b741-b6c2-48ca-a9b1-ae8d73e6cce2
99.shape_length,3396.01007945106,36523.3185935768
271.shape_length,379.998339232768,287.992584020478
420.objectid,5182.0,5600
202.townname,FAIRFIELD,NEWINGTON
701.townname,EATS HADDAM,EAST HADDAM
2043.townname,iCHESHIRE,CHESHIRE
248.shape_length,3396.01007945106,1784.84673066425
481.objectid,5185.0,5661
773.townname,FRANbKLIN,FRANKLIN
84.townnumber,50.0,128
210.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,11ad26a0-91f9-48ce-a5f0-27cd05da6f6e
385.objectid,5195.0,5565
1573.townnumber,170,103
130.shape_length,3142.27171710809,5997.28948290017
87.townname,NORTH HAVEN,AVON
245.townname,WEST HAVEN,MONROE
1327.townnumber,31,14
470.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,10c764c7-bbc7-4040-8fd7-143cdb1536a2
2311.townname,GLASTONBjURY,GLASTONBURY
137.global_id,2d203d05-6439-47d1-880f-346d26a6663d,bdff69ce-b431-4883-82ee-00c48875ff8d
24.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,b9a69a0a-f742-43b4-bd6a-e5c9ccf7ca91
111.objectid,5189.0,5291
1513.townnumber,88,12
63.shape_length,6381.87382341404,16645.4895219098
48.global_id,ab804522-5451-4025-916a-3501438b5477,43f62226-a989-4a9c-b635-b79fe7cd2ed1
206.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,81010713-a10a-4257-ab2d-febe316eb1e1
64.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,daf1f6aa-a1e7-404a-8323-c6b88c2d9144
426.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,5538a54f-bea6-4af6-81d2-2a2aca82e571
856.townname,FAIRFILED,FAIRFIELD
164.shape_length,742.174291303956,8757.35283226277
2458.townname,EAST HAPMTON,EAST HAMPTON
478.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,e4341947-64af-4c96-9c7d-835537a8bba6
417.objectid,5192.0,5597
387.shape_length,14111.1495413135,10796.0077189944
359.global_id,34b34e61-510e-4ce6-b148-339c5063e350,ec169a11-7d37-4a79-99d4-2c03530ffe82
150.global_id,ca09ce32-4b26-46ac-b368-c6764b598ec9,2ebfa165-a203-4107-84b7-44035ad48ee4
306.global_id,b82cde8c-843f-469b-b732-e0e40493224b,29700bde-850f-4c4d-9017-0b918374ac35
353.shape_length,603.753826114667,1407.57449715461
335.shape_length,5130.2253509147,821.116801017024
148.global_id,34b34e61-510e-4ce6-b148-339c5063e350,a1087474-e4b8-4c86-9c4a-69b64a3ceca5
908.townnumber,75,7
295.townname,NORWALK,WATERBURY
414.objectid,5240.0,5594
173.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,4b48e580-f990-4fff-9816-38924c624450
273.shape_length,3826.7584425289,3973.80688800048
420.shape_length,2966.52729141655,4274.00228849408
1977.townname,KILINGLY,KILLINGLY
1756.townnumber,81,34
1473.townname,EAST LYE,EAST LYME
206.townname,NORWALK,EAST HAMPTON
351.townname,DARIEN,WESTPORT
959.townnumber,105,15
2273.townnumber,141,95
83.townnumber,109.0,57
92.global_id,b82cde8c-843f-469b-b732-e0e40493224b,86d6acef-7c1f-4d74-818f-4e64fcedb83a
2341.townnumber,227,159
1150.townnumber,32,11
1826.townnumber,89,32
240.shape_length,2294.73264193745,690.429953906746
365.shape_length,3826.7584425289,894.176777973994
1296.townname,EAST HARTOFRD,EAST HARTFORD
349.shape_length,815.473081229889,1610.01943819203
144.townnumber,94.0,101
619.townnumber,125,34
294.shape_length,200.452761383444,839.146080030185
485.townnumber,58.0,57
154.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,ab6e304e-7d8f-4798-8483-59cca9fb0cb6
1234.townname,ANAAN,CANAAN
370.townname,NEW LONDON,NEWTOWN
222.shape_length,379.998339232768,2408.04254010686
37.shape_length,742.174291303956,291.58956807715
322.townname,BETHANY,KILLINGLY
388.townnumber,135.0,89
377.townnumber,15.0,108
2218.townnumber,109,34
136.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,960ee09f-f834-4367-93f7-4666edbe6e11
380.shape_length,3826.7584425289,1307.56327896468
444.objectid,5213.0,5624
257.shape_length,815.473081229889,4287.31098094016
1114.townnumber,109,25
420.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,91461107-ac66-4a17-8c53-11e72c437f01
2102.townname,AMDEN,HAMDEN
44.townname,NORTH HAVEN,WESTPORT
1737.townnumber,38,34
398.shape_length,1167.53170948455,258.270286508889
964.townnumber,97,11
1182.townname,wKENT,KENT
83.shape_length,815.473081229889,11601.7666392522
16.global_id,b82cde8c-843f-469b-b732-e0e40493224b,e9f7b3e2-3be7-4aaf-8e1c-672989f0c134
2045.townnumber,63,10
2204.townname,KILLINGxWORTH,KILLINGWORTH
159.townname,MILFORD,FRANKLIN
187.objectid,5189.0,5367
2219.townnumber,103,34
191.global_id,b82cde8c-843f-469b-b732-e0e40493224b,e3e8cda1-db9d-46cb-a371-843d252a3b55
123.global_id,b0eea965-42e2-498c-9bd7-921fb85f5be2,0fe74e1a-1e09-4b3a-92e9-36bdc62645e4
295.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,d52f69d7-48a7-40bc-b1e1-fddd5a6a620b
840.townname,GRElENWICH,GREENWICH
191.objectid,5183.0,5371
2260.townnumber,93,17
2454.townnumber,149,134
201.townname,NEW HAVEN,WINDSOR LOCKS
2418.townnumber,17,15
1758.townname,CRNWALL,CORNWALL
349.townnumber,40.0,126
14.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,4097c8ac-9e68-4910-b9b9-872256a9192e
1259.townname,BETHLEHME,BETHLEHEM
484.global_id,feb5b047-bdb9-42b8-af21-1afa0d856de0,2c0561bf-481c-4672-bdd9-e9ccebe29f92
2405.townname,EAST HVAEN,EAST HAVEN
451.objectid,5200.0,5631
204.shape_length,6381.87382341404,10077.0176177536
211.shape_length,14772.9620826568,2608.91274014268
2026.townnumber,25,21
32.shape_length,603.753826114667,8505.51514924088
362.townname,DARIEN,STAMFORD
449.objectid,5208.0,5629
95.shape_length,3826.7584425289,4212.29503337169
290.global_id,b0eea965-42e2-498c-9bd7-921fb85f5be2,52e084b1-4d5f-480b-95cd-32bb602bb8e0
228.global_id,b0eea965-42e2-498c-9bd7-921fb85f5be2,a36e7129-3457-4a12-90b3-5b9005ffde28
107.townnumber,161.0,93
185.townnumber,50.0,162
1852.townname,WINCHETER,WINCHESTER
345.global_id,a1b99014-86ad-4ee3-8df8-f42a5af5cc69,b5081466-c2bd-4a6a-9a35-e146c0b4caaa
2160.townname,KItLLINGWORTH,KILLINGWORTH
104.global_id,8bf32e33-b965-4ada-94af-aae0bd580059,be22cc6c-f093-48bd-b9cf-68c8a5948212
1247.townname,ANTON,CANTON
451.global_id,a1b99014-86ad-4ee3-8df8-f42a5af5cc69,752c6956-09fe-47e3-a75b-b0c076e27f21
387.townname,EAST HADDAM,NORWALK
2398.townname,GORTON,GROTON
199.townnumber,156.0,65
1043.townname,EASTu GRANBY,EAST GRANBY
2403.townname,pPORTLAND,PORTLAND
380.townnumber,50.0,108
301.objectid,5192.0,5481
81.objectid,5189.0,5261
2357.townname,EAS LYME,EAST LYME
419.shape_length,2550.97249992435,4727.66011030971
2237.stlnstlocname,MAIN STr NORTH,MAIN ST NORTH
2567.townnumber,113,14
257.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,26a5c777-23a3-4528-b845-0cf39282b425
2517.townnumber,189,95
2251.townnumber,56,30
341.objectid,5193.0,5521
2155.townnumber,135,93
116.shape_length,2294.73264193745,3962.22498664171
256.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,b5da9ade-be7b-48f2-8dbb-b1eb51d32279
314.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,5d5e5d14-b2fe-41f1-a04c-364f402d8941
2516.townnumber,26,4
1609.townname,NEWIGNTON,NEWINGTON
343.shape_length,6381.87382341404,1062.04682186321
440.objectid,5189.0,5620
2062.stlnstlocname,MAoIN ST,MAIN ST
2348.townnumber,33,12
211.global_id,b82cde8c-843f-469b-b732-e0e40493224b,358b9c50-d354-48dc-a648-078d9f587b67
153.townname,COLEBROOK,NEW MILFORD
302.global_id,2d203d05-6439-47d1-880f-346d26a6663d,0d8fcc4f-3ffb-438c-a0e7-77686089cd29
455.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,0b0e70cc-9087-4b3a-b10b-6a18e6d0cd82
432.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,fb286907-dd08-4037-a2c2-6e9bcfa08e7c
186.townnumber,14.0,162
2525.townnumber,103,3
395.townname,FAIRFIELD,STRATFORD
1351.townname,CINTON,CLINTON
1723.townname,ELLIGNTON,ELLINGTON
1960.townname,sEAST HARTFORD,EAST HARTFORD
283.objectid,5184.0,5463
410.shape_length,5130.2253509147,10115.6987049471
1627.townname,KILLINGYL,KILLINGLY
1709.townname,ARMINGTON,FARMINGTON
2240.townname,KILLNGLY,KILLINGLY
304.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,383ced4c-8339-4233-b339-774e3cc806ec
247.global_id,b82cde8c-843f-469b-b732-e0e40493224b,6f2d8d47-bd3f-47c3-8d81-8de5d818b558
2427.townnumber,99,11
300.shape_length,7948.6395940341,544.739670550085
85.global_id,ca09ce32-4b26-46ac-b368-c6764b598ec9,6a7161d6-824a-46ef-8f1f-1bb59c1ba61a
259.global_id,b82cde8c-843f-469b-b732-e0e40493224b,a48ae158-16d8-43e2-a3db-f747b9f5093b
374.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,df92a05d-b701-416c-9bbc-da2f01066774
853.townname,EATS HARTFORD,EAST HARTFORD
131.shape_length,521.837607572804,1825.64688251088
325.shape_length,5599.16726009114,13813.5601481664
1760.townname,FRMINGTON,FARMINGTON
38.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,95ea9fb9-be32-40db-acd4-9ff3698138bf
208.townname,NORTH HAVEN,NORFOLK
128.townnumber,100.0,162
330.shape_length,5130.2253509147,18492.5842159141
