county_name,district_name,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
CREEK,SAPULPA,19I033,705,SAPULPA HS,1051.0,(918) 224-6560,Johnny Bilby,3 South Mission St ,Sapulpa,OK,74066.0,12-Oct,100
CREEK,DRUMRIGHT,19I039,115,BRADLEY ES,257.0,(918) 352-9519,Tara Osterhout,508 South Skinner Ave,Drumright,OK,74030.0,PK-05,22
CREEK,DRUMRIGHT,19I039,505,VIRGIL COOPER MS,135.0,(918) 352-2318,Kevin Bilyeu,510 South Skinner Ave,Drumright,OK,74030.0,8-Jun,18
CREEK,DRUMRIGHT,19I039,705,DRUMRIGHT HS,193.0,(918) 352-2152,Judd Matthes,301 South Pennsylvania Ave,Drumright,OK,74030.0,12-Sep,22
CUSTER,ARAPAHO-BUTLER,20I005,105,ARAPAHO-BUTLER ES,309.0,(580) 323-7264,Brad Southall,PO Box 160,Arapaho,OK,73620.0,PK-08,30
CUSTER,ARAPAHO-BUTLER,20I005,715,ARAPAHO-BUTLER HS,91.0,(580) 323-3261,Ken Downs,PO Box 160,Arapaho,OK,73620.0,12-Sep,19
CUSTER,THOMAS-FAY-CUSTER UNIFIED DIST,20I007,105,THOMAS ES,307.0,(580) 661-3521,Leesa Brandly,PO Box 190,Thomas,OK,73669.0,PK-06,23
CUSTER,THOMAS-FAY-CUSTER UNIFIED DIST,20I007,615,THOMAS-FAY-CUSTER UNIFIED JHS,90.0,(580) 661-3522,Ray Oakes,PO Box 190,Thomas,OK,73669.0,9-Jul,10
CUSTER,THOMAS-FAY-CUSTER UNIFIED DIST,20I007,715,THOMAS-FAY-CUSTER UNIFIED HS,94.0,(580) 661-3522,Ray Oakes,PO Box 190,Thomas,OK,73669.0,12-Oct,18
CUSTER,WEATHERFORD,20I026,105,WEATHERFORD EAST ES,371.0,(580) 772-3533,Brad Howl,701 East Proctor Ave,Weatherford,OK,73096.0,3-Feb,27
CUSTER,WEATHERFORD,20I026,115,WEATHERFORD WEST ES,300.0,(580) 772-5888,Sean Buchanan,811 West Huber Ave,Weatherford,OK,73096.0,5-Apr,23
CUSTER,WEATHERFORD,20I026,120,BURCHAM ES,598.0,(580) 774-0812,Marla Pankratz,1401 North Lark St ,Weatherford,OK,73096.0,PK-01,37
CUSTER,WEATHERFORD,20I026,510,WEATHERFORD MS,480.0,(580) 772-2270,Steven Callen,509 North Custer St ,Weatherford,OK,73096.0,8-Jun,43
CUSTER,WEATHERFORD,20I026,705,WEATHERFORD HS,522.0,(580) 772-3385,Mark Shadid,1500 North Washington St ,Weatherford,OK,73096.0,12-Sep,54
CUSTER,CLINTON,20I099,110,NANCE ES,480.0,(580) 323-0260,Janalyn Taylor,PO Box 729,Clinton,OK,73601.0,PK-01,35
CUSTER,CLINTON,20I099,115,SOUTHWEST ES,527.0,(580) 323-1290,Jason Bengs,PO Box 729,Clinton,OK,73601.0,4-Feb,37
CUSTER,CLINTON,20I099,120,WASHINGTON ES,339.0,(580) 323-0311,Gene Ray,PO Box 729,Clinton,OK,73601.0,6-May,26
CUSTER,CLINTON,20I099,505,CLINTON MS,336.0,(580) 323-4228,Mark Moring,PO Box 729,Clinton,OK,73601.0,8-Jul,31
CUSTER,CLINTON,20I099,705,CLINTON HS,615.0,(580) 323-1230,Kenny Stringer,PO Box 729,Clinton,OK,73601.0,12-Sep,65
DELAWARE,CLEORA,21C006,105,CLEORA PUBLIC SCHOOL,122.0,(918) 256-6401,Kenny Guthrie,451358 East 295 Rd,Afton,OK,74331.0,KG-08,15
DELAWARE,LEACH,21C014,105,LEACH PUBLIC SCHOOL,156.0,(918) 868-2277,Kenny Guthrie,55979 S. 530 Rd.,Rose,OK,74364.0,PK-08,15
DELAWARE,KENWOOD,21C030,105,KENWOOD PUBLIC SCHOOL,97.0,(918) 434-5799,Billy Taylor,48625 South 502 Rd,Salina,OK,74365.0,KG-08,12
DELAWARE,MOSELEY,21C034,105,MOSELEY PUBLIC SCHOOL,226.0,(918) 505-1000,Charlene Carter,7904 North Moseley Rd,Colcord,OK,74338.0,PK-08,21
DELAWARE,JAY,21I001,105,JAY ES,658.0,(918) 253-4413,Jan Fasano,PO Box 630,Jay,OK,74346.0,PK-03,47
DELAWARE,JAY,21I001,305,JAY UPPER ES,242.0,(918) 253-3535,Marvin Stockton,PO Box 630,Jay,OK,74346.0,5-Apr,26
DELAWARE,JAY,21I001,505,JAY MS,359.0,(918) 253-8510,Melissa Mccullough,PO Box 630,Jay,OK,74346.0,8-Jun,33
DELAWARE,JAY,21I001,705,JAY HS,448.0,(918) 253-4466,James Bryant,PO Box 630,Jay,OK,74346.0,12-Sep,44
DELAWARE,GROVE,21I002,105,GROVE UPPER ES,519.0,(918) 786-2297,Shelly Barnes,PO Box 450789,Grove,OK,74345.0,6-Apr,36
DELAWARE,GROVE,21I002,110,GROVE LOWER ES,944.0,(918) 786-5573,Kelly Trumbull,PO Box 450789,Grove,OK,74345.0,PK-03,64
DELAWARE,GROVE,21I002,505,GROVE MS,377.0,(918) 786-3003,Pat Dodson,PO Box 450789,Grove,OK,74345.0,8-Jul,49
DELAWARE,GROVE,21I002,705,GROVE HS,677.0,(918) 786-3003,Renae Dozier,PO Box 450789,Grove,OK,74345.0,12-Sep,68
DELAWARE,KANSAS,21I003,105,KANSAS ES,381.0,(918) 868-2427,Gina Glass,275 W Main,Kansas,OK,74347.0,PK-05,32
DELAWARE,KANSAS,21I003,505,KANSAS MS,203.0,(918) 868-5308,Bryon Arnold,PO Box 196,Kansas,OK,74347.0,8-Jun,28
DELAWARE,KANSAS,21I003,715,KANSAS HS,298.0,(918) 868-3308,Phil Isom,700 N Wood Ave,Kansas,OK,74347.0,12-Sep,35
DELAWARE,COLCORD,21I004,105,COLCORD ES,367.0,(918) 326-4117,Robert Hampton,433 South Larmon,Colcord,OK,74338.0,PK-08,30
DELAWARE,COLCORD,21I004,715,COLCORD HS,226.0,(918) 326-4107,Jerry Swank,433 South Larmon,Colcord,OK,74338.0,12-Sep,25
DELAWARE,OAKS-MISSION,21I005,105,OAKS-MISSION ES,160.0,(918) 868-2455,Barbara Tucker,PO Box 160,Oaks,OK,74359.0,PK-08,17
DELAWARE,OAKS-MISSION,21I005,715,OAKS-MISSION HS,101.0,(918) 868-2499,John Sheridan,PO Box 160,Oaks,OK,74359.0,12-Sep,14
DEWEY,VICI,22I005,105,VICI ES,257.0,(580) 995-4252,Kas Nelson,PO Box 60,Vici,OK,73859.0,PK-08,29
DEWEY,VICI,22I005,705,VICI HS,93.0,(580) 995-4251,Sheldon Halderman,PO Box 60,Vici,OK,73859.0,12-Sep,19
DEWEY,SEILING,22I008,105,SEILING ES,261.0,(580) 922-7381,Brandon Nyberg,PO Box 780,Seiling,OK,73663.0,PK-06,31
DEWEY,SEILING,22I008,615,SEILING JR-SR HS (JR),100.0,(580) 922-7382,Gary Baker,PO Box 780,Seiling,OK,73663.0,9-Jul,26
DEWEY,SEILING,22I008,715,SEILING JR-SR HS (SR),91.0,(580) 922-7382,Gary Baker,PO Box 780,Seiling,OK,73663.0,12-Oct,24
DEWEY,TALOGA,22I010,105,TALOGA ES,71.0,(580) 328-5586,Lora Burch,PO Box 158,Taloga,OK,73667.0,PK-08,15
DEWEY,TALOGA,22I010,705,TALOGA HS,15.0,(580) 328-5586,Lora Burch,PO Box 158,Taloga,OK,73667.0,12-Sep,8
ELLIS,FARGO,23I002,105,FARGO ES,134.0,(580) 698-2298,Pamela Myers,PO Box 200,Fargo,OK,73840.0,PK-08,21
ELLIS,FARGO,23I002,705,FARGO HS,63.0,(580) 698-2298,Sherri Tune,PO Box 200,Fargo,OK,73840.0,12-Sep,16
ELLIS,ARNETT,23I003,105,ARNETT ES,153.0,(580) 885-7285,Scot Friesen,PO Box 317,Arnett,OK,73832.0,PK-08,21
ELLIS,ARNETT,23I003,705,ARNETT HS,56.0,(580) 885-7285,Bob Dobrinski,PO Box 317,Arnett,OK,73832.0,12-Sep,17
ELLIS,GAGE,23I039,105,GAGE ES,55.0,(580) 923-7909,Greg Gregory,PO Box 60,Gage,OK,73843.0,PK-08,16
ELLIS,GAGE,23I039,705,GAGE HS,23.0,(580) 923-7909,Jeff Sprague,PO Box 60,Gage,OK,73843.0,12-Sep,11
ELLIS,SHATTUCK,23I042,105,SHATTUCK ES,287.0,(580) 938-2222,Camille Holt,PO Box 159,Shattuck,OK,73858.0,PK-08,35
ELLIS,SHATTUCK,23I042,705,SHATTUCK HS,98.0,(580) 938-2586,Terry Conder,PO Box 159,Shattuck,OK,73858.0,12-Sep,18
GARFIELD,WAUKOMIS,24I001,105,WAUKOMIS ES,290.0,(580) 758-3264,Daniel Ingram,PO Box 729,Waukomis,OK,73773.0,PK-08,25
GARFIELD,WAUKOMIS,24I001,705,WAUKOMIS HS,106.0,(580) 758-3245,Matt Cue,PO Box 729,Waukomis,OK,73773.0,12-Sep,17
GARFIELD,KREMLIN-HILLSDALE,24I018,105,KREMLIN-HILLSDALE ES,217.0,(580) 874-2283,Brad Hawkins,605 Fifth,Kremlin,OK,73753.0,PK-08,21
GARFIELD,KREMLIN-HILLSDALE,24I018,705,KREMLIN-HILLSDALE HS,86.0,(580) 874-2281,Jeremy Brashears,705 Fifth,Kremlin,OK,73753.0,12-Sep,15
GARFIELD,CHISHOLM,24I042,105,CHISHOLM ES,503.0,(580) 237-5645,Darla Smith,300 Colorado Ave,Enid,OK,73701.0,PK-05,32
GARFIELD,CHISHOLM,24I042,505,CHISHOLM MS,241.0,(580) 234-0234,Crystal Szymanski,4202 West Carrier Rd,Enid,OK,73703.0,8-Jun,26
GARFIELD,CHISHOLM,24I042,705,CHISHOLM HS,296.0,(580) 233-2852,Shane Dent,4018 West Carrier Rd,Enid,OK,73703.0,12-Sep,31
GARFIELD,GARBER,24I047,105,GARBER ES,264.0,(580) 863-2232,Phil Hoopes,PO Box 539,Garber,OK,73738.0,PK-08,25
GARFIELD,GARBER,24I047,715,GARBER HS,114.0,(580) 863-2231,Marc Hatton,PO Box 539,Garber,OK,73738.0,12-Sep,20
GARFIELD,PIONEER-PLEASANT VALE,24I056,105,PIONEER-PLEASANT VALE ES,308.0,(580) 234-9628,Larry Coonrod,6020 East Willow Rd,Enid,OK,73701.0,PK-06,27
GARFIELD,PIONEER-PLEASANT VALE,24I056,610,PIONEER-PLEASANT VALE JHS,78.0,(580) 758-3282,Tom Betchan,6520 East Wood Rd,Waukomis,OK,73773.0,8-Jul,20
GARFIELD,PIONEER-PLEASANT VALE,24I056,705,PIONEER-PLEASANT VALE HS,150.0,(580) 758-3282,Tom Betchan,6520 East Wood Rd,Waukomis,OK,73773.0,12-Sep,20
GARFIELD,ENID,24I057,105,ADAMS ES,345.0,(580) 366-7600,Beverly James,2200 East Randolph Ave,Enid,OK,73701.0,KG-05,34
GARFIELD,ENID,24I057,115,CARVER EARLY CHILDHOOD CTR,141.0,(580) 366-8601,Chris Smith,815 South 5Th St ,Enid,OK,73701.0,PK-PK,14
GARFIELD,ENID,24I057,120,COOLIDGE ES,517.0,(580) 366-7550,Jennifer Cruz,1515 East Ash Ave,Enid,OK,73701.0,PK-05,38
GARFIELD,ENID,24I057,125,EISENHOWER ES,160.0,(580) 366-8100,Polly Maxwell,1301 Fox Drive,Enid,OK,73703.0,PK-05,15
GARFIELD,ENID,24I057,130,GARFIELD ES,709.0,(580) 366-7700,Jane Johnson,400 N. 7Th St ,Enid,OK,73701.0,PK-05,51
GARFIELD,ENID,24I057,132,GLENWOOD ES,495.0,(580) 366-7800,James Rainey,824 North Oakwood Rd,Enid,OK,73703.0,PK-05,38
GARFIELD,ENID,24I057,137,HAYES ES,340.0,(580) 366-7650,Lyntel Murphy,2102 Beverly Drive,Enid,OK,73703.0,PK-05,24
GARFIELD,ENID,24I057,140,HOOVER ES,336.0,(580) 366-7350,Karen Heizer,2800 West Maine Ave,Enid,OK,73703.0,PK-05,29
GARFIELD,ENID,24I057,160,MCKINLEY ES,292.0,(580) 366-7400,Kay Kiner,1701 West Broadway Ave,Enid,OK,73703.0,PK-05,24
GARFIELD,ENID,24I057,165,MONROE ES,418.0,(580) 366-7500,M. Scott Allen,400 West Cottonwood Ave,Enid,OK,73701.0,PK-05,40
GARFIELD,ENID,24I057,170,PRAIRIE VIEW ES,517.0,(580) 366-8000,Clark Koepping,4700 W. Willow Rd,Enid,OK,73703.0,PK-05,34
GARFIELD,ENID,24I057,175,TAFT ES,349.0,(580) 366-7450,Peggy Kenaga,1002 Sequoyah Drive,Enid,OK,73703.0,PK-05,26
GARFIELD,ENID,24I057,505,EMERSON MS,417.0,(580) 366-7250,Candice Wojciechowsky,700 West Elm Ave,Enid,OK,73701.0,8-Jun,43
GARFIELD,ENID,24I057,510,LONGFELLOW MS,490.0,(580) 366-8200,Scott Fitzgerald,900 East Broadway Ave,Enid,OK,73701.0,8-Jun,45
GARFIELD,ENID,24I057,515,DEWITT WALLER MS,657.0,(580) 366-7900,Adam Beauchamp,2604 West Randolph Ave,Enid,OK,73703.0,8-Jun,57
GARFIELD,ENID,24I057,705,ENID HS,1868.0,(580) 366-8300,Jim Beierschmitt,611 West Wabash Ave,Enid,OK,73701.0,12-Sep,173
GARFIELD,DRUMMOND,24I085,105,DRUMMOND ES,224.0,(580) 493-2271,Greg Kokojan,PO Box 240,Drummond,OK,73735.0,PK-08,23
GARFIELD,DRUMMOND,24I085,705,DRUMMOND HS,92.0,(580) 493-2271,Greg Kokojan,PO Box 240,Drummond,OK,73735.0,12-Sep,17
GARFIELD,COVINGTON-DOUGLAS,24I094,105,COVINGTON-DOUGLAS ES,185.0,(580) 864-7849,Darren Sharp,400 E Maine,Covington,OK,73730.0,PK-08,26
GARFIELD,COVINGTON-DOUGLAS,24I094,705,COVINGTON-DOUGLAS HS,87.0,(580) 864-7482,Brian Smith,400 E Maine,Covington,OK,73730.0,12-Sep,19
GARVIN,WHITEBEAD,25C016,105,WHITEBEAD PUBLIC SCHOOL,403.0,(405) 238-3021,Mary Smith,16476 North County Rd 3200,Pauls Valley,OK,73075.0,PK-08,35
GARVIN,STRATFORD,25I002,105,STRATFORD ES,333.0,(580) 759-2382,Anglea Martin,PO Box 589,Stratford,OK,74872.0,PK-05,23
GARVIN,STRATFORD,25I002,505,STRATFORD MS,159.0,(580) 759-3615,Tracy Felan,PO Box 589,Stratford,OK,74872.0,8-Jun,22
GARVIN,STRATFORD,25I002,715,STRATFORD HS,227.0,(580) 759-2381,Paul Savage,PO Box 589,Stratford,OK,74872.0,12-Sep,24
GARVIN,PAOLI,25I005,105,PAOLI ES,178.0,(405) 484-7231,David Morris,PO Box 278,Paoli,OK,73074.0,PK-08,19
GARVIN,PAOLI,25I005,705,PAOLI HS,83.0,(405) 484-7336,David Morris,PO Box 278,Paoli,OK,73074.0,12-Sep,13
GARVIN,MAYSVILLE,25I007,105,MAYSVILLE ES,265.0,(888) 806-5440,Jeanna Bearden,600 First St ,Maysville,OK,73057.0,PK-08,16
GARVIN,MAYSVILLE,25I007,715,MAYSVILLE HS,111.0,(888) 806-5330,Shelly Hildebrand-Beach,600 First St ,Maysville,OK,73057.0,12-Sep,15
GARVIN,LINDSAY,25I009,105,LINDSAY ES,698.0,(405) 756-3134,Kim Boeckman,402 Sw 8Th,Lindsay,OK,73052.0,PK-05,50
GARVIN,LINDSAY,25I009,505,LINDSAY MS,272.0,(405) 756-3133,Tommy Ferguson,805 West Creek,Lindsay,OK,73052.0,8-Jun,33
GARVIN,LINDSAY,25I009,705,LINDSAY HS,320.0,(405) 756-3132,Chuck Karpe,302 Sw 8Th,Lindsay,OK,73052.0,12-Sep,37
GARVIN,PAULS VALLEY,25I018,105,JEFFERSON EARLY LRNING CTR,176.0,(405) 238-6413,Mia Lisa Wigley,PO Box 780,Pauls Valley,OK,73075.0,PK-KG,14
GARVIN,PAULS VALLEY,25I018,110,JACKSON ES,291.0,(405) 238-2312,Mitzi Winters,PO Box 780,Pauls Valley,OK,73075.0,3-Jan,22
GARVIN,PAULS VALLEY,25I018,115,LEE ES,224.0,(405) 238-7336,Kristin Holt,PO Box 780,Pauls Valley,OK,73075.0,6-Apr,26
GARVIN,PAULS VALLEY,25I018,610,PAULS VALLEY JHS,333.0,(405) 238-1239,Martha Graham,PO Box 780,Pauls Valley,OK,73075.0,9-Jul,37
GARVIN,PAULS VALLEY,25I018,705,PAULS VALLEY HS,304.0,(405) 238-6497,Chris Caldwell,PO Box 780,Pauls Valley,OK,73075.0,12-Oct,41
GARVIN,WYNNEWOOD,25I038,105,CENTRAL ES,346.0,(405) 665-4371,Tammy Grove,301 E. Chickasaw,Wynnewood,OK,73098.0,PK-04,23
GARVIN,WYNNEWOOD,25I038,500,WYNNEWOOD MS,191.0,(405) 665-4105,Kevin Lynch,702 E. Chickasaw,Wynnewood,OK,73098.0,8-May,24
GARVIN,WYNNEWOOD,25I038,705,WYNNEWOOD HS,161.0,(405) 665-2045,Steve Musgrove,702 East Robert S. Kerr Blvd,Wynnewood,OK,73098.0,12-Sep,25
GARVIN,ELMORE CITY-PERNELL,25I072,105,ELMORE CITY-PERNELL ES,292.0,(580) 788-2869,Sheila Riddle,100 North Muse Ave,Elmore City,OK,73433.0,PK-06,23
GARVIN,ELMORE CITY-PERNELL,25I072,605,ELMORE CITY JHS,73.0,(580) 788-2566,Jackie Sadler,100 North Muse Ave,Elmore City,OK,73433.0,8-Jul,18
GARVIN,ELMORE CITY-PERNELL,25I072,715,SENIOR HS,132.0,(580) 788-2565,Jackie Sadler,100 North Muse Ave,Elmore City,OK,73433.0,12-Sep,22
GRADY,FRIEND,26C037,105,FRIEND PUBLIC SCHOOL,273.0,(405) 224-3822,Alton Rawlins,1307 County Rd 1350,Chickasha,OK,73018.0,PK-08,18
GRADY,MIDDLEBERG,26C096,105,MIDDLEBERG PUBLIC SCHOOL,204.0,(405) 485-3612,Randy Hughes,2130 County Rd 1317,Blanchard,OK,73010.0,PK-08,14
GRADY,PIONEER,26C131,105,PIONEER PUBLIC SCHOOL,394.0,(405) 224-2700,Jay Edelen,3686 State Hwy 92,Chickasha,OK,73018.0,PK-08,27
GRADY,CHICKASHA,26I001,105,GRAND AVENUE ES,542.0,(405) 222-6524,Mickey Edwards,900 West Choctaw Ave,Chickasha,OK,73018.0,4-Feb,48
GRADY,CHICKASHA,26I001,115,LINCOLN ES,321.0,(405) 222-6522,Pam Charlson,900 West Choctaw Ave,Chickasha,OK,73018.0,6-May,28
GRADY,CHICKASHA,26I001,120,BILL WALLACE EC CTR,589.0,(405) 222-6544,Tressia Meeks,900 West Choctaw Ave,Chickasha,OK,73018.0,PK-01,44
GRADY,CHICKASHA,26I001,510,CHICKASHA MS,341.0,(405) 222-6530,Dan Turner,900 West Choctaw Ave,Chickasha,OK,73018.0,8-Jul,40
GRADY,CHICKASHA,26I001,705,CHICKASHA HS,729.0,(405) 222-6550,Steven Couch,900 West Choctaw Ave,Chickasha,OK,73018.0,12-Sep,73
GRADY,MINCO,26I002,105,MINCO ES,283.0,(405) 352-4204,Troy Wittrock,PO Box 428,Minco,OK,73059.0,PK-05,26
GRADY,MINCO,26I002,505,MINCO MS,121.0,(405) 352-4377,Troy Wittrock,PO Box 428,Minco,OK,73059.0,8-Jun,19
GRADY,MINCO,26I002,715,MINCO HS,167.0,(405) 352-4377,Clint Shirley,PO Box 428,Minco,OK,73059.0,12-Sep,22
GRADY,NINNEKAH,26I051,105,NINNEKAH ES,340.0,(405) 222-0420,Vickie Loughridge,PO Box 275,Ninnekah,OK,73067.0,PK-06,23
GRADY,NINNEKAH,26I051,610,NINNEKAH JHS,76.0,(405) 224-4299,Glen Shoemake,PO Box 275,Ninnekah,OK,73067.0,8-Jul,14
GRADY,NINNEKAH,26I051,705,SENIOR HS,141.0,(405) 224-4299,David Pitts,PO Box 275,Ninnekah,OK,73067.0,12-Sep,19
GRADY,ALEX,26I056,105,ALEX ES,208.0,(405) 785-2217,Rip Garcia,PO Box 188,Alex,OK,73002.0,PK-08,20
GRADY,ALEX,26I056,715,ALEX HS,101.0,(405) 785-2264,Doug Tolson,PO Box 188,Alex,OK,73002.0,12-Sep,13
GRADY,RUSH SPRINGS,26I068,105,RUSH SPRINGS ES,274.0,(580) 476-3172,Alan Perry,PO Box 308,Rush Springs,OK,73082.0,PK-05,22
GRADY,RUSH SPRINGS,26I068,505,RUSH SPRINGS MS,141.0,(580) 476-3447,Pat Cave,PO Box 308,Rush Springs,OK,73082.0,8-Jun,17
GRADY,RUSH SPRINGS,26I068,705,RUSH SPRINGS HS,159.0,(580) 476-3596,Shawn Haskins,PO Box 308,Rush Springs,OK,73082.0,12-Sep,21
GRADY,BRIDGE CREEK,26I095,105,BRIDGE CREEK ES,752.0,(405) 387-3681,Tina Floyd,2209 East Sooner Rd,Blanchard,OK,73010.0,PK-05,52
GRADY,BRIDGE CREEK,26I095,505,BRIDGE CREEK MS,315.0,(405) 387-9681,Kenneth Ward,2209 East Sooner Rd,Blanchard,OK,73010.0,8-Jun,28
GRADY,BRIDGE CREEK,26I095,705,BRIDGE CREEK HS,430.0,(405) 387-3981,K.B. Wedel,2209 East Sooner Rd,Blanchard,OK,73010.0,12-Sep,42
GRADY,TUTTLE,26I097,105,TUTTLE ES,619.0,(405) 381-2486,Monique Blagowski,PO Box 780,Tuttle,OK,73089.0,PK-03,47
GRADY,TUTTLE,26I097,110,TUTTLE INTERMEDIATE ES,296.0,(405) 381-2368,Cheryl Williams,PO Box 780,Tuttle,OK,73089.0,5-Apr,25
GRADY,TUTTLE,26I097,505,TUTTLE MS,411.0,(405) 381-2062,Scott Moore,PO Box 780,Tuttle,OK,73089.0,8-Jun,39
GRADY,TUTTLE,26I097,705,TUTTLE HS,509.0,(405) 381-2396,Pat Ragsdale,PO Box 780,Tuttle,OK,73089.0,12-Sep,53
GRADY,VERDEN,26I099,105,VERDEN ES,180.0,(405) 453-6021,Roxi Tallent,PO Box 99,Verden,OK,73092.0,PK-08,21
GRADY,VERDEN,26I099,705,VERDEN HS,85.0,(405) 453-7805,David Davidson,PO Box 99,Verden,OK,73092.0,12-Sep,21
GRADY,AMBER-POCASSET,26I128,105,AMBER-POCASSET ES,260.0,(405) 459-6544,Angie Morrison,PO Box 38,Amber,OK,73004.0,PK-06,20
GRADY,AMBER-POCASSET,26I128,615,AMBER-POCASSET JHS,113.0,(405) 224-4017,Jerime Parker,PO Box 38,Amber,OK,73004.0,9-Jul,19
GRADY,AMBER-POCASSET,26I128,715,AMBER-POCASSET HS,104.0,(405) 224-4017,Jerime Parker,PO Box 38,Amber,OK,73004.0,12-Oct,18
GRANT,MEDFORD,27I054,105,MEDFORD ES,204.0,(580) 395-2392,Carolyn Labrue,301 North Main St ,Medford,OK,73759.0,PK-08,25
GRANT,MEDFORD,27I054,705,MEDFORD HS,75.0,(580) 395-2392,Micheal Thompson,301 North Main St ,Medford,OK,73759.0,12-Sep,18
GRANT,POND CREEK-HUNTER,27I090,105,POND CREEK-HUNTER ES,164.0,(580) 532-4240,James Pearce,200 East Broadway,Pond Creek,OK,73766.0,PK-04,18
GRANT,POND CREEK-HUNTER,27I090,505,POND CREEK-HUNTER MS,99.0,(580) 532-4262,Jamie Ronck,200 East Broadway,Pond Creek,OK,73766.0,8-May,18
GRANT,POND CREEK-HUNTER,27I090,705,POND CREEK-HUNTER HS,87.0,(580) 532-4241,Kelly Childress,200 East Broadway,Pond Creek,OK,73766.0,12-Sep,24
GRANT,DEER CREEK-LAMONT,27I095,105,DEER CREEK-LAMONT ES,120.0,(580) 267-3241,Barbara Regier,1643 Main St ,Deer Creek,OK,74636.0,PK-08,21
GRANT,DEER CREEK-LAMONT,27I095,705,DEER CREEK-LAMONT HS,57.0,(580) 388-4333,Kevin Engle,PO Box 10,Lamont,OK,74643.0,12-Sep,18
GREER,MANGUM,28I001,105,EDISON ES,329.0,(580) 782-2703,Roger Ford,201 West Madison St ,Mangum,OK,73554.0,PK-04,22
GREER,MANGUM,28I001,510,MANGUM MS,233.0,(580) 782-5912,Barbara Gahagan,401 North Oklahoma Ave,Mangum,OK,73554.0,8-May,28
GREER,MANGUM,28I001,705,MANGUM HS,181.0,(580) 782-3343,Travis Reese,301 North Oklahoma Ave,Mangum,OK,73554.0,12-Sep,26
GREER,GRANITE,28I003,105,GRANITE ES,207.0,(580) 535-2104,Listena Prickett,PO Box 98,Granite,OK,73547.0,PK-08,23
GREER,GRANITE,28I003,715,GRANITE HS,69.0,(580) 535-2104,Listena Prickett,PO Box 98,Granite,OK,73547.0,12-Sep,17
HARMON,HOLLIS,29I066,105,HOLLIS ES,292.0,(580) 688-3616,Amy Estes,PO Box 193,Hollis,OK,73550.0,PK-05,24
HARMON,HOLLIS,29I066,510,HOLLIS MS,118.0,(580) 688-2707,Marty Webb,PO Box 193,Hollis,OK,73550.0,8-Jun,22
HARMON,HOLLIS,29I066,705,HOLLIS HS,130.0,(580) 688-2707,Marty Webb,PO Box 193,Hollis,OK,73550.0,12-Sep,23
HARPER,LAVERNE,30I001,105,LAVERNE ES,349.0,(580) 921-5025,Tim Allen,PO Box 40,Laverne,OK,73848.0,PK-08,36
HARPER,LAVERNE,30I001,705,LAVERNE HS,139.0,(580) 921-3361,Kyndra Allen,PO Box 40,Laverne,OK,73848.0,12-Sep,21
HARPER,BUFFALO,30I004,105,BUFFALO ES,229.0,(580) 735-2448,Kenneth Horn,PO Box 130,Buffalo,OK,73834.0,PK-08,27
HARPER,BUFFALO,30I004,715,BUFFALO HS,59.0,(580) 735-2448,Kenneth Horn,PO Box 130,Buffalo,OK,73834.0,12-Sep,18
HASKELL,WHITEFIELD,31C010,105,WHITEFIELD PUBLIC SCHOOL,130.0,(918) 967-8572,Scott Shepherd,PO Box 178,Whitefield,OK,74472.0,PK-08,11
HASKELL,KINTA,31I013,105,KINTA ES,118.0,(918) 768-3338,Jim Jenson,PO Box 219,Kinta,OK,74552.0,PK-08,14
HASKELL,KINTA,31I013,705,KINTA HS,77.0,(918) 768-3338,Patricia Deville,PO Box 219,Kinta,OK,74552.0,12-Sep,10
HASKELL,STIGLER,31I020,105,STIGLER ES,603.0,(918) 967-8835,John Mcclain,309 Northwest 'e' St ,Stigler,OK,74462.0,PK-04,48
HASKELL,STIGLER,31I020,505,STIGLER MS,400.0,(918) 967-2521,Tony Gilmore,309 Northwest 'e' St ,Stigler,OK,74462.0,8-May,39
HASKELL,STIGLER,31I020,705,STIGLER HS,393.0,(918) 967-8834,David Morgan,309 Northwest 'e' St ,Stigler,OK,74462.0,12-Sep,48
HASKELL,MCCURTAIN,31I037,105,MCCURTAIN ES,162.0,(918) 945-7236,Deward Palmer,PO Box 189,Mccurtain,OK,74944.0,PK-08,19
HASKELL,MCCURTAIN,31I037,705,MCCURTAIN HS,64.0,(918) 945-7237,Perry Arnwine,PO Box 189,Mccurtain,OK,74944.0,12-Sep,19
HASKELL,KEOTA,31I043,105,KEOTA ES,306.0,(918) 966-3141,Twylah Morris,110 Northeast 6Th St ,Keota,OK,74941.0,PK-08,32
HASKELL,KEOTA,31I043,705,KEOTA HS,122.0,(918) 966-3950,Richard Reed,110 Northeast 6Th St ,Keota,OK,74941.0,12-Sep,21
HUGHES,MOSS,32I001,105,MOSS ES,194.0,(405) 379-7251,Tina Cartwright,8087 East 134 Rd,Holdenville,OK,74848.0,PK-08,18
HUGHES,MOSS,32I001,705,MOSS HS,98.0,(405) 379-7251,Bobby Sifers,8087 East 134 Rd,Holdenville,OK,74848.0,12-Sep,12
HUGHES,WETUMKA,32I005,105,WETUMKA ES,327.0,(405) 452-3245,Robin Gann,416 South Tiger St ,Wetumka,OK,74883.0,PK-08,32
