X,Y,OBJECTID,SITE_NO,DATE_VERIF,HIGH_TIDE,TIDE_HEIGHT,MAP_NAME,ESTUARY_BAY,TIME,WATER_DEPTH,EEL_GRASS,EST_COVER
1204729.57384805,657981.774895146,203,129,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,12:30 PM,5,N, 
1205161.57495256,658896.445966065,204,225,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,12:35 PM,8,N, 
1206232.77786264,659015.045138314,205,137,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,12:45 PM,7,Y,M
1208742.59895848,676855.045875564,206,89,08-Oct-02,11:17 A,3.90000009,Mystic,Palmer/West Cove Area,9:55 AM,8,N, 
1208305.62903188,676559.700993806,207,88,08-Oct-02,11:17 A,3.90000009,Mystic,Palmer/West Cove Area,10:00 AM,5,N, 
1206321.69697614,677234.676021814,208,95a,08-Oct-02,11:17 A,3.90000009,Mystic,Palmer/West Cove Area,10:15 AM,6,N, 
1206237.38513689,677452.56895873,209,95b,08-Oct-02,11:17 A,3.90000009,Mystic,Palmer/West Cove Area,10:20 AM,6,N, 
1206070.98291063,677633.312035561,210,95c,08-Oct-02,11:17 A,3.90000009,New London,Palmer/West Cove Area,10:25 AM,7,N, 
1205364.99810214,679849.894872725,211,95d,08-Oct-02,11:17 A,3.90000009,New London,Palmer/West Cove Area,10:30 AM,7,N, 
1205683.56701881,677957.889142305,212,95e,08-Oct-02,11:17 A,3.90000009,New London,Palmer/West Cove Area,10:35 AM,6,N, 
1205546.22214913,677956.69787173,213,95f,08-Oct-02,11:17 A,3.90000009,New London,Palmer/West Cove Area,10:40 AM,6,N, 
1206631.80495173,676326.430134892,214,93,08-Oct-02,11:17 A,3.90000009,Mystic,Palmer/West Cove Area,11:50 AM,10,N, 
1214992.79511946,687441.460070148,215,113,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,1:45 PM,4,N, 
1216590.03897221,686945.866901234,216,116a,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,1:55 PM,5,N, 
1213464.83196805,680249.37012364,217,001a,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,2:15 PM,5,N, 
1213511.56284572,681160.739035815,218,002,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,2:20 PM,10,N, 
1217809.25011647,679778.746064886,219,003,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,2:30 PM,10,Y,M/L
1223175.69509222,684565.596071228,220,183a,08-Oct-02,11:17 A,3.90000009,Mystic,Quiambog Cove Area,3:10 PM,5,Y,M
1226105.74303789,682589.2601289,221,182a,08-Oct-02,11:17 A,3.90000009,Mystic,Quiambog Cove Area,3:13 PM,6,Y,M
1224814.93590823,682576.985875234,222,182b,08-Oct-02,11:17 A,3.90000009,Mystic,Quiambog Cove Area,3:12 PM,6,Y,M
1222273.2169103,684156.298989564,223,183c,08-Oct-02,11:17 A,3.90000009,Mystic,Quiambog Cove Area,4:00 PM,6,Y,M
1219619.51290014,683038.426881477,224,185,08-Oct-02,11:17 A,3.90000009,Mystic,Quiambog Cove Area,NR,11,N, 
1212512.27416189,676196.20697014,225,201a,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,4:30 PM,11,Y,M
1212266.98790705,675975.382936731,226,201b,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,4:35 PM,7,Y,M
1181490.63902681,680383.911849305,227,108b,04-Oct-02,11:17 A,3.0999999,New London,New London Harbor Area,10:25 AM,7,Y,M/L
1216590.03897221,686945.866901234,228,116b,08-Oct-02,11:17 A,3.90000009,Mystic,Mystic Harbor Area,1:57 PM,7,Y,M
1227313.13498005,674110.726889148,229,001b,08-Oct-02,11:17 A,3.90000009,Mystic,Stonington Harbor Area,2:17 PM,5,N, 
1224862.2609448,683379.073837981,230,183b,08-Oct-02,11:17 A,3.90000009,Mystic,Quiambog Cove Area,3:12 PM,10,Y,M
1221971.81593831,684080.599009722,231,183d,08-Oct-02,11:17 A,3.90000009,Mystic,Quiambog Cove Area,4:10 PM,6,Y,M
1202173.28598164,661129.928047642,232,125d,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:45 AM,10,N, 
1201261.21989238,661705.175912887,233,125e,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:50 AM,10,N, 
1207758.89193639,660558.737917066,234,132,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,12:55 PM,5,Y,M/L
1208496.58009355,664208.976023391,235,224a,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:05 PM,6,N, 
1209237.07598789,664397.682995066,236,224b,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:10 PM,14,Y,M
1210391.44802298,664407.890979886,237,224c,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:15 PM,12,Y,M
1212156.68005681,663731.292923644,238,224d,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:20 PM,8,Y,M
1214672.51688863,665174.995088726,239,222,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:30 PM,11,Y,M
1215657.30986655,665694.05507423,240,223,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:40 PM,11,Y,M
1216873.24706723,664976.381968901,241,220,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:45 PM,9,Y,M/L
1217638.13005188,665493.515120983,242,219,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,1:50 PM,12,Y,M
1223565.70415471,669411.048952565,243,217,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,2:20 PM,15,N, 
1226063.53610131,669726.222862899,244,218,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,2:25 PM,9,Y,M
1229112.63302147,669864.788858727,245,147,03-Oct-02,7:17 AM,2.79999995,Mystic - Fishers,Fisher Island Area,2:15 PM,16,Y,M
1150490.83586906,673141.767869055,246,268,10-Oct-02,2:01 AM,0,Niantic,Niantic Bay Area,4:10 PM,5,Y,M
