uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
219969.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,DC,201,Mott Haven and Melrose (CD1),Summer 2009,06/01/2009,24.8
219972.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,DC,202,Hunts Point and Longwood (CD2),Summer 2011,06/01/2009,22.71
164883.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2014,06/01/2009,24.69
164879.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2009,06/01/2009,26.88
219970.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,iCD,205,Fordham and University Heights (CD5),Summer 2009,06/01/2009,26.75
219969.0,386.0,Nitrogen Dioxide (NO2),Mena,ppb,CD,245,Belmont and East Tremont (CD6),Summer 2009,06/01/2009,23.88
164885.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2008-09,06/01/2009,23.31
130359.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2009,06/012009,19.53
164876.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2013,06/01/2009,21.07
164930.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,D,210,Throgs Neck and Co-op City (CD10),Summer 2009,06/01/2009,17.24
164878.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2008-09,06/01/2009,19.41
216498.0,383.0,Nitrogen Dioxide (NO2),Mhean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2013,06/01/2009,17.61
164885.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg C(D1),Summer 2009,60/01/2009,22.74
130422.0,661.0,Nitrogen Dioxide (NO2),Mean,ppb,DC,302,Fort Greene and Brooklyn Heights (CD2),Summer 2009,06/01/2009,25.95
219976.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,400,Bedford Stuyvesant (CD3),Summer 2009,06/01/2009,23.83
219974.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2009,06/01/2009,21.76
216499.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2011,06/01/2009,18.95
164931.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2014,06/01/2009,24.63
219975.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2009,06/01/2009,22.47
216499.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crwon Heights and Prospect Heights (CD8),Winter 2008-09,06/01/2009,24.26
164878.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2011,06/01/2009,23.51
219971.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Bay Ridge and Dyker Heights (CD10),Summer 2009,06/01/2009,20.38
164881.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2009,06/01/2009,19.2
130361.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2009,06/01/2009,21.82
219969.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2009,06/01/2009,13.73
164883.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2009,60/01/2009,20.75
164883.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2014,06/01/2009,15.63
130421.0,641.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2008-09,06/01/2009,21.58
164878.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2013,06/01/2009,21.21
219972.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2014,06/01/2009,15.52
219972.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2009,06o/01/2009,21.22
219969.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2009,06/01/2009,21.4
164879.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2014,06/01/2009,21.71
164881.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2008-09,06/01/2009,22.96
164879.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2009***,06/01/2009,19.71
164885.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2013,06/01/2009,21.16
130387.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,gCD,407,Flushing and hWitestone (CD7),Summer 2009,06q/01/2009,19.23
219970.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2013,06/01/2009,18.96
164931.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2009,06/01/2009,19.99
219971.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CoD,410,South Ozone Park and Howard Beach (CD10),Summer 2009,06/01/2009,17.65
164877.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Bayside and Little Neck (CD11),Summer 2009,06/01/2009,17.21
164880.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2012,06/01/2009,18.47
164876.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2010,06/01/2009,16.02
219970.0,661.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2008-09,06/01/2009,8.44
164876.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2013,06/01/2009,17.45
130423.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach anud Willowbrook (CD2),Summer 2009,06/01/209,12.89
164881.0,386.0,Nitrogen Dioxide (NO2),Mean,pb,CD,503,Tottenville and Great Kills (CD3),Summer 2009,06/01/2009,10.81
164880.0,650.0,Nitrogen Dioxide (NO2),Maen,ppb,CD,101,Financial District (CD1),Winter 2008-09,06/01/2010,31.24
164878.0,640.0,Nitrogen Dioxide (NO2),Mean,pb,CD,102,Greenwich Village and Soho (CD2),Winter 2008-09,06/01/2010,29.66
164877.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2010,06/01/2010,26.42
216498.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2014,06/01/2010,31.25
164878.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2010,06/01/2010,41.44
216499.0,386.0,Nitrogen Dioxide (NO2),ean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2013,06/01/2010,34.62
164931.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,pper West Side (CD7),Summer 2010,06/01/200,26.69
219971.0,386.0,Nitrogen Dioxide (NO2),Mean,pb,CD,108,Upper East Side (CD8),Summer 2010,06/01/2010,29.14
164877.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2010,06/01/2010,25.39
130372.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2008-09,06/01/2010,25.56
219975.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,ast Harlem (CD11),Summer 2013,06/01/2010,24.34
164876.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2010,06/01/2010,22.35
164885.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2014,06/01/2010,22.42
219972.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2011,06/01/2010,20.53
130512.0,386.0,Nitrogen Dioxide (NO2),eMan,ppb,D,203,Morrisania and Crotona (CD3),Summer 2010,06/01/2010,22.1
130412.0,653.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2008-09,06/01/2010,24.0
216499.0,639.0,Nitrogen Dioxide (NO2),Mean,pbpb,CD,205,Fordham and University Heights (CD5),Summer 2010,06/01/2010,24.06
130484.0,386.0,Nitrogen Dioxide (NO2),Maen,ppb,CyD,284,Belmont and East Tremont (CD6),Summer 2010,06/01/2010,21.71
164885.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2010,06/01/2010,21.48
219975.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,D,208,Riverdale and Fieldston (CD8),Summer 2010,06/01/2010,18.09
130359.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2010,06/01/2010,19.29
130365.0,645.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2010,06/01/2010,16.69
216498.0,639.0,Nitrogen Dioxide (NO2),Mean,pbp,CD,211,Morris Park and Bronxdale (CD11),Summer 2010,06/0/2010,18.45
164881.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,mCD,212,Williamsbridge and Baychester (CD12),Summer 2010,06/01/2010,17.48
164931.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2010,06/01/2010,21.44
164879.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2010,06/01/2010,23.47
164877.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,334,Bedford Stuyvesant (CD3),Summer 2010,06/01/2010,21.54
164885.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwicnk (CD4),Summer 2010,06/01/2010,19.98
219969.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2010,06/01/2010,17.63
130364.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2010,06/01/2010,21.9
219970.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2010,06/01/2010,19.66
130387.0,383.0,Nitrogen Dioxide (NO2),Mean,pbp,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2010,06/01/2010,21.63
164931.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2010,06/01/2010,20.8
130365.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2010,06/01/2010,18.08
130512.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,360,Bensonhurst (CD11),Summer 2010,06/01/2010,17.18
164884.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2010,06/01/2010,19.15
164878.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2010,06/01/2010,12.65
219975.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2010,06/01/2010,18.28
219969.0,386.0,Nitrogen Dioxide (NO2),Mean,ppeb,CD,315,Sheepshead Bay (CD15),Summer 2010,06/01/2010,14.44
219976.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2010,06/01/2010,19.57
164930.0,386.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2010,06/01/2010,18.94
219976.0,383.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2010,06/01/2010,14.3
164930.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2010,06/01/2010,20.01
130364.0,648.0,Nitrogen Dioxide N(O2),Mean,ppb,CD,402,kWoodside and Sunnyside (CD2),Summer 2010,06/01/2010,20.49
130373.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2010,06/01/2010,20.2
219973.0,639.0,Nitrogen Dioxide (NO2),Mean,ppzb,CD,404,Elmhurst and Corona (CD4),Summer 2010,06/01/2010,21.39
130359.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2010,06/01/2010,18.4
216498.0,650.0,Nitrogen Dioxide (NO2),Man,ppb,CbD,406,Rego Park and Forest Hills (CD6),Summer 2010,06/01/2010,19.61
219975.0,661.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Slummer 2010,06/01/2010,17.79
164880.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 010,06/01/2010,17.72
219970.0,650.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2010,06/01/2010,18.82
219971.0,661.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2010,06/01/2010,17.03
130422.0,641.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,500,Bayside and Little Neck (CD11),Summer 2010,06/01/2010,16.38
164879.0,661.0,Nitrogen Dioxie (NO2),Melan,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2010,06/01/2010,17.99
164881.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2010,06/01/2010,16.19
216498.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,9.96
219973.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2010,06/01/2010,16.26
164885.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willobwrook (CD2),Summer 2010,06/01/2010,11.99
130371.0,645.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3)***,Summer 2010,06/01/2010,9.42
164930.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2011,06/01/2011,31.02
130423.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Smumer 2011,06/01/2011,29.44
151552.0,653.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2011,06/q01/2011,26.23
216498.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clintyon and Chelsea (CD4),Summer 2011,06/01/2011,30.93
164879.0,640.0,Nitrogen Dioxiqde (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2011,06/0/12011,41.53
130412.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2011,06/01/2011,34.67
219971.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,DC,107,Upper West Side (CD7),Summer 2011,06/01/2011,25.77
130374.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2011,06/01/2011,28.77
164879.0,653.0,Nitrogen Dioxide (NO2),fMean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2011,06/01/2011,23.68
164883.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2011,06/01/2011,24.0
130364.0,653.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Summer 2011,06/01/2011,23.21
164885.0,647.0,Nitrogen Dioxide (NO2),Mezan,ppb,CD,112,Washington Heights and Inwood (CD12),cSummer 2011,06/01/2011,20.26
219976.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2011,06/01/2011,21.06
164879.0,653.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2011,06/01/2011,19.4
164880.0,639.0,Nitrogzen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2011,06/01/2011,20.59
130524.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD),Summer 2011,06/01/201,22.2
164877.0,650.0,Nitrogen Dioxide (NO2),Man,ppb,CD,205,Fordham and University Heightsd (CD5),Summer 2011,06/01/2011,22.24
219972.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Belmont and East Tremont (CD6),Summer 2011,06/01/2011,20.25
216498.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Sumer 2011,06/01/2011,19.95
164876.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2011,06/01/2011,16.31
219976.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2011,06/01/2011,18.37
219972.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2011,06/01/2011,16.19
164881.0,639.0,Nitrogen Dioxide (NO2),Mena,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2011,06/01/2011,17.59
130390.0,641.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2011,06/01/2011,16.66
164881.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,D,301,Greenpoint and Williamsburg (CD1),Summer 2011,06/01/2011,21.37
130361.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2011,06/01/2011,23.13
219970.0,645.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,348,Bedford Stuyvesant (CD3),Summer 2011,06/01/2011,21.38
164879.0,640.0,Nitrogen Dioxid (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2011,06/01/2011,19.96
216498.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrtt City (CD5),Summer 2011,06/01/2011,17.57
164876.0,645.0,Nitrogen Dioxide (NO2),eMan,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2011,06/01/2011,21.44
164880.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2011,06/01/2011,19.31
130390.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2011,06/01/2011,21.39
216499.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2011,06/01/2011,20.55
130372.0,657.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,Bay Ridge and Dyker Heights (CD10),Summer 2011,06/01/2011,18.06
219976.0,648.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bensonhurst (CD11),Summer 2011,06/01/2011,17.26
216498.0,647.0,Nitroge Dioxide (NO2),Meapn,ppb,CD,312,Borough Park (CD12),Summer 2011,06/01/2011,18.99
164930.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2011,06/01/2011,12.93
164878.0,661.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2011,06/01/2011,18.14
219975.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CyD,315,Sheepshead Bay (CD15),Summer 2011,06/01/2011,14.61
216498.0,652.0,Nitrogen Dioxide (fNO2),Mean,ppb,CD,316,Brownsville r(CD16),Summer 2011,06/01/2011,19.48
130484.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbsuh (CD17),Summer 2011,06/1/2011,18.77
130372.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2011,06/01/2011,14.28
219973.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2011,06/01/2011,19.63
130359.0,639.0,Nitrogen Dioxide (NO2),Mdean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2011,06/01/2011,20.5
216499.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2011,06/01/2011,20.06
130374.0,659.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2011,06/01/2011,21.41
164879.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2011,06/01/2011,18.46
164930.0,647.0,Nitrogen Dioxide (N2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2011,06/01/2011,19.58
130421.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2011,06/01/20t11,17.39
130365.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2011,06/01/2011,17.23
219971.0,641.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2011,06/01/2011,18.65
164877.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2011,06/01/2011,16.78
216499.0,650.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,499,Bayside and Little Neck (CD11),Summer 2011,06/01/2011,15.75
164931.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (nCD12),Summer 2011,06/01/2011,17.34
219971.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2011,06/01/2011,15.36
164880.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2011,06/01/2011,9.81
164877.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2011,06/01/2011,16.24
219969.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2011,06/01/2011,11.89
164876.0,645.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2011,06/01/2011,8.32
164877.0,653.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2012,06/01/2012,29.25
164881.0,650.0,Nitrogen Dioxide (NO2),Medan,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2012,06/01/2012,27.46
130361.0,653.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2012,06/01/2012,24.26
219976.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2012,06/01/2102,28.92
164885.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2012,06/01/2012,40.34
130365.0,650.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2012,06/01/2012,33.13
216499.0,640.0,Niatrogen Dioxide (NO2),Mean,ppb,CkD,107,Upper West Side (CD7),Summer 2012,06/01/2012,23.57
219969.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,DC,108,Upper East Side (CD8),Summer 2012,06/01/212,26.96
216498.0,659.0,Nitrogen Dioxide (NO2),Mean,ppb,fCD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2012,06/01/2012,21.51
216498.0,653.0,Nitrogen Dioxide (NpO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2012,06/01/2012,21.94
164880.0,645.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Summer 2012,06/01/2012,21.13
164883.0,659.0,Nitrogen Dioxide (NO2),Meann,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2012,06/01/2012,18.37
219974.0,640.0,Nitrogen Dioxide (NO2),Maen,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2012,06/01/2012,19.14
164878.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point andLongwood (CD2),Summer 2012,06/01/2012,17.78
130412.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2012,06/01/2012,18.97
216498.0,645.0,Nitrogen Dioxid (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2012,06/01/2012,20.36
130364.0,647.0,Ntirogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2012,06/01/2012,20.62
130372.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,277,Belmont and East Tremont (CD6),Summer 2012,06/01/2012,18.82
219975.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2012,06/01/2012,18.61
130359.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2012,06/01/2012,14.81
164885.0,647.0,Nitrogen Dioxide (NO2),Mean,ppb,DC,209,Parkchester and Soundview (CD9),Summer 2012,06/01/2012,17.1
219972.0,648.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Thrqogs Neck and Co-op City (CD10),Summer 2012,06/01/2012,15.29
216498.0,639.0,Nitrogen Dioxide (NO2),Mena,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2012,06/01/2012,16.52
219983.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2012,6/01/2012,15.7
164877.0,650.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2012,06/01/2012,19.46
164880.0,653.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2012,06/01/2012,21.17
164885.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,319,Bedford Stuyvesant (CD3),Summer 2012,06/01/2012,19.68
219975.0,639.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2012,06/01/2012,18.39
219970.0,640.0,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2012,06/01/2012,16.12
