objectid,dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe,vdatum,depthvalue,lenunit,velocity,bferevert,deprevert,sourcecit,hydroid,cstmdlid
320218,35049C,1526115_289,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
320761,35049C,1526115_58,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
320841,35049C,1526115_66,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
321164,35049C,1526115_179,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
321185,35049C,1526115_254,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1526115_1,1549138_-9999
321311,35049C,1526115_269,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
322080,35049C,1526115_316,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
322288,35049C,1526115_44,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
322207,35049C,1526115_169,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
322660,35049C,1526115_321,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
322303,35049C,1526115_104,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
322323,35049C,1526115_91,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
322994,35049C,1526115_147,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
323245,35049C,1526115_97,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
323296,35049C,1526115_271,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
323138,35049C,1526115_146,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
323576,35049C,1526115_225,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
324157,35049C,1526115_175,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
324267,35049C,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
324268,35049C,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
324269,35049C,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
324270,35049C,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
324020,35049C,1526115_45,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
324532,35049C,1526115_141,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
324732,35049C,1526115_312,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
325247,35049C,1526115_237,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
324880,35049C,1526115_109,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
324882,35049C,1526115_199,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
325453,35049C,1526115_86,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
325536,35049C,1526115_43,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
325328,35049C,1526115_223,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
326053,35049C,1526115_261,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
325870,35049C,1526115_331,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY12,1549138_-9999,1549138_-9999
326349,35049C,1526115_273,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
326372,35049C,1526115_231,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FHBM1,1549138_-9999,1549138_-9999
326449,35049C,1526115_81,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
326134,35049C,1526115_6,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
326872,35049C,1526115_129,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
327781,35049C,1526115_205,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
327804,35049C,1526115_155,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
327451,35049C,1526115_62,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
327471,35049C,1526115_22,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
327934,35049C,1526115_184,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
327939,35049C,1526115_7,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
327942,35049C,1526115_87,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
328461,35049C,1526115_16,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
328621,35049C,1526115_213,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
328257,35049C,1526115_130,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
328830,35049C,1526115_83,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
328977,35049C,1526115_96,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
329107,35049C,1526115_65,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
329619,35049C,1526115_150,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
329720,35049C,1526115_198,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
329877,35049C,1526115_3,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
329472,35049C,1526115_17,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
329514,35049C,1526115_107,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
330063,35049C,1526115_272,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
330173,35049C,1526115_174,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
329970,35049C,1526115_12,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
330902,35049C,1526115_263,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
331212,35049C,1526115_314,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
332416,35049C,1526115_257,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
332686,35049C,1526115_276,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
332707,35049C,1526115_79,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
333082,35049C,1526115_4,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
333128,35049C,1526115_260,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
333303,35049C,1526115_245,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FHBM1,1549138_-9999,1549138_-9999
334061,35049C,1526115_127,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
333730,35049C,1526115_158,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
334330,35049C,1526115_161,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
334578,35049C,1526115_37,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
334714,35049C,1526115_149,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
334799,35049C,1526115_282,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
334804,35049C,1526115_222,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
334685,35049C,1526115_295,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
335328,35049C,1526115_108,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
335053,35049C,1526115_33,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
335595,35049C,1526115_241,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
335784,35049C,1526115_14,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
335884,35049C,1526115_106,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
336587,35049C,1526115_102,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
336806,35049C,1526115_306,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
336813,35049C,1526115_265,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
337210,35049C,1526115_320,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
339021,35049C,1526115_98,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
338882,35049C,1526115_122,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
339334,35049C,1526115_23,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
339385,35049C,1526115_266,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
339308,35049C,1526115_334,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY12,1549138_-9999,1549138_-9999
339955,35049C,1526115_0,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
340299,35049C,1526115_40,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
340462,35049C,1526115_304,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
340636,35049C,1526115_156,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
340889,35049C,1526115_152,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
340770,35049C,1526115_90,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
340974,35049C,1526115_284,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
340998,35049C,1526115_315,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
341500,35049C,1526115_251,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1526115_1,1549138_-9999
341533,35049C,1526115_124,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
341403,35049C,1526115_56,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
341810,35049C,1526115_112,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
342498,35049C,1526115_121,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
342268,35049C,1526115_323,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
342820,35049C,1526115_52,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847144,35001C,1549138_7575,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847136,35001C,1549138_6600,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847145,35001C,1549138_5705,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847146,35001C,1549138_5660,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847147,35001C,1549138_6052,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847137,35001C,1549138_5518,AH,FLOODWAY,T,4998.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847148,35001C,1549138_5559,AO,FLOODWAY,T,-9999.0,NAVD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847149,35001C,1549138_6159,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847150,35001C,1549138_5815,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847138,35001C,1549138_5856,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847151,35001C,1549138_5580,AE,FLOODWAY,T,6061.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847139,35001C,1549138_6578,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847152,35001C,1549138_5682,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847140,35001C,1549138_6039,AH,FLOODWAY,T,4933.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847153,35001C,1549138_6595,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847141,35001C,1549138_6631,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847142,35001C,1549138_5693,AE,FLOODWAY,T,5097.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847143,35001C,1549138_6102,AH,FLOODWAY,T,5075.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847154,35001C,1549138_6644,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
343257,35049C,1526115_204,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
343029,35049C,1526115_84,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
343692,35049C,1526115_71,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
344411,35049C,1526115_49,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
344567,35049C,1526115_160,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
344588,35049C,1526115_313,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
344627,35049C,1526115_290,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
344806,35049C,1526115_208,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
345489,35049C,1526115_292,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
345230,35049C,1526115_229,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
345951,35049C,1526115_244,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FHBM1,1549138_-9999,1549138_-9999
346205,35049C,1526115_136,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
346652,35049C,1526115_287,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
346673,35049C,1526115_252,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1526115_1,1549138_-9999
346817,35049C,1526115_194,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
346767,35049C,1526115_131,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
346464,35049C,1526115_70,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
346986,35049C,1526115_41,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
347076,35049C,1526115_94,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
346867,35049C,1526115_240,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
347657,35049C,1526115_173,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
