OBJECTID,GlobalID,Class,GIS_Acres,created_user,created_date,last_edited_user,last_edited_date,DONOTEDIT_OGCLASS,Shape_Length,Shape_Area
1170,{3CDC4CAC-C2BE-46B3-A066-749E4DC9C8F5},K,9.81794203,,,,,,2103.22280641454,39731.8048244362
1171,{8F808593-8826-45AE-A9FF-05BF9D1BA59D},K,13.85383302,,,,,,1286.39846917788,56064.4890023092
1172,{6EEFFFCA-2DD3-4B15-B203-3333D05BD5F0},K,34.75344077,,,,,,2834.37444841545,140642.185608
1173,{5D6BD9BA-94F8-42E5-BC93-AB8D6A876A89},K,12.90886241,,,,,,3698.95801533623,52240.310477502
1174,{D9F79F73-EE16-4633-A415-D1A4C38CF699},K,15.70665912,,,,,,1656.00649271551,63562.5946725515
1175,{2CD42C4E-3EC8-449C-A43B-3451ABBEF902},K,168.54371415,,,,,,3542.18264976903,682072.198311275
1176,{1D3AA266-2A65-4620-9AE0-3524D7300838},K,16.13102905,,,,,,1812.97463643649,65279.9584231137
1177,{1D5C88B0-0041-489F-8921-2955943EF8DB},K,15.42792119,,,,,,1823.96794184723,62434.5818412327
1178,{10BD2AE4-8B46-417C-8ADF-2CAC775E4B2B},K,15.42993211,,,,,,1209.16548871029,62442.7198587966
1179,{47A13CDA-998D-47A8-B5F9-D5227A1C2CE9},K,12.88498405,,,,,,1433.85793605582,52143.6793168808
1180,{A728714D-96EE-4140-913F-547D3A0E967C},K,8.74555042,,,,,,1207.56063538822,35391.9848761021
1181,{3D01E032-AE83-4708-80A6-06827F1BFD9C},K,17.41020524,,,,,,4094.09350029673,70456.6055836458
1182,{1E4BDD6C-1609-4738-A4F1-4124C4699FEF},K,5.29519898,,,,,,935.828018195823,21428.9100046365
1183,{7FFDD0DD-6F53-4DD5-82AF-C90C216B73C1},K,12.6345694,,,,,,1229.68433111498,51130.286053938
1184,{ABFA37F6-0985-4B3C-B14F-562024DDFD1B},K,20.32371206,,,,,,1427.62175149768,82247.1435851537
1185,{21A439A3-726B-4489-B9AF-D8F9B20D3EF3},K,38.87206906,,,,,,3182.39231602067,157309.681120686
1186,{C94AA4F8-06A3-46FE-A64C-64AAC499747D},K,3564.2959644,,,,,,35653.3128817479,14424193.9937941
1187,{39E87536-5BCE-4397-8DBB-CA6844482B5C},K,6.24966656,,,,,,908.150615915328,25291.5023439882
1188,{4809DE38-F5CD-432D-8827-61556F3DD53E},K,39.82452715,,,,,,6752.85858783949,161164.153473298
1189,{2D5DE0D9-F0E5-45B3-913C-4727B44D77E6},K,1145.64846234,,,,,,42674.0129139554,4636274.85478415
1190,{0565313A-75B1-42E7-999F-64149414A8E2},K,20.32553871,,,,,,1808.22925031741,82254.5353642813
1191,{0A10E215-2B1E-4743-8AB4-3D8B0836A8C0},K,36.01933026,,,,,,1862.67961930355,145765.060949556
1192,{A85713E4-564D-4F0D-A2DA-0DCD59940D06},K,22.00057501,,,,,,2490.20787897085,89033.1664092399
1193,{70607947-5CE2-4F3A-9071-E0041C91E074},K,6.44767357,,,,,,1251.55033169882,26092.8069567349
1194,{020C1A91-F30C-43A8-BD25-7E62A2B8FF05},K,5.09312879,,,,,,1259.97411892061,20611.1633880178
1195,{F43DCE1C-265D-4935-A387-B25AD87B0A60},K,2.76790606,,,,,,865.208225979768,11201.3192300018
1196,{F5614BB8-A81A-40C8-B74E-E6B676E6F2F7},K,13.29726979,,,,,,1095.96300964699,53812.1416584235
1197,{0126625C-79A1-4693-BD00-80A4ED691C96},K,4.58801097,,,,,,685.047958208289,18567.0216751196
1198,{1F0CA32F-4D1B-4D9D-B65A-4041E967A6B6},K,144.35400737,,,,,,4942.0447803825,584179.942840204
1199,{18234BEA-01E1-4AF4-B849-8729758C9AED},K,9.500666,,,,,,1057.22955077697,38447.8303246143
1200,{3719E135-7969-41C2-8A11-ADC7E0EFC5BA},K,18.42180706,,,,,,1829.31381844722,74550.400082389
1201,{12D0D0B8-14D1-462A-8A49-399771688FE9},K,46.1349001,,,,,,2060.75588687119,186701.314640928
1202,{73F45F16-CBB9-401A-95D8-AC44BB5D5D8F},K,10.6847366,,,,,,1267.99923048118,43239.598856864
1203,{399A2374-D5F2-4BD7-9FA0-2A8436F6D039},K,14050.94824535,,,,,,193241.122416494,56862170.198555
1204,{DFB84765-6C2C-4416-AFC5-D02F4CF07543},K,57.38101663,,,,,,2128.30231225427,232212.730327363
1205,{C4336F56-3ABC-465F-8BD2-6BB1A8B688BE},K,368.72742086,,,,,,15156.918784434,1492186.93614749
1206,{028F4A8D-2268-4661-A788-E87A34E23ACD},K,34.68183381,,,,,,2951.35844629363,140352.398739509
1207,{7CA22AF5-C1DD-44CF-AEC9-36529C9EEC78},K,173.48962557,,,,,,7274.43891367545,702087.605990173
1208,{049FFD7A-8A5F-4336-8C6C-F17DADDFCC36},K,17.7866527,,,,,,1584.88252605449,71980.0354691215
1209,{6F6210C0-6CB8-4AF7-873A-1EA6E23663E4},K,7.21505817,,,,,,742.350191207458,29198.2992276045
1210,{C6DD1C23-6478-4323-9897-87B286C1035B},K,316.27177111,,,,,,10735.0101758514,1279906.45072667
1211,{BCCF1330-4F72-4EAC-ABBD-941EAE7E3682},K,14.39244705,,,,,,1433.03633668357,58244.1669428967
1212,{A56D03B1-CD61-4035-A16E-BFB5467F4FC8},K,29.28897638,,,,,,2186.91656234096,118528.284943013
1213,{FBE20DC8-85C2-4DC5-AF40-1F619C6CD8EB},K,57438.98105365,,,,,,231463.268848638,232447309.302608
1214,{4EB6A8CB-399F-4892-8DF2-0CDF0C46A974},K,701.74490057,,,,,,20321.7938300394,2839860.84864328
1215,{5C456616-7980-45C1-9E1A-E59DB6142496},K,5.51163409,,,,,,749.685188993475,22304.7896977812
1216,{5327777F-4E29-4255-A99C-84D88A34B6AD},K,9.37367369,,,,,,1284.18345473776,37933.9138080283
1217,{E0B92EA9-74D9-4710-A193-95E21CA8799E},K,9.57188159,,,,,,1381.87287216795,38736.031410348
1218,{BCC10384-87AD-45DE-9739-76244E6B20A2},K,19.42595561,,,,,,1215.22323729721,78614.0537252524
1219,{1C40D709-D489-46B5-AD08-24848E8AF845},K,184.10880109,,,,,,7201.85021596048,745061.886598083
1220,{75D3FFE3-F5C4-494B-BF4F-212C71EEB035},K,13.9571212,,,,,,1145.87577023067,56482.4675373463
1221,{7A98E868-7E3C-4F7B-BCFB-56F4F74CC499},K,16.65591742,,,,,,1331.26666962729,67404.1041548596
1222,{A28BEF86-61A3-4FF6-8900-3280E004BD94},K,21.18649978,,,,,,1804.10380654981,85738.72887278
1223,{C1C7A296-309C-4EEE-81FC-B6B7E20AD416},K,1951.55955468,,,,,,39385.178652102,7897681.31093172
1224,{F800DEF3-1EC5-48CE-8C97-BDE78582EDB2},K,19.72891104,,,,,,2197.18716217705,79840.0729909476
1225,{EAAD62D8-DBF1-42AA-B990-61C3FA70964B},K,61.58173866,,,,,,3258.77723357381,249212.447519193
1226,{DAAEA1A3-72E5-4A8F-931F-249683FB5755},K,9.91472805,,,,,,1377.0762255221,40123.480102644
1228,{DA8BBD31-B064-45A4-9397-7238789A52EC},K,9.43760233,,,,,,1298.13306296535,38192.6172712314
1229,{41B42452-7EA5-4C23-AA70-1F19B4BA8E38},K,524.50838229,,,,,,9622.47458764276,2122610.1101866
1230,{901F8F58-3184-4A7C-8D8B-872EE8EE0075},K,8.76587652,,,,,,1040.02787914691,35474.2389252701
1231,{77A927A6-FBC3-46FC-BB79-A6F640F959B4},K,228.45127378,,,,,,6267.68930114061,924509.50026447
1232,{D382C5CC-9CA3-44C8-BE8A-95D70C97DDB7},K,7.99734842,,,,,,1104.68140361937,32364.126433128
1233,{960F75DD-EE82-472B-B6E9-6F8A307BBFB9},K,908.38646693,,,,,,14832.7792653938,3676109.61216788
1234,{09BA6635-C192-4E38-B602-5B59DB06213F},K,9.83724745,,,,,,1463.59526778328,39809.9216243989
1235,{0C054463-6957-4227-8E42-83674EDC31CB},K,27.51736805,,,,,,2015.42778287403,111358.844694538
1236,{D44557AC-A713-4347-8AD8-EFAFFAEC07E8},K,37.32204676,,,,,,2070.78576093201,151036.958287791
1237,{9C954DD0-3FD9-44D9-A028-37F294E5BC0A},K,14.29412744,,,,,,1330.26550879762,57846.2875953426
1238,{98DFC306-ACDB-45B0-896B-3CA4AF056548},K,621.9404238,,,,,,10560.4861839021,2516903.60336272
1239,{25FC2F36-1787-4EA6-B49A-687A0F433A41},K,23.952017,,,,,,3018.07057098444,96930.3754454131
1240,{1DD6DB76-8CAE-4260-BDA0-15965C71D12F},K,33.28610096,,,,,,1622.07234478241,134704.061598391
1241,{75784AEF-57B5-465B-B832-A2FA990E6B99},K,8.33023986,,,,,,1223.46476373585,33711.2826195606
1242,{C82A8D01-1A3D-4146-951E-F0264BD98C76},K,12.72973789,,,,,,1788.97005166668,51515.4245088191
1243,{116549A5-16FC-4EEB-A4B7-EDA492BADACD},K,19.43333434,,,,,,2010.6998543488,78643.9062282007
1244,{5DBBB7BA-AA9F-4DB5-A7F3-5FCC361FDC43},K,19.30468691,,,,,,1265.46463747587,78123.2975410081
1245,{1BE516A2-A2AF-43DE-9829-884000F7695A},K,2069.75152181,,,,,,28391.0593551308,8375987.22422197
1246,{EEDBEC07-9096-42D8-B489-0628A158EC2C},K,7.71349395,,,,,,763.725544468959,31215.4035977267
1247,{0B97537F-8EE7-4F94-A541-ED63F206CEE6},K,252.0869338,,,,,,7451.3481917843,1020159.60440149
1248,{804807B5-0A8E-4D24-8961-5A295E612D51},K,5.96999213,,,,,,991.243326872166,24159.6985516496
1249,{0DAD6E31-7CB9-4A69-8191-19DEC2ACC34A},K,5666.61306108,,,,,,23374.471433136,22931969.4961749
1250,{E30196C8-96D5-47AD-A1B8-7EA94B80D2C6},K,17.10734457,,,,,,1185.05290783792,69230.9721317417
1251,{0119DE53-884D-46F0-9658-751675A28856},K,27.38971098,,,,,,3036.05374610386,110842.221071021
1252,{F45ECCBD-2C1A-464B-ACF1-EC5E3EFDB3A4},K,25.33389733,,,,,,1395.40961324243,102522.645124434
1253,{157DB8BA-A2C4-4AD9-9444-0E8C8C051714},K,24.59895221,,,,,,3628.30760605061,99548.4194325355
1254,{23F376D0-8219-4DA0-BF06-27CE767FEF37},K,15.80869181,,,,,,1279.55249798688,63975.5068686227
1255,{9E7FFBEF-643D-4C3E-A0F6-3CA156740038},K,10.25603849,,,,,,1016.21256127808,41504.7152181788
1256,{A1C2DED4-478E-4C50-B7CC-B95B45036886},K,6.57944465,,,,,,870.854265911305,26626.0678487611
1257,{7B435CEB-FC90-472B-A554-87F85A866D9D},K,28109.87142489,,,,,,143251.756534695,113756613.69762
1258,{EEA4C13A-1CE2-45F6-902D-5FB936EB7CAC},K,718.35990055,,,,,,8740.43994615763,2907099.36473667
1259,{73645A57-B009-4D1A-B8E1-D9205C690884},K,7.52358995,,,,,,1418.76281080999,30446.8843001294
1260,{2579F116-3C37-45DC-86D8-0779B280386A},K,13.12129576,,,,,,1439.99980000101,53100
1261,{D5F2FD1F-D8EE-4BE5-931F-E001FF327A77},K,18.32040528,,,,,,1181.21913729412,74140.0615127079
1262,{37C35353-9B3E-473B-B475-045D7BF94D44},K,105.96368975,,,,,,2891.83288611459,428819.83839974
1263,{3186A26C-A273-4A01-932C-BAC8744AA139},K,27.48180901,,,,,,1608.47548106198,111214.962251748
1264,{36755F15-159C-44DA-BD0D-1E5E255F6F42},K,7.96824718,,,,,,999.169725792363,32246.3534388587
1265,{98B7955A-AA85-47B7-92F5-F058936EC573},K,1623.50451489,,,,,,40022.079115736,6570089.8012448
1266,{92F06824-B8F9-48A7-93E9-59E2936A3280},K,543.51413022,,,,,,7424.03371901158,2199523.63997163
1267,{372C9983-0900-465A-8E81-F70DAB053FD2},K,2.7617433,,,,,,791.750332647021,11176.3757295031
1268,{75F3449C-DE84-432A-B31A-B166E69CAA72},K,29.49406684,,,,,,2704.8338054371,119358.257136631
1269,{95DFF471-C11A-4570-BF4B-AAFF5E6CFAF4},K,1217.79820712,,,,,,14141.4706359301,4928254.47335179
1270,{ED541464-AA75-4BFC-B1C5-A967460FB1D4},K,110.36209087,,,,,,3793.26195173706,446619.540456788
1271,{63C1E5B9-5F8C-4277-B8E1-7D41DFB51D4F},K,52.01008468,,,,,,3665.23896316612,210477.349395395
1272,{2C20E9A5-B0A5-4ABE-8FB1-C413BA342C5F},K,19.79403886,,,,,,2929.30701615272,80103.608647086
1273,{5F48E28E-965A-458F-BB5A-D2685FEFEDD8},K,277.29654246,,,,,,9378.53301735326,1122179.28712086
1274,{96C4D46C-FFCE-40CD-A3AF-A2AA2CA44D20},K,11.86204238,,,,,,1882.10621244525,48003.9929357987
1275,{83FD60F4-CBAE-41F0-A5E5-2F674E07D19F},K,420.89424615,,,,,,11532.4200211709,1703298.57957145
1276,{6FDD00E9-18B8-481A-B9AF-32D6107562DC},K,19.44237732,,,,,,1469.60725124952,78680.5164877002
1278,{D7015C2A-4725-4C30-929A-019C30F431FC},K,6.11977519,,,,,,1369.75252824988,24765.8515111306
1279,{3C594170-CFDC-4206-9ED6-05031E8FE672},K,96.01255541,,,,,,5006.15347624975,388549.028279602
1280,{8D4E8ECA-8975-44C5-8EC4-C58450638C91},K,21.58478931,,,,,,1526.33470029699,87350.5428676448
1281,{B42C9784-2D97-42B2-934C-572F98D1384E},K,16.39175145,,,,,,1745.95470202102,66335.0641966114
1282,{AE8B35B8-9524-4870-AE9A-CEB6E2B92A36},K,3.80138954,,,,,,640.636004426763,15383.6776801127
1283,{0C293672-BDB3-4697-81AC-893B88DD415F},K,22.10864451,,,,,,1635.46246705693,89470.5100111113
1284,{ACA6348A-CE1A-4795-84D5-DDC44B1EF642},K,32.01700152,,,,,,3131.81695390395,129568.203213351
1285,{AD3C310B-4CE9-4416-8F0D-3922C50940D0},K,15.39765034,,,,,,2088.45034147144,62312.085546618
1286,{0617F976-D4E2-4F4E-9F71-71E661820368},K,172.71845618,,,,,,9208.57980056596,698966.764395338
1287,{586C8137-86D9-440D-B229-047C1551AD70},K,10.26439855,,,,,,1361.80358381382,41538.5468514649
1288,{0C346ADB-F994-4A46-B0E9-1C18800C6736},K,282.15029016,,,,,,9000.51393558692,1141821.71722998
1289,{DE17BCF8-C2FF-4E57-B304-B16BB05FE75D},K,14.75977528,,,,,,1186.79059951994,59730.6923734021
1290,{A1B10F97-DCE9-4FAF-9232-56A5AC1E3D26},K,7.65899171,,,,,,1408.50269216861,30994.8374458325
1291,{69B11F6D-35B2-4648-BD64-0046EECB45DB},K,2.36795791,,,,,,559.164656099942,9582.78566363744
1292,{A229F242-15A3-472C-B34F-F412FFEBC73F},K,750.53675699,,,,,,14734.2185629313,3037314.50145129
1293,{7DF2C90C-2274-403D-872C-6646857562AA},K,253.19718583,,,,,,7647.34551109831,1024652.6244618
1294,{547803D0-A519-41CA-97C0-20088C638A92},K,66.86459921,,,,,,3240.41793700847,270591.43402984
1295,{15AACEB4-D70F-48F5-8986-6BB16C1B7D4B},K,243.90284809,,,,,,9719.87245548162,987039.788695301
1296,{AC5E7437-ACC7-46B8-9E2C-401DCB13B7D9},K,51.51259383,,,,,,1829.9382612102,208464.082220243
1297,{A5B88488-C659-42B4-B1DB-78A2FDF872A3},K,82.65399776,,,,,,3791.65202443341,334488.87723772
1298,{F8E702AA-1193-4205-9656-F36A1A3E7264},K,39.47217707,,,,,,1778.84234343526,159738.233385716
1299,{B55E2069-5CE9-4E61-9A5C-058B7A7ECE1A},K,6217.37394708,,,,,,109972.201457399,25160819.585055
1300,{DC0B189B-4A43-4BF8-9286-B7655642FEB9},K,37.20299603,,,,,,1867.27642603991,150555.18824876
1301,{5312C65A-AAD5-448D-A439-FF9B3BCEE68F},K,111.65645053,,,,,,4756.00831098667,451857.605991312
1302,{D3FAE98F-81CA-4E34-8940-C93534F0453F},K,29.98104561,,,,,,1597.65526648013,121328.987240831
1303,{FD88FFB1-27D5-4AA9-A271-467941FA52A6},K,36.85419684,,,,,,2700.79016892226,149143.655777396
1304,{15749966-3A06-44BA-88EE-958211737871},K,718.56901685,,,,,,42760.5386209875,2907945.63991777
1305,{18E7C729-D667-444F-8546-D8C88D6121C8},K,5331.21096967,,,,,,31121.0460989928,21574645.3643368
1306,{0532FC08-845C-4522-8112-60F62E6D311E},K,18.00814006,,,,,,1643.65923010975,72876.3576144713
1307,{70467F26-18FC-4211-83FC-9BCF6B766AF3},K,395.94047633,,,,,,8608.02370603744,1602314.28904848
1308,{486E3AD0-1AE8-4AA2-B95E-37B49B9540EA},K,132.77424054,,,,,,3754.03829653872,537318.287706578
1309,{6C0B6FFC-6B57-4C2B-A972-8CB4C6601302},K,26.81222455,,,,,,1459.94020209876,108505.220579307
1310,{F0A0473E-9018-41B4-A82E-C72BCAFE8429},K,1.26541558,,,,,,1655.78025873053,5120.95514740724
1311,{34516628-5407-4D52-AD48-4E0C2725A9FE},K,29.9914928,,,,,,2519.57804646471,121371.262797638
1312,{73BD7C27-4EDE-469D-A1A1-17F964EC4CCF},K,3125.62292918,,,,,,20122.5800397289,12648947.2306747
1313,{79951AD6-0567-48F8-B8AD-F55082BF2550},K,706.53628526,,,,,,10363.8362331082,2859250.93900974
1314,{DD85A97B-1CE3-48B3-AFF5-AED8B6C5858B},K,3113.12002349,,,,,,22047.9787616307,12598349.7630938
1315,{257C0CE9-C226-4C5B-87D4-AEC9CB804B06},K,17.65478978,,,,,,1748.50780233809,71446.3981393343
1316,{BDF67A3B-E26F-4FDD-A025-87BAF6AAFA9D},K,39.43885113,,,,,,3652.48064989384,159603.367778198
1317,{06D3B79E-C1D3-4403-AD98-F31D02D11F76},K,11.73612039,,,,,,1923.23310892881,47494.3904397406
1318,{E15F4948-F1D2-437E-94DC-132E99968549},K,3897.15046547,,,,,,54316.5857992637,15771208.3841488
1319,{154B5E18-0832-4C2B-B8A7-41A8560CEC2C},K,1009.90585232,,,,,,16204.6286193169,4086943.98421004
1320,{B78FBCC3-D34B-415B-B262-21216B30934B},K,3.74432214,,,,,,1072.76205486058,15152.7304862193
1321,{B133EDE3-094C-4541-9FBF-C9BA18033A73},K,34.4155855,,,,,,1540.32682888037,139274.938454275
1322,{18D213D6-81FF-4935-8E72-FE3512E544B1},K,2.87160401,,,,,,563.423706008955,11620.9691129906
1323,{37D0E79E-8BC7-4BF2-9D48-C92B634B1188},K,13.21176846,,,,,,1091.36347512543,53466.1227864767
1324,{2F78D867-D347-44DF-B5E3-5E6D588E9B42},K,352.25690758,,,,,,10088.428181356,1425533.1644385
1325,{D553BDDA-360C-403A-BF94-5281CF2DDF2C},K,3567.21195791,,,,,,36955.7591874024,14435994.5877677
1326,{62D4D3C8-762D-484A-9A22-3520E87D48C6},K,780566.4881622,,,,,,1883055.74896247,3158840505.09079
1327,{B4372540-FE40-4193-9D92-90CF8AFCEDCB},K,0.17225575,,,,,,138.845931505369,697.094271887713
1328,{50F503FE-725C-4747-825F-4073D3F0B6E4},K,4268.51532301,,,,,,42030.2027589545,17274068.6482005
1334,{A66F2E37-BB0B-49E7-A7B0-203B4CD3C986},K,632.90612987,,,,,,7654.30216891437,2561280.23776513
1335,{56917F7F-303A-4A34-B7A2-9AF16A565ED3},K,199.77182152,,,,,,5946.67042914964,808447.875211247
1336,{52DD7287-D04F-47F8-9A4B-DD9949FAACDF},K,31.29189778,,,,,,1771.82120710013,126633.817485942
1337,{68FC5B25-944F-416B-BEAD-123EF6940742},K,3604.07789399,,,,,,40967.4970021844,14585185.7768327
1340,{241ED52B-F736-413D-8F6E-3DE48CCD6E14},K,478887.07546931,,,,,,1230351.96772202,1937987236.49572
1342,{72176F32-DA7B-4119-BC02-029188C30D30},K,10.83477698,,,,,,820.156977697497,43846.7817230403
1343,{A5C59ABC-B669-471D-86FB-5EAFFEB26761},K,300.84527127,,,,,,9363.08599302645,1217477.67193471
1344,{401F9993-D12B-4723-860E-6E32B53B9DD7},K,6673.53832612,,,,,,62105.5132331001,27006851.3926239
1345,{D1BB1C6C-F6E0-4427-8EDC-C62371E262EB},K,73578.84968453,,,,,,145779.302369614,297763040.367926
1346,{190A5D90-DDF5-4FC0-837B-312CE80FDD8E},K,6.5482644,,,,,,768.587136589637,26499.8881689136
1347,{4D293932-84DD-4A1B-B4E4-1C4E57059650},K,27666.63785779,,,,,,65396.391189413,111962911.00523
1348,{D314BE31-660E-48FB-AF66-7002CBD800E4},K,20096.81112547,,,,,,73363.961436975,81328909.3183808
1349,{1C3CD9F4-5BC1-4E22-97B6-E3D869B31E77},K,13.75316305,,,,,,1387.34723267308,55657.0626596258
1350,{AD519D87-25D6-47E5-A019-CFA0B4230C4F},K,193716.80616077,,,BWEIHAUSEN,2023/04/28 20:38:26+00,,553823.662257993,783944269.49889
1351,{5DF963B8-7FE1-42AE-A044-AAAF79FC1573},K,25816.58781814,,,,,,92664.0635925191,104476024.382421
1352,{807F7410-93D4-44C2-B194-7B5CACBF9E30},K,170.07984724,,,,,,5413.65774960696,688288.717525863
1353,{AB1E4702-6F5A-4AAD-A48B-89A2F5AF68FF},K,65.89926457,,,,,,2896.82224691669,266684.850938983
1354,{7DBA0365-6417-423B-AC2E-247F2FD25117},K,532.97741932,,,,,,6570.39923065952,2156883.08514609
1355,{484C435A-EF1A-41BC-BBD7-CDAA4EF262BF},K,17446.110105,,,,,,75640.3393898323,70601902.6606991
1356,{9E1B6CF4-EE2C-4884-8C48-A696E3D84889},K,19.14438332,,,,,,2189.21718916517,77474.5725032842
1357,{71FFC7EE-D111-44EB-8473-FBA67C98EE04},K,4228.31085051,,,,,,23922.0124820963,17111366.9408581
1358,{DE6C618B-BF4C-4246-A8F8-D21CA0353FAC},K,2897.29781923,,,,,,20850.5466826431,11724948.3100516
1359,{DC4CAD97-E345-48D4-8AE1-225E0956BC09},K,12423.30147731,,,,,,55172.9780537685,50275317.3080523
1360,{E6C8A5A2-FF8B-40F0-929E-BBC37EDD2ADA},K,2810.48522688,,,,,,13829.3660860523,11373630.1918774
1361,{35050923-D10F-4F5E-8809-2CEB6DDA2819},K,56.21026886,,,,,,4671.34989406436,227474.887209849
1362,{87B66803-BE04-4EA5-8149-71E870BA3EE8},K,20501.62799639,,,,,,69047.3111414653,82967144.9108481
1363,{26E568DE-91AD-495A-86F4-F7BF39F1A93C},K,58612.37546962,,,,,,200460.362964517,237195868.043324
1364,{B3D9CD86-141B-4717-A954-5A65F9BB8AC7},K,946.35651146,,,,,,12997.3717253897,3829768.97472285
1365,{C5D1D71E-52F5-4E43-B82A-A00E88782ECE},K,876.83709718,,,,,,11046.6219694904,3548433.84405805
1366,{C48FA9A1-C77F-4196-BE7C-8EA0E8CBDFE3},K,466.12216739,,,,,,8050.08376436966,1886329.47844054
1367,{26AE1749-A136-4190-8B4C-5451F9AEFE8E},K,6319.45444569,,,,,,36297.9451400842,25573924.8561044
1368,{19945DF9-F819-4B40-A7A0-3031904BAE43},K,75246.8618582,,,,,,361286.172105796,304513246.073445
1369,{A2BDAC0E-9A86-48F4-BDFF-58220BF9668C},K,1798513.1605577,,,,,,3820620.49766137,7278324535.09046
1370,{A6A0B691-A418-4063-815E-A04F28F46546},K,8010.688686,,,,,,50357.9797511859,32418106.9643105
1371,{C9812A7E-F178-46BC-9186-6D70391F83D8},K,4230.38277898,,,,,,30574.529990106,17119751.7379371
1372,{0696805A-6886-42BC-BEE5-C0711C0AECAB},K,1313.94477587,,,,,,13709.1538642549,5317345.86853835
1373,{559ACD15-4A7D-4E92-95CD-83E2A579ED08},K,68.20307412,,,,,,3639.77383761288,276008.03988762
1374,{C6918614-B6A5-4633-9BA7-361A690AA193},K,26696.93785059,,,,,,79245.7783966742,108038674.422576
1375,{50B92444-003E-473D-8B88-B96781DEC6CD},K,10896.08429424,,,,,,33354.4222272466,44094888.6921967
1376,{28F0F426-1F72-4F9A-9E29-7E55682E59E2},NA,310.67299846,,,,,,8970.43111899148,1257249.01743871
1377,{BEA30A2F-326D-4796-B955-F78154D8BE35},NA,674.08861368,,,,,,10603.9471075413,2727939.82557451
1378,{D8280BBD-A674-4D96-95A4-5C39C59CEBFB},NA,18749.7359553,,,,,,64187.4765002667,75877489.1658224
1379,{FE3004C3-C824-4854-947D-F713543F7D60},NA,44.29588763,,,,,,4493.8858677761,179259.099486634
1380,{7B343F4E-F3E2-48EC-817C-FF94B3BD5988},NA,6.3664394,,,,,,950.738715615751,25764.0661703573
1381,{42510C48-9D37-4DDF-BDDD-3975C53CD767},NA,6.37013383,,,,,,833.857024925553,25779.0187325426
1382,{27DBAE0D-2C06-4AFE-9DA0-EAAF737CFF44},NA,21.76364383,,,,,,1836.38245914031,88074.3430351096
1383,{F0292E78-1A12-4DEC-A262-98A7DEDDBD4B},NA,30.37708726,,,,,,1445.56337884374,122931.711842466
1384,{4790D13D-E39E-4087-B3C8-2BBE75979FD2},NA,28.60514851,,,,,,3493.65278234899,115760.925080708
1385,{4A090713-578E-4E9D-85CF-D8F9D673632F},NA,15.66856606,,,,,,1114.95159713155,63408.4384396089
1386,{6A8AD71F-48F0-4FBB-A430-E9D1715B3335},NA,32.41745761,,,,,,2004.72272669945,131188.794621979
1387,{240712F7-9383-4E8B-B1FC-F02D2E0F021E},NA,13.66479843,,,,,,1392.0789453287,55299.4788621084
1388,{6A2F9964-6AE8-4F68-AAD4-4510818EF827},NA,10.19977567,,,,,,968.965376513991,41277.0266428619
1389,{20050BEC-AC72-4ACA-9D06-76FB2674D253},NA,22.17970291,,,,,,1301.6944270789,89758.0698088803
1390,{563F9E51-07CE-4AD9-82E5-DBEEB262A02A},NA,19.48018639,,,,,,3510.46651723782,78833.5193708616
1391,{3AC61230-62AD-4C1B-B16E-8B97137A4431},NA,44.99425869,,,,,,2307.86262507989,182085.301262899
1392,{EFE23B1A-833F-42CB-8D6B-6C807170B680},NA,16.85118877,,,,,,1717.28546669866,68194.3479784567
1393,{E04CF518-1870-4AE9-A960-940F5ACAE95B},NA,19.68013163,,,,,,1581.47475575343,79642.6673846264
1394,{2FED08EE-264B-417A-94FE-9F3879EAF550},NA,10.53575418,,,,,,1075.63885714703,42636.6854073826
1395,{436C011A-F3DC-43C8-A143-0352EAE7D167},NA,10.45576636,,,,,,1007.95231296269,42312.9871788166
1396,{7EFC632C-6C87-466B-B059-3EE101436E42},NA,14.86521972,,,,,,1403.67248223274,60157.4165049497
1397,{0D2FD24C-5029-4A66-A627-F850236C457A},NA,2364.92946986,,,,,,15607.161115562,9570530.03898871
1398,{70B2218D-A735-4774-B99E-953014E0895D},NA,2.13248066,,,,,,688.640301610292,8629.84003483426
1399,{7BDBC5D5-1CA0-4E8E-9165-EA0A5D603FCB},NA,538.8404687,,,,,,7271.35276722695,2180610.04749992
1400,{F9720DF0-A0F1-45D7-97B3-C9E0D755AA31},NA,1765.35123896,,,,,,26323.6764015656,7144122.9889389
1401,{DB522A66-3ABA-4D43-8C15-18D72434E3B7},NA,77825.93549274,,,,,,93568.2222875554,314950386.943304
1402,{D85CDCE7-3C2B-4817-95D5-604933360C07},NA,12.74617071,,,,,,1692.62546140543,51581.9255910471
1403,{09E0BD52-DA08-4F46-885D-594E98A0C0D3},NA,11.9493738,,,,,,2545.07612772026,48357.4139370463
1404,{1497E3D1-B025-4D17-863B-0413E005FC69},NA,9.99399638,,,,,,1963.02201993419,40444.2715829672
1405,{CDEE494C-C976-4CFA-84B2-5153447015F4},NA,2.10045831,,,,,,548.62129631352,8500.25468762228
1406,{3A519BA9-23DA-4F3E-AD39-EA87A66351BF},NA,18.3594276,,,,,,2456.47706235688,74297.9677533543
1407,{55A34D48-628B-4C15-83AA-71001CC32568},NA,43.14459923,,,,,,3900.00010000175,174599.991000015
1408,{2E1292BC-9B66-4812-88AD-B05F82998FD0},NA,34.9159904,,,,,,2640.00010000033,141299.998500003
