station,stationname,elevation,latitude,longitude,datevalue,dlytminnormal,dlytmaxnormal,mtdprcpnormal
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100924.0,400,646,168
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100925.0,395,641,174
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100926.0,391,636,181
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100927.0,387,631,188
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100928.0,382,627,195
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100929.0,378,622,202
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100930.0,374,617,208
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101001.0,370,612,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101002.0,366,607,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101003.0,361,602,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101004.0,357,597,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101005.0,353,592,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101006.0,349,587,40
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101007.0,346,582,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101008.0,342,577,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101009.0,338,572,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101010.0,334,567,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101011.0,330,562,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101012.0,326,556,76
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101013.0,322,551,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101014.0,318,545,88
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101015.0,315,540,94
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101016.0,311,534,100
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101017.0,307,528,106
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101018.0,303,522,112
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101019.0,299,516,117
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101020.0,295,511,123
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101021.0,291,504,128
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101022.0,287,498,133
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101023.0,283,492,137
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101024.0,279,486,141
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101025.0,274,479,145
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101026.0,270,473,149
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101027.0,266,466,154
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101028.0,261,460,158
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101029.0,257,453,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101030.0,252,447,165
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101031.0,248,440,169
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101101.0,243,433,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101102.0,238,426,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101103.0,233,419,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101104.0,228,413,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101105.0,223,406,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101106.0,218,399,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101107.0,213,392,21
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101108.0,207,385,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101109.0,202,378,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101110.0,197,371,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101111.0,191,365,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101112.0,186,358,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101113.0,180,351,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101114.0,175,344,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101115.0,169,338,43
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101116.0,163,331,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101117.0,157,325,49
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101118.0,152,318,51
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101119.0,146,312,54
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101120.0,140,306,57
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101121.0,134,300,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101122.0,129,294,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101123.0,123,288,65
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101124.0,117,282,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101125.0,112,276,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101126.0,106,271,72
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101127.0,100,265,74
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101128.0,95,260,77
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101129.0,89,254,79
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101130.0,84,249,81
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101201.0,78,244,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101202.0,73,239,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101203.0,68,234,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101204.0,63,230,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101205.0,58,225,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101206.0,53,221,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101207.0,48,216,19
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101208.0,44,212,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101209.0,39,208,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101210.0,34,204,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101211.0,30,200,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101212.0,26,196,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101213.0,22,193,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101214.0,18,189,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101215.0,14,186,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101216.0,10,182,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101217.0,7,179,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101218.0,3,176,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101219.0,0,173,48
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101220.0,-4,170,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101221.0,-7,168,52
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101222.0,-10,165,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101223.0,-13,162,55
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101224.0,-15,160,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101225.0,-18,158,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101226.0,-21,156,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101227.0,-23,154,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101228.0,-25,152,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101229.0,-27,150,69
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101230.0,-29,148,71
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101231.0,-31,147,73
