station,stationname,elevation(double precision),latitude(double precision),longitude(double precision),datevalue(long),dlytminnormal(long),dlytmaxnormal(long),mtdprcpnormal(long)
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100103.0,404,650,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100223.0,400,646,168
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,395,641,174
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100622.0,391,636,181
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100113.0,387,631,188
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100112.0,382,627,195
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100101.0,378,622,202
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100227.0,374,617,208
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100207.0,370,612,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100211.0,366,607,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100116.0,361,602,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100514.0,357,597,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100101.0,353,592,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100113.0,349,587,40
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100227.0,346,582,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100117.0,342,577,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100108.0,338,572,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100201.0,334,567,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100216.0,330,562,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100121.0,326,556,76
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100117.0,322,551,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100108.0,318,545,88
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100108.0,315,540,94
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,311,534,100
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100103.0,307,528,106
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100116.0,303,522,112
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,299,516,117
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,295,511,123
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100125.0,291,504,128
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100108.0,287,498,133
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100713.0,283,492,137
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,279,486,141
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100102.0,274,479,145
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,270,473,149
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100101.0,266,466,154
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100112.0,261,460,158
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100114.0,257,453,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100207.0,252,447,165
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100223.0,248,440,169
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100103.0,243,433,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,238,426,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100102.0,233,419,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100211.0,228,413,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,223,406,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100102.0,218,399,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100101.0,213,392,21
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100112.0,207,385,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100103.0,202,378,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100108.0,197,371,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100119.0,191,365,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100109.0,186,358,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100110.0,180,351,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100102.0,175,344,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100201.0,169,338,43
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100312.0,163,331,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,157,325,49
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100114.0,152,318,51
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100121.0,146,312,54
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,140,306,57
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100223.0,134,300,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100119.0,129,294,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100101.0,123,288,65
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100101.0,117,282,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,112,276,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100526.0,106,271,72
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100125.0,100,265,74
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100117.0,95,260,77
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100227.0,89,254,79
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,84,249,81
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100101.0,78,244,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100121.0,73,239,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,68,234,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,63,230,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100102.0,58,225,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100214.0,53,221,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100109.0,48,216,19
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100109.0,44,212,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,39,208,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100117.0,34,204,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100109.0,30,200,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100114.0,26,196,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100112.0,22,193,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100102.0,18,189,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100104.0,14,186,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100113.0,10,182,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,7,179,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100103.0,3,176,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100103.0,0,173,48
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,-4,170,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100108.0,-7,168,52
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100207.0,-10,165,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100214.0,-13,162,55
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100506.0,-15,160,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100103.0,-18,158,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100109.0,-21,156,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100216.0,-23,154,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100112.0,-25,152,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100223.0,-27,150,69
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100115.0,-29,148,71
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100106.0,-31,147,73
