objectid(long),routeid,beginpoint(double precision),endpoint(double precision),ovlpovlp,ovlpovlpstatus,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
1683.0,97-N,0.68,0.99,97-N,PRI,103.0,NORWICH,2022,9cc924af-4dec-4081-be52-043b8a04a580,1640.49203224847
1684.0,0150895R,0.14,0.3,0150895R,PRI,15.0,BoRIDGEPORT,2022,32a61519-6c73-4e15-acef-bbf066ce0182,895.879892125273
1685.0,2A-E,9.11,9.91,117-N,PRI,113.0,PRESTON,2022,977422e9-38d3-41d3-8328-bbd1289f4601,4256.4515980123
1686.0,313-E,0.5,0.57,115-N,PRI,124.0,SEYMOUR,2022,dfb7f491-96ad-4fd4-a02c-148be3163eee,405.293423290635
1687.0,395-S,9.87,10.44,395-S,PRI,85.0,MONTVILLE,2022,e9d0d7c7-62cb-40dc-940d-6669893079ef,3003.69007964962
1688.0,395-S,10.44,13.53,395-S,PRI,103.0,NORWICH,2022,82766cf6-1567-46cc-98d9-3a8f54584d5d,16281.7719793775
1689.0,44-E,64.79,66.23,6-E,PRI,12.0,BOLTON,2022,cb7f89ab-6fa2-4bc1-84de-d3291732fc06,7466.69014285038
1690.0,44-E,94.09,96.24,44-E,PRI,152.0,PMFRET,2022,eae0b4b2-7134-4d07-916b-63d4fef159a5,11356.4326796623
1691.0,44-W,27.99,28.13,44-W,PRI,162.0,WINCHESTER,2022,94cab939-b289-49d6-893e-d10553110c17,770.882486125546
1692.0,5-N,19.3,20.37,15-N,PRI,79.0,MERIDEN,2022,62b3dca3-3e82-4295-a0e1-8270335006e5,5709.26172556455
1693.0,53-N,13.74,13.85,53-N,PRI,116.0,REDDING,2022,51952b9c-7b4c-4198-ae63-11e827004679,603.245219405439
1694.0,57-N,4.31,5.13,57-N,PRI,171.0,WESON,2022,e8cc6ec2-da53-4c53-9d9f-ba488859ae3f,4341.19315624656
1695.0,6-E,11.56,14.26,6-E,PRI,96.0,NEWTONW,2022,b083c496-6a94-4681-930d-6999d76abb72,14115.7565351093
1696.0,6-E,46.86,47.25,6-E,PRI,17.0,BRISTOL,2022,27247286-d7d5-4d4e-bb88-2918b0f73c02,2054.05673364426
1697.0,6-E,61.22,64.62,84-E,PRI,122.0,HARTFORD,2022,02b250ce-7aba-4396-a2a8-ac44cff2ea24,18013.6530382705
1698.0,1-N,81.98,82.86,95-N,PRI,105.0,OLD SAYBROOK,2022,1e4c2c09-6618-4e76-bf53-cc09f7c45cf3,4794.64660180611
1699.0,10-N,17.12,17.27,10-N,PRI,25.0,CHESHIRE,2022,5c968d64-cce7-4e46-a416-ee5c3df2dc29,793.064467077365
1700.0,10-N,41.14,48.56,10-N,PRI,128.0,SIMSBURY,2022,453ad677-5d11-4ef3-808a-5e51a7707924,39275.1664586713
1701.0,12-N,12.12,12.43,12-N,PRI,103.0,NORWICH,2022,71d48926-7197-47f9-b25e-7622f056019e,1660.40051188554
1702.0,12-N,20.43,20.58,12-N,PRI,72.0,LISBON,2022,d6f64b3c-3979-47cb-b6f3-10743a9254b1,785.986993254121
1703.0,140-E,7.39,8.63,140-E,PRI,67.0,EAST WINDSOR,2022,5920329c-d08a-4277-960f-f13448ae5200,6557.7182047107
1704.0,149-N,3.81,4.07,149-N,PRI,40.0,EAST HADDAM,2022,4c6f7af4-2f25-4501-8acf-222ed189842f,1346.6150407267
1705.0,15-N,67.96,73.34,15-N,PRI,7.0,BERLIN,2022,5b1d7341-ab04-4b6f-9383-a93e2d46e4d3,28455.0683572135
1706.0,15-S,67.96,73.34,15-S,PRI,7.0,BERLIN,2022,376ec1c7-2f29-4e5d-98a8-1cb5c7d366c1,28487.3208620025
1707.0,150-N,8.5,8.63,71-N,PRI,148.0,WALLINGFORD,2022,1188d8c9-5545-4507-b274-cae7f03bbb63,750.471077937134
1708.0,154-N,19.1,19.47,154-N,PRI,147.0,HADDAM,2022,66863a56-ed5d-466e-9c52-da0ec5a2dc49,2007.79908856359
1709.0,159-N,13.82,14.43,159-N,PRI,139.0,SUFFIELD,2022,a702a4bf-37d5-46f3-abb3-db925c22cd83,3293.28695835584
1710.0,183-S,8.96,9.1,44-W,PRI,162.0,WINCHESTER,2022,c1f4daa3-4d40-4d75-9dbe-bf62eb46341d,770.882486125546
1711.0,184-E,12.25,12.27,184-E,PRI,101.0,NORTH STONINGTON,2022,112a854d-eab6-4567-8805-4bb94ee37f04,101.094351338172
1712.0,188-N,12.71,13.25,64-E,PRI,80.0,MIDDLEBURY,2022,bd3d341b-6067-488b-baa7-57e70a7d347d,2805.66342391938
1713.0,189-N,12.87,12.96,10-N,PRI,55.0,GRANBY,2022,86578619-615a-4040-adc6-db2277669293,497.100904398075
1714.0,190-E,1.69,2.3,159-N,PRI,139.0,UFFIELD,2022,0dd197b6-a9d5-417b-9d9e-b74a2071c191,3293.28695835584
1715.0,190-E,18.25,19.25,32-N,PRI,134.0,STAFFORD,2022,06bf0fcd-8442-4d1b-b364-d9de6a009961,5311.36741901033
1716.0,2-W,35.69,38.15,2-W,PRI,103.0,NROWICH,2022,bb84d662-08cb-4488-9b52-8d05a7aea55d,13017.3255593906
1717.0,202-N,38.45,38.49,202-N,PRI,73.0,LITCHFIELD,2022,11845d9d-cfb7-41b8-b03b-7304449cf766,241.297432997288
1718.0,202-N,58.71,58.98,44-E,PRI,128.0,SIMSBRUY,2022,56917a7c-7d78-4989-a286-5d135af34d84,1456.2524244422
1719.0,202-N,58.98,60.91,44-E,PRI,4.0,AVON,2022,32127c9c-ee2b-44f6-bc3a-e5b4e2896b80,10325.3714330953
1720.0,202-N,61.71,69.13,10-N,PRI,128.0,SIMSBgURY,2022,e32df62d-10f7-4d07-a41c-a0105a08af17,39275.1664586713
1721.0,202-N,69.13,75.05,10-N,PRI,68.0,GRANBY,2022,557d6b53-334d-4f1e-9d1d-ea7253387469,31249.932826322
1722.0,243-E,6.2,6.22,122-N,PRI,92.0,NEW HAVEN,2022,02a69d71-e0a8-4d03-9bea-3ab1b22bdb5c,101.454094581639
1723.0,287-E,0.76,0.83,15-N,PRI,93.0,sNEWINGTON,2022,8cb6e765-8a7d-4291-b5db-01a6ce2e7328,338.680171282147
1724.0,2A-E,0.24,3.33,395-S,PRI,203.0,NbORWICH,2022,8e3b514a-12f6-430e-a066-9d1d288e8c44,16281.7719793775
1725.0,6-E,15.52,18.67,84-E,PRI,96.0,NEWTOWiN,2022,04131561-df05-42a1-abe2-ad180f8d892c,16715.8599016994
1726.0,6-E,70.05,75.51,6-E,PRI,76.0,MANCHESTER,2022,36795a8a-0ba2-460a-86bf-f94a59eeff9e,28925.9630132928
1727.0,6-E,75.51,76.95,6-E,PRI,23.0,BOLTON,2022,4e09af13-8db9-42fb-af73-8000dbed6c28,7466.69014285038
1728.0,6-W,0.0,0.22,6-W,PRI,73.0,DANBURY,2022,c3c6ef5b-f72c-42a7-b114-3784623f9a25,1135.17405401436
1729.0,6-W,72.63,72.74,6-W,PRI,127.0,MANCHESTER,2022,3e60801e-0ac3-4348-83ed-230458fe9e3c,592.284119109798
1730.0,6-W,110.96,111.32,6-W,PRI,68.0,KILLINGLY,2022,6a7bf7a5-93a4-4d93-824b-3df4007c492a,1913.94912073033
1731.0,623-W,1.06,1.21,1520194,PRI,152.0,WATERFORD,2022,2b312a6b-8b44-4405-87dc-0135f49746ce,723.796857028689
1732.0,63-N,34.95,34.99,202-N,PRI,155.0,LITCHFIELD,2022,e41d52bf-1451-4168-929b-51dbc3ab179a,241.297432997288
1733.0,67-E,15.38,16.62,6-E,PRI,130.0,SOUTHBURY,2022,6891e4e3-af12-42a1-8fb7-b38c9d4dc02c,6628.49171622805
1734.0,84-W,55.99,59.3,84-W,PRI,155.0,WEST HARTFORD,2022,d777dc1e-239b-4328-8e34-1e65fe98e48b,17622.8482395564
1735.0,0760595,0.0,0.77,0760595,PRI,76.0,cMANCHESTER,2022,764093cc-fe37-4042-a1a3-79accf52f714,4116.10642371253
1736.0,0920565,0.0,0.25,0920565,PRI,92.0,NEW HAVNE,2022,9c772c50-d5f5-4e65-985d-8924428805aa,1397.33831382001
1737.0,10-N,40.34,41.14,10-N,PRI,42.0,AVON,2022,011cf1cd-3ceb-4e2e-8652-0ed3c74c6600,4348.92600357833
1738.0,1021056,0.0,0.12,1021056,PRI,179.0,NORWAKL,2022,cb054264-6988-4c37-855c-b1aa6369a38e,619.911753601394
1739.0,106-N,6.3,6.92,124-N,PRI,159.0,NEW CANAAN,2022,75edc4a6-3e7b-462e-86f1-e36586e0f1c3,3324.6221466135
1740.0,107-N,3.67,3.78,53-N,PRI,116.0,REDDING***,2022,1a65dbb5-5e91-47a6-9c0e-9a517dab77d8,603.245219405439
1741.0,138-E,4.04,4.06,169-N,PRI,136.0,LISBON,2022,eec0a1f0-50a5-4d5f-ae67-a503041d3794,159.601747735979
1742.0,64-E,4.25,4.79,64-E,PRI,80.0,MIDDLEBUjRY,2022,629349f5-177e-4e81-abbf-fcb70f67a922,2805.66342391938
1743.0,66-E,34.94,35.69,66-E,PRI,163.0,WINDHAM,2022,379b31ab-0ef5-45fd-a7a7-5bba7a63f95b,3909.85839974788
1744.0,7-N,32.14,37.28,7-N,PRI,141.0,NEW MILFORD,2022,eb5907c2-c73e-46c2-a842-cef9e45288d9,27156.8952089146
1745.0,79-N,6.11,6.15,80-E,PRI,75.0,MADISON,2022,198a6ea7-b5ed-43b6-a1d5-76d7cc7fb7ff,168.239609542431
1746.0,82-E,28.29,28.47,82-E,PRI,103.0,NORWCIH,2022,48d9898d-6e4b-499f-9c41-d2f6f655341e,849.909424964779
1747.0,84-E,3.69,8.17,84-E,PRI,132.0,DANBURY,2022,f974b789-4b58-4245-bb6e-ab195f54ec86,23602.901544862
1748.0,84-E,67.42,67.75,84-E,PRI,76.0,MANaCHESTER,2022,64bd239b-7b8f-4332-b6e4-39eee590c087,1737.10011349675
1749.0,84-W,54.42,55.99,84-W,PRI,51.0,FARMINGTON,2022,6e151e55-ad6b-48e7-b43e-c6a1bf3aefe5,8380.54386362624
1750.0,95-S,94.29,94.63,95-S,PRI,69.0,GROTON,2022,d1e6a899-9125-4971-950b-d99c46892adf,1833.32325945871
1751.0,107-N,0.18,0.35,107-N,PRI,116.0,REDDING,2022,9442bf73-5492-40d9-a97b-d4d7daf6f124,906.874660252869
1752.0,109-E,6.1,6.38,47-N,PRI,150.0,WASHINGTON,2022,4ca5336e-4c5e-4327-b0bb-1ef692171628,1445.35676924249
1753.0,12-N,9.08,9.38,12-N,PRI,113.0,PESTON,2022,2515f324-d0b8-4da3-86bf-9d44331f1025,1602.57714408628
1754.0,12-N,36.15,36.51,6-W,PRI,68.0,KILLINGLY***,2022,17514111-b1c7-499a-8815-cf62d0fc49a2,1920.09624705601
1755.0,130-E,3.69,3.85,0150895,PRI,15.0,BRDGEPORT,2022,24a1730d-e3f6-4f70-9c4c-c6e3fe33bd5a,904.508633984631
1756.0,140-E,2.28,2.58,159-N,PRI,165.0,WINDSOR LOCKS,2022,6f821b61-1317-43be-9c9f-b8c1c14ff010,1589.71017211999
1757.0,140-E,13.7,13.74,83-N,PRI,78.0,ELLNIGTON,2022,abaed160-e7e5-4e35-8117-1740510687bc,249.084457389791
1758.0,15-N,66.89,67.96,15-N,PRI,172.0,MRIDEN,2022,854a7132-d9d3-4eaa-abe1-68e36b8b70ae,5709.26172556455
1759.0,15-N,81.9,82.08,15-N,PRI,42.0,EAST HARTFORD,2022,926cb629-7ab3-4a11-a89f-919c30c8c71f,974.754182067674
1760.0,15-S,73.34,76.84,15-S,PRI,93.0,NEWINGTOwN,2022,f1774fd7-4eda-47f9-9dbe-38a5ce1286c3,18429.2497113347
1761.0,157-N,1.96,2.65,157-N,PRI,81.0,MIDDLEFIELD,2022,a608423e-9eb2-4be6-b2a8-ab6472600bbc,3661.84443618565
1762.0,182A-E,1.29,2.09,183-N,PRI,29.0,COLEBROOK,2022,f9de87ba-c4b1-4d54-b996-e27213967f51,4212.29503337169
1763.0,184-E,12.2,12.22,184-E,PRI,101.0,NORT HSTONINGTON,2022,455e0d39-b0df-49c3-91ae-6543e4e5d70d,92.6036564146764
1764.0,2-E,35.69,39.57,2-E,PRI,103.0,NORWICH,2022,4ee1c55c-6bb9-4ce8-bf8d-11600d79db02,20652.0860413735
1765.0,202-N,7.43,8.52,7-N,PRI,34.0,DANBUjRY,2022,d0760d8d-5441-4db4-a0e3-b07b1c89dfcb,5766.97671401316
1766.0,159-N,9.12,9.42,159-N,PRI,165.0,WINDSOR LOCKS,2022,7e18c092-e30c-4548-9e40-ea42fe693b99,1589.71017211999
1767.0,165-E,12.2,13.69,138-E,PRI,184.0,VOLUNTOWN,2022,cb9f8c95-a90f-40db-8a33-987d9d05e3fe,7884.43768746037
1768.0,169-N,2.88,3.19,97-N,PRI,103.0,NORIWCH,2022,34e37b97-622b-405b-80f8-3bbc44fc7dbc,1640.49203224847
1769.0,17-N,23.14,23.64,66-E,PRI,82.0,MIDDLETOWN,2022,dc69fcc3-aca7-4dd8-b5b0-c22cf6b2b00d,2378.05664144354
1770.0,17-N,23.64,26.11,66-E,PRI,112.0,PORTLAND,2022,dc8b40ab-c69d-4d5e-b87b-7f7c88212e30,13338.8538436548
1771.0,183-N,14.01,14.81,183-N,PRI,29.0,COLEBROOK,2022,2230801a-17d5-4738-b522-8eab3ee3e2eb,4212.29503337169
1772.0,189-N,12.96,13.21,20-E,PRI,55.0,GRANBY,2022,8a05c576-60b8-4470-a3a5-0dea35e2aa55,1344.88101515712
1773.0,2-E,39.88,40.19,12-N,PRI,103.0,NORrWICH,2022,faf5c583-d556-4e1d-be71-3d5c789237dc,1660.40051188554
1774.0,202-N,44.78,44.9,4-E,PRI,143.0,TORRINpGTON,2022,af0c5850-55d2-4495-80d1-425fcbd34c04,632.66504450588
1775.0,219-N,11.14,11.2,179-N,PRI,17.0,BARKHAMSTED,2022,9cd11c30-f904-4027-bc1d-8d9b414346c9,341.820561060201
1776.0,3-N,7.21,7.4,3-N,PRI,118.0,ROCKY HILL,2022,79ca852f-f669-4bb1-9045-9d9c4ede5b67,1001.60978155531
1777.0,32-N,12.33,13.75,2-E,PRI,103.0,NORWICH,2022,9a9f9ad4-ceee-4e24-825a-8a53180b9593,7652.56288779022
1778.0,44-E,3.06,4.73,44-E,PRI,121.0,SALISBURY,2022,927dc76e-fa0b-4fbd-9887-7c01a6d71887,8850.85261850361
1779.0,44-E,18.38,18.72,44-E,PRI,97.0,NORFOLK,2022,8e0fc1c5-13b3-4a13-b4b0-9d7ea51f5f6d,1825.64688251088
1780.0,44-E,26.74,28.88,44-E,PRI,162.0,WINCHESTER,2022,c6a2c15b-44e6-4186-acd5-089a9b16f0d5,11330.348868678
1781.0,44-E,53.8,53.89,84-E,PRI,110.0,HARTFORD,2022,8c8bb80d-3700-4546-8a03-5feb2ba3f0dc,506.293586015244
1782.0,5-N,34.31,34.49,15-N,PRI,85.0,EAST HARTFORD,2022,ddee4d8a-f950-4f12-b060-f040619edcfa,974.754182067674
1783.0,6-E,18.67,21.96,84-E,PRI,130.0,SOUTHBURY,2022,f2eb50c1-cd8a-42ad-8e95-06d4055006c9,17297.759620937
1784.0,6-E,110.96,111.32,6-E,PRI,68.0,KILLINGLY,2022,d97f03d4-b4ea-40e5-90cb-79d82f4650cd,1920.23449720368
1785.0,63-N,10.04,10.14,63-N,PRI,40.0,BEyTHANY,2022,9ce0d276-fb60-482b-ab6a-31aa6af05131,541.068003984431
1786.0,6-E,64.62,69.34,84-E,PRI,62.0,EAST HARTFORD,2022,c6736b76-835d-41b6-87d4-f3b0048c05f1,24871.9460284511
1787.0,68-E,7.67,9.36,70-E,PRI,25.0,CsHESHIRE,2022,c995b0fc-8223-4e82-8c01-6f4b4feb3c51,8948.25517654852
1788.0,69-N,27.82,28.21,6-E,PRI,75.0,BRISTOL,2022,b45a8cff-649e-43e4-8726-ccd958e0559b,2054.05673364426
1789.0,7-N,60.02,60.16,7-N,PRI,125.0,SeHARON,2022,d84c433a-fda0-4c47-98c1-11878aa6ddef,732.837472515448
1790.0,70-E,4.36,4.51,10-N,PRI,69.0,CHESHIRE,2022,a5af3d45-2612-4eb4-a87b-472062150ae5,793.064467077365
1791.0,74-E,8.95,9.09,30-N,PRI,142.0,TOLAND,2022,9be0f925-e364-46d5-b42b-7794a64c35e5,779.953705721907
1792.0,83-N,23.8,23.82,190-E,PRI,129.0,SOMERtS,2022,5c7c15ea-775f-4d6d-9822-d35032654fc4,76.0549598166337
1793.0,84-E,49.45,50.0,84-E,PRI,109.0,PLAINVILLE,2022,b616a137-3793-4fa2-b073-583c9aa62210,2752.62658813143
1794.0,202-N,13.81,14.09,7-N,PRI,41.0,BROOKFEILD,2022,25064fe8-7c0b-46dc-bdfd-e459a704181f,1461.39206998949
1795.0,202-N,44.05,44.11,202-N,PRI,143.0,TORRINGTON,2022,7b1766c8-9594-4bb3-afae-8556838ece43,338.656545440696
1796.0,202-N,55.66,58.71,44-E,PRI,121.0,CANTON,2022,5d04ffe3-7fd3-4f17-aa20-f6bd122bf10e,16050.272056745
1797.0,203-N,1.7,2.52,14-E,PRI,163.0,WINDHAM,2022,2ae47a09-edfc-4d48-bce1-2466267b249d,4398.68061009227
1798.0,32-N,48.84,48.85,190-E,PRI,146.0,STAFFORD,2022,37ea82ed-32ac-4b1d-a6f2-bd8d489f6a11,30.617755899498
1799.0,372-E,6.27,6.35,71A-N,PRI,7.0,BERLIN,2022,672b227b-8350-4dba-ab9f-07eb983b5446,390.59184613555
1800.0,5-N,29.25,32.49,15-N,PRI,159.0,WETHERSFIELD,2022,9a31111f-2b6c-43e4-882c-b60b42a1e2a5,17190.4844704139
1801.0,57-N,9.15,9.32,107-N,PRI,116.0,REDING,2022,f3cfc571-be98-4bcb-b08c-4fa30017e304,906.874660252869
1802.0,6-E,22.19,23.76,6-E,PRI,130.0,SOUTHBRUY,2022,53bf7848-c6e1-4aef-ab18-ba31429804bf,8380.34332032072
1803.0,117-N,10.52,11.32,117-N,PRI,151.0,PRETON,2022,f277315e-2589-467f-ac01-562cf89e19f2,4256.4515980123
1804.0,122-N,3.37,3.39,122-N,PRI,123.0,iNEW HAVEN,2022,210f573b-a77e-45d7-bd2a-db2bdfeb4a3c,101.454094581639
1805.0,138-E,5.93,6.17,12-N,PRI,57.0,GRISWiOLD,2022,08c7fbae-0f1d-4829-8ba6-343535f33d8a,1235.15200575586
1806.0,14A-E,2.88,3.29,12-N,PRI,108.0,PLAINFILED,2022,81792eb8-22a8-465b-9809-4d770c44e77c,2120.68585047501
1807.0,15-N,76.84,80.08,15-N,PRI,242.0,WETHERSFIELD,2022,722835ae-eec9-4f6b-ab01-220e87bd03b7,17190.4844704139
1808.0,15-S,66.89,67.96,15-S,PRI,79.0,MERDIEN,2022,3f6750c0-4516-4582-a03c-43b558e0661b,5674.13680059207
1809.0,151-N,2.73,2.99,149-N,PRI,128.0,EAST HADDAM***,2022,33ce9a0f-f21c-492c-ab16-e58bfc03bae8,1346.6150407267
1810.0,165-E,12.12,12.2,165-E,PRI,216.0,VOLUNTWON,2022,45631a95-9094-47ad-acb1-c809323613d5,409.446075178288
1811.0,17-N,26.11,26.12,66-W,PRI,112.0,PORTLAND,2022,bdedde63-0b25-4ece-9c20-7d57e2cd106c,63.8156907441591
1812.0,171-E,9.54,10.44,171-E,PRI,169.0,WOODSTOCK,2022,30d08cd2-175e-4e96-af47-24c29b7d707d,4727.66011030971
1813.0,173-N,1.15,1.32,173-N,PRI,93.0,pNEWINGTON,2022,5c2744e2-78d9-4b68-bd71-703e07425056,901.178000299949
1814.0,183-N,8.21,10.35,44-E,PRI,162.0,WINCHESTER,2022,b4c03aa5-bf8a-4144-88c6-22ae95447e06,11330.348868678
1815.0,183-S,9.15,9.25,44-W,PRI,162.0,WINCHESTER,2022,4dda3a80-d02c-4d29-b710-95a0fe0e4033,478.558712773701
1816.0,188-N,7.89,8.03,67-E,PRI,176.0,SOUuTHBURY,2022,514f3635-ff8a-4aca-b0fd-37bb520c275c,773.904248473458
1817.0,2-E,54.34,54.36,184-E,PRI,106.0,NORTH STONINGTON,2022,de326e49-5695-4fbd-aa38-22675d3dc681,92.6036564146764
1818.0,2-W,54.34,54.36,184-E,PRI,101.0,ORTH STONINGTON,2022,e82f49a7-d3a6-4453-bab3-b71157cdddd6,101.094351338172
1819.0,6-E,57.91,61.22,84-E,PRI,155.0,WEST HARTFORD,2022,26895b8a-cc63-4610-8d4d-18fc3c0989df,17518.0929995234
1820.0,66-E,7.49,9.96,66-E,PRI,112.0,PORTLAND,2022,8a580bb6-dd26-4f93-8800-01d39df42406,13338.8538436548
1821.0,67-E,16.62,16.95,6-W,PRI,130.0,SOUTHBUY,2022,a05b96cf-ff0f-4e39-9176-713c603e2c0e,1734.86199589136
1822.0,7-S,25.34,26.34,7-S,PRI,115.0,DANBURY,2022,a467c34d-5035-4d31-9ef7-b4cfe7dc2137,5333.89834855765
1823.0,7-S,31.93,32.14,7-S,PRI,18.0,BROKFIELD,2022,31055795-259d-4f9c-8237-de72da86dacb,1034.79506294937
1824.0,79-S,6.11,6.15,80-W,PRI,128.0,MADISON,2022,086537c0-5a55-4259-afc1-f51454111a63,167.653868380013
1825.0,80-E,14.04,14.08,80-E,PRI,75.0,MDISON,2022,ad20ea05-9f89-4cc9-92f0-1ba9c39bd96b,168.239609542431
1826.0,81-N,5.97,5.98,80-E,PRI,75.0,KILLINGWORTH,2022,d8b1098c-c479-43bf-96ce-572a00c2c15b,25.9375744426789
1827.0,82-W,28.29,28.47,82-W,PRI,103.0,NORWIjCH,2022,5cf71690-8fe6-472c-a763-7dfc09d50f08,820.65161877174
1828.0,83-S,10.14,10.25,30-S,PRI,76.0,MANCHESTR,2022,9472de69-cfd4-40cd-b500-464723a544dd,422.093881272792
1829.0,84-E,18.48,21.77,84-E,PRI,130.0,SOUTHBURY,2022,3e257581-a739-4e50-a0b2-269c2827e9ac,17297.759620937
1830.0,85-N,19.04,19.11,16-E,PRI,28.0,COLCHESTER,2022,bcd31c1d-a045-46ce-9f43-b4ffc0724133,461.3072945583
1831.0,9-N,23.47,24.3,9-N,PRI,173.0,MIDDLETOWN,2022,8888f084-1dc0-44a0-89c9-2da9fb404a31,4390.40564923082
1832.0,95-N,77.8,78.68,95-N,PRI,148.0,OLDS AYBROOK,2022,d6a1b424-ea70-42c9-b680-34b91b6ad7cb,4794.64660180611
1833.0,1-N,101.03,101.87,95-N,PRI,94.0,NEW LONDON,2022,ce4d3706-5cd8-4455-a421-51c54df76bb7,4391.171788106
1834.0,10-N,7.89,8.06,0610144,PRI,108.0,HAMDEN,2022,cd073b6f-5796-422c-a9b3-047ddf9ef5e5,964.993796580121
1835.0,10-N,48.56,54.48,10-N,PRI,80.0,GRANBY,2022,88b027e3-3481-4ee2-ba31-3baa136f4c8b,31249.932826322
1836.0,1020544,0.0,0.4,1020544,PRI,102.0,NORAWLK,2022,853a2c5f-69b0-4189-94df-9feff8b6e9ff,2118.56469590491
1837.0,115-N,5.3,5.37,115-N,PRI,202.0,SEYMOUR,2022,b234f0b9-0e4f-44eb-8b10-67630721e2a6,405.293423290635
1838.0,44-E,39.03,42.08,44-E,PRI,23.0,CANTON,2022,8ae9ca01-11e7-4419-8376-bd86d7a4cdb8,16050.272056745
1839.0,44-E,42.35,45.02,44-E,PRI,4.0,AVON,2022,b2b6a25b-e6a4-4033-bb74-2fbccd9e9433,14219.9724060668
1840.0,44-E,55.05,55.41,5-N,PRI,81.0,EAST HARTFORD,2022,e3c24999-88fa-4699-918e-bc1882742f13,1895.9746358225
1841.0,44-W,62.04,62.37,6-W,PRI,76.0,MANCHESTER,2022,79300766-1e6e-4c2e-9dcf-2a89b8d5077f,1717.51695342568
1842.0,47-N,9.17,9.45,47-N,PRI,224.0,WASHINGTON,2022,2c6b4ba1-5bef-438e-8a27-485aecebb1ac,1445.35676924249
1843.0,5-N,11.42,11.43,5-N,PRI,148.0,WALLINGFORD,2022,635aa5a7-f529-49f9-a460-99e817e7fb66,72.8349823343424
1844.0,2A-E,3.33,3.9,395-S,PRI,157.0,MONTVILLE,2022,380fba2e-09f8-41c1-9004-a6725e02dd39,3003.69007964962
1845.0,30-N,6.82,7.68,30-N,PRI,229.0,VERNON,2022,baf4b32c-9fba-42b8-8425-70b0935967ae,4495.41730653166
1846.0,31-E,5.8,6.9,44-E,PRI,110.0,COVENTRY,2022,a383da03-72bb-4d10-9765-b53e841fb3da,5832.86567813146
1847.0,32-N,12.15,12.33,82-E,PRI,168.0,NORWICH,2022,45a9226a-9c07-46a9-8090-34e46ec98084,849.909424964779
1848.0,32-N,13.75,16.21,2-W,PRI,103.0,ONRWICH,2022,82711110-d530-41d3-be32-7c83413025f0,13017.3255593906
1849.0,33-N,5.91,7.18,7-N,PRI,202.0,WILTON,2022,c3f46f2a-0d1d-4386-8b55-84a143bc5e90,6706.30084932206
1850.0,34-E,22.99,23.24,0920565,PRI,92.0,ENW HAVEN,2022,213ce524-d6a1-4337-a4c2-0854047ae337,1397.33831382001
1851.0,44-E,59.33,64.79,6-E,PRI,112.0,MANCHESTER,2022,e6c17216-139f-49df-a6b9-9f9f7a97911c,28925.9630132928
1852.0,44-W,61.91,62.02,6-W,PRI,76.0,ANCHESTER,2022,c052bf8e-dc50-485e-952c-d8990c559a58,592.284119109798
1853.0,5-N,5.82,6.48,5-N,PRI,100.0,NORTH HAVEN,2022,4f4c37e6-cfd7-415c-9c6d-64107bd99333,3491.30478872342
1854.0,5-N,20.37,25.75,15-N,PRI,7.0,BERLIN,2022,427ca32a-e441-482c-8a33-84a8134ffc65,28455.0683572135
1855.0,57-N,0.91,1.21,136-N,PRI,158.0,WESTPORT,2022,237e05e5-eab9-43c2-9e4f-ae7386749f05,1581.41867689338
1856.0,57-N,9.32,9.5,107-N,PRI,161.0,WLTON,2022,0db4cb4b-257f-4fbf-b3c7-cf7594752e3a,959.850391758547
1857.0,624-E,0.1,0.16,1520260,PRI,152.0,WATERFRD,2022,923f8b83-3ad0-40e9-b6e1-bbda910789bf,285.008263210022
1858.0,68-E,9.36,9.51,10-N,PRI,97.0,CHESHIRE,2022,735f4a0e-f593-4415-a58d-cc25b1fedcd0,793.064467077365
1859.0,7-N,59.91,60.02,7-N,PRI,93.0,CORNWALL,2022,b828ddf5-ce6e-424e-a68b-bfe3e723094a,637.760166415375
1860.0,74-E,17.2,17.37,74-E,PRI,190.0,WILLINGTON,2022,79e56ec8-b932-4b67-ad71-694b46f986f0,868.960177211252
1861.0,80-E,4.8,6.3,80-E,PRI,98.0,NOiRTH BRANFORD,2022,d4c289d4-1d49-4815-b61d-75bc509a1b90,7918.46413619444
1862.0,80-E,18.18,18.19,80-E,PRI,69.0,KILLINWGORTH,2022,cb74cf8f-0e60-46f7-82d6-a445f783aab4,25.9375744426789
1863.0,80-E,21.6,21.95,80-E,PRI,165.0,DEEPw RIVER,2022,cc3017b8-052f-4d8c-b7fb-264f6407639f,1865.63357951285
1864.0,83-N,14.58,15.39,83-N,PRI,232.0,VERNON,2022,a6d3359f-adce-4688-9fc7-ed26f5baccf2,4291.81518970452
1865.0,84-E,54.42,55.99,84-E,PRI,51.0,FARMINGbTON,2022,df9372d1-4c8b-4b6e-ad66-992973529933,8154.14838389783
1866.0,84-E,55.99,59.3,84-E,PRI,155.0,WEST HARTFORD,2022,0bf50cb4-610e-411c-aa2c-f8ee80705e80,17518.0929995234
1867.0,84-W,15.33,18.48,84-W,PRI,96.0,NEWTOWN,2022,1c5999bb-a655-4a6c-b862-3be599899dbe,16231.7373483008
1868.0,84-W,49.45,50.0,84-W,PRI,198.0,PLAINVILLE,2022,342a1f05-5434-43d9-9a8c-630e656d13ad,2768.74848542309
