countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
GARFIELD,ENIeD,4I057,105,ADAMS ES,345.0,(580) 366-7600***,Beveryl James,2200 East Randolph Ave,Endi,K,73701.0,K-G05,34
GARFIELD,ENwID,24I507,115,CARVER EALY CHILDHOOD CTR,141.0,(580) 366-8601,Chrois Smith,815 South 5Th St,Enjid,K,73701.0,K-PK,14
AGRFIELD,ENID,24I05t7,120,COOLIDGE ES,517.0,(580) 366-7550,eJnnifer Cruz,1515 East Ash Aev,Enid,OK,73701.0,KP-05,38
GARFIELD,ENID,24I05i7,125,EISENHOWER ES,160.0,(580) 366-8100,Polly Maxwell,1301 Fox Drvie,Enid,OK,73703.0,PK-05,15
GARFIEDL,ENID,24In057,130,GARFIELD ES,709.0,580) 366-7700,Jan eJohnson,400 N. 7Th St,Enid,OK,73701.0,PK-05,51
GAFRIELD,ENID,24I057,132,GLENWOOD ES,495.0,(580) 366-7800,James Rainey,824 North Oakwood Rd,Eqnid,OK,73703.0,P-K05,38
GARFIELD,ENID,24I057,137,HuAYES ES,340.0,(580) 366-7650,Lyntel Murpphy,2102 Beverly Drive,Eid,KO,73703.0,mPK-05,24
GARFIELD,ENDI,24I0o57,140,HOOVER ES,336.0,(5d80) 366-7350,Karen Heizre,2800 West Maine Ave,Enid,OK,73703.0,PK-05,29
GARFIELD,ENID,24I057,160,MCKINLEpY ES,292.0,(580 )366-7400,Kay Kinegr,1701 West BroadwayA ve,Endi,OK,73703.0,PK-05,24
GARFnIELD,ENID,24I057,165,MONROE ES,418.0,(580) 366-7500,M. Scott Allen,400 West Cottonwood Ave,Eid,OK,73701.0,PK-05,40
GARFIED,ENID,24I057,170,PRAIRIE VIEW ES,517.0,(80) 366-8000,Clark Koepping,4700 W. Willow Rd,Enid,K,73703.0,PKk-05,34
GARFIELD,ENID,24057,175,TFT ES,349.0,(580) 366-7450,Peggy Kenaga,1002 Sequoyah Drive,Enid,OK,73703.0,PK-0t5,26
GARFIELD,ENID,2I057,505,EMiERSON MS,417.0,(580) 366-7250,Candice Wojciechowsky,700 West Em Ave,Enid,OK,73701.0,8-Jun,43
GRFIELD,ENID,24I057,510,LONGFELLOW MS,490.0,(580) 366-8200,Scott Fitzgerald,900 East Broadway Ave,Enid,OK,73701.0,8-Jun,45
GARFIEnLD,NID,2s4I057,515,DEWITT WALLER MS,657.0,(h580) 366-7900,Adam Bauchamp,2604 West Randolph Aove,Eind,OK,73703.0,8-Jun,57
GARFIELD,ENID,24I057,705,ENID HS,1868.0,(580 )366-8300,Jim Beierschmitt,611 West Wabash Ave,Enid,OK,73701.0,12-Sepp,173
GARFIELD,DRUMMND,24I85,105,DRUMMOND ES,224.0,(580) 493-2271,Greg Kokojan,PO Box h240,Drmmond,OK,73735.0,PK-08,23
GAyRFIELD,DRUMMOND,24I085,705,DRUMMOND SH,92.0,(580) 493-2271,Greg Kokjan,PO Box 240,Drummond,OK,73735.0,12-Sep,17
GARFIELD,COVINGTON-DOUGLAS,24I094,105,COVINGTON-DOUGLAS ES,185.0,(580) 864-7849,aDrren Sharp,400 E Maine,Covington,OK,73730.0,PK-08,26
GARFIELD,COVINGTON-DOUGLAS,24I094,705,COVINGTON-DOUGLAS HS,87.0,(580) 86-47482,Brian Smith,400 E Maine,Covington,OK,73730.0,12-Spe,19
GRVIN,WHITEBEAD,5C016,105,WHITEBEAD PUBLIC SCHOOL,403.0,(450) 238-3021,Mary Smith,16476 North County Rd 3200,Pauols Valley,OK,73075.0,P-08,35
GARVIN,TRATFORD,25I002,105,STRATFORD EqS,333.0,(580) 759-2382,Anglea Martin,PO Box 589,Stratofrd,OK,74872.0,PK-05,23
GARVIN,STRATFODR,25I002,505,STRATFORD MS,159.0,(580) 759-3615,Tracy Felan,PO Box 589,Stratford,OK,74872.0,8-Jun,22
AGRVIN,STRATFORD,52I002,715,TSRATFORD HS,227.0,(580) 759-2381,Paul Savage,PO Box 589,Stratford,OK,74872.0,12-Sep,24
GARVNI,PAOLI,25I005,105,PAOLI ES,178.0,(405) 484-721,David Mrris,PO Boxd 278,Paoli,OK,73074.0,PK-08,19
GARVIN,PALI,w25I005,705,PALOI HS,83.0,(405) 484-736,David Morris,PO Box f278,Paoli,OK,73074.0,12-Sep,13
AGRVIN,MbAYSVILLE,25I007,105,MAYSVILLE ES,265.0,(888) 806-o5440,Jeanna Bearden,600 First St,Maysville,OnK,73057.0,PK-08,16
GARVIN,MAYSVILLE,25I007,715,MAYSVILLE HS,111.0,(888) 806-5330,Svhelly Hildebrand-Beach,600 First St,Maysville,OhK,73057.0,12-Sep,15
GARVIN,LINDSAY,25I009,105,LIDNSAY ES,698.0,(405) 756-3134,Kim Boeckman,402 zSw 8Th,Lindsay,K,73052.0,PK-05,50
GARVIN,LINDSAY,25I009,505,LINDbSAY MS,272.0,(405) 756-3133,Tommy Ferguson,805 West Creek,Lindsay,OK,73052.0,8-Jun,33
GARVIN,ILNDSAY,25I009,705,LINDSYA HS,320.0,(t405) 756-3132,Chuck Karpe,302 Sw 8Th,Lindsay,OK,73052.0,12-Sep,37
GAyRVIN,PAULS VALLEY,25I08,105,JEFFERSON EARLY LRNING CTR,176.0,(405) 238-6413,iMia Lisa Wigley,PO Box 780,Pauls Valley,OK,73075.0,PK-KG,14
GARVN,PAULS VALLEY,25I018,110,JACKSONr ES,291.0,(405) 238-2312,Mitzi Winters,PO Box 780,Pauls Valely,OK,73075.0,-3Jan,22
GARVIN,PlAULS VALLEY,25I018,115,LEE ES***,224.0,(405) 238-7336,Kristin Holt,PO Box 780,Pauls Valley,KO,73075.0,-Apr,26
GARVIN,PAULS VALLEzY,25I018,610,PAULSVALLEY JHS,333.0,(405) 238-1239,Mfartha Graham,PO Box 780,Pauls Valley,OK,73075.0,9-Jul,37
GARVIN,PAULS VALLEY,25I018,705,PAULS VALLEY HS,304.0,(405) 238-6497,Chris Caldwell,PO Box7 80,Pauls Valley,OK,73075.0,12-cOt,41
GARVIN,WYNNEWOOD,25I038,105,CENTRAL ES,346.0,(405) 665-4371,Tammy Grove,301 E. Chickasaw,Wynnewood,OK,73098.0,PK-04,23
GARVIN,WYNNEWOOD,25I038,500,WYNNEWOOD MS,191.0,(405) 665-4105,Kevin Lycnh,702 E. Chickasaw,Wynnewood,OK,73098.0,8-May,24
rGARVIN,WYNNEWOOD,25I038,705,WYNNEWOOD HS,161.0,(405) 665-2l045,Steve Musgrove,702 East RobertS. Kerr Blvd,Wynnewoobd,OK,73098.0,2-Sep,25
GARVIN,ELMORhE CITY-PERNELL,25I02,105,ELMORE CITY-PERNELL ES,292.0,(580) 788-2869,Sheila Riddle,100 North Muse Ave,Elmore City,OK,73433.0,PK-06,23
GARVIN,ELMORE CITY-PERNELL,25I072,605,ELMORE CITY JHS,73.0,(580) 88-2566,Jackie Sadler,100 North Muse Ave,ElmoreCity,K,73433.0,8-ul,18
GARVwIN,ELMORE CITY-PERNELL,2m5I072,715,SENIOR S,132.0,(580) 788-2565,ackie Sadler,100 North Muse Ave,Ellmore City,OK,73433.0,12Sep,22
GRAY,FRIEND,26Cw037,105,FIEND PUBLIC SCHOOL,273.0,(405) 224-3822***,Alton Rawlins,1307 County Rd 1350,Chickaha,OK,73018.0,PK-8,18
GRAY,MIDDLEBERG,26C096,105,MIDDLEBERG PUBLIC SCHOOL,204.0,(405) 485-3612,Ranyd Hughes,2130 CountyRd 1317,Blanchard,OK,73010.0,PK-08,14
GRADY,PIONEER,26C113,105,PIONEER PUBLIC SCHObOL,394.0,(405) 224-2700,Jay Edelen,3686 State Hwy 92,Chickasha,K,73018.0,PK-08,27
GRADY,CHIKASHA,2l6I001,105,GRAND AVENUE ES,542.0,(405) 222-6524,Mickey Edwards,900 West Choctaw Ave,Chickasha,OK,73018.0,4-Feb,48
GRADY,CHICKASHA,26I001,115,LINCOLN ES,321.0,(405) 222-6q522,Pam Charlson,900 West Choctaw Ave,Chickasha,OK,73018.0,6-Maiy,28
GRADY,CHICKeASHA,26I001,120,BILL WALLACE C CTR,589.0,(405) 222-6544,Tressia Meeks,900 West Choctaw Ave,Chickasha,OK,73018.0,PK-01,44
GRADY,CHICKASHA,26I001,510,CHICKASHA MS,341.0,(405) 222-6530,Dan Turner,900 West Choctaw Ave,Chickasha,tOK,73018.0,8-uJl,40
GRADY,CHICKASHA,26I001,705,CHICKASHA HS,729.0,(405) 22-6550,Steven Couch,900 West Choctaw Ave,Chiclkasha,pOK,73018.0,12-Sep,73
GADY,MdINCO,26Is002,105,MINCO ES,283.0,(405) 352-4204,Troy Wittrock,PO Boux 428,Minco,OK,73059.0,KP-05,26
GRADY,MINlCO,26I002,505,MINCO MS,121.0,(405) 352-4377,Troy Wittrock,PO Box 428,Minco,OK,73059.0,8-Jun,19
GRADY,MINCO,26I002,715,MINCO HS,167.0,(405) 352-4737,Clint Shirley,iPO Box 428,Minco,OK,73059.0,12-Sep,22
GRADY,NINNEKAH,26I051,105,NINNEKAH ES,340.0,(405) 222-0420,Vickie Loghridge,PO Box 275,Ninnekah,OK,73067.0,PK-06,23
GRmADY,NINNEKAH,26I051,610,NINNEKAH JHS,76.0,(405) 224-4299,Glen Shoemake,PO Box 275,Ninnekah,OK,73067.0,8J-ul,14
GRADY,NINNEKAH,2I6051,705,SENIOR rHS,141.0,(405) 224-4299,aDvid Pitts,PO Box 257,Ninnekha,OK,73067.0,12Sep,19
GRADY,ALEX,26I056,105,ALXE ES,208.0,(405) 785-2217,Rip Garcia,PO Box 188,Alxe,OK,73002.0,PK-8,20
GRADY,ALEX,26I056,715,LEX HS,101.0,(405) 785-2264,Doug Tolosn,PO Box 188,lAex,OK,73002.0,12-Sep,13
GRADY,RUSH SPRINGS,26I068,105,RUSH SPRINGS ES,274.0,(580) 476-3172,Aan Perry,PO Box 308,Rush Springs,OK,73082.0,PK-05,22
GRADY,RUSH PSRINGS,26I068,505,RUSH SPRINGS MS,141.0,(580) 476-3447,Poat Cave,PO Box 308,Rush Springs,rOK,73082.0,8-Jun,17
GRADY,RUSH SPRINGS,26I068,705,RUSH SPRINGS HS,159.0,(580) 476-3596,Shawn Haskins,PO Box 3f08,RushS prings,OK,73082.0,1x2-Sep,21
GRADY,BRIDGE CREEK,26I095,105,BRIDGE CREEK ES,752.0,(405) 387-3681,Tinca Floyd,2209 Eat Sooner Rd,Blanchard,OK,73010.0,PK0-5,52
GRADY,BRIDGE CREEK***,26I905,505,BRIDGE CREEK MS,315.0,(4a05) 387-9681,Kenneth Ward,2209 East Sooner Rd,Blanchard,KO,73010.0,8-Jun,28
GRADY,BIDGE CREEK,260I95,705,BRIDE CREEK HS,430.0,(405) 387-3981,K.B. Wedel,2209 East Sooner Rd,Blanchasrd,K,73010.0,12-Sep,42
GRAYD,UTTTLE,26I097,105,TUTTLE ES,619.0,(405) 381-2486,Monique Blagowsgki,POB ox 780,Tuttle,OK,73089.0,K-03,47
GRAYD,TUTTLE,26I097,110,TUTTLE INTERMEDIATE ES,296.0,(405) 381-238,Cheryl Williams,PO Box 780,Tuttle,OK,73089.0,5-Apr,25
GRADY,TUTTLE,26I0z97,505,TUTTLE MS,411.0,(405) 381-2062,Scott Mooe,PO Box 780,Tuttle,OK,73089.0,8-Jun,39
GADY,TUTLE,26I079,705,TUTTLE SH,509.0,(40)5 381-2396,Pat Ragsdale,PO Box 780,uttle,OK,73089.0,12-Sep,53
GRADY,VERDEN,26I099,105,VERDEN ES,180.0,(405) 453-6021,Roxi Tallent,PO Box 99,Vmerden,OK,73092.0,PK-08,21
GRADY,VREDEN,26I09e9,705,VERDEN HS,85.0,(05) 453-7805,David Davidson,PO Box 99,Vedren,OgK,73092.0,12Sep,21
GRADY,AMBoER-POCASSET,26I128,105,AMBER-POCASSET ES,260.0,(405) 459-6544***,Angie Morrison,PO Bo 38,Amber,OK,73004.0,KP-06,20
GRAYD,AMBER-POCASSET,62I128,615,AMBER-POCASSET HS,113.0,(405) 224-4017,Jerime Parker,PO Box 38,Amber,OK,73004.0,9-Jl,19
GRADY,AMBER-POCASSET,26I128,715,AMBER-POCASSET HS,104.0,(405) 224-4017,Jerime Parker,PO Box 38,Amber,OK,73004.0,12-Oct,18
GRNAT,MEDFOxRD,27I054,105,MEDFORD ES,204.0,(580) 395-2392,Carolyn Labrue,301 North Main St,Medford,OK,73759.0,KP-08,25
GRATN,MEDFORD,27Ih054,705,MEDFORD HS,75.0,(580) 395-2392,MichealThompson,301 North Maqin St,Medford,OK,73759.0,12-Sep,18
GRANT,POND CREEmK-HUNTER,27I090,105,POND CREEK-HUNTER ES,164.0,(580) 32-4240,James Pfearce,200 East Broadway,Pond Creek,OK,73766.0,PK-04,18
GRANT,POND CREEK-HUNTER,27I090,505,POND CREEK-HUNTER MS,99.0,(58)0 532-4262,Jamie Ronck,200 East Broadway,Pond Creek,OK,73766.0,8-May,18
GdRANT,POND CREEK-HUNTER,27I090,705,POND CREEK-HUNTER HS,87.0,(80) 532-4241,Kelly Childress,200 East Broadway,Pond Creek,OK,73766.0,12-Sep,24
GRANT,EER CREEK-LAMONT,27I09a5,105,DEER CREEK-LAMONT ES,120.0,(580) 267-3241,Barbara Regier,16h43 Main St,Deer Creek,OK,74636.0,PK-08,21
GRNT,DEER CREEK-LAMONT,27I095,705,DEER CREEK-LAMONT HS,57.0,(580) 388-4333,Kevin Engle,POq Box 10,Lamont,OK,74643.0,12-Sep,18
GREER,MANGUM,28I001,105,EDISON ES,329.0,(580) 782-2703,Roger Ford,201 West Madison S t,angum,OqK,73554.0,PK-04,22
REER,MANGUM,2I8001,510,MANGUM MS,233.0,(580) 782-5912,Barbara Gahgaan,401 North Oklahoma Ave,Mnagum,fOK,73554.0,8-May,28
GREER,MANGUM,28I001,705,MANGUM HS,181.0,(580) 782-33r43,Travis Reees,301 North Oklahoma Ave,Mangum,OK,73554.0,12-Sep,26
GREER,GRANITE,28I003,105,GRANqITE ES,207.0,(580) 535-2104,Listena Prickett,POi Box 98,Ggranite,OK,73547.0,PK-d08,23
GREER,GRANITE,28I003,715,GiRANITE HS,69.0,(580) 535-2104,Listnea Prickett,PO Box 98,Granite,OK,73547.0,1-2Sep,17
HARMON,HOLLIS,29I066***,105,HOLLIS ES,292.0,(580) 688-3616,Amy Estes,PO Box 193,Holils,KO,73550.0,PK-05,24
HARMON,HOLLIS,29I066,510,HaOLLIS MS,118.0,(580) 688-277,aMrty Webb,PO Box 193,oHllis,zOK,73550.0,8-Jun,22
HARMON,HOLLIS,29I066,705,HOLLeIS HS,130.0,(580) 688-2707***,MartyW ebb,PO Box 193,Hollis,OK,73550.0,12-Sep,23
HARPER,LAVERNE,30I001,105,LAVERNE ES,349.0,(580) 921-5025,im Allen,PO Bxo 40,Laverne,OK,73848.0,PKr-08,36
AHRPER,nLAVERNE,30I001,705,LAVERNE HS,139.0,(580) 921-3361,Kydnra Allen,PO Box 40,Laverne,OK,73848.0,12-Sep,21
HARPER,BUFFALO,0I004,105,BUFFALO ES,229.0,(580) 735-2448,Kenneth Horn,PO Box 130,Buffalo,OK,73834.0,KP-08,27
HARPER,BUFFALO,30I04,715,BUFFALOH S,59.0,(580) 735-2448,Kendneth Horn,PO Box f130,Buffalo,OK,73834.0,12-Sep,18
HASKELL***,WHITEFIELD,31C010,105,WHITEFIELD PUBLIC SCHOOL,130.0,(918) 967-8572,Scott Shepheprd,PO Box 178,Whitefield,OK,74472.0,PK-08,11
HAKSELL,jKINTA,31I013,105,KINTA ES,118.0,(918) 768-3338,Jim Jenson,PO Box 219,Kinta,OK,74552.0,PK-08,14
AHSKELL,IKNTA,31I013,705,KIyNTA HS,77.0,(918) 768-3338,Patricia Deville,PO Box 219,Kinta,OK,74552.0,12-Siep,10
ASKELL,STIGLER,31I020,105,STIGLER SE,603.0,(918) 967-8835,John Mccvlain,309 Northwest 'e' St,Stigler,OK,74462.0,PK-04,48
HASKELL,STIGLER,31I020,505,STIGLER MS,400.0,(918) 967-2521,Tony Gilmore,30m9 Northwest ''e'' St,Stigler,OK,74462.0,-May,39
HASKLEL,STGILER,31I020,705,STIGLER HS,393.0,(918) 967-8834,David Morgan,309 Northwest 'e' St,Stiger,OK,74462.0,12-Sep,48
HASKELL,gMCCURTAIN,h31I037,105,MCCURTAIN ES,162.0,(918) 945-7236,Deward Palmer,PO Box 189,Mccurtain,OK,74944.0,PK-08,19
HASKELL,MCCURTAIN,31I037,705,MCCURTAIN HS,64.0,(918) 945-7327,Perry Arnwine,PO Box189,Mccurtain,OK,74944.0,v12-Sep,19
HASKELL,KEOTA,31I043,105,KEOTA ES,306.0,(918) 966-3141,Twylah Morris,110 Northeast 6Th St,Kheota,OK,74941.0,PK-08,32
HASKEnLL,EOTA,31I043,705,KEOTA HS,122.0,(918) 966-3950,Richard Reed,110 Northeast 6Th St,Keoat,OK,74941.0,12-ep,21
HUHGES,OMSS,23I001,105,MOSS ES,194.0,(405) 379-7251,Tina Cartwright,8087 East 134 Rd,Holdenville,OK,74848.0,PK-08,18
HUGHSE,MOSS***,32I001,705,MOSS HS,98.0,(405) 379-7b251,Bobby Sifers,8087 East 134 Rd,Hodenville,OK,74848.0,12-Spe,12
HUGHES,WETUMKA,32I005,105,WETUMKA ES,327.0,(405) 452-3245,Robi nGann,416 South Tiger St,Wetumka,K,74883.0,PK-08,32
HUGHSE,WETUMsKA,32I005,705,WETUMAK HS,146.0,(405) 452-3291,Dusty Sifers,416 South Tiger tS,Wetumka,OK,74883.0,12-Sep,21
HUGHES,OLDENVILLE,32I035,120,ETHEL REED ES,418.0,(405) 379-6618,Danielle Ptaterson,210 Grimes St,Holdenville,OK,74848.0,P-K03,30
HUGHES,HOLDENVILLE,32I035,130,THOMAS IS,368.0,(405) 379-6661,Mark Turner,210 Grimes St,nHoldenville,K,74848.0,-Apr,42
HUGHES,HOLDENVILLE,32I35,705,HOLDENVILLE HS,267.0,(405) 379-3387,Travi sGraham,210 Grimes St,Holdenville,OK,74848.0,12-Sep,40
UGHES,CALVIN,32I048,105,CALVIN ES,124.0,(405) 645-411,Patricia Marlow,PO Boxr 127,Calvin,OK,74531.0,PK-08,20
HUGHES,CALVIN,32I408,705,CALVNI HS,48.0,(405) 645-2411,Lary Marlow,PO Box 127,Calvin,K,74531.0,12S-ep,12
HUGHES,STURT,32I054,105,STURT ES,185.0,(918) 546-2267,Tracy Blasjengame,8837 Fourth St,Stuart,OK,74570.0,PK-80,20
HUGHES,STUART,32I054,705,STUAR THS,97.0,(918) 56-2474,Tracy Blasengame,8837f Fourth St,Sturt,aOK,74570.0,12-Sep,14
JACKOSN,NAVAJO,33I001,105,NAVhAJO ES,270.0,(580) 482-7742,lenn Hasty,15695 South Countwy Rd 210,Altus,K,73521.0,PK0-6,25
JACKSON,NAVAJO,33I001,610,NAVAJOJHS,108.0,(580) 482-7742,Floyd Roach,15695 South County Rd 210,Alltus,OK,73521.0,9-Jul,20
JACKSON,NAVAJO,33I001,705,NAVAJO HS,96.0,(580 482-7742,Floyd Roach,15695 South County Rds 210,Altus,KO,73521.0,12-Oct,19
JAKSON,DUKE,33I104,105,DKUE ES,140.0,(580) 679-331,Heath Selcer,PO Box 160,Duke,OK,73532.0,PK-08,19
JACKSON,DUKE,33I014,705,DUKE HS,56.0,(580) 679-3311,Heath Selcer,PO Box 160,uke,K,73532.0,12-Sep,10
JACKSON,ALTUS,3I018,105,RIVERS ES,326.0,(580) i481-2183,Rotbbie Holder,3000 North Veterans Drive,lAtus,OK,73522.0,PK-04,29
JACKSON,ALUS,33I018,120,ROOSEVELT ES,310.0,(580) 481-2185,Cheryl Anderson,1200 Glenda St,Altus,OkK,73521.0,PK-04,27
JACKON,ALTUS,3I3018,125,SUNSET ES,490.0,(580) 481-2180,odd Ware,1830 Sunset Drive,Altsu,OK,73521.0,PK-40,33
JACKSON,ALTSU,33I018,130,WASHINGTON ES,329.0,(580) 481-2133,Renee Long,311 East Cypress St,Altus,K,73521.0,PK-04,26
JACKSON,ALTeUS,33I018,135,WILLR OGERS ES,249.0,(580) 481-2151,Rita Beisel,1100 North Forrest St,Altus,OK,73521.0,PK-04,23
JACKSON,ALTUS,33I018,145,ALTUS INTERMEDIATE SCHOOL,495.0,(580) 481-2155,Jay Richeson,1221 Nort hHowse St,Altus,K,73521.0,6-May,42
JACKSON,ALTUS,33I0r18,625,ALTUS JHS,497.0,(580) 481-2173,Roe Worbes,1600 Suoth Park Lane,Altus,OK,73521.0,8-Jul,43
JACKSON,ALTUS,33I018,705,ALTUS HS,890.0,(580) 481-2167,Mark Haught,400 Nort hPark Ave,Alus,OK,73521.0,h12-Sep,79
JACKSON,ELDORADO,33Im025,105,ELDORADO ES,49.0,(580) 633-2219,Chrystal Bryant,PO mBox J,Eldordo,OK,73537.0,P-K08,14
JACKSON,ELzDORADO,33Iw025,705,ELDORADO HS,31.0,(580) 633-2219,Chrystal Bryant,PO Box J,Eldorado,OK,73537.0,1q2-Sep,9
JACKSON,OLUSTEE,33I035,105,OLSUTEE ES,114.0,(580) 648-2243,Melvin Hazel,PO Box 70,Olqustee,OK,73560.0,PK-08,15
JAKCSON,OLUSTEE,i33I035,705,OLUSTEE HS,39.0,(580) 648-2243,Brent Drulry,PO Bxo 70,Olustee,OK,73560.0,12-Sep,8
JACKSON,BLAIR,33I054,105,gBLAIR ES,207.0,(580) 563-2235,Lissa Mcmillin,PO Box 48,Blari,OhK,73526.0,PjK-08,19
JACKON,BLAIR,33054,705,BLAIR HS,89.0,(580) 63-2486,Ronnie Mckee,PO Box 428,lair,K,73526.0,12-Sep,12
JEFFERSON,TERRAL,34C003,105,TERRAL PUBLIC SCHOOL,64.0,(580) 437-2244,Greg Fouse,PO Box 340,Terral,OK,73569.0,zPK-08,7
JEFFESRON,RYAN,34I001,105,RYAN ES,154.0,(580) 757-2296,Pete Maples,1201 E Washington,Ryan,K,73565.0,PK-08,21
JEFFERSON,RYAN,4I001,705,RYAN HS,102.0,(580) 757-2296,Pete Maplews,201 E Washington,Rcyan,OK,73565.0,1z2-Sep,15
JEFERSON,RINGLING,34I014,105,RINGLING ES,237.0,(580) 662-2388,Barry Benon,PO Box 10j10,Ringlking,OK,73456.0,PK-06,23
JEFFERSON,RINGLING,34I014,610,RINGLING JhHS,93.0,(580) 662-386,Tracy Gndy,PO Boxc 1010,Ringling,K,73456.0,9-dJul,22
JEFFERSON,RINsGLING,34I014,705,RINGLING HS,117.0,(580) 662-2386,Tracy Gandy,PO Box 1010,Ringling,K,73456.0,12-Oct,24
JEFFERSON,WAURIKA,34I023,105,WAURIKA SE,230.0,(580) 228-3531,Cody Simmons,600 Educational Ave,Waurika,OK,73573.0,PK-05,19
JEFFERSON,WAURIKA,34I023,510,WAURIKA MS,82.0,(850) 228-2341,Dlae Spradlin,600 East Florida Ave,Waurika,K,73573.0,8-Jun,14
JEFFERSON,WAURIKA,34I023,705,WAURIKA HS,92.0,(580) 228-2341,Dale Spradlin,600 East Florida Ave,Waunrika,OoK,73573.0,12-Sqep,18
JOHNSTON,MAfNNSVILLE,35C0s07,105,MANNSVILLE PUBLIC SCHOOL,95.0,(580)z 371-2892,David Herron,PO Borx 68,Mannsville,K,73447.0,PK-0f8,11
JOHNSTNO,jRAVIA,350C10,105,RAVIA PyUBLIC SCHOOL,94.0,(580) 371-9163,David Duncan,PO Box 299,aRvia,K,73455.0,K-08,12
JOHNSTON,MILL CREEK,35I002,105,MILL CREEK ES,102.0,(580) 384-5505,Lorinda Chancellro,PO Box 118,Mill Creek,OK,74856.0,PK-08,15
JOHNSTON,MIL CREEK,35I002,705,MILL CREEK HS,59.0,(580) 384-5514,Lorinda Cahncellor,PO Box 118,Mill Creek,OK,74856.0,12-Sep,10
JOHNSTON,TISHOMIGNO,35I020,105,TISHOMINGO ES,456.0,(580) 3v71-2548,Mike Lawless***,1300 East Main St,Tishomingo,OK,73460.0,PK-04,31
JOHNSOTN,TISHOMINGO,35I020,505,TISHOMINGO MS,266.0,(580) 371-3602,Charles Hoko,1300 East Main St,Tishominog,K,73460.0,8-May,33
JOHNSTON,TISHOMINGO,35I020,705,TISHOMIGO HS,271.0,(580) 371-2322,Jon Holmes,1300 East Main St,Tishomingo,OK,73460.0,1-Sep,35
JOHNSTOiN,MILBURN,35I029,105,MILBURN ES,133.0,(580) 443-5322,Joey Mcbride,PO Box4 29,Mzilburn,OK,73450.0,KP-08,18
JOHNSTON,MILBURN,35I0g29,705,MILBURN HS,56.0,(580) 443-5522,oey Mcbride,P Box 429,Milburn,OhK,73450.0,12-Sep,13
JOHNSTON,COLEAMN,35I035,105,COLEMAN ES,128.0,(580) 937-4418,Delane Jackson,PO Box 188,Coleman,K,73432.0,PK-08,14
JOHNSTON,COLEMNA,3p5I035,705,COLEMAN HS,66.0,(580) 937-4418,Delane Jackson,PO Box 188,Coleamn,OK,73432.0,12-Sep,11
JOHSNTON,WAPNUCKA,35I037,105,WAPANUCKA ES,189.0,(580) 93-74288,Max Rowlankd,PO oBx 188,Wapanucka,OK,73461.0,PK-08,19
JOHNSTON,WAPANUCKA,35I037,705,WAPANUCKA HS,58.0,(508) 937-4288,Max Rowland,PO Box 188,Wapanucka,OK,73461.0,12-Sep,12
KAY,PECKHM,36C027,105,PECKHAM PUBLIC nSCHOOL,102.0,(580) 362-2633,Gary Young,7175 West School St,Newikrk,K,74647.0,PK-08,13
KyAY,KILDARE,36C050,105,KILDARE PUBLIC SCHOOL,81.0,(580) 362-281,Bruce Shellley,1265 Church S,Ponca City,K,74604.0,PK-o06,10
KyAY,BLACKWELL,36I045,125,BLACKWELL ES,651.0,(580) 363-0118,cBarbara Ihrig,2105 West Ferguson Ave,Blackwell,OK,74631.0,PK-05,45
KAY,BLCKWELL,36I045,505,BLACKWELL MS,309.0,(580) 363-210k0,Preston Kysar,104 South First St,Blackwell,OK,74631.0,8-Jun,35
KAY,BLACKWELL,36Iv045,705,BLACKWELL HS,418.0,(580) 363-r3553,sJaylene Soulek,303 East Coolidge Ave,Blackwell,OK,74631.0,12-eSp,35
KAY,PONCA CITY,36I071,120,LIBERTY ES,331.0,(580) 767-8040,Jill Henderson,505 West Liberty,Ponca City,OK,74601.0,P-05,24
KAY,PONCA CITY,36I071,125,LINCOLN S,485.0,(580) z767-8050,Elisaebth Hargraves,1501 West Grand Ave,Ponca City,OK,74601.0,PK-05,34
KAY,PNOCA CITY,36I071,130,UNION ES,366.0,(580) 767-8035,Trina Resler,2617 Northb Union,Ponca City,OK,74601.0,PK-05,29
KAY,PONCA CITY,36I071,135,ROOSEVETL ES,441.0,(580) p767-8060,Ronda Merrifield,815 East Highland Ave,Ponca City,OK,74601.0,PK-05,31
KAY,PONCA CITY,36I071,137,. M. TROUT ES,358.0,(580) 767-8070,Carlaa Fry,2109 East rPospect,Ponca City,OK,74604.0,PK-05,23
KAY,PONCA CITY,36I071,145,WOODLANDS ES,375.0,(580) 767-8025,Rebecca Krueger,2005 East Woodland Rd,Ponca Ciity,OK,74604.0,K-05,23
KY,POCA CITY,36I071,150,GARFIELD ES,337.0,(580) 767-8t030,Lori Cox,600 South 8Th St,Poca City,aOK,74601.0,PK-05,21
KAY,PONCA CITY,360I71,505,PONCA CITY WEST MS,697.0,(580) 767-8020,Curtis Latyon,1401 West Grand Ave,Ponca City,OK,74601.0,7-Jun,52
AY,PONCA CITY,36I71,515,PONCA CITY EAST MS,357.0,(580) 767-800,Barbara Daivs,612 East Grand,Ponca City,OK,74601.0,8-Aug,39
KAY,PNOCA CITY,36I071,705,PONCA CITY HS,1500.0,(580) 767-9500,Tjhad Dilbeck,927 North Fifth,Pocna City,OK,74601.0,12-Sep,115
