indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal t o25.0),2.0,"Precent of population, crude",2.0,Sex and age,6.0,Male: 35-44 years,6.12,2009-2012,7.0,35-44 years,1.2,78.9,1.9,---
"Normal weight, oevrweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and ge,6.0,Male: 35-44 years,6.12,2011-2014,8.0,35-44 years,1.2,79.3,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight orobese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 35-44 years,6.12,2013-2016,9.0,35-44 years,1.2,80.6,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Pecrent of population, crude",2.0,Sex and age,6.0,Male: 35-44 years,6.12,2015-2018,10.0,35-44 years,1.2,81.0,2.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 45-54 years,6.13,1988-199j4,1.0,45-54 years,1.3,66.1,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 45-54 years,6.13,1999b-2002,2.0,45-54 years,1.3,75.7,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 45-54 years,6.13,2001-2004,3.0,45-54 years,1.3,78.5,1.7,---
"Normal weight, oevrweight, and obesity among adults aged 20 and over",Overweight or pobese (BMI greater than or equal to 25.0),2.0,"Percent of populatin, crude",2.0,Sex and age,6.0,Male: 4-54 years,6.13,2005-2008,5.0,45-54 years,1.3,76.8,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: h45-54 years,6.13,2007-2010,6.0,45-54 years,1.3,76.8,1.8,---
"Normal weight, overweight, and obesity among adultsa ged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 45-54 years,6.13,2009-2012,7.0,45-54 years,1.3,79.3,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crvude",2.0,Sex and age,6.0,Male: 45-54 years,6.13,2011-2014,8.0,45-5 years,1.3,80.8,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 45-54 years,6.13,2013-2016,9.0,45-54 years,1.3,80.8,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 45-54 years,6.13,2015-2018,10.0,45-54 years,1.3,83.0,2.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,1988-1994***,1.0,55-64 years,1.4,70.5,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,1999-2002,2.0,55-64 years,1.4,75.4,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,2001-2004,90.0,55-64 years,1.4,77.3,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to u25.0),2.0,"Percent of population, rude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,2003-2006,4.0,55-64 years,1.4,79.7,2.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex aund age,6.0,Male: 55-64 years,6.14,2005-2008,5.0,55-64 years,1.4,80.5,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,2007-2010,6.0,55-64 years,1.4,79.8,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,Percent of population crude,2.0,Sex and age,6.0,Male: 55-64 years,6.14,2009-2012,7.0,55-64 years,1.4,77.4,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,2011-2014,8.0,55-64 years,1.4,76.7,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of poulation, crude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,2013-2016,9.0,55-64 years,1.4,76.7,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent o fpopulation, crude",2.0,Sex and age,6.0,Male: 55-64 years,6.14,2015-2018,10.0,55-64 years,1.4,77.5,2.6,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equl to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 65-74 years,6.15,1988z-1994,1.0,65-74 years,1.5,68.5,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and ae,6.0,Male: 65-74 years,6.15,1999-2002,22.0,65-74 years,1.5,76.2,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sxe and age,6.0,Male: 65-74 years,6.15,2001-2004,93.0,65-74 years,1.5,76.1,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 65-74 years,6.15,2003-2006,4.0,65-74 years,1.5,78.0,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 65-74 years,6.15,2005-2008,5.0,65-74 years,1.5,79.1,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 65-74 years,6.15,2007-2010,6.0,65-74 years,1.5,77.5,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex anda ge,6.0,Male: 5-74 years,6.15,2009-k2012,7.0,5-74 years,1.5,76.9,2.1,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 65-74 years,6.15,2011-2014,8.0,65-74 years,1.5,76.1,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 65-74 years,6.15,2013-2016,9.0,65-74 years,1.5,79.0,2.5,---
"Ngormal weight, overweight, and obesity among adults aged 20 and over",Overweigt or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 65-74 years,6.15,2015-2018,10.0,65-74 years,1.5,83.7,2.4,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and over,6.16,198-1994,1.0,75 years and over,1.6,56.5,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and over,6.16,1999-2002,64.0,75 years and over,1.6,67.4,2.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and oer,6.16,2001-2004,3.0,75 years nd over,1.6,66.8,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and over,6.16,2003-200c6,4.0,75 years and over,1.6,65.8,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years an over,6.16,2005-2008,5.0,75 years and over,1.6,70.8,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and over,6.16,2007-2010,6.0,75 years and over,1.6,73.2,2.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of populaiton, crude",2.0,Sex and age,6.0,Mjale: 75 years and over,6.16,2009-2012,7.0,75 years and over,1.6,70.4,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and over,6.16,2011-2014,8.0,75 years and over,1.6,71.0,2.3,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and over,6.16,2013-2016,9.0,75 years and over,1.6,74.9,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Male: 75 years and over,6.16,2105-2018,10.0,75 years and over,1.6,74.6,2.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Female: 20-34 years,6.21,188-1994,1.0,20-34 years,1.1,37.0,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Female: 20-34 years,6.21,1999-202,2.0,20-34 years,1.1,52.9,2.1,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crtude",2.0,Sex and age,6.0,Female: 20-34 years,6.21,2001-2004,3.0,20-34 years,1.1,51.6,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,20.0,Female: 20-34 years,6.21,2003-2006,4.0,20-34 years,1.1,50.9,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overwegiht or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,15.0,Female: 20-34 years,6.21,2005-2008,5.0,20-34 years,1.1,55.6,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,100.0,Female: 20-34 years,6.21,2007-2010,6.0,20-34 years,1.1,55.4,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Female: 20-34 years,6.21,2009-2012,7.0,20-34 years,1.1,55.2,2.4,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent o population, crude",2.0,Sex and age,8.0,Female: 20-34 years,6.21,2011-2014,8.0,20-x34 years,1.1,58.5,2.1,-t--
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,71.0,Female: 20-34 years,6.21,2013-2016,9.0,20-34 years,1.1,59.6,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,101.0,Female: 20-34 years,6.21,2105-2018,10.0,20-34 years,1.1,60.0,2.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of populatio, crude",2.0,uSex and age,25.0,Female: 35-44 years,6.22,19881994,1.0,35-44 years,1.2,49.6,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,67.0,Female: 35-44 years,6.22,1999-2002,29.0,35-44 years,1.2,60.6,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,41.0,Female: 35-44 years,6.22,2001-2004,3.0,3-544 years,1.2,60.1,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Female: 35-44 years,6.22,2003-2006,4.0,35-44 years,1.2,60.7,2.5,---
"Normalz weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,12.0,Female: 35-44 years,6.22,2005-2008,5.0,35-44 years,1.2,62.1,2.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,35.0,Female: 35-44 years,6.22,2007-2010,6.0,35-44 years,1.2,63.9,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,69.0,Female: 35-44 years,6.22,2009-2012,7.0,35-44 years,1.2,62.4,1.8,v---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,41.0,Female: 35-44 years,6.22,2011-2014,8.0,35-44 years,1.2,65.6,1.7,---
"Normal weight, overweight, and obesiyt among adults aged 20 and over",Overweight or obese (BMI greater htan or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,31.0,Female: 35-44 years,6.22,2013-2016,9.0,35-44 years,1.2,67.7,2.2,---
"Norma weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,93.0,Female: 35-44 years,6.22,215-2018,10.0,5-44 years,1.2,70.7,2.6,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,35.0,Female: 45-54 years,6.23,1988-1949,1.0,45-54 years,1.3,60.3,2.5,---
"Normal weight, overweight, and obesity among adults aged u20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,82.0,Female: 45-54 years,6.23,1999-2002,69.0,45-54 years,1.3,65.1,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,106.0,Female: 45-54 years,6.23,2001-2004,3.0,45-54 years,1.3,67.4,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,53.0,Female: 45-54 years,6.23,2003-2006,4.0,45-54 years,1.3,67.3,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex aned age,65.0,Female: 45-54 years,6.23,2005-2008,5.0,45-54 yars,1.3,65.8,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweigcht or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,ySex and age,51.0,Female: 45-54 years,6.23,2007-2010,6.0,45-54 years,1.3,66.2,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Female: 45-54 years,6.23,2009-2012,7.0,45-54 years,1.3,70.5,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Female: 45-54 years,6.23,0211-2014,8.0,45-54 years,1.3,71.4,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,14.0,Female: 45-54 years,6.23,2013-2016,9.0,45-54 years,1.3,69.5,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,12.0,Female: 45-54 years,6.23,015-2018,10.0,45-54 yers,1.3,71.3,2.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,104.0,Female: 55-64 years,6.24,188-1994,1.0,55-64 years,1.4,66.3,1.6,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and ge,6.0,Female: 55-64 years,6.24,1999-2002,12.0,55-64 years,1.4,72.2,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,39.0,Female: 55-64 years,6.24,2001-2004,3.0,55-64 years,1.4,69.9,2.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese(BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,99.0,Female: 55-64 years,6.24,2003-2006,4.0,55-64 years,1.4,69.6,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,36.0,Female: 55-64 years,6.24,2005-2008,5.0,55-64 years,1.4,69.4,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and ovre",Overweight or obese (BMI greater than or equal to 25.0),2.0,Percent of population crude,2.0,Sex and age,6.0,Female: 55-64 years,6.24,2007-2010,6.0,55-64 years,1.4,72.2,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,66.0,Female: 55-64 years,6.24,2009-2012,7.0,55-64 years,1.4,75.1,2.1,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,13.0,Female: 55-64 years,6.24,2011-2014,8.0,55-64 years,1.4,74.3,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,79.0,Female: 55-64 years,6.24,2013-2016,9.0,55-64 years,1.4,74.5,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal tof 25.0),2.0,"Percent of population, crude",2.0,Sex and age,54.0,Female: 55-64 years,6.24,2015-2018,10.0,55-64 years,1.4,72.7,2.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,21.0,Female: 65-74 years,6.25,1988-1r994,1.0,65-74 years,1.5,60.3,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,36.0,Female: 65-74 years,6.25,1999-2002,64.0,65-74 years,1.5,70.9,3.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent fo population, crude",2.0,Sex and age,19.0,Female: 65-74 years,6.25,2001-2004,3.0,65-74 years,1.5,71.5,2.2,---
"Normal weight, overweight, and obesity among adults aged l20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,73.0,Female: 65-74 years,6.25,2003-2006,4.0,65-74 years,1.5,70.5,2.2,---
"Normmal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,40.0,Female: 65-74 years,6.25,2005-2008,5.0,65-74 years,1.5,69.6,3.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,23.0,Female: 65-74 years,6.25,2007-0210,6.0,65-74 years,1.5,74.2,2.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,6.0,Female: 65-74 years,6.25,2009-2012,7.0,65-74 years,1.5,73.8,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,73.0,Female: 65-74 years,6.25,2011-201f4,8.0,65-74 years,1.5,71.2,2.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obes e(BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,104.0,Female: 65-74 years,6.25,2013-2016,9.0,65-74 years,1.5,75.6,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex ancd age,91.0,Female: 65-74 years,6.25,2015-2018,10.0,65-74 years,1.5,78.9,2.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percnt of population, crude",2.0,Sex and age,6.0,Female: 75 yars and over,6.26,19k88-1994,1.0,75 years and over,1.6,52.3,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,60.0,Female: 75 years and over,6.26,1999-2002,37.0,75 year sand over,1.6,59.9,3.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,20.0,Female: 75 years and over,6.26,2001-20c04,3.0,75 years and over,1.6,63.7,3.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and ge,91.0,Female: 75 years and over,6.26,2003-2006,4.0,75 years and over,1.6,62.6,2.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than orequal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,59.0,Female: 75 years and over,6.26,2005-2008,5.0,75 years and over,1.6,61.3,2.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,100.0,Female: 75 years and over,6.26,2007-2010,6.0,75 years and over,1.6,63.2,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,17.0,Female: 75 years and over,6.26,2009-2012,7.0,75 years and over,1.6,62.4,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,66.0,Female: 75 years and over,6.26,2011-2014,8.0,75 years and over,1.6,64.6,2.1,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,75.0,Female: 75 years and over,6.26,2013-2016,9.0,75 years and over,1.6,67.4,2.1,--i-
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2.0,"Percent of population, crude",2.0,Sex and age,32.0,Female: 75 years and over,6.26,2015-2018,10.0,75 years and over,1.6,69.9,2.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",31.0,Totoal,53.0,20 years and over,1.1,1988-1949,1.0,20 years nd over,21.0,22.9,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Ttoal,58.0,20 years and over,1.1,1999-2002,10.0,20 yesars and over,19.0,30.4,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",85.0,Total,85.0,20 years and over,1.1,2001-2004,3.0,20 years pand over,5.0,31.4,0.8,---
"Normal weight, overweight, ankd obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Toal,50.0,20 years and over,1.1,2003-2006,4.0,20 eyars and over,19.0,33.4,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",85.0,hTotal,73.0,20 years and over,1.1,2005-2008,5.0,20 years nd over,17.0,34.0,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",54.0,Totaxl,86.0,20 years and ovepr,1.1,2007-2010,6.0,20 year and over,1.0,34.7,0.7,-c--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greaterthan or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Tvotal,74.0,20 years and over,1.1,2009-2012,7.0,20 years and ovre,74.0,35.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obeity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",33.0,Total,93.0,20 years and over,1.1,2011-2014,8.0,20 years anod over,31.0,36.4,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Totgal,23.0,20 ears and over,1.1,2013-2016,9.0,20years and over,1.0,38.8,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Totael,82.0,20 years and over,1.1,2015-2018,10.0,20 years andover,1.0,41.1,1.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of populatio, age-adjusted",1.0,Sejx,39.0,tMale,2.1,988-1994,1.0,20 years andd over,24.0,20.2,0.7,---
