ObjectId,ID,Council_District,Amount,Household_Size,Race,Ethnicity,Gender,DATE,Zip_Code,GlobalID
211,160,2,7830,1,African American,Non-Hispanic,Female,9/29/2021,40219,{78B9322B-36AA-4EA9-BF7F-7C4BCDA9983D}
212,161,2,6888,3,White,Non-Hispanic,Female,9/16/2021,40219,{E04B7F6B-CBC4-4D45-87A9-1F886B35B881}
213,162,2,5750,2,African American,Non-Hispanic,Male,10/26/2021,40219,{6E7B5DC4-87C3-4A18-AFF6-439B2385C348}
214,163,2,10828,1,African American,Non-Hispanic,Female,9/7/2021,40218,{6203653C-959D-429C-BC5C-2D412965675B}
215,164,2,8454.54,1,African American,Non-Hispanic,Female,8/13/2021,40218,{198FFFDC-D726-402E-ACAE-DD55A316ACE8}
216,165,2,460,3,African American,Non-Hispanic,Female,12/22/2021,40228,{CA1C038D-9574-4884-9B4D-75DC058A2A2F}
217,166,2,5867,1,African American,Non-Hispanic,Male,9/17/2021,40213,{5ACC477D-241E-4965-8E14-BAF41883AD68}
218,167,2,7950,2,African American,Non-Hispanic,Female,8/6/2021,40218,{7EFD6208-9E30-4B82-984E-D1A23A684F0A}
219,168,2,3674,4,African American,Non-Hispanic,Female,7/21/2021,40219,{CF3DEA75-6641-498A-AA96-AA949A03E928}
220,169,2,5739.91,1,African American,Non-Hispanic,Female,10/28/2021,40218,{3594B668-0DE8-48B6-B32A-2C9CD453AC5F}
221,170,3,6040,1,African American,Non-Hispanic,Female,9/3/2021,40216,{65D1E663-9C57-4142-A556-DF0EBB073C80}
222,171,3,6050,3,African American,Non-Hispanic,Male,8/13/2021,40215,{4B871EF6-F986-465B-BD3E-EC13531C0550}
223,172,3,7650,8,White,Non-Hispanic,Male,8/6/2021,40208,{31B4D678-CE6A-49A3-90F4-BFD8524F346C}
224,173,3,5115,1,White,Non-Hispanic,Male,7/6/2021,40215,{1D0FE720-22CF-4EA7-A746-72C0431E0E9A}
225,174,3,6740,2,White,Non-Hispanic,Male,11/17/2021,40216,{A2511901-6DB7-4D1E-B271-C2DC2E8D90AB}
226,175,3,9345,1,African American,Non-Hispanic,Male,11/9/2021,40208,{7FD4A7EF-3A8A-40B7-BF5A-EA744CE4B367}
227,176,3,7363,1,White,Non-Hispanic,Male,10/28/2021,40215,{43C6C7F6-F4B7-4BD2-93DA-3FA8C7E5C9CD}
228,177,3,7788,2,African American,Non-Hispanic,Female,10/5/2021,40215,{A6045324-B2F4-47A2-90C0-9AE2474F6374}
229,178,3,3425,3,African American,Non-Hispanic,Female,10/25/2021,40208,{7E98FFE4-3877-412F-81D5-B838CA62FF20}
230,179,3,1650,4,African American,Non-Hispanic,Female,7/14/2021,40215,{986FA887-C671-4EE8-86DD-F8EFC8417D7C}
231,180,3,10664,5,African American,Non-Hispanic,Female,8/16/2021,40215,{07E588AC-4664-4E4E-B765-37A8BF256007}
232,181,3,2100,3,African American,Non-Hispanic,Male,7/9/2021,40216,{12390DBF-6DEF-411D-9D00-693773E1D17B}
233,182,3,6300,3,African American,Non-Hispanic,Male,7/9/2021,40216,{17265135-7A4D-448D-9585-E82D22B1F90A}
234,183,3,8980,1,African American,Non-Hispanic,Female,8/31/2021,40216,{EF878603-0597-4112-8359-19CA7974F232}
235,184,3,1650,3,African American,Non-Hispanic,Female,7/13/2021,40215,{366DB065-1D71-4248-A313-52EAD76F034F}
236,185,3,9020,2,White,Non-Hispanic,Male,9/30/2021,40216,{5D5666B7-F398-440C-B52D-4DC24ACF1EF1}
237,186,3,5940,1,African American,Non-Hispanic,Female,8/10/2021,40210,{9CCD4DD2-6C1D-4464-A8F9-14C45F8F67DA}
238,187,3,3450,4,White,Non-Hispanic,Female,11/15/2021,40208,{BE8A56A7-9709-4FD4-A979-CAF3C5E0B5B7}
239,188,3,7260,1,African American,Non-Hispanic,Male,11/12/2021,40215,{7D8DFD01-4212-4345-9A91-483E708AB368}
240,189,3,7970,2,African American,Non-Hispanic,Female,9/15/2021,40210,{1502B192-084C-4653-9CAB-94C93579ED1C}
241,190,3,8800,4,White,Non-Hispanic,Female,8/6/2021,40215,{9E8830B1-9850-439D-BE62-3B7793A62549}
242,191,3,9325,4,White,Non-Hispanic,Female,10/25/2021,40208,{B2B46237-5F1E-47EB-BA75-1E1C38EF41F9}
243,192,3,7920,3,African American,Non-Hispanic,Female,8/24/2021,40215,{BFE7D02A-E1BE-43D0-8523-8DBBA8F0C3B2}
244,193,3,8236.95,1,African American,Non-Hispanic,Female,11/12/2021,40215,{208B505D-072B-47C4-98E7-BEB4F0D4C1A0}
245,194,3,9020,1,African American,Non-Hispanic,Male,9/4/2021,40216,{A530BD7B-E1F8-4E7B-9EE5-A685E9F21E87}
246,195,3,5525,2,White,Non-Hispanic,Male,9/3/2021,40216,{DBE4F6C8-9CEB-4E08-833E-5D39FE049A9A}
247,196,3,10065,1,African American,Non-Hispanic,Male,9/23/2021,40215,{1042E4C2-5766-4912-8EF3-354F2ECCE7AF}
248,197,3,5560,4,African American,Non-Hispanic,Female,8/5/2021,40210,{ECEBD137-BC18-4E4D-850D-E39DC11E333F}
249,198,3,5316,2,African American,Non-Hispanic,Male,9/1/2021,40215,{DFC9B251-A9BB-456C-BAA5-F9CB4546C752}
250,199,3,7362,3,African American,Non-Hispanic,Female,8/2/2021,40216,{013DD3A8-0B56-4029-A2C4-657566D756B4}
251,200,3,6894.53,4,White,Non-Hispanic,Female,9/10/2021,40216,{3A07C5EE-5BA8-4D75-8ED0-8B51D61530E5}
252,251,3,5705,3,African American,Non-Hispanic,Male,8/16/2021,40210,{229E062B-2D50-4830-A745-9F57F70828A0}
253,252,4,19016,1,Others,Hispanic,Female,9/7/2021,40203,{839D8BD0-DE1A-4280-9B39-31F346562C13}
254,2,1,4900,4,African American,Non-Hispanic,Female,7/6/2021,40211,{4770ACC5-1040-47B5-9014-B915527674A5}
255,253,4,180,1,African American,Non-Hispanic,Male,12/3/2021,40203,{7F3A3B2E-A537-40E4-A84C-95E2A16DCEB8}
256,3,1,6021.24,1,White,Non-Hispanic,Female,8/23/2021,40216,{8E2E5778-9E42-49D9-B840-D82CE7903D25}
257,254,4,1560,1,African American,Non-Hispanic,Male,11/18/2021,40202,{2BE0B8B2-6467-41CB-A838-F67BF3AEF48B}
258,4,1,4500,1,Mixed Race,Non-Hispanic,Female,8/5/2021,40216,{7501F01B-1B25-48C7-B67C-C0829C39ABF5}
259,255,4,6170,1,African American,Non-Hispanic,Female,9/7/2021,40202,{868C2F46-467A-4BD1-B7CA-887194495039}
260,5,1,8877.54,3,White,Non-Hispanic,Male,9/27/2021,40258,{389C0B97-82ED-4B55-A995-FB7CE5EF4105}
261,6,1,16800,5,White,Non-Hispanic,Male,11/1/2021,40216,{3A2D4FBC-4BB4-44B4-A487-E9AFD190C47F}
262,256,4,5021,2,White,Non-Hispanic,Female,10/25/2021,40206,{4442390C-0C36-4646-BDC0-E0103C27AA3E}
263,7,1,8478,4,African American,Non-Hispanic,Female,8/4/2021,40216,{DB56B1F0-C891-4956-B875-92514930AC7B}
264,257,4,1560,1,African American,Non-Hispanic,Male,12/22/2021,40202,{A0280CD4-4977-4046-859E-79ABC072C956}
265,8,1,4500,4,White,Non-Hispanic,Female,9/13/2021,40216,{A0E96D4D-2083-4EED-8169-665E53B39310}
266,258,4,1534,1,African American,Non-Hispanic,Male,10/29/2021,40202,{E0C31B9C-282E-4B91-81BC-363FD3B7A0A1}
267,9,1,6054,3,African American,Non-Hispanic,Female,8/12/2021,40216,{1B0BD493-80E2-4D36-B75B-9C0329AD0E12}
268,259,4,8092,1,African American,Non-Hispanic,Male,11/17/2021,40210,{C771EE5D-8D70-433B-879D-154853498555}
269,10,1,7251,4,White,Non-Hispanic,Male,8/26/2021,40216,{FE3CE361-EEA6-4923-A9A2-7D6A4FFA6280}
270,260,4,609.6,1,African American,Non-Hispanic,Female,12/22/2021,40202,{CBE334B6-0127-4F91-94CF-95B0233BDCAF}
271,11,1,3900,1,African American,Non-Hispanic,Male,9/14/2021,40211,{B2F98049-AF5B-4DFC-9CD4-7FD06B9AB8EE}
272,261,4,25445,1,African American,Non-Hispanic,Male,9/9/2021,40202,{638EECE0-C30E-4460-BB98-3CD9DE36D2BD}
273,12,1,7300,1,African American,Non-Hispanic,Male,11/17/2021,40216,{6D2F2E5F-AAF2-427B-931A-4FD92BE05B21}
274,262,4,1950,3,African American,Non-Hispanic,OTHERS,7/8/2021,40203,{60C42235-EBA5-45B4-B8A6-4533DFA5979E}
275,13,1,4833,1,White,Non-Hispanic,Male,9/16/2021,40216,{3559074D-7D77-4FD7-B7EE-65624620AE02}
276,263,4,5377,3,African American,Non-Hispanic,OTHERS,7/8/2021,40203,{7D4A5B2E-8562-4E29-BA2B-6DE521E42992}
277,14,1,5000,1,Mixed Race,Non-Hispanic,OTHERS,8/10/2021,40216,{966AE815-0298-4080-AE09-6CA638E4B448}
278,264,4,6375,3,Mixed Race,Non-Hispanic,Male,8/18/2021,40206,{26E0DEC6-7C51-495D-8FC7-7B9A00E9A9CB}
279,15,1,7263,2,White,Non-Hispanic,Male,8/2/2021,40216,{8F4CB8A4-E2CB-46B5-8A03-BF160E09FA4D}
280,265,4,1532,1,African American,Non-Hispanic,Male,11/1/2022,40202,{8A1E60F4-6101-44CF-8C5A-05C888918575}
281,16,1,8800,1,African American,Non-Hispanic,Female,9/5/2021,40211,{85D6F7CF-2017-4590-94D8-FEDD7F9FDFCD}
282,266,4,7200,1,African American,Non-Hispanic,Male,10/13/2021,40211,{52678675-E826-4718-B790-D9B89A84A78C}
283,17,1,6400,3,African American,Non-Hispanic,Female,9/22/2021,40216,{FC448156-90BD-4936-8417-81386301B85F}
284,267,4,955,1,African American,Non-Hispanic,Male,10/28/2021,40202,{D9A49B89-D927-462E-9D47-3750D2BD855A}
285,18,1,5850,1,African American,Non-Hispanic,Female,8/13/2021,40211,{5D6ADE88-47FF-41DA-8B77-FC9D0E8284F4}
286,268,4,9455,2,Mixed Race,Non-Hispanic,Female,8/3/2021,40206,{38053759-98C4-4D50-9D8B-478906061D51}
287,19,1,2700,3,White,Non-Hispanic,Female,7/16/2021,40216,{55C4C9C9-806D-4B16-A652-3BDAC38886F5}
288,20,1,9100,3,White,Non-Hispanic,Female,11/3/2021,40211,{73912D7A-03F9-412F-B419-5FDC45840E79}
289,269,4,4050,1,African American,Non-Hispanic,Male,9/10/2021,40203,{2C5DD70A-2F25-4E23-A237-4B8602A081AF}
290,21,1,4480,2,African American,Non-Hispanic,Female,9/27/2021,40211,{504084D8-C095-46D1-A5F1-96B54D3FEE9D}
291,270,4,2066,1,White,Non-Hispanic,Female,11/5/2021,40202,{273CED0C-2C77-4D2E-935B-A27AC2AF31B4}
292,22,1,4600,1,African American,Non-Hispanic,Female,8/12/2021,40211,{F362BC37-B636-4905-85BF-EA8BF90952FC}
293,271,4,4725,5,African American,Non-Hispanic,Female,11/4/2021,40211,{B7E862B1-B5AE-4BD4-A002-AC2D1F94EEB5}
294,23,1,4380,3,African American,Non-Hispanic,Female,9/7/2021,40258,{C2DEFEFD-63C8-4632-A048-1E51571C9CD8}
295,272,4,6957,1,Mixed Race,Non-Hispanic,Male,8/27/2021,40203,{A05B7687-E9AF-4A87-9CEE-8E009DAB0156}
296,24,1,4067,4,White,Non-Hispanic,Male,10/27/2021,40216,{5ACDE4D2-D015-458D-AAFB-98B2091C0C0E}
297,273,4,2730,1,Mixed Race,Non-Hispanic,Female,7/9/2021,40206,{C911B9F7-1B92-42E3-949B-9B6FD1CA3B6E}
298,25,1,6777.4,1,White,Non-Hispanic,Male,9/2/2021,40216,{B7CD6A79-B1FF-4AD9-91D4-D99607CD0259}
299,274,4,5870,1,Mixed Race,Non-Hispanic,Female,7/9/2021,40206,{AFE3497A-60F1-4DBB-9043-6F746471F4FD}
300,26,1,9807.31,3,African American,Non-Hispanic,Female,11/10/2021,40211,{6C06C882-3E70-4371-B8F0-F5FB87FDA9E9}
301,275,4,602.6,1,African American,Non-Hispanic,Male,12/3/2021,40203,{5DA705D9-0216-4232-A8E4-7E73700932EF}
302,27,1,2103,2,African American,Non-Hispanic,Female,7/8/2021,40211,{200D889B-D123-4CE4-8D04-5BF1C9A8577B}
303,276,4,550,1,African American,Non-Hispanic,Male,11/1/2021,40202,{AD714FD5-80F2-49B5-B1E1-1AC957367861}
304,28,1,7236,2,African American,Non-Hispanic,Female,7/8/2021,40211,{FF9C72FD-A04C-4C15-BA98-3ACE327141AE}
305,277,4,2703,2,African American,Non-Hispanic,Male,7/20/2021,40206,{186218C6-A989-4E30-AD95-546D76D0A56D}
306,29,1,2904,1,White,Non-Hispanic,Female,9/5/2021,40211,{8B3F1562-9E2D-4411-8E14-3D1A47221997}
307,278,4,2760,1,African American,Non-Hispanic,Female,11/12/2021,40210,{1B7D9C4D-4CA9-43FF-A439-6E94E88FB22F}
308,30,1,1995,2,White,Non-Hispanic,Male,7/8/2021,40216,{67ADB6C0-BA43-44E7-BA7B-32C3171CF540}
309,279,4,4500,1,African American,Non-Hispanic,Male,9/24/2021,40203,{4BE68782-5C53-4BFD-8156-FD0107373192}
310,31,1,3730,2,White,Non-Hispanic,Male,7/8/2021,40216,{99506397-7914-4EB6-9AE8-612742D0640E}
311,280,4,5734,1,African American,Non-Hispanic,Female,7/30/2021,40206,{54F2B8E9-5CD6-46E1-909E-5900AF4A991E}
312,32,1,8250,1,White,Non-Hispanic,Male,8/5/2021,40210,{224B1591-31F3-46A9-89CC-25D1AFF461B2}
313,281,4,9120,1,African American,Non-Hispanic,Male,11/17/2021,40206,{EE33D471-6752-41CA-A135-E5E98D9E8EEF}
314,33,1,10749,2,White,Non-Hispanic,Female,8/28/2021,40216,{C2F12158-974A-4E16-9C2A-7BCB03B7CD6A}
315,282,4,2631,4,White,Non-Hispanic,Male,7/14/2021,40206,{9BD2F727-9B28-4C11-9F34-A01A83185A02}
316,34,1,7700,3,African American,Non-Hispanic,Female,10/25/2021,40211,{6F1FCCD5-51C5-4839-92C1-AFC2E95B0ACE}
317,35,1,17000,3,White,Non-Hispanic,Male,9/29/2021,40211,{26B2FE10-7DB2-45CD-8D4B-436E97CE5ED6}
318,36,1,13800,4,African American,Non-Hispanic,Female,8/5/2021,40216,{6FC03F45-F60C-4D5C-9A9A-224D83A92DEB}
319,37,1,676,2,African American,Non-Hispanic,Female,12/22/2021,40211,{19A2321E-D8AF-4A06-9E7A-3DDFB20FDA8C}
320,38,1,1350,1,African American,Non-Hispanic,Male,7/7/2021,40216,{45318017-06B3-4480-9C46-E541086C8596}
321,39,1,4950,1,African American,Non-Hispanic,Male,7/7/2021,40216,{D2562779-B091-427F-8247-C065D79A9A26}
322,40,1,5200,1,African American,Non-Hispanic,Male,11/17/2021,40216,{228CB18D-BCBC-48D5-87FA-82384408469B}
323,41,1,8450,3,Mixed Race,Non-Hispanic,Female,8/19/2021,40216,{C731088E-51C4-4A3F-A888-434F0156C064}
324,42,1,10757.78,1,African American,Non-Hispanic,Female,9/27/2021,40216,{9779280A-3B69-405B-A683-4AD6E97AB5D0}
325,43,1,592,5,African American,Non-Hispanic,Female,12/22/2021,40211,{C5EF72D2-B5A2-4E26-9206-2A60D25F4A45}
326,44,1,1994,3,African American,Non-Hispanic,Female,12/10/2021,40211,{C5187097-1052-41EC-B0D3-5BC2EACDC818}
327,45,1,2517,2,African American,Non-Hispanic,Female,7/9/2021,40216,{95243D5E-3F7F-4F91-B534-C8F448B5350F}
328,46,1,7551,2,African American,Non-Hispanic,Female,7/9/2021,40216,{0204CA0A-9D68-43F9-89B9-D55AA23D2B4C}
329,47,1,14400,1,Others,Non-Hispanic,Male,10/19/2021,40216,{871B88BC-9CCF-4BCE-82B2-E2971A4149A9}
330,48,1,5175,1,White,Non-Hispanic,Female,11/15/2021,40211,{661E80D5-DC1F-4CE5-B4A9-38E1F34339D3}
331,49,1,7000,2,African American,Non-Hispanic,UNKNOWN,11/9/2021,40216,{E5B5D450-EB7A-4B4F-AF0B-B2751389886C}
332,50,1,4342.5,1,African American,Non-Hispanic,Female,9/15/2021,40216,{5DCA26AD-4265-47D6-9D1B-BFDE2ECCFF70}
333,283,4,12743.71,1,Mixed Race,Hispanic,Male,10/25/2021,40203,{C5ECD6DC-F743-4EB5-A28E-B74A40260245}
334,284,4,9000,4,White,Non-Hispanic,Male,9/5/2021,40211,{6544D9A8-7FB6-4CAB-BDAB-BBAA0486C169}
335,285,4,9715,1,African American,Non-Hispanic,Male,10/25/2021,40210,{E3C61040-6397-4963-8C41-F240E60124C9}
336,286,4,2439.89,1,African American,Non-Hispanic,Male,10/29/2021,40202,{64C8999B-397C-4BA6-978D-7DC4E582E468}
337,287,4,756,1,African American,Non-Hispanic,Male,10/29/2021,40202,{BDCA160B-C11A-498D-AE3F-58ABC433C418}
338,288,4,1500,1,African American,Non-Hispanic,Male,7/23/2021,40210,{EBC3D498-5D75-4BCF-852B-C31B396C8D1A}
339,289,4,8512.43,1,White,Non-Hispanic,Female,10/22/2021,40202,{7115E236-745B-4C16-A196-F9CE21D0346C}
340,290,4,5878.62,1,White,Non-Hispanic,Female,11/11/2021,40204,{E0EBB974-EF91-46EB-9808-21B69AD87743}
341,291,4,9627,2,African American,Hispanic,Female,9/5/2021,40202,{5C184FCA-6E41-4F2A-8E45-76EB293D3CED}
342,292,4,13927,1,White,Non-Hispanic,Male,8/31/2021,40202,{E7F13D2A-9E35-4A5C-B418-04D81AD15CB7}
343,293,4,8218,3,African American,Non-Hispanic,Male,9/5/2021,40211,{18ACD559-7886-41A0-ADBE-0A68C7E59941}
344,294,4,13000,1,African American,Non-Hispanic,Male,10/24/2021,40203,{43A8D5B3-80C2-4AC7-8C6E-4B1656898757}
345,295,4,8450,1,African American,Non-Hispanic,Male,10/5/2021,40210,{B180B31E-4FEB-413E-AC34-46F60826EE15}
346,296,4,1967,1,African American,Non-Hispanic,Male,10/29/2021,40202,{73BF5D78-BD50-4085-8A62-04B809E5E645}
347,297,4,7025,1,White,Non-Hispanic,Female,8/9/2021,40204,{096BBBB8-E692-4313-9F20-0AE2997BFE50}
348,298,4,1271,1,African American,Non-Hispanic,Male,10/11/2021,40202,{F1DA474E-0523-440D-B1C1-2F4786FD3AE0}
349,299,4,2713,1,Others,Non-Hispanic,Female,11/12/2021,40202,{05D839DA-72B6-44A3-9FD1-9ABE88EF0684}
350,300,4,7750,2,White,Non-Hispanic,Female,10/22/2021,40203,{2A4BBEB4-EB52-42D5-95FF-5252BD0ECD1F}
351,351,4,13282.5,1,Mixed Race,Hispanic,Male,10/22/2021,40206,{CB628631-72EE-427D-BA88-E1E814232931}
352,352,4,2475,3,Mixed Race,Non-Hispanic,Male,7/2/2021,40206,{A1354467-5E0D-4280-8EFA-5C28BD13624C}
353,353,4,5775,3,Mixed Race,Non-Hispanic,Male,7/2/2021,40206,{57DFEDC0-A1AD-44C2-8401-E5A53CE680DF}
354,354,4,1424,1,African American,Non-Hispanic,Female,12/10/2021,40206,{D30E3141-7A48-49B9-9028-453BABC89958}
355,355,4,1337,1,African American,Non-Hispanic,Male,11/5/2021,40202,{26857BDE-E8F7-42BC-9E46-019FEFCB8ED5}
356,356,4,3015,1,White,Non-Hispanic,Male,7/9/2021,40206,{9F8102FB-CE00-4C2D-A49A-A7D5A230D16F}
357,357,4,6731,1,White,Non-Hispanic,Male,7/9/2021,40206,{345E7382-47DF-498E-99FC-6E17B01E10C5}
358,358,4,3709,1,White,Non-Hispanic,Male,9/23/2021,40203,{C1FD2743-948F-460C-9316-25328629B38F}
359,359,4,715,7,African American,Non-Hispanic,Female,12/3/2021,40210,{CE47D009-94CE-44CA-BFEA-C3C6B03AF36E}
360,360,4,715,7,African American,Non-Hispanic,Female,12/22/2021,40210,{82600E3F-50C6-4645-8777-2C4B3C51AA33}
361,361,4,1121,1,African American,Non-Hispanic,Female,12/10/2021,40202,{ACE0E8F8-6473-4E89-8259-C26B7ED94D49}
362,362,4,497,1,White,Non-Hispanic,Female,12/3/2021,40203,{39790F89-C024-46AC-A89B-7BD3D00D2D95}
363,363,4,12271,3,African American,Non-Hispanic,Female,8/13/2021,40206,{DC45FA0E-2D39-46F4-9107-616FD4C4719B}
364,364,4,1450,2,African American,Non-Hispanic,Female,9/22/2021,40203,{78A45FA3-476A-42CF-B4C0-FC66F70E1EBE}
365,365,4,8032,2,African American,Non-Hispanic,Female,9/1/2021,40203,{43D6B3D4-DC2F-4612-9E95-9B482EE31CF2}
366,366,4,5665,2,White,Non-Hispanic,Female,9/5/2021,40203,{718CB411-5C7C-48A5-AD75-6827A4DCC1EF}
367,367,4,1352,1,African American,Non-Hispanic,Male,11/5/2021,40202,{40F7284D-4E3A-4574-8780-44D3123ADE22}
368,368,4,676,1,African American,Non-Hispanic,Male,12/22/2021,40202,{898541EF-6294-44FE-BA76-1C9C287F7452}
369,369,4,9100,1,African American,Non-Hispanic,Male,10/5/2021,40210,{81971C18-0A1C-4F6A-BB77-8A1B24C2763C}
370,370,4,3803.85,1,African American,Non-Hispanic,Male,10/29/2021,40202,{B593FD2D-42F2-4659-9EA8-50F36DA88787}
371,371,4,13111,4,African American,Non-Hispanic,Female,8/26/2021,40206,{D73516F9-E260-40B3-858D-D5C92CA6E78C}
372,372,4,2820,2,White,Non-Hispanic,Female,7/1/2021,40206,{5FADF73E-EFA4-4E32-8E8A-19E5C31FC789}
373,373,4,6212,2,White,Non-Hispanic,Female,7/1/2021,40206,{E6161581-09CF-454A-B87A-09B08C58F20F}
374,374,4,2687.87,1,African American,Non-Hispanic,Male,11/1/2021,40203,{DF498789-A801-4E0F-8662-B6AB215F05DC}
375,375,4,9790.65,2,African American,Non-Hispanic,Female,11/2/2021,40206,{2781CA2C-EB0B-4224-B00C-B9F67ACDB704}
376,376,4,1891,1,White,Hispanic,Female,9/23/2021,40202,{BCDA58EB-ECE4-48C4-A484-60094EC747CF}
377,377,4,13000,7,African American,Non-Hispanic,Female,10/22/2021,40203,{78E0D763-7E33-41D3-AC79-941C5B8C43DD}
378,378,4,2385,2,African American,Non-Hispanic,Female,7/13/2021,40206,{B301F648-8B54-46F8-BB4A-3FB21BBC74AC}
379,379,4,1000,2,African American,Non-Hispanic,Female,9/5/2021,40206,{97B070FE-E3CA-4871-ADC0-7C2C5C8B5AC2}
380,380,4,1522,1,African American,Non-Hispanic,Male,10/29/2021,40202,{58B2B58F-634A-469E-9DCB-372406898701}
381,381,4,1798,2,White,Non-Hispanic,Female,12/22/2021,40202,{CDC1FF46-69C9-4E15-98C9-9316A9771F7D}
382,382,4,525,1,African American,Non-Hispanic,Female,12/22/2021,40203,{FDEF1D84-D57F-4A08-88FE-619FCED2A61B}
383,383,4,10630,3,African American,Non-Hispanic,Male,6/27/2022,40203,{DF43814E-8E74-4904-8506-FA7D50AC0085}
384,384,4,6051,1,African American,Non-Hispanic,Male,11/12/2021,40210,{4933AB31-9566-44D3-82B9-E33518D5048C}
385,385,4,11388,1,African American,Non-Hispanic,Male,9/15/2021,40203,{EB7258D0-4A5D-42FF-9CF1-5471EEA3340F}
386,386,4,652,1,African American,Non-Hispanic,Female,12/22/2021,40202,{4B4EC03C-BEFF-49C2-A819-5DBA426DF12D}
387,387,4,2365,1,Mixed Race,Non-Hispanic,Female,7/22/2021,40206,{CFC386BF-925F-4734-9C68-24AFEEBC6FC1}
388,388,4,1070.33,1,White,Non-Hispanic,Male,11/1/2021,40202,{925EAC08-8C7D-4C3C-A9D9-2129294ED497}
389,389,4,4252.1,4,African American,Non-Hispanic,Female,11/1/2021,40211,{FED22119-1ADA-4039-A976-4ACF202D9F1D}
390,390,4,3609,1,African American,Non-Hispanic,Male,10/11/2021,40202,{95D367D0-D5FF-42F4-ABE6-4AE2C74C94E6}
391,391,4,3185.38,1,African American,Non-Hispanic,Male,11/1/2021,40202,{4F296559-AE9A-41B7-872C-578BCC6907DE}
392,392,4,912,1,African American,Non-Hispanic,Male,10/28/2021,40203,{CE17FBF5-EB18-41F7-ADE4-475BE4F42D3F}
393,393,4,13020,5,African American,Non-Hispanic,Female,10/25/2021,40210,{244B9484-1ADE-4CB1-B9C5-2D6EF1F11287}
394,394,4,771,1,African American,Non-Hispanic,Male,11/18/2021,40202,{9F1105D8-4D8E-4CCA-81D3-424A775ABB06}
395,395,4,2175,1,African American,Non-Hispanic,Female,10/29/2021,40202,{9B6FCF44-AC46-4022-937B-50CA2544192D}
396,396,4,6520,1,African American,Non-Hispanic,Male,11/17/2021,40203,{03E3150B-918F-4354-9EA5-921CA28F0628}
397,397,4,11018.39,1,African American,Non-Hispanic,Male,11/3/2021,40206,{0BAA07FE-5734-4244-AADF-232A72072829}
398,398,4,987,1,African American,Non-Hispanic,Female,10/28/2021,40202,{F3B7DCEA-ABE1-40C6-BDF6-53831BFDAE0E}
399,399,4,7919.91,1,Mixed Race,Non-Hispanic,Female,8/30/2021,40204,{D297D46C-E94F-4DC2-A1CB-DBDF7A59C6D0}
400,400,4,2387,1,African American,Non-Hispanic,Male,10/28/2021,40202,{1A89118D-6198-43F9-B503-4AE2CE7C4AD9}
401,401,4,7800,1,White,Non-Hispanic,Female,9/7/2021,40210,{502FE7C4-D67A-46BB-A66F-B37E8DB28B20}
402,402,4,17150,1,African American,Non-Hispanic,Female,9/1/2021,40211,{0B6CF5BF-4C81-4699-877C-7E91F7E7A8E4}
403,403,5,7035,7,African American,Non-Hispanic,Male,7/29/2021,40212,{B4CF7ABE-4C11-4F19-AD16-58D63C2AE9D3}
404,404,5,7000,3,African American,Non-Hispanic,Female,9/10/2021,40212,{34A32602-219D-4F2F-BFD6-A64F9FF0BB9B}
405,405,5,10450,3,African American,Non-Hispanic,Female,11/3/2021,40212,{B493F417-4E47-4C6A-A563-EAE564A868F3}
406,406,5,11900,5,African American,Non-Hispanic,Female,11/15/2021,40212,{F961BE7E-2E7C-49A4-8028-E3FF96F533EB}
407,407,5,5500,1,White,Non-Hispanic,Female,10/25/2021,40211,{F55C0E69-76F3-42E7-8F6A-13A510B3D945}
408,408,5,13600,1,Mixed Race,Hispanic,Male,11/1/2021,40203,{74228447-0062-4C7D-9016-BC4F0FEB9E85}
409,409,5,7200,1,African American,Non-Hispanic,Male,9/23/2021,40211,{AD8CB0A0-0B12-4C09-B8FA-7E79964C5928}
410,410,5,4080,7,Others,Non-Hispanic,UNKNOWN,10/25/2021,40212,{02368DDD-A7E6-4E24-948C-3CF5845EA738}
411,411,5,8205,2,African American,Non-Hispanic,Male,9/16/2021,40211,{B4345A8B-04D7-4220-A1E0-C6A43964F6F7}
412,412,5,9000,3,African American,Non-Hispanic,Female,8/16/2021,40212,{B4163B3D-9807-4903-A8E7-A252E1077272}
413,413,5,14766,2,African American,Non-Hispanic,Female,10/1/2021,40212,{1227D69D-47BF-42E5-948D-7BCE90501659}
414,414,5,11250,1,African American,Non-Hispanic,Male,8/27/2021,40212,{BDC36A83-909C-4A7F-8EB4-70D725E5574D}
415,415,5,10924,3,African American,Non-Hispanic,Female,11/15/2021,40212,{7D35B386-D984-4079-97F3-E2248374FA64}
416,416,5,5289,7,African American,Non-Hispanic,Female,9/13/2021,40212,{A3C7D901-B5C6-4A72-BBDC-47534E345478}
417,417,5,6650,3,African American,Non-Hispanic,Female,10/8/2021,40211,{AC8597F5-7AC0-423E-ADBB-E1B12913D90A}
418,418,5,13844.8,3,African American,Non-Hispanic,Male,11/17/2021,40211,{5159C68E-8DC2-4CDE-8913-F89EF2AC5AE9}
419,419,5,6675,1,White,Non-Hispanic,Female,9/23/2021,40203,{FEEF3958-0423-4EE3-86CC-3169CFC643E4}
420,420,5,3654,1,African American,Non-Hispanic,Female,9/29/2021,40211,{ACA9F6E5-9D78-48DA-B673-3E687284DD37}
