coname,distname,co_dist_code,site,schname,enrollment,phone_one,principal,principal_email,address,city,state,zip,board_president,certifiedstaff
COTTON      ,BIG PASTURE                   ,17-I333,705,BIG PASTURE HS                ,43.0,(580) 281-3276,Danny Mccuiston,dmccuiston@bigpasture.org,Post Office Box 167,Randlett,OK,73562.0,12-Sep,11
CRAIG       ,WHITE OAK                     ,18-C001,105,WHITE OAK PUBLIC SCHOOL       ,46.0,(918) 256-4484,David Money,dmoney@whiteoakschool.net,27355 South 4340 Road,Vinita,OK,74301.0,PK-08,7
CRAIG       ,KETCHUM                       ,18-I006,105,KETCHUM ES                    ,270.0,(918) 782-9543,Joy Taylor,jtaylor@ketchumwarrior.com,Post Office Box 720,Ketchum,OK,74349.0,PK-05,23
CRAIG       ,KETCHUM                       ,18-I006,505,KETCHUM MS                    ,125.0,(918) 782-3242,Jennifer Turner,jturner@ketchumwarriors.com,Post Office Box 720,Ketchum,OK,74349.0,8-Jun,20
CRAIG       ,KETCHUM                       ,18-I006,705,KETCHUM HS                    ,202.0,(918) 782-4481,Joe Gramlich,jgramlich@ketchumwarriors.com,Post Office Box 720,Ketchum,OK,74349.0,12-Sep,22
CRAIG       ,WELCH                         ,18-I017,115,WELCH ES                      ,171.0,(918) 788-3129,Kim Hall,khall@welchwildcats.net,Po Box 189,Welch,OK,74369.0,PK-05,17
CRAIG       ,WELCH                         ,18-I017,515,WELCH MS                      ,64.0,(918) 788-3129,Kim Hall,khall@welchwildcats.net,Po Box 189,Welch,OK,74369.0,8-Jun,17
CRAIG       ,WELCH                         ,18-I017,715,WELCH HS                      ,108.0,(918) 788-3129,Rc Mckeon,cmckeon@welchwildcats.net,Po Box 189,Welch,OK,74369.0,12-Sep,20
CRAIG       ,BLUEJACKET                    ,18-I020,105,BLUEJACKET ES                 ,85.0,(918) 784-2266,Amy Rogers,arogers@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333.0,PK-05,10
CRAIG       ,BLUEJACKET                    ,18-I020,505,BLUEJACKET MS                 ,61.0,(918) 784-2133,Tracy Mendez,tmendez@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333.0,8-Jun,12
CRAIG       ,BLUEJACKET                    ,18-I020,705,BLUEJACKET HS                 ,78.0,(918) 784-2133,Shellie Baker,sbaker@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333.0,12-Sep,13
CRAIG       ,VINITA                        ,18-I065,200,VINITA ES                     ,741.0,(918) 256-5350,Mary Smith,smithml@vinitahornets.com,101 S. Smith,Vinita,OK,74301.0,PK-05,55
CRAIG       ,VINITA                        ,18-I065,200,VINITA ES                     ,741.0,(918) 256-5350,Mike Wilson,wilsonmj@vinitahornets.com,101 S. Smith,Vinita,OK,74301.0,PK-05,55
CRAIG       ,VINITA                        ,18-I065,510,EWING HALSELL MS              ,346.0,(918) 256-2402,Duwayne King,kingdl@vinitahornets.com,226 North Miller,Vinita,OK,74301.0,8-Jun,32
CRAIG       ,VINITA                        ,18-I065,705,VINITA HS                     ,490.0,(918) 256-6777,Michelle Gibson,gibsontm@vinitahornets.com,801 North Adair,Vinita,OK,74301.0,12-Sep,46
CREEK       ,LONE STAR                     ,19-C008,105,LONE STAR PUBLIC SCHOOL       ,904.0,(918) 224-0201,Justin Whitehouse,jwhitehouse@lonestar.k12.ok.us,2945 S Hickory,Sapulpa,OK,74066.0,PK-08,60
CREEK       ,GYPSY                         ,19-C012,105,GYPSY PUBLIC SCHOOL           ,82.0,(918) 324-5365,Rachel Collins,rcollins@gypsy.k12.ok.us,30899 South 417Th West Avenue,Depew,OK,74028.0,PK-08,10
CREEK       ,PRETTY WATER                  ,19-C034,105,PRETTY WATER PUBLIC SCHOOL    ,265.0,(918) 224-4952,Jeff Taylor,jtaylor@prettywater.k12.ok.us,15223 West 81St Street,Sapulpa,OK,74066.0,PK-08,17
CREEK       ,ALLEN-BOWDEN                  ,19-C035,105,ALLEN-BOWDEN PUBLIC SCHOOL    ,403.0,(918) 224-4440,Dawna Watkins,d-watkins@allenbowden.k12.ok.us,7049 Frankoma Road,Tulsa,OK,74131.0,PK-08,27
CREEK       ,BRISTOW                       ,19-I002,110,EDISON ES                     ,521.0,(918) 367-5521,Debbie Ponder,dponder@bristow.k12.ok.us,111 W. 9Th Ave.,Bristow,OK,74010.0,PK-02,32
CREEK       ,BRISTOW                       ,19-I002,115,COLLINS ES                    ,400.0,(918) 367-5551,Vicki Groom,vgroom@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010.0,5-Mar,27
CREEK       ,BRISTOW                       ,19-I002,505,BRISTOW MS                    ,393.0,(918) 367-3551,Brian Burden,bburden@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010.0,8-Jun,40
CREEK       ,BRISTOW                       ,19-I002,705,BRISTOW HS                    ,467.0,(918) 367-2241,Brandon Poteet,bpoteet@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010.0,12-Sep,44
CREEK       ,MANNFORD                      ,19-I003,105,MANNFORD LOWER ES             ,344.0,(918) 865-4334,Joshua Pierce,piercej@mannford.k12.ok.us,136 Evans Avenue,Mannford,OK,74044.0,3-Jan,29
CREEK       ,MANNFORD                      ,19-I003,110,MANNFORD UPPER ES             ,221.0,(918) 865-3092,James Ryan Norman,normanr@mannford.k12.ok.us,136 Evans Avenue,Mannford,OK,74044.0,5-Apr,20
CREEK       ,MANNFORD                      ,19-I003,115,MANNFORD EC CTR               ,199.0,(918) 865-4062,Brenda Dorsey,dorseyb@mannford.k12.ok.us,136 Evans Avenue,Mannford,OK,74044.0,PK-KG,17
CREEK       ,MANNFORD                      ,19-I003,500,MANNFORD MS                   ,359.0,(918) 865-4680,Steve Anderson,andersons@mannford.k12.ok.us,136 Evans Avenue,Mannford,OK,74044.0,8-Jun,28
CREEK       ,MANNFORD                      ,19-I003,705,MANNFORD HS                   ,499.0,(918) 865-3841,Tim Wright,wrightt@mannford.k12.ok.us,136 Evans Avenue,Mannford,OK,74044.0,12-Sep,45
CREEK       ,MOUNDS                        ,19-I005,105,MOUNDS ES                     ,407.0,(918) 827-6100,Nate Meaders,nmeaders@moundsps.com,1603 Russell Ave,Mounds,OK,74047.0,PK-08,39
CREEK       ,MOUNDS                        ,19-I005,705,MOUNDS HS                     ,180.0,(918) 827-6100,Stephen Sturgeon,ssturgeon@moundsps.com,1603 Russell Ave,Mounds,OK,74047.0,12-Sep,22
CREEK       ,OLIVE                         ,19-I017,105,OLIVE ES                      ,251.0,(918) 352-9569,Joanna Lobaugh,jlobaugh@olive.k12.ok.us,9352 South 436Th West Avenue,Drumright,OK,74030.0,PK-08,26
CREEK       ,OLIVE                         ,19-I017,715,OLIVE HS                      ,109.0,(918) 352-9568,Greg Benson,gbenson@olive.k12.ok.us,9352 South 436Th West Avenue,Drumright,OK,74030.0,12-Sep,17
CREEK       ,KIEFER                        ,19-I018,105,KIEFER ES                     ,416.0,(918) 321-5444,Brent Weaver,bweaver@kiefer.k12.ok.us,4600 West 151St Street,Kiefer,OK,74041.0,PK-06,35
CREEK       ,KIEFER                        ,19-I018,505,RONGEY MS                     ,98.0,(918) 321-3421,Cory Campbell,ccampbell@kiefer.k12.ok.us,4600 West 151St Street,Kiefer,OK,74041.0,8-Jul,22
CREEK       ,KIEFER                        ,19-I018,705,KIEFER HS                     ,217.0,(918) 321-3533,Sabrina Shaw,sshaw@kiefer.k12.ok.us,4600 West 151St Street South,Kiefer,OK,74041.0,12-Sep,25
CREEK       ,OILTON                        ,19-I020,105,J. F. KENNEDY ES              ,189.0,(918) 862-0389,Matt Posey,mposey@oilton.k12.ok.us,Po Box 130,Oilton,OK,74052.0,PK-08,18
CREEK       ,OILTON                        ,19-I020,715,OILTON HS                     ,96.0,(918) 862-0389,Daniel Mcentire,dmcentire@oilton.k12.ok.us,Po Box 130,Oilton,OK,74052.0,12-Sep,12
CREEK       ,DEPEW                         ,19-I021,105,DEPEW ES                      ,235.0,(918) 324-5368,Jayson Larremore,jlarremore@depew.k12.ok.us,Post Office Box 257,Depew,OK,74028.0,PK-08,21
CREEK       ,DEPEW                         ,19-I021,705,DEPEW HS                      ,126.0,(918) 324-5543,Tony Martin,tmartin@depew.k12.ok.us,Post Office Box 257,Depew,OK,74028.0,12-Sep,14
CREEK       ,KELLYVILLE                    ,19-I031,105,KELLYVILLE ES                 ,338.0,(918) 247-6300,Mark Dolezal,MDOLEZAL@KELLYVILLESCHOOLS.ORG,Post Office Box 99,Kellyville,OK,74039.0,PK-03,25
CREEK       ,KELLYVILLE                    ,19-I031,110,KELLYVILLE UPPER ES           ,241.0,(918) 247-2257,John Castillo,JCASTILLO@KELLYVILLESCHOOLS.ORG,Post Office Box 99,Kellyville,OK,74039.0,6-Apr,23
CREEK       ,KELLYVILLE                    ,19-I031,505,KELLYVILLE MS                 ,163.0,(918) 247-6134,Rod Pitts,PITTSR@KELLYVILLESCHOOLS.ORG,Post Office Box 99,Kellyville,OK,74039.0,8-Jul,31
CREEK       ,KELLYVILLE                    ,19-I031,705,KELLYVILLE HS                 ,347.0,(918) 247-6333,Danny Wood,woodd@kellyvilleschools.org,Post Office Box 99,Kellyville,OK,74039.0,12-Sep,40
CREEK       ,SAPULPA                       ,19-I033,125,LIBERTY ES                    ,268.0,(918) 224-1492,Tom Walsh,twalsh@sapulpaps.org,631 North Brown,Sapulpa,OK,74066.0,PK-05,25
CREEK       ,SAPULPA                       ,19-I033,150,FREEDOM ES                    ,469.0,(918) 227-7838,Alison Owens,aowens@sapulpaps.org,9171 Freedom Road,Sapulpa,OK,74066.0,PK-05,33
CREEK       ,SAPULPA                       ,19-I033,160,JEFFERSON HEIGHTS ES          ,365.0,(918) 224-2028,Sandee Cross,scross@sapulpaps.org,1521 South Wickham Road,Sapulpa,OK,74066.0,PK-05,28
CREEK       ,SAPULPA                       ,19-I033,165,HOLMES PARK ES                ,684.0,(918) 227-6800,Bobby Alfred,balfred@sapulpaps.org,1231 E Dewey Ave,Sapulpa,OK,74066.0,PK-05,52
CREEK       ,SAPULPA                       ,19-I033,505,SAPULPA MS                    ,517.0,(918) 224-8441,Stephanie Kiesau,skiesau@sapulpaps.org,1304 East Cleveland,Sapulpa,OK,74066.0,7-Jun,35
CREEK       ,SAPULPA                       ,19-I033,610,SAPULPA JHS                   ,625.0,(918) 224-6710,Amy Riff,ariff@sapulpaps.org,7 South Mission Street,Sapulpa,OK,74066.0,9-Aug,57
CREEK       ,SAPULPA                       ,19-I033,705,SAPULPA HS                    ,1037.0,(918) 224-6560,Seth Shibley,sshibley@sapulpaps.org,3 South Mission Street,Sapulpa,OK,74066.0,12-Oct,83
CREEK       ,DRUMRIGHT                     ,19-I039,115,BRADLEY ES                    ,251.0,(918) 352-9519,Tara Osterhout,tosterhout@drumright.k12.ok.us,508 South Skinner Avenue,Drumright,OK,74030.0,PK-05,23
CREEK       ,DRUMRIGHT                     ,19-I039,505,VIRGIL COOPER MS              ,107.0,(918) 352-2318,Kevin Bilyeu,kbilyeu@drumright.k12.ok.us,510 South Skinner Avenue,Drumright,OK,74030.0,8-Jun,17
CREEK       ,DRUMRIGHT                     ,19-I039,705,DRUMRIGHT HS                  ,202.0,(918) 352-2152,Judd Matthes,jmatthes@drumright.k12.ok.us,510 South Skinner Avenue,Drumright,OK,74030.0,12-Sep,20
CUSTER      ,ARAPAHO-BUTLER                ,20-I005,105,ARAPAHO-BUTLER ES             ,339.0,(580) 323-7264,Brad Southall,southall@arapaho.k12.ok.us,Post Office Box 160,Arapaho,OK,73620.0,PK-08,31
CUSTER      ,ARAPAHO-BUTLER                ,20-I005,715,ARAPAHO-BUTLER HS             ,95.0,(580) 323-3261,James Edelen,jedelen@arapaho.k12.ok.us,Post Office Box 160,Arapaho,OK,73620.0,12-Sep,19
CUSTER      ,THOMAS-FAY-CUSTER UNIFIED DIST,20-I007,105,THOMAS ES                     ,286.0,(580) 661-3521,Leesa Brandly,lbrandly@thomas.k12.ok.us,Post Office Box 190,Thomas,OK,73669.0,PK-06,24
CUSTER      ,THOMAS-FAY-CUSTER UNIFIED DIST,20-I007,615,THOMAS-FAY-CUSTER UNIFIED JHS ,105.0,(580) 661-3522,Ray Oakes,roakes@thomas.k12.ok.us,Post Office Box 190,Thomas,OK,73669.0,9-Jul,12
CUSTER      ,THOMAS-FAY-CUSTER UNIFIED DIST,20-I007,715,THOMAS-FAY-CUSTER UNIFIED HS  ,79.0,(580) 661-3522,Ray Oakes,roakes@thomas.k12.ok.us,Post Office Box 190,Thomas,OK,73669.0,12-Oct,16
CUSTER      ,WEATHERFORD                   ,20-I026,105,WEATHERFORD EAST ES           ,381.0,(580) 772-3533,Brad Howl,bhowl@wpsok.org,701 East Proctor Avenue,Weatherford,OK,73096.0,3-Feb,26
CUSTER      ,WEATHERFORD                   ,20-I026,115,WEATHERFORD WEST ES           ,313.0,(580) 772-5888,Sean Buchanan,sbuchanan@wpsok.org,811 West Huber Avenue,Weatherford,OK,73096.0,5-Apr,26
CUSTER      ,WEATHERFORD                   ,20-I026,120,BURCHAM ES                    ,580.0,(580) 774-0812,Marla Pankratz,mpankratz@wpsok.org,1401 North Lark Street,Weatherford,OK,73096.0,PK-01,38
CUSTER      ,WEATHERFORD                   ,20-I026,510,WEATHERFORD MS                ,479.0,(580) 772-2270,Steven Callen,scallen@wpsok.org,509 North Custer Street,Weatherford,OK,73096.0,8-Jun,42
CUSTER      ,WEATHERFORD                   ,20-I026,705,WEATHERFORD HS                ,515.0,(580) 772-3385,Mark Shadid,mshadid@wpsok.org,1500 North Washington Street,Weatherford,OK,73096.0,12-Sep,51
CUSTER      ,CLINTON                       ,20-I099,110,NANCE ES                      ,464.0,(580) 323-0260,Janalyn Taylor,janalyn.taylor@clintonokschools.org,Post Office Box 729,Clinton,OK,73601.0,PK-01,35
CUSTER      ,CLINTON                       ,20-I099,115,SOUTHWEST ES                  ,501.0,(580) 323-1290,Nathan Meget,Nathan.Meget@cpsreds.org,Post Office Box 729,Clinton,OK,73601.0,4-Feb,36
CUSTER      ,CLINTON                       ,20-I099,120,WASHINGTON ES                 ,350.0,(580) 323-0311,Gene Ray,gene.ray@clintonokschools.org,Post Office Box 729,Clinton,OK,73601.0,6-May,26
CUSTER      ,CLINTON                       ,20-I099,505,CLINTON MS                    ,362.0,(580) 323-4228,Mark Moring,mark.moring@clintonokschools.org,Post Office Box 729,Clinton,OK,73601.0,8-Jul,31
CUSTER      ,CLINTON                       ,20-I099,705,CLINTON HS                    ,636.0,(580) 323-1230,Kenny Stringer,kenny.stringer@clintonokschools.org,Post Office Box 729,Clinton,OK,73601.0,12-Sep,62
DELAWARE    ,CLEORA                        ,21-C006,105,CLEORA PUBLIC SCHOOL          ,120.0,(918) 256-6401,Kenny Guthrie,kguthrie@cleora.net,451358 East 295 Road,Afton,OK,74331.0,PK-08,18
DELAWARE    ,LEACH                         ,21-C014,105,LEACH PUBLIC SCHOOL           ,145.0,(918) 868-2277,Andrea Sealock,asealock@leachschool.net,55979 S. 530 Rd.,Rose,OK,74364.0,PK-08,13
DELAWARE    ,KENWOOD                       ,21-C030,105,KENWOOD PUBLIC SCHOOL         ,101.0,(918) 434-5799,Billy Taylor,billyt@sstelco.com,48625 South 502 Road,Salina,OK,74365.0,KG-08,9
DELAWARE    ,MOSELEY                       ,21-C034,105,MOSELEY PUBLIC SCHOOL         ,244.0,(918) 505-1000,Charlene Carter,charlene@moseleyschool.com,7904 North Moseley Road,Colcord,OK,74338.0,PK-08,15
DELAWARE    ,JAY                           ,21-I001,105,JAY ES                        ,659.0,(918) 253-4413,Jan Fasano,jfasano@jay.k12.ok.us,Post Office Box 630,Jay,OK,74346.0,PK-03,53
DELAWARE    ,JAY                           ,21-I001,305,JAY UPPER ES                  ,247.0,(918) 253-3535,Marvin Stockton,mstockto@jay.k12.ok.us,Post Office Box 630,Jay,OK,74346.0,5-Apr,23
DELAWARE    ,JAY                           ,21-I001,505,JAY MS                        ,360.0,(918) 253-8510,Arlis Henegar,Ahenegar@jay.k12.ok.us,Post Office Box 630,Jay,OK,74346.0,8-Jun,28
DELAWARE    ,JAY                           ,21-I001,705,JAY HS                        ,440.0,(918) 253-4466,James Bryant,jbryant@jay.k12.ok.us,Post Office Box 630,Jay,OK,74346.0,12-Sep,35
DELAWARE    ,GROVE                         ,21-I002,105,GROVE UPPER ES                ,528.0,(918) 786-2297,Shelly Barnes,sbarnes@ridgerunners.net,Post Office Box 450789,Grove,OK,74345.0,6-Apr,35
DELAWARE    ,GROVE                         ,21-I002,110,GROVE LOWER ES                ,897.0,(918) 786-5573,Kelly Trumbull,ktrumbull@ridgerunners.net,Post Office Box 450789,Grove,OK,74345.0,PK-03,61
DELAWARE    ,GROVE                         ,21-I002,505,GROVE MS                      ,361.0,(918) 786-3003,Pat Dodson,pndodson@ridgerunners.net,Post Office Box 450789,Grove,OK,74345.0,8-Jul,46
DELAWARE    ,GROVE                         ,21-I002,705,GROVE HS                      ,675.0,(918) 786-3003,Renae Dozier,rdozier@ridgerunners.net,Post Office Box 450789,Grove,OK,74345.0,12-Sep,59
DELAWARE    ,KANSAS                        ,21-I003,105,KANSAS ES                     ,396.0,(918) 868-2427,Gina Glass,GINA@KANSASPS.COM,275 W Main,Kansas,OK,74347.0,PK-05,29
DELAWARE    ,KANSAS                        ,21-I003,505,KANSAS MS                     ,178.0,(918) 868-5308,Bryon Arnold,BRYON@KANSASPS.COM,Post Office Box 196,Kansas,OK,74347.0,8-Jun,24
DELAWARE    ,KANSAS                        ,21-I003,715,KANSAS HS                     ,299.0,(918) 868-3308,Phil Isom,PHILI@KANSASPS.COM,700 N Wood Ave,Kansas,OK,74347.0,12-Sep,35
DELAWARE    ,COLCORD                       ,21-I004,105,COLCORD ES                    ,382.0,(918) 326-4117,Robert Hampton,rhampton@colcordschools.com,433 South Larmon,Colcord,OK,74338.0,PK-08,41
DELAWARE    ,COLCORD                       ,21-I004,715,COLCORD HS                    ,225.0,(918) 326-4107,Sandra Shackelford,sshackelford@colcordschools.com,433 South Larmon,Colcord,OK,74338.0,12-Sep,26
DELAWARE    ,OAKS-MISSION                  ,21-I005,105,OAKS-MISSION ES               ,189.0,(918) 868-2455,Barbara Tucker,bthompson@oaksschools.com,Post Office Box 160,Oaks,OK,74359.0,PK-08,17
DELAWARE    ,OAKS-MISSION                  ,21-I005,715,OAKS-MISSION HS               ,109.0,(918) 868-2499,John Sheridan,oakssupt@oaksschools.com,Post Office Box 160,Oaks,OK,74359.0,12-Sep,11
DEWEY       ,VICI                          ,22-I005,105,VICI ES                       ,254.0,(580) 995-4252,Kas Nelson,knelson@vicischools.k12.ok.us,Post Office Box 60,Vici,OK,73859.0,PK-08,28
DEWEY       ,VICI                          ,22-I005,705,VICI HS                       ,89.0,(580) 995-4251,Sheldon Halderman,shalderman@vicischools.k12.ok.us,Post Office Box 60,Vici,OK,73859.0,12-Sep,18
DEWEY       ,SEILING                       ,22-I008,105,SEILING ES                    ,243.0,(580) 922-7381,Brandon Nyberg,bnyberg@seiling.k12.ok.us,Post Office Box 780,Seiling,OK,73663.0,PK-06,30
DEWEY       ,SEILING                       ,22-I008,615,SEILING JR-SR HS (JR)         ,103.0,(580) 922-7382,Darris Servis,dservis@seiling.k12.ok.us,Post Office Box 780,Seiling,OK,73663.0,9-Jul,24
DEWEY       ,SEILING                       ,22-I008,715,SEILING JR-SR HS (SR)         ,90.0,(580) 922-7382,Darris Servis,dservis@seiling.k12.ok.us,Post Office Box 780,Seiling,OK,73663.0,12-Oct,23
DEWEY       ,TALOGA                        ,22-I010,105,TALOGA ES                     ,88.0,(580) 328-5586,Lora Burch,lburch@taloga.k12.ok.us,Post Office Box 158,Taloga,OK,73667.0,PK-08,19
DEWEY       ,TALOGA                        ,22-I010,705,TALOGA HS                     ,21.0,(580) 328-5586,Lora Burch,lburch@taloga.k12.ok.us,Post Office Box 158,Taloga,OK,73667.0,12-Sep,14
ELLIS       ,FARGO                         ,23-I002,105,FARGO ES                      ,134.0,(580) 698-2298,Bryan Pope,bpope@fargo.k12.ok.us,Post Office Box 200,Fargo,OK,73840.0,PK-08,21
ELLIS       ,FARGO                         ,23-I002,705,FARGO HS                      ,57.0,(580) 698-2298,Sherri Tune,stune@fargo.k12.ok.us,Post Office Box 200,Fargo,OK,73840.0,12-Sep,15
ELLIS       ,ARNETT                        ,23-I003,105,ARNETT ES                     ,154.0,(580) 885-7285,Scot Friesen,sfriesen@arnett.k12.ok.us,Post Office Box 317,Arnett,OK,73832.0,PK-08,21
ELLIS       ,ARNETT                        ,23-I003,705,ARNETT HS                     ,58.0,(580) 885-7285,Bob Dobrinski,bdobrinski@arnett.k12.ok.us,Post Office Box 317,Arnett,OK,73832.0,12-Sep,17
ELLIS       ,SHATTUCK                      ,23-I042,105,SHATTUCK ES                   ,258.0,(580) 938-2222,Camille Holt,cholt@shattuck.k12.ok.us,Post Office Box 159,Shattuck,OK,73858.0,PK-08,34
ELLIS       ,SHATTUCK                      ,23-I042,705,SHATTUCK HS                   ,95.0,(580) 938-2586,Terry Conder,tconder@shattuck.k12.ok.us,Post Office Box 159,Shattuck,OK,73858.0,12-Sep,18
GARFIELD    ,WAUKOMIS                      ,24-I001,105,WAUKOMIS ES                   ,300.0,(580) 758-3264,Daniel Ingram,danielingram@waukomis.k12.ok.us,Post Office Box 729,Waukomis,OK,73773.0,PK-08,29
GARFIELD    ,WAUKOMIS                      ,24-I001,705,WAUKOMIS HS                   ,116.0,(580) 758-3245,Matt Cue,mattcue@waukomis.k12.ok.us,Post Office Box 729,Waukomis,OK,73773.0,12-Sep,19
GARFIELD    ,KREMLIN-HILLSDALE             ,24-I018,105,KREMLIN-HILLSDALE ES          ,238.0,(580) 874-2283,Brad Hawkins,hawkinsb@kremlin.k12.ok.us,605 Fifth,Kremlin,OK,73753.0,PK-08,21
GARFIELD    ,KREMLIN-HILLSDALE             ,24-I018,705,KREMLIN-HILLSDALE HS          ,79.0,(580) 874-2281,Jeremy Brashears,brashearsj@kremlin.k12.ok.us,705 Fifth,Kremlin,OK,73753.0,12-Sep,17
GARFIELD    ,CHISHOLM                      ,24-I042,105,CHISHOLM ES                   ,486.0,(580) 237-5645,Darla Smith,dsmith@chisholm.k12.ok.us,300 Redwood,Enid,OK,73701.0,PK-05,33
GARFIELD    ,CHISHOLM                      ,24-I042,505,CHISHOLM MS                   ,237.0,(580) 234-0234,Crystal Szymanski,cszymanski@chisholm.k12.ok.us,4202 West Carrier Road,Enid,OK,73703.0,8-Jun,31
GARFIELD    ,CHISHOLM                      ,24-I042,705,CHISHOLM HS                   ,300.0,(580) 233-2852,Shane Dent,sdent@chisholm.k12.ok.us,4018 West Carrier Road,Enid,OK,73703.0,12-Sep,32
GARFIELD    ,GARBER                        ,24-I047,105,GARBER ES                     ,269.0,(580) 863-2232,Phil Hoopes,phoopes@garber.k12.ok.us,Post Office Box 539,Garber,OK,73738.0,PK-08,27
GARFIELD    ,GARBER                        ,24-I047,715,GARBER HS                     ,108.0,(580) 863-2231,Marc Hatton,mhatton@pldi.net,Post Office Box 539,Garber,OK,73738.0,12-Sep,15
GARFIELD    ,PIONEER-PLEASANT VALE         ,24-I056,105,PIONEER-PLEASANT VALE ES      ,311.0,(580) 234-9628,Larry Coonrod,lcoonrod@ppv.k12.ok.us,6020 East Willow Road,Enid,OK,73701.0,PK-06,27
GARFIELD    ,PIONEER-PLEASANT VALE         ,24-I056,610,PIONEER-PLEASANT VALE JHS     ,75.0,(580) 758-3282,Tom Betchan,tbetchan@ppv.k12.ok.us,6520 East Wood Road,Waukomis,OK,73773.0,8-Jul,24
GARFIELD    ,PIONEER-PLEASANT VALE         ,24-I056,705,PIONEER-PLEASANT VALE HS      ,160.0,(580) 758-3282,Tom Betchan,tbetchan@ppv.k12.ok.us,6520 East Wood Road,Waukomis,OK,73773.0,12-Sep,24
GARFIELD    ,ENID                          ,24-I057,105,ADAMS ES                      ,346.0,(580) 366-7600,Reba Gregory,rjgregory@enidk12.org,2200 East Randolph Avenue,Enid,OK,73701.0,KG-05,35
GARFIELD    ,ENID                          ,24-I057,115,CARVER EARLY CHILDHOOD CTR    ,172.0,(580) 366-8601,Chris Smith,cmsmith@enidk12.org,815 South 5Th Street,Enid,OK,73701.0,PK-PK,10
GARFIELD    ,ENID                          ,24-I057,120,COOLIDGE ES                   ,537.0,(580) 366-7550,Jennifer Cruz,jrcruz@enidk12.org,1515 East Ash Avenue,Enid,OK,73701.0,PK-05,39
GARFIELD    ,ENID                          ,24-I057,125,EISENHOWER ES                 ,161.0,(580) 366-8100,Jamie Jarnagin,jbjarnagin@enidk12.org,1301 Fox Drive,Enid,OK,73703.0,PK-05,13
GARFIELD    ,ENID                          ,24-I057,130,GARFIELD ES                   ,623.0,(580) 366-7700,Jane Johnson,jmjohnson@enidk12.org,400 N. 7Th Street,Enid,OK,73701.0,PK-05,44
GARFIELD    ,ENID                          ,24-I057,132,GLENWOOD ES                   ,488.0,(580) 366-7800,James Rainey,jbrainey@enidk12.org,824 North Oakwood Road,Enid,OK,73703.0,PK-05,37
GARFIELD    ,ENID                          ,24-I057,137,HAYES ES                      ,308.0,(580) 366-7650,Lyntel Murphy,lamurphy@enidk12.org,2102 Beverly Drive,Enid,OK,73703.0,PK-05,25
GARFIELD    ,ENID                          ,24-I057,140,HOOVER ES                     ,329.0,(580) 366-7350,Karen Heizer,kkheizer@enidk12.org,2800 West Maine Avenue,Enid,OK,73703.0,PK-05,31
GARFIELD    ,ENID                          ,24-I057,160,MCKINLEY ES                   ,310.0,(580) 366-7400,Kay Kiner,klkiner@enidk12.org,1701 West Broadway Avenue,Enid,OK,73703.0,PK-05,23
GARFIELD    ,ENID                          ,24-I057,165,MONROE ES                     ,415.0,(580) 366-7500,M. Scott Allen,msallen@enidk12.org,400 West Cottonwood Avenue,Enid,OK,73701.0,PK-05,36
GARFIELD    ,ENID                          ,24-I057,170,PRAIRIE VIEW ES               ,558.0,(580) 366-8000,Clark Koepping,cskoepping@enidk12.org,4700 W. Willow Road,Enid,OK,73703.0,PK-05,36
GARFIELD    ,ENID                          ,24-I057,175,TAFT ES                       ,351.0,(580) 366-7450,Peggy Kenaga,pakenaga@enidk12.org,1002 Sequoyah Drive,Enid,OK,73703.0,PK-05,23
GARFIELD    ,ENID                          ,24-I057,505,EMERSON MS                    ,421.0,(580) 366-7250,Candice Wojciechowsky,cawojciechowsky@enidk12.org,700 West Elm Avenue,Enid,OK,73701.0,8-Jun,41
GARFIELD    ,ENID                          ,24-I057,510,LONGFELLOW MS                 ,514.0,(580) 366-8200,Sam Robinson,sjrobinson@enidk12.org,900 East Broadway Avenue,Enid,OK,73701.0,8-Jun,41
GARFIELD    ,ENID                          ,24-I057,515,DEWITT WALLER MS              ,718.0,(580) 366-7900,Adam Beauchamp,albeauchamp@enidk12.org,2604 West Randolph Avenue,Enid,OK,73703.0,8-Jun,54
GARFIELD    ,ENID                          ,24-I057,705,ENID HS                       ,1827.0,(580) 366-8300,Dudley Darrow,dddarrow@enidk12.org,611 West Wabash Avenue,Enid,OK,73701.0,12-Sep,152
GARFIELD    ,DRUMMOND                      ,24-I085,105,DRUMMOND ES                   ,223.0,(580) 493-2271,Jarrod Johnson,jjohnson@drummond.k12.ok.us,Post Office Box 240,Drummond,OK,73735.0,PK-08,22
GARFIELD    ,DRUMMOND                      ,24-I085,705,DRUMMOND HS                   ,84.0,(580) 493-2271,Jarrod Johnson,jjohnson@drummond.k12.ok.us,Post Office Box 240,Drummond,OK,73735.0,12-Sep,14
GARFIELD    ,COVINGTON-DOUGLAS             ,24-I094,105,COVINGTON-DOUGLAS ES          ,187.0,(580) 864-7849,Darren Sharp,dsharp@c-d.k12.ok.us,400 E Maine,Covington,OK,73730.0,PK-08,26
