county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,year_last_documented,ny_listing_status,federal_listing_status,state_conservation_rank,global_conservation_rank,distribution_status
Clinton,Natural Community,Uplands,Open Uplands,Cobble shore,Cobble Shore,1993,not applicable,not applicable,S4,G4G5,Recently Confirmed
Clinton,Natural Community,Uplands,Open Uplands,Great Lakes dunes,Great Lakes Dunes,1998,not applicable,not applicable,S1,G3G4,Recently Confirmed
Clinton,Natural Community,Uplands,Open Uplands,Riverside sand/gravel bar,Riverside Sand/Gravel Bar,1993,not applicable,not applicable,S3S4,G5,Recently Confirmed
Clinton,Natural Community,Uplands,Open Uplands,Sand beach,Sand Beach,1997,not applicable,not applicable,S3,G5,Recently Confirmed
Clinton,Plant,Conifers,Conifers,Pinus banksiana,Jack Pine,not available,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Ferns and Fern Allies,Ferns,Cryptogramma stelleri,Slender Cliffbrake,not available,not listed,not listed,S4,G5,Recently Confirmed
Clinton,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,2020,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,2004,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Shore Quillwort,not available,Endangered,not listed,S1,GNR,Possible but not Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,not available,Rare,not listed,S3,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Erigeron hyssopifolius,Hyssop-leaved Fleabane,1910,Endangered,not listed,S1,G5,Extirpated
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Tall Hairy Lettuce,2019,Endangered,not listed,S1,G5?,Recently Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,1982,Endangered,not listed,S1,G5T5,Historically Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ciliolatum,Lindley's Aster,2020,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Grasses,Aristida basiramea,Fork-tipped Threeawn,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,1993,Threatened,not listed,S2,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. stricta,Slim-stemmed Reed Grass,1985,Endangered,not listed,S1,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Grasses,Graphephorum melicoides,Melic Oats,1985,Endangered,not listed,S1,G4G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Grasses,Piptatheropsis canadensis,Canada Rice Grass,not available,Threatened,not listed,S2,G4G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Orchids,Calypso bulbosa var. americana,Calypso,1845,Endangered,not listed,SH,G5T5,Historically Confirmed
Clinton,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's Head Lady's Slipper,2021,Threatened,not listed,S2,G3,Recently Confirmed
Clinton,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,not available,not listed,not listed,S4,G5T4T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not available,not listed,not listed,S4,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,2021,Endangered,not listed,S1,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Orchids,Spiranthes casei var. casei,Case's Ladies' Tresses,not available,Threatened,not listed,S2,G4T4,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis,not available,Rare,not listed,S3,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Allium schoenoprasum,Wild Chives,not available,Endangered,not listed,S1,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,2019,Endangered,not listed,S1S2,G5T4T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Boechera grahamii,Graham's Rock Cress,2021,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Callitriche hermaphroditica,Autumn Water Starwort,1956,Endangered,not listed,S1,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Ceanothus herbaceus,Prairie Redroot,2002,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Chenopodium standleyanum,Standley's Goosefoot,not available,Endangered,not listed,S1S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,2008,Threatened,not listed,S2,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Descurainia pinnata ssp. brachycarpa,Northern Tansy Mustard,1988,Endangered,not listed,S1,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,not available,Threatened,not listed,S2,G4G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Draba glabella,Smooth Whitlow Grass,2006,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Hackelia deflexa ssp. americana,Northern Stickseed,1998,Endangered,not listed,S1,G5T5,Extirpated
Clinton,Plant,Flowering Plants,Other Flowering Plants,Halenia deflexa ssp. deflexa,Spurred Gentian,1989,Endangered,not listed,S1,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G3,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lechea pulchella,Leggett's Pinweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Littorella americana,American Shore Grass,1984,Endangered,not listed,SH,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Ludwigia polycarpa,Many-fruited Seed-box,2020,Endangered,not listed,S1,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Loosestrife,2018,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,1993,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum farwellii,Farwell's Water Milfoil,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Oenothera oakesiana,Oakes' Evening Primrose,2018,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not available,not listed,not listed,S4,G3G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,2006,Endangered,not listed,S1S2,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,2002,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,not available,Threatened,not listed,S1S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,2020,Threatened,not listed,S2,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. pumila,Great Lakes Sand Cherry,1992,Endangered,not listed,S1,G5T4,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pine Drops,2011,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Rosa acicularis ssp. sayi,Prickly Rose,not available,Endangered,not listed,S1,G5T5,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Stachys arenicola,Sand Hedge Nettle,2018,Endangered,not listed,S1,G5T4?,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Thalictrum venulosum,Veiny Meadow Rue,2017,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Rock Elm,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Vaccinium boreale,Northern Lowbush Blueberry,not available,Threatened,not listed,S2,G4G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Veronica peregrina ssp. xalapensis,Glandular Speedwell,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Clinton,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,2006,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex adusta,Brown Oval Sedge,2020,Endangered,not listed,S1,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,2007,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex crawei,Crawe's Sedge,2006,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,2020,Threatened,not listed,S2S3,G4G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex emoryi,Emory's Sedge,not available,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,2021,Threatened,not listed,S2,G4,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex garberi,Elk Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,2005,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex houghtoniana,Houghton's Sedge,1994,Threatened,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,1977,Threatened,not listed,S2,G4,Possible but not Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,2006,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,1949,not listed,not listed,S4,G5,Historically Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,1951,Threatened,not listed,S2S3,G3G4,Historically Confirmed
Clinton,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,2016,Endangered,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,2020,Rare,not listed,S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Eleocharis diandra,Wright's Spike Rush,2020,Endangered,not listed,S1,G2,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,2020,Threatened,not listed,S2S3,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Schoenoplectiella smithii var. smithii,Smith's Bulrush,not available,Rare,not listed,S3,G5?TNR,Historically Confirmed
Clinton,Plant,Flowering Plants,Sedges,Schoenoplectus heterochaetus,Slender Bulrush,2020,Endangered,not listed,S2,G5,Recently Confirmed
Clinton,Plant,Flowering Plants,Sedges,Schoenoplectus torreyi,Torrey's Bulrush,not available,Endangered,not listed,S1S2,G5?,Recently Confirmed
Clinton,Plant,Mosses,Other Mosses,Myurella julacea,Small Mousetail Moss,1993,not listed,not listed,S2,G5,Recently Confirmed
Columbia,nimal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Andimal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Anmal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animl,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Aimal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,1990-1999,Special Concern,not listed,S4,G4,Recently Confirmed
Columbia,Ainmal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,1990-1999,Game with no open season,not listed,SNA,GU,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Columbia,nimal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Ambystoma opacum,Marbled Salamander,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphitbians,Salamandes,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Columbia,pAnimal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Animal Assemblages,Animal Assemblages,Anadromous Fish Concentration Area,Anadromous Fish Concentration Area,not available,not applicable,not applicable,S3,GNR,Historically Confirmed
Columbia,Animfal,Animal Assembages,Animal Assemblages,Bat Colony,Bat Colony,2012,not applicable,not applicable,SNRN,GNR,Recently Confirmed
Columbia,Animgal,Animal Assemblages,Animal Assemblages,Raptor Winter Concentration Area,Raptor Winter Concentration Area,2017,not applicable,not applicable,SNRN,GNR,Recently Confirmed
Columbia,Abnimal,Animal Assemblages,Animal Assemblages,Waterfowl Winter Concentration Area,Waterfowl Winter Concentration Area,1993,not applicable,not applicable,S3S4N,GNR,Recently Confirmed
Columbia,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Columbia,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Columbia,Animal,Birds,Creepers,Certhia americana,Brown Creeper,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,2000-2005,Protected Bird,not listed,S4,G5,Recently Confirmed
Columbia,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Columbia,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,2000-2005,Protected Bird - Game with open season,not listed,"S2S3B,SNRN",G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,2000-2005,Protected Bird - Game with open season,not listed,SNA,GNA,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,2000-2005,Protected Bird - Game with open season,not listed,"S3B,SNRN",G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Essex,Animal,Birds,Larks,Eremophila alpestris,Horned Lark,2000-2005,Special Concern,not listed,S3S4B,G5,Recently Confirmed
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Columbia,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Annimal,irds,Flycatcers,Empidonax alnorum,Alder Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2014,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Columbia,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,"Grouse, Pheasants, Turkeys",Colinus virginianus,Northern Bobwhite,2000-2005,Protected Bird - Game with open season,not listed,S4,G4G5,Recently Confirmed
Columbia,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,2000-2005,Protected Bird - Game with open season,not listed,SNA,G5,Recently Confirmed
Columbia,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,2000-2005,Protected Bird,not listed,SB5,G5,Recently Confirmed
Columbia,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,1983,Threatened,not listed,S3B,G5,Historically Confirmed
Columbia,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Columbia,nAimal,Birtds,"Hawks, Falcons, Eagles, ultures",Accipiter cooperii,Coopfer's Hawk,2000-2005,Special Cosncern,not listed,4S,Ge5,Recently Confirmed
Columbia,nimal,Birds,"Hawks, Falcnos, Eagles, Vultures",Accipiter gentilis,Nrothern Goshawk,2000-2005,Spceial Concern,not listed,"S3S4B,SN",G5,Recently Confirmed
Columbia,Animal,Birsd,"Hawks, Falcns, Eagles, Vultures",Accipiter striatus,Sharpc-shinned Hawk,2000-2005,Sepcial Concern,not listed,4S,5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus hudsonius,Northern Harrier,2017,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Coragyps atratus,Black Vulture,2000-2005,Protected Bird,not listed,S3B,G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2020,Endangered,not listed,S3B,G4,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2021,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
