fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202001412311317,2020,3,03/11/2020,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEAkNOR,FF. AGNST PUB ORD SENSBLTY &,AGGRAVTED HARASSMENT 2,ANThI-ASIAN,Race/Color,05/0/12021,B31682806
202001712128017,2020,2,02/11/2020,17,PATROL BORO MAN SOUTH,NE WYORK,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/ReligiousP ractice,05/01/201,B31682806
202001712210617,2020,5,05/0/2020,17,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGARVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,5/01/2021,B31682806
202001712294417,2020,7,07/24/2020,17,PATROL BORO MAN SOUTH,NW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",NTI-ASIAN,Race/Colwor,05/01/2021,B31682806
202001812119417,2020,1,01/17/2020,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTYx &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,01/16/2020,32674183
202001812252117,2020,3,03/40/2020,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/201,B31682806
202001812264217,2020,3,03/08/2020,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEvWISH,Religion/Religious Pbractice,05/01/2021,B31682806
202001812697817,2020,12,12/04/2020,18,PATROL BORO MAN SOUTH,NEW YORK,ELONY,FLONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSXUAL (GAY),Sexual Orientation,12/15/2020,M32705927
202001912274917,2020,3,03/08/2020,19,PATROL BORO MAN NORTH,NEW YOK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTIJ-EWISH,Religion/Religious Practice,50/01/2021,B31682k806
202001912359517,2020,4,04/25/2020,19,PATROL BORO MAN NORTH,NEW YORK,FELOYN,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3682806
202001912730417,2020,9,09/29/2020,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED4",ANTI-JEWISH,Religion/eligious Practice,05/1/2021,B31682806
202001912820617,2020,11,11/03/2020,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISlCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,12/08/2020,M3205066
202002012110917,2020,1,01/30/2020,20,PATROL BORO MAN NORTH,NEW YOKR,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202002012211417,2020,5,05/12/2020,20,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B31682806
202002012233017,2020,6,06/06/2020,20,PATROL BORO MAN NORTH,NEW YORK,FELOzNY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-GENDER NON-CONORMING,Gender,05/01/2021,B31682806
202002212087817,2020,7,07/26/2020,22,PATROL BORO MAN NORTH,NEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAuL MIS 2 & 3,ANTI-MULTI-RCAIAL GROUPS,Race/Color,05/01/2201,B31682806
202002312148217,2020,2,02/05/2020,23,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,02/14/2020,M32678261
202002312217217,2020,3,03/10/2020,23,ATROL BORO MAN NORTH,NW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,03/13/2020,M32682532
202002312217317,2020,3,03/10/2020,23,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,SSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTIr-ASIAN,Rce/Color,03/13/2020,M32682527
202002312275017,2020,4,041/4/2020,23,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASoSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B31682806
202002412235017,2020,4,04/19/2020,24,PATROL BORO MAN NORTH,NEWYORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202002412493417,2020,10,10/13/2020,24,PATROL BORO MAN NORTH,NEW fYORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-nJEWISH,Religino/Religious Practice,5/01/2021,B31682806
202002412572617,2020,12,12/09/2020,24,PATROL BOR MAN NORTH,NEW YORK,EFLONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Reldigious Practice,05/01/2021,B31682806
202002412581417,2020,12,12/16/2020,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATEDHARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,0w5/01/2021,B316u82806
202002512166717,2020,2,02/10/2020,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINA MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,3B1682806
202002512604117,2020,9,09/24/2020,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31628806
202002512663117,2020,10,10/2n0/2020,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIIFED 4",ANTI-BLACK,Race/olor,05/01/2021,B31682860
202002612093317,2020,1,01/20/2020,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202002612310417,2020,3,0/906/2020,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202002612342817,2020,10,10/06/2020,26,PATROL BORO MAN NORTH,NEW YORK,MISDEEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JWISH,Religion/Religious Practice,05/01/2021,B1682806
202002812142317,2020,2,02/11/2020,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATtED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202003012103417,2020,1,01/24/2020,30,PATROL BORO MAN NORTH,NEW YOKR,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT3,ANTI-LGBT (MIXED GROUP),Sexual Ozrientation,01/30/2r020,M32667128
202003012103417,2020,1,0/24/2020,30,PATROL BORO MAN NORTH,NgEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSSE,ASSAULT 3,ANTI-LGBT (MIXED GROUP),Sexual Orientation,02/19/2020,M23678917
202003012319017,2020,7,07/09/2020,30,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,05/0/2021,B31682806
202003012447017,2020,10,10/09/2020,30,PATROL BORO AN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B3168806
202003012455617,2020,10,10/16/220,30,PATROL BORO MAN NORTH,NEW YORK,MISDEvMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202003212159017,2020,2,02/12/2020,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MyISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practie,05/01/2021,B31682806
202003212518317,2020,8,08/25/2020,32,PATROL BORO MAN NORTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-WHITE,Race/Color,08/s25/2020,M32694928
202003412087917,2020,12,01/09/2200,34,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202003412091917,2020,1,01z/11/2020,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,MSCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-CATHOIC,Religion/Religious Practice,05/01/2021,B3168286
202003412137417,2020,2,02/03/2020,34,PATROL BORO MAN NORTH,NEWn YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202003412440217,2020,8,08/01/2020,34,PATROL BORO MAN NORTH,NEW fYORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,50/01/2021,Bv31682806
202004012201517,2020,1,10/31/2020,40,PATROL BORO BRONX,BRONX,MISDEMEwANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/021,B31688206
202004012235917,2020,2,0/207/2020,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BaLACK,Race/Color,05/01/2021,B31682806
202004012336917,2020,3,03/02/2020,40,ATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTIFEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B31682806
202004012762317,2020,7,07/07/2020,40,PATROL BORO BRONX,BRNOX,FELOyNY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orienattion,07/07/2020,B3269013
202004012762317,2020,7,07/07/2020,40,PATROL BORO BRONX,BROXN,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/07/2020,B3269050c9
202004012846517,2020,7,07/31/2020,40,ATROL BORO BRONX,BRONX,FLONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,08/06/2020,B32692369
202004013353317,2020,12,12/13/2020,40,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B31682806
202004013353317,2020,12,12/13/2020,40,PATROL BORO BRONX,BROXN,FELONY,FEOLNY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexualz Orientation,0108/2021,B33672940
202004313286617,2020,12,12/18/2020,43,PATROL BORO BRONX,BRONX,MISDEMEANOR,SASAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MUSLIM,Religion/Religious Practice,05/0/12021,B31682806
202004412215017,2020,2,02/0/2020,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAUT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,02/062020,B32676594
202004412287617,2020,2,02/26/2020,44,PATROL BORO BRONX,BRONvX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202004412397317,2020,3,03/28/2020,44,PATROL BORO BRONX,BRONX,FLEONY,FELONY sASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,03/28/2020,B32682490
202004412397317,2020,3,03/282020,44,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED***",ANTI-ASIArN,Race/Color,03/28/2020,B32682492
202004412397317,2020,3,03/28/2q020,44,PATROL BORO BRONX,BRONX,kFELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,11/03/2020,B23700799
202004412397317,2020,3,30/28/2020,44,PATROL BORO BRONX,BRNX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,03/28/2020,B32682489
202004412467317,2020,4,04/25/2020,44,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202004412913817,2020,9,09/01/2020,44,PATROL BORO BRONX,BROXN,FELOnNY,MISCELLANEOUS PENAL LWA,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Prcatice,05/01/2021,B3182806
202004413034117,2020,10,10/03/2020,44,PATROL BORO BRONX,BRONX,MISDEMEANsOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,0501/2021,B3w1682806
202004512421317,2020,6,06/18/2020,45,PATROL BORO BRONX,BROXN,ELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-EJWISH,Religion/Religiuos Practice,05/01/2012,B31682806
202004512477317,2020,7,07/1/82020,45,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB OR SENSBLTY &,AGGAVATED HARASSMENT 2,ANTI-BLACK,ace/Color,1u1/10/2020,B3270168
202004512685317,2020,11,c11/07/2020,45,PATROL BORO BRONX,BRONX,FELONY,MSCELLANEOUS PENAL LAW,AGGRAVATED HARASSMNT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202004812794517,2020,10,10/08/220,48,PATROeL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),SexualO rientation,10/08/2020,B32698112
202004912290917,2020,4,04/12/2020,49,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,04/29/020,rB32684534
202005012120817,2020,12,01/26/2020,50,PATROL BORO BRONX,BReONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202005012510717,2020,10,10/09s/2020,50,PATROgL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,0h5/01/2021,B31862806
202005212855217,2020,9,09/18/2020,52,PATROL BOR OBRONX,BRONX,MeISDEMEANOR,CRIMINAL MISCHIEF & RELATEDO F,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-LGBT (MIXED GROUP),Sexual Orientation,05/01/2021,B31682806
202006012090817,2020,1,01/10/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNTS PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/0221,B31682806
202006012150017,2020,2,02/06/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006012153917,2020,2,02/08/2020,60,APTROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006012212017,2020,3,03/06/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MeISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006012482217,2020,8,08/09/2020,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MLE HOMOSEXUAL (GAY),Sexual Orinetation,0809/2020,K32696544
202006012482217,2020,8,08/09/2020,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLNEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202006012595617,2020,10,10/05/2020,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religion/Religious Practice,10/04/2020,K32702669
202006012600317,2020,10,10/06/2002,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,0501/2021,B31682b806
202006112567417,2020,9,10/19/2020,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202006112581117,2020,10,10/2/2020,61,PATROeL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Relgiious Practice,05/01/2021,B31682806
202006112636617,2020,11,11/28/2020,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,11/28/2020,K32709542
202006312172117,2020,2,03/04/2020,63,APTROL BORO BKLYN SOUTH,KIGS,FELONY,MISCELLANEOUS PENAL LAW,GGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006312381717,2020,8,08/04/2020,63,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY&,AGGRAVATDE HARASSMENT 2,ANTI-WHITE,Race/Color,05/01/2021,B31682806
202006612157417,2020,2,02/26/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006612190117,2020,3,03/20/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PyERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",ANTI-eASIAN,Race/Color,03/19/2020,yK32684172
202006612243317,2020,5,05/08/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-CATHOILC,Religion/Religious Practice,05/01/2021,B31682806
202006612261517,2020,5,05/21/2020,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PU ORD SENSBLTY &,AGGRAATED HARASSMENT 2,ANTIr-JEWISH,Reliagion/Religious Practice,06/11/2020,K32692289***
202006612273017,2020,6,06/02/2020,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL rMISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,06/01/2020,K32691655
202006612384517,2020,8,08/16/2020,66,PARTOL BORO BKLYN SOUTH,KIiNGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,Bc31682806
202006612437417,2020,9,09/21/2020,66,PATROL BORO BKLYN SOUTH,KNIGS,FELONY,MISCELLANEOUS PENsAL LAW,AGGRAVATED HARASSMENT 1,NTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006612478217,2020,10,10/22/w2020,66,PnATROL BORO BKLYN SOUTH,INGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/0s1/2021,B31682806
202006612521317,2020,11,11/18/2020,66,PATROL BORO BKLYN SOUTH,KINSG,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-BLACmK,Race/Color,05/y01/2021,B31682806
202006712443317,2020,5,05/12/2020,67,PATROL BORO BKLYN SOUTH,kKINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-GENDER NON-CONFORMING,Gemnder,05/12/2020,K32688936
202006712925617,2020,10,10/18/2020,67,PATROLB ORO BKLYN SOUTH,KINS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOOSEXUAL (GAY),Sexual Orientation,05/01/2v021,B3168286
202006713081317,2020,12,12/07/0220,67,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,GAGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202006812329117,2020,7,07/07/2020,68,PATROL BORO BKLYN SOUTH,wKINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-RELIGIOUS PRACTICE GENERALLY,Religion/Reigious Practice,0/501/2021,B31682806
202006812511217,2020,10,10/27/2020,68,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/0221,B31n682806
202007012164217,2020,2,02/06/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012209917,2020,12,02/24/2020,70,PATROL BORO BKLYN SOUTH,fKINGS,FEONY,MISCELLANEOUS PENAL LAW***,AGGRAVATEyD HARASSMENT 1,ANTI-EWISH,Religion/pReligious Practice,05/01/2021,B31682806
202007012216117,2020,2,02/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",NTI-JEWISH,Religion/Religious Practice,05/01/2021,31682806
202007012350017,2020,4,04/30/2020,70,PATROL BORO BKLYN SOUTH,xKINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSEMNT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012371917,2020,5,05/12/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRVATED HARASSMENT 1,ANTI-JEWISH,Religio/Religious Practice,05/12/2020,K32688959
202007012371917,2020,5,05/12/2020,70,PATROL BORO aBKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/eligious Practice,05/12/2002,K32688958
202007012395917,2020,5,05/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISwCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Reliigious Practice,05/01/2021,B31682806
202007012504417,2020,7,07/11/2020,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012518317,2020,7,07/17/2020,70,PATROL BORO BKLYN SOUTH,KNIGS,FELONY,FEONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B1682806
202007012576017,2020,8,08/10/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PbENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012786117,2020,11,11/11/220,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012887617,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/31/2020,K32713379
202007012887617,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012887817,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KINSG,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",NATI-JEWISH,Religion/Religious Practice,12/31/2020,K32713l380
202007012887817,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,URGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31628806
202007012887917,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KNIGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/3i1/2020,K32713376
202007012888517,2020,12,12/27/2020,70,PATROL BkORO BKLYN SOUTH,KNGS,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religion/Religious Practice,12/31/2020,K327t13374
