OBJECTID,TRACT,YEAR,EDG,Shape__Area,Shape__Length
2504,7402,2009,0,2.98257355098031e-05,0.0238412501784224
2505,7600,2009,0,6.84268889017403e-05,0.0335970233185851
2506,7401,2009,0,3.10368700411345e-05,0.0275537216411909
2507,6300,2009,0,0.000276667329217162,0.0870589949045944
2508,6200,2009,0,0.000303953330785589,0.168804342408508
2509,6500,2009,0,0.000137339002321824,0.0586744589643685
2510,6600,2009,1,0.000122326892778801,0.0766074705465994
2511,6400,2009,0,0.000108137893221283,0.0471391073897014
2512,6700,2009,0,0.000147587038100028,0.0634219826980529
2513,6100,2009,0,0.000133913737954572,0.0748822024828974
2514,5400,2009,0,0.000143478278005205,0.0724969291141328
2515,5302,2009,0,0.000279738639619609,0.117540850404155
2516,11700,2009,0,0.000417838500197831,0.0975205160735019
2517,11800,2009,0,0.000277407099019911,0.0892169699181052
2518,26400,2009,0,7.68698600950302e-06,0.0180872763203975
2519,26500,2009,0,4.85695300085354e-05,0.0367530569062542
2520,11002,2009,0,0.000200244653115078,0.0782263248929557
2521,11001,2009,0,0.000127918816815509,0.0540531770783875
2522,11102,2009,0,0.000155054382048547,0.0685209783793662
2523,11101,2009,0,0.000137430486574885,0.0502404958630889
2524,10200,2009,0,0.000333028956447379,0.11271566174329
2525,10300,2009,0,0.000198398764041485,0.0642910647053545
2526,10401,2009,0,0.000193211777968827,0.0568494124962671
2527,10402,2009,0,0.000214966202747746,0.0678262713359494
2528,9300,2009,0,0.00113299724262106,0.173814357796121
2529,10001,2009,0,0.000276618263342243,0.0831926739939896
2530,10100,2009,0,0.000298218930311123,0.0922542421096109
2531,9500,2009,0,0.000304434297049738,0.0988771502695929
2532,10002,2009,0,0.000113364045319031,0.0467362678691797
2533,9400,2009,0,0.00020603925395335,0.0639287593805915
2534,8900,2009,0,0.00015212363223327,0.0660897434617428
2535,9000,2009,0,9.8158996024722e-05,0.0468376762101642
2536,9100,2009,0,5.00922501487366e-05,0.0375965186436615
2537,12100,2009,0,0.000204040886274015,0.0858440179607803
2538,12000,2009,0,0.000172843347627349,0.0598497338371051
2539,11402,2009,0,0.000141653116315865,0.0614718356563585
2540,11600,2009,0,0.000371990764961083,0.105638834823587
2541,11300,2009,0,0.000382142119178752,0.0848882286545701
2542,11500,2009,0,0.000183752446901053,0.0631919112897776
2543,11401,2009,0,0.000147293862028164,0.0584523909737741
2544,10800,2009,0,0.00048387096830993,0.12603660967411
2545,10701,2009,0,0.00017400918113708,0.0698956319565265
2546,10600,2009,0,0.000301785100418783,0.0994869572009152
2547,10702,2009,0,9.37602449084807e-05,0.0490289740779551
2548,10500,2009,0,0.0002053042821899,0.0662629092626292
2549,9900,2009,0,0.000780124209995847,0.20687811939334
2550,9702,2009,0,0.000265267209215381,0.0895244589114827
2551,9701,2009,0,0.000214246188988909,0.099929591955516
2552,9800,2009,0,0.000230788414683047,0.0624658236419387
2553,9600,2009,0,0.000219158700474509,0.072199876820078
2554,8001,2009,0,5.82156258133182e-05,0.07042114205618
2555,8002,2009,0,2.74026701845287e-05,0.0278967537809733
2556,7200,2009,0,0.000120876315577334,0.0555304873306105
2557,7100,2009,0,0.000103152953215613,0.0593703265309707
2558,5802,2009,0,0.000369886421140109,0.167372929325878
2559,7000,2009,0,9.64466698860633e-05,0.0467212606512495
2560,6900,2009,0,0.00010805862439156,0.0510449174120837
2561,26001,2009,0,7.2470370469091e-06,0.0278560676919807
2562,500,2009,0,0.000335463334977248,0.0851400097793993
2563,10900,2009,0,0.000575062130337756,0.155383084384038
2564,11200,2009,0,0.000329505363879434,0.105354301764879
2565,11900,2009,0,0.000373716378817335,0.141625115685039
2566,2500,2010,0,0.000117916550607333,0.0520502475018142
2567,2600,2010,0,0.000149118681747495,0.0507144599457063
2568,5600,2010,0,0.000357275615897379,0.102853186284302
2569,6800,2010,0,8.59462111293396e-05,0.038414197937941
2570,6000,2010,0,0.00015723495016573,0.0668395886457784
2571,5900,2010,0,0.000217008214349335,0.0786079093182879
2572,5700,2010,0,0.000595616721057013,0.153638446361827
2573,4900,2010,0,0.000131139368932054,0.0493550995412475
2574,5801,2010,0,0.00021803737126902,0.0881675850806519
2575,4800,2010,0,0.000160054485149885,0.0598933251189305
2576,4700,2010,0,0.000237890633343341,0.0756371247149321
2577,3200,2010,0,0.000247349756591575,0.114694686413892
2578,3500,2010,0,0.000153872611463157,0.053705450860666
2579,3400,2010,0,9.42779070101096e-05,0.0409841882038762
2580,3300,2010,0,0.000155273106884124,0.0581723390273726
2581,2800,2010,0,0.000117806075650151,0.0430440189281107
2582,2900,2010,0,0.000118143551844696,0.0436513780231625
2583,3000,2010,0,0.00017888558568302,0.054577084508621
2584,3100,2010,0,0.000257302393947612,0.0826069506232273
2585,1701,2010,0,0.000106972941466665,0.0557614796728038
2586,1702,2010,0,0.00015339873107223,0.059178155427237
2587,1600,2010,0,0.000231202849136025,0.0793844119564369
2588,1500,2010,0,0.000137318093948124,0.0467847134067514
2589,200,2010,0,0.000393998005165486,0.0837630669814513
2590,2700,2010,0,0.000190933996691456,0.0825740377831476
2591,2200,2010,0,0.000331308734075719,0.0974503104342816
2592,2400,2010,0,0.000117176468847902,0.0481586156788466
2593,2000,2010,0,0.000135632391447871,0.0512680672445529
2594,2100,2010,0,0.000163608778166235,0.054882709796404
2595,1900,2010,0,0.000199293836431025,0.0688837627496096
2596,1800,2010,0,0.000112983199414884,0.0493728725199169
2597,900,2010,0,0.000113850000161619,0.0651236808652226
2598,1300,2010,0,0.000141883711876289,0.0515105657505454
2599,1100,2010,0,0.000127085785607051,0.0469252614199373
2600,1000,2010,0,0.000114386455152271,0.0436458647824782
2601,1200,2010,0,0.000219803349409631,0.0713584200303691
2602,800,2010,0,0.000136825452955236,0.0492117330716874
2603,600,2010,0,0.000460058188764378,0.107713250183703
2604,700,2010,0,0.00015518679856541,0.0589745228581218
2605,100,2010,1,0.000221706090542284,0.0660422136234774
2606,300,2010,0,0.000145139423693763,0.0607851498101049
2607,4100,2010,0,0.000381802093215811,0.120917266196308
2608,5200,2010,0,0.000115522557734948,0.0454452002984051
2609,5100,2010,0,0.000105572425582068,0.0423061595079253
2610,5301,2010,0,6.50778824820009e-05,0.0382727388180878
2611,5000,2010,0,9.06897430468234e-05,0.0388500891304593
2612,4200,2010,0,0.000295094519060513,0.0849624818321201
2613,4301,2010,0,0.000117288412639027,0.0558367111152466
2614,4302,2010,0,3.96030541196524e-05,0.0256630969758588
2615,4000,2010,0,0.000297413282169146,0.096876024090113
2616,4400,2010,0,0.000118553204174532,0.043564896452133
2617,4500,2010,0,8.03577163424052e-05,0.037821995954508
2618,4600,2010,0,0.000185272743692622,0.137534403753179
2619,3600,2010,0,0.000143309114264412,0.0606068017155192
2620,3900,2010,0,0.000116645677735505,0.0466195359795243
2621,3800,2010,0,7.48172324165353e-05,0.0352001616376488
2622,1400,2010,0,0.000255106135227834,0.106280959064322
2623,402,2010,0,0.000215634516735008,0.0690712721283335
2624,401,2010,0,0.000163510467245942,0.0535703208301732
2625,7800,2010,0,0.00024889714541132,0.0896299627959236
2626,9200,2010,0,3.74137785001949e-05,0.0484800069708912
2627,8800,2010,0,0.00011346917017363,0.0427420505937891
2628,8700,2010,0,8.76059402799001e-05,0.03804895061903
2629,8600,2010,0,8.50922965582868e-05,0.0371913263719806
2630,8500,2010,0,5.67230586057121e-05,0.0333647585875868
2631,8100,2010,1,9.98886089291773e-05,0.0682751296360039
2632,8200,2010,0,4.38680685874715e-05,0.0324559543724876
2633,8300,2010,0,2.84061661659507e-05,0.0303272161407975
2634,8400,2010,0,4.57738310615241e-05,0.0321435971815658
2635,7900,2010,0,8.35623991406464e-05,0.0383407301847121
2636,7500,2010,0,9.59246422098659e-05,0.0414135816933154
2637,7700,2010,0,0.000126624921449547,0.0488534933910829
2638,7300,2010,1,0.00011079984551543,0.0453426015277281
2639,7402,2010,0,2.98257355098031e-05,0.0238412501784224
2640,7600,2010,0,6.84268889017403e-05,0.0335970233185851
2641,7401,2010,0,3.10368700411345e-05,0.0275537216411909
2642,6300,2010,0,0.000276667329217162,0.0870589949045944
2643,6200,2010,1,0.000303953330785589,0.168804342408508
2644,6500,2010,0,0.000137339002321824,0.0586744589643685
2645,6600,2010,0,0.000122326892778801,0.0766074705465994
2646,6400,2010,0,0.000108137893221283,0.0471391073897014
2647,6700,2010,0,0.000147587038100028,0.0634219826980529
2648,6100,2010,0,0.000133913737954572,0.0748822024828974
2649,5400,2010,0,0.000143478278005205,0.0724969291141328
2650,5302,2010,0,0.000279738639619609,0.117540850404155
2651,11700,2010,0,0.000417838500197831,0.0975205160735019
2652,11800,2010,0,0.000277407099019911,0.0892169699181052
2653,26400,2010,0,7.68698600950302e-06,0.0180872763203975
2654,26500,2010,0,4.85695300085354e-05,0.0367530569062542
2655,11002,2010,0,0.000200244653115078,0.0782263248929557
2656,11001,2010,0,0.000127918816815509,0.0540531770783875
2657,11102,2010,0,0.000155054382048547,0.0685209783793662
2658,11101,2010,0,0.000137430486574885,0.0502404958630889
2659,10200,2010,0,0.000333028956447379,0.11271566174329
2660,10300,2010,2,0.000198398764041485,0.0642910647053545
2661,10401,2010,0,0.000193211777968827,0.0568494124962671
2662,10402,2010,0,0.000214966202747746,0.0678262713359494
2663,9300,2010,0,0.00113299724262106,0.173814357796121
2664,10001,2010,0,0.000276618263342243,0.0831926739939896
2665,10100,2010,1,0.000298218930311123,0.0922542421096109
2666,9500,2010,0,0.000304434297049738,0.0988771502695929
2667,10002,2010,0,0.000113364045319031,0.0467362678691797
2668,9400,2010,0,0.00020603925395335,0.0639287593805915
2669,8900,2010,0,0.00015212363223327,0.0660897434617428
2670,9000,2010,0,9.8158996024722e-05,0.0468376762101642
2671,9100,2010,0,5.00922501487366e-05,0.0375965186436615
2672,12100,2010,0,0.000204040886274015,0.0858440179607803
2673,12000,2010,0,0.000172843347627349,0.0598497338371051
2674,11402,2010,0,0.000141653116315865,0.0614718356563585
2675,11600,2010,0,0.000371990764961083,0.105638834823587
2676,11300,2010,0,0.000382142119178752,0.0848882286545701
2677,11500,2010,0,0.000183752446901053,0.0631919112897776
2678,11401,2010,0,0.000147293862028164,0.0584523909737741
2679,10800,2010,0,0.00048387096830993,0.12603660967411
2680,10701,2010,0,0.00017400918113708,0.0698956319565265
2681,10600,2010,0,0.000301785100418783,0.0994869572009152
2682,10702,2010,8,9.37602449084807e-05,0.0490289740779551
2683,10500,2010,0,0.0002053042821899,0.0662629092626292
2684,9900,2010,0,0.000780124209995847,0.20687811939334
2685,9702,2010,0,0.000265267209215381,0.0895244589114827
2686,9701,2010,0,0.000214246188988909,0.099929591955516
2687,9800,2010,0,0.000230788414683047,0.0624658236419387
2688,9600,2010,0,0.000219158700474509,0.072199876820078
2689,8001,2010,0,5.82156258133182e-05,0.07042114205618
2690,8002,2010,0,2.74026701845287e-05,0.0278967537809733
2691,7200,2010,0,0.000120876315577334,0.0555304873306105
2692,7100,2010,0,0.000103152953215613,0.0593703265309707
2693,5802,2010,0,0.000369886421140109,0.167372929325878
2694,7000,2010,0,9.64466698860633e-05,0.0467212606512495
2695,6900,2010,0,0.00010805862439156,0.0510449174120837
2696,26001,2010,0,7.2470370469091e-06,0.0278560676919807
2697,500,2010,0,0.000335463334977248,0.0851400097793993
2698,10900,2010,0,0.000575062130337756,0.155383084384038
2699,11200,2010,0,0.000329505363879434,0.105354301764879
2700,11900,2010,0,0.000373716378817335,0.141625115685039
2701,2500,2011,0,0.000117916550607333,0.0520502475018142
2702,2600,2011,0,0.000149118681747495,0.0507144599457063
2703,5600,2011,0,0.000357275615897379,0.102853186284302
2704,6800,2011,0,8.59462111293396e-05,0.038414197937941
2705,6000,2011,0,0.00015723495016573,0.0668395886457784
2706,5900,2011,0,0.000217008214349335,0.0786079093182879
2707,5700,2011,1,0.000595616721057013,0.153638446361827
2708,4900,2011,1,0.000131139368932054,0.0493550995412475
2709,5801,2011,0,0.00021803737126902,0.0881675850806519
2710,4800,2011,1,0.000160054485149885,0.0598933251189305
2711,4700,2011,1,0.000237890633343341,0.0756371247149321
2712,3200,2011,1,0.000247349756591575,0.114694686413892
2713,3500,2011,1,0.000153872611463157,0.053705450860666
2714,3400,2011,0,9.42779070101096e-05,0.0409841882038762
2715,3300,2011,0,0.000155273106884124,0.0581723390273726
2716,2800,2011,0,0.000117806075650151,0.0430440189281107
2717,2900,2011,0,0.000118143551844696,0.0436513780231625
2718,3000,2011,1,0.00017888558568302,0.054577084508621
2719,3100,2011,0,0.000257302393947612,0.0826069506232273
2720,1701,2011,0,0.000106972941466665,0.0557614796728038
2721,1702,2011,0,0.00015339873107223,0.059178155427237
2722,1600,2011,0,0.000231202849136025,0.0793844119564369
2723,1500,2011,0,0.000137318093948124,0.0467847134067514
2724,200,2011,0,0.000393998005165486,0.0837630669814513
2725,2700,2011,0,0.000190933996691456,0.0825740377831476
2726,2200,2011,0,0.000331308734075719,0.0974503104342816
2727,2400,2011,0,0.000117176468847902,0.0481586156788466
2728,2000,2011,0,0.000135632391447871,0.0512680672445529
2729,2100,2011,0,0.000163608778166235,0.054882709796404
2730,1900,2011,0,0.000199293836431025,0.0688837627496096
2731,1800,2011,0,0.000112983199414884,0.0493728725199169
2732,900,2011,0,0.000113850000161619,0.0651236808652226
2733,1300,2011,0,0.000141883711876289,0.0515105657505454
2734,1100,2011,0,0.000127085785607051,0.0469252614199373
2735,1000,2011,0,0.000114386455152271,0.0436458647824782
2736,1200,2011,0,0.000219803349409631,0.0713584200303691
2737,800,2011,0,0.000136825452955236,0.0492117330716874
2738,600,2011,0,0.000460058188764378,0.107713250183703
2739,700,2011,0,0.00015518679856541,0.0589745228581218
2740,100,2011,0,0.000221706090542284,0.0660422136234774
2741,300,2011,0,0.000145139423693763,0.0607851498101049
2742,4100,2011,0,0.000381802093215811,0.120917266196308
2743,5200,2011,3,0.000115522557734948,0.0454452002984051
2744,5100,2011,0,0.000105572425582068,0.0423061595079253
2745,5301,2011,0,6.50778824820009e-05,0.0382727388180878
2746,5000,2011,0,9.06897430468234e-05,0.0388500891304593
2747,4200,2011,0,0.000295094519060513,0.0849624818321201
2748,4301,2011,0,0.000117288412639027,0.0558367111152466
2749,4302,2011,0,3.96030541196524e-05,0.0256630969758588
2750,4000,2011,1,0.000297413282169146,0.096876024090113
2751,4400,2011,1,0.000118553204174532,0.043564896452133
2752,4500,2011,0,8.03577163424052e-05,0.037821995954508
2753,4600,2011,0,0.000185272743692622,0.137534403753179
2754,3600,2011,0,0.000143309114264412,0.0606068017155192
2755,3900,2011,0,0.000116645677735505,0.0466195359795243
2756,3800,2011,0,7.48172324165353e-05,0.0352001616376488
2757,1400,2011,0,0.000255106135227834,0.106280959064322
2758,402,2011,0,0.000215634516735008,0.0690712721283335
2759,401,2011,0,0.000163510467245942,0.0535703208301732
2760,7800,2011,0,0.00024889714541132,0.0896299627959236
2761,9200,2011,0,3.74137785001949e-05,0.0484800069708912
2762,8800,2011,0,0.00011346917017363,0.0427420505937891
2763,8700,2011,0,8.76059402799001e-05,0.03804895061903
2764,8600,2011,2,8.50922965582868e-05,0.0371913263719806
2765,8500,2011,0,5.67230586057121e-05,0.0333647585875868
2766,8100,2011,0,9.98886089291773e-05,0.0682751296360039
2767,8200,2011,0,4.38680685874715e-05,0.0324559543724876
2768,8300,2011,0,2.84061661659507e-05,0.0303272161407975
2769,8400,2011,0,4.57738310615241e-05,0.0321435971815658
2770,7900,2011,1,8.35623991406464e-05,0.0383407301847121
2771,7500,2011,3,9.59246422098659e-05,0.0414135816933154
2772,7700,2011,0,0.000126624921449547,0.0488534933910829
2773,7300,2011,1,0.00011079984551543,0.0453426015277281
2774,7402,2011,0,2.98257355098031e-05,0.0238412501784224
2775,7600,2011,0,6.84268889017403e-05,0.0335970233185851
2776,7401,2011,2,3.10368700411345e-05,0.0275537216411909
2777,6300,2011,0,0.000276667329217162,0.0870589949045944
2778,6200,2011,0,0.000303953330785589,0.168804342408508
2779,6500,2011,1,0.000137339002321824,0.0586744589643685
2780,6600,2011,0,0.000122326892778801,0.0766074705465994
2781,6400,2011,0,0.000108137893221283,0.0471391073897014
2782,6700,2011,0,0.000147587038100028,0.0634219826980529
2783,6100,2011,0,0.000133913737954572,0.0748822024828974
2784,5400,2011,1,0.000143478278005205,0.0724969291141328
2785,5302,2011,0,0.000279738639619609,0.117540850404155
2786,11700,2011,0,0.000417838500197831,0.0975205160735019
2787,11800,2011,0,0.000277407099019911,0.0892169699181052
2788,26400,2011,0,7.68698600950302e-06,0.0180872763203975
2789,26500,2011,0,4.85695300085354e-05,0.0367530569062542
2790,11002,2011,0,0.000200244653115078,0.0782263248929557
2791,11001,2011,0,0.000127918816815509,0.0540531770783875
2792,11102,2011,0,0.000155054382048547,0.0685209783793662
2793,11101,2011,0,0.000137430486574885,0.0502404958630889
2794,10200,2011,0,0.000333028956447379,0.11271566174329
2795,10300,2011,0,0.000198398764041485,0.0642910647053545
2796,10401,2011,0,0.000193211777968827,0.0568494124962671
2797,10402,2011,0,0.000214966202747746,0.0678262713359494
2798,9300,2011,0,0.00113299724262106,0.173814357796121
2799,10001,2011,2,0.000276618263342243,0.0831926739939896
2800,10100,2011,0,0.000298218930311123,0.0922542421096109
2801,9500,2011,0,0.000304434297049738,0.0988771502695929
2802,10002,2011,0,0.000113364045319031,0.0467362678691797
2803,9400,2011,1,0.00020603925395335,0.0639287593805915
2804,8900,2011,0,0.00015212363223327,0.0660897434617428
2805,9000,2011,0,9.8158996024722e-05,0.0468376762101642
2806,9100,2011,0,5.00922501487366e-05,0.0375965186436615
2807,12100,2011,0,0.000204040886274015,0.0858440179607803
2808,12000,2011,0,0.000172843347627349,0.0598497338371051
2809,11402,2011,0,0.000141653116315865,0.0614718356563585
2810,11600,2011,0,0.000371990764961083,0.105638834823587
2811,11300,2011,0,0.000382142119178752,0.0848882286545701
2812,11500,2011,0,0.000183752446901053,0.0631919112897776
2813,11401,2011,0,0.000147293862028164,0.0584523909737741
2814,10800,2011,0,0.00048387096830993,0.12603660967411
2815,10701,2011,2,0.00017400918113708,0.0698956319565265
2816,10600,2011,0,0.000301785100418783,0.0994869572009152
2817,10702,2011,0,9.37602449084807e-05,0.0490289740779551
2818,10500,2011,1,0.0002053042821899,0.0662629092626292
2819,9900,2011,1,0.000780124209995847,0.20687811939334
2820,9702,2011,0,0.000265267209215381,0.0895244589114827
2821,9701,2011,0,0.000214246188988909,0.099929591955516
2822,9800,2011,0,0.000230788414683047,0.0624658236419387
2823,9600,2011,0,0.000219158700474509,0.072199876820078
2824,8001,2011,1,5.82156258133182e-05,0.07042114205618
2825,8002,2011,1,2.74026701845287e-05,0.0278967537809733
2826,7200,2011,2,0.000120876315577334,0.0555304873306105
2827,7100,2011,0,0.000103152953215613,0.0593703265309707
2828,5802,2011,1,0.000369886421140109,0.167372929325878
2829,7000,2011,1,9.64466698860633e-05,0.0467212606512495
2830,6900,2011,1,0.00010805862439156,0.0510449174120837
2831,26001,2011,0,7.2470370469091e-06,0.0278560676919807
2832,500,2011,0,0.000335463334977248,0.0851400097793993
2833,10900,2011,0,0.000575062130337756,0.155383084384038
2834,11200,2011,0,0.000329505363879434,0.105354301764879
2835,11900,2011,0,0.000373716378817335,0.141625115685039
2836,2500,2012,0,0.000117916550607333,0.0520502475018142
2837,2600,2012,1,0.000149118681747495,0.0507144599457063
2838,5600,2012,0,0.000357275615897379,0.102853186284302
2839,6800,2012,0,8.59462111293396e-05,0.038414197937941
2840,6000,2012,1,0.00015723495016573,0.0668395886457784
2841,5900,2012,0,0.000217008214349335,0.0786079093182879
2842,5700,2012,0,0.000595616721057013,0.153638446361827
2843,4900,2012,1,0.000131139368932054,0.0493550995412475
2844,5801,2012,0,0.00021803737126902,0.0881675850806519
2845,4800,2012,0,0.000160054485149885,0.0598933251189305
2846,4700,2012,0,0.000237890633343341,0.0756371247149321
2847,3200,2012,0,0.000247349756591575,0.114694686413892
2848,3500,2012,0,0.000153872611463157,0.053705450860666
2849,3400,2012,0,9.42779070101096e-05,0.0409841882038762
2850,3300,2012,0,0.000155273106884124,0.0581723390273726
2851,2800,2012,0,0.000117806075650151,0.0430440189281107
2852,2900,2012,0,0.000118143551844696,0.0436513780231625
2853,3000,2012,0,0.00017888558568302,0.054577084508621
2854,3100,2012,0,0.000257302393947612,0.0826069506232273
2855,1701,2012,0,0.000106972941466665,0.0557614796728038
2856,1702,2012,0,0.00015339873107223,0.059178155427237
2857,1600,2012,1,0.000231202849136025,0.0793844119564369
2858,1500,2012,0,0.000137318093948124,0.0467847134067514
2859,200,2012,0,0.000393998005165486,0.0837630669814513
2860,2700,2012,0,0.000190933996691456,0.0825740377831476
2861,2200,2012,0,0.000331308734075719,0.0974503104342816
2862,2400,2012,0,0.000117176468847902,0.0481586156788466
2863,2000,2012,0,0.000135632391447871,0.0512680672445529
2864,2100,2012,0,0.000163608778166235,0.054882709796404
2865,1900,2012,0,0.000199293836431025,0.0688837627496096
2866,1800,2012,0,0.000112983199414884,0.0493728725199169
2867,900,2012,0,0.000113850000161619,0.0651236808652226
2868,1300,2012,0,0.000141883711876289,0.0515105657505454
2869,1100,2012,0,0.000127085785607051,0.0469252614199373
2870,1000,2012,0,0.000114386455152271,0.0436458647824782
2871,1200,2012,0,0.000219803349409631,0.0713584200303691
2872,800,2012,0,0.000136825452955236,0.0492117330716874
2873,600,2012,0,0.000460058188764378,0.107713250183703
2874,700,2012,1,0.00015518679856541,0.0589745228581218
2875,100,2012,0,0.000221706090542284,0.0660422136234774
2876,300,2012,0,0.000145139423693763,0.0607851498101049
2877,4100,2012,0,0.000381802093215811,0.120917266196308
2878,5200,2012,3,0.000115522557734948,0.0454452002984051
2879,5100,2012,0,0.000105572425582068,0.0423061595079253
2880,5301,2012,3,6.50778824820009e-05,0.0382727388180878
2881,5000,2012,0,9.06897430468234e-05,0.0388500891304593
2882,4200,2012,0,0.000295094519060513,0.0849624818321201
2883,4301,2012,0,0.000117288412639027,0.0558367111152466
2884,4302,2012,0,3.96030541196524e-05,0.0256630969758588
2885,4000,2012,0,0.000297413282169146,0.096876024090113
2886,4400,2012,0,0.000118553204174532,0.043564896452133
2887,4500,2012,0,8.03577163424052e-05,0.037821995954508
2888,4600,2012,0,0.000185272743692622,0.137534403753179
2889,3600,2012,2,0.000143309114264412,0.0606068017155192
2890,3900,2012,0,0.000116645677735505,0.0466195359795243
2891,3800,2012,0,7.48172324165353e-05,0.0352001616376488
2892,1400,2012,0,0.000255106135227834,0.106280959064322
2893,402,2012,0,0.000215634516735008,0.0690712721283335
2894,401,2012,0,0.000163510467245942,0.0535703208301732
2895,7800,2012,0,0.00024889714541132,0.0896299627959236
2896,9200,2012,0,3.74137785001949e-05,0.0484800069708912
2897,8800,2012,0,0.00011346917017363,0.0427420505937891
2898,8700,2012,0,8.76059402799001e-05,0.03804895061903
2899,8600,2012,1,8.50922965582868e-05,0.0371913263719806
2900,8500,2012,1,5.67230586057121e-05,0.0333647585875868
2901,8100,2012,0,9.98886089291773e-05,0.0682751296360039
2902,8200,2012,0,4.38680685874715e-05,0.0324559543724876
2903,8300,2012,0,2.84061661659507e-05,0.0303272161407975
2904,8400,2012,1,4.57738310615241e-05,0.0321435971815658
2905,7900,2012,0,8.35623991406464e-05,0.0383407301847121
2906,7500,2012,4,9.59246422098659e-05,0.0414135816933154
2907,7700,2012,0,0.000126624921449547,0.0488534933910829
2908,7300,2012,3,0.00011079984551543,0.0453426015277281
2909,7402,2012,3,2.98257355098031e-05,0.0238412501784224
2910,7600,2012,2,6.84268889017403e-05,0.0335970233185851
2911,7401,2012,3,3.10368700411345e-05,0.0275537216411909
2912,6300,2012,0,0.000276667329217162,0.0870589949045944
2913,6200,2012,0,0.000303953330785589,0.168804342408508
2914,6500,2012,1,0.000137339002321824,0.0586744589643685
2915,6600,2012,0,0.000122326892778801,0.0766074705465994
2916,6400,2012,0,0.000108137893221283,0.0471391073897014
2917,6700,2012,0,0.000147587038100028,0.0634219826980529
2918,6100,2012,0,0.000133913737954572,0.0748822024828974
2919,5400,2012,2,0.000143478278005205,0.0724969291141328
2920,5302,2012,0,0.000279738639619609,0.117540850404155
2921,11700,2012,0,0.000417838500197831,0.0975205160735019
2922,11800,2012,0,0.000277407099019911,0.0892169699181052
2923,26400,2012,0,7.68698600950302e-06,0.0180872763203975
2924,26500,2012,0,4.85695300085354e-05,0.0367530569062542
2925,11002,2012,0,0.000200244653115078,0.0782263248929557
2926,11001,2012,0,0.000127918816815509,0.0540531770783875
2927,11102,2012,0,0.000155054382048547,0.0685209783793662
2928,11101,2012,0,0.000137430486574885,0.0502404958630889
2929,10200,2012,0,0.000333028956447379,0.11271566174329
2930,10300,2012,1,0.000198398764041485,0.0642910647053545
2931,10401,2012,0,0.000193211777968827,0.0568494124962671
2932,10402,2012,0,0.000214966202747746,0.0678262713359494
2933,9300,2012,0,0.00113299724262106,0.173814357796121
2934,10001,2012,0,0.000276618263342243,0.0831926739939896
2935,10100,2012,0,0.000298218930311123,0.0922542421096109
2936,9500,2012,1,0.000304434297049738,0.0988771502695929
2937,10002,2012,0,0.000113364045319031,0.0467362678691797
2938,9400,2012,0,0.00020603925395335,0.0639287593805915
2939,8900,2012,0,0.00015212363223327,0.0660897434617428
2940,9000,2012,0,9.8158996024722e-05,0.0468376762101642
2941,9100,2012,0,5.00922501487366e-05,0.0375965186436615
2942,12100,2012,0,0.000204040886274015,0.0858440179607803
2943,12000,2012,0,0.000172843347627349,0.0598497338371051
2944,11402,2012,1,0.000141653116315865,0.0614718356563585
2945,11600,2012,0,0.000371990764961083,0.105638834823587
2946,11300,2012,0,0.000382142119178752,0.0848882286545701
2947,11500,2012,0,0.000183752446901053,0.0631919112897776
2948,11401,2012,0,0.000147293862028164,0.0584523909737741
2949,10800,2012,0,0.00048387096830993,0.12603660967411
2950,10701,2012,0,0.00017400918113708,0.0698956319565265
2951,10600,2012,0,0.000301785100418783,0.0994869572009152
2952,10702,2012,0,9.37602449084807e-05,0.0490289740779551
2953,10500,2012,1,0.0002053042821899,0.0662629092626292
2954,9900,2012,0,0.000780124209995847,0.20687811939334
2955,9702,2012,0,0.000265267209215381,0.0895244589114827
2956,9701,2012,0,0.000214246188988909,0.099929591955516
2957,9800,2012,2,0.000230788414683047,0.0624658236419387
2958,9600,2012,0,0.000219158700474509,0.072199876820078
2959,8001,2012,0,5.82156258133182e-05,0.07042114205618
2960,8002,2012,0,2.74026701845287e-05,0.0278967537809733
2961,7200,2012,0,0.000120876315577334,0.0555304873306105
2962,7100,2012,1,0.000103152953215613,0.0593703265309707
2963,5802,2012,0,0.000369886421140109,0.167372929325878
2964,7000,2012,0,9.64466698860633e-05,0.0467212606512495
2965,6900,2012,0,0.00010805862439156,0.0510449174120837
2966,26001,2012,0,7.2470370469091e-06,0.0278560676919807
2967,500,2012,0,0.000335463334977248,0.0851400097793993
2968,10900,2012,0,0.000575062130337756,0.155383084384038
2969,11200,2012,0,0.000329505363879434,0.105354301764879
2970,11900,2012,0,0.000373716378817335,0.141625115685039
2971,2500,2013,2,0.000117916550607333,0.0520502475018142
2972,2600,2013,0,0.000149118681747495,0.0507144599457063
2973,5600,2013,0,0.000357275615897379,0.102853186284302
2974,6800,2013,0,8.59462111293396e-05,0.038414197937941
2975,6000,2013,1,0.00015723495016573,0.0668395886457784
2976,5900,2013,0,0.000217008214349335,0.0786079093182879
2977,5700,2013,0,0.000595616721057013,0.153638446361827
2978,4900,2013,3,0.000131139368932054,0.0493550995412475
2979,5801,2013,1,0.00021803737126902,0.0881675850806519
2980,4800,2013,1,0.000160054485149885,0.0598933251189305
2981,4700,2013,1,0.000237890633343341,0.0756371247149321
2982,3200,2013,0,0.000247349756591575,0.114694686413892
