characteristic,sex,raceethnicity,year,rateper_one_zero_zero_zero,standard_erroron_rate,noteon_rate,count,standard_erroron_count,noteon_count
"White, non-Hispanic",Female,"White, non-Hispanic",2004,8.5,2.4,NULL,62799,18132.8,NULL
"White, non-Hispanic",Female,"White, non-Hispanic",2005,6.2,2.13,NULL,46121,16201,NULL
"White, non-Hispanic",Female,"White, non-Hispanic",2006,14.9,3.54,NULL,112386,27433.6,NULL
"White, non-Hispanic",Female,"White, non-Hispanic",2007,5.1,1.47,NULL,37363,11111.9,NULL
"White, non-Hispanic",Female,"White, non-Hispanic",2008,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2009,7.2,2.65,NULL,50734,19188.7,NULL
"White, non-Hispanic",Female,"White, non-Hispanic",2010,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2011,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2012,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2000,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2001,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2002,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2003,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2004,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2005,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2006,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2007,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2008,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2009,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2010,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2011,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2012,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2000,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2001,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2002,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2003,19.9,6.59,NULL,42925,14796.4,NULL
Hispanic,Female,Hispanic,2004,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2005,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2006,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2007,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2008,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2009,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2010,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2011,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
Hispanic,Female,Hispanic,2012,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2000,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2001,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2003,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2004,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2010,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Natie, non-Hispanic",2000,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2004,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2001,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,NULL,NULL,Data not available.,NULL,NULL,Data not available.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2004,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,NULL,NULL,Reporting standards not met.,NULL,NULL,Reporting standards not met.
