retailer,name,street,city,state,zip,quick_draw,latitude,longitude,georeference
59276,ISLAND MINI MART,232 WEST FERRY STREET,BUFFALO,NY,14213,,42.915207,-78.893119,POINT (-78.893119 42.915207)
30228,STEWART'S SHOPS #252,124 PARK ST,TUPPER LAKE,NY,12986,,44.223871,-74.46428,POINT (-74.46428 44.223871)
67525,HNK ENTERPRISES INC,587 NESCONSET HIGHWAY,HAUPPAUGE,NY,11788,,40.834455,-73.188479,POINT (-73.188479 40.834455)
102314,7 ELEVEN 32783,901 LITTLE EAST NECK RD,WEST BABYLON,NY,11704,Y,40.718477,-73.353938,POINT (-73.353938 40.718477)
111813,PIONEER SUPERMARKET,1345 CASTLE HILL AVE,BRONX,NY,10462,,40.835324,-73.852258,POINT (-73.852258 40.835324)
111272,TK TAVERN INC.,5600 NEWPORT RD,CAMILLUS,NY,13031,Y,43.04163,-76.3067,POINT (-76.3067 43.04163)
71687,MOUNTAIN TOP MARKET,664 LEETOWN ROAD - SUITE 1,STORMVILLE,NY,12582,,41.534868,-73.735666,POINT (-73.735666 41.534868)
112156,SHELL MYERS FOOD MART,233 MYERS CORNERS RD,WAPPINGERS FALLS,NY,12590,Y,41.60686,-73.86744,POINT (-73.86744 41.60686)
74651,SPEEDY'S 102,2634 ST RT 49,WEST MONROE,NY,13167,,43.285615,-76.093983,POINT (-76.093983 43.285615)
110298,ZEGARELLIS PIZZERIA & TAVERN I,185 FAIRFIELD DR,BREWSTER,NY,10509,Y,41.45525,-73.54032,POINT (-73.54032 41.45525)
71041,BEST COUSINS DELI INC,125 EAST RAILROAD AVE,WEST HAVERSTRAW,NY,10993,,41.208958,-73.978123,POINT (-73.978123 41.208958)
11525,PAY-O-MATIC CORP #108,254 LIVONIA AVE,BROOKLYN,NY,11212,,40.662583,-73.908321,POINT (-73.908321 40.662583)
92463,MELISSA MEAT MARKET CORP,772 SUTTER AVE,BROOKLYN,NY,11207,,40.669997,-73.890061,POINT (-73.890061 40.669997)
39700,STEWART'S SHOPS #427,200 E MAIN ST,FRANKFORT,NY,13340,,43.037521,-75.069038,POINT (-75.069038 43.037521)
103669,MIRABITO #111-MARATHON,2 BROOME ST,MARATHON,NY,13803,,42.441744,-76.032364,POINT (-76.032364 42.441744)
97838,REYES WINE & LIQUORS,53 EAST 183RD STREET,BRONX,NY,10453,Y,40.858317,-73.902544,POINT (-73.902544 40.858317)
38616,MUSKA INC,951 STATE STREET,SCHENECTADY,NY,12307,,42.803892,-73.930583,POINT (-73.930583 42.803892)
113190,BAGEL BOX,5840 AMBOY RD,STATEN ISLAND,NY,10309,,40.52579,-74.201967,POINT (-74.201967 40.52579)
111104,WALI NB INC,431 ROBINSON AVE,NEWBURGH,NY,12550,,41.51795,-74.02024,POINT (-74.02024 41.51795)
107007,KAI SMART FAMILY STORE INC,199-11 32ND AVE,FLUSHING,NY,11358,,40.769477,-73.790087,POINT (-73.790087 40.769477)
101458,4 TIME AUTO REPAIR CORP,719 BRONX RIVER RD,BRONXVILLE,NY,10708,,40.924232,-73.845449,POINT (-73.845449 40.924232)
104948,JOHN BATH AVE GROCERY CORP,1525 BATH AVENUE,BROOKLYN,NY,11228,,40.607644,-74.012023,POINT (-74.012023 40.607644)
108110,CITY MAX MARKET,389 GRIDER ST,BUFFALO,NY,14215,Y,42.925363,-78.829028,POINT (-78.829028 42.925363)
32752,HANNAFORD #8374,175 BROAD ST,GLENS FALLS,NY,12801,Y,43.303704,-73.659883,POINT (-73.659883 43.303704)
49963,TOPS MARKETS #576,504 S FRANKLIN ST,WATKINS GLEN,NY,14891,Y,42.369676,-76.867546,POINT (-76.867546 42.369676)
90283,OSCAR'S SHOP AND GO INC,225-05 LINDEN BLVD,CAMBRIA HEIGHTS,NY,11411,,40.693762,-73.73573,POINT (-73.73573 40.693762)
111051,SHERRY DUTTA INC,1641 HEMPSTEAD TPKE,ELMONT,NY,11003,,40.707088,-73.701576,POINT (-73.701576 40.707088)
48203,SUNSHINE MINI MART,7549 OSWEGO RD,LIVERPOOL,NY,13090,,43.136197,-76.224829,POINT (-76.224829 43.136197)
59628,WESTER COUNTRY STORE,6153 S LIVONIA RD,CONESUS,NY,14435,Y,42.721859,-77.675482,POINT (-77.675482 42.721859)
103550,O'TOOLE'S PUB,15 STAGE RD,MONROE,NY,10950,Y,41.328204,-74.187129,POINT (-74.187129 41.328204)
86804,FARMER DELI,723 GRAND ST,BROOKLYN,NY,11211,,40.711638,-73.943939,POINT (-73.943939 40.711638)
99631,P & T MARKET NY INC,31-33 MARKET ST,NEW YORK,NY,10002,,40.712655,-73.994491,POINT (-73.994491 40.712655)
57935,PRIME STOP,755 E DELAVAN AVE,BUFFALO,NY,14215,,42.922139,-78.829082,POINT (-78.829082 42.922139)
28978,7-ELEVEN #11148E,3125 LAWSON BLVD,OCEANSIDE,NY,11572,,40.635338,-73.65382,POINT (-73.65382 40.635338)
79606,V & K LIQUOR CORP,5916 AVENUE N,BROOKLYN,NY,11234,,40.619408,-73.918125,POINT (-73.918125 40.619408)
112290,KING 18 DELI & GRILL CORP,4416 18TH AVE,BROOKLYN,NY,11204,,40.630742,-73.977738,POINT (-73.977738 40.630742)
109362,BETTER DAYS,166 N. MAIN ST,WELLSVILLE,NY,14895,Y,42.12257,-77.949079,POINT (-77.949079 42.12257)
48125,E Z IN MARKET,587 MAPLE ST,ROCHESTER,NY,14611,Y,43.155235,-77.640777,POINT (-77.640777 43.155235)
91789,TYKA HOLDINGS INC,173 CANAL ST GROUND FLOOR,NEW YORK,NY,10013,,40.716744,-73.99721,POINT (-73.99721 40.716744)
28785,BJ'S WHOLESALE CLUB #049,1000 OLD NICHOLS RD,ISLANDIA,NY,11749,Y,40.810653,-73.158741,POINT (-73.158741 40.810653)
107765,CHOE FARM OF NYC INC,9718 63RD RD,REGO PARK,NY,11374,,40.731081,-73.86057,POINT (-73.86057 40.731081)
69686,APPLEBEE'S #06,3189 ERIE BLVD,DE WITT,NY,13214,Y,43.053207,-76.07427,POINT (-76.07427 43.053207)
113157,ROSA PHARMACY 2,2182 AMSTERDAM AVE,NEW YORK,NY,10032,,40.840085,-73.937034,POINT (-73.937034 40.840085)
39482,STEWART'S SHOPS #110,1229 NOTT ST,SCHENECTADY,NY,12308,,42.818793,-73.91527,POINT (-73.91527 42.818793)
34766,STEWART'S SHOPS #314,4208 RTE 50,SARATOGA SPRINGS,NY,12866,,43.120173,-73.725731,POINT (-73.725731 43.120173)
109135,S.A.A. DELI GROCERY CORP,9401 AVE L,BROOKLYN,NY,11236,,40.637416,-73.897491,POINT (-73.897491 40.637416)
50369,KWIK FILL #091,5835 BROADWAY,LANCASTER,NY,14086,Y,42.895063,-78.642143,POINT (-78.642143 42.895063)
70243,HASTINGS STATIONERY,536 WARBURTON AVENUE,HASTINGS ON HUDSON,NY,10706,,40.995682,-73.882182,POINT (-73.882182 40.995682)
112130,BM PETRO NY INC,2 CHURCH ST,NASSAU,NY,12123,,42.515806,-73.609461,POINT (-73.609461 42.515806)
103914,GRAPEFUL WINES AND SPIRITS INC,1649 COLUMBIA TPKE,CASTLETON,NY,12033,,42.565968,-73.681548,POINT (-73.681548 42.565968)
86940,LA GRAN FAMOSA FOOD MARKET COR,1704 GRAND AVE,BRONX,NY,10453,Y,40.848568,-73.913989,POINT (-73.913989 40.848568)
59745,TOPS MARKETS #224,2351 MAPLE RD,BUFFALO,NY,14221,Y,42.989249,-78.699021,POINT (-78.699021 42.989249)
109569,7-ELEVEN STORE #35147A,601 PROSPECT AVENUE,BUFFALO,NY,14213,,42.903227,-78.892332,POINT (-78.892332 42.903227)
69348,SYRACUSE TURNERS INC,619 N SALINA ST,SYRACUSE,NY,13208,Y,43.059555,-76.152561,POINT (-76.152561 43.059555)
97715,HAPPY PHARMACY,1831B GRAND CONCOURSE,BRONX,NY,10453,,40.847809,-73.908042,POINT (-73.908042 40.847809)
83966,ARNOLD'S SERVICE STATION,1868 LINDEN BLVD,BROOKLYN,NY,11207,,40.657368,-73.892949,POINT (-73.892949 40.657368)
85786,LIC,28-31 BORDEN AVENUE,LONG ISLAND CITY,NY,11101,Y,40.738711,-73.940908,POINT (-73.940908 40.738711)
52535,KWIK FILL #112,29 MAIN ST,DANSVILLE,NY,14437,,42.553599,-77.688562,POINT (-77.688562 42.553599)
68355,AMITYVILLE PAYROLL,575 N BROADWAY,AMITYVILLE,NY,11701,,40.693103,-73.422466,POINT (-73.422466 40.693103)
70790,239 MAIN ST INC,239 MAIN ST,MOUNT KISCO,NY,10549,,41.20205,-73.72609,POINT (-73.72609 41.20205)
109707,CIRCLE M BEVERAGE,160 MONTAUK HWY,WESTHAMPTON BEACH,NY,11978,Y,40.82255,-72.64473,POINT (-72.64473 40.82255)
107148,PREET BAR & GRILL INC.,1735 LITTLE BRITAIN ROAD,ROCK TAVERN,NY,12575,Y,41.471794,-74.157049,POINT (-74.157049 41.471794)
77553,COUNTRY FARM,329 MARIAVILLE RD,SCHENECTADY,NY,12306,Y,42.791079,-73.985433,POINT (-73.985433 42.791079)
16742,86TH STREET GROCERY & SNACKS,2176 86TH ST,BROOKLYN,NY,11214,Y,40.602234,-73.994282,POINT (-73.994282 40.602234)
50192,FRANK'S DELICATESSEN,414 WEST AVE,LOCKPORT,NY,14094,Y,43.166788,-78.710637,POINT (-78.710637 43.166788)
110346,SMOKEHUB 4 INC,278 RONKONKOMA AVE # A,RONKONKOMA,NY,11779,,40.81468,-73.11259,POINT (-73.11259 40.81468)
73698,APPLEBEE'S #03,4405 MILESTRIP RD,BUFFALO,NY,14219,Y,42.789668,-78.815302,POINT (-78.815302 42.789668)
110330,QUICKCHEK #182,3540 VETERANS HWY,BOHEMIA,NY,11716,Y,40.78683,-73.12291,POINT (-73.12291 40.78683)
108475,NEWSTAND BABYLON,31 RAILROAD AVE TRAIN STATION,BABYLON,NY,11702,,40.699903,-73.324783,POINT (-73.324783 40.699903)
74377,ROCKWELL'S BAR & GRILL,60 TERRY RD,SMITHTOWN,NY,11787,Y,40.852413,-73.173602,POINT (-73.173602 40.852413)
103073,MK SMOKE SHOP INC,270 MAIN ST,WHITE PLAINS,NY,10601,,41.033496,-73.763596,POINT (-73.763596 41.033496)
19886,I & B CHECK CASHING CORP,2346 FLATBUSH AVE,BROOKLYN,NY,11234,,40.612083,-73.924946,POINT (-73.924946 40.612083)
108568,LITTLE BARREL CELLAR INC,346 ROUTE 25A SUITE 48,ROCKY POINT,NY,11778,Y,40.943775,-72.943759,POINT (-72.943759 40.943775)
45703,BODINE MARKETS LLC,703 S MAIN ST,NEWARK,NY,14513,Y,43.039435,-77.096019,POINT (-77.096019 43.039435)
33797,MARIO'S RESTAURANT,458 ROUTE 20,NEW LEBANON,NY,12125,Y,42.469379,-73.388174,POINT (-73.388174 42.469379)
58084,LANGFIELD FOOD & MEAT MARKET,313 WESTON AVE,BUFFALO,NY,14215,Y,42.928343,-78.80388,POINT (-78.80388 42.928343)
101241,MCLEAN DELI & GROCERY INC,522 E 240TH ST,BRONX,NY,10470,,40.901134,-73.862186,POINT (-73.862186 40.901134)
96409,RITE AID #3879,6900 4TH AVE,BROOKLYN,NY,11209,Y,40.634547,-74.023659,POINT (-74.023659 40.634547)
63867,THE BOLD O DONOGHUES,2 OCEAN AVE,EAST ROCKAWAY,NY,11518,Y,40.640761,-73.659659,POINT (-73.659659 40.640761)
109372,FERRARI PIZZA BAR,1900 EMPIRE BLVD,WEBSTER,NY,14580,Y,43.191312,-77.503069,POINT (-77.503069 43.191312)
111515,WALMART SUPERCENTER #2164,317 S CASCADE DR,SPRINGVILLE,NY,14141,Y,42.500922,-78.693212,POINT (-78.693212 42.500922)
81194,7-ELEVEN #32653B,1252 FOREST AVE,STATEN ISLAND,NY,10302,Y,40.62633,-74.131422,POINT (-74.131422 40.62633)
107392,TAIPEI FINE WINE AND LIQUOR,135-27 40TH RD,FLUSHING,NY,11354,,40.758882,-73.830707,POINT (-73.830707 40.758882)
113035,BIG M SENECA KNOLLS MARKET,7252 STATE FAIR BLVD,SYRACUSE,NY,13209,Y,43.122749,-76.286496,POINT (-76.286496 43.122749)
32602,CUMBERLAND FARMS #1625,76 MAIN ST PO BOX 117,PHILMONT,NY,12565,,42.248632,-73.651129,POINT (-73.651129 42.248632)
76701,BYRNE DAIRY #79,85 E GENESEE ST,BALDWINSVILLE,NY,13027,Y,43.161056,-76.324083,POINT (-76.324083 43.161056)
46060,WEST CORNERS GROCERY,1003 UNION CENTER MAINE HWY,ENDICOTT,NY,13760,Y,42.109837,-76.071625,POINT (-76.071625 42.109837)
19508,FIRST ON FIRST DELI INC,1756 1ST AVE,NEW YORK,NY,10128,,40.780075,-73.947021,POINT (-73.947021 40.780075)
71375,SUFFERN FOOD MART,18-20 LAFAYETTE AVENUE,SUFFERN,NY,10901,Y,41.116222,-74.153879,POINT (-74.153879 41.116222)
90401,695 COLUMBUS AVE STATIONERY,695 COLUMBUS AVE,NEW YORK,NY,10025,Y,40.791395,-73.968581,POINT (-73.968581 40.791395)
108523,SPENCER SHURFINE,15 N MAIN ST,SPENCER,NY,14883,Y,42.210189,-76.492974,POINT (-76.492974 42.210189)
102150,ROYAL BEER INC,1294 HEMPSTEAD TPKE,ELMONT,NY,11003,Y,40.708599,-73.688346,POINT (-73.688346 40.708599)
35994,STEWART'S SHOPS #316,781 HUDSON AVE,STILLWATER,NY,12170,,42.938603,-73.652714,POINT (-73.652714 42.938603)
77994,SPEEDWAY #07633,2670 MERRICK RD,BELLMORE,NY,11710,,40.663233,-73.526707,POINT (-73.526707 40.663233)
27284,WOODMERE LANES,948 BROADWAY,WOODMERE,NY,11598,Y,40.630193,-73.708148,POINT (-73.708148 40.630193)
38398,TUXEDO CONVENIENT MART INC,1011 RTE 17 SOUTH,SOUTHFIELDS,NY,10975,,41.244778,-74.175913,POINT (-74.175913 41.244778)
109503,FASTRAC EG #290,2751 BAILEY AVE,BUFFALO,NY,14215,Y,42.929484,-78.813651,POINT (-78.813651 42.929484)
93936,SHAYONA 1301 NEWS INC,1301 AVENUE OF THE AMERICAS,NEW YORK,NY,10019,,40.761275,-73.979538,POINT (-73.979538 40.761275)
110360,BP,60-90 ELIOT AVE,MASPETH,NY,11378,,40.714017,-73.90239,POINT (-73.90239 40.714017)
73847,RITE AID #10838,2561 UNION RD,CHEEKTOWAGA,NY,14227,Y,42.882104,-78.753801,POINT (-78.753801 42.882104)
93861,H2 PHARMACY CORP,3809 MAIN ST,FLUSHING,NY,11354,Y,40.760764,-73.830603,POINT (-73.830603 40.760764)
97723,NABLUS FOOD CORP,878 ANNADALE ROAD,STATEN ISLAND,NY,10312,Y,40.54063,-74.177486,POINT (-74.177486 40.54063)
30989,STEWART'S SHOPS #182,100 S BRANDYWINE AVE,SCHENECTADY,NY,12307,,42.800291,-73.928347,POINT (-73.928347 42.800291)
78443,7-ELEVEN #36100H,79-37 METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,,40.713284,-73.872889,POINT (-73.872889 40.713284)
104904,ASRA MINI MART AND DELI INC,2801 MIDDLETOWN RD,BRONX,NY,10461,Y,40.843414,-73.836702,POINT (-73.836702 40.843414)
79696,G & B TERMINAL CORP,22 BROOKLYN TERMINAL MARKET,BROOKLYN,NY,11236,,40.644465,-73.919128,POINT (-73.919128 40.644465)
9623,NEW BRIGHTON SHOE REPAIR,388 JERSEY ST,STATEN ISLAND,NY,10301,,40.638908,-74.087472,POINT (-74.087472 40.638908)
76921,CHESTNUT MART,381 KNOLLWOOD RD,WHITE PLAINS,NY,10603,,41.051264,-73.801107,POINT (-73.801107 41.051264)
100357,KINNEY DRUGS #045,10 MAIN ST,RICHFIELD SPRINGS,NY,13439,Y,42.856539,-74.997068,POINT (-74.997068 42.856539)
63754,3 STAR GAS & FOOD MART INC,1560 ISLIP AVE,BRENTWOOD,NY,11717,,40.781366,-73.21758,POINT (-73.21758 40.781366)
109742,STAR BAR AND GRILL,10 SCHOOL STREET,LIBERTY,NY,12754,Y,41.80045,-74.74553,POINT (-74.74553 41.80045)
35021,RIVER STATION RESTAURANT,1 N WATER STREET,POUGHKEEPSIE,NY,12601,Y,41.705694,-73.939283,POINT (-73.939283 41.705694)
110643,JAMKU NEWSSTAND,45 WALL STREET,NEW YORK,NY,10005,,40.70619,-74.01,POINT (-74.01 40.70619)
113257,FOSTERS CHERRY CREEK TAP HOUSE,6801 MAIN ST,CHERRY CREEK,NY,14723,Y,42.294806,-79.099929,POINT (-79.099929 42.294806)
58022,JOVIAL BAR II,9320 ERIE RD,ANGOLA,NY,14006,Y,42.631183,-79.052765,POINT (-79.052765 42.631183)
78827,PAR KEYS LOUNGE LLC,7290 STATE RT 256,SCOTTSBURG,NY,14545,Y,42.666588,-77.713788,POINT (-77.713788 42.666588)
95711,DAVID'S CHECK CASHING INC,868 PROSPECT AVE,BRONX,NY,10459,,40.82019,-73.901218,POINT (-73.901218 40.82019)
77117,LAKE GROVE CONV STORE INC,3089 MIDDLE COUNTRY RD,LAKE GROVE,NY,11755,,40.861423,-73.120534,POINT (-73.120534 40.861423)
64047,MONTAUK LIQUORS & WINES,29 THE PLAZA,MONTAUK,NY,11954,,41.034241,-71.944789,POINT (-71.944789 41.034241)
107245,VALERO,226 ISLIP AVE,ISLIP,NY,11751,,40.738475,-73.207926,POINT (-73.207926 40.738475)
112481,FASTSTOP DELI & MINI MART CORP,1667 FLATBUSH AVE,BROOKLYN,NY,11210,,40.629842,-73.944057,POINT (-73.944057 40.629842)
48383,SMOKER'S CHOICE #30,42 PENNSYLVANIA AVE,BINGHAMTON,NY,13903,,42.087709,-75.916477,POINT (-75.916477 42.087709)
105774,STEWART'S SHOPS #454,1373 FLOYD AVE,ROME,NY,13440,,43.221563,-75.422699,POINT (-75.422699 43.221563)
29541,7-ELEVEN #36678A,170 AVENUE A,NEW YORK,NY,10009,Y,40.728219,-73.981636,POINT (-73.981636 40.728219)
108194,KETTLES KORNER,3719 ABBOTT ROAD,ORCHARD PARK,NY,14127,Y,42.782225,-78.789961,POINT (-78.789961 42.782225)
111635,CLIFTON PARK ELKS #2466,695 MACELROY RD,BALLSTON LAKE,NY,12019,Y,42.901112,-73.845071,POINT (-73.845071 42.901112)
35848,SPEEDWAY #07699,2423 ST RT 7 EAST,COBLESKILL,NY,12043,Y,42.681845,-74.441628,POINT (-74.441628 42.681845)
107390,OAKLEY'S PLACE,44681 STATE HWY 28,ARKVILLE,NY,12406,Y,42.15419,-74.595541,POINT (-74.595541 42.15419)
108933,W & Y LIQUORS STORE INC,1530 STRAIGHT PATH,WYANDANCH,NY,11798,,40.751583,-73.361914,POINT (-73.361914 40.751583)
82030,YEMSAMALI GROCERY INC,881 10TH AVE,NEW YORK,NY,10019,Y,40.769377,-73.988359,POINT (-73.988359 40.769377)
50998,WEGMANS #18,1750 EAST AVE,ROCHESTER,NY,14610,Y,43.145999,-77.557579,POINT (-77.557579 43.145999)
74145,BAY'S MOBIL,2480 RTE 44,SALT POINT,NY,12578,,41.781791,-73.758942,POINT (-73.758942 41.781791)
58334,JIFFY MART,255 WALNUT ST,LOCKPORT,NY,14094,Y,43.170262,-78.686404,POINT (-78.686404 43.170262)
73689,APPLEBEE'S #61,3360 W HENRIETA RD,ROCHESTER,NY,14623,Y,43.086266,-77.63706,POINT (-77.63706 43.086266)
74579,JS LUNCHEONETTE INC,301 COLUMBUS AVE,TUCKAHOE,NY,10707,Y,40.958367,-73.821232,POINT (-73.821232 40.958367)
94024,SRENIK INC,1379 HALSEY ST,BROOKLYN,NY,11237,,40.695303,-73.905812,POINT (-73.905812 40.695303)
103103,COLUMBIA GOURMET DELI CORP,3905 BROADWAY,NEW YORK,NY,10032,Y,40.838157,-73.942549,POINT (-73.942549 40.838157)
92130,HOSPITAL PHARMACY & DELI,83 E GUNHILL ROAD,BRONX,NY,10467,,40.881841,-73.879503,POINT (-73.879503 40.881841)
78370,THE PHARMACY AT LLC,2541 ADAM CLAYTON POWELL BLVD,NEW YORK,NY,10039,,40.824515,-73.9371,POINT (-73.9371 40.824515)
105363,FISHKILL SHELL,2 ELM ST,FISHKILL,NY,12524,,41.534126,-73.89637,POINT (-73.89637 41.534126)
77443,1447 NEILSON STREET MARKET INC,1447 NEILSON ST,UTICA,NY,13501,Y,43.089661,-75.234426,POINT (-75.234426 43.089661)
90037,CONEY SUPER CORP,1839 CONEY ISLAND AVE,BROOKLYN,NY,11230,Y,40.612512,-73.962801,POINT (-73.962801 40.612512)
18867,WASHINGTON HTS GROC CANDY DISC,4067 BROADWAY,NEW YORK,NY,10032,,40.843547,-73.939115,POINT (-73.939115 40.843547)
105773,PEEKSKILL GAS MART INC,100 WELCHER AVE,PEEKSKILL,NY,10566,,41.27107,-73.930252,POINT (-73.930252 41.27107)
95135,7-ELEVEN #39222A,34-17 NORTHERN BLVD,LONG ISLAND CITY,NY,11101,,40.752149,-73.929885,POINT (-73.929885 40.752149)
109651,SPEEDWAY #09881,1898 WHITEHAVEN RD,GRAND ISLAND,NY,14072,Y,43.021731,-78.96271,POINT (-78.96271 43.021731)
51457,DELTA SONIC CARWASH #810,7920 NIAGARA FALLS BLVD,NIAGARA FALLS,NY,14304,Y,43.088901,-78.973636,POINT (-78.973636 43.088901)
32027,STEWART'S SHOPS #284,2481 ST HWY 30,MAYFIELD,NY,12117,,43.189371,-74.196756,POINT (-74.196756 43.189371)
111324,JOHNS FINE FOODS,88 NORTH AVE,OWEGO,NY,13827,,42.104909,-76.263019,POINT (-76.263019 42.104909)
112366,FOOD UNIVERSE MARKET PLACE,700 WOODFIELD RD,WEST HEMPSTEAD,NY,11552,Y,40.685869,-73.652857,POINT (-73.652857 40.685869)
98205,NEW CLEAR CLEAN LAUNDROMAT,4822 6TH AVE,BROOKLYN,NY,11220,Y,40.644556,-74.007525,POINT (-74.007525 40.644556)
84363,EASTERN FRANKLIN LIQUORS LTD,808 FRANKLIN AVE,BROOKLYN,NY,11225,,40.670255,-73.958105,POINT (-73.958105 40.670255)
12459,KATZ DRUGS,76 GRAHAM AVE,BROOKLYN,NY,11206,Y,40.703623,-73.94259,POINT (-73.94259 40.703623)
88723,PAY-O-MATIC CORP #216,3480 BAYCHESTER AVE,BRONX,NY,10475,,40.880832,-73.838289,POINT (-73.838289 40.880832)
98609,FENG DISCOUNT STORE INC,6514 MYRTLE AVE,RIDGEWOOD,NY,11385,Y,40.700975,-73.889645,POINT (-73.889645 40.700975)
78120,CHOLULA II DELI & GROCERY INC,633 MYRTLE AVE,BROOKLYN,NY,11205,,40.694516,-73.958491,POINT (-73.958491 40.694516)
111700,OMAR GROCERY INC,692 5TH AVE,BROOKLYN,NY,11215,,40.661401,-73.993728,POINT (-73.993728 40.661401)
108827,5604 GROCERY & DELI CORP II,5604 AVE H,BROOKLYN,NY,11234,,40.63314,-73.92239,POINT (-73.92239 40.63314)
111492,SUNRISE V.S. INC.,38 W SUNRISE HWY,VALLEY STREAM,NY,11581,,40.6596,-73.70228,POINT (-73.70228 40.6596)
75693,RITE AID #10828,2453 ELMWOOD AVENUE,KENMORE,NY,14217,Y,42.964043,-78.878152,POINT (-78.878152 42.964043)
105705,282 DELI & GROCERY CORP,282 RIDGEWOOD AVE,BROOKLYN,NY,11208,Y,40.68408,-73.878076,POINT (-73.878076 40.68408)
48522,LAKEVIEW CORNER STORE,5946 LAKESHORE RD,LAKE VIEW,NY,14085,Y,42.723433,-78.932115,POINT (-78.932115 42.723433)
89823,168 SUPERIOR MARKET INC,108 W 168TH ST,BRONX,NY,10452,,40.838155,-73.924533,POINT (-73.924533 40.838155)
73913,TAPPAN MINI MART,366 WESTERN HWY,TAPPAN,NY,10983,,41.035202,-73.952354,POINT (-73.952354 41.035202)
13713,SERGIO'S WINE AND LIQUOR,4723 5TH AVE,BROOKLYN,NY,11220,Y,40.646655,-74.008706,POINT (-74.008706 40.646655)
112666,SMOKE SHOP,377 FLATBUSH AVE,BROOKLYN,NY,11238,,40.676537,-73.971775,POINT (-73.971775 40.676537)
46148,CHARLOTTE TAVERN,2 RIVER ST,ROCHESTER,NY,14612,Y,43.243525,-77.618746,POINT (-77.618746 43.243525)
111116,TIMES SQUARE NEWSSTAND LLC,700 8TH AVENUE,NEW YORK,NY,10036,,40.758573,-73.988738,POINT (-73.988738 40.758573)
88411,KIRIT PATEL NEWSSTAND,601 LEXINGTON AVE,NEW YORK,NY,10022,,40.758364,-73.970976,POINT (-73.970976 40.758364)
103454,R J DELI GROCERY CORP,635 W 207TH ST,NEW YORK,NY,10034,,40.868491,-73.921479,POINT (-73.921479 40.868491)
89126,M F DISCOUNT,309 CHURCH AVE,BROOKLYN,NY,11218,Y,40.643664,-73.977372,POINT (-73.977372 40.643664)
100718,EXPRESS FOOD AND GROCERY INC,444 SOUNDVIEW AVE,BRONX,NY,10473,,40.814773,-73.858746,POINT (-73.858746 40.814773)
111396,CONVENIENCE MANAGEMENT SERVICE,743 WALT WHITMAN RD,MELVILLE,NY,11747,,40.80363,-73.41189,POINT (-73.41189 40.80363)
105093,M&M MART,591 BROADWAY,ALBANY,NY,12204,,42.704236,-73.71415,POINT (-73.71415 42.704236)
30264,STEWART'S SHOPS #188,309 DELAWARE AVE,DELMAR,NY,12054,,42.624185,-73.827372,POINT (-73.827372 42.624185)
111364,FIRST STEP LIQUOR & WINE INC,882-884 EAST TREMONT AVENUE,BRONX,NY,10460,,40.842311,-73.885234,POINT (-73.885234 40.842311)
90602,LUNA SOPHIE GROCERY CORP,9401 GLENWOOD RD,BROOKLYN,NY,11236,,40.643696,-73.904672,POINT (-73.904672 40.643696)
95186,1 STOP SHOP,1601 MCDONALD AVE,BROOKLYN,NY,11230,,40.613757,-73.973826,POINT (-73.973826 40.613757)
63709,PAY-O-MATIC CORP #501,350 D MIDDLE COUNTRY RD,CORAM,NY,11727,,40.868473,-73.00194,POINT (-73.00194 40.868473)
107463,SPEEDWAY #09931,2972 NY RT 11,WHITNEY POINT,NY,13862,Y,42.3372,-75.9759,POINT (-75.9759 42.3372)
106727,BENZINA & MARKET INC.,23A DORRER DR,CALLICOON,NY,12723,Y,41.765649,-75.058092,POINT (-75.058092 41.765649)
11436,RITE CHECK CASHING #06,715 E 138TH ST,BRONX,NY,10454,Y,40.804877,-73.912874,POINT (-73.912874 40.804877)
80312,C & N LIQUOR CORP,6 E GUN HILL RD,BRONX,NY,10467,Y,40.882613,-73.881072,POINT (-73.881072 40.882613)
77478,JJ MINI MART INC,4004 LAKE AVE,LOCKPORT,NY,14094,,43.218708,-78.676886,POINT (-78.676886 43.218708)
79456,7-ELEVEN #39681A,JFK AIRPORT BUILDING 125,JAMAICA,NY,11430,,40.673801,-73.79223,POINT (-73.79223 40.673801)
77644,PURTILL'S AUTO SERVICE,1415 ORCHARD PARK RD,BUFFALO,NY,14224,,42.812049,-78.76383,POINT (-78.76383 42.812049)
105839,7-ELEVEN #40503,19221 US RT 11 WASHINGTON ST,WATERTOWN,NY,13601,,43.946141,-75.9164,POINT (-75.9164 43.946141)
94442,GRANDVIEW PHARMACY,590 GRANDVIEW AVE,RIDGEWOOD,NY,11385,,40.708511,-73.905921,POINT (-73.905921 40.708511)
102148,KINGS CARMEN C-STORE,865 CARMEN AVE,WESTBURY,NY,11590,,40.747912,-73.55291,POINT (-73.55291 40.747912)
92599,BAGEL DEPOT,3854 RICHMOND AVE,STATEN ISLAND,NY,10312,,40.543954,-74.164967,POINT (-74.164967 40.543954)
67884,YONKERS CENTRAL ENERGY SVC INC,757 CENTRAL PARK AVE,YONKERS,NY,10704,,40.927077,-73.85806,POINT (-73.85806 40.927077)
59786,BUFFALO DISCOUNT FOOD,279 JEFFERSON AVE.,BUFFALO,NY,14204,Y,42.882757,-78.853924,POINT (-78.853924 42.882757)
