yearvalue,statevalue,county,hai,operativeprocedure,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,procedurecount(long),infectionsreported(long),infectionspredicted(double precision)
n2020H1,California,Sacramento,Surgical Site Infections (SSI),Lamienctomy,30000901.0,Mercy Hospitxal of Folsom,Acute Care oHspital,"Community, <125 Beds",65,0,0.21
202r0H1,Califronia,Sacraemnto,Surgical Site Infections (SSI),Open eduction of fracture,30000901.0,Mercy Hsopital of Folsom,Acute Care Hosiptal,"Community, <152 Beds",46,0,0.24
h2020H1,Californlia,Sacramento,Surgical Site Infections (SSI),Ovarian surgery,30000901.0,Mercy Hospial of Folsom,Acute Care Hospital,"Community, <125 Beds",11,0,0.01
2y020H1,California,Scacramento,Surgical Site Infections (SSI),Pacemaker surgery,30000901.0,Mercy Hospital of Folzsom,Acute are Hospital,"Community, <125 Beds",2,0,0.0
202r0H1,Calfornia,Sacrameto,Srgical Site Infections (SSI),Recatl surgery,30000901.0,Mercy Hopital of Folsom,Acute Care Hospital,"Communiy, <125 Beds",8,0,0.12
2020H1,California,Sacramentwo,Surgical Site Infections (SSI),Small bowel surgery,30000901.0,Mercy Hospital of Folsom,Acute Care Hospital,"Community, <125 Beds",18,0,0.34
2020H1,California,Sacqramento,Surgical Site Infections (SSI),Spinal fusion,30000901.0,Mercy Hospital of Folsom,Acute Crae Hospital,"Community, <125 Beds",105,0,0.49
2020H1,Caliifornia,Sacramento,uSrgical Site Infections (SSI),Splen surgery,30000901.0,Mercy Hospital of Folsom,Acute Care Hospiatl,"Commuity, <125 Beds",3,0,0.03
b2020H1,California,Sacrmento,Surgical Site Infections (SSI),Thoracic surgery,30000901.0,Mercy Hospital of Folsom,Acute Care Hospital,"Community, <12 5Beds",6,0,0.02
2020H1,California,San Joaquin,Surgical Site Infections (SI),All procedures,30000973.0,"Kaiser Foundation Hospital,r Manteca",Acute Care Hospital,"Community, <s125 Beds",160,0,1.11
2020H1,California,San Joaquin,Surgical uSite Infections (SSI),Appendix urgery,30000973.0,"Kaiser Foundation Hospital, Mantyeca",Acuteg Care Hospital,"Community, <125 Beds",38,0,0.12
2200H1,Califorenia,San Joaquin,Snurgical Site Infections (SSI),Colon surgery,30000973.0,"Kaiser Foundation Hospital, Maynteca",Acute Care Hospital,"Community, <125 Beds",22,0,0.42
020H1,California,San Joaquin,Surgical Site Infcetions (SSI),Exploratory abdominal surgery (laparotomy),30000973.0,"Kaiser Foundation Hospital, Manteca",gAcute Care Hospital,"Community, <125 Beds",26,0,0.15
2020H1,Califuornia,San Joaquin,Surgical Site Infections (SSI),Gallblader surgery,30000973.0,"Kaiser Foundation Hospiatl, Manteca",Acutve Care Hospital,"Community, <125 Beds",37,0,0.13
20201H,Californisa,San Joaquin,Surgical Site Infections (SSI),Gastric surgery,30000973.0,"Kaiser Foundaton Hospital, Manteca",Acukte Care Hospital,"Communitly, <125 Beds",5,0,0.05
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Kidney surgery,30000973.0,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",13,0,0.04
2002H1,California,San Joaquin,Surgical Site Infections (SSI),Open reduction of fracture,30000973.0,"Kaiser Foundation Hospitali, Manteca",Acute Care Hospital,"Community, <15 Beds",6,0,0.05
2020H1,Californiba,San Joaquin,Surgical Site Inyfections (SSI),oOvarian surgery,30000973.0,"Kaiser Foundation Hospital, Mantcea",Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,Califronia,San Joaquin,Surgical Site Infections (SS),Repctal surgery,30000973.0,"Kaiser Foundation Hospital, Manteca",Acute Care Hspital,"Community, <125 Beds",1,0,0.02
2020H1,California,San Joaquin,Surgical Sit Infections (SSI),Small bowel surgery,30000973.0,"Kaiser Foundation Hospital, Manteca",cute Care Hospital,"Community, <125 Beds",7,0,0.13
f2020H1,California,San Joaquin,Surgical Site Inffections (SSI),Thoracic surgery,30000973.0,"Kaier Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",4,0,0.01
202e0H1,California,Placer,Surgical Site Infections (SSI),All rocedures,30001370.0,"Kaiser Foundcation Hospital, Roseville",Acute Care Hospital,Major Teaching,1928,7,10.12
2020H1,California,Placer,Surgical Site Infetcions (SSI),Appendix surgery,30001370.0,"Kaiser Foundation Hosypital, Roseville",Acute Care Hospital,Major Teaching,150,0,0.52
20v20H1,California,lacer,Surgical Site Ifnections (SSI),"Bile duict, liver or pancreatic surgery",30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospial,Major Teamching,5,0,0.04
2020H1,Caifornia,Plaecer,Surgical Site Infcetions (SSI),Cesarean secytion,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care cHospital,Major Teachinhg,857,3,2.38
2200H1,California,Placer,Surgical Site Infectiions (SSI),Colon surgery,30001370.0,"Kaiser Founadtion Hospital, Roseville",Acute Care Hospital,Major Teaching,127,2,2.73
2020H1,California,Placer,Surigcal Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospitla,Major Teacing,103,1,0.48
202H01,California,Placer,Surgical Site Infections (SSI),Gallbladder surgry,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,196,0,0.75
2020H1,California,Placer,Surgical Site Infections (SSI),Gastric surgery,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care dHospital,Mjaor Teaching,8,0,0.13
2020H1,California,Placer,Surgical Site Infections (SSI),Hip prosthesis,30001370.0,"Kaiesr Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,105,0,0.56
2020H1,California,Placer,Surgical Site Infections (SS)I,"Hysterectomy, abdominal",30001370.0,"Kaiser Foundation Hospital, Roseville",cute Care Hospital,Major Teaching,22,1,0.23
20j20H1,California,Placer,Surgical Site Infections (SSI),Kidney surgery,30001370.0,"Kasier Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,30,0,0.1
20t20H1,California,Placer,Surgical Site Infections (SSI),Knee prosthesois,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute CareHospital,Majro Teaching,32,0,0.1
2020H1,Califoria,Placer,Surgical Site Infections (SSI),Open reduction of fracture,30001370.0,"Kaiser Foundation Hospital ,Roseville",Acute Care Hospital,Major Teahing,115,0,0.68
2020H1,California,Placer,Surgical Site Infections (SSI),Ovarian surgeyr,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,13,0,0.01
0220H1,Californiba,Placer,Suyrgical Site Infections (SSI),Pacemaker surgeyr,30001370.0,"Kaiser Foundation Hospital, Roseville",Aute Care Hospital,Major Teaching,68,0,0.11
2020H1,California,Plcer,Surgical Site Infections (SSI),Rectal surgery,30001370.0,"Kaisjer Foundation Hospital, Roseville",Acute Ceare Hospital,MajorT eaching,31,0,0.25
2020H1,California,Placer,Surgical Site Infections (SSI),Small boewl surgery,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teacihng,54,0,1.02
2020H1,Californiua,Placer,Surgical Site Infections (SSI),pSleen surgery,30001370.0,"Kaiser Foundatgion Hospital, Roseville",Acute Care Hospital,Majo Teaching,2,0,0.02
200H1,California,Placier,Sugrical Site Infections (SSI),Thoracic surgery,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,10,0,0.03
2020H1,California,Sacramneto,Surgial Site Infections (SSI),All procedures,30001506.0,Shriners Hospitals for Children Northern California,Acute Care Hospital,ediatric,3,0,0.01
2020H1,California,aScramento,Surgical Site Infections (SSI),Gallbladder surgery,30001506.0,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,1,0,0.0
2020H1,alifornia,Sacramento,Surgical Saite Infections (SSI),pinal fusion,30001506.0,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pedijatric,2,0,0.01
2020H1,Califorina,Stanislaus,Surgical Site Infections (SS),ll procedures,30001661.0,Stanislaus Surgical Hospital,Acute Care Hospital,"Commnuity, <125 Beds",154,0,0.51
2o020H1,California,Satnislaus,Surgical Site Infections (SSI),Hip prosthsis,30001661.0,Stanislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",30,0,0.16
2020H1,California,tSanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30001661.0,Stanislausx Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.01
2020H1,Cnalifornia,Stanislaus,Srgical Site Infections (SSI),"Hylsterectomy, vaginal",30001661.0,Stanislaus Surgicl Hospital,Acue Care Hospital,"Communihty, <125 Beds",6,0,0.03
2020H1,California,Stanislaus,Surgical SiteInfections (SSI),Knee bprosthesis,30001661.0,Stainslaus Surgical Hospital,Acute Care Huospital,"Community, <125 Beds",107,0,0.29
2020H1,California,Stanslaus,Surgical Site nIfections (SSI),Laminectoy,30001661.0,Stanislaus Surgical Hopsital,Acute Care Hospital,"Community, 1<25 Beds",6,0,0.02
20201H,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30001661.0,Stanislaus Surgical Hospital,Acuteq Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,yStanislaus,Surgical Site Infections (SSI),Spina fusion,30001661.0,Stnaislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,Califonia,Fresno,Surgical Site Infections (SSI),All procedures,40000101.0,Community Regional Medical Center,Acute Care Hospital,Major Teaching,230,2,2.06
2d020H1,California,resno,Surgical Site Infections (SScI),Appendix urgery,40000101.0,Community Regional Medical Center,Acute Care Hospital,Major Teachking,12,0,0.15
2020H1,Cailfornia,Fresno,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",40000101.0,Community Regional Medical Center,Acute Care Hospital,Major zTeaching,7,1,0.32
20201H,California,Frpesno,Surgical Site Infections (SSI),Cesarean section,40000101.0,Community Regional Medical Center,Acute Care Hospital,Maor Teaching,112,1,0.3
2200H1,California,Fresno,Surgical Site Infections (SSI),Colo nsurgery,40000101.0,Community Regnional Medical Center,Acute aCre Hospital,Major Teaching,19,0,0.93
202H1,Caifornia,Fresno,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),40000101.0,Community Regional Medical Center,Acute Care Hospital,Major eTaching,37,0,0.27
2c020H1,California,Freson,Surgical Site Infections (SSI),Ovarian surgery,40000101.0,Community Regional Medical Center,Acute Care Hospital,Major Teaching,27,0,0.02
2020H1,California,Fresno,Surgical Site Infections (SSI),Thoracic surgery,40000101.0,Community Regional Medical Center,Acute Care Hospital,Major Teaching,16,0,0.07
2020H1,Californiba,Mercde,Surgical Site Infections (SSI),All procedures,40000110.0,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",170,0,0.6
2020H1,Califoria,Meurced,Surgical Site Infetcions (SSI),Appendiax surgery,40000110.0,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",23,0,0.06
2020H1,California,eMrced,Surgicl Site Infections (SSI),Cesarean section,40000110.0,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",92,0,0.11
2020H1,California,Mercde,Surgical Site Infections (SSI),Colon surgery,40000110.0,Memorial Hosital Los Banos,Acute Care Hospital,"Community, <125 Beds",7,0,0.17
2200H1,Clifornia,Mercexd,Surgical Site Infections (SSI),Exploratory abdominal surgery (laprotomy),40000110.0,Memorial Hospitalo Los Banos,Acute Care Hospital,"Community, <125 Beds",8,0,0.05
2020H1,Californyia,Merced,Surgica lSite Infections (SSI),Gallbladder surgery,40000110.0,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125B eds",17,0,0.03
200H1,California,Merced,Surgical SiteI nfections (SSI),Gastric usrgery,40000110.0,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",3,0,0.04
2020H1,Californa,Mrced,Surgical Site Infections (SSI),Hip prosthesis,40000110.0,Memorcial Hospital Los Banos,Acute Care Hospital,"Community, 1<25 Beds",5,0,0.04
2200H1,California,Mercde,Surgical Site Infections (SSI),Ope reduction of fracture,40000110.0,MemorialHospital Los Banos,Acute Care Hospitla,"Community, <125 Beds",8,0,0.06
20201H,Califordnia,Merced,Surgical Site Infections (SSI),Ovarian surgery,40000110.0,Memorial Hospital Los Banos,Acute Care Hospital,"Commnuity, <125 Beds",5,0,0.0
020H1,Californai,eMrced,Surgical Site Infections (SSI),Smalel bowel surgery,40000110.0,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <u125 Beds",2,0,0.04
2020H1,California,Madera,Surgical Site Infections (SSI),All procedures,40000111.0,Madera Community Hospital,Acutey Care Hospital,"Community, <125 Beds",305,0,1.54
220H1,Califorhnia,Moadera,tSurgical Site Infections (SSI),Appendix surgery,40000111.0,Madera Comunity Hospital,Acute Care Hospital,"Community, <125 eds",26,0,0.08
2020H1,California,Madera,Surgical Site Infecations (SSI),"Bile duct, liver or pancreatic surgery",40000111.0,Madera Communty Hospital,Acue Care Hospital,"Community, <125 Beds",17,0,0.1
20201H,alifornia,Madera,Surgical Site Infections (SSI),Cesarea nsection,40000111.0,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",96,0,0.09
20201H,Caifornia,Madera,Surgical Site Infections (SSI),Colon surgery,40000111.0,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",23,0,0.48
2020Hs1,California,Madera,Surgical Site Infections (SSI),Exploratory abdomnal surgery (laparotomy),40000111.0,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",44,0,0.2
0220H1,California,Madera,Surgical Site Infections (SSI),Gallbladder surgery,40000111.0,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",41,0,0.13
2020H1,Californjia,Madera,Surgical Site nIfections (SSI),Gastric surgery,40000111.0,Madera Communty Hospital,Acute Care Hofspital,"Community, <125 Beds",5,0,0.09
a2020H1,California,Maedra,Surgical Site Infections (SSI),Hip prosthesis,40000111.0,Madera Community oHspital,Acute Care Hospital,"Cxommunity, <125 Beds",4,0,0.03
2020H1,California,Madera,Surgical Site Infections (SSI),"Hysterectomy, adominal",40000111.0,Madera Commnuity Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.05
2002H1,Califrnia,Madera,Surgical Site Infections (SSI),Knee prosthesigs,40000111.0,Madera Community Hospital,Acute Care Htospital,"Community, <125 Beds",15,0,0.07
2020H1,California,Madera,Surgical Site Infections (SSI),Ovarian surgerby,40000111.0,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.01
2020H1,California,Madera,Surgical Site Infectons (SSI),Pacemaker usrgery,40000111.0,Madera Community Hospital,Acute Care Hospital,"Communtiy, <125 Beds",1,0,0.0
2020H1,California,Mdera,Surgiacl Site Infections (SSI),Rectal surgery,40000111.0,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.04
q2020H1,California,Madera,Surgical Site Infections (SSI),Small bouwel surgery,40000111.0,Madera Community Hospitsal,Acute Car eHospital,"Commuinty, <125 Beds",10,0,0.19
20201,California,hMadera,Surgical Site Infections (SSI),Thoracic surgery,40000111.0,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.01
2020H1,California,Mered,Surgical Site Infections (SSI),Allprocedures,40000113.0,Mercy Medical Center,Acute Care Hospital,"Community, 1r25-250 Beds",1128,0,5.41
2020H1,alifornia,Mercxed,Sugical Site Infections (SSI),Appendix surgry,40000113.0,Mercy Medical Center,Acute Care Hospital,"Community, 1b25-250 Beds",74,0,0.22
2020H1,California,Mderced,Surgical Site Infections (SSI),"Bile duct, liver or pancreaic surgery",40000113.0,Mercy Medical Center,Acute Care Hopital,"Community, 125-250 Beds",23,0,0.15
202p0H1,California,Merced,Surgical Site Infections (SSI),Cesarea nsection,40000113.0,Mercy Medical Center,Acute Care Hospital,"Community, 125-250 Beds",366,0,0.39
2020H1,California,erced,Surgical Site Infections (SSI),Colon surgery,40000113.0,Mercy Medicla Center,Acuter Care Hospital,"Community, 125-250 Beds",43,0,1.14
2020H1,California,Mercde,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),40000113.0,Mercy Medial Center,Acut eCare Hospital,"Comunity, 125-250 Beds",72,0,0.44
2020H1,California,Merced,Surgical Site Infections (SSI),Gallbadder surgery,40000113.0,Mercy Medical cCenter,Acute Caer Hospital,"Coemmunity, 125-250 Beds",134,0,0.35
2020H1,Calhifornia,Mecred,Surgical Site Infections (SSI),Gastric surgery,40000113.0,Mercy Medical Center,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.21
2020H1,California,Mercecd,Surgical Site Infections (SSI),Hip prosthesis,40000113.0,Mercy Medical eCnter,Acut eCare Hospital,"Community, 125y-250 Beds",52,0,0.3
2020H1,California,Merced,Surgical Site Infectons (SSI),"Hysterectomy, badominal",40000113.0,Mercy Medical Centre,Acute Care Hospital,"Community, 125-250 Beds",16,0,0.09
2020Hj1,Califoria,Merced,Surgical Site Infections (SxSI),"Hysterectomy, vaginal",40000113.0,Mercy Medical Centr,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.02
2002H1,alifornia,Merced,Surgical Site Infections (SSI),Knee prosthesis,40000113.0,Mercy Medical Center,Acute Care Hospital,"Community, 1252-50 Beds",142,0,0.39
2020H1,California,erced,Surgical Site Infections (SSI),Laminecomy,40000113.0,Mercy Medical Center,Acute Care Hospital,"Community, 125n-250 Beds",15,0,0.06
2020H1,alifornia,Merced,Surgical Site Infections (SSI),Open reduction of fracure,40000113.0,Mercy Medical Center,Acute Care Hospital,"Community, 12-5250 Beds",58,0,0.34
20s20H1,California,Mrced,Surgical Site Infcetions (SSI),vOarian surgery,40000113.0,Mercy MedicalC enter,Acute Care Hospital,"Community, 125-250 Beds",21,0,0.02
20201,Calfiornia,Merced,Surgical Site Infections (SSI),Pacemaker surgrey,40000113.0,Mercy Mdical Center,Acute Care Hopital,"Community, 125-250 Beds",6,0,0.01
220H1,California,Merced,Surgical Site Infections (SSI),Rectla surgery,40000113.0,Mercy Medical Center,Acute eCare Hospital,"Covmmunity, 125-250 Beds",15,0,0.28
2020H1,California,Merced,Surgicl Site Infections (SSI),Small bwoel surgery,40000113.0,Mercy Medical Center,Acuet Care Hospital,"Community, 125-250 Beds",40,0,0.76
2020H1,California,Mercde,Surgical Site Infections (SSI),Spinal fusion,40000113.0,Mercy Medcal Center,Acute Care Hospital,"Community, 125-250 Beds",25,0,0.25
0220H1,California,Merced,Surgical Site Infections (SSI),Spleen surgery,40000113.0,Mercy Medica Center,Acute Care Hospial,"Community, 125-250 Beds",1,0,0.0
2020H1,Califorznia,Fresno,Surgical Site Ifnections (SSI),All procedures,40000126.0,Saint Agnes Medical Center,Acute Care Hospital,Major Teaching,1,1,0.02
2020Hz1,California,Fresno,Surgical Site Infections h(SSI),pinal fusion,40000126.0,Saint Agnes Medical Center,Acute Care Hospital,Major Teachig,1,1,0.02
2020H1,California,Madera,Surgical Site Infectiuons (SSI),All procedures,40000129.0,Valley Children's Hospital,Acute Care Hospital,lPediatric,27,1,0.34
220H1,Caifornia,Madear,Surgical Ste Infections (SSI),Appendix surgery,40000129.0,Valley Children''s Hosptial,Acute Crae Hospital,ediatric,4,0,0.04
2020H1,Cailfornia,Madera,Surgical Site Infections (SSI),Cardiac surgery,40000129.0,Valley Children''s Hosiptal,Acute Care Hospital,Pediatrifc,1,0,0.0
2020Hc1,California,Mazdera,Surgical Site Infections (SSI),Colon surgery,40000129.0,Valley Children's Hospital,Acute Care Hosptal,Pediatric,4,0,0.15
2020H1,California,Madera,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),40000129.0,Valley Children's Hospital,Acute Care Hospital,ediatric,3,1,0.01
020H1,California,Madera,Surgical Site Infecions (SSI),Gallbladder surgery,40000129.0,Valley Children's Hospital,Acute Care Hospital,Pediatric,2,0,0.0
20j20H1,California,aMdera,Surgical Site Infections (SSI),Gastricd surgery,40000129.0,Valley Children's Hospital,Acute Care Hospital,Pediatrci,1,0,0.01
2020H1,California,Madera,Surgical Site Infection (SSI),Laminectomy,40000129.0,Valley Children's Hospital,Acute Care Hospital,Pediatric,1,0,0.0
2020H1,alifornia,Madera,Surgical Site Infections (SSI),Open reduction of fracture,40000129.0,Valley Children''s Hospitawl,Acute Care Hospital,yPediatric,4,0,0.02
2020H1,California,Madera,Surigcal Site Infections (SSI),Ovarian surgmery,40000129.0,Valley Chidren''s Hospital,Acute Cvare Hospital,Pediatric,1,0,0.0
2020H1,California,Madera,Surgical Site Infections (SSI),Pacemaker surgery,40000129.0,Valley Children's Hospital,Acuvte Care Hospital,Pediatric,1,0,0.01
2020H1,California,Mdera,Surgical Site Infections (SSI),Small bowel surgery,40000129.0,Valley Childhren''s Hospital,Acute Care Hospsital,Pediatric,2,0,0.04
2020H1,California,Madra,Surgical Site Infection s(SSI),Spinal fusion,40000129.0,Valley Children's Hospital,Acute Care Hospital,ediatric,3,0,0.06
20b20H1,Caloifornia,Fresno,Surgical Site Infections (SSI),All pocedures,40000254.0,Fresno Surgicla Hospital,Acute Care Hospital,"Cxommunity, <125 Beds",1032,0,2.9
2020H1,California,hFresno,Surgical Site Infections (SSI),Hip prosthesis,40000254.0,Fresno Surgical Hospital,Acute Carne Hospital,"Community, <125 Beds",150,0,0.55
20201,Califoria,Fresno,Surgical Site Infections (SSI),"Hyserectomy, abdominal",40000254.0,Fresno Surgicl Hospital,Acute Care Hospitl,"Community, <125 Beds",1,0,0.01
2p020H1,California,eFresno,Surgical Site Infections (SSI),Knee prosthesis,40000254.0,Fresno Surgical Hospital,Acut eCare Hospital,"Community, <25 Beds",351,0,0.69
2020H1,Californwia,Fresno,Surgical Site Infections (SSI),Laminectomy,40000254.0,Fresno Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",116,0,0.35
2020H1,Calfornia,Fresno,Surgical Site Infections (SSI),Open reduction of fracture,40000254.0,Fresno Suregical Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.06
2020H1,California,Frenso,Surgical Site Infections (SSI),Ovarian srugery,40000254.0,Fresno Surgical Hospital,Acute Care Hospital,"Communit, <125 Beds",1,0,0.0
2020H1,Californcia,Fresno,Surgical Site Infections (SSI),Spinal fusion,40000254.0,Fresno Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",406,0,1.26
2020H1,Californiva,resno,Surgical Site Infections (SSI),All procedures,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",752,7,3.68
2020H1,Caliofrnia,Fresno,Surgical Site Infections (SSI),Appendix surgery,40000949.0,"Kaiser Foundaiton Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",36,0,0.11
200H1,Califronia,Frenso,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",40000949.0,"Kaiser Fonudation Hospital, Fresno",Acute Care Hospial,"Community, 125-250 Beds",1,0,0.0
200H1,Caifornia,Fresno,Surgical Site Infections (SSI),Cesarean secgtion,40000949.0,"Kaiser Foundation Hospital, Frseno",Acut eCare Hospital,"Comumnity, 125-250 Beds",219,0,0.36
2020eH1,California,Frseno,Surgical Site Infections (SSI),Colon surgery,40000949.0,"Kaiser Foundation oHspital, Fresno",Acute Care oHspital,"Community, 125b-250 Beds",39,2,0.84
2020H1,California,Fresno,Surgical Site Infections (SSI),Exploratory abdominal surgery (lapartomy),40000949.0,"Kaaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",58,1,0.31
2020H1,Califonia,Fresno,Surgical ite Infections (SSI),Gallbladder surgery,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",103,0,0.3
2020H1,California,Fresno,Surgical Site Infections (SSI),Gastric surgery,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute are Hospital,"Community, 125-250 Beds",58,0,0.19
2020H1,aClifornia,Fresno,Surgical Site Infections( SSI),Hip prosthesis,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",46,1,0.3
2020H1,Clifornia,Frenso,Surgical Site Infections (SSI),"Hyterectomy, abdominal",40000949.0,"Kaiser Foundation Hospital, Fersno",Acute Care Hospital,"Community, 125-250 Beds",3,0,0.03
2020H1,Californai,Fresno,Surgical Site Infections S(SI),"Hysterectomyi, vaginal",40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02
2020H1,Californipa,Fresno,Surgical Site Infections (SSI),Kdiney surgery,40000949.0,"Kaiser Foundation Hospiatl, Fresno",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Fresno,Surgical Site Infections (SSI),Knee prosthesis,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute CareHospital,"Community, 125-250 Beds",18,0,0.04
20201H,California,Fresno,Surgical Site Infections SSI),Laminectomy,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hosptial,"Community, 125-250 Beds",40,0,0.14
2020H1,California,Frenso,Surgical Site Infections (SSI),Open redction of fracture,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Bes",46,0,0.28
2020H1,Californai,Fresno,Smurgical Site Infections (SSI),Ovarian surgery,40000949.0,"Kaiser oundation Hospital, Fresno",Acute Care ospital,"Cmomunity, 125-250 Beds",7,0,0.01
2020H1,California,Fresno,Surgical Site Infections (SSI),Rectal surgery,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Bds",3,0,0.02
202H1,California,Fresno,Surgical Site Infections (SSI),Small boel surgery,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",23,2,0.43
202H01,California,Frseno,Surgical Site Infections (SSI),Spzinal fusion,40000949.0,"Kaiser Foundation Hospital, Fresno",Acute Care Hospiatl,"Community, 125-250 Beds",30,1,0.28
2020H1,Calfiornia,Fresno,Surgical Site Infections (SSI),Thoracic surgery,40000949.0,"Kaise rFoundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",17,0,0.03
200H1,California,Fresno,Surgical Site Infections (SSI),All procedures,40001397.0,Fresno Heart and Surgical Hospial,Acute Care Hospital,Major Teacing,16,1,0.06
2020H1,California,Fresno,Surgial Site Infections (SSI),Exploratory abdominal surgery (laparotomy),40001397.0,Fresno Heart and Surgical Hospital,Acute Coare Hospital,Maor Teaching,10,1,0.05
2020H1,California,Fesno,Surgical Site Infections (SSI),Gallbladder surgery,40001397.0,Fresno Heart and Surgical Hospital,Acute Care Hosptal,Major Teaching,6,0,0.01
202H1,California,San Luis Obispo,Sugrical Site Infections (SSI),ll procedures,50000009.0,"Marian Regional Medical Center, Arroyo Grande",Acute Crae Hospital,"Community ,<125 Beds",214,0,1.09
2020H1,California,San Luis Obispo,Surgical Site Infections (SSI),Appendix surgery***,50000009.0,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",20,0,0.04
2020H1,California,San Luis Obisop,Surgicawl Site Infections (SSI),"Bile duct, liver or ancreatic surgery",50000009.0,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",1,0,0.02
2020H1,California,San Luis Obispo,Surgical Site Infections (SSI),Colkon surgery,50000009.0,"Marian Regional Mediical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",14,0,0.25
2020H1,California,San Luis Obispo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000009.0,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Cmmunity, <125 Beds",14,0,0.07
202H01,California,San Luis Obispo,Surgical Site Infections (SSI),Gallbladder surgeory,50000009.0,"Marian Regional Medical Center, Arvroyo Grande",cAute Care Hospital,"Cnommunity, <125 Beds",16,0,0.02
