year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000014.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000014.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000014.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60000014.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",2,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000021.0,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000021.0,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000021.0,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,61,0,0.7
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,24,0,0.13
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,1,0,0.15
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,2,0,0.09
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,10,0,0.17
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,12,0,0.11
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,3,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,60000035.0,Martin Luther King Jr. Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,60000035.0,Martin Luther King Jr. Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000035.0,Martin Luther King Jr. Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,15,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,12,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,53,0,0.24
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,34,0,0.13
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,7,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,4,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000060.0,Providence Mission Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000060.0,Providence Mission Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000062.0,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000062.0,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000063.0,MemorialCare Saddleback Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000063.0,MemorialCare Saddleback Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",9,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",5,0,0.02
2020H1,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Laminectomy,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000068.0,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000068.0,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000068.0,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,60000068.0,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,19,0,0.16
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,4,0,0.02
2020H1,California,Orange,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Colon surgery,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,4,0,0.07
2020H1,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,5,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Small bowel surgery,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60000074.0,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000074.0,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60001022.0,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",7,0,0.02
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60001022.0,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",5,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60001022.0,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Orange,Surgical Site Infections (SSI),Small bowel surgery,60001022.0,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,73,0,0.69
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,39,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,3,0,0.45
2020H1,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,6,0,0.07
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,19,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,1,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,5,0,0.09
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000133.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000133.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000133.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000133.0,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000136.0,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000136.0,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70000136.0,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",20,0,0.05
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",13,0,0.04
2020H1,California,Monterey,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),Gallbladder surgery,70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",3,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),Open reduction of fracture,70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),Thoracic surgery,70000137.0,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.05
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.05
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Cesarean section,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Gallbladder surgery,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Open reduction of fracture,70000139.0,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70000141.0,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70000141.0,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000141.0,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000141.0,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Benito,Surgical Site Infections (SSI),All procedures,70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.01
2020H1,California,San Benito,Surgical Site Infections (SSI),Appendix surgery,70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.01
2020H1,California,San Benito,Surgical Site Infections (SSI),Gallbladder surgery,70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,San Benito,Surgical Site Infections (SSI),Open reduction of fracture,70000142.0,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70000145.0,Natividad Medical Center,Acute Care Hospital,Major Teaching,31,0,0.07
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000145.0,Natividad Medical Center,Acute Care Hospital,Major Teaching,20,0,0.02
2020H1,California,Monterey,Surgical Site Infections (SSI),Cesarean section,70000145.0,Natividad Medical Center,Acute Care Hospital,Major Teaching,3,0,0.0
2020H1,California,Monterey,Surgical Site Infections (SSI),Open reduction of fracture,70000145.0,Natividad Medical Center,Acute Care Hospital,Major Teaching,7,0,0.02
2020H1,California,Monterey,Surgical Site Infections (SSI),Small bowel surgery,70000145.0,Natividad Medical Center,Acute Care Hospital,Major Teaching,1,0,0.04
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000146.0,O'Connor Hospital,Acute Care Hospital,Major Teaching,12,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000146.0,O'Connor Hospital,Acute Care Hospital,Major Teaching,9,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000146.0,O'Connor Hospital,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000146.0,O'Connor Hospital,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Monterey,Surgical Site Infections (SSI),All procedures,70000147.0,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",12,0,0.04
2020H1,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000147.0,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",11,0,0.04
2020H1,California,Monterey,Surgical Site Infections (SSI),Gallbladder surgery,70000147.0,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,92,0,0.56
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,56,0,0.31
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,3,0,0.05
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,5,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,13,0,0.13
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,2,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,4,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000150.0,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",10,0,0.03
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000150.0,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",8,0,0.03
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000150.0,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",45,0,0.27
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",34,0,0.2
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",2,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",2,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",3,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70000153.0,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",2,0,0.04
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000155.0,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.01
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,70000155.0,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Cesarean section,70000155.0,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",12,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,436,6,4.72
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,32,0,0.29
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,18,0,0.15
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,131,2,1.92
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,23,2,0.4
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,44,0,0.15
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,14,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,10,0,0.08
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,39,0,0.25
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Liver transplant,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,10,1,0.69
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,20,0,0.16
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,5,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,31,0,0.31
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,25,0,0.26
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,31,1,0.03
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001351.0,El Camino Health,Acute Care Hospital,"Community, >250 Beds",14,0,0.07
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001351.0,El Camino Health,Acute Care Hospital,"Community, >250 Beds",9,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001351.0,El Camino Health,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001351.0,El Camino Health,Acute Care Hospital,"Community, >250 Beds",3,0,0.01
