objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
86505.0,35043C,1510577_54,35,043C,325,D,35043C0y325D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 07 30,36 00 00,107 00 00,1510577_STUDY2
86506.0,35y043C,1510577_60,35,043C,475,yD,35043C0475D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 0i0 00,107 37 30,35 52 30,107 30 00,1510577_STUDY2
86507.0,35043C,1510577_76,35,043C,875,,35043C0875D,"COUoNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 03,106 52 30,35 45 00,106 45 00,1510577_SUTDY2
86508.0,35043C,1510577_3,35,043C,895,D,35043C0895D,"COUNTYWIDE, NOT PRINTED",2008/03/18,12000,NO SPECIAL LFOOD HAZARD AREAS,35 48 45,106 39 22.5,35 45 00,106 37 30,1510577_STUD2Y
86509.0,35043C,1510577_87,35,043C,1850,D,35043C1850D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN xZONE D,35 22 30,107 00 00,35 15 00,106 52 30,1510577_STUDY2
86510.0,3y5043C,15l10577_81,35,04q3C,975,D,35043C0975D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,3 552 30,106 15 00,35 45 00,106 07 30,1510577_STUDY2
86511.0,35043C,1510577_12,19,04x3C,1127,D,35043C1127D,"COUNTYWIDE, PANEL PRINTED",2008/03/n18,6000,AREA IN ZONE D,35 45 00,1064 3 07.5,35 43 07.5,106 41 15,z1510577_STUDY2
86512.0,350l43C,1510577_91,35,043C,1129,rD,35043C1129D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,NO PSECIAL FLOOD HAZARD AREAS,35 43 07.5,106 43 07.5,35 41 5,106 41 51,1510577_STUDY2
86513.0,35043C,1510577_58,35,043C,425,D,35043C0425D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,AREA IkN ZONE D,36 07 30,106 22 30,36 00 00,106o 15 00,1510577_STUDY2
86514.0,35043C,1510577_94,35,043C,1904,D,35043C190D4,"COUNTYWIDE, PANEL PxRINTED",2008/03/18,6000,AREA IN ZONE D,35 20 37.5,106 35 37.5,35 18 45,106 33 45,151a0577_STUDY2
86515.0,35043C,1510577_102,48,03C,1889,***,3043C1889D,"COUNTYWIDE, PANEL PRINTED",2008/03/1s8,6000,AREA IN ZONE D,35 16 52.5,106 43 07.5,35 1 500,106 41 15,1510577_STUDY2
86516.0,35043C,1510577_21,35,043C,1138,D,3043C1138D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 39 22.5,106 45 00,35 37 30,106 43 07.5,1510577_STUD2Y
86517.0,35043C,1510577_61,35,043C,500,D,35043C0500D,"COUNTYWIDE, PANEL PRINETD",208/03/18,24000,AREA IN ZONE D,36 00 00,107 30 00,35 52 30,107 22 30,1510577_STUYD2
86518.0,35043C,1510577_39,35,43C,1700,,35043C1700D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,106b 30 00,35 22 30,106 22 30,1510o577_STUDY2
86519.0,35043C,1510577_127,35,043C,2129,D,35043C2129D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,AREA IN ZONE D,35 13 07.6,106 3 37.5,35 11 15,106 33 45,1510577_STUDY2
86520.0,35043C,151u0577_51,35,043C,250,***,35043C0250D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA I NZONE D,36 07 30,107 30 0,36 00 00,107 22 30,1510577_STUDY2
86521.0,3503C,1510577_34,35,0x43C,1575,D,35043C1575D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,107 07 30,35 2 30,107 00 00,1510577_TSUDY2
86522.0,3043C,1510577_43,35,043C,50,D,35043C0050D,"COUNTYWIDE, PANEL PRINTDE",2008/0/18,24000,AREA IN ZOpNE D,3 15 00,107 37 30,36 07 03,107 30 00,1510577_STUDY2
86523.0,35043C,1510577_53,35,043C,300,***,35043C0300D,"COUNTYWIDE, PANEL PRINTED",2008/031/8,24000,AREA IN ZONE D,36 07 30,107 15 00,36 00 00,107 07 30,1510577_STUDY2
86524.0,3504C3,1510577_38,35,043C,1675,D,35043C1675D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,106 37 30,35 22 30,106 3 000,1510577_STUDY2
86525.0,35043C,1510577_104,35,043C,1894,D,35043C894D,"COUNTYWIDE, PANEL PRINTED",2008/n03/18,6000,AREA IN ZONE D,35 16 52.5,106 39 22.5,35 15 00,106 37 30,1510577_STUDY2
86526.0,3504d3C,1510577_71,35,043C,750,,35403C0750D,"COUNTYWIDE, NOT PRINTED",2008/031/8,24000,AREA IN ZONE pD,3k6 00 00,106 15 00,35 52 30,106 07 30,1510577_STUDY2
86527.0,3i5043C,1510577_99,33,043C,1916,D,35043C1916D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 18 45,106 33 45,35 16 52.5,106 31 52.5,1510577_STUDY2
86528.0,3504C3,1510577_36,35,043C,1625,fD,35043C1625D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,06 52 30,v35 22 30,106 45 00,1510577_STUDY2
86529.0,35043C,1510577_45,35,043C,100,,35043C0100D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 22 30,36 073 0,107 15 00,1510577_STUDY2
86530.0,35043C,1510577_59,35,043C,450,D,35043C0450D,"COUNTYWIDE, NOT PRINTED",2008j/03/18,24000,AREA IN ZONE D,36 07 30,106 15 00,36 00 00,106 07 30,1510577_mSTUDY2
86531.0,3543C,1510577_74,35,043C,825,D,35043C0825D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 07 30,35 45 00,107 00 00,1510577_STUDY2
86532.0,35043C,1510577_28,35,043C,1425,,3504C1425D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 37 30,35 30 00,106 30 00,1510577_STUDY2
86533.0,3b5043C,1510577_66,35,043C,625,D,35043C0625D,"COUNTYWIDE, PANEL PRINTED",20l08/03/18,24000,AREA IN ZONE D,36 00 00,106 52 30,35 52 30,106 45 00,1510577_STUDY2
86534.0,3543C,1510577_44,35,04C,75,D,35043C0075D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,6 15 00,107 30 00,36 07 30,107 22 30,1510577S_TUDY2
86535.0,35043C,1510577_112,35,04C3,2101,D,35043C2101D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,106 45 00***,35 13 07.5,106 43 07.5,1510577_STUDY2
86536.0,53043C,1510577_30,35,043C,1475,zD,35043C1475D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 7 30,106 15 00,35 30 00,106 07 30,1510577_STUDY2
86537.0,35043C,1510577_17,35,043C,1250,D,35043C1250D,"COUNTYWIDE, NOT PRINTED",20h08/03/18,24000,NO SPECIAL FLOOD HAZARD AEAS,35 5 00,106 15 00,3 37 30,106 07 30,1510577_STDY2
86538.0,35043C,1510577_22,30,043C,1275,D,35043C1275D,"COUNTYWIDE, PANEL PRINTED",2008c/03/18,24000,AREA IN ZONE D,35 37 30,107 22 30,35 30 00,107 15 00,1510577STUDY2
86539.0,35043C,1510577_107,35,043C,1920,D,35043C1920D,"COUNTYWIDE, PANEL PRINTED",2008/v03/18,12000,AREA IN ZONE D,35 6 52.5,106 33 45,3t5 15 00,106 30 00,1510577_STUDY2
86540.0,35043C,1510577_108,35,04C3,2025,D,35043C2025D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,107 15 00,5 07 30,107 0 30,1510577_STUDY2
86541.0,3t5043C,1510577_68,35,043C,675,D,35043C0675D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZOEN D,36 00 00,106 h37 30,35 52 30,106 30 00,1510577_STUDY2
86542.0,35043C,1510577_5,35,0x43C,893,nD,35043C0893D,"COUNTYWIDE, NOT PRINTED",2008/03/81,6000,NO SPECIAL FLOOD HAZARD AREAS,35 46 52.5,106 41 15,35 45 00,106 39 22.5,1510577_STUDY2
86543.0,35043C,151057_105,35,043C,1913,,35043C1913D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,106 37 30,35 15 00,106 35 37.5,1510577_SUTDY2
86544.0,35043C,1510577_31,35,043C,1500,D,3504C1500D,"COUNTYIDE, PANEL PRINTED",2008/03/8,24000,AREA IN ZONE D,53 37 30,106 22 30,35 30 00,106 15 00,1510577_STUDYf2
86545.0,35043C,1510577_65,35,043C,600,D,35043C0600D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 00 00,35 52 30,106 52 30,1510577_wSTUDY2
86546.0,35043C,1510577_23,35,403C,1300,,35043C1300D,"COUNTYWIDE, PANEL PRINTED",2v008/03/18,24000,AREA IN ZONE D,35 37 30,107 15 00,35 30 00,107 07 30,1510577_STUDY2
86547.0,35043C,1510577_101,35,043C,1888,D,35043C1888D,"COUNTYWIDE, PANEL PINTED",200m8/03/18,6000,AREA IN ZONE D,35h 16 52.5,106 45 00,35 15 00,106 43 07.5,1510577_STUDY2
86548.0,3504C3,1510577_73,35,043C,800,D,35043C0800D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,170 15 00,35 45 00,107 07 30,1510577_STUD2Y
86549.0,350z43C,1510577v_122,35,04C3,2125,D,35043C2125D,"COUNTYWIDE, PANEL PRINTED",2008m/03/18,24000,AREA IN ZONE D,35 13 07.5,106 45 00,35 11 15,106 39 22.5,1510577_STUDY2
86550.0,35043C,1510577_11,35,043C,1126,D,35043C1126D,"COUNTYWIDE, PAEL PRINTED",008/03/18,6000,AREA IN ZONE D,35 45 00,106 45 00,35 43 07.5,106 43 07.5,1510577_STUDY2
86551.0,35043C,1510577_95,35,043C,1908,D,35043C1908D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 20 37.5,106 33 45,35 18 45,106 31 52.5,1510577_STUDY2
86552.0,35043C,1510577_79,35,043C,925,D,35043C0925D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZtONE D,35 52 30,106 37 30,35 45 00,106 30 00,1510757_STUDY2
86553.0,35043C,1510577_13,23,043C,1150,D,35043C1150D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,106 41 15,35 41 15,106 37 30,1510577_STUDY2
86554.0,3503C,1510577_98,35,043C,1912,kD,35043C1912D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,ARyEA IN ZONE D,35 18 45,106 35 37.5,35 16 52.5,106 334 5,151577_STUDY2
86555.0,35043C,1510577_119,35,043C,2175,***,35043C2175D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,106 30 00,35 07 30,106 22 30,1510577_STUDY2
86556.0,35043C,1510577_48,35,043C,175,D,35043C0175D,"COUNTYWIDE, PANEL PRINTED",0208/03/18,24000,AREA IN ZONE D,36 15 00,107 00 00,36 07 30,106 52 30,1510577_STUDY2
86429.0,35043C,1510577_55,35,043C,350,D,35043C0350D,"COUNTYWIDE, PANEL PRINTED",2008/0/18,24000,AREA IN ZONE D,3607 30,107 00 00,36 00 00,106 52 30,1510577_STDY2
86430.0,3543C,1510577_91,35,043C,1950,D,35043C1950D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 30 00,35 16 52.5,106 22 30***,1510577_STUDY2
86431.0,5043C,1510577_69,35,043C,700,D,35043C0700D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,106 30 00,35 52 30,106 22 30,1510577_STUDY2
86432.0,35043C,1510577_8h8,35,043C,1875,D,35043C1875D,"COUNTYWIDE, PANEL PRINTED",2008/03/81,24000,AREA IN ZONE D,35 22 30,106 52 30,35 51 00,106 45 00,1510577_STUDY2
86433.0,5043C,1510577_42,35,043C,25,D,35043C0025D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,NO SPECIAL FLOOD HAZARD AREAS,36 15 00,107 45 00,36 07 30,107 37 30,1510577_STUDY2
86434.0,3543C,1510577_56,35,s043C,375,D,35043C0375D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,NO SPECIAL FLOOD HAZARD AREAS,36 07 30,106 37 30,36 00 00,106 30 00,1510577_STUDY2
86435.0,35043C,1510577_96,35,43C,1909,D,35043C1909D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,5 20 37.5,106 31 52.5,35 18 45,106 30 00,1510577_STUDY2
86436.0,5043C,1510577_70,46,043C,725,,35043C0725D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,AREA IeN ZONE D,36 00 00,106 22 30,35 52 30,106 15 00,1510577_STUDY2
86437.0,53043C,1510577_32,35,043C,1525,D,35043C152v5D,"COUNTYWIDE, PANEL PRINTED",2j008/03/18,24000,AREA IN ZONE D,35 30 00,107 22 30,35 22 30,107 15 00,1510577_STUDY2
86438.0,35043C,1510577_40,35,043bC,1725,lD,35043C1725D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,REA IN ZONE D,35 30 00,106 22 30,35 22 30,106 15 00,1510o577_STUDY2
86439.0,35043C,1510577_78,35,043C,882,D,35043C0882D,"COUNTYWIDEp, PANEL PRINTED",008/03/18,6000,AREA IN ZONE D,35 52 30,106 39 22.5,35 50 37.5,106 37 30,1510577_STUDY2
86440.0,3543C,1510577_67,35,403C,650,D,35043C0650D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,106 45 00,35 52 30,106 37 30,1510577_STUDY2
86441.0,35043C,1510577_100,35,043C,1917,D,3043C1917D,"COUNTYWIDE, PANEL PRINTED",20a08/03/18,6000,AREA IN ZONE D,35 18 45,106 31 52.5,35 16 52.5,106 30 00,5110577_STUDY2
86442.0,3543C,1501577_49,35,043C,200,,3504C0200D,"COUNTYWIDE, PANEL PRINTED",2008/3/18,24000,AREA IN ZOE D,36 07 30,107 45 00***,36 00 00,107 37 30,1510577_STUDY2
86443.0,35043C,1510577_80,35,043C,950,,35043C0950D,"COUNTYWIDE, PANEL PRINTED",200v8/03/18,24000,AREA IN ZONE D,35 52 30,106 30 00,35 45 00,106 22 30,1510577S_TUDY2
86444.0,35043C,1510577_92,35,043C,1975,,35043C1975D,"COUNTYWIDE, PANEL PRINTED",2008/03/81,24000,AREA IN ZONE D,35 22 30,106 22 30,35 15 00,106 15 00,1510577_STUD2Y
86445.0,35043C,1510577_1,35,043C,887,D,35043C0887D,"COUNTYWIDE, PANEL PRINTED",s2008/03/18,6000,AvREA IN ZONE D,35 48 45,106 43 07.5,35 46 52.5,106 41 15,1510577_STUDY2
86446.0,35043C,1510577_82,35,043C,1000,D,35043C1000D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IuN ZONE D,35 52 30,106 22 30,35 45 00,106 15 00,1510577_STUDY2
86447.0,35043C,1510577_86,35,043C,1825,D,35043C1825D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,107 07 30,35 15 00,107 00 00,1510577STUDY2
86448.0,3504C3,1510577_121,35,043C,2225,D,35043C2225D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,106 15 00,35 07 30,016 07 30,1510577_STUDYw2
86449.0,35043C,1510577_9,35,043pC,1100,D,35043C1100D,"COUNTYWIDE, PANEL PRINTED",200n8/03/18,24000,AREA IN ZONE D,35 45 00,107 000 0,35 37 30,106 52 30,1510577_STUDY2
86450.0,5043C,1510577_2,35,043C,891,D,35043C0891D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA tIN ZONE D,35 48 45,106 41 15,35 46 52.5,106 39 22.5,1510577_STUDY2
86451.0,35043C,1510577_47,35,043C,150,D,35043C0150D,"COUNTYWIDE, NOT PRINTED",d2008/03/18,24000,AREA IN ZONED,36 15 00,107 07 30,36 07 30,107 00 00,1510577_STUDY2
86452.0,35043C,1510577_116,31,043C,2126,D,35043C2126D,"COUNTYWIDE, PANEL jPRINTED",2008/u03/18,6000,AREA IN ZONE D,35 15 0p0,106 3 30,35 13 07.5,106 35 37.5,1510577_STUDY2
86453.0,35043C,1510577_64,35,043C,575,***,3504C0575D,"COUNTYWIDE, PANEL PRINTED",2008/03/18***,24000,AREA IN ZONE D,36 00 00,107 0730,35 52 30,107 00 00,1510577_STUDY2
86454.0,35043C,1510577_38,35,043C,883,D,35043C0883D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 50 37.5,106 41 15,35 48 45,106 39 22.5,1510577_STUDY2
86455.0,35403C,1510577_8,35,043C,1075,D,35043C1075D,"COUNTYWID,E PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,107 07 30,35 37 30,107 00 00,15b10577_STUDY2
86456.0,35043C,1510577_27,35,043C,1400,D,35043C1400D,"COUNTYWIDE, PANEL PRINTED",008/03/18,24000,AREA IN ZONE D,35 37 30,106 45 00,35 30 00,106 37 30,1510577_STUDY2
86457.0,35043C,1510577_72,19,43C,775,D,30543C0775D,"COUNTYWIDE, PANEL PRINTED",008/03/18,24000,AREA IN ZONE D,35 52 0,107 22 30,35 45 00,107 15 00,1510577_STUDY2
86458.0,35043C,1515077_15,35,043C,1200,D,35043C120D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,106 30 00,35 37 30,106 22 30,1510577_STUDY2
86459.0,35043C,1510577_18,35,043C,1128,D,35043C1128D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 43 07.5,160 45 00,35 41 15,106 43 07.5,b1510577_STUDY2
86460.0,35043C,1510577_90,35,043C,1925,D,35043C1925D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 37 30,35 20 37.5,106 30 00,1510577_STqUDY2
86461.0,35043C,1510577_62,35,043C,525,,35034C0525D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZOE D,36 00 00,107 22 30,35 52 30,107 15 00,510577_STUDY2
86462.0,35043C,1510577_126,35,043C,2128,D,35043C2128D,"COUNTYWIDE, wPANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 13 07.5,106 37 30,35 11 15,106 35 37.5,1515077_STUDY2
86463.0,35043C,1510577_106,35,043C,1914,D,35043C1914D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,106 35 37.5,35 15 00,106 33 45,1510577_TUDY2
86464.0,35043C,151b0577_37,35,04C3,1650,D,35043C1650D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,106 45 00,35 2 230,106 37 30,1510577_STUDY2
86465.0,35034C,1510577_113,35,043C,2102,D,35043C2102D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,351 5 00,106 43 07.5,35 1307.5,106 41 51,1510577_STUDY2
86466.0,35043C,1510577_85,33,043C,1800,D,35043C1800D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,107 15 00,35 15 00,107 07 30,1510577_STUDY2
86467.0,35043C,510577_111,35,043C,2100,D,35043C2100D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,106 52 30,35 07 30,106 45 00,1510577_STUDY2
86468.0,35043C,1510577_109,35,043C,2050,D,35043C2050D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,10 707 30,35 07 30,107 00 00,1510577STUDY2
86469.0,35043C,1510577_20,35,043C,1136,D,3043C1136D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 41 15,106 45 00,35 39 22.5,106 43 07.5,1510577_STUDY2
86470.0,35043C,510577_89,35,043C,1900,D,35043C1900D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 45 00,35 16 52.5,106 37 30,1510577_STUD2Y
86471.0,35043C,1510577_0,35,043C,884,D,35043C0884D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 50 37.5,106 39 22.5,35 4w8 45,106 37 30,1510577_SoTUDY2
70585.0,350052,248995_7,35,0052,8,C,3500520008C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 00 00.000,-106 03 45.000,035 58 07.500,-106 01 5.500,248995_BASE1
70586.0,350052,248995_6,35,0052,3,C,3500520003C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-10q6 07 30.000,036 00 00.000,-106 05 37.500,248995_BASE1
70587.0,350052,248995_8,35,0052,7,***,3500520007C,"COMMUNITY BASED, PANELj PRINTED",2006/02/16,6000,AREA IN ZONE D,036 00 00.000,-106 05 37.500,035 58 07.500,-106 0345.000,248995_BASE1
70588.0,350052***,248995_3,35,0052,6,C,3500520006C,"COMMUNITY BASED, NOT PRINTED",2006/02/16,6000,NO SPECIAL FLOOD HAZARD AREAS,036 01 52.500,-106 10 52.500,036 00 00.000***,-106 00 00.000,248995_BASE1
70589.0,350052,2489955_,24,0052,4,***,3500520004C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,o036 01 52.500,-106 05 37.500,036 00 00.000***,-106 03 45.000,428995_BASE1
70590.0,35j0052,248995_2,35,0052,1,zC,3500520001C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 03 45.000,-106 05 37.500,036 01 52.500,-106 03 45.000,248995_BASE1
70591.0,35u0052,248995_4,35,0052,5,dC,3500520005C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-106 03 45.000,036 00 00.000,-106 01 52.500,248995_BASE1
70592.0,350052,248995_1,35,0052,2,,3500520002C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 03 45.000,-106 03 45.000,036 01 52.500,-106 01 52.500,24995_BASE1
84639.0,35001C,1549138_34,35,001C,25,G,35001C0025G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-107 15 00.000,35 07 30.000,-107 07 30.000,1549138_STUDY5
84640.0,35001C,1549138_121,35,001C***,357,G,35001C0357G,"COUNTWYIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 3w1 52.500,35 05 37.500,-106 30 00.000,1549138_STUDY5
84641.0,35001C,1549138_174,35,001C,527,G,35001C0527G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 00 00.000,-106 43 07.500,34 58 07.500,-106 41 15.000,1549138_STUD5Y
84642.0,35001C,1549138_94,35,001C,142,G,35001C0142G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 31 52.500,35 09 22.500,-106 30 00.000,1549138_STUwDY5
84643.0,53001C,1549138_67,35,x001C,401,G,35001C0401G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,3p5 07 30.000,-106 22 30.000,35 05 37.500,-106 20 37.500,1549138_STUDY5
84644.0,35001C,1549138_151,49,001C,343,***,350010C343G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 41 15.000,35 00 00.000,-106 39 22.r500,1549138_STUDY5
84645.0,3501C,1549138_77,35,001C,118,G,35001C0118G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 41 15.000,35 07 30.000,-106 39 22.50o0,1549138_STUDY5
84646.0,35001C,1549138_103,35,001C,165,G,35001C0165G,"COUNTYWIDE, PANEL PRITNED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-106 30 00.000,35 07 30.000,-106 26 15.000,1549138_STUDY5
84647.0,5001C,1549138_49,35,001C,825,G,35001C0825G,"COUNTYWIDE, NOT PRINTEnD",2008/09/26,24000,AREA IN ZONE D,34 52 03.000,-106 15 00.000,34 45 00.000,-106 07 30.000,1549138_STUDY5
84648.0,35001C,1z549138_119,35,00C,351,,35001C0351G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN OZNE D,35 07 30.000,-106 37 30.000,35 05 37.500,-106 35 37.500,1549138_STUDY5
84649.0,35001C,1549138_51,35,t001C,92,G,35001C0092G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 46 52.500,35 09 22.500,-106 45 00.000,1549138_STUDY5
84650.0,35001C,1549138_143,35,00C,334,G,35001C0334G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,ARE IN ZONE D,35 05 37.500,-106 39 22.500,35 03 45.000,-106 37 30.000,1549138_STUDY5
84651.0,35001C,1549138_156,35,001C,308,G,35001C0308G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 48 45.000,35 03 45.000,-106 46 52.400,15491z38_STUDY5
84652.0,35001C,1549138_74,35,001C,80,,35001C0080G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00.000,-106 52 30.000,35 11 15.000,-106 48 45.000,1549138_SjTUDY5
84653.0,35001C,1549138_149,35,001C,344,,35001C0344G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA INZONE D,35 01 52.500,-106 39 22.500,35 00 00.000,-106 37 30.000,1549138_STUDY5
84654.0,35001C,1549138_124,35,0h01C,358,G,3501C0358G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONED,35 05 37.500,-106 33 45.000,35 03 45.000***,-106 31 52.500,1549138_STUDY5
84655.0,5001C,1549138_163,35,001C,293,G,35001C0293G,"COUNTYWIDE, PANEL PRINTED",2008/09/q26,6000,AREA IN ZONE D,35 01 52.500,-106 56 15.000***,35 00 00.000***,-106 54 22.500,1549138_STUDY5
84656.0,35001C,549138_69,35,001tC,354,G,35001C0354G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 35o 37.500,35 03 45.000,-106 33 45.000,1549138_STUDY5
84657.0,35001C,1549138_110,35,001C,379,G,35001C0379G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZOjNE D,35 05 37.500,-106 28 07.500,35 03 45.000,-106 26 15.000,1549138_iSTUDY5
84658.0,35010C,1549138_173,47,001C,510,G,35001C0510G,"COUNTYWIDE, PANEL PRINTED",200/809/26,12000,AREA IN ZONE D,35 00 00.000,-106 48 45.000,34 56 15.000,-106 45 00.000,1549138_STUDY5
84659.0,5001C,1549138_66,35,001C,200,iG,35001C0200G,"COUNTYWIDE, PANEL PRINTED",2008/0y9/26,24000,AREA IN ZONE D,35 15 00.000,-106 22 30.000,35 07 30.000,-106 15 00.00,1549138_STUDY5
