county,statevalue,fips(long),datevalue,lat(double precision),lon(double precision),cases(long),deaths(long),statecases(long),statedeaths(long),newcases(long),newdeaths(long),newstatecases(long),newstatedeaths(long)
Los Angeles,lCalifornia,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,2793776,30650,8961636.0,85043,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,2793844,30745,8961636.0,85043,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,2796560,30716,4418368.0,85468,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,39.14112461201795,-118.2282411,2797628,30773,8981736.0,85557,0,0,0,0
Los Angeles,California,6037,02/04/2022 12:00:00 AM,20.690445386294947,-118.2282411,2799169,30853,4472759.0,85827,0,0,0,0
Los Angeles,Californai,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,2800741,30911,4659062.0,86026,0,0,0,0
Los Angeles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,2802123,30957,4435277.0,86238,0,0,0,0
Los Angeles,California,6037,09/26/2021 12:00:00 AM,34.30828379,-118.2282411,2803476,31005,9005322.0,86286,0,0,0,0
Los Angeles,California,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,2803507,31057,9005322.0,86286,0,0,0,0
Los Angeles,California,7749,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,2805119,31046,9016117.0,86631,0,0,0,0
Lo sAngeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,2805949,31084,9019399.0,86699,0,0,0,0
LosAngeles,California,6037,09/06/2021 12:00:00 AM,38.327060831945545,-118.2282411,2807057,31138,4797024.0,86908,0,0,0,0
Los Angeles,California,6501,09/21/2021 12:00:00 AM,34.30828379,-118.2282411,1806828,27698,4418368.0,76760,26674,27,39356,126
Los Angeles,California,6037,09/06/2021 12:00:00 AM,18.84556285803391,-118.2282411,2710362,29280,4608351.0,80917,0,0,26,0
Lo sAngeles,California,6037,09/26/2021 12:00:00 AM,34.30828379,-118.2282411,2808409,31178,4629254.0,87077,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,2859799,31924,9192666.0,90014,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,2974197,32129,9570326.0,91311,0,0,0,0
Los Angeles,California,7152,09/03/2021 12:00:00 AM,17.379115000610824,-118.2282411,2976323,32133,4472759.0,91382,0,0,0,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,2980708,32136,9618950.0,91406,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,34.30828379,-100.28010471862774,2985665,32146,9623913.0,91427,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,2990651,32154,9661436.0,91502,0,0,0,0
Los Angeles,California,6037,09/07/2021 12:00:00 AM,34.30828379,-105.64572335117757,2990742,32167,9661436.0,91502,0,0,0,0
Los Angeles,California,8331,09/11/2021 12:00:00 AM,34.30828379,-146.78091480618306,2990714,32185,9661436.0,91502,0,0,0,0
Los Angeles,California,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,3004975,32168,9675780.0,91516,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,3008619,32178,9730176.0,91576,0,0,0,0
Los Angeles,alifornia,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,3014758,32186,9736634.0,91595,0,0,0,0
os Angeles,California,6037,09/21/2021 12:00:00 AM,34.30828379,-118.2282411,3019550,32193,4497470.0,91609,0,0,0,0
Los Angeles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329.0,91697,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,3025767,32201,9790329.0,91696,0,0,0,-1
Los Angeles,California,7456,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,3025704,32276,9790329.0,91696,0,0,0,-1
LosAngeles,California,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,3025731,32280,9790329.0,91696,0,0,0,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,3038588,32218,9803246.0,91713,0,0,0,0
Los Angeles,California,6037,09/21/2021 12:00:00 AM,34.30828379,-152.00538039567255,3041815,32227,9851436.0,91793,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,3047469,32236,9857418.0,91821,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,34.30828379,-118.2282411,3051930,32245,4405324.0,91832,0,0,445,0
Los Angeles,California,6037,09/23/2021 12:00:00 AM,34.30828379,-118.2282411,3057004,32250,9894792.0,91922,0,0,0,0
Los Angeles,California,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,3057004,32250,4360789.0,91922,0,0,0,0
Los Angeles,California,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,3069037,32261,9906825.0,91933,12033,11,12033,11
Los Angeles,California,6037,08/28/2021 12:00:00 AM,48.5809129667315,-118.2282411,3071314,32263,9957527.0,91992,2277,2,50702,59
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,3076849,32271,9963596.0,92008,0,0,0,0
Los Angeles,California,8971,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,3082401,32283,4644566.0,92035,0,0,0,0
Los Angles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,3088482,32349,10024838.0,92113,0,0,0,0
tLos Angeles,California,3270,09/26/2021 12:00:00 AM,34.30828379,-118.2282411,3088554,32291,10024838.0,92113,0,0,0,0
Los Angeles,California,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,3088551,32378,10024838.0,92113,0,0,0,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,3102110,32308,4360789.0,92131,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,34.30828379,-118.2282411,3105867,32316,10089246.0,92207,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-98.80669358705636,3112364,32325,10096131.0,92235,0,0,0,0
Los Angeles,California,6037,09/23/2021 12:00:00 AM,34.30828379,-118.2282411,3118053,32334,4668924.0,92249,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,3125299,32344,4659062.0,92386,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,3125299,32344,10157114.0,92386,0,0,0,0
Los Angeles,Californai,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,3125395,32421,10157114.0,92386,0,0,0,0
Los Angelse,California,6037,09/03/2021 12:00:00 AM,34.30828379,-105.2048232044977,3140615,32361,10172430.0,92403,0,0,0,0
Los Angeles,California,6037,09/26/2021 12:00:00 AM,34.30828379,-118.2282411,3143536,32371,10224139.0,92475,0,0,0,0
Los Angeles,California,6037,09/23/2021 12:00:00 AM,34.30828379,-118.2282411,3148370,32385,8873200.0,92510,0,0,0,0
Los Angeles,Calijfornia,6037,09/04/2021 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10234613.0,92530,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10274349.0,92629,0,0,0,0
Los Angeles,California,6037,09/22/2021 12:00:00 AM,17.99854494094316,-160.62926940303362,3153696,32480,10274349.0,92629,0,0,0,0
Los Angeles,California,6037,01/13/2022 12:00:00 AM,34.30828379,-118.2282411,1843922,27728,4472759.0,76792,37094,30,86590,32
Los Angeles,iCalifornia,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,2010964,27798,4678891.0,77203,0,0,0,0
Los Angeles,California,6037,10/23/2021 12:00:00 AM,34.30828379,-122.90229372097583,2810308,31225,4636268.0,87219,0,0,0,0
Los Angeles,California,4909,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,2811864,31275,9037504.0,87269,0,0,0,0
Los Angeles,California,4484,09/04/2021 12:00:00 AM,34.30828379,-118.2282411,2811890,31336,9037504.0,87269,0,0,0,0
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,2813689,31315,9046404.0,87566,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,2814409,31343,9047972.0,87607,0,0,0,0
Los Angeles,California,6037,03/13/2022 12:00:00 AM,34.30828379,-118.2282411,2815379,31372,4608351.0,87750,0,0,0,0
Los nAgeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,2817190,31408,4418368.0,87888,0,0,0,0
Los Angeles,California,4924,01/13/2022 12:00:00 AM,34.30828379,-118.2282411,2820159,31443,4629254.0,88004,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,2823389,31478,9065637.0,88024,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,2859891,31940,9192666.0,90014,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,2859882,32011,9192666.0,90014,0,0,0,0
Los Angeles,California,6037,09/27/2021 12:00:00 AM,25.830676498437786,-118.2282411,2864284,31938,4811779.0,90033,0,0,0,0
Los Ageles,California,6037,09/08/2021 12:00:00 AM,30.50554255002335,-118.2282411,2865825,31941,6924718.0,90136,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,2867415,31951,4659062.0,90168,0,0,0,0
Los Angeles,California,5789,03/13/2022 12:00:00 AM,34.30828379,-118.2282411,2869785,31959,4489563.0,90176,0,0,0,0
Los Angeles,California,3311,09/08/2021 12:00:00 AM,34.30828379,-73.89628167572965,2872203,31959,4659062.0,90329,0,0,0,0
Los eAngeles,California,6037,04/27/2022 12:00:00 AM,34.30828379,-118.2282411,2872203,31959,4472759.0,90329,0,0,0,0
Los Angeles,California,6037,04/28/2022 12:00:00 AM,34.30828379,-70.37353502068544,2872203,31959,9236835.0,90329,0,0,2530,0
Los Angeles,alifornia,6037,04/29/2022 12:00:00 AM,34.30828379,-118.2282411,2877960,31970,9242735.0,90340,0,0,0,0
Los Angeles,California,6037,04/30/2022 12:00:00p AM,34.30828379,-118.2282411,2879817,31977,9261886.0,90442,0,0,0,0
Lo sAngeles,California,6037,05/01/2022 12:00:00 AM,34.30828379,-118.2282411,2882279,31982,9264611.0,90471,0,0,0,0
Los Angeles,California,6037,05/0z2/2022 12:00:00 AM,34.30828379,-118.2282411,2882334,31995,9264611.0,90471,0,0,0,0
Los Angeles,California,6037,050/3/2022 12:00:00 AM,34.30828379,-118.2282411,2888408,32019,9288293.0,90497,0,0,0,0
Los Angeles,California,6037,05/04/2022 12:00:00 AM,34.30828379,-118.2282411,2888455,31991,9288293.0,90497,0,0,0,0
Los Angeles,California,6037,05/05/2022 12:00:00 AM,34.30828379,-118.2282411,2888425,32087,9288293.0,90497,0,0,0,0
Lo sAngeles,California,6037,05/06/2022 12:00:00 AM,42.635701998408194,-118.2282411,2895400,31996,9295307.0,90503,0,0,0,0
Los Angeles,California,6037,05/07/2022 12:00:00 AM,34.30828379,-118.2282411,2897513,32000,9320578.0,90611,0,0,0,0
Los Angeles,California,6037,05/08/2022 12:00:00 AM,34.30828379,-118.2282411,2900449,32007,9323818.0,90623,0,0,0,0
Los Angeles,California,6037,05/09/2022 12:00:00 AM,34.30828379,-118.2282411,2903779,32016,9327154.0,90646,0,0,0,0
Los Angeles,Calfornia,6037,05/10/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673.0,90782,0,0,0,0
Los Angeles,California,6037,05/11/2022 12:00:00 AM,29.239069730245014,-118.2282411,2907791,32092,9349673.0,90780,0,0,0,0
Los Angeles,California,6037,05/12/2022 12:00:00 AM,34.30828379,-118.2282411,2907812,32116,9349673.0,90782,0,0,0,0
Ls Angeles,California,6037,05/13/2022 12:00:0 AM,34.30828379,-118.2282411,2915694,32037,9357665.0,90799,0,0,0,0
Los Angeels,California,5096,05/14/2022 12:00:00 AM,26.36848802793134,-118.2282411,2917892,32045,9398581.0,90887,0,0,0,0
Los Angeles,Cfalifornia,7580,05/15/2022 12:00:00 AM,34.30828379,-118.2282411,2922210,32055,9403268.0,90904,0,0,0,0
Los Angees,California,6037,05/16/2022 12:00:00 AM,34.30828379,-118.2282411,2926848,32064,9407983.0,90918,0,0,0,0
Los Angeles,California,6037,05/17/2022 12:00:00 AM,34.30828379,-118.2282411,2929950,32095,9449915.0,91044,0,0,0,0
Los Angeles,California,6037,05/18/2022 12:00:00 AM,34.30828379,-160.68157130650212,2930049,32074,9449915.0,91044,0,0,0,0
os Angeles,California,6037,05/19/2022 12:00:00 AM,34.30828379,-118.2282411,2930036,32126,9449915.0,91044,0,0,0,0
Los Angeles,California,6037,05/20/2022 12:00:00 AM,34.30828379,-118.2282411,2942149,32086,9462134.0,91057,0,0,0,0
Los Angeles,California,6037,05/21/2022 12:00:00 AM,34.30828379,-118.2282411,2945669,32095,9506402.0,91154,0,0,0,0
Los Angeles,California,6037,05/22/2022 12:0000 AM,34.30828379,-118.2282411,2949830,32101,9510881.0,91176,0,0,0,0
Los Angeles,California,6037,05/23/2022 12:00:00 AM,34.30828379,-162.5920438737442,2955954,32109,9517026.0,91199,0,0,0,0
Los Angeles,California,6037,01/052/022 12:00:00 AM,34.30828379,-118.2282411,1967443,27785,6085177.0,77056,45553,13,47661,13
Los Angeleqs,California,6037,05/24/2022 12:00:00 AM,34.30828379,-118.2282411,2961673,32117,9557802.0,91299,0,0,0,0
Los Angeles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,3025758,32258,9790384.0,91721,77,80,21,25
Los Angeles,California,6037,06/18/2022 12:00:0 AM,34.30828379,-111.5851868216082,3071390,32325,9957527.0,91992,0,0,0,0
Los Angeles,California,6037,07/07/20p22 12:00:00 AM,34.30828379,-118.2282411,3153718,32448,10274349.0,92629,0,0,0,0
Los Angeles,California,6037,08/21/2022 12:00:00 AM,36.887451126943006,-118.2282411,3390012,33060,11022585.0,94625,0,0,0,0
Los Angeles,California,6037,08/22/2022 12:00:00 AM,34.30828379,-118.2282411,3392984,33076,11025557.0,94644,0,0,0,0
Los Angeles,California,6037,08/23/2022 12:00:00 AM,34.30828379,-118.2282411,3396657,33096,11057328.0,94812,0,0,0,0
Los Angeles,California,6037,01/06/2022 12:00:00 AM,34.30828379,-118.2282411,2010964,27798,6313572.0,77203,43521,13,228395,147
Los Angeles,California,6037,05/25/2022 12:00:00 AM,34.30828379,-130.8412751824506,2961714,32158,9557802.0,91299,0,0,0,0
Los Angeles,California,6037,05/26/2022 12:00:00 AM,34.71817961854811,-118.2282411,2961692,32123,9557802.0,91299,0,0,0,0
os Angeles,California,6037,07/08/2022 12:00:00 AM,34.30828379,-118.2282411,3178242,32451,10298922.0,92684,0,0,0,0
Los Anegles,California,6037,07/09/2022 12:00:00 AM,34.30828379,-118.2282411,3183359,32464,10360542.0,92758,0,0,0,0
Los Angeles,Califeornia,6037,07/10/2022 12:00:00 AM,34.30828379,-118.2282411,3189901,32478,10367437.0,92784,0,0,0,0
Los Angeles,California,6037,07/112/022 12:00:00 AM,20.344738293187213,-118.2282411,3198377,32492,10375920.0,92805,0,0,0,0
Los Angeles,California,6037,07/12/2022 12:00:00 AM,34.30828379,-134.18772969858748,3207071,32508,10397268.0,92904,0,0,0,0
Los Angeles,California,6037,07/13/2022 12:00:00 AM,34.30828379,-62.148547413892345,3207071,32508,10436723.0,92903,0,0,0,0
Los Agneles,California,6037,07/14/2022 12:00:00 AM,34.30828379,-168.6312049639903,3207105,32534,10436723.0,92903,0,0,0,0
Los Angeles,California,6037,07/15/2022 12:00:00 AM,34.30828379,-165.05165172187174,3225697,32537,10455363.0,92932,0,0,0,0
Los Angeles,California,6037,07/16/2022 12:00:00 AM,34.30828379,-118.2282411,3230019,32549,10508352.0,93003,0,0,0,0
Los Angeles,California,6037,07/17/2022 12:00:00 AM,34.30828379,-118.2282411,3236632,32566,10515406.0,93046,0,0,0,0
Los Angefles,California,6037,07/18/2022 12:00:00 AM,34.30828379,-118.2282411,3245259,32584,10524049.0,93076,0,0,0,0
Los Angeles,Califrnia,6037,07/19/2022 12:00:00 AM,34.30828379,-118.2282411,3253368,32604,10580256.0,93209,0,0,0,0
Los Angeles,California,7535,07/20/2022 12:00:00 AM,34.30828379,-118.2282411,3253323,32682,10580256.0,93209,0,0,0,0
Los Angeles,California,6037,07/21/2022 12:00:00 AM,34.30828379,-118.2282411,3253337,32642,10580256.0,93209,0,0,0,0
Los Angeles,California,6037,07/22/2022 12:00:00 AM,34.30828379,-118.2282411,3268588,32637,10595521.0,93243,0,0,0,0
Los Angeles,California,6037,07/23/2022 12:00:00 AM,34.30828379,-118.2282411,3272097,32654,10644446.0,93319,0,0,0,0
Los Angeles,California,6037,07/24/2022 12:00:00 AM,34.30828379,-118.2282411,3279517,32674,10652220.0,93355,0,0,0,0
Los Angeles,California,6037,07/25/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10659174.0,93372,0,0,0,0
Los Angeles,California,8289,07/26/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10696343.0,93474,-6221,-17,-6221,-17
Los qAngeles,California,6037,07/27/2022 12:00:00 AM,34.30828379,-118.2282411,3286541,32711,10696343.0,93474,-6221,-17,-6221,-17
Los Angeles,California,6037,07/28/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32743,10696343.0,93474,-6221,-17,-6221,-17
Lojs Angeles,California,6037,07/29/2022 12:00:00 AM,25.247149520719656,-118.2282411,3286472,32734,10696343.0,93474,-19501,-56,-19501,-56
Los Angeles,California,4129,07/30/2022 12:00:00 AM,34.30828379,-118.2282411,3286477,32722,10696343.0,93474,-22814,-72,-65355,-135
Los Angeles,California,6037,07/31/2022 12:00:00 AM,34.30828379,-118.2282411,3315921,32785,10768334.0,93655,0,0,0,0
Los Angeles,California,6037,08/01/2022 12:00:00 AM,34.30828379,-92.04838174912656,3320781,32807,10773393.0,93688,0,0,0,0
Los Angeles,California,6037,08/02/2022 12:00:00 AM,34.30828379,-118.2282411,3325622,32826,10810291.0,93816,0,0,0,0
Los Angeles,California,6037,08/03/2022 12:00:00 AM,34.30828379,-118.2282411,3325716,32831,10810291.0,93816,0,0,0,0
Los Angeles,California,6037,08/04/2022 12:00:00 AM,34.30828379,-118.2282411,3325709,32833,10810291.0,93816,0,0,0,0
Los Angeles,California,6037,08/05/2022 12:00:00 AM,34.30828379,-118.2282411,3335973,32856,10820659.0,93846,0,0,0,0
Los Angeles,California,3338,08/06/2022 12:00:00 AM,34.30828379,-118.2282411,3338352,32869,10824009.0,93924,0,0,0,0
Los Angeles,Califorina,6037,08/07/2022 12:00:00 AM,34.30828379,-118.2282411,3342851,32888,10861313.0,93958,0,0,0,0
Los Angeles,California,6037,08/08/2022 12:00:00 AM,34.30828379,-118.2282411,3347143,32903,10865618.0,93981,0,0,0,0
Los Angeles,Caltifornia,6037,08/09/2022 12:00:00 AM,34.30828379,-118.2282411,3351082,32922,10901301.0,94119,0,0,0,0
Los Angeles,California,6037,08/10/2022 12:00:00 AM,39.60874338277557,-118.2282411,3351116,32992,10901301.0,94119,0,0,0,0
Los Angeles,California,7256,08/11/2022 12:00:00 AM,34.30828379,-118.2282411,3351082,32922,10901310.0,94119,0,0,0,0
Los Angeles,California,6037,08/12/2022 12:00:00 AM,34.30828379,-118.2282411,3361061,32948,10911292.0,94147,0,0,0,0
Los Angeles,Claifornia,6037,08/13/2022 12:00:00 AM,45.29698371978441,-118.2282411,3363706,32961,10942596.0,94240,0,0,0,0
Los Angeles,California,6037,08/14/2022 12:00:00 AM,34.30828379,-118.2282411,3368366,32975,10947264.0,94276,0,0,0,0
Los Angeles,California,6037,0/15/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10950572.0,94298,0,0,0,0
Los Angeles,California,6037,08/16/2022 12:00:00 AM,34.30828379,-118.2282411,3371714,33050,10978199.0,94440,0,0,0,0
Los Angeles,California,6037,08/17/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10978199.0,94440,0,0,0,0
Los Angeles,California,6037,08/18/2022 12:00:00 AM,34.30828379,-118.2282411,3371705,33033,10978199.0,94440,0,0,0,0
Los Angeles,California,6037,08/19/2022 12:00:00 AM,34.30828379,-118.2282411,3383792,33027,10990337.0,94476,0,0,0,0
Los Angeles,California,6037,08/20/2022 12:00:00 AM,34.30828379,-118.2282411,3386161,33041,11018223.0,94590,0,0,0,0
Los Angeles,California,6037,03/24/2020 12:00:00 AM,34.30828379,-118.2282411,1465,26,5110.0,147,0,0,431,48
Los Angeles,California,6037,03/25/2020 12:00:00 AM,34.30828379,-118.2282411,1829,32,5863.0,129,364,6,753,-18
Los Angeles,Califorina,6037,03/26/2020 12:00:00 AM,34.30828379,-118.2282411,2474,44,7155.0,149,645,12,1292,20
Los Angeles,California,6037,03/27/2020 12:00:00 AM,34.30828379,-118.2282411,3019,54,8233.0,173,545,10,1078,24
Los Angeles,California,6037,03/28/2020 12:00:00 AM,34.30828379,-118.2282411,3518,64,9431.0,200,499,10,1198,27
Los Angeles,California,6037,03/29/2020 12:00:00 AM,34.30828379,-118.2282411,4045,78,10809.0,241,527,14,1378,41
Los Angeles,California,6037,03/30/2020 12:00:00 AM,34.30828379,-118.2282411,4566,89,12044.0,267,521,11,1235,26
Los Angeles,California,6037,03/31/2020 12:00:00 AM,27.81619022650045,-118.2282411,4605,93,12839.0,287,39,4,795,20
Los Angeles,California,6037,04/01/2020 12:00:00 AM,37.50634215318287,-118.2282411,5955,132,15035.0,351,1350,39,2196,64
Los Angeles,California,6037,04/02/2020 12:00:00 AM,34.30828379,-118.2282411,6377,147,16041.0,384,422,15,1006,33
Los Ageles,California,6037,04/03/2020 12:00:00 AM,34.30828379,-118.2282411,6936,169,17369.0,431,559,22,1328,47
Los Angeles,California,6037,04/04/2020 12:00:00 AM,34.30828379,-118.2282411,7559,198,18934.0,497,623,29,1565,66
Los Angeles,California,6037,04/05/2020 12:00:00 AM,34.30828379,-118.2282411,7955,223,19745.0,551,396,25,811,54
Los Anmgeles,California,6037,04/06/2020 12:00:00 AM,34.30828379,-118.2282411,8443,242,21120.0,590,488,19,1375,39
LosAngeles,California,6037,04/07/2020 12:00:00 AM,34.30828379,-118.2282411,8453,244,21720.0,609,10,2,600,19
Los Angeles,California,6037,04/08/2020 12:00:00 AM,34.30828379,-118.2282411,8894,269,22810.0,645,441,25,1090,36
Lots Angeles,California,6037,04/09/2020 12:00:00 AM,34.30828379,-118.2282411,9433,322,23959.0,711,539,53,1149,66
LosA ngeles,California,6037,04/10/2020 12:00:00 AM,34.30828379,-118.2282411,10047,360,25460.0,776,614,38,1501,65
Lso Angeles,California,3195,04/11/2020 12:00:00 AM,34.30828379,-118.2282411,10517,405,26719.0,872,470,45,1259,96
Los Angeles,California,6037,04/12/2020 12:00:00 AM,34.30828379,-118.2282411,10854,457,27687.0,963,337,52,968,91
Los Angeles,Californai,6489,04/13/020 12:00:00 AM,34.30828379,-118.2282411,11400,497,29470.0,1045,546,40,1783,82
Los Angeles,California,6037,04/14/2020 12:00:00 AM,34.30828379,-118.2282411,12021,576,30805.0,1145,621,79,1335,100
Los Angeles,California,6037,04/15/2020 12:00:00 AM,34.30828379,-118.2282411,12341,600,31660.0,1185,320,24,855,40
Los Angeles,California,6037,0416/2020 12:00:00 AM,29.231216263826067,-118.2282411,13823,619,33946.0,1224,1482,19,2286,39
Los Angeles,California,6037,04/17/2020 12:00:00 AM,34.30828379,-118.2282411,15153,663,35793.0,1289,1330,44,1847,65
Los Angeles,alifornia,6037,04/18/2020 12:00:00 AM,34.30828379,-64.50613144261492,16447,732,37739.0,1429,1294,69,1946,140
Los Arngeles,California,6037,04/19/2020 12:00:00 AM,34.30828379,-118.2282411,17537,797,39946.0,1530,1090,65,2207,101
Los Angeles,California,6037,04/20/2020 12:00:00 AM,34.30828379,-118.2282411,18545,850,41803.0,1622,1008,53,1857,92
Los Angeles,California,6037,04/21/2020 12:00:00 AM,34.30828379,-118.2282411,19133,895,42771.0,1689,588,45,968,67
Los Angeles,California,6602,04/22/2020 12:00:00 AM,34.30828379,-118.2282411,19567,916,43888.0,1727,434,21,1117,38
Los Angeles,California,6037,04/23/2020 12:00:00 AM,34.30828379,-118.2282411,20423,944,45387.0,1782,856,28,1499,55
Los Angeles,California,6037,04/24/2020 12:00:00 AM,34.30828379,-127.47024101888223,20996,1002,46714.0,1861,573,58,1327,79
Los Angeles,California,4197,04/25/2020 12:00:00 AM,34.30828379,-118.2282411,22485,1056,49310.0,1950,1489,54,2596,89
Los Angeles,California,6037,04/26/2020 12:00:00 AM,34.30828379,-68.67047667821154,23220,1111,50712.0,2029,735,55,1402,79
Los Angeles,California,6037,04/27/2020 12:00t:00 AM,34.30828379,-114.99957247666312,24262,1174,52536.0,2128,1042,63,1824,99
Los Angeles,California,6037,04/28/2020 12:00:00 AM,34.30828379,-118.2282411,24894,1209,53833.0,2182,632,35,1297,54
Ls Angeles,California,6037,04/29/2020 12:00:00 AM,34.30828379,-118.2282411,25699,1231,55323.0,2220,805,22,1490,38
Los Angeles,California,8586,04/30/2020 12:00:00 AM,34.30828379,-118.2282411,26225,1257,56419.0,2284,526,26,1096,64
Los Angeles,California,6037,05/01/2020 12:00:00 AM,34.30828379,-118.2282411,27836,1315,59039.0,2383,1611,58,2620,99
Los Angeles,California,6037,05/02/2020 12:00:00 AM,24.68355194760491,-118.2282411,28665,1369,61245.0,2466,829,54,2206,83
Los Angeles,California,6037,05/03/2020 12:00:00 AM,51.01186250656029,-118.2282411,29511,1418,62869.0,2538,846,49,1624,72
Los Angeles,California,6037,05/04/2020 12:00:00 AM,34.30828379,-118.2282411,30319,1470,64564.0,2617,808,52,1695,79
Los Angeles,California,8735,05/05/2020 12:00:00 AM,34.30828379,-118.2282411,31241,1515,67285.0,2692,922,45,2721,75
Los Angeles,California,6037,05/06/2020 12:00:00 AM,34.30828379,-118.2282411,31703,1531,68231.0,2723,462,16,946,31
Los Angeles,California,6554,05/07/2020 12:00:00 AM,34.30828379,-118.2282411,32263,1570,70039.0,2785,560,39,1808,62
Los Anegles,California,6037,05/08/2020 12:00:00 AM,34.30828379,-118.2282411,33211,1616,71770.0,2884,948,46,1731,99
Los Angeles,California,6037,05/09/2020 12:00:00 AM,34.30828379,-118.2282411,34538,1660,73603.0,2954,1327,44,1833,70
Los Aneles,California,6037,05/10/2020 12:00:00 AM,34.30828379,-118.2282411,35392,1711,75580.0,3054,854,51,1977,100
Los Angeles,Calidfornia,3117,05/11/2020 12:00:00 AM,34.30828379,-118.2282411,36316,1753,77427.0,3136,924,42,1847,82
Los Angeles,California,6037,05/12/2020 12:00:00 AM,34.30828379,-118.2282411,37360,1793,79471.0,3206,1044,40,2044,70
oLs Angeles,California,6037,05/13/2020o 12:00:00 AM,34.30828379,-73.14264015867293,38011,1821,80809.0,3240,651,28,1338,34
Los Angeles,California,6037,05/14/2020 12:00:00 AM,34.30828379,-118.2282411,38458,1840,82320.0,3282,447,19,1511,42
Los Angeles,California,6037,05/15/2020 12:00:00 AM,34.30828379,-118.2282411,39573,1913,84635.0,3405,1115,73,2315,123
Los Angeles,California,6037,05/16/2020 12:00q:00 AM,34.30828379,-118.2282411,40895,1973,86839.0,3498,1322,60,2204,93
Los Angeles,California,6037,0m5/17/2020 12:00:00 AM,34.30828379,-118.2282411,42037,2016,88951.0,3579,1142,43,2112,81
