OBJECTID,GEOID,CITY,COUNTY,STATEABB,COUNTYFIPS,CBSA,CBSANAME,STATEFIPS,POPULATION,DOE_DAC,LINGISOPCT,OVER64PCT,PRE1960PCT,DSLPM,CANCER,PTRAF,PWDIS,PNPL,PRMP,PTSDF,PM25,LONGCOMPCT,NOCARPCT,ENERGYBRDN,FOSSEMPLMT,COALEMPLMT,OUTAGECNT,OUTAGEDUR,FOODSRTPCT,JOBACCESS,HOUSEBRDN,RENTPCT,TRNSPTBRDN,NOINTPCT,GREENSPACE,HOMELESPCT,UNINSURPCT,UNEMPPCT,DISABLPCT,INCPLMBPCT,SNGLPNTPCT,MOBILHMPCT,NONGRIDPCT,LESSHSPCT,LOWINCFPCT,LOWINCAPCT,EAL_NPCTL,ST_ABBR,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,total_work,non_transi,transit_us,est_vmiles,est_annual,Avg_Annual,five_year_,Highway_MP,Mean_Annua,Mean_Ann_1,Average_au,Average_An,Average__1,travel_tim,average__2,transporta,zero_vehic,EPL_NOVEH,one_vehicl,two_vehicl,three_vehi,EPL_COMMUT,EPL_TCB,NWKI,EPL_NWKI,Transp_TH,EPL_AGE65,EP_UNINSUR,EPL_UNINSU,EPL_DISABL,Health_TH,EPL_NOHSDP,B25003_c_2,EPL_Renter,EPL_UNEMP,EPL_PCI,EPL_POV,GINI,EPL_GINI,B25106_001,B25106_002,B25106_006,B25106_010,B25106_014,B25106_018,B25106_022,B25106_024,B25106_028,B25106_032,B25106_036,B25106_040,B25106_044,P_HUCB,EPL_HUCB,Economy_TH,EPL_LIMENG,Equity_TH,Resilience,P_LDPNT,P_DSLPM,P_CANCR,P_RESP,P_OZONE,P_PM25,ENVIRO_TH,Transpor_1,HealthDis,EconomyDis,EquityDis,Resilien_1,EnviroDis,SumDis,DOT_DAC,Shape_Leng,Count_,NEVI_DAC,Shape__Area,Shape__Length
1174,06037229410,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,3697,1,0.2155,0.0592,0.8113,1.83,89.8383,5501.0072,0,0.2182,4.2217,27.7299,25.4084,0.5812,0.085,4,0.0006,0.0004,18,10624,0,-6.1,25,77,20,27.1,-1,5.4555,0.2778,0.038,0.0655,0,0.5931,0,0.1328,0.6347,0.6611,0.8037,62.0919,CA,06037229410,"Census Tract 2294.10, Los Angeles County, California",0.209431763452,3571,1517,1007,148,30.94,7735,23180,3.18818043,23.61574858,7225,120.4166667,1.834,11124.32803,2098.43626,2241.646441,9830.813807,0.424107584,8.5,86.5,28.1,34.9,28.5,69.5,73.3848802,16.75,2.4508,57.95892005,5.1,21.1,92.9589102,16.04,38.0329700667,99.68,75.9,93,67.26,98.26,97.93,0.4973,87,813,196,21,4,37,9,30,617,193,158,96,6,18,70.356703567,99.7116,91.8345142857,98.13,98.13,62.09186269,93.5813533555,91.2584143416,94.5842701946,96.3845209931,81.0810622734,98.2375973672,92.5212030876,1,0,1,1,0,1,4,1,0.0295944262803,1,1,788781.51953125,3562.02061762785
1175,06037229420,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4759,1,0.1353,0.0403,0.5721,1.7894,88.4096,3949.3893,0,0.241,8.214,39.7829,25.5278,0.6111,0.108,4,0.0006,0.0004,18,10624,0,-6.2,27,64,21,24.3,0,5.4555,0.1418,0.0512,0.0643,0.0483,0.508,0,0.2782,0.4919,0.6268,0.6231,64.4936,CA,06037229420,"Census Tract 2294.20, Los Angeles County, California",0.225544186014,4942,1991,1234,294,34.85,8712.5,21775,3.18818043,23.61574858,7075,117.9166667,1.906,11962.78736,2098.43626,2195.107068,9919.376209,0.455539665,10.8,89.6,22.3,32.4,34.5,66.7,81.36955496,15.75,6.0973,60.94171374,2.22,17.7,88.2056018,3.52,31.3152006,99.55,64.6,86,53.34,98.49,93.75,0.3989,36,1118,396,34,51,11,86,10,722,140,169,94,60,14,59.8389982111,98.1272,80.7510285714,96.67,96.67,64.49360041,81.3484193691,90.630193046,93.5222272423,95.1680069064,81.7021031685,98.3839418716,90.1258152673,1,0,1,1,0,1,4,1,0.030541031629,1,1,855817.58203125,3694.19474936017
1176,06037231100,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,3474,1,0.4602,0.1127,0.7297,3.118,138.4443,50281.9212,0,0.2947,6.0048,41.5644,37.6218,0.5235,0.2682,4,0.0006,0.0004,18,10624,0,-7.4,19,87,17,26.9,0,5.4555,0.1701,0.1266,0.1594,0,0.7584,0,0.1561,0.5448,0.8083,0.6621,82.0949,CA,06037231100,"Census Tract 2311, Los Angeles County, California",0.345197968018,3339,1132,538,338,23.78,5945,18025,3.18818043,23.61574858,7350,122.5,1.456,8269.555333,2098.43626,2280.429251,6837.224503,0.379318974,26.8,96.4,22.5,29,21.7,71.8,59.30758766,16.88888889,2.1391,57.411671915,26.04,18.2,89.0589199,86.79,67.2963066333,97.85,90.8,98,94.24,98.19,99.04,0.4868,84,692,64,11,7,6,16,0,628,175,155,48,19,27,67.0520231214,99.4933,95.8304714286,97.17,97.17,82.0948872,89.4227060469,93.9391734066,95.926093038,97.156223628,85.0526346705,97.7809899428,93.2129701221,1,1,1,1,1,1,6,1,0.0390679976121,1,1,1294984.4140625,4756.53474440125
1177,06037231210,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4040,0,0.2519,0.0947,0.6099,1.8534,89.0071,6131.3023,0,0.1739,1.1427,17.4578,24.8588,0.7174,0.0265,3,0.0006,0.0004,18,10624,0,-6.9,22,83,18,24.6,0,5.4555,0.148,0.0928,0.08,0,0.2331,0,0.2119,0.4766,0.5844,0.6767,53.4363,CA,06037231210,"Census Tract 2312.10, Los Angeles County, California",0.123815575462,3516,1808,1146,384,25.31,6327.5,23149,3.18818043,23.61574858,9200,153.3333333,2.171,12509.55486,2098.43626,2854.414845,11229.27624,0.485086882,2.7,61,13.2,48.7,35.5,92.9,87.06793637,12.75,28.4709,67.3597090925,17.14,18.5,89.544249,18.6,41.7614163333,99.53,86.4,96,89.45,97.68,93.09,0.4546,71,1156,157,6,0,31,0,8,999,270,209,167,75,0,66.2629757785,99.4068,92.3081142857,97.4,97.4,53.4362584,83.010855612,91.6301671228,93.9605343464,96.1714041611,84.0477313132,97.5216825423,91.0570625163,1,0,1,1,0,1,4,1,0.0231976506285,1,1,471300.33203125,2929.40942810444
1178,06037231220,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4653,1,0.2212,0.0864,0.4365,1.8999,90.2911,7600.7167,0,0.1749,1.2011,18.6386,24.9586,0.7331,0.0559,3,0.0006,0.0004,18,10624,0,-7.2,20,93,16,31.2,-2,5.4555,0.1891,0.0942,0.0953,0.0117,0.405,0,0.1153,0.4953,0.6081,0.6779,72.9897,CA,06037231220,"Census Tract 2312.20, Los Angeles County, California",0.372658314462,4671,1665,866,333,24.6,6150,20197,3.18818043,23.61574858,9500,158.3333333,1.632,9341.311638,2098.43626,2947.49359,8225.784973,0.407277565,5.6,79.4,42.6,35.1,16.8,94.4,68.37502429,15.5,7.5032,62.4195560725,14.87,22.4,94.2718676,26.21,45.1172892,99.37,87.9,97,88.68,97.15,86.66,0.5524,96,1284,155,0,0,31,0,17,1129,352,241,66,17,27,58.4890965732,97.6769,94.6481285714,98.67,98.67,72.98973041,72.1833650802,92.2298158806,94.8781040122,96.5708168391,84.3708833895,97.6394776638,89.6454104776,1,0,1,1,0,1,4,1,0.0405813184703,1,1,1413751.9609375,4851.89717325414
1179,06037231300,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,5754,1,0.1624,0.0902,0.7505,3.6392,178.4319,16363.0136,0,0.3391,2.1614,42.5158,49.6044,0.623,0.0368,3,0.0006,0.0004,18,10624,1,-6.7,25,74,19,13.4,-1,5.4555,0.1642,0.0396,0.1005,0,0.6038,0,0.1459,0.4457,0.4752,0.6464,66.9682,CA,06037231300,"Census Tract 2313, Los Angeles County, California",0.253843532104,5444,3046,2171,479,28.79,7197.5,24105,3.18818043,23.61574858,8600,143.3333333,2.176,12946.57073,2098.43626,2668.257355,12225.76097,0.507187761,3.7,69.7,22.8,25.7,47.8,88.6,90.33426803,15.625,6.6657,63.8249920075,14.87,25.5,96.459667,26.21,45.8465556667,98.35,65.2,86,52.17,78.87,81.83,0.4476,68,1714,597,18,36,30,46,123,1117,284,199,169,76,15,58.1096849475,97.5026,80.3889428571,96.95,96.95,66.96820138,90.0737121451,91.1049528124,94.1229748247,96.0304565929,83.7588924336,97.468550822,92.0932566051,1,0,1,1,0,1,4,1,0.032167540139,1,1,955158.4453125,3898.15212175388
1180,06037231400,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4745,1,0.1558,0.0984,0.9073,2.6516,132.7835,10866.9551,0,0.2478,1.5165,27.7144,37.0501,0.6303,0.0482,3,0.0006,0.0004,18,10624,1,-6.4,26,61,19,27.3,0,5.4555,0.1429,0.0391,0.1022,0,0.5119,0,0.103,0.3301,0.4152,0.5136,62.6376,CA,06037231400,"Census Tract 2314, Los Angeles County, California",0.23978285557,4656,2345,1538,330,30.14,7535,26520,3.18818043,23.61574858,10025,167.0833333,2.127,12809.82449,2098.43626,3110.381393,11807.18055,0.44521797,4.8,76,23.8,25.3,46.1,96.2,78.9916433,15.33333333,8.4245,64.904035825,18.94,16.9,86.6968464,38.22,47.9522821333,96.55,60,83,64.68,82.23,77.16,0.4538,71,1554,621,31,60,22,145,36,933,229,156,53,0,0,47.1042471042,89.1042,80.5320285714,94.17,94.17,62.63764968,96.8935942368,90.2539981881,93.6180712665,95.7611231255,83.4334874596,97.3587402991,92.8865024293,1,0,1,1,0,1,4,1,0.0311771586935,1,1,910009.65625,3813.54167496965
1181,06037231500,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,5396,1,0.0957,0.1374,0.8578,2.6576,132.1276,9473.728,0,0.2353,1.7867,33.3698,37.1735,0.6593,0.045,3,0.0006,0.0004,18,10624,1,-6.2,32,45,21,14.8,0,5.4555,0.1588,0.029,0.1191,0.0062,0.7159,0,0.0679,0.3188,0.4495,0.4071,66.5956,CA,06037231500,"Census Tract 2315, Los Angeles County, California",0.354907661114,5095,2623,2253,211,34.41,8602.5,26775,3.18818043,23.61574858,8300,138.3333333,2.269,14187.29663,2098.43626,2575.17861,14930.02015,0.557610463,4.5,74.5,18,23.6,53.9,85.6,94.89297315,15.55555556,7.0817,65.5186682875,37.4,16.6,86.1136184,44.83,56.1145394667,89.5,44.2,67,28.62,63.85,70.3,0.5718,98,1443,805,71,60,78,57,66,638,166,118,111,9,0,51.0048510049,93.1723,72.9203285714,94.11,94.11,66.59563645,95.5789853278,90.3362805418,93.2627847454,95.8838051741,82.2389104456,97.4423366459,92.4571838134,1,1,1,1,0,1,5,1,0.0393583570962,1,1,1347556.65625,4712.4711604326
1182,06037231600,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,7420,1,0.2121,0.1268,0.7752,4.6152,224.5552,14864.2593,0,0.4203,3.0612,43.9807,62.3368,0.5894,0.0502,3,0.0006,0.0004,18,10624,1,-6.5,20,77,18,26.9,-1,5.4555,0.1559,0.08,0.0982,0.0034,0.5901,0,0.1419,0.403,0.5403,0.5541,76.9656,CA,06037231600,"Census Tract 2316, Los Angeles County, California",0.368597293626,7278,3266,2187,450,29.01,7252.5,22087,3.18818043,23.61574858,9225,153.75,1.851,11034.86649,2098.43626,2862.171407,10540.53923,0.477228199,5,76.9,38.1,23.7,33.2,93,85.67422749,14.66666667,13.0856,67.1649568725,28.28,16,84.8513463,19.91,44.3471154333,95.67,69.3,89,79.78,89.44,81.83,0.4216,52,2072,637,51,59,122,95,0,1435,299,195,244,83,10,55.888030888,96.5346,83.4649428571,95.47,95.47,76.9655893,91.6923568664,91.5139702151,94.5684219653,96.6772556763,82.89308041,97.6068181301,92.4919838772,1,0,1,1,1,1,5,1,0.0403351169916,1,1,1395991.12890625,4814.80044114717
1183,06037231710,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4165,1,0.3172,0.0847,0.8371,2.8317,135.7492,12487.4593,0,0.268,2.2421,29.2664,37.5472,0.7692,0.2837,4,0.0006,0.0004,18,10624,0,-6.7,22,86,17,34.5,0,5.4555,0.1974,0.0875,0.1111,0,0.6355,0.0048,0.322,0.4868,0.8471,0.8283,64.6242,CA,06037231710,"Census Tract 2317.10, Los Angeles County, California",0.12501403607,3955,1523,784,516,23.17,5792.5,20864,3.18818043,23.61574858,9650,160.8333333,1.166,6584.118354,2098.43626,2994.032962,7094.323113,0.34002699,28.4,96.7,31.1,36,4.5,95,45.8910575,15.05555556,10.0775,61.917139375,9.44,24.6,95.9208754,14.78,40.0469584667,99.39,90.6,98,92.3,98.38,96.1,0.419,50,1323,124,30,0,30,0,22,1199,402,213,188,18,0,68.253968254,99.5826,90.5360857143,98.89,98.89,64.62420435,94.6261754393,92.077317488,95.0019564468,96.7909832491,83.2253987182,97.7237193882,93.2409251216,1,0,1,1,0,1,4,1,0.023280277522,1,1,469017.96484375,2930.39870872157
1184,06037231720,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4934,1,0.2749,0.0932,0.6241,2.8779,134.0299,55167.3857,0,0.2804,2.6816,38.8959,37.6473,0.6654,0.1136,3,0.0006,0.0004,18,10624,0,-6.9,23,80,18,24.1,0,5.4555,0.1277,0.0987,0.1836,0,0.717,0.0191,0.1962,0.4587,0.5572,0.6942,63.4666,CA,06037231720,"Census Tract 2317.20, Los Angeles County, California",0.182332422378,4937,2183,1167,550,27.17,6792.5,22762,3.18818043,23.61574858,8950,149.1666667,1.737,10182.95825,2098.43626,2776.849224,8749.2048,0.384377682,11.4,90.1,31.3,29.8,27.6,91.3,60.95671729,13.66666667,21.1613,65.8795043225,19.4,18.7,89.8580812,75.08,61.4460270667,99.04,82.8,95,86.43,90.96,85.83,0.4964,87,1524,262,14,15,0,25,21,1262,427,142,205,31,17,58.8582677165,97.8101,91.7243,98.93,98.93,63.466641,83.6974869308,92.4612189881,94.2344629267,96.321841212,83.4273248834,97.8060106381,91.3247242632,1,1,1,1,0,1,5,1,0.027145243335,1,1,684879.234375,3354.99598919633
1185,06037231800,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,5436,1,0.3765,0.046,0.5951,3.0292,138.8927,45790.5009,0,0.2974,4.9387,38.835,37.7395,0.6147,0.1317,3,0.0006,0.0004,18,10624,0,-6.9,22,83,18,22.1,0,5.4555,0.2417,0.053,0.0467,0.005,0.4894,0.0204,0.1929,0.6028,0.7258,0.7298,70.4698,CA,06037231800,"Census Tract 2318, Los Angeles County, California",0.200872654316,5080,2453,1204,590,31.07,7767.5,18210,3.18818043,23.61574858,6775,112.9166667,1.62,9837.640267,2098.43626,2102.028323,7435.33296,0.408310432,13.2,91.6,30.2,38,18.6,60.6,68.69013576,16.38888889,3.4489,56.08475894,3.09,23.3,94.966881,8.13,35.395627,99.83,86.9,97,73.98,96.98,96.21,0.3938,33,1410,185,0,52,27,15,0,1225,303,265,153,123,8,67.0921985816,99.4975,85.2139285714,99.06,99.06,70.46976175,82.2886917475,93.4637677284,96.0527128254,97.2897969584,83.7122063826,97.8883152944,91.7825818228,1,0,1,1,0,1,4,1,0.0285199010997,1,1,757007.01953125,3508.19240253437
1186,06037231900,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6162,1,0.1401,0.0742,0.6066,1.9517,90.7146,25405.9049,0,0.202,3.1343,23.4977,25.2466,0.5468,0.0699,4,0.0006,0.0004,18,10624,0,-6.4,22,77,19,15.7,0,5.4555,0.1373,0.0533,0.127,0.0162,0.6136,0,0.1953,0.4419,0.64,0.7207,70.764,CA,06037231900,"Census Tract 2319, Los Angeles County, California",0.219630647782,5576,2438,1459,568,27.24,6810,22150,3.18818043,23.61574858,9300,155,1.737,10189.51273,2098.43626,2885.441093,9472.155971,0.427636838,7,83.5,39.2,26.9,26.9,93.5,74.28579361,15.58333333,6.9444,64.5575484025,6.99,17.8,88.3882077,46.35,47.2427359,99.54,68.7,89,64.68,98.05,97.53,0.4637,76,1541,482,35,66,66,63,81,1059,366,271,142,42,0,73.4587929916,99.8173,89.2310428571,98.36,98.36,70.76396431,83.1915326097,92.8369482319,95.1194712006,96.9528565022,82.491538656,98.000214097,91.4320935496,1,0,1,1,0,1,4,1,0.0297876305633,1,1,816429.33203125,3680.79865360584
1187,06037232110,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,3038,1,0.2265,0.0718,0.7846,1.907,90.5652,6543.4643,0,0.1813,1.5264,18.5045,25.1059,0.6285,0.0905,4,0.0006,0.0004,18,10624,0,-6.4,25,75,19,27.1,0,5.4555,0.1452,0.0913,0.1198,0.0113,0.6017,0.0165,0.1761,0.4549,0.6369,0.6084,50.2275,CA,06037232110,"Census Tract 2321.10, Los Angeles County, California",0.146731501366,2890,1205,834,165,25.8,6450,23159,3.18818043,23.61574858,8650,144.1666667,1.753,10147.29417,2098.43626,2683.770479,9994.214732,0.431547767,9,87.3,34.4,28.9,27.7,89,75.36855548,15.41666667,7.8615,64.88251387,8.47,19.7,91.3550331,32.94,44.2550110333,99.14,79.2,94,86.12,96.46,85.83,0.4362,61,886,184,41,0,7,17,11,702,253,137,60,58,10,67.0428893905,99.4892,88.8627428571,99.03,99.03,50.22752581,92.2691719554,92.3287934291,95.0431107898,96.8497857004,81.6160350569,97.8278349998,92.6557886552,1,0,1,1,0,1,4,1,0.0256176181128,1,1,552455.8828125,3235.42760000194
1188,06037232120,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,5567,1,0.3154,0.0601,0.6906,2.8989,136.3258,48496.6573,0,0.2851,3.1676,30.903,37.7693,0.6751,0.1356,4,0.0006,0.0004,18,10624,0,-6.4,22,79,19,29.3,-1,5.4555,0.1455,0.0945,0.1184,0.0192,0.4925,0,0.213,0.4355,0.6798,0.674,60.3321,CA,06037232120,"Census Tract 2321.20, Los Angeles County, California",0.201497367352,5987,2094,1272,299,31.55,7887.5,24232,3.18818043,23.61574858,8450,140.8333333,1.924,11733.49963,2098.43626,2621.717983,10048.8641,0.414693962,13.6,91.9,20.3,26.2,39.9,87.1,70.67658736,12.33333333,31.6753,70.33797184,6.28,17,86.9072251,35.26,42.8157417,98.79,81.3,95,85.18,97.9,84.21,0.419,50,1357,254,0,60,25,0,0,1103,296,268,168,70,11,66.1753868828,99.3945,87.2106428571,99.09,99.09,60.33214644,87.4891593099,92.6184980577,95.2200835102,97.0104622353,82.0862094399,97.9177367164,92.0570248783,1,0,1,1,0,1,4,1,0.0288843501047,1,1,770316.3046875,3575.90234106236
1189,06037232200,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,3487,1,0.1018,0.0881,0.84,2.772,135.0797,7272.2227,0,0.2533,1.9917,25.4414,37.4639,0.7927,0.1092,3,0.0006,0.0004,18,10624,1,-6.3,24,66,20,24.3,-1,5.4555,0.1031,0.0939,0.1267,0,0.657,0.0336,0.0638,0.2849,0.5049,0.6549,56.7344,CA,06037232200,"Census Tract 2322, Los Angeles County, California",0.201914743614,3255,1594,1193,133,29.62,7405,20779,3.18818043,23.61574858,9500,158.3333333,1.893,11347.49979,2098.43626,2947.49359,11615.41033,0.558997561,10.9,89.6,26.9,24.2,38,94.4,94.99708487,15.77777778,5.9065,71.2258962175,12.86,15.1,82.6038354,55.03,50.1646118,98.35,62.7,85,82.03,91.89,90.53,0.441,64,909,339,16,10,38,98,29,570,151,101,51,52,19,62.1562156216,98.7341,87.2191571429,93.72,93.72,56.73435159,94.7919111609,91.5500114765,94.7195464399,96.8428526035,81.6472473237,97.6567569463,92.8680543251,1,1,1,1,0,1,5,1,0.0342162090074,1,1,767270.04296875,4006.64775686209
1190,06037232300,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6006,1,0.2212,0.0974,0.9107,2.8066,135.0457,5026.4973,0,0.253,2.2279,24.738,37.5129,0.6968,0.0277,3,0.0006,0.0004,18,10624,1,-6.2,33,34,23,33.2,0,5.4555,0.2902,0.0596,0.118,0.0035,0.4416,0.0432,0.2187,0.4287,0.5521,0.6072,55.5685,CA,06037232300,"Census Tract 2323, Los Angeles County, California",0.242765879622,5616,3252,2241,304,33.66,8415,20491,3.18818043,23.61574858,9950,165.8333333,2.394,14872.09077,2098.43626,3087.111707,13531.84727,0.660380033,2.8,62.1,16.3,19.6,61.3,96,98.178739,15.38888889,7.9851,66.06595975,16.19,33.4,98.9821282,24.74,46.6373760667,98.07,46.5,70,78.68,91.94,88.05,0.4274,55,1143,611,19,27,109,72,77,532,203,26,55,23,0,53.4558180227,95.0793,82.4027571429,99.02,99.02,55.56853957,97.6901927286,91.8834246654,94.704354965,96.9411390108,80.5597696233,97.6975045885,93.2460642636,1,0,1,1,0,1,4,1,0.0360902274486,1,1,914011.37890625,4259.28839999098
1191,06037232400,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,7361,1,0.105,0.0989,0.7964,4.4178,223.7322,9773.3745,0,0.3872,3.5279,48.5715,62.0509,0.6643,0.0279,3,0.0006,0.0004,18,10624,1,-6,26,56,22,18.8,0,5.4555,0.1303,0.0318,0.12,0.0257,0.6157,0,0.0926,0.2846,0.4612,0.5711,77.3065,CA,06037232400,"Census Tract 2324, Los Angeles County, California",0.429711834798,7322,3514,2584,450,32.72,8180,27372,3.18818043,23.61574858,8575,142.9166667,2.195,13524.63087,2098.43626,2660.500793,12874.48557,0.470352388,2.8,62.1,19.1,33.9,44.2,88.4,84.35825537,15.1,9.7082,61.1416138425,20.85,14.7,81.4832044,45.55,49.2944014667,95.45,50.3,74,47.32,85.11,71.07,0.467,77,1943,965,92,53,91,50,47,978,278,216,124,60,0,52.0329387545,94.0565,77.7152142857,94.5,94.5,77.30653432,92.7772434344,90.2431419125,94.3273676647,96.7976251435,80.2338034514,97.4837767438,91.977159725,1,0,1,1,1,1,5,1,0.0424191548442,1,1,1612000.35546875,5117.44274980996
1192,06037232500,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4940,1,0.1234,0.1549,0.8182,3.5948,181.1497,11337.4135,0,0.3077,4.6999,37.2825,49.7866,0.6005,0.0535,3,0.0006,0.0004,18,10624,0,-5.8,26,64,21,22.3,-1,5.4555,0.1002,0.0524,0.1234,0,0.5538,0,0.0612,0.2889,0.4129,0.4739,66.2822,CA,06037232500,"Census Tract 2325, Los Angeles County, California",0.296407030482,4700,2191,1542,294,27.96,6990,27421,3.18818043,23.61574858,9525,158.75,2.029,11981.18105,2098.43626,2955.250152,11669.0436,0.425551351,5.3,78.2,27.6,25.7,41.3,94.5,73.76801133,15.5,7.5032,63.4928028325,45.84,12.7,75.1482371,52.92,57.9694123667,98.38,51.3,75,85.18,88.02,83.1,0.4511,69,1471,717,25,87,48,102,112,754,162,168,40,11,15,52.3453433039,94.2967,84.7109571429,92.07,92.07,66.282187,93.6996737844,90.7706948265,95.0478276501,97.4542780225,78.092004868,97.5587727332,92.1038753141,1,1,1,1,0,1,5,1,0.0370573205852,1,1,1127458.7734375,4389.31025057386
1193,06037232600,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6833,1,0.0934,0.086,0.8227,2.8737,136.6147,6846.9488,0,0.2558,2.4259,30.5378,37.5696,0.7227,0.0251,3,0.0006,0.0004,18,10624,0,-6,27,59,21,30.9,0,5.4555,0.143,0.0499,0.0993,0,0.5998,0,0.0943,0.3504,0.497,0.664,71.9353,CA,06037232600,"Census Tract 2326, Los Angeles County, California",0.307059584662,6339,2867,2403,197,28.38,7095,28309,3.18818043,23.61574858,8600,143.3333333,2.112,12519.11059,2098.43626,2668.257355,13305.4442,0.470007567,2.5,58.9,25.6,30.1,41.8,88.6,84.2874594,14.27777778,15.9812,61.94216485,13.65,12.4,74.0310777,26.21,37.9636925667,95.18,54.7,78,63.75,88.11,91.59,0.4899,85,1909,865,33,110,85,76,35,1044,410,212,45,31,5,54.5835515977,95.8056,85.3479428571,92.55,92.55,71.93527544,94.0263518122,92.4313608224,95.3129569594,97.3813928343,79.0903157092,97.7348915907,92.662878288,1,0,1,1,0,1,4,1,0.0381002733429,1,1,1165795.73046875,4536.0753576318
1194,06037232700,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6568,1,0.1062,0.076,0.6884,2.9496,136.2013,37732.0217,0,0.284,3.0131,25.4549,37.79,0.7287,0.0497,3,0.0006,0.0004,18,10624,1,-6.1,23,72,20,19.9,0,5.4555,0.1708,0.0471,0.0924,0,0.6379,0.0181,0.1181,0.4147,0.533,0.588,70.8478,CA,06037232700,"Census Tract 2327, Los Angeles County, California",0.282318940706,6588,2730,1956,295,29.95,7487.5,23933,3.18818043,23.61574858,8450,140.8333333,2.239,13461.41042,2098.43626,2621.717983,12493.35076,0.522013569,5,76.9,17.4,26.6,51.1,87.1,91.99866737,13.22222222,24.7612,70.1899668425,10.17,18.1,88.9026981,26.96,42.0108993667,98.47,65,86,70.47,95.8,92.33,0.4833,83,1642,574,25,48,115,47,89,1068,393,189,95,55,0,64.3118148599,99.157,89.3181428571,97.43,97.43,70.84782579,87.3777933683,92.9829986585,95.1722640386,96.9819931673,80.0828169053,97.9339968012,91.7553104899,1,0,1,1,0,1,4,1,0.0353129851725,1,1,1068648.921875,4244.27618839514
1195,06037232800,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,4489,1,0.216,0.0567,0.6038,1.9387,90.9498,27917.7996,0,0.2042,2.7359,21.8936,25.3275,0.6603,0.0531,3,0.0006,0.0004,18,10624,0,-6.1,28,66,20,20.7,0,5.4555,0.1796,0.0812,0.0889,0.007,0.6106,0,0.2191,0.4784,0.6376,0.6173,58.2755,CA,06037232800,"Census Tract 2328, Los Angeles County, California",0.164728101688,4086,1845,1307,132,29.97,7492.5,22078,3.18818043,23.61574858,9350,155.8333333,2.08,12507.70641,2098.43626,2900.954217,11911.55902,0.539521651,5.3,78.2,24.4,27.3,43,93.7,93.5811655,14.41666667,14.9542,70.108841375,4.42,20,91.7382973,9.48,35.2127657667,98.88,68.3,89,72.63,97.57,90.77,0.4695,78,995,315,11,12,13,52,32,680,199,213,28,6,0,56.8844221106,96.9877,89.1196714286,98.42,98.42,58.27547808,83.0341458858,92.6838166288,95.2498970661,96.785222397,80.7027160745,98.1158557776,91.0952756383,1,0,1,1,0,1,4,1,0.0259260972287,1,1,629756.37109375,3193.14997620323
