usaf,wban,yrmodahrmn,dir,spd,gus,clg,skc,l,m,h,vsb,mw,mw_one,mw_two,mw_three,aw,aw_one,aw_two,aw_three,w,temp,dewp,slp,alt,stp,max,min,pcp_zero_one,pcp_zero_six,pcp_two_four,pcpxx,sd
94889,201304070253,150,8,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,28,1010.3,29.82,979.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304070353,150,8,***,110,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,48,26,1008.9,29.79,978.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304070453,190,10,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,24,1007.6,29.75,977.2,***,***,0.00,*****,*****,*****,**,NULL
94889,201304070459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,55,***,*****,*****,0.00,*****,**,NULL
94889,201304070553,200,16,23,95,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,28,1006.5,29.72,976.2,57,44,0.00,*****,*****,*****,**,NULL
94889,201304070653,190,13,***,90,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,56,32,1005.1,29.68,974.9,***,***,0.00,*****,*****,*****,**,NULL
94889,201304070753,210,11,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,35,1004.3,29.66,974.2,***,***,0.00,*****,*****,*****,**,NULL
94889,201304070853,230,15,25,70,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,58,38,1003.6,29.64,973.6,***,***,0.00,*****,*****,*****,**,NULL
94889,201304070953,230,18,25,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,41,1003.5,29.64,973.6,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071053,230,20,28,36,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,41,1003.9,29.64,973.6,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071153,260,21,28,32,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,56,44,1005.3,29.68,974.9,58,54,0.00,*****,*****,*****,**,NULL
94889,201304071253,250,21,32,34,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,56,44,1006.2,29.71,975.9,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071331,270,23,30,29,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,43,******,29.74,976.9,***,***,*****,*****,*****,*****,**,NULL
94889,201304071353,280,22,32,27,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,42,1007.5,29.75,977.2,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071453,280,18,32,27,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,40,1009.2,29.79,978.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071553,290,22,31,27,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,51,39,1010.2,29.83,979.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071614,280,18,28,30,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,37,******,29.84,980.2,***,***,*****,*****,*****,*****,**,NULL
94889,201304071651,280,17,29,28,***,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,37,******,29.85,980.5,***,***,*****,*****,*****,*****,**,NULL
94889,201304071653,300,15,28,28,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,37,1010.9,29.85,980.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071744,280,18,26,30,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,37,******,29.87,981.2,***,***,*****,*****,*****,*****,**,NULL
94889,201304071753,270,20,28,30,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,36,1011.8,29.88,981.5,56,51,0.00,*****,*****,*****,**,NULL
94889,201304071853,300,18,22,34,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,53,35,1012.7,29.90,982.2,***,***,0.00,*****,*****,*****,**,NULL
94889,201304071953,310,13,21,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,53,34,1013.3,29.92,982.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304072053,280,11,21,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,33,1013.6,29.93,983.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304072153,290,14,22,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,32,1014.3,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304072253,310,8,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,32,1014.8,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304072353,320,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,31,1015.2,29.98,984.8,56,49,0.00,*****,*****,*****,**,NULL
94889,201304080053,360,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,47,32,1015.9,29.99,985.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080153,020,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,44,31,1016.2,30.00,985.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080253,020,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,43,32,1016.4,30.01,985.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080353,070,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,31,1017.0,30.02,986.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080430,040,3,***,722,CLR,*,*,*,2.5,05,**,**,**,04,**,**,**,*,39,30,******,30.03,986.4,***,***,*****,*****,*****,*****,**,NULL
94889,201304080438,040,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,39,30,******,30.04,986.8,***,***,*****,*****,*****,*****,**,NULL
94889,201304080453,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,35,30,1017.8,30.04,986.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,58,***,*****,*****,0.00,*****,**,NULL
94889,201304080553,080,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,38,30,1017.6,30.04,986.8,49,35,0.00,*****,*****,*****,**,NULL
94889,201304080653,100,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,38,30,1017.0,30.02,986.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080753,110,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,37,30,1016.8,30.02,986.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080853,120,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,36,31,1016.7,30.01,985.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304080953,070,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,36,30,1015.7,29.98,984.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304081053,090,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,37,32,1015.4,29.98,984.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304081153,110,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,39,33,1015.2,29.97,984.5,39,35,0.00,*****,*****,*****,**,NULL
94889,201304081253,130,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,42,34,1015.1,29.97,984.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304081353,120,11,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,46,35,1013.9,29.93,983.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304081453,130,8,***,44,OVC,*,*,*,3.0,61,**,**,**,61,**,**,**,*,46,39,1012.8,29.90,982.2,***,***,0.04,*****,*****,0.03,**,NULL
94889,201304081553,120,6,***,60,OVC,*,*,*,6.0,05,**,**,**,**,**,**,**,*,46,40,1011.6,29.86,980.8,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304081653,120,9,***,75,OVC,*,*,*,6.0,05,**,**,**,**,**,**,**,*,47,41,1010.2,29.82,979.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304081718,120,7,***,55,OVC,*,*,*,2.0,63,10,**,**,62,10,**,**,*,46,43,******,29.82,979.5,***,***,0.04,*****,*****,*****,**,NULL
94889,201304081727,110,5,***,55,OVC,*,*,*,1.5,65,10,**,**,63,10,**,**,*,46,43,******,29.81,979.2,***,***,0.09,*****,*****,*****,**,NULL
94889,201304081738,120,7,***,50,OVC,*,*,*,2.5,61,10,**,**,61,10,**,**,*,46,43,******,29.80,978.8,***,***,0.11,*****,*****,*****,**,NULL
94889,201304081745,***,***,***,55,OVC,*,*,*,3.0,61,10,**,**,61,10,**,**,*,46,43,******,29.79,978.5,***,***,0.12,*****,*****,*****,**,NULL
94889,201304081751,***,***,***,55,***,*,*,*,2.5,**,**,**,**,61,10,**,**,*,46,43,******,29.79,978.5,***,***,*****,*****,*****,*****,**,NULL
94889,201304081753,***,***,***,55,OVC,*,*,*,2.5,61,10,**,**,61,10,**,**,*,46,43,1009.3,29.79,978.5,48,39,0.14,0.16,*****,*****,**,NULL
94889,201304081817,990,5,***,36,OVC,*,*,*,3.0,10,**,**,**,10,**,**,**,*,46,43,******,29.79,978.5,***,***,0.02,*****,*****,*****,**,NULL
94889,201304081853,120,7,***,70,OVC,*,*,*,4.0,10,**,**,**,10,**,**,**,*,48,44,1008.0,29.76,977.5,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304081953,140,3,***,50,OVC,*,*,*,5.0,10,**,**,**,10,**,**,**,*,52,48,1006.9,29.73,976.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304082053,200,8,***,80,BKN,*,*,*,8.0,**,**,**,**,**,**,**,**,*,61,54,1005.9,29.70,975.5,***,***,0.00,*****,*****,0.02,**,NULL
94889,201304082153,240,15,20,55,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,67,54,1006.2,29.71,975.9,***,***,0.00,*****,*****,*****,**,NULL
94889,201304082253,270,24,31,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,66,50,1007.6,29.75,977.2,***,***,0.00,*****,*****,*****,**,NULL
94889,201304082353,280,21,36,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,46,1009.3,29.80,978.8,67,46,0.00,0.02,*****,*****,**,NULL
94889,201304090053,280,17,22,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,44,1011.3,29.86,980.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090153,290,13,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,42,1013.0,29.91,982.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090253,300,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,46,40,1014.2,29.94,983.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090353,300,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,40,1014.9,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090453,340,10,***,722,SCT,*,*,*,9.1,**,**,**,**,**,**,**,**,*,44,40,1016.0,29.99,985.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,67,***,*****,*****,0.18,*****,**,NULL
94889,201304090508,340,9,***,722,SCT,*,*,*,9.1,**,**,**,**,**,**,**,**,*,45,39,******,29.99,985.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304090553,***,0,***,722,CLR,*,*,*,7.0,**,**,**,**,**,**,**,**,*,44,40,1016.4,30.01,985.8,61,44,0.00,*****,*****,*****,**,NULL
94889,201304090642,340,5,***,722,SCT,*,*,*,7.0,**,**,**,**,**,**,**,**,*,45,39,******,30.02,986.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304090653,990,3,***,9,BKN,*,*,*,7.0,**,**,**,**,**,**,**,**,*,44,40,1017.0,30.02,986.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090753,360,6,***,7,OVC,*,*,*,7.0,**,**,**,**,**,**,**,**,*,44,41,1017.2,30.03,986.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090853,***,0,***,7,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,45,40,1017.7,30.05,987.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304090953,***,0,***,7,OVC,*,*,*,7.0,**,**,**,**,**,**,**,**,*,44,40,1018.0,30.06,987.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304091053,070,5,***,7,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,43,40,1018.5,30.07,987.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304091153,110,6,***,7,OVC,*,*,*,5.0,**,**,**,**,10,**,**,**,*,44,40,1018.6,30.08,988.1,45,43,0.00,*****,0.18,*****,**,NULL
94889,201304091253,120,7,***,7,OVC,*,*,*,6.0,05,**,**,**,04,**,**,**,*,45,40,1019.0,30.09,988.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304091351,110,8,***,10,***,*,*,*,7.0,**,**,**,**,**,**,**,**,*,48,41,******,30.05,987.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304091353,130,9,***,10,BKN,*,*,*,7.0,**,**,**,**,**,**,**,**,*,48,41,1018.0,30.05,987.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304091400,120,9,***,722,SCT,*,*,*,8.0,**,**,**,**,**,**,**,**,*,48,41,******,30.06,987.4,***,***,*****,*****,*****,*****,**,NULL
94889,201304091453,130,9,***,33,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,50,41,1018.5,30.07,987.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304091553,120,6,***,48,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,41,1018.2,30.06,987.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304091621,130,10,***,26,OVC,*,*,*,9.1,**,**,**,**,**,**,**,**,*,48,41,******,30.04,986.8,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304091651,110,8,***,36,***,*,*,*,8.0,**,**,**,**,**,**,**,**,*,48,41,******,29.99,985.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304091653,110,8,***,75,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,49,41,1016.0,29.99,985.1,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304091753,120,7,***,50,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,50,42,1015.2,29.97,984.5,51,44,0.00,0.00T*****,*****,**,NULL,NULL
94889,201304091853,140,8,***,110,BKN,*,*,*,8.0,**,**,**,**,**,**,**,**,*,53,42,1014.1,29.94,983.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304091953,100,6,***,100,BKN,*,*,*,8.0,**,**,**,**,**,**,**,**,*,55,44,1012.8,29.90,982.2,***,***,0.00,*****,*****,*****,**,NULL
94889,201304092053,080,3,***,95,OVC,*,*,*,7.0,61,**,**,**,61,**,**,**,*,55,45,1012.3,29.89,981.8,***,***,0.00T*****,*****,0.00T**,NULL,NULL,NULL
94889,201304092153,070,7,***,80,OVC,*,*,*,7.0,**,**,**,**,**,**,**,**,*,54,45,1012.0,29.88,981.5,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304092253,090,8,***,70,OVC,*,*,*,6.0,05,**,**,**,04,**,**,**,*,51,44,1012.5,29.89,981.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304092353,070,6,***,65,OVC,*,*,*,6.0,05,**,**,**,04,**,**,**,*,49,43,1012.5,29.89,981.8,56,49,0.00,0.00T*****,*****,**,NULL,NULL
94889,201304100053,100,5,***,70,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,49,43,1012.6,29.89,981.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100130,050,7,***,11,OVC,*,*,*,6.0,05,**,**,**,04,**,**,**,*,48,43,******,29.92,982.8,***,***,*****,*****,*****,*****,**,NULL
94889,201304100139,060,5,***,9,BKN,*,*,*,6.0,05,**,**,**,04,**,**,**,*,48,43,******,29.93,983.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304100146,020,6,***,60,BKN,*,*,*,5.0,05,**,**,**,04,**,**,**,*,48,43,******,29.95,983.8,***,***,*****,*****,*****,*****,**,NULL
94889,201304100151,030,7,***,9,***,*,*,*,5.0,05,**,**,**,**,**,**,**,*,48,43,******,29.94,983.5,***,***,*****,*****,*****,*****,**,NULL
94889,201304100153,040,7,***,9,BKN,*,*,*,5.0,05,**,**,**,04,**,**,**,*,48,43,1014.2,29.94,983.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100233,030,8,***,50,OVC,*,*,*,5.0,**,**,**,**,10,**,**,**,*,48,45,******,29.96,984.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304100253,030,7,***,60,OVC,*,*,*,5.0,05,**,**,**,04,**,**,**,*,49,44,1014.7,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100353,030,6,***,75,OVC,*,*,*,6.0,05,**,**,**,04,**,**,**,*,49,44,1014.6,29.95,983.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100416,030,7,***,80,OVC,*,*,*,6.0,05,**,**,**,04,**,**,**,*,48,45,******,29.96,984.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304100438,990,32,69,9,OVC,*,*,*,6.0,05,**,**,**,04,**,**,**,*,48,45,******,29.96,984.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304100445,120,24,69,9,OVC,*,*,*,7.0,**,**,**,**,18,**,**,**,*,48,45,******,29.96,984.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304100453,030,10,68,7,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,48,44,1014.8,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,56,***,*****,*****,0.00T*****,**,NULL,NULL
94889,201304100553,030,10,***,7,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,47,42,1015.4,29.98,984.8,49,47,0.00,*****,*****,*****,**,NULL
94889,201304100653,040,9,***,9,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,46,41,1014.4,29.95,983.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100753,080,8,***,7,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,41,1013.7,29.93,983.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100853,080,7,***,7,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,41,1013.6,29.93,983.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304100939,070,5,***,5,OVC,*,*,*,5.0,**,**,**,**,92,90,61,10,*,45,43,******,29.91,982.5,***,***,0.04,*****,*****,*****,**,NULL
94889,201304100953,080,6,***,5,OVC,*,*,*,5.0,**,**,**,**,92,90,61,10,*,44,42,1013.2,29.91,982.5,***,***,0.07,*****,*****,*****,**,NULL
94889,201304101012,030,3,***,5,OVC,*,*,*,6.0,**,**,**,**,61,10,**,**,*,45,43,******,29.93,983.1,***,***,0.01,*****,*****,*****,**,NULL
94889,201304101053,070,6,***,5,OVC,*,*,*,6.0,**,**,**,**,10,**,**,**,*,44,42,1013.2,29.91,982.5,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304101113,360,11,***,3,OVC,*,*,*,5.0,**,**,**,**,10,**,**,**,*,45,41,******,29.94,983.5,***,***,*****,*****,*****,*****,**,NULL
94889,201304101137,040,8,***,5,OVC,*,*,*,9.1,**,**,**,**,**,**,**,**,*,45,41,******,29.94,983.5,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304101153,040,8,***,5,OVC,*,*,*,9.1,**,**,**,**,**,**,**,**,*,44,41,1014.3,29.95,983.8,47,44,0.00T,0.07,0.07,*****,**,NULL
94889,201304101228,050,7,***,5,OVC,*,*,*,2.5,61,10,**,**,61,10,**,**,*,43,39,******,29.94,983.5,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304101253,050,13,***,5,OVC,*,*,*,2.5,10,**,**,**,10,**,**,**,*,42,39,1013.9,29.93,983.1,***,***,0.00T*****,*****,*****,**,NULL,NULL
94889,201304101300,040,10,***,5,OVC,*,*,*,3.0,10,**,**,**,10,**,**,**,*,43,39,******,29.93,983.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304101339,060,10,***,5,OVC,*,*,*,2.5,10,**,**,**,10,**,**,**,*,41,39,******,29.92,982.8,***,***,*****,*****,*****,*****,**,NULL
94889,201304101353,050,7,***,5,OVC,*,*,*,2.0,10,**,**,**,10,**,**,**,*,41,39,1013.7,29.92,982.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304101425,080,7,***,5,OVC,*,*,*,2.0,17,10,**,**,10,**,**,**,*,43,39,******,29.92,982.8,***,***,*****,*****,*****,*****,**,NULL
94889,201304101435,080,10,18,3,OVC,*,*,*,2.0,17,10,**,**,10,**,**,**,*,43,39,******,29.91,982.5,***,***,*****,*****,*****,*****,**,NULL
94889,201304101443,070,8,***,3,OVC,*,*,*,2.0,10,**,**,**,10,**,**,**,*,43,39,******,29.90,982.2,***,***,*****,*****,*****,*****,**,NULL
94889,201304101453,090,11,***,3,OVC,*,*,*,2.0,10,**,**,**,10,**,**,**,*,42,41,1012.6,29.89,981.8,***,***,0.00,*****,*****,0.00T**,NULL,NULL
94889,201304101551,090,8,***,3,***,*,*,*,1.8,**,**,**,**,10,**,**,**,*,43,41,******,29.90,982.2,***,***,*****,*****,*****,*****,**,NULL
94889,201304101553,100,7,***,3,OVC,*,*,*,1.8,10,**,**,**,10,**,**,**,*,43,41,1012.6,29.89,981.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304101607,330,17,24,3,OVC,*,*,*,2.0,17,10,**,**,10,**,**,**,*,45,43,******,29.96,984.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304101619,330,14,22,3,OVC,*,*,*,1.3,65,17,10,**,63,10,**,**,*,43,43,******,29.98,984.8,***,***,0.10,*****,*****,*****,**,NULL
94889,201304101626,010,9,18,5,OVC,*,*,*,1.5,95,80,10,**,90,61,10,**,*,43,43,******,29.94,983.5,***,***,0.11,*****,*****,*****,**,NULL
94889,201304101630,030,8,***,5,OVC,*,*,*,3.0,95,80,10,**,90,61,10,**,*,43,43,******,29.93,983.1,***,***,0.11,*****,*****,*****,**,NULL
94889,201304101643,990,5,***,20,OVC,*,*,*,10.0,17,**,**,**,**,**,**,**,*,45,****,******,29.95,983.8,***,***,0.11,*****,*****,*****,**,NULL
94889,201304101653,040,9,***,20,OVC,*,*,*,5.0,95,81,**,**,90,62,**,**,*,43,****,1014.1,29.94,983.5,***,***,0.14,*****,*****,*****,**,NULL
94889,201304101714,110,8,***,70,OVC,*,*,*,6.0,95,80,**,**,90,61,**,**,*,43,****,******,29.90,982.2,***,***,0.03,*****,*****,*****,**,NULL
94889,201304101734,990,5,***,5,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,****,******,29.89,981.8,***,***,0.03,*****,*****,*****,**,NULL
94889,201304101753,100,8,***,5,OVC,*,*,*,10.0,61,**,**,**,61,**,**,**,*,44,****,1012.3,29.88,981.5,44,41,0.03,0.16,*****,*****,**,NULL
94889,201304101804,100,6,***,17,OVC,*,*,*,6.0,61,**,**,**,61,**,**,**,*,45,****,******,29.87,981.2,***,***,0.02,*****,*****,*****,**,NULL
94889,201304101807,040,8,***,55,OVC,*,*,*,6.0,61,17,**,**,61,**,**,**,*,45,****,******,29.87,981.2,***,***,0.02,*****,*****,*****,**,NULL
94889,201304101818,090,5,***,6,OVC,*,*,*,3.0,95,81,**,**,90,62,**,**,*,45,****,******,29.86,980.8,***,***,0.06,*****,*****,*****,**,NULL
94889,201304101823,060,8,***,6,OVC,*,*,*,1.8,97,82,**,**,90,63,**,**,*,45,****,******,29.85,980.5,***,***,0.10,*****,*****,*****,**,NULL
94889,201304101830,090,5,***,6,OVC,*,*,*,3.0,95,80,**,**,90,61,**,**,*,45,****,******,29.87,981.2,***,***,0.10,*****,*****,*****,**,NULL
94889,201304101849,040,8,***,6,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,45,****,******,29.85,980.5,***,***,0.10,*****,*****,*****,**,NULL
94889,201304101853,050,8,***,6,OVC,*,*,*,9.1,**,**,**,**,**,**,**,**,*,45,43,1011.6,29.86,980.8,***,***,0.09,*****,*****,*****,**,NULL
94889,201304101953,020,9,***,6,OVC,*,*,*,4.0,61,10,**,**,61,10,**,**,*,45,43,1013.1,29.91,982.5,***,***,0.01,*****,*****,*****,**,NULL
94889,201304102034,030,10,***,6,OVC,*,*,*,2.5,61,10,**,**,61,10,**,**,*,46,45,******,29.92,982.8,***,***,0.02,*****,*****,*****,**,NULL
94889,201304102043,020,13,***,8,OVC,*,*,*,5.0,61,10,**,**,61,10,**,**,*,46,45,******,29.92,982.8,***,***,0.02,*****,*****,*****,**,NULL
94889,201304102053,030,11,***,8,OVC,*,*,*,9.1,**,**,**,**,**,**,**,**,*,46,44,1013.8,29.93,983.1,***,***,0.01,*****,*****,0.12,**,NULL
94889,201304102153,040,10,***,6,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,44,41,1013.6,29.92,982.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304102253,050,8,***,8,OVC,*,*,*,10.0,61,**,**,**,61,**,**,**,*,42,40,1013.9,29.93,983.1,***,***,0.01,*****,*****,*****,**,NULL
94889,201304102353,050,11,***,6,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,42,40,1014.2,29.94,983.5,47,42,0.00,0.13,*****,*****,**,NULL
94889,201304110053,060,7,***,6,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,41,39,1014.9,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304110140,***,***,***,6,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,39,******,29.94,983.5,***,***,*****,*****,*****,*****,**,NULL
94889,201304110153,***,***,***,6,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,39,1013.9,29.93,983.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304110244,070,10,***,4,OVC,*,*,*,2.5,**,**,**,**,10,**,**,**,*,39,39,******,29.95,983.8,***,***,*****,*****,*****,*****,**,NULL
94889,201304110253,080,9,***,4,OVC,*,*,*,2.5,**,**,**,**,10,**,**,**,*,40,39,1014.9,29.95,983.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304110313,040,14,***,4,OVC,*,*,*,1.8,**,**,**,**,10,**,**,**,*,39,37,******,29.95,983.8,***,***,*****,*****,*****,*****,**,NULL
94889,201304110322,050,8,***,4,OVC,*,*,*,2.0,**,**,**,**,10,**,**,**,*,39,37,******,29.96,984.1,***,***,*****,*****,*****,*****,**,NULL
94889,201304110353,040,10,18,4,OVC,*,*,*,2.0,**,**,**,**,10,**,**,**,*,40,38,1014.8,29.95,983.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304110446,070,10,***,4,OVC,*,*,*,3.0,**,**,**,**,10,**,**,**,*,39,37,******,29.92,982.8,***,***,*****,*****,*****,*****,**,NULL
