locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
CT0060,11,776 D St NW,***,WASHINGTON,DISTRICT OF COLUMBIA,DC,20004,98,ACTIVE,BUILDING,0,0,OWNED,0,Field ot In Use,Not Evaluated,Will Conform
CT0053,11,5p10 4th St NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20001,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not Inb Use,Not Evaluated,Will Conform
CT0047,11,901 G ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200014599,98,ACTdIVE,BUILDING,0,0,OWNED,0,Field Not n Use,Not Evaluated,Will Conform
CT0024,11,510 4th St NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20001,98,CTIVE,BUILDING,0,0,OWNED,0,Field Not Iqn Use,Not Evaluated,Will Conform
CT0013,11,510 4th St NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20001,98,ACTIVE,BUILDING,0,0,OWNED,0,Fikeld Not In Use,Not Evaluated,Will Conform
MA0076,11,1000 Madison Dr NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20004,98,ACTIVE,STRUCTURE,0,0,OWNED,0,Field Nto In Use,Not Evaluated,Will Conform
MA0013,11,6TH & CONSTITUTION NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,205650001,98,ACTIVE,BUILDING,0,0,OWNED,r0,Fioeld Not In Use,Not Evaluated,Will Conform
CT3322,11,200 17th St NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20006,98,ACTIVE,BUILDING,0,0,OWNED,0,FieldN ot In Use,Not Evaluated,Wil Conform
CT3331,11,1661 Pennsylvania Ave NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200065826,98,ACTIVE,BUILDING,0,0,OWNED,0,Fierld Not In Use,Not Evaluated,Will Conform
CT3354,11,720 20TH ST NW,,WASIHNGTON,nDISTRICT OF COLUMBIA,DC,200520036,98,ACTIVE,BUILDING,0,0,OWNED,0,Fied Not In Use,Not Evaluated,Will Conform
CT3331,11,515 D ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012709,98,ACTIE,BUILDING,0,0,OWNED,0,Field Not I nUse,Not Evaluated,Will Conform
CT0013,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT0024,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT3331,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MA0076,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not Inl Use,Not Evaluated,Will Conform
CT3322,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLbUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Usle,Not Evaluated,Will Conform
CT0061,11,FLA AVE & WVA AVE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200020000,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not InUse,Not Evaluated,Will Conform
MA0013,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT0024,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Niot In Use,Not Evaluated,Will Conform
CT3360,11,7TH & FLA AVE NW,,WASHINGTON,DISTRIC OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Fiel Not In Use,Not Evaluated,Will Conform
MA0138,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In cUse,Not Evaluated,WillConform
CT0024,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,8,ACTIVE,BUILDING,0,0,OWNED,b0,Field Not nI Use,Not Evaluated,Will Conform
CT0047,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,***,ield Not In Use,Not Evaluated,Will Conform
CT0047,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT0059,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,STRUCTURE,0,0,OWNED,0,iFeld Not In Use,Not Evaluated,Will Conform
MA0138,11,FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In iUse,Not Evaluated,Will Conform
CT0060,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not n Use,Not Evaluated,Will Conform
CT0047,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,C,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field NotIn Use,Not Evaluated,Will Conform
CT0060,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OFC OLUMBIA,DC,200013024,98,ACTIVE,STRUCTURE,0,0,OWNED,0,Fhield Not In Use,Not Evaluated,Will Conform
CT0060,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,m98,ACTIVE,BUILDING,0,0,ONED,0,Field Not Inw Use,Not Evaluated,Will Conform
MA0076,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Fied Not In Use,Not Evaluated,Will Conform
CT0024,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not I Use,Not Evaluated,Will Conform
CT0053,11,6TH STREET NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evalutated,Will Conform
CT0047,11,6TH STREET N W,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,9q8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT3360,11,6TH STREEN NW,,WASHINGON,DISTRICT OF COLUMBIA,C,200012734,98,ACTIVE,BUILDING,0,0,WONED,,Field Not InU se,Not Evaluated,Will Conform
CT3341,11,6TH STREET NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Nt In Use,Not Evaluated,Will Conform
CT0053,11,6TH STREET N W,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT3331,11,6TH STREET N W,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACITVE,BUILDING,0,0,OWNED,0,Field dNot In Use,Not Evaluated,Will Conform
CT0059,11,6TH STREET NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,STRUCTURE,0,0,OWNED,***,Field oNt In Use,Not Evaluated,Will Conform
CT0053,11,6TH STREET NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,c0,Fied Not In Use,Not Evaluated,Will Conform
CT0047,11,6TH STREET N W,,WASHINGTON,DISTRICT OF CLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Ues,Not Evaluated,Will Conform
CT0024,11,6TH STREET N W,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field ot In Use,Not Evaluated,ill Conform
CT0059,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVjE,SRUCTURE,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT3360,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT0047,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIEV,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT0060,11,GEORGIA AVE W,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013027,98,ACTyIVE,BUILDING,0,0,OWNED,0,Fiel dNot In Use,Not Evaluated,Will Conform
CT3322,11,2701 MARTIN LUTHER KING JR AVE SE,***,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1902,Fiel Not In Use,National Historic Landmark,Will Cofnorm
CT0060,11,2701 Martin Luther King Jr Ave SE,***,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,31203,0,OWNED,01-Jan-1883***,Field Not Iln Use,National Historic Landmark,Will Conform
CT0053,11,2701 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,94643,0,OWNED,01-Ja-2011,Fild Not In Use,Not Evaluated,oYes
CT0013,11,2701 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,6690,0,OWNED,01-Jan-1878,Field Neot In Use,National Historic Landmark,Will Conform
CT3360,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,20801,0,OWEND,01-Jan-1910,Field Not I Use,National Historic Landmark,Will Conform
CT3331,11,2701 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISRICT OF COLUMBIA,DC,200322608,98,CTIVE,BUILDING,0,0,OWNED,01-Jan-1879,Field Not I Use,National Historic Landmark,Will Conform
CT0059,11,2701 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1883,Filed Not In Use,National Historic Landmark,Will Confrm
CT0053,11,NICHOLS AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200320000,98,ACTIVE,STRUCTURE,0,0,OWNED,0,Field Not In bUse,Not Evaluated,Will Conform
CT3322,11,2701 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1901,Field NotI n Use,National Historic Landmark,Will Conform
CT3319,11,1300 Constitution Ave NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20004,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Ues,Not Evaluated,Will Conform
CT0053,11,7TH & FLA AVE NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013024,98,ACTIVE,STRUCTURE,0,0,OWNED,0,Field Not InUse,Not Evaluated,Will Conform
CT0060,11,2425 L STREET,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200371485,98,ACTIVE,BUILDING,0,0,OWNED,0,Fiel Not In Use,Not Evaluated,Will Conform
CT0047,11,6TH & BRYANT ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field NotIn Use,Not Evaluated,Will Conform
CT0053,11,3800 RESERVOIR RD NW,,WAHSINGTON,DISTRICT OF COLUMBIA,DC,200072113,98,ACTIVE,BUILDING,0,0,OWNED,,Field Notm In Use,Not Evaluated,Will Conform
CT0047,11,6825 16TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,203060004,98,ACTIVE,BUILDING,0,0,WNED,0,wField Not In Use,Not Evaluated,Will Conform
CT0013,11,1608 K ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200062801,98,ACTIVE,BULDING,0,0,OWNED,***,Field Not In Ulse,Not Evaluated,Will Conform
MA0076,11,1150 VARNUM ST NE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200172180,98,ACTIVE,BUILDING,0,0,OWNED,,Field kNot In Use,Not Evaluated,Will Conform
CT0013,11,3030-3070 V Street NE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200181521,98,ACTIVE,BUILDING,104661,0,LESAED,0,Field Not In Use,Not Evaluated,Will Conform
CT0024,11,20TH & CONST AVE NW,,WASHINGTOoN,DISTRICT OF COLUMBIA,DC,205510001,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not Ini Use,Nott Evaluated,Will Conform
CT3331,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MA0138,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,iFeld Not In Use,Not Evaluated,Will Conform
MA0013,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Fild Not In Use,Not Evaluated,Will Conform
CT0013,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BULDING,0,0,OWNED,0,Field Not In Use,Not Evaluatd,Will Conform
CT0013,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
CT0013,11,6TH ST NW,,WASpHINGTON,DISTRIjCT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field NotIn Use,Not Evaluated,Will Conform
CT0013,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not I nUse,Not Evaluated,Will Conform
CT3322,11,6TH ST NW,,WASHINGON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not n Use,Not Evaluated,Will Conform
CT0024,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWND,0,FieldN ot In Use,Not Evaluated,Will Conform
CT3319,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBA,DC,200012734,98,AxCTIVE,BUILDING,0,0,OWNED,0,Field Not In Ues,Not Evaluated,Will Conform
CT0060,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIE,BUILDIGN,0,0,OWNED,0,Field Not In Ues,Not Evaluated,Will Conform
MA0013,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTVIE,BUILDING,0,0,OWNED,0,vField Not In Use,Not Evaluated,Will Conform
MA0138,11,6TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012734,98,ACTIVE,BUILDING,0,0,OWNED,0,Field NotIn Use,Not Evaluated,Will Conform
CT0059,11,1201 15th St NW,,ASHINGTON,DISTRICT OF COLUMBIA,DC,200052842,98,ACTIVE,BUILDING,1868,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conorm
MA0153,11,3801 Nebraska Ave NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20016,8,ACTIVE,BUILDING,62305,0,OWNED,01-Jan-1916,Field Not In Use,National Register Listed,Will Conform
CT0047,11,NEBRASKA AVENUE COMPLEX,3801 NEBRyASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,3419,0,OWNED,0-Jan-1940,Field Not In Use,National Register Listed,Will Conform
CT3376,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,24265,0,OWNED,01-Jan-1943,Field Not In Use,National Register Listed,Wizll Conform
CT3369,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,26754,0,OWNED,01-Jan-1943,Field Not In Use,National Register Listed,Will Conform
MA0138,11,3801 Nebraska Ave NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20016,98,ACTIVE,BUILDING,20488,0,OWNED,01-Jan-x1944,Fielxd Not In Use,National Register Listed,Will Conform
CT3369,11,3801 Nebraska Ave NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20016,98,ACTIVE,BUILDING,4514,0,OWNED,01-Jan-1924,Field Not In Use,National Register Listed,Will Conform
CT0024,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,CD,200162705,98,ACTIEV,BUILDING,10595,0,OWNED,01-Jank-1943,Field NotIn Use,Non-Contributing Element,Will Conform
CT3403,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,CTIVE,BUILDING,0,0,OWNED,01-Jan-1997,Field Not In Use,Non-Contributing Element,Will Conform
CT0013,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,7221,0,OWNED,01-Jan-1929,Field Not In eUse,National Register Listed,Will Conform
CT3319,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,4355,0,OWNED,01-Jan-1943,Field Not In sUe,National Register Listed,Will Conform
CT3319,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,4490,0,OWNED,01-Jan-1929,Fild Not In Use,National Register Listed,Will Conform
CT0061,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1916,Fielrd Not In Use,Non-Contributing Element,Will Conform
CT3322,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,47505,0,OWNED,01-Jan-1944,Field Not In Usge,National Register Listed,Will Conform
CT3400,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,22355,0,OWNED,01-Jan-1944,Fiield Not In Use,National Register Listed,Will Conform
CT3358,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUIDING,105031,0,OWNED,01-Jan-1946,Field Not In Use,National Register Listed,Will Conform
CT0053,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,19795,0,OWNED,01-Jan-1947,Field Not In Use,National Register Listed,Will Conform
CT0053,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,CTIVE,BUILDING,1579,0,OWNED,01-Jan-1952,Field Not In Ues,Non-Contributing Element,Will Conform
CT0047,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDxING,0,0,OWNED,01-Jan-1944,Field No In Use,National Register Listed,Will Confrm
MA6022,11,NEBRASKA AVENUE COMPLEX,3801 NERBASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,1281,0,OWNED,0-1Jan-1959,Field Not InU se,Non-Contributing Element,Will Conform
CT3433,11,3801 Nebraska Ave NW,,WASHINGTON,DISTRICT OF COLUBMIA,DC,20016,98,ACTIVE,BUILDING,2101,0,OWNED,01-Jan-1958,Field Nto In Use,Non-Contributing Element,Will Conform
CT3393,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,909,0,OWNED,01-Jan-1961,Field Not In Use,Non-Contributing Element,Will Conform
CT0060,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1959,Field NotIn Use,Non-Contributing Element,Will Conform
CT0059,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,10571,0,OWNED,01-Jan-1965,Field No tIn Use,Non-Contributing Element,Will Conform
MA5663,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1970,Fiel Not In Use,Non-Contributing Element,Will Conform
CT0024,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1986,Field Not InU se,Non-Contributing Element,Will Conform
CT3341,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1987,Fiedl Not In Use,Non-Contributing Element,Will Conform
CT3360,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,13782,0,OWNED,01-Jan-1990,jField Not In Use,Non-Contributing Elemet,Will Conform
CT3341,11,NEBRASKA AVENUE COMPLEX,3801 NEBRASKA AVENUE,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162705,98,ACTIVE,BUILDING,3732,0,OWNED,01-Jan-1990,Fixeld Not In Use,Non-Contributing Element,Will Conform
CT0024,11,3801 Nebraska Ave NW,,WASHINGTON,DISTRICT OF COLUMBIA,DfC,20016,98,ACTIVE,STRUCTURE,0,1094,OWNED,01-Jan-1916,Field ot In Use,Non-Contributing Element,Will Conforcm
CT3341,11,3801 Nebraska Ave NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200169997,98,ACTIVE,BUILDING,0,0,OWNED,19-Feb-2011,Field Noit In Use,Non-Contributing Element,Yes
CT0013,11,2101 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200205702,98,ACTIVE,BUILDING,43483,33,LEAqSED,0,Field Not In Use,Not Evaluated,vYes
CT0047,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20032,98,ACTIVE,LAND,0,0,OWNED,01s-Jan-1899,ield Not In Use,Evaluated - Not Historic,No
CT0053,11,2701 MARTIN LUTHER KING JR AVE SE,-,WASHINGTON,DISTRICTOF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1924,Field Not In Ue,National Historic Landmarzk,Will Conform
CT3413,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1965,Field Not InUse,Non-Contributing Element,Will onform
CT3441,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICTOF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1924,Fiel Not In Use,National Historic Landmark,Will Conform
CT0047,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,CD,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1891,Field Not InU se,National Historic Landmark,Will Conform
CT0059,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-1902,Fiedl Not In Use,National Historic Landmark,Will Conform
CT0061,11,2701 Martin Luther King Jr Ave SE,ST ELIZABETHS WEST CAMPUS,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1899,Feild Not In Use,National Historic Landmark,Will Conform
CT0047,11,2701 Martin Luther King Jr Ave SE,ST ELIZABETHS WEST CAMPUS,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,8,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1924,Field Not I Use,National Historic Landmark,Will Conform
CT0059,11,2701 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,14737,0,OWNEfD,01-Jan-1885,Field Not In sUe,National Historic Landmark,Will Conform
CT3360,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,CATIVE,BUILDING,0,0,OWNED,01-Jan-1942,ield Not In Use,National Historic Landmark,Will Conform
MA5785,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1916,Field Not n Use,National Historic Landmark,Will Conform
CT0024,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1882,FieldNot In Use,National Historic Landmark,Will Conform
CT0047,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRIeCT OF COLUMBIA,DC,200322608,98,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1891,Field Not In rUse,National Historic Landmark,Will Conform
CT3376,11,2701 Martin Luther King Jr Ave SE,***,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,CTIVE,BUILDING,0,0,WNED,01-Jan-1878,Fied Not In Use,National Historic Landmark,Will Conform
CT3354,11,2701 MARTIN LUTHER KING JR AVE SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,98,ACTpIVE,BUILDINvG,16584,0,OWNED,01-Jan-1856,Fieldh Not In Use,National Historic Landmark,Will Conform
CT0013,11,2701 Martin Luther King Jr Ave SE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200322608,9k8,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1892,Field Not In Ue,National Historic Landmark,Will Conform
