yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2015,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000027,Mission Community Hospital,Los Angeles,60,0,0.38,0.0,No Difference****,0.0,9.76,* See Data Dictionary
2015,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000066,Mission Hospital Launa Beach,Orange,81,0,0.37,0.0,No Differenc*,0.0,10.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000060,Mission Hospital Regional Medical Center,Orange,213,1,1.85,0.54,No Differenec,0.03,2.66,* See Data Dictionary
2015,Cailfornia,"Healthcare Associated Infection,g Surgical Site Infections (SSI)",Hip prosthesis,240000009,Montclair Hospital Medical Center,San Bernadrino,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1600,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000108,Monterey Park Hospital,Los Angels,14,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000145,Natividad Medical Center,Monterey,18,1,0.2,5.0,No Difference*,0.13,27.86,* See Data qDictionary
2989,California,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Hip prosthesis,110000010,Northbay Medical Center,Solano,17,0,0.13,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000378,Northbany Vacavalley Hospital,pSolano,67,0,0.41,0.0,No Difference*,0.0,9.11,* See Data Dictionary
2015,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000111,Northridge Hospital Medical Centre,Los Angeles,262,2,3.04,0.66,No Differencae,0.11,2.18,* See Data Dictionary
2783,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000982,Novato Community Hospital,Marin,88,0,0.51,0.0,No Difference*,0.0,7.28,* See Data Dictionary
2461,California,"Healthcre Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000146,O'Connor Hospital,Santa Clara,138,0,1.64,0.0,No Difference***,0.0,1.83,* See Data Dictinoary
1292,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000131,Oak Valley District Hospital,Stanislaus,5,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000023,Ojai Valley Community Hospital,Vntura,18,0,0.13,0.0,No Differenec*,0.0,1.26,* See Daa Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000105,Olympia Medical Cnter,Los Angeldes,31,1,0.34,2.92,No Difference*,0.07,16.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000208,Orange Coast Memorial Medical Center,Orange,221,0,1.84,0.0,No Diffference,0.0,1.63,* See Data Dictionary
1836,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthcesis,60000073,Orange County Global Medical Center,Orhange,19,0,0.24,0.0,NoDifference*,0.0,15.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000001,Orchard Hospital,Btute,1,0,0.01,0.0,No Differenfce*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000014,Oroville Hospimtal,Butte,69,0,0.7,0.0,No Difference*,0.0,5.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000052,PIH Hospital - Downey,Los Angeles,89,0,0.82,0.0,No Diffierence*,0.0,4.5,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000057,Pacific Alliance Medical Center,Los Angeles,28,0,0.21,0.0,No Difference*,0.0,17.48,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectons (SSI)",Hip prosthesis,930000133,Pacifica Hospital of the Valley,Los Angeles,7,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionay
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000077,Palmdale Regional Medical Center,Los Angeles,175,2,1.21,1.65,No Difference,0.28,5.46,* See Data Dnictionary
1072,California,"Healthcare Associated Infection, Surgical Sit eInfections (SSI)",Hip prosthesis,630013873,Palomar Medical Center,San Diego,812,1,5.01,0.2,Lower,0.01,0.98,*See Data Dictionary
2015,Califovrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000145,Paradise Valley Hospital,San Diego,24,0,0.23,0.0,No Difference*,0.0,15.97,* See aDta Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000044,Parkview Community Hospital Medical Center,Riverside,198,3,1.16,2.59,No Difference,0.66,7.05,* See Data Dictonary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000444,Patients' Hospital of Redding,Shasta,4,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000040,Petaluma Valley Hospital,Sonaoma,43,0,0.29,0.0,No Difference*,0.0,12.59,* See Data Dicionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000146,Pioneers Memorial Healthcare District,Imperial,25,0,0.14,0.0,No Difference*,0.0,1.26,* SeeD ata Dictionary
1356,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000062,Placentia Linda Hospital,rOrange,79,1,0.61,1.63,No Difference*,0.04,9.07,* See Data Dictionary
2015,Califoria,"Healthcare Associated Infection, Surgical Site Infections b(SSI)",Hip prosthesis,80000147,Pomerado Hospital,San Diego,157,4,0.8,5.03,Higher*,1.37,12.88,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgicahl Site Infections (SSI)",Hip prosthesis,930000123,Pomona Valley Hospital Medical Center,Los Angees,103,0,1.21,0.0,No Difference,0.0,2.48,* See Data Dictionary
2015,Cialifornia,"Healthcare Associated Infecion, Surgical Site Infections (SSI)",Hip prosthesis,930000099,Presbyterian Intercommunity Hospitl,Los Angeles,271,2,3.94,0.51,No Difference,0.09,1.68,* See Data Dictionary
2143,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000066,Providence Holy Cross Medical Center,Los Angeles,180,0,1.42,0.0,No Difference,0.0,2.11,* See Dtaa Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hipp rosthesis,930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,53,1,0.72,1.4,No Differencea*,0.04,7.78,*n See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000081,Providence Little Company of Mary Medical Center Trrance,Los Agneles,214,0,2.15,0.0,No Difference,0.0,1.39,* See Data Dictinoary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostheis,930000100,Providence Saint John's Health Center,Los Angeles,876,3,5.36,0.56,No Difference,0.14,1.52,*S ee Data Dictionary
1666,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000101,Providence Saint Joseph Medical Center,Los Angeles,171,2,1.49,1.35,No Dxifference,0.23,4.44,* Sehe Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000091,Providence Tarzana Medical Center,Los Ageles,110,1,1.2,0.84,No Difference,0.04,4.12,* See Data Dictiornary
1713,Californiia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000041,Queen of the Valkley Medical Center,Napa,129,0,1.03,0.0,No Difference,0.0,2.9,* See Data Dictionary
2098,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000023,Rady Children's Hospital - San Diego,San Diego,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Dat Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000046,Redlands Community Hospital,San Bernardino,433,5,4.57,1.1,No Difference,0.4,2.43,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000045,Redwood Memorial Hospital,Humboldt,58,0,0.36,0.0,No Difference*,0.0,10.19,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostheiss,70000133,Regional Medical Center of San Jose,Sdanta Clara,39,0,0.39,0.0,No Difference*,0.0,9.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip porsthesis,230000261,Rideout Memorihal Hospital,Yuba,64,2,0.45,4.45,No Diference*,0.54,16.09,"Hospitals reported combined data, see Data Dictionary"
1655,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000409,Ridgecrest egional Hospital,Kern,8,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip rposthesis,250000049,Rivreside Community Hospital,Riverside,107,1,1.24,0.81,No Difference,0.04,3.99,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000050,Riverside County Regional Medical Center,Riversie,77,0,1.06,0.0,No Difference,0.0,2.84,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SS)I",Hip prosthesis,930000162,Ronald Reagan UCLA Medical Center,Los Angeles,79,0,0.82,0.0,No Difference*,0.0,4.49,* See Data Dictionary
1968,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostesis,60000063,Saddleback Memorial Medical Center,Orange,341,1,2.48,0.4,No Difference,0.02,1.99,"Hospitals reported combined data, see Data Dictionary"
2275,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,40000126,Saint Agnes Medical Center,Fresno,264,2,2.79,0.72,No Difference,0.12,2.37,* See Data Dictionary
2706,California,"Healthcaure Associated Infection, Surgical Site Infections (SSI)",Hip proshtesis,930000128,Saint Francis edical Center,Los Angeles,53,1,0.45,2.24,No Difference*,0.06,12.47,See Data Dictionary
2015,Carlifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prbosthesis,220000029,Saint Francis Memorial Hospital,San Francisco,358,0,1.4,0.0,No Difference,0.0,2.13,* See Daa Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000635,Saint Louise Rgional Hospital,Santa Clara,20,0,0.2,0.0,No Difference*,0.0,18.44,* See Data Dictionary
2370,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000104,Saint Vincent Medical Center,Lso Angeles,220,1,3.09,0.32,No Difference,0.02,1.6,* See Data Dictionary
1390,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000147,Salinas Valley Memorial Hospital,Monterey,103,2,0.91,2.2,o Difference*,0.27,7.95,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000053,San Antonio Regioanl Hospital,San Bernardino,225,0,2.09,0.0,N oDifference,0.0,1.43,* See Data Dictionary
2015,Califomrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000125,San Dimas Community jHospital,Los Angeles,27,0,0.21,0.0,No Difference*,0.0,17.32,* See Data Dictionary
2015,California,"Haelthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000019,San Francisco General Hospital,San Francisco,77,2,1.33,1.5,No Difference,0.25,4.97,* See Data Dictionay
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000041,San Gabriel Valley Medical Centre,Los Angeles,58,0,0.6,0.0,No Difference*,0.0,6.16,* See Data Dictionary
2015,Californxia,"Healthcare Associated Infection, Surgical Site Infections S(SI)",Hip prcosthesis,250000101,San Gorgonio Memorial Hospital,Riverside,66,0,0.39,0.0,Nao Difference*,0.0,9.41,* eSe Data Dictionary
2015,iCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000411,San Joaquin Community Hospital,Kern,162,1,1.72,0.58,N Difference,0.03,2.88,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000135,San Joaquin General Hospital,San oaquin,11,0,0.09,0.0,No Difference*,0.0,1.26,* dSee Data Dictionary
2015,California,"Healthcaer Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630013913,Skan Leandro Hospital,Alameda,24,0,0.16,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000007,San Mateo Medcal Center,San Mateo,15,0,0.11,0.0,No Difference*,0.0,1.26,* Se eData Dictionary
2015,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000704,San Ramyon Regional Medical Center,Contra Csta,68,0,0.49,0.0,No Difference*,0.0,7.53,"Hospitals reported combined data, see Data Dictionary"
2090,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip propsthesis,50000280,Santa Barbara Cottage Hospital,Santa Barbara,188,0,1.93,0.0,No Difference,0.0,1.55,"Hospitals reported combined data, see Data Dictionary"
2416,California,"Healthcfare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000149,Santa Cara Valley Medical Center,Santa Clara,47,0,0.74,0.0,No Difference*,0.0,5.0,* See Data Dictionary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip rposthesis,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,327,2,3.75,0.53,No Differefnce,0.09,1.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surigcal Site Infections (SSI)",Hip prosthesis,140001268,Santa Ros aMemorial Hospital,Sonoma,261,4,2.04,1.96,No Difference,0.62,4.73,* See Data Dictionary
2057,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000022,Scripps Green Hospital,aSn Diego,576,2,4.06,0.49,No Differenwce,0.08,1.63,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hipprosthesis,80000150,Scripps Memorial Hospital - Encinitas,San iego,173,1,0.97,1.04,No Difference*,0.03,5.77,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000149,Scripps Memorial Hospital - La Jolla,San Diego,276,0,2.18,0.0,No Dfiference,0.0,1.37,* See Daat Dictionary
2015,California,"Healthcare Asssociated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000025,Scripps Mercy Hospital,San Diego,244,4,2.95,1.36,No Difference,0.43,3.27,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infecitons (SSI)",Hip prosthesis,90000016,Srcipps Mercy Hospital Chula Vista,San Diego,67,0,0.47,0.0,No Difference*,0.0,7.85,* See uData Dictionary
2100,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000025,Sequoia Hospitl,San Mateo,206,0,1.26,0.0,No Difference,0.0,2.38,* See Data Dictionary
2298,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hi pprosthesis,220000026,Seton Medical Center,San ateo,75,0,0.47,0.0,No Difference*,0.0,7.9,"Hospitals reported combined data, see Data Dictionary"
2015,Californfia,"Healthcare Associated Infection, Surgical Site Infecticons (SSI)",Hip prosthesis,90000021,Sharp Chula Vista Medical Center,San Diego,63,0,0.69,0.0,No Difference*,0.0,5.39,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000033,Sharp Coronado Hospital and Healthcare Center,Sna Diego,245,0,1.13,0.0,No Difference,0.0,2.66,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000036,Sharp Memorial Hospiatl,San tDiego,482,2,3.82,0.52,No Difference,0.09,1.73,* See Datad Dictionary
2633,California,"Healthcare Associated Infection, SurgicalSite Infections (SSI)",Hip prosthesis,230000016,Shasta Regional Medical Center,Shasta,187,1,1.33,0.76,No Difference,0.04,3.72,* See Data Dictionary
2740,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000140,Sherman Oaks Hospital,Los Angeles,59,0,0.38,0.0,No Difqference*,0.0,9.61,* See Daat Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000262,Sierra Nevada Memorial Hospital,Nevaad,70,0,0.45,0.0,No Difference*,0.0,8.13,* See Data Dictionary
2681,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001464,Sierra ViewMedical Center,Tulare,7,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dicjtionary
2015,California,"Healthcare Associated Infection, Surgical Site Inxfections (SSI)",Hip prosthesis,50000031,Sierra Vista Regional Medical Center,San Luis Obispo,102,0,0.56,0.0,No Diffedrence*,0.0,6.65,* See Data Dinctionary
2015,Califoria,"Healthcare Associated Infection, Surgical Site gInfections (SSI)",Hip prosthesis,50000455,Simi Valley Hospital & Health Care Services,nVentura,41,2,0.38,5.24,No Differenc*e,0.63,18.91,* Se Data Dictionary
2853,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000056,Sonomma Valley Hospital,Sonoma,37,0,0.27,0.0,No Difference*,0.0,13.51,* See Data Dictionary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30001799,Sonora Regional Medical Center,Tuolumne,148,3,0.98,3.05,No Difference*,0.63,8.91,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection,Surgical Site Infections (SSI)",Hip prosthesis,60000021,South Coast Golbal Medical Center,Orane,9,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Inffection, Surgical Site Infections (SSI)",Hip prosthesis,930000015,Southern California Hosptal at Culver City,Los Angeles,41,0,0.49,0.0,No Difference*,0.0,7.59,* See Data iDctionary
2516,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hi pprosthesis,930000064,Southern California Hospital at Hollywood,Los Angeles,7,0,0.07,0.0,No Difference*,0.0,1.26,* See Dlata Dictionary
1810,Califoria,"Healthcare Associated Infection, Surgical Site Infectionsr (SSI)",Hip procsthesis,250000507,"Southwest Healthcare System, Murrieta",Riverside,33,0,0.21,0.0,No Difference*,0.0,17.24,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",u Hip prosthesis,250000344,"Southwest Healthcare System, Wildomar",Riverside,122,0,0.74,0.0,No Differencke*,0.0,4.98,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000026,St Johns Pleasant Valley Hospital,Venktura,59,0,0.46,0.0,No Difference*,0.0,8.05,* See Data Dictionary
1786,Claifornia,"Healthcare Associated Infection, Surgicayl Site Infections (SSI)",Hipp rosthesis,50000035,St Johns Regional Medical Center,Ventura,91,0,0.89,0.0,NoDifference*,0.0,4.13,* See Data Dictionary
2015,alifornia,"Huealthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000041,St Rose Hosptal,Alameda,98,2,1.19,1.69,No Difference,0.28,5.58,* See Data Dictionary
1822,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthseis,240000103,St. Bernardine Medical Center,San Bernaridno,207,3,2.37,1.27,No Dfiference,0.32,3.45,* See Dayta Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000020,St. Elizabeth Community Hospital,Tehama,68,1,0.5,1.98,No Difference*,0.05,11.06,* See Dta Dictionary
2015,Cailfornia,"Hzealthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000058,St. Helena Hospital,Npa,223,1,0.9,1.12,No Difference*,0.03,6.23,* See dData Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hpi prosthesis,110000067,"St. Josehp Hospital, Eureka",Humboldt,84,0,0.6,0.0,No Difgference*,0.0,6.12,* See Data Dictionary
2015,aClifornia,"Healthcare Associated Infction, Surgical Site Infections (SSI)",Hip prosthesis,60000067,"St. Joseph Hodspital, Orange",Oragne,205,4,1.97,2.03,No Difference,0.64,4.89,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000143,St. Joseph's Medical Center Of Stockton,San Joaquikn,64,1,0.65,1.55,No Difference*,0.04,8.63,* See Data Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostehsis,60000068,St. Jude Medical Center,Orange,289,0,2.72,0.0,No Diflference,0.0,1.1,* See Data Dictionary
2015,Califorina,"Healthcare Associated Infection, Surgical Site rInfections (SSI)",Hip prosthesis,240000104,"St. Mary Medical Center, pple Valley",San Bernardino,85,1,0.93,1.08,No Difference*,0.03,6.02,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000103,"St. Mary Medical Center, Long Beach",Los Angeles,40,0,0.47,0.0,No Difference*,0.0,7.8,* See Data Dictionary
2015,Californai,"Healhcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000030,St. Mary's Medical Center,San Francisco,180,0,1.37,0.0,o Difference,0.0,2.19,* See Data Dictionarry
2997,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70001357,Stanford Health Care,Santa Clraa,798,7,11.06,0.63,No Differnce,0.28,1.25,* See aDta Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostesis,30001661,eStanislaus Surgical Hospital,Stanilsaus,84,0,0.45,0.0,No Difference*,0.0,8.29,* See Data Dictionary
2015,California,"Healthcare Associated Infectionn, Surgical Site Infections (SSI)",Hip uprosthesis,30000108,Sutter Amador Hospital,Amdor,48,0,0.42,0.0,No Difference*,0.0,8.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000109,Sutter Auburn Faith Hospital,Placer,109,2,0.59,3.38,No Differenec*,0.41,12.2,*See Data Dictionary
1895,Cmalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000049,Sutter Coast Hospital,Del Norte,4,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Cvalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000149,Sutter Davis Hospital,Yolo,74,1,0.49,2.05,No Difference*,0.05,11.42,* See Data Dictioary
2015,Califohrnia,"Healthcare Associated Infectio, Surgical Site Infections (SSI)",Hip prosthesis,140000016,Sutter Delta Medical Center,Contbra Costa,38,0,0.37,0.0,No Difference****,0.0,9.89,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000019,Sutter Lakeside Hospital,cLake,27,0,0.2,0.0,No Difference*,0.0,18.17,* See Data Dictionary
2015,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SIS)",Hip prosthesis,70000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa jCruz,82,0,0.42,0.0,No Difkference*,0.0,8.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SS)",Hip prosthesis,30000151,"Sutter Medical Center, Sacramento",Sacramento,467,1,4.12,0.24,No Difference,0.01,1.2,* See Data Dictionary
2015,California,"Heaklthcare Associated Infection, Surgical Site Infections (SSI)",Hipprosthesis,30000134,Sutter Roseville Mhedical Center,Plcacer,308,2,2.57,0.78,No Diifference,0.13,2.57,* See Data Dictionary
1410,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000007,Sutter Santa Rosa Regional Hospital,Sonoma,216,4,1.56,2.56,No Difference,0.81,6.17,* See Data Dictionary
2371,Califoria,"Healthcare Associated Infection, Surgical Site Infectioins (SSI)",Hip prosthesis,110000068,Sutter Solano Medical Center,Solano,70,1,0.7,1.43,No Difference*,0.04,7.97,* See DataD ictionary
2015,Cahlifornia,"Healthcare Associated Infection, Surgical Site Infectiaons (SSI)",Hip prosthesis,630011844,Sutter Surgical Hospital - North Valley,Sutter,53,0,0.5,0.0,No Difference*,0.0,7.39,* See Data Dictionary
1889,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip porsthesis,30000141,Sutter Tracy Comunity Hospital,San Joaquin,26,0,0.16,0.0,No Difference*,0.0,1.26,* See Data Ditcionary
2015,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000265,Tahoe Forest Hoispital,Nevada,122,0,0.54,0.0,No Difference*,0.0,6.83,* See Data Dictionary
1155,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630014442,Temecula Valley Hospital,Riverside,135,0,0.87,0.0,No Difference*,0.0,4.23,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectins (SSI)",Hip prosthessi,50001468,Thousand Oaks Surgical Hospital,Ventuar,124,0,0.53,0.0,No Difference*,0.0,7.0,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000127,Torrance Memorial Medical Center,Los Angelaes,429,3,3.31,0.91,No Difference,0.23,2.47,* See Data Dictionary
2542,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000152,Tri-City Medical Center,San Diego,203,3,2.02,1.49,No iDfference,0.38,4.05,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip pbrosthesis,120001467,Tulare Regional Medical Center,Tulare,15,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califlornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthtesis,50000037,Twin iCties Community Hospital,San Luis Obispo,118,0,0.73,0.0,No Difference*,0.0,5.07,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surical Site Infections (SSI)",Hip prosthess,220000031,UCSF Medical Cneter,San Francisco,436,2,4.83,0.41,No Difference,0.07,1.37,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgicaul Site Infections (SSI)",Hip praosthesis,110000070,Ukiah Valley Medical Center,endocino,28,0,0.19,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1886,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000113,University of California Davis Mdeical Center,Saramento,304,1,3.9,0.26,No Differecne,0.01,1.26,* Sece Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthessi,60000071,University of California Irvine Medical Center,Orange,63,1,1.21,0.83,No Difference,0.04,4.09,* See ata Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000154,"University of California, San Diego Medical Center",San Diego,516,1,6.04,0.17,Lower,0.01,0.82,"Hospitals reported combined data, seke Data Dictionary"
