year,state,hai,operative_procedure,facility_id_one,facility_name_one,county,procedure_count,infection_count,predicted_infection_count,sir,comparison,sirci_nine_five_lower_limit,sirci_nine_five_upper_limit,notes
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630012971,Loma Linda University Medical Center - Murrieta,Riverside,173,3,1.061,2.827,No Difference,0.72,7.69,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000018,Lompoc Valley Medical Center,Santa Barbara,11,0,0.078,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000095,Long Beach Memorial Medical Center,Los Angeles,332,4,2.931,1.365,No Difference,0.43,3.29,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000025,Los Alamitos Medical Center,Orange,203,3,1.404,2.136,No Difference,0.54,5.81,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000085,Los Angeles Community Hospital,Los Angeles,22,0,0.194,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000020,Los Robles Hospital & Medical Center,Ventura,230,2,1.9,1.053,No Difference,0.13,3.8,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,40000111,Madera Community Hospital,Madera,13,0,0.115,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000005,Mammoth Hospital,Mono,36,0,0.24,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000021,Marian Regional Medical Center,Santa Barbara,100,0,0.801,0.0,No Difference*,0.0,4.61,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000378,Northbay Vacavalley Hospital,Solano,64,0,0.397,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,125,1,0.645,1.55,No Difference*,0.04,8.64,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000953,Marin General Hospital,Marin,148,0,1.048,0.0,No Difference,0.0,2.86,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000044,Marina Del Rey Hospital,Los Angeles,32,0,0.244,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000120,Mark Twain Medical Center,Calaveras,16,0,0.133,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000121,Marshall Medical Center,El Dorado,99,0,0.704,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000092,Memorial Hospital of Gardena,Los Angeles,8,0,0.078,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000123,Memorial Medical Center,Stanislaus,212,1,2.166,0.462,No Difference,0.02,2.28,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000023,Mendocino Coast District Hospital,Mendocino,33,0,0.158,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000727,Menifee Valley Medical Center,Riverside,71,0,0.499,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000124,Mercy General Hospital,Sacramento,185,3,1.882,1.594,No Difference,0.41,4.34,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000404,Mercy Hospital,Kern,60,1,0.516,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000901,Mercy Hospital of Folsom,Sacramento,121,0,0.714,0.0,No Difference*,0.0,5.17,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,40000113,Mercy Medical Center,Merced,134,2,0.893,2.24,No Difference*,0.27,8.09,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000012,Mercy Medical Center Mt. Shasta,Siskiyou,58,0,0.387,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000010,Mercy Medical Center Redding,Shasta,324,0,4.499,0.0,Low,0.0,0.67,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000127,Mercy San Juan Medical Center,Sacramento,300,3,3.446,0.871,No Difference,0.22,2.37,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000701,Mercy Southwest Hospital,Kern,87,0,0.703,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000037,Methodist Hospital of Sacramento,Sacramento,128,0,0.967,0.0,No Difference*,0.0,3.82,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000096,Methodist Hospital of Southern California,Los Angeles,186,0,2.071,0.0,No Difference,0.0,1.45,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000017,Mills-Peninsula Medical Center,San Mateo,203,0,1.549,0.0,No Difference,0.0,1.93,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000158,Miracle Mile Medical Center,Los Angeles,1,0,0.006,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000027,Mission Community Hospital,Los Angeles,56,0,0.348,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000066,Mission Hospital Laguna Beach,Orange,124,1,0.605,1.653,No Difference*,0.04,9.21,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000060,Mission Hospital Regional Medical Center,Orange,192,7,1.615,4.335,High,1.9,8.57,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000009,Montclair Hospital Medical Center,San Bernardino,3,0,0.025,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000108,Monterey Park Hospital,Los Angeles,13,0,0.088,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000145,Natividad Medical Center,Monterey,24,0,0.154,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000037,Northern Inyo Hospital,Inyo,22,1,0.194,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000111,Northridge Hospital Medical Center,Los Angeles,245,1,2.408,0.415,No Difference,0.02,2.05,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000982,Novato Community Hospital,Marin,75,0,0.452,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000146,O'Connor Hospital,Santa Clara,166,0,1.838,0.0,No Difference,0.0,1.63,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000131,Oak Valley Hospital District   (2-Rh),Stanislaus,4,0,0.027,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000023,Ojai Valley Community Hospital,Ventura,18,0,0.105,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000105,Olympia Medical Center,Los Angeles,41,0,0.497,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000208,Orange Coast Memorial Medical Center,Orange,184,0,1.701,0.0,No Difference,0.0,1.76,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000014,Oroville Hospital,Butte,44,1,0.369,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000052,PIH Hospital - Downey,Los Angeles,108,1,1.136,0.88,No Difference,0.04,4.34,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000057,Pacific Alliance Medical Center,Los Angeles,27,0,0.202,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000133,Pacifica Hospital of the Valley,Los Angeles,6,0,0.069,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000077,Palmdale Regional Medical Center,Los Angeles,91,0,0.601,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630013873,Palomar Medical Center,San Diego,645,0,4.216,0.0,Low,0.0,0.71,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000145,Paradise Valley Hospital,San Diego,20,0,0.269,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000044,Parkview Community Hospital Medical Center,Riverside,162,1,0.9,1.111,No Difference*,0.03,6.19,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000444,Patients' Hospital of Redding,Shasta,7,0,0.03,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000040,Petaluma Valley Hospital,Sonoma,67,1,0.491,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000146,Pioneers Memorial Healthcare District,Imperial,29,0,0.134,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000062,Placentia Linda Hospital,Orange,119,0,0.823,0.0,No Difference*,0.0,4.48,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000147,Pomerado Hospital,San Diego,147,5,0.783,6.386,High*,2.07,14.9,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000123,Pomona Valley Hospital Medical Center,Los Angeles,99,1,1.063,0.941,No Difference,0.05,4.64,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000099,Presbyterian Intercommunity Hospital,Los Angeles,261,4,4.066,0.984,No Difference,0.31,2.37,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000066,Providence Holy Cross Medical Center,Los Angeles,176,0,1.321,0.0,No Difference,0.0,2.27,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,59,1,0.757,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,194,0,1.736,0.0,No Difference,0.0,1.73,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000100,Providence Saint John's Health Center,Los Angeles,1112,2,6.801,0.294,Low,0.05,0.97,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000101,Providence Saint Joseph Medical Center,Los Angeles,203,2,1.807,1.107,No Difference,0.19,3.66,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000091,Providence Tarzana Medical Center,Los Angeles,49,0,0.63,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000041,Queen of the Valley Medical Center,Napa,140,0,1.187,0.0,No Difference,0.0,2.52,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000046,Redlands Community Hospital,San Bernardino,387,7,4.077,1.717,No Difference,0.75,3.4,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000045,Redwood Memorial Hospital,Humboldt,77,0,0.499,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000133,Regional Medical Center of San Jose,Santa Clara,48,0,0.469,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000261,Rideout Memorial Hospital,Sutter,38,2,0.288,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000409,Ridgecrest Regional Hospital,Kern,8,0,0.053,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000049,Riverside Community Hospital,Riverside,113,1,1.148,0.871,No Difference,0.04,4.3,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000050,Riverside County Regional Medical Center,Riverside,80,0,1.154,0.0,No Difference,0.0,2.6,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000162,Ronald Reagan UCLA Medical Center,Los Angeles,58,0,0.571,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000063,Saddleback Memorial Medical Center,Orange,298,8,2.309,3.465,High,1.61,6.58,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,40000126,Saint Agnes Medical Center,Fresno,240,2,2.459,0.813,No Difference,0.14,2.69,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000128,Saint Francis Medical Center,Los Angeles,39,0,0.356,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000029,Saint Francis Memorial Hospital,San Francisco,272,2,0.996,2.008,No Difference*,0.24,7.25,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000635,Saint Louise Regional Hospital,Santa Clara,32,0,0.347,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000104,Saint Vincent Medical Center,Los Angeles,240,3,4.191,0.716,No Difference,0.18,1.95,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000147,Salinas Valley Memorial Hospital,Monterey,162,0,1.192,0.0,No Difference,0.0,2.51,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000053,San Antonio Community Hospital,San Bernardino,180,2,1.78,1.124,No Difference,0.19,3.71,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000125,San Dimas Community Hospital,Los Angeles,47,0,0.372,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000019,San Francisco General Hospital,San Francisco,62,1,0.942,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000041,San Gabriel Valley Medical Center,Los Angeles,48,2,0.385,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000101,San Gorgonio Memorial Hospital,Riverside,49,0,0.302,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000411,San Joaquin Community Hospital,Kern,177,1,2.012,0.497,No Difference,0.03,2.45,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000135,San Joaquin General Hospital,San Joaquin,32,0,0.361,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630013913,San Leandro Hospital,Alameda,12,0,0.076,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000007,San Mateo Medical Center,San Mateo,16,0,0.121,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000704,San Ramon Regional Medical Center,Contra Costa,87,1,0.473,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000280,Santa Barbara Cottage Hospital,Santa Barbara,199,0,2.323,0.0,No Difference,0.0,1.29,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000149,Santa Clara Valley Medical Center,Santa Clara,46,1,0.753,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,353,3,4.271,0.702,No Difference,0.18,1.91,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140001268,Santa Rosa Memorial Hospital,Sonoma,324,2,2.468,0.81,No Difference,0.14,2.68,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000022,Scripps Green Hospital,San Diego,556,3,4.175,0.718,No Difference,0.18,1.96,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000150,Scripps Memorial Hospital - Encinitas,San Diego,167,1,1.043,0.958,No Difference,0.05,4.73,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000149,Scripps Memorial Hospital - La Jolla,San Diego,260,4,2.138,1.871,No Difference,0.6,4.51,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000025,Scripps Mercy Hospital,San Diego,212,0,2.514,0.0,No Difference,0.0,1.19,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000016,Scripps Mercy Hospital Chula Vista,San Diego,65,1,0.416,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000025,Sequoia Hospital,San Mateo,192,1,1.35,0.741,No Difference,0.04,3.66,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000026,Seton Medical Center,San Mateo,88,0,0.929,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000021,Sharp Chula Vista Medical Center,San Diego,76,0,0.884,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000033,Sharp Coronado Hospital and Healthcare Center,San Diego,302,0,1.237,0.0,No Difference,0.0,2.42,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000036,Sharp Memorial Hospital,San Diego,497,8,4.432,1.805,No Difference,0.84,3.43,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000016,Shasta Regional Medical Center,Shasta,139,1,1.039,0.963,No Difference,0.05,4.75,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000140,Sherman Oaks Hospital,Los Angeles,23,0,0.164,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000262,Sierra Nevada Memorial Hospital,Nevada,96,0,0.629,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001464,Sierra View Medical Center,Tulare,5,0,0.029,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000031,Sierra Vista Regional Medical Center,San Luis Obispo,112,0,0.528,0.0,No Difference*,0.0,6.99,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000035,Silver Lake Medical Center,Los Angeles,10,0,0.09,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000455,Simi Valley Hospital & Health Care Services,Ventura,47,0,0.383,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000056,Sonoma Valley Hospital,Sonoma,55,1,0.404,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30001799,Sonora Regional Medical Center,Tuolumne,128,2,0.902,2.217,No Difference*,0.27,8.01,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000015,Southern California Hospital at Culiver City,Los Angeles,37,1,0.414,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000064,Southern California Hospital at Hollywood,Los Angeles,4,0,0.044,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000507,"Southwest Healthcare System, Murrieta",Riverside,37,0,0.263,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,250000344,"Southwest Healthcare System, Wildomar",Riverside,120,1,0.787,1.271,No Difference*,0.03,7.08,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000026,St Johns Pleasant Valley Hospital,Ventura,58,0,0.444,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000035,St Johns Regional Medical Center,Ventura,71,1,0.713,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000067,St Joseph Hospital,Orange,263,4,2.544,1.572,No Difference,0.5,3.79,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000041,St Rose Hospital,Alameda,73,1,0.846,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000103,St. Bernardine Medical Center,San Bernardino,189,1,1.91,0.524,No Difference,0.03,2.58,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000020,St. Elizabeth Community Hospital,Tehama,52,0,0.331,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000058,St. Helena Hospital,Napa,220,1,0.815,1.227,No Difference*,0.03,6.84,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000067,St. Joseph Hospital,Humboldt,109,1,0.725,1.379,No Difference*,0.04,7.69,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000143,St. Joseph's Medical Center Of Stockton,San Joaquin,53,1,0.693,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000068,St. Jude Medical Center,Orange,228,0,2.209,0.0,No Difference,0.0,1.36,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,145,1,1.527,0.655,No Difference,0.03,3.23,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000103,"St. Mary Medical Center, Long Beach",Los Angeles,39,0,0.571,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000030,St. Mary's Medical Center,San Francisco,146,0,1.114,0.0,No Difference,0.0,2.69,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70001357,Stanford Hospital,Santa Clara,746,3,8.756,0.343,Low,0.09,0.93,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30001661,Stanislaus Surgical Hospital,Stanislaus,84,0,0.378,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000108,Sutter Amador Hospital,Amador,23,0,0.331,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000109,Sutter Auburn Faith Hospital,Placer,136,0,0.794,0.0,No Difference*,0.0,4.65,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000049,Sutter Coast Hospital,Del Norte,1,0,0.007,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000149,Sutter Davis Hospital,Yolo,62,0,0.427,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000016,Sutter Delta Medical Center,Contra Costa,35,0,0.35,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000151,Sutter General Hospital,Sacramento,490,2,4.745,0.422,No Difference,0.07,1.39,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000019,Sutter Lakeside Hospital,Lake,36,0,0.28,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,72,0,0.315,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000134,Sutter Roseville Medical Center,Placer,316,0,2.92,0.0,No Difference,0.0,1.03,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000007,Sutter Santa Rosa Regional Hospital,Sonoma,134,3,1.021,2.939,No Difference,0.75,8.0,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000068,Sutter Solano Medical Center,Solano,84,2,0.732,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630011844,Sutter Surgical Hospital - North Valley,Sutter,48,0,0.363,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000141,Sutter Tracy Community Hospital,San Joaquin,35,0,0.185,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,230000265,Tahoe Forest Hospital,Nevada,119,0,0.615,0.0,No Difference*,0.0,6.0,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630014442,Temecula Valley Hospital,Riverside,48,1,0.311,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50001468,Thousand Oaks Surgical Hospital,Ventura,102,1,0.472,2.119,No Difference*,0.05,11.8,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000127,Torrance Memorial Medical Center,Los Angeles,450,6,3.709,1.618,No Difference,0.66,3.37,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,80000152,Tri-City Medical Center,San Diego,254,5,2.373,2.107,No Difference,0.77,4.67,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120001467,Tulare Regional Medical Center,Tulare,12,0,0.069,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000037,Twin Cities Community Hospital,San Luis Obispo,130,1,0.81,1.235,No Difference*,0.03,6.88,* See Data Dictionary
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000031,UCSF Medical Center,San Francisco,462,3,4.529,0.662,No Difference,0.17,1.8,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000187,USC Verdugo Hills Hospital,Los Angeles,68,2,0.511,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,110000070,Ukiah Valley Medical Center,Mendocino,32,1,0.225,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000113,University of California Davis Medical Center,Sacramento,313,1,4.478,0.223,No Difference,0.01,1.1,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000071,University of California Irvine Medical Center,Orange,139,2,2.781,0.719,No Difference,0.12,2.38,
