objectid,dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe,vdatum,depth,lenunit,velocity,velunit,arrevert,bferevert,deprevert,sourcecit,hydroid,cstmdlid
302982,35049C,1526115_35,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
303534,35049C,1526115_221,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
303736,35049C,1526115_296,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
303842,35049C,1526115_166,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
303858,35049C,1526115_192,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
304004,35049C,1526115_176,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
303943,35049C,1526115_256,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
304416,35049C,1526115_74,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
304318,35049C,1526115_291,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
304332,35049C,1526115_78,D,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
304037,35049C,1526115_137,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
304718,35049C,1526115_209,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
304780,35049C,1526115_80,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
304532,35049C,1526115_308,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
305041,35049C,1526115_170,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
304963,35049C,1526115_69,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
305902,35049C,1526115_297,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
305948,35049C,1526115_270,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
305726,35049C,1526115_132,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
306316,35049C,1526115_168,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
306381,35049C,1526115_144,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
306407,35049C,1526115_73,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
306582,35049C,1526115_189,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
307110,35049C,1526115_8,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
307075,35049C,1526115_236,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
307550,35049C,1526115_219,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
307618,35049C,1526115_19,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
308107,35049C,1526115_105,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
308273,35049C,1526115_101,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
308198,35049C,1526115_21,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
308603,35049C,1526115_82,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
308668,35049C,1526115_32,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
308331,35049C,1526115_242,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
308871,35049C,1526115_258,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
309427,35049C,1526115_135,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
309538,35049C,1526115_186,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
310545,35049C,1526115_63,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
310581,35049C,1526115_293,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
310991,35049C,1526115_163,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
311208,35049C,1526115_217,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
310917,35049C,1526115_171,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
311609,35049C,1526115_76,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
311866,35049C,1526115_154,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
311931,35049C,1526115_157,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
311932,35049C,1526115_182,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
311790,35049C,1526115_167,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
312257,35049C,1526115_77,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
312147,35049C,1526115_305,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
312494,35049C,1526115_48,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
313354,35049C,1526115_61,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
313560,35049C,1526115_207,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
313424,35049C,1526115_191,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
314038,35049C,1526115_185,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
314645,35049C,1526115_232,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FHBM1,NULL,NULL
314496,35049C,1526115_30,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
314582,35049C,1526115_249,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
314942,35049C,1526115_197,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
314726,35049C,1526115_278,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
315509,35049C,1526115_332,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY12,NULL,NULL
316129,35049C,1526115_119,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
316142,35049C,1526115_226,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
316680,35049C,1526115_215,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
316876,35049C,1526115_264,AE,FLOODWAY,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
316972,35049C,1526115_255,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,1526115_5,NULL
316765,35049C,1526115_298,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
316812,35049C,1526115_279,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
316840,35049C,1526115_59,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
317497,35049C,1526115_88,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
317191,35049C,1526115_116,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
317227,35049C,1526115_202,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
318021,35049C,1526115_148,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
318404,35049C,1526115_28,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
318139,35049C,1526115_46,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
318622,35049C,1526115_100,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
318719,35049C,1526115_36,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
318872,35049C,1526115_325,AE,FLOODWAY,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
318572,35049C,1526115_13,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
319437,35049C,1526115_142,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
319684,35049C,1526115_307,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
320003,35049C,1526115_50,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
319744,35049C,1526115_39,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
319754,35049C,1526115_138,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
320387,35049C,1526115_253,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
320403,35049C,1526115_89,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
320404,3504C9,1526115_89,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,***,-9999.0,NULL,-999.0,NULL,-99c99.0,NULL,NULL,-9999.0,-9999.0,1u526115_FIS2,NULL,NULL
320567,35049C,1526115_246,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FHBM1,NULL,NULL
320183,35049C,1526115_248,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
320218,35049C,1526115_289,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
320761,35049C,1526115_58,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
320841,35049C,1526115_66,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
321164,35049C,1526115_179,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
321185,35049C,1526115_254,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,1526115_1,NULL
321311,35049C,1526115_269,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
322080,35049C,1526115_316,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
322288,35049C,1526115_44,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
322207,35049C,1526115_169,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
322660,35049C,1526115_321,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
322303,35049C,1526115_104,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
322323,35049C,1526115_91,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
322994,35049C,1526115_147,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
323245,35049C,1526115_97,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
323296,35049C,1526115_271,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
323138,35049C,1526115_146,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
323576,35049C,1526115_225,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
324157,35049C,1526115_175,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
324267,35049C,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,***,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
324268,35049C,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,***,-9999.0,NULL,-999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
324269,3504C9,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,9999.0,NULL,-999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUoDY6,NULL,NULL
324270,5049C,1526115_327,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,***,-9999.0,NULL,-99990.,NULL,9-999.0,NULL,NULL,-9999.0,-9999.0,1526115S_TUDY6,NULL,NULL
324020,35049C,1526115_45,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
324532,35049C,1526115_141,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
324732,35049C,1526115_312,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
325247,35049C,1526115_237,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
324880,35049C,1526115_109,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
324882,35049C,1526115_199,AE,FLOODWAY,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
325453,35049C,1526115_86,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
325536,35049C,1526115_43,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
325328,35049C,1526115_223,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
326053,35049C,1526115_261,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
325870,35049C,1526115_331,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY12,NULL,NULL
326349,35049C,1526115_273,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
326372,35049C,1526115_231,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FHBM1,NULL,NULL
326449,35049C,1526115_81,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
326134,35049C,1526115_6,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
326872,35049C,1526115_129,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
327781,35049C,1526115_205,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
327804,35049C,1526115_155,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
327451,35049C,1526115_62,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
327471,35049C,1526115_22,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
327934,35049C,1526115_184,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
327939,35049C,1526115_7,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
327942,35049C,1526115_87,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
328461,35049C,1526115_16,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
328621,35049C,1526115_213,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
328257,35049C,1526115_130,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
328830,35049C,1526115_83,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
328977,35049C,1526115_96,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
329107,35049C,1526115_65,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
329619,35049C,1526115_150,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
329720,35049C,1526115_198,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
329877,35049C,1526115_3,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
329472,35049C,1526115_17,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
329514,35049C,1526115_107,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
330063,35049C,1526115_272,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
330173,35049C,1526115_174,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
329970,35049C,1526115_12,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
330902,35049C,1526115_263,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
331212,35049C,1526115_314,X,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
332416,35049C,1526115_257,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,NULL,F,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_STUDY6,NULL,NULL
332686,35049C,1526115_276,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
332707,35049C,1526115_79,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
333082,35049C,1526115_4,A,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIRM6,NULL,NULL
333128,35049C,1526115_260,AE,NULL,T,-9999.0,NULL,-9999.0,NULL,-9999.0,NULL,NULL,-9999.0,-9999.0,1526115_FIS2,NULL,NULL
