OBJECTID,PlanYear,DensityType,Shape__Area,Shape__Length
653,0,2,88563.1608886719,1228.66859954794
654,0,7,14958.6881103516,500.032805378567
655,0,2,49427.337890625,957.913749350206
656,0,0,35889.1403198242,933.358633699914
657,0,5,199231.540527344,2340.90528882682
658,0,4,311386.827270508,4356.85167804438
659,0,2,75555.5358276367,1608.73190003767
660,0,4,309291.06048584,2254.88521644342
661,0,2,106812.866516113,2157.11615198458
662,0,2,171192.963928223,2686.71347577874
663,0,4,510045.434448242,3420.5031042669
664,0,0,60262.9990234375,1422.61889461569
665,0,2,548324.875427246,6398.29617054732
666,0,2,55325.5249023438,1218.38114987446
667,0,0,108823.839660645,2187.98331421224
668,0,3,1687795.61334229,5563.29383183071
669,0,2,81403.3935546875,1670.27397414032
670,0,0,45879.1038208008,1027.40446575807
671,0,2,110920.44543457,2082.25622927166
672,0,2,47864.9996948242,963.856273995997
673,0,3,55494.6583862305,941.012279690628
674,0,2,90.4598388671875,143.065665500122
675,0,2,35990.9993896484,875.990862076883
676,0,4,25989.8638916016,685.590180667272
677,0,2,222878.847045898,3958.97383220576
678,0,2,47251.9891357422,882.836921558524
679,0,3,373234.501281738,2426.04460240304
680,0,2,23090.4030151367,627.551511089343
681,0,2,98711.1006469727,2012.20922028616
682,0,2,57087.8118286133,1192.81741530849
683,0,2,107640.82598877,1967.44284381098
684,0,2,77975.49609375,1619.64844293541
685,0,3,453050.580322266,3664.30963465863
686,0,2,30448.8752441406,842.463080147813
687,0,2,291094.717773438,5754.72711774501
688,0,2,48501.234375,1061.25344347197
689,0,2,182783.893005371,3097.38671510445
690,0,3,418434.006896973,3236.79449505644
691,0,0,65698.43359375,1461.58771856164
692,0,2,79736.2914428711,1497.74116413752
693,0,2,22500.1149902344,622.402807525912
694,0,2,78139.9520263672,1736.3262081492
695,0,2,154352.377685547,2799.18002297415
696,0,2,118491.967346191,2449.81694693082
697,0,2,119017.69720459,2499.59329685267
698,0,2,102872.889648438,2072.8204323346
699,0,0,47400.0307006836,1229.91225382393
700,0,7,2367691.49591064,8241.55367980684
701,0,2,46523.2578125,1096.26537501227
702,0,2,38831.4939575195,958.589292471571
703,0,2,93016.8114013672,2057.58022589868
704,0,3,162604.330810547,1706.47758906126
705,0,2,54367.4717407227,1333.34630315961
706,0,2,34556.3091430664,894.84322991984
707,0,2,65624.3218383789,1572.0078517067
708,0,2,54524.2321166992,1211.42832450842
709,0,2,168541.004821777,2767.24008533382
710,0,2,129838.546264648,2547.39808340336
711,0,2,96180.4556884766,2066.79060649328
712,0,2,91971.6774902344,1754.57981116706
713,0,4,66092.1352539063,1037.84338759637
714,0,3,88492.1945800781,1702.67672125483
715,0,2,146776.860656738,1796.62705712695
716,0,2,132863.860839844,2649.81670766922
717,0,5,335376.822937012,3044.50432580836
718,0,2,65625.611328125,1413.34589698486
719,0,2,27067.025390625,737.317665143561
720,0,2,144720.328735352,2806.50943657503
721,0,2,71290.1069946289,1405.2627447722
722,0,2,66446.8101196289,1532.01143646513
723,0,1,105974.871276855,1357.16088460803
724,0,2,267487.795837402,5346.36165967731
725,0,2,92516.9130249023,1842.79390971812
726,0,2,149721.157958984,2929.34901115799
727,0,2,77057.9921264648,1674.49244486053
728,0,0,51511.4143676758,1242.62170431314
729,0,0,89971.3461303711,1499.77831355188
730,0,2,101165.00982666,2046.12415997309
731,0,2,89552.424987793,1651.88543299305
732,0,2,133234.352111816,2539.65011350549
733,0,7,572388.595581055,3583.83812305094
734,0,2,147788.549804688,3171.96638717427
735,0,2,167015.516906738,3361.62586322161
736,0,4,231274.523193359,1916.5866481761
737,0,1,859259.722412109,4913.69320423815
738,0,3,89846.3657226563,1411.41587096726
739,0,2,125334.630615234,2317.98852100831
740,0,2,57196.2528076172,1396.05147147065
741,0,4,60474.1983032227,1065.19010014747
742,0,0,19351.2252807617,550.840901009334
743,0,2,76630.6111450195,1652.55954371251
744,0,2,103391.673706055,2172.22131861495
745,0,0,58032.7189331055,1157.82671197272
746,0,2,29054.5510253906,705.369958398915
747,0,2,346933.747131348,6611.32752874014
748,0,2,106102.430603027,1769.05193505473
749,0,2,121718.917663574,2330.28684734404
750,0,2,47436.8860473633,1066.44451636298
751,0,2,395279.148254395,4933.59845323787
752,0,2,143291.386535645,2812.33321359935
753,0,2,53990.0009155273,1261.11182685812
754,0,0,19657.9134521484,556.977920636396
755,0,2,65462.4703369141,1446.07863830444
756,0,4,19493.9464111328,559.915784086497
757,0,0,25116.489074707,705.407925075937
758,0,2,118921.609741211,2683.16183351147
759,0,2,160321.674377441,3175.4864684034
760,0,2,239859.93737793,4899.20634328592
761,0,0,258637.727844238,2298.48533588803
762,0,4,481218.911254883,3076.53739137219
763,0,2,139205.096740723,2589.21686432585
764,0,2,56141.8861083984,1240.24257063124
765,0,2,132006.890563965,1654.609728159
766,0,2,61488.6101074219,1376.8797062253
767,0,2,77786.6647949219,1690.63257054205
768,0,0,48303.8532714844,1180.90685137223
769,0,1,207080.096923828,1877.98461527718
770,0,2,59185.3859863281,1372.9072422762
771,0,2,62796.6139526367,1374.90666112304
772,0,0,27325.9094848633,668.294354510273
773,0,2,116098.739807129,2310.09917754189
774,0,2,66984.7784423828,1424.11687452909
775,0,3,13159.7738647461,453.574999401351
776,0,4,109989.632385254,1707.51927821376
777,0,4,74857.5867919922,1389.22928332732
778,0,2,19073.3724365234,583.022553908184
779,0,2,238679.462890625,2422.7367990589
780,0,4,32010.8805541992,707.598579667114
781,0,2,102204.887939453,1841.24762690013
782,0,4,496243.438720703,4090.8968126631
783,0,2,77847.47265625,1320.91342932052
784,0,4,213334.678710938,1857.61962647999
785,0,3,353229.271240234,2355.81563534888
786,0,2,64773.1749267578,1410.33533263293
787,0,2,117489.35534668,2344.32457551868
788,0,3,371290.609313965,3084.91551260961
789,0,0,122521.538696289,2002.5774247706
790,0,4,991635.168212891,6714.05926807365
791,0,2,226390.432495117,2828.49079144464
792,0,2,110392.83215332,2300.60369789847
793,0,3,37765.5246582031,1007.95881715735
794,0,2,59605.5095214844,1293.00707926722
795,0,0,43134.912109375,940.439016626476
796,0,3,137632.246826172,2014.92921775386
797,0,2,63041.3616943359,1436.74972894698
798,0,2,156048.587219238,1768.95171034483
799,0,2,141883.994506836,2213.27710569517
800,0,7,356629.076477051,2423.6457480493
801,0,3,780675.73059082,6049.30621587278
802,0,2,77364.0310058594,1558.20115948205
803,0,0,7692.41247558594,345.875034910319
804,0,2,30069.9060058594,705.66215080788
805,0,2,112494.160095215,2423.43846378239
806,0,0,59818.5379638672,1464.38681636638
807,0,2,87858.2536010742,1870.16805113994
808,0,0,54422.11328125,1044.42770844179
809,0,2,112099.679382324,2312.83912285625
810,0,2,116456.253601074,2327.65077527502
811,0,2,113961.211608887,2299.22643548092
812,0,0,80194.6505737305,1472.55940225464
813,0,1,260728.315368652,2400.1816955372
814,0,2,44104.306640625,1008.19965652191
815,0,2,82332.3062744141,1705.06425858897
816,0,2,92723.7312011719,1772.82954710183
817,0,6,93504.9032592773,1222.3871087541
818,0,4,43167.7142944336,934.264430859322
819,0,2,25362.6917724609,684.463078516171
820,0,4,102460.47253418,1304.22504705688
821,0,3,39791.0314331055,878.075038147977
822,0,2,66278.5687866211,1367.65583269333
823,0,2,68732.8546142578,1624.79143132757
824,0,3,69393.0291137695,1539.69536089656
825,0,2,109390.067565918,2281.11888680495
826,0,4,90493.346862793,1588.33315046663
827,0,2,79895.3228149414,1848.73900499946
828,0,3,207814.457214355,3009.31443409512
829,0,2,60656.6733398438,1352.2198744835
830,0,2,119785.109069824,2297.12831011018
831,0,2,128690.520080566,2753.56817655119
832,0,2,102970.955932617,1349.96480471589
833,0,5,155629.72076416,1887.67611405713
834,0,2,83308.3733520508,1812.84345987607
835,0,2,64078.5284423828,1419.65727640366
836,0,0,170534.587280273,3278.86965460352
837,0,2,65192.8483886719,1389.71099768983
838,0,0,149955.401550293,1599.76197063624
839,0,3,72.01171875,40.9957545333646
840,0,2,61562.1268310547,1381.08895701065
841,0,2,200854.782775879,3893.93899291785
842,0,1,242390.222229004,2643.51131036276
843,0,2,134826.769348145,2632.59511089359
844,0,3,214000.961303711,1859.27902609623
845,0,0,51011.0368041992,1053.67580417105
846,0,3,51680.9927978516,1087.19860758711
847,0,3,61405.5185546875,1342.46811138102
848,0,4,44084.4602050781,887.83997741199
849,0,2,92430.0447387695,1891.4507448746
850,0,4,573548.516052246,3059.12420961328
851,0,2,303585.372314453,2969.85541214826
852,0,2,79836.5621948242,1682.44247211364
853,0,2,126704.084899902,2162.57760563355
854,0,2,81112.57421875,1725.792035298
855,0,2,105942.616638184,2189.22737428735
856,0,2,298547.86730957,2183.69656112386
857,0,2,60187.3486328125,1422.21443711089
858,0,7,1083342.07733154,4216.88829104482
859,0,2,77943.0116577148,1572.69889629183
860,0,2,91062.8302612305,1861.12381445145
861,0,2,23997.7949829102,661.010373302728
862,0,0,105840.46472168,1559.76647446571
863,0,2,48274.8284912109,1021.19109156431
864,0,2,44122.3272705078,990.299622608051
865,0,0,82310.9464111328,1672.53574862942
866,0,2,57250.8588256836,1285.81375654212
867,0,3,76551.2718505859,1278.14422380641
868,0,2,100776.596618652,2187.34590986843
869,0,0,122224.728393555,2601.63022793436
870,0,0,258045.526611328,2791.62648104228
871,0,0,147618.87878418,3008.05862868102
872,0,2,231388.305847168,2387.25329919039
873,0,3,299144.480407715,3831.56068187
874,0,2,135459.765930176,2674.36630188243
875,0,2,32638.2380981445,843.462794984651
876,0,1,243715.494018555,2260.07945740833
877,0,2,150944.473388672,3155.51922383507
878,0,2,54616.5341796875,1224.0982119253
879,0,2,203827.905944824,2998.98357156402
880,0,7,147812.309570313,1552.9154850385
881,0,4,2527311.92321777,6871.12813141595
882,0,4,281841.003540039,2232.21964339084
883,0,2,74348.6000366211,1612.91791056675
884,0,2,102534.611633301,2082.26507715804
885,0,2,79261.0233154297,1746.41817736837
886,0,6,484538.709289551,3051.95079924601
887,0,2,87375.8977050781,1775.31446798694
888,0,2,67091.1865844727,1384.01852485845
889,0,2,57650.5131835938,1217.58670268743
890,0,2,97217.9750976563,1981.91167080653
891,0,2,132872.299438477,2482.97721478459
892,0,2,75023.4259643555,1649.7224575181
893,0,4,201149.133605957,1866.22538629464
894,0,2,116817.926757813,2318.00075638127
895,0,0,33483.3461303711,884.423701463663
896,0,2,48776.6583862305,1040.25745833263
897,0,2,110549.385559082,2082.13334407205
898,0,3,659831.935791016,3379.81398436818
899,0,2,101973.233215332,2066.23136155662
900,0,6,504678.064086914,3276.38709482835
901,0,2,62145.2496948242,1323.25293474301
902,0,2,45285.4322509766,1029.20770174369
903,0,3,461294.302856445,3730.06631848509
904,0,2,177119.099060059,1945.43425580356
905,0,2,61374.7991333008,1387.03327383502
906,0,2,34803.7463989258,883.899039550183
907,0,3,88285.3521728516,1309.41467873218
908,0,2,71559.0592041016,1067.43229318236
909,0,2,162691.339355469,2639.10232577585
910,0,0,166685.679260254,3133.99078689774
911,0,2,26066.9100952148,676.272380385469
912,0,2,43569.7651977539,971.983296368751
913,0,2,780256.991821289,3702.49436937923
914,0,2,123301.493652344,2490.73732250488
915,0,3,740731.6328125,4276.00690546098
916,0,2,18550.5499267578,688.361339403765
917,0,2,74027.5672607422,1131.03604698153
918,0,0,98716.1158447266,2275.9657451196
919,0,2,143423.173217773,2852.29558023086
920,0,2,64950.1953125,1446.27420705156
921,0,2,94691.4626464844,1784.87108298042
922,0,3,87396.802734375,1277.9071635992
923,0,2,72481.2766723633,1526.88242288077
924,0,2,334848.498535156,4554.94697894986
925,0,2,67120.8991088867,1504.62982812999
926,0,0,65260.2649536133,1558.85443845527
927,0,3,95387.9218139648,2113.40586744379
928,0,2,489419.236206055,5695.27029080659
929,0,3,141967.30078125,1498.32048205589
930,0,0,62779.0823364258,1168.04333934226
931,0,0,89977.2105102539,1791.37702534163
932,0,6,49876.5434570313,1070.91298124575
933,0,4,57884.9641723633,1084.03989995753
934,0,2,181664.627075195,2060.78953828047
935,0,3,16029.951171875,499.232919657266
936,0,2,68668.498840332,1318.11251231004
937,0,2,376006.34777832,6822.69867167461
938,0,2,102478.705505371,2162.71392936861
939,0,0,73508.1318969727,1153.82787271889
940,0,2,83171.2832641602,1781.18933641559
941,0,4,211360.347839355,1827.98636305673
942,0,3,1135858.95593262,4865.52551330776
943,0,2,44905.8966674805,971.782136895598
944,0,1,129286.458618164,1422.45355179714
945,0,2,152916.329956055,2094.28293406163
946,0,2,103754.34161377,2170.71605583669
947,0,0,82471.6573486328,1794.88918748964
948,0,1,159997.638549805,2851.64973241692
949,0,2,72140.3578491211,1546.45244635285
950,0,0,135197.813537598,2369.80635739983
951,0,7,27104.0510253906,675.428491040886
952,0,2,68080.5662841797,1377.14668719302
953,0,2,117047.329162598,2665.14530797926
954,0,3,129313.54296875,1715.72185621846
955,0,2,77821.5159912109,1258.95156050392
956,0,2,158151.695861816,2350.43279066642
957,0,3,74163.239074707,2172.79000804962
958,0,0,54997.5313110352,1346.23559668616
959,0,2,130928.380432129,2443.52954229181
960,0,2,92227.9615478516,1931.88642996501
961,0,0,63566.0104370117,1432.42470698601
962,0,2,54367.7684936523,1333.351220328
963,0,3,234609.350341797,2230.53850795995
964,0,4,88349.602355957,1310.09087302273
965,0,4,27662.9315795898,668.319018036993
966,0,2,180678.797912598,3375.39955900983
967,0,0,577864.388183594,4160.11791043624
968,0,2,82835.856628418,1671.65834224253
969,0,2,129116.515686035,2749.21129904709
970,0,0,82233.6446533203,1598.70587341493
971,0,0,54945.6567382813,1101.53188272817
972,0,1,503940.977661133,4270.4200023135
973,0,4,1330276.59442139,5428.1233615973
974,0,3,89547.7982788086,1455.03516280395
975,0,2,167062.932006836,3234.57630602456
976,0,2,120602.027893066,2173.96146578649
977,0,2,96271.6504516602,1966.40559612245
978,0,2,101799.085876465,2038.70284427926
979,0,2,67199.1258544922,1516.38542462522
980,0,2,36830.992980957,820.186477264872
981,0,2,728371.066589355,3755.86102638809
982,0,2,30877.8311767578,735.80807987634
983,0,4,260101.22253418,2346.84640570217
984,0,3,703701.671264648,4452.37498754749
985,0,3,314410.68572998,2848.67067905116
986,0,3,907453.212890625,6612.95224585306
987,0,2,76797.9188232422,1558.04702684359
988,0,0,8639.90466308594,424.211531412416
989,0,3,351793.761901855,3270.2427138633
990,0,1,324009.221130371,2847.18166542525
991,0,0,74295.06640625,1173.84050399569
992,0,2,43831.7138061523,1005.61361251365
993,0,2,58797.8981323242,3370.76262783655
994,0,4,587356.831970215,3239.83263817442
995,0,2,72181.4692382813,1572.05973380361
996,0,2,62631.3983154297,1357.09140660478
997,0,3,305430.787719727,2200.86610006576
998,0,4,123687.416259766,1449.82871818628
999,0,4,190734.492492676,3166.72895202189
1000,0,4,218490.769348145,2922.01963680889
1001,0,2,65807.2786254883,1493.74410268689
1002,0,4,1134759.53045654,4346.38989532793
1003,0,2,38615.4000244141,946.582051810715
1004,0,2,109886.04901123,2346.10838405265
1005,0,4,25138.8055419922,633.292009776528
1006,0,2,158853.599975586,3194.75281996866
1007,0,0,173876.100646973,1941.84510427216
1008,0,6,142203.944335938,1672.22522746567
1009,0,2,38199.9750366211,924.049026341205
1010,0,6,29037.9060058594,773.166871915461
1011,0,6,136518.137207031,1477.44258916145
1012,0,2,61572.817199707,1381.22260902259
1013,0,2,44760.663269043,1072.41147464871
1014,0,2,74197.6192016602,1470.57530973447
1015,0,2,225483.58001709,2414.94512381425
1016,0,0,44115.7839355469,1121.30053674269
1017,0,2,59116.9608764648,1423.88130691117
1018,0,2,56891.4191894531,1264.53222980337
1019,0,0,83082.6026611328,1892.24756784137
1020,0,2,27374.8197021484,761.313198344748
1021,0,3,630002.962341309,3209.54769286658
1022,0,2,175142.555419922,2723.18422277921
1023,0,4,70531.2708129883,1208.28754764891
1024,0,0,12789.3893432617,453.370347996099
1025,0,2,100876.928222656,1889.74087731378
1026,0,0,103517.622558594,2238.38298277197
1027,0,2,92741.6852416992,1855.57062067633
1028,0,0,50560.7423095703,1125.39352904959
1029,0,2,28786.8303833008,753.897054947744
1030,0,2,75684.0283813477,1435.49363703982
1031,0,7,64144.5063476563,1156.33050601525
1032,0,2,18290.0512695313,557.860727240942
1033,0,2,27066.9046630859,737.317140402896
1034,0,2,61567.7688598633,1429.29752054917
1035,0,2,123244.330749512,2339.31301527167
1036,0,3,84639.6965332031,1461.36005842919
1037,0,0,131776.195556641,2933.33092469695
1038,0,4,371272.223876953,3719.3256478518
1039,0,2,238121.851257324,4219.81352617211
1040,0,2,91276.6768188477,1936.71610702554
1041,0,2,8536.72479248047,375.658430023757
1042,0,3,931795.397216797,4328.46267624596
1043,0,0,128223.044616699,2850.7177928417
1044,0,2,35587.6481323242,844.918084559345
1045,0,2,76113.4666748047,1453.58463614708
1046,0,3,173381.406982422,1679.50245463251
1047,0,2,196442.98614502,2612.9710994944
1048,0,2,72840.037902832,1452.02610598111
1049,0,2,89970.7673339844,1249.8097836478
1050,0,2,36928.2555541992,905.700555454452
1051,0,2,118165.003601074,2448.31896678214
1052,0,2,72103.0427246094,1065.51154490496
1053,0,2,50403.0902709961,1163.4219887614
1054,0,1,422625.279602051,4957.57212338019
1055,0,4,1135488.43322754,4225.50578659013
1056,0,2,50012.0318603516,1123.80192239933
1057,0,4,5997.99822998047,639.905082043056
1058,0,2,77287.7104492188,1649.07771168062
1059,0,2,114955.874572754,2276.46666429372
1060,0,3,233.150207519531,395.959174382884
1061,0,2,77704.6386108398,1678.58339570215
1062,0,7,179707.850646973,1810.89913692781
1063,0,2,58102.8126831055,1169.7608359695
1064,0,2,67968.9340209961,1514.86428267508
1065,0,2,1941941.23132324,6361.89674371585
1066,0,2,76237.2662353516,1700.86575570452
1067,0,4,172161.98236084,2180.66849850285
1068,0,2,102474.61895752,2068.39825657597
1069,0,0,53521.2222900391,1309.91499302874
1070,0,2,147484.29876709,2870.9436153057
1071,0,3,118244.910888672,1900.83199606081
1072,0,2,109694.338989258,2158.78440379691
1073,0,2,111480.185119629,2231.71899686304
1074,0,2,16043.1311035156,526.279489098783
1075,0,2,285154.655883789,4367.0767511634
1076,0,2,103102.950561523,2075.99494527669
1077,0,2,68503.5921020508,1563.33554577916
1078,0,2,143355.237609863,2686.64050519506
1079,0,0,61869.2924194336,1479.01687299551
1080,0,3,73132.6435546875,1243.77510625987
1081,0,2,3089372.09082031,12068.6503744656
1082,0,2,24339.9987792969,662.200830402401
1083,0,3,175371.144042969,1814.37035631768
1084,0,2,86048.3039550781,1733.27260346861
1085,0,2,288792.271179199,4215.15729802613
1086,0,2,68036.1323242188,1453.36993048877
1087,0,2,99851.3948974609,2066.1826799971
1088,0,2,123747.603820801,2432.44704595611
1089,0,2,65089.9616088867,1448.96820184644
1090,0,2,249646.98223877,5614.60740043691
1091,0,2,94890.7168579102,1926.39426925233
1092,0,4,77684.8905029297,1131.14704283794
1093,0,3,32489.8370361328,759.887787576859
1094,0,0,113014.695739746,1929.97056422869
1095,0,3,8124.36291503906,541.151139255189
1096,0,2,110425.545288086,2156.77478132487
1097,0,3,110106.78704834,1738.29625343039
1098,0,2,30942.2564697266,795.979315628468
1099,0,0,60794.5772705078,1366.58396017008
1100,0,2,111916.086181641,2402.52595164176
1101,0,1,526258.246826172,3309.97078055306
1102,0,2,68485.9569091797,1523.1872311634
1103,0,4,176736.16784668,2884.44232098059
1104,0,2,95597.793762207,1961.36071371147
1105,0,2,54463.3414916992,994.241298953889
1106,0,2,99814.5192871094,2015.33177700094
1107,0,2,56112.2621459961,1249.5922067039
1108,0,2,76601.2359619141,1602.0245496327
1109,0,2,82312.9114990234,1739.90538070521
1110,0,6,275735.375305176,2564.23392416901
1111,0,7,55534.6671142578,1352.5762552205
1112,0,6,72285.7105102539,1083.03886767474
1113,0,2,105288.645935059,2006.88282004302
1114,0,4,49073.2001342773,1194.25750201167
1115,0,2,127614.472290039,2695.56652985273
1116,0,2,126183.824951172,2335.97816784993
1117,0,2,87472.0236206055,1778.56759231729
1118,0,2,110344.490356445,2285.76600604732
1119,0,2,55638.4030151367,1135.1386927111
1120,0,2,81167.4720458984,1461.35242178549
1121,0,2,202907.984436035,4121.5284184988
1122,0,2,42410.6130981445,1004.33754068576
1123,0,3,21618.1741333008,606.16861864208
1124,0,2,169755.417602539,2073.89554150944
1125,0,0,117880.295288086,2687.50461620527
1126,0,0,89313.0060424805,2060.21710226839
1127,0,2,114321.594299316,2317.61436454948
1128,0,4,88330.2501220703,1938.23482708304
1129,0,2,97722.0455932617,1899.30048354247
1130,0,3,97588.8223266602,1588.15312295969
1131,0,2,92449.1149902344,2244.05071550544
1132,0,2,395196.453613281,5212.58870082995
1133,0,6,874647.77545166,4887.80994302315
1134,0,7,141803.89074707,1506.509155968
1135,0,2,190194.033935547,2290.726741983
1136,0,3,343912.551940918,3716.23578787349
1137,0,2,37952.5535888672,1018.95767795664
1138,0,0,77376.1780395508,1173.8239959313
1139,0,2,44681.2228393555,1024.41590020781
1140,0,4,35.5733032226563,85.7204951031442
1141,0,3,531978.040527344,3145.43866727478
1142,0,2,14733.2013549805,481.142911299402
1143,0,2,85569.1552734375,1828.07524103983
1144,0,2,100253.11138916,2109.97089540776
1145,0,2,61234.7266845703,1441.05694467985
1146,0,2,47945.9588623047,1110.15633122603
1147,0,2,189414.992797852,3503.04185887666
1148,0,2,81269.8482666016,1584.30065351125
1149,0,2,106759.289367676,1762.94865986728
1150,0,2,118863.068481445,2421.99161966915
1151,0,2,61144.3255004883,1370.08984991556
1152,0,1,1013608.14782715,10376.6609547
1153,0,2,53164.772644043,1186.72628118228
1154,0,3,7787.59295654297,380.001360351964
1155,0,4,1746565.88446045,6062.93232646296
1156,0,2,89894.3518066406,1730.64606386333
1157,0,0,19624.8813476563,564.010773320589
1158,0,0,115299.500915527,2590.69639082479
1159,0,0,127218.993103027,2810.67618437441
1160,0,2,229384.28326416,4292.66117968987
1161,0,2,101085.161315918,2215.9462096496
1162,0,2,71672.5180664063,1508.25314023837
1163,0,2,118471.198730469,2387.16501319123
1164,0,2,123203.901123047,2442.15267784745
1165,0,2,114555.205993652,2360.05561254376
1166,0,6,3933755.8013916,9261.98071154527
1167,0,2,91984.5012207031,1956.53851404422
1168,0,2,75597.7050170898,1545.99545107833
1169,0,0,65760.7061157227,1462.76456988813
1170,0,2,150681.813781738,2959.36685020464
1171,0,4,30404.9096069336,794.527285555786
1172,0,2,140712.227539063,2710.75615081901
1173,0,2,81859.5221557617,1785.26681685793
1174,0,2,48130.7161865234,1209.85299344731
1175,0,2,50393.9851074219,1139.17849822419
1176,0,2,101425.645507813,2088.06899461893
1177,0,2,36124.330871582,866.2379090612
1178,0,3,26319.735168457,648.684231806173
1179,0,2,90572.4842529297,1998.90097246937
1180,0,2,35513.3295898438,852.471470241192
1181,0,4,97405.2358398438,1400.8427048558
1182,0,2,102880.320007324,2364.62709071289
1183,0,2,73044.2463989258,1579.82947812982
1184,0,2,58569.0594482422,1286.01458993623
1185,0,4,198588.895080566,1913.01120280579
1186,0,2,143270.039672852,2546.77934395708
1187,0,2,96221.2096557617,2086.48006118262
1188,0,0,49997.3064575195,904.511543012474
1189,0,2,64640.7222900391,1521.07652612691
1190,0,4,80680.920715332,1174.65924504285
1191,0,2,82047.1967773438,1780.22613910387
1192,0,0,58180.9957885742,1221.53322852637
1193,0,2,111040.494506836,2241.51231565223
1194,0,2,330253.553710938,3310.72113903907
1195,0,2,38213.2598876953,844.623792267358
1196,0,0,37733.930480957,796.204697068518
1197,0,2,14403.5409545898,476.221044558363
1198,0,2,90358.1514282227,1934.86299996065
1199,0,4,2861895.94702148,7392.50398835094
1200,0,2,58154.7515258789,1306.316099416
1201,0,4,586441.408752441,3052.80871847123
1202,0,2,96840.2708740234,1885.30900625784
1203,0,2,72734.0043334961,1386.09273811701
1204,0,0,13812.8153076172,464.425821447579
1205,0,6,136451.719299316,1508.52861881907
1206,0,2,30086.9098510742,814.690200080758
1207,0,2,118567.28894043,2364.79971403898
1208,0,2,217431.61328125,4216.35657478381
1209,0,2,159808.526367188,3212.51007298243
1210,0,2,48899.7545776367,1163.55254921173
1211,0,4,750780.328552246,3644.95730710932
1212,0,0,82017.9597167969,1114.67990268333
1213,0,4,157644.674377441,1654.37802623358
1214,0,2,45060.0241088867,1025.89397270544
1215,0,0,108556.270263672,2458.92881096613
1216,0,4,375149.446960449,3292.94222078898
1217,0,2,61621.6624755859,1339.91277164643
1218,0,2,117302.428833008,2236.32341986562
1219,0,2,72481.432434082,1526.88417783898
1220,0,2,223259.011413574,3905.56833110709
1221,0,2,62589.9077758789,1430.38091186245
1222,0,2,39792.0341186523,973.202742878417
1223,0,7,57392.8150024414,1067.75871764367
1224,0,0,53133.8193359375,1299.44756863904
1225,0,2,70106.082824707,1591.67453797904
1226,0,3,25514.8724365234,690.3043154601
1227,0,2,187550.112915039,3660.4728546504
1228,0,4,690986.504211426,3287.44860246113
1229,0,2,59761.1160888672,1365.68137131923
1230,0,3,1030427.16479492,5332.28124667799
1231,0,2,23481.4320068359,662.777016675693
1232,0,4,160250.202453613,1694.42096576611
1233,0,2,105438.64276123,1324.69725744749
1234,0,2,341885.329650879,5182.82161340865
1235,0,2,101105.163391113,2208.37073413488
1236,0,3,44394.9821166992,886.360004923666
1237,0,2,65430.7077636719,1445.51213267268
1238,0,0,60051.9703979492,1287.63959152421
1239,0,2,13866.9280395508,468.354227408547
1240,0,4,15737.6412353516,505.021954417468
1241,0,2,84464.7713012695,1685.23465219041
1242,0,2,67972.3279418945,1626.35224085859
1243,0,2,107510.97869873,2086.04343796469
1244,0,7,184446.330932617,2435.90290805616
1245,0,2,36232.9479370117,850.928049388498
1246,0,2,122896.770629883,2497.8950268611
1247,0,2,875027.70892334,5488.68525184588
1248,0,0,34207.7233886719,817.401801074602
1249,0,0,454219.228149414,4400.83758366227
1250,0,2,118313.490905762,2243.46781331659
1251,0,3,87153.8412475586,1418.6130658467
1252,0,3,50806.6146850586,1101.51392294813
1253,0,0,99348.805480957,2179.9543182128
1254,0,2,82208.9743652344,1395.5137069283
1255,0,2,706333.111938477,11712.7939818739
1256,0,3,3175826.89880371,7536.85356489779
1257,0,2,308505.56628418,3671.68677996323
1258,0,7,70438.8998413086,1183.85382821497
1259,0,3,3393.68688964844,341.765677374681
1260,0,3,28784.4221801758,2341.50339203517
1261,0,2,91553.0115356445,1224.07096043754
1262,0,4,8385.25390625,437.858665809218
1263,0,3,201905.321960449,2184.04597682429
1264,0,1,774943.485595703,5943.44229624925
1265,0,0,129751.801147461,2297.7354217263
1266,0,2,93422.4360351563,1989.15986388402
1267,0,2,58697.1571655273,1318.68454341908
1268,0,2,114475.79284668,2231.23690574954
1269,0,1,163503.136047363,1583.42903515096
1270,0,2,52047.0515136719,1059.25644604299
1271,0,2,164588.986206055,1957.26514264256
1272,0,2,96219.5502929688,1946.75951418634
1273,0,1,545171.250915527,5286.58381841913
1274,0,2,102511.625427246,1997.87917497566
1275,0,2,44927.625793457,1029.82436047404
1276,0,4,1182195.17437744,4866.05568767381
1277,0,2,107747.124816895,2235.61937123064
1278,0,2,53177.8942260742,1093.58203886114
1279,0,2,162181.727111816,1934.9698687023
1280,0,2,38914.1387329102,1041.599944239
1281,0,2,146673.129150391,1745.48718542258
1282,0,2,66865.5572509766,1100.07326118008
1283,0,4,404226.78503418,2532.2912296463
1284,0,0,78115.306640625,1624.21838075555
1285,0,1,2562759.0447998,11266.524095501
1286,0,2,79611.53125,1651.86490248042
1287,0,0,67185.8778686523,1212.01860105818
1288,0,2,884192.20098877,13309.6883444381
1289,0,2,50060.7717895508,1118.43268561948
1290,0,2,149625.911682129,3150.3900116058
1291,0,2,58250.9765014648,1304.28276535291
1292,0,2,162586.258483887,3318.85035937789
