groupnumbernoprecedingzeroes,grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes,seriestitle,seriesnumberandtitle
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,470.0,SOIL SCIENCE,0470-SOIL SCIENCE
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,471.0,AGRONOMY,0471-AGRONOMY
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,480.0,FISH AND WILDLIFE ADMINISTRATION,0480-FISH AND WILDLIFE ADMINISTRATION
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,482.0,FISH BIOLOGY,0482-FISH BIOLOGY
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,485.0,WILDLIFE REFUGE MANAGEMENT,0485-WILDLIFE REFUGE MANAGEMENT
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,486.0,WILDLIFE BIOLOGY,0486-WILDLIFE BIOLOGY
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,487.0,ANIMAL SCIENCE,0487-ANIMAL SCIENCE
400.0,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,499.0,BIOLOGICAL SCIENCE STUDENT TRAINEE,0499-BIOLOGICAL SCIENCE STUDENT TRAINEE
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,501.0,FINANCIAL ADMINISTRATION AND PROGRAM,0501-FINANCIAL ADMINISTRATION AND PROGRAM
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,503.0,FINANCIAL CLERICAL AND ASSISTANCE,0503-FINANCIAL CLERICAL AND ASSISTANCE
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,505.0,FINANCIAL MANAGEMENT,0505-FINANCIAL MANAGEMENT
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,510.0,ACCOUNTING,0510-ACCOUNTING
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,511.0,AUDITING,0511-AUDITING
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,512.0,INTERNAL REVENUE AGENT,0512-INTERNAL REVENUE AGENT
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,525.0,ACCOUNTING TECHNICIAN,0525-ACCOUNTING TECHNICIAN
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,526.0,TAX SPECIALIST,0526-TAX SPECIALIST
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,530.0,CASH PROCESSING,0530-CASH PROCESSING
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,540.0,VOUCHER EXAMINING,0540-VOUCHER EXAMINING
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,544.0,CIVILIAN PAY,0544-CIVILIAN PAY
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,545.0,MILITARY PAY,0545-MILITARY PAY
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,560.0,BUDGET ANALYSIS,0560-BUDGET ANALYSIS
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,561.0,BUDGET CLERICAL AND ASSISTANCE,0561-BUDGET CLERICAL AND ASSISTANCE
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,570.0,FINANCIAL INSTITUTION EXAMINING,0570-FINANCIAL INSTITUTION EXAMINING
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,580.0,CREDIT UNION EXAMINER,0580-CREDIT UNION EXAMINER
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,592.0,TAX EXAMINING,0592-TAX EXAMINING
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,593.0,INSURANCE ACCOUNTS,0593-INSURANCE ACCOUNTS
500.0,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,599.0,FINANCIAL MANAGEMENT STUDENT TRAINEE,0599-FINANCIAL MANAGEMENT STUDENT TRAINEE
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",601.0,GENERAL HEALTH SCIENCE SERIES,0601-GENERAL HEALTH SCIENCE SERIES
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",602.0,MEDICAL OFFICER,0602-MEDICAL OFFICER
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",603.0,PHYSICIAN ASSISTANT SERIES,0603-PHYSICIAN ASSISTANT SERIES
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",610.0,NURSE,0610-NURSE
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",620.0,PRACTICAL NURSE,0620-PRACTICAL NURSE
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",621.0,NURSING ASSISTANT,0621-NURSING ASSISTANT
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",622.0,MEDICAL SUPPLY AIDE AND TECHNICIAN,0622-MEDICAL SUPPLY AIDE AND TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",625.0,AUTOPSY ASSISTANT,0625-AUTOPSY ASSISTANT
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",630.0,DIETITIAN AND NUTRITIONIST,0630-DIETITIAN AND NUTRITIONIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",631.0,OCCUPATIONAL THERAPIST,0631-OCCUPATIONAL THERAPIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",633.0,PHYSICAL THERAPIST,0633-PHYSICAL THERAPIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",635.0,KINESIOTHERAPY,0635-KINESIOTHERAPY
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",636.0,REHABILITATION THERAPY ASSISTANT,0636-REHABILITATION THERAPY ASSISTANT
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",637.0,MANUAL ARTS THERAPIST,0637-MANUAL ARTS THERAPIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",638.0,RECREATION/CREATIVE ARTS THERAPIST,0638-RECREATION/CREATIVE ARTS THERAPIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",639.0,EDUCATIONAL THERAPIST,0639-EDUCATIONAL THERAPIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",640.0,HEALTH AID AND TECHNICIAN,0640-HEALTH AID AND TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",642.0,NUCLEAR MEDICINE TECHNICIAN,0642-NUCLEAR MEDICINE TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",644.0,MEDICAL TECHNOLOGIST,0644-MEDICAL TECHNOLOGIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",645.0,MEDICAL TECHNICIAN,0645-MEDICAL TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",646.0,PATHOLOGY TECHNICIAN,0646-PATHOLOGY TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",647.0,DIAGNOSTIC RADIOLOGIC TECHNOLOGIST,0647-DIAGNOSTIC RADIOLOGIC TECHNOLOGIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",648.0,THERAPEUTIC RADIOLOGIC TECHNOLOGIST,0648-THERAPEUTIC RADIOLOGIC TECHNOLOGIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",649.0,MEDICAL INSTRUMENT TECHNICIAN,0649-MEDICAL INSTRUMENT TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",650.0,MEDICAL TECHNICAL ASSISTANT SERIES,0650-MEDICAL TECHNICAL ASSISTANT SERIES
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",651.0,RESPIRATORY THERAPIST,0651-RESPIRATORY THERAPIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",660.0,PHARMACIST,0660-PHARMACIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",661.0,PHARMACY TECHNICIAN,0661-PHARMACY TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",662.0,OPTOMETRIST,0662-OPTOMETRIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",665.0,SPEECH PATHOLOGY AND AUDIOLOGY,0665-SPEECH PATHOLOGY AND AUDIOLOGY
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",667.0,ORTHOTIST AND PROSTHETIST,0667-ORTHOTIST AND PROSTHETIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",668.0,PODIATRIST SERIES,0668-PODIATRIST SERIES
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",669.0,MEDICAL RECORDS ADMINISTRATION,0669-MEDICAL RECORDS ADMINISTRATION
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",670.0,HEALTH SYSTEM ADMINISTRATION,0670-HEALTH SYSTEM ADMINISTRATION
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",671.0,HEALTH SYSTEM SPECIALIST,0671-HEALTH SYSTEM SPECIALIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",672.0,PROSTHETIC REPRESENTATIVE,0672-PROSTHETIC REPRESENTATIVE
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",673.0,HOSPITAL HOUSEKEEPING MANAGEMENT,0673-HOSPITAL HOUSEKEEPING MANAGEMENT
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",675.0,MEDICAL RECORDS TECHNICIAN,0675-MEDICAL RECORDS TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",679.0,MEDICAL SUPPORT ASSISTANCE,0679-MEDICAL SUPPORT ASSISTANCE
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",680.0,DENTAL OFFICER,0680-DENTAL OFFICER
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",681.0,DENTAL ASSISTANT,0681-DENTAL ASSISTANT
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",682.0,DENTAL HYGIENE,0682-DENTAL HYGIENE
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",683.0,DENTAL LABORATORY AID AND TECHNICIAN,0683-DENTAL LABORATORY AID AND TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",685.0,PUBLIC HEALTH PROGRAM SPECIALIST,0685-PUBLIC HEALTH PROGRAM SPECIALIST
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",688.0,SANITARIAN,0688-SANITARIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",690.0,INDUSTRIAL HYGIENE,0690-INDUSTRIAL HYGIENE
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",696.0,CONSUMER SAFETY,0696-CONSUMER SAFETY
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",698.0,ENVIRONMENTAL HEALTH TECHNICIAN,0698-ENVIRONMENTAL HEALTH TECHNICIAN
600.0,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",699.0,MEDICAL AND HEALTH STUDENT TRAINEE,0699-MEDICAL AND HEALTH STUDENT TRAINEE
700.0,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERINARY MEDICAL SCIENCE GROUP,701.0,VETERINARY MEDICAL SCIENCE,0701-VETERINARY MEDICAL SCIENCE
700.0,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERINARY MEDICAL SCIENCE GROUP,704.0,ANIMAL HEALTH TECHNICIAN,0704-ANIMAL HEALTH TECHNICIAN
700.0,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERINARY MEDICAL SCIENCE GROUP,799.0,VETERINARY STUDENT TRAINEE,0799-VETERINARY STUDENT TRAINEE
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,801.0,GENERAL ENGINEERING,0801-GENERAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,802.0,ENGINEERING TECHNICAL,0802-ENGINEERING TECHNICAL
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,803.0,SAFETY ENGINEERING,0803-SAFETY ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,804.0,FIRE PROTECTION ENGINEERING,0804-FIRE PROTECTION ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,806.0,MATERIALS ENGINEERING,0806-MATERIALS ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,807.0,LANDSCAPE ARCHITECTURE,0807-LANDSCAPE ARCHITECTURE
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,808.0,ARCHITECTURE,0808-ARCHITECTURE
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,809.0,CONSTRUCTION CONTROL TECHNICAL,0809-CONSTRUCTION CONTROL TECHNICAL
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,810.0,CIVIL ENGINEERING,0810-CIVIL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,817.0,SURVEY TECHNICAL,0817-SURVEY TECHNICAL
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,819.0,ENVIRONMENTAL ENGINEERING,0819-ENVIRONMENTAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,828.0,CONSTRUCTION ANALYST,0828-CONSTRUCTION ANALYST
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,830.0,MECHANICAL ENGINEERING,0830-MECHANICAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,840.0,NUCLEAR ENGINEERING,0840-NUCLEAR ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,850.0,ELECTRICAL ENGINEERING,0850-ELECTRICAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,854.0,COMPUTER ENGINEERING,0854-COMPUTER ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,855.0,ELECTRONICS ENGINEERING,0855-ELECTRONICS ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,856.0,ELECTRONICS TECHNICAL,0856-ELECTRONICS TECHNICAL
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,858.0,BIOENGINEERING & BIOMEDICAL ENGINEERING,0858-BIOENGINEERING & BIOMEDICAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,861.0,AEROSPACE ENGINEERING,0861-AEROSPACE ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,871.0,NAVAL ARCHITECTURE,0871-NAVAL ARCHITECTURE
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,873.0,MARINE SURVEY TECHNICAL,0873-MARINE SURVEY TECHNICAL
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,880.0,MINING ENGINEERING,0880-MINING ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,881.0,PETROLEUM ENGINEERING,0881-PETROLEUM ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,890.0,AGRICULTURAL ENGINEERING,0890-AGRICULTURAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,893.0,CHEMICAL ENGINEERING,0893-CHEMICAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,895.0,INDUSTRIAL ENGINEERING TECHNICAL,0895-INDUSTRIAL ENGINEERING TECHNICAL
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,896.0,INDUSTRIAL ENGINEERING,0896-INDUSTRIAL ENGINEERING
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,898.0,ENGINEERING TRAINEE,0898-ENGINEERING TRAINEE
800.0,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,899.0,ENGINEERING AND ARCHITECTURE STUDENT TRAINEE,0899-ENGINEERING AND ARCHITECTURE STUDENT TRAINEE
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,901.0,GENERAL LEGAL AND KINDRED ADMINISTRATION,0901-GENERAL LEGAL AND KINDRED ADMINISTRATION
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,904.0,LAW CLERK,0904-LAW CLERK
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,905.0,GENERAL ATTORNEY,0905-GENERAL ATTORNEY
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,930.0,HEARINGS AND APPEALS,0930-HEARINGS AND APPEALS
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,935.0,ADMINISTRATIVE LAW JUDGE,0935-ADMINISTRATIVE LAW JUDGE
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,950.0,PARALEGAL SPECIALIST,0950-PARALEGAL SPECIALIST
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,958.0,EMPLOYEE BENEFITS LAW,0958-EMPLOYEE BENEFITS LAW
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,962.0,CONTACT REPRESENTATIVE,0962-CONTACT REPRESENTATIVE
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,963.0,LEGAL INSTRUMENTS EXAMINING,0963-LEGAL INSTRUMENTS EXAMINING
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,965.0,LAND LAW EXAMINING,0965-LAND LAW EXAMINING
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,967.0,PASSPORT AND VISA EXAMINING,0967-PASSPORT AND VISA EXAMINING
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,986.0,LEGAL ASSISTANCE,0986-LEGAL ASSISTANCE
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,987.0,TAX LAW SPECIALIST,0987-TAX LAW SPECIALIST
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,991.0,WORKER'S COMPENSATION CLAIMS EXAMINING,0991-WORKER'S COMPENSATION CLAIMS EXAMINING
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,993.0,RAILROAD RETIREMENT CLAIMS EXAMINING,0993-RAILROAD RETIREMENT CLAIMS EXAMINING
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,996.0,VETERANS CLAIMS EXAMINING,0996-VETERANS CLAIMS EXAMINING
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,998.0,CLAIMS ASSISTANCE AND EXAMINING,0998-CLAIMS ASSISTANCE AND EXAMINING
900.0,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,999.0,LEGAL OCCUPATIONS STUDENT TRAINEE,0999-LEGAL OCCUPATIONS STUDENT TRAINEE
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1001.0,GENERAL ARTS AND INFORMATION,1001-GENERAL ARTS AND INFORMATION
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1002.0,ARTS AND INFORMATION SUPPORT,1002-ARTS AND INFORMATION SUPPORT
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1008.0,INTERIOR DESIGN,1008-INTERIOR DESIGN
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1010.0,EXHIBITS SPECIALIST,1010-EXHIBITS SPECIALIST
