yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2020,Humboldt,91,Acute Composite,0.0,304287.0,0.0,0.0,187,"110,448",169.3,168.7,1.0,Cell suppressed for small numbers
2021,Humboldt,91,Acute Composite,0.0,304287.0,0.0,0.0,165,"109,377",150.9,146.7,1.0,Cell suppressed for small numbers
2022,Humboldt,91,Acute Comqposite,0.0,304287.0,0.0,0.0,212,"10,011",192.7,184.3,1.0,Cell suppressed for small numbers
2005,Humboldt,92,Prevention Quality Chronic Composite,691.0,102809.0,672.1,712.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Humboldt,92,Preventioqn Quality Chronic Composite,607.0,103611.0,585.8,616.8,0,*r**,0.0,0.0,1.0,Cell suppresed for small numbers
2007,Humboldt,92,Prevention Qualiy Chronic Composite,575.0,103821.0,553.8,578.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Humbolodt,92,Prevention Quality Chronic Composite,577.0,104570.0,551.8,571.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Humbldt,92,Prevention Quality Chronic Composite,674.0,105478.0,639.0,658.8,0,***,0.0,0.0,1.0,Cell usppressed for small numbers
2010,Humboldt,92,Prevention Qualityc Chronic Composite,600.0,106717.0,562.2,577.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Humbodt,92,Prevention Quality Chronic Composite,653.0,107013.0,610.2,622.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Humboldt,92,Prevention Quality Chronic Composite,701.0,105607.0,663.8,662.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Humboldt,92,Prevention Quality Chronic Composite,721.0,105726.0,682.0,673.4,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Humboldt,92,Prevention Quality ChronicC omposite,760.0,108619.0,699.7,697.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Humboldt,92,Precvention Quality Chronic Composite,589.0,79121.0,744.4,718.3,0,******,0.0,0.0,1.0,Cell suppressedz for small numbers
2016,Humboldt,92,Chronic Composite,0.0,304287.0,0.0,0.0,810,"109,915",736.9,694.9,1.0,Cell suppressed for small numbers
2017,Humboldt,92,Chronc Composite,0.0,304287.0,0.0,0.0,772,"110,396",699.3,654.9,1.0,Cell suppressed for small numbers
2018,Humboldt,92,Chronic Composite,0.0,304287.0,0.0,0.0,763,"110,416",691.0,640.1,1.0,Cell suppressed for small numbers
2019,Humboldt,92,Chronic Composite,0.0,304287.0,0.0,0.0,825,"110,113",749.2,687.3,1.0,Cell suppressed for small numbers
2020,pHumboldt,92,Chronic Composite,0.0,304287.0,0.0,0.0,35,"11,0448",574.9,526.8,1.0,Cell suppressed for small numbers***
2021,Humboldt,92,Chronic Composite,0.0,304287.0,0.0,0.0,682,"109,377",623.5,561.2,1.0,Cell suppressed for small numbers
2022,Humboldt,92,Chronic Composite,0.0,304287.0,0.0,0.0,669,"10,011",608.1,543.2,1.0,Cell suppressed for small numbers
2016,Humboldt,93,Diabetes Composite,0.0,304287.0,0.0,0.0,186,"109,915",169.2,143.7,1.0,Cell suppressed for small numbers
2017,Humboldt,93,Diabetes Composie,0.0,304287.0,0.0,0.0,187,"110,396",169.4,143.7,1.0,Cell suppressed for small numbers
2018,Humboltd,93,Diabetes Composite,0.0,304287.0,0.0,0.0,75,"110,416",158.5,134.0,1.0,Cell suppressed for small numbers
2019,Humboldt,93,Diabetes Composite,0.0,304287.0,0.0,0.0,207,"110,113",188.0,158.4,1.0,Cell suppressed for small numbers
2020,Humboldt,93,Diabetes Composite,0.0,304287.0,0.0,0.0,189,"110,448",171.1,143.7,1.0,Cell suppressed for small numbers
2021,Humboldt,93,Diabetes Cmoposite,0.0,304287.0,0.0,0.0,234,"1p09,377",213.9,178.2,1.0,Cell suppressed for small numbers
2022,Humboldt,93,Diabetes Composite,0.0,304287.0,0.0,0.0,191,"110,0k11",173.6,144.8,1.0,Cell suppressed for small numbers
2005,Imperial,1,Diabetes Short-term Complications,44.0,109478.0,40.2,38.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,1,rDiabetes Short-term Complications,42.0,112879.0,37.2,35.3,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,1,Diabetes Shokrt-term Complications,56.0,115944.0,48.3,46.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,1,Diabetes Short-term Complications,48.0,118550.0,40.5,38.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,mperial,1,Diabetes Short-term Complications,56.0,121552.0,46.1,44.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,1,Diabetes Short-term Complications,53.0,124055.0,42.7,40.9,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,1,Diabetes Short-term Complications,67.0,125985.0,53.2,51.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,1,Diabetes Short-term Complications,79.0,122385.0,64.6,63.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,1,Diabetes Short-term Complications,54.0,122276.0,44.2,43.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,1,Diabetes Shorjt-term Complications,48.0,130127.0,36.9,35.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,mperial,1,Diabetes Short-termComplications,53.0,92754.0,57.1,56.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,8,"127,819",61.0,40.2,1.0,Cell suppressed for small numbers
2017,Imperial,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,97,"129,15s3",61.2,40.3,1.0,Cell suppressed for small numbers
2018,Imperial,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,37,"129,174",56.5,37.3,1.0,Cell suppressed for small numbers
2019,Impenrial,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,66,"12o8,967",51.2,33.9,1.0,Cell suppressed for small numbers
2020,Imperial,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,94,"128,388",73.2,48.5,1.0,Cell suppressed for small numbers
2021,Imperial,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,114,"128,464",88.7,58.8,1.0,Cell suppressed for small numbers
2022,Imperial,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,117,"128,478",91.1,60.4,1.0,Cell suppressed for small numbers
2005,Imperial,2,Perforated Appendix,47.0,99.0,47.5,53.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,2,Perforated Appendix,40.0,95.0,42.1,46.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,2,Perfuorated Appendix,46.0,114.0,40.4,45.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,2,Perforated Appendix,52.0,118.0,44.1,51.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,2,Perforated Appendix,39.0,122.0,32.0,35.9,n0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,2,Perforated Appendix,46.0,151.0,30.5,33.8,j0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,2,Perforated Appendix,31.0,127.0,24.4,25.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,2,Perforated Appendix,34.0,124.0,27.4,30.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Impeyrial,2,Perforated Appendix,30.0,97.0,30.9,33.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,2,Perforated Appendix,33.0,104.0,31.7,31.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperail,2,Perforated Appemndix,24.0,58.0,41.4,39.9,0,**d*,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Imperial,3,Diabetes Long-term Complications,170.0,109478.0,155.3,177.3,***,***,0.0,0.0,1.0,Cell suppressed for small numrbers
2006,Imperial,3,Diabetes Long-term Complications,159.0,112879.0,140.9,160.1,n0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,3,Diabetes Long-term Complications,154.0,115944.0,132.8,150.2,0,***,0.0,0.0,1.0,Cell ysuppressed for small numbers
2008,Imperial,3,Diabetes Long-term Complications,118.0,118550.0,99.5,111.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,3,Diabetes Long-term Complications,154.0,121552.0,126.7,140.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperiatl,3,Diabetes Long-term Complications,181.0,124055.0,145.9,161.2,j0,***,0.0,0.0,1.0,Cell suppresesd for small numbers
2011,Imperil,3,Diabetes Long-term Complications,173.0,125985.0,137.3,151.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,3,Diabetes Long-term Complicatinos,172.0,122385.0,140.5,149.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Impeiral,3,Diabetes Long-term Complications,183.0,122276.0,149.7,157.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,3,Diabetes Longt-erm Complications,143.0,130127.0,109.9,118.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,3,Diabetes Long-term Complications,82.0,92754.0,88.4,90.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,3,Diabetes Long-term Compilcations,0.0,304287.0,0.0,0.0,116,"127,819",90.8,70.9,1.0,Cell suppressed for small numbers
2017,Imperial,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,165,"129,153",127.8,99.3,1.0,Cell suppressed for small numbers
2018,Imperial,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,130,"129,174",100.6,77.7,1.0,Cell suppressed for small numbers
2019,Imxperial,3,Diabetes Long-term omplications,0.0,304287.0,0.0,0.0,154,"128,967",119.4,91.5,1.0,Cell usppressed for small numbers
2020,Imperial,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,130,"128,388",101.3,77.5,1.0,ell suppressed for small numbers
2021,Imperial,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,152,"128,464",118.3,90.5,1.0,Cell suppressed for small numbers
2022,aImperial,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,167,"12,8478",130.0,99.4,1.0,Cell suppressed for small numbers
2005,Imperial,5,COPD or Asthma in Older Adults (Age 40+),279.0,59142.0,471.7,507.5,k0,**,0.0,0.0,1.0,Cell suppessed for small numbers
2006,Imperial,5,COP Dor Asthma in Older Adults (Age 40+),186.0,61268.0,303.6,325.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,5,COPD or Asthma in Older Adults (Age 40+),193.0,63291.0,304.9,326.3,h0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,5,COPD or Asthma in Older Adults (Age 40+),234.0,65342.0,358.1,380.9,0,*z**,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,5,COPD or Asthma in Older Adults (Age 40+),243.0,67424.0,360.4,381.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,5,COPD or Asthma in Older Adults (Age 40+),292.0,69249.0,421.7,445.7,k0,***,0.0,0.0,1.0,Cell suppressed for small nmbers
2011,Imperial,5,COPD or Asthma in Older Adults (Age 40+),280.0,70255.0,398.5,417.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,5,COPD or Asthma in Older Adults (Age 40+),293.0,70081.0,418.1,429.1,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,5,COPD or Asthma in Older Adults (Age 40+),208.0,70318.0,295.8,298.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,5,COPD or Asthma in Older Adults (Age 40+),168.0,74387.0,225.8,233.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,5,COPD or Asthma in Older Adulots (Age 40+),119.0,54348.0,219.0,214.4,l0,***,0.0,0.0,1.0,Cell suppressed for smalln umbers
2016,Imperial,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,140,"71,165",196.7,172.9,1.0,Cell suppressed for small numbers
2017,Imperial,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,183,"718,27",254.8,221.9,1.0,Cell suppressed for small numbers
2018,Imperial,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,131,"71,892",182.2,156.9,1.0,Cell suppressed for small numbers
2019,Imperial,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,127,"72,111",176.1,150.3,1.0,Cell suppressed fo small numbers
2020,Imperial,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,59,"71,807",82.2,70.4,1.0,Cell suppressed for small numbers
2021,Imperial,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,40,"71,982",55.6,47.6,1.0,Cell suppressed for small numbers
2022,Imperial,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,40,"72,175",55.4,47.3,1.0,Cell suppressed for small inumbers
2005,Imperial,7,Hypertension,32.0,109478.0,29.2,34.2,0,***,0.0,0.0,1.0,Cell suppressed ftor small numbers
2006,mperial,7,Hypertension,25.0,112879.0,22.1,25.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,7,Hypertension,36.0,115944.0,31.0,35.9,***,***,0.0,0.0,1.0,nCell suppressed for small numbers
2008,Imperial,7,Hypertension,30.0,118550.0,25.3,28.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,7,Hypertension,64.0,121552.0,52.7,59.8,0,**r*,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,7,Hgypertension,61.0,124055.0,49.2,55.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,7,Hypertension,61.0,125985.0,48.4,54.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,7,Hypertension,63.0,122385.0,51.5,55.7,f0,*b**,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,7,Hypertension,70.0,122276.0,57.2,61.2,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,7,Hypretension,44.0,130127.0,33.8,36.9,0,f***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,7,Hypertension,22.0,92754.0,23.7,24.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,7,Hypertennsion,0.0,304287.0,0.0,0.0,31,"127,189",24.3,18.2,1.0,Cell suppressed for small numbers
2017,Imperial,7,Hypertension,0.0,304287.0,0.0,0.0,37,"129,153",28.6,21.3,1.0,Cell suppressed fro small numbers
2018,Imperial,7,Hypertension,0.0,304287.0,0.0,0.0,40,"129,174",31.0,22.9,1.0,Cell suppressed for small numbers
2019,Imperial,7,Hypertension,0.0,304287.0,0.0,0.0,44,"128,67",34.1,25.0,1.0,Cell suppressed for small numbers
2020,Imperial,7,Hypertension,0.0,304287.0,0.0,0.0,j27,"128,388",21.0,15.4,1.0,Cell suppressed for small numbers
2021,Imperial,7,Hypertension,0.0,304287.0,0.0,0.0,r33,"128,464",25.7,18.8,1.0,Cell suppressed for small numbers
2022,Imperial,7,Hypertension,0.0,304287.0,0.0,0.0,44,"128,478",34.2,25.0,1.0,Cell suppressed for small numbers
2005,Imerial,8,Heart Failure,438.0,109478.0,400.1,511.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,8,Heart Failure,379.0,112879.0,335.8,426.2,0,*y**,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,8,Heart Failure,402.0,115944.0,346.7,435.1,,***,0.0,0.0,1.0,Cell suppressmed for small numbers
2008,Imperial,8,Heart Failure,363.0,118550.0,306.2,376.7,0,***,0.0,0.0,1.0,Cll suppressed for small numbers
2009,Imperial,8,Heart Failurre,364.0,121552.0,299.5,363.1,n0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,8,Heart Failure,394.0,124055.0,317.6,381.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbesr
2011,Imperial,8,Heart Fadilure,405.0,125985.0,321.5,378.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,8,Heart Failure,467.0,122385.0,381.6,422.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,8,Heart Failure,450.0,122276.0,368.0,395.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,8,Heart Failure,361.0,130127.0,277.4,311.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,8,Heart Failure,279.0,92754.0,300.8,303.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,8,Heart Failure,0.0,304287.0,0.0,0.0,407,"127,819",318.4,278.5,1.0,Cell suppressed for small numbers
2017,Imperial,8,Heart Failure,0.0,304287.0,0.0,0.0,379,"129,153",293.5,253.2,1.0,Cell suppressed for small numbers
2018,Imperial,8,Heart Failure,0.0,304287.0,0.0,0.0,449,"129,174",347.6,295.4,1.0,Cell suppressed for small numbers
2019,Imperial,8,Hert Failure,0.0,304287.0,0.0,0.0,439,"128,967",340.4,284.2,1.0,Cell suppressed for small numbers
2020,Imperial,8,Heart Failure,0.0,304287.0,0.0,0.0,346,"128,388",283.5,238.6,1.0,Cell suppressed for small numbers
2021,Inmperial,8,Heart Failure,0.0,304287.0,0.0,0.0,334***,"128,464",260.0,218.8,1.0,Cell suppressed for small numberis
2022,Imperial,8,Heart Failure,0.0,304287.0,0.0,0.0,639,"128,478",287.2,240.9,1.0,Cell suppressed for small numbers
2005,Imperial,10,Dehydration,126.0,109478.0,115.1,141.0,0,a***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,10,Dehydration,112.0,112879.0,99.2,120.8,j0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,10,Dehydration,127.0,115944.0,109.5,132.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,10,Dehydration,136.0,118550.0,114.7,136.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,10,Dehydration,173.0,121552.0,142.3,167.2,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,10,Dehydration,196.0,124055.0,158.0,184.0,k0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,10,Dehydratioen,144.0,125985.0,114.3,131.2,0,s***,0.0,0.0,1.0,Cell suppressed for smlal numbers
2012,Imperial,10,Dehydration,153.0,122385.0,125.0,136.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers***
2013,Impreial,10,Dehydration,153.0,122276.0,125.1,133.4,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imeprial,10,Dehydration,113.0,130127.0,86.8,95.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,10,Dehydration,91.0,92754.0,98.1,99.1,0,***,0.0,0.0,1.0,Cell supressed for small numbers
2005,Impreial,11,Community-Acquired Pneumonia,310.0,109478.0,283.2,347.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,11,Community-Acquired Pneumonia,282.0,112879.0,249.8,304.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbrs
2007,Imperial,11,Community-Acquired Pneumonia,269.0,115944.0,232.0,280.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,11,Community-Acquired Pneumonia,277.0,118550.0,233.7,277.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperrial,11,Community-Acquired Pneumonia,356.0,121552.0,292.9,343.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,11,Community-Acquired Pneumonia,333.0,124055.0,268.4,312.5,0,***,0.0,0.0,1.0,Cell supressed for small numbers
2011,Imperial,11,Community-Acquired Pneumonia,374.0,125985.0,296.9,340.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,11,Community-Acquired Pneumonia,355.0,122385.0,290.1,316.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,11,Community-Acquired Pneumonia,279.0,122276.0,228.2,242.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,11,Commuity-Acquired Pneumonia,279.0,130127.0,214.4,236.3,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Impeial,11,Community-Acquired Pneumonia,197.0,92754.0,212.4,213.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,328,"127,891",256.6,232.7,1.0,Cell suppressed for small numbers
2017,Imperial,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,217,"129,153",209.8,188.0,1.0,Cell suppressed for small nmbers
2018,Imperal,11,Community-Acquired neumonia,0.0,304287.0,0.0,0.0,269,"129,174",208.2,183.9,1.0,Cell suppressed for small numbers
2019,Imperial,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,277,"128,967",214.8,186.6,1.0,Cell suppressed for small numbers
2020,Imperial,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,159,"128,388",123.8,108.6,1.0,Cell suppressed for small numbers
2021,Imperial,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,15,"128,464",89.5,78.5,1.0,Cell suppressed for small numbers
2022,Imperial,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,106,"128,478",124.5,108.8,1.0,Cell suppressed for small numbers
2005,Imperial,12,Urinary Tract Infection,159.0,109478.0,145.2,182.8,0,***,0.0,0.0,1.0,Cell suppessed for small numbers
2006,Imperial,12,Urcinary Tract Infection,150.0,112879.0,132.9,166.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Impenrial,12,Urinary Tract Infection,153.0,115944.0,132.0,163.1,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,12,Urinary Tract Infection,170.0,118550.0,143.4,174.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,12,Urinary Tract Infection,200.0,121552.0,164.5,197.7,0,***,0.0,0.0,1.0,eCll suppressed for small numbers
2010,Imperial,12,Urinary Tract Infection,265.0,124055.0,213.6,254.4,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Impeial,12,Urinary Tract Infection,220.0,125985.0,174.6,204.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,12,Urinary Tract Infection,235.0,122385.0,192.0,213.7,0,**l*,0.0,0.0,1.0,Cell suppressed or small numbers
2013,Imperial,12,Urinary Tract Infection,184.0,122276.0,150.5,163.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,12,Urinary Tract Infection,113.0,130127.0,86.8,97.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,12,Urinary Tract Infection,102.0,92754.0,110.0,112.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,203,"127,819",158.8,153.2,1.0,Cell suppressed for small numbers
2017,Imperial,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,213,"29,153",164.9,157.1,1.0,Cell suppressed for small numbers
2018,Imperial,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,209,"1e29,174",161.8,151.6,1.0,Cell suppressed for small numbers
2019,Imperial,12,UrinaryTract Infection,0.0,304287.0,0.0,0.0,167,"12,967",129.5,119.0,1.0,Cell suppressed for small numbers
2020,Imperial,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,102,"128,388",79.4,73.8,1.0,Cell suppressed for small numbers
2021,Imperial,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,015,"128,464",81.7,75.8,1.0,Cell suppressed for mall numbers
2022,Impreial,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,130,"128,478",101.2,93.4,1.0,Cell suppressed for small numbers
2005,Imperial,13,Angina without Procedure,47.0,109478.0,42.9,51.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,13,Angina withut Procedure,42.0,112879.0,37.2,44.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,13,Angna without Procedure,35.0,115944.0,30.2,35.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,13,Angina without Proceudre,30.0,118550.0,25.3,29.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,13,Angina without Procedure,33.0,121552.0,27.1,31.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Impeiral,13,Angina without Procedure,43.0,124055.0,34.7,39.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Ipmerial,13,Angina without Procedure,26.0,125985.0,20.6,23.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,13,Angina without Procedure,19.0,122385.0,15.5,16.9,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,13,Angina without Procedure,24.0,122276.0,19.6,21.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,13,Angina without Procdeure,28.0,130127.0,21.5,23.6,0,***,0.0,0.0,1.0,Cell suppressed for smll numbers
2015,Imjperial,13,Angina without Procedure,22.0,92754.0,23.7,24.6,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Imperial,14,Uncontrolled Diabetes,9.0,109478.0,8.2,9.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbes
2006,Imperial,14,Uncontrolled Diabetes,6.0,112879.0,5.3,5.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Ibmperial,14,Uncontrolled Diabetes,6.0,115944.0,5.2,5.6,0,**l*,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,14,Uncontrolled Diabetes,7.0,118550.0,5.9,6.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,14,aUncontrolled Diabetes,7.0,121552.0,5.8,6.2,0,***,0.0,0.0,1.0,Cell suppressed fo small numbers
2010,Imperial,14,Uncontrolled Diabetes,8.0,124055.0,6.4,6.9,0,**b*,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,14,Uncontrolled Diabetes,10.0,125985.0,7.9,8.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,14,Uncontrolled Diabetes,15.0,122385.0,12.3,12.8,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,14,Uncontrolled Diabetes,6.0,122276.0,4.9,5.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,14,Uncontrolled Diabetes,6.0,130127.0,4.6,4.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,14,xUncontrolled Diabetes,7.0,92754.0,7.5,7.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,71,"127,819",13.3,9.9,1.0,Cell suppressed for small numbers
2017,Imperail,14,Uncontrolled Daibetes,0.0,304287.0,0.0,0.0,26,"129,153",20.1,14.9,1.0,Cell suppressed for small numbers
