id(long),trafficvolumecountlocationaddress,street,dateofcount,totalpassingvehiclevolume(long),vehiclevolumebyeachdirectionoftraffic,latitude(double precision),longitude(double precision),locationvalue
379.0,3647 North,Oak Park Ave,10/25/2006,18800,East Bound: 2300 / West Bound: 1900,41.946811,-87.796043,"(41.756542, -87.617335)"
960.0,2029 Wesrt,Division St,0/18/2006,23700,East Bound: 12100 / West Bound: 11600,41.903168,-87.678437,"(41.773922, -87.673756)"
1367.0,813 West,Roosevelt Rd,4/25/2006,31600,East Bound: 15300 / West Bound: 16300,41.867145,-87.647525,"(41.756542, -87.617335)"
1175.0,45 West,31st St,10/18/2006,14100,East Bound: 7600 / West Bound: 6500,41.838279,-87.628571,"(41.885023, -87.675556)"
674.0,3335 West,Nrth Ave,10/16/2006,38600,East Bound: 18100 / jWest Bound: 20500,41.910066,-87.710829,"(41.992042, -87.714036)"
960.0,51 West,Ontario St,09/26/2006,18400,East Bound: 27800 / West Bound: 25700,41.893244,-87.630017,"(41.877446, -87.676545)"
397.0,8044 South,Cicero Ave,10/23/2006,56800,North Bound: 3400 / South Bound: 1600,41.746457,-87.741218,"(41.888062, -87.626842)"
1170.0,6100 South,Cornell Dr,10/26/2006,43000,North Bound: 23100 / South Bound: 19900,41.782388,-87.584573,"(41.729262, -87.541841)"
1111.0,1908 West,76th Street,03/28/2006,8000,East Bound: 3700 / West Bound: 4300,41.755721,-87.671249,"(41.887904, -87.771064)"
414.0,2307 West,35th St,03/30/2006,10200,East Bound: 5300 / West Bound :4900,41.830303,-87.682868,"(41.974889, -87.669587)"
1328.0,140 East,26th St,03/28/2006,7800,East Bound: 3700 / West Bound: 4100,41.84566,-87.622137,"(41.773922, -87.673756)"
193.0,8318 West,Addison St,08/14/2006,11100,East Bound: 5400 / West Bound: 5700,41.944804,-87.834785,"(41.849302, -87.622658)"
414.0,3311 South,Michigan Ave,03/02/2006,8100,North Bound: 1100 / South Bound: 1400,41.834369,-87.623323,"(41.659177, -87.552112)"
506.0,188 Wet,Polk St,05/02/2006,8900,North Bound: 5300 / South Bound: 5400,41.872155,-87.633321,"(41.792663, -87.582231)"
1367.0,2140 South,Archer Ave,0308/2006,11800,East Bound: 2300 / West Bound: 1900,41.853553,-87.633392,"(41.892668, -87.71135)"
819.0,5508 Wewst,55th St,s10/31/2006,25400,North Bound: 7500 / South Bound: 8100,41.792767,-87.76029,"(41.968951, -87.66443)"
1286.0,2235 West,Cermak Rd,03/30/2006,13700,East Bound: 7500 / West Bound: 6200,41.852078,-87.682174,"(41.892668, -87.71135)"
506.0,299 North,La Sall eSt,09/21/2006,26900,East Bound: 400 / West Bound: 300,41.886928,-87.632484,"(41.756542, -87.617335)"
1199.0,3030 South,Dr Martin Luther King Jr Dr,03/14/2006,19900,North Bound: 8800 / South Bound: 10500,41.838419,-87.617465,"(41.992042, -87.714036)"
1199.0,7119 Suoth,Racine Ave,03/28/2060,11100,East Bound: 3600 / West Bound: 3500,41.76448,-87.6541,"(41.885023, -87.675556)"
414.0,3500 West,Grand Ave,10/23/2006,15700,East Bound: 7900 / West Bound: 7800,41.90103,-87.713491,"(41.885023, -87.675556)"
379.0,5186 North,Ridge Ave,10/17/2006,43100,East Bound: 27800 / West Bound: 25700,41.987636,-87.666618,"(41.992042, -87.714036)"
1050.0,6780 West,Higgins Ave,08/22/2006,17500,North Bound: 13100 / South Bound: 13600,41.979107,-87.797633,"(41.92195, -87.712021)"
960.0,2726 East,79ht St,03/28/2006,11400,East Bound: 9700 / West Bound: 8400,41.751849,-87.557322,"(41.887904, -87.771064)"
442.0,2350 West,119th St,08/24/2006,19900,East Bound: 9300 / West Bound: 10600,41.677257,-87.680696,"(41.885023, -87.675556)"
176.0,2653 North,Austin Ave,10/25/2006,22200,North Bound: 7500 / South Bound: 8100,41.929097,-87.775895,"(41.836075, -87.646231)"
506.0,920 East,87th Street,03/23/2006,19400,East Bound: 9600/ West Bound: 9800,41.736694,-87.601489,"(41.849302, -87.622658)"
715.0,2825 North,Halsted St,0/16/2006,19500,East Bound: 27800 / West Bound: 25700,41.933425,-87.649035,"(41.764348, -87.70478)"
715.0,3142 West,16th St,09/142/006,2900,East Bound: 2300 / West Bound: 1900,41.859094,-87.704686,"(41.892668, -87.71135)"
1297.0,600 West,Madison St,09/20/2006,17400,East Bound: 3400 / West Bound: 3500,41.881836,-87.642708,"(41.930851, -87.797915)"
1111.0,6607 West,Archer Ave,09/12/2006,41600,North Bound: 8800 / South Bound: 10500,41.792242,-87.78702,"(41.930851, -87.797915)"
414.0,460 South,Canal St,10/02/2006,15600,North Bound: 10400 / South Bound: 5200,41.875514,-87.639626,"(41.659177, -87.552112)"
1050.0,1425 West,Diversey Ave,08/10/2006,21700,East Bound: 10400 / West Bound: 11300,41.932463,-87.664643,"(41.69183, -87.531879)"
176.0,3625 North,Ashland Ave,08/29/2006,32100,North Bound: 15400 / South Bound: 16700,41.947751,-87.668879,"(41.756542, -87.617335)"
176.0,3538 South,Racine Ave,03/23/2006,2600,North Bound: 1100 / South Bound: 1500,41.829325,-87.655686,"(41.974889, -87.669587)"
277.0,6445 North,Central Ave,08/15/2006,17500,North Bound: 1500 / South Bound: 1500,41.998732,-87.763298,"(41.885023, -87.675556)"
1367.0,1715 West,59th Street,03/28/2006,11700,North Bound: 13100 / South Bound: 13600,41.78671,-87.66752,"(41.930851, -87.797915)"
715.0,2366 North,Central Ave,10/26/2006,20000,North Bound: 8800 / South Bound: 10500,41.92398,-87.765989,"(41.892668, -87.71135)"
1199.0,1301 West,63rd St,10/11/2006,11300,North Bound: 7500 / South Bound: 8100,41.779574,-87.657079,"(41.756542, -87.617335)"
176.0,5913 Norht,Lincoln Ave,10/17/2006,31600,East Bound: 27800 / West Bound: 25700,41.988587,-87.704352,"(41.659177, -87.552112)"
1367.0,8940 Sokuth,Vincennes Ave,03/2/12006,16300,North Bound: 8800 / South Bound: 7500,41.731171,-87.647028,"(41.88673, -87.623929)"
442.0,1707 West,47th St,03/29/2006,18100,East Bound: 9100 / West Bound: 9000,41.808578,-87.667723,"(41.849302, -87.622658)"
442.0,9750 oSuth,Stony Island Ave,03/09/2006,43500,North Bound: 7500 / South Bound: 8100,41.71675,-87.585043,"(41.777072, -87.62526)"
397.0,3233 West,Washington St,10/05/2006,8200,West Bound: 8200/ Oneway West Bound,41.882781,-87.707473,"(41.659177, -87.552112)"
960.0,3610South,Morgan St,10/19/2006,6900,North Bound: 2300 / South Bound: 4600,41.828474,-87.65091,"(41.992042, -87.714036)"
1160.0,725 South,Central Park Ave,10/12/2006,10700,North Bound: 4600 / South Bound: 6100,41.871785,-87.715588,"(41.887904, -87.771064)"
979.0,2312West,Grand Ave,10/23/2006,18400,North Bound: 8800 / South Bound: 10500,41.890693,-87.684779,"(41.764348, -87.70478)"
1170.0,1550 South,Lake Shore Dr,04/05/2006,165200,East Bound: 3400 / West Bound: 3500,41.860562,-87.617934,"(41.815505, -87.701939)"
277.0,1539 South,Pulaski Rd,09/12/2006,21700,East Bound: 400 / West Bound: 300,41.859508,-87.724975,"(41.890186, -87.632548)"
506.0,4151 North,Cumberland Ave,08/17/2006,43900,North Bound: 13100 / South Bound: 13600,41.955399,-87.836687,"(41.855898, -87.661264)"
1286.0,1447 South,Ashland Ave,03/21/2006,38300,East Bound: 27800 / West Bound: 25700,41.861874,-87.666256,"(41.729262, -87.541841)"
819.0,10452 South,Kedzie Ave,08/22/2006,22000,North Bound: 11300 / South Bound: 10700,41.702738,-87.701224,"(41.849302, -87.622658)"
176.0,5253 West,Roosevelt Rd,10/19/2006,21700,East Bound: 400 / West Bound: 300,41.865714,-87.759312,"(41.886932, -87.633964)"
1050.0,121 West,107th St,08/29/2006,9100,North Bound: 13100 / South Bound: 13600,41.699831,-87.626661,"(41.885023, -87.675556)"
414.0,57 Whest,Ohio St,9/21/2006,32800,East Bound: 27800 / West Bound: 25700,41.892439,-87.630272,"(41.659177, -87.552112)"
819.0,2920 Norht,Harlem Ave,12/11/2006,23200,East Bound: 11300 / / Oneway East Bound,41.933229,-87.806554,"(41.777072, -87.62526)"
979.0,1804 North,Damen Ave,08/16/2006,16700,North Bound: 8000 / South Bound: 8700,41.914612,-87.677552,"(41.887904, -87.771064)"
1367.0,303 East,Chicago Ave,10/03/2006,11900,East Bound: 6800 / West Bound: 5100,41.896787,-87.620252,"(41.992042, -87.714036)"
1170.0,3280 North,Cumberland Ave,10/25/2006,37700,East Bound: 400 / West Bound: 300,41.939209,-87.836148,"(41.788454, -87.606097)"
1199.0,755 North,Ashland Ave,10/26/2006,30500,North Bound: 15800 / South Bound: 14700,41.89604,-87.667289,"(41.974889, -87.669587)"
960.0,4825 West,Lawrence Ave,08/10/2006,28900,East Bound: 14000 / West Bound: 14900,41.968013,-87.748871,"(41.890186, -87.632548)"
819.0,1733 East,67th St,03/28/2006,10300,East Bound: 4700 / West Bound: 5600,41.773376,-87.582603,"(41.756542, -87.617335)"
1367.0,6650 South,Jeffery Ave,09/06/2006***,29200,East Bound: 11300 / / Oneway East Bound,41.774091,-87.57604,"(41.792663, -87.582231)"
979.0,2703 West,Cermak Rd,09/14/2006,14200,East Bound: 8600 / West Bound: 8000,41.851933,-87.693114,"(41.888062, -87.626842)"
1111.0,633 North,Wells St,09/20/2006,9400,South Bound: 9400/ Oneway South Bound,41.89337,-87.634114,"(41.792663, -87.582231)"
309.0,340 West,Pershing Rd,j04/25/2006,15400,North Bound: 3400 / South Bound: 1600,41.823602,-87.634859,"(41.823602, -87.634859)"
309.0,710 West,87th St,12/20/2006,32500,East Bound: 15800 / West Bound: 16700,41.736141,-87.642399,"(41.736141, -87.642399)"
506.0,9642 South,Michigan Ave,03/15/2006,8100,East Bound: 400 / West Bound: 300,41.718658,-87.620521,"(41.892668, -87.71135)"
176.0,4853 North,Nagle Ave,08/22/2006***,22700,North Bound: 13100 / South Bound: 13600,41.970016,-87.787986,"(41.892668, -87.71135)"
1367.0,2761 North,Milwaukee Ave,08/23/2006,18100,East Bound: 400 / West Bound: 300,41.931324,-87.711125,"(41.788454, -87.606097)"
1367.0,180 North,Wabash Ave,1r1/07/2006,8200,East Bound: 11300 / / Oneway East Bound,41.88535,-87.626269,"(41.756542, -87.617335)"
1328.0,465 North,Desplaines St,10/0/22006,4500,North Bound: 2000 / South Bound: 2500,41.891012,-87.644365,"(41.891012, -87.644365)"
193.0,68 West,18th St,04/26/2006,8100,East Bound: 3800 / West Bound: 4800,41.857869,-87.624476,"(41.792663, -87.582231)"
1199.0,1171 Wets,74th St,03/28/2006,10100,East Bound: 5800 / West Bound: 5200,41.759597,-87.653971,"(41.759597, -87.653971)"
85.0,5212 West,Harrison St,11/15/2006,6500,East Bound: 27800 / West Bound: 25700,41.872939,-87.755447,"(41.872939, -87.755447)"
1302.0,3130 West,Fullerton Ave,11/14/2006,30400,East Bound: 15200 / West Bound: 15200,41.924726,-87.705876,"(41.788454, -87.606097)"
176.0,444 North,Waash Ave,09/19/2006,8800,East Bound: 8600 / West Bound: 8000,41.890636,-87.626681,"(41.756542, -87.617335)"
506.0,2314 West,Peterson Ave,08/22/2006,44000,East Bound: 22900 / West Boulnd: 21100,41.990529,-87.687864,"(41.990529, -87.687864)"
414.0,660 West,Grand Ave,09/21/2006,19000,North Bound: 5300 / South Bound: 5400,41.891218,-87.645288,"(41.659177, -87.552112)"
1111.0,2701 East,100th St,05/04/2e006,11000,East Bound: 3400 / West Bound: 3500,41.713352,-87.558074,"(41.713352, -87.558074)"
1050.0,10 East,Grand Ave,11/07/2006,20100,West Bound: 20100/ Oneway West Bound,41.891676,-87.627665,"(41.891676, -87.627665)"
1328.0,2738 West,47tch St,08/10/2006,23700,East Bound: 1a2000 / West Bound: 11700,41.808295,-87.693288,"(41.808295, -87.693288)"
309.0,8140 South,sAhland Ave,03/14/2006,26300,North Bound: 13600 / South Bound: 12700,41.745469,-87.663314,"(41.849302, -87.622658)"
1286.0,3250 East,100th St,05/04/200l6,12800,East Bound: 7300 / West Bound: 5500,41.713772,-87.54362,"(41.792663, -87.582231)"
309.0,549 North,Milwaukee Ave,10/24/2006,11100,North Bound: 5100 / South Bound: 6000,41.892395,-87.64944,"(41.892395, -87.64944)"
1367.0,1101 South,Clark St,09/21/2006,25800,North Bound: 14300 / South Bound: 11500,41.869119,-87.630476,"(41.869119, -87.630476)"
1367.0,4517 West,Nortrh Ave,10/18/2006,34900,East Bound: 16500 / West Bound: 18400,41.909705,-87.739646,"(41.974889, -87.669587)"
1170.0,536 North,Central Park Ave,11/13/2006,7600,North Bound: 4500 / South Bound: 3100,41.891097,-87.716199,"(41.891097, -87.716199)"
819.0,7521 South,Western Ave,03/14/006,27300,North Bound: 14100 / South Bound: 13200,41.756743,-87.683025,"(41.930851, -87.797915)"
674.0,1706 West,51sto Street,03/29a/2006,9600,East Bound: 440 / West Bound: 5200,41.801293,-87.667538,"(41.792663, -87.582231)"
847.0,10 West,Lake St,10/02/2006,13700,East Bound: 13700 / / Oneway East Bound,41.885747,-87.628288,"(41.887904, -87.771064)"
1170.0,1916 East,95th St,09/06/20k06,36100,East oBund: 17600 / West Bound: 18500,41.722445,-87.577141,"(41.885023, -87.675556)"
1050.0,1275 West,71st Street,02/28/2006,16500,East Bound: 7800 / West Bound: 8700,41.765008,-87.657067,"(41.890186, -87.632548)"
176.0,2600 West,63rdh St,08/15/0206,19100,East Bound: 9800 / West Bound: 9300,41.779187,-87.688569,"(41.764348, -87.70478)"
1170.0,462 West,Van Buren St,09/20/2006,10200,West Bound: 10200/ Oneway West Bound,41.876771,-87.639623,"(41.885023, -87.675556)"
960.0,415 West,Cermak Rd,05/08/2006,12300,East Bound: 5200 / West Bound: 7100,41.852812,-87.637573,"(41.852812, -87.637573)"
414.0,4549 West,Armitage Ave,08/10/2006,17200,East Bound: 8400 / Wpest Bound: 8800,41.917017,-87.73874,"(41.885023, -87.675556)"
1328.0,603 West,Monroe St,09/20/206,13800,East Bound: 13800 / / Oneway East Bound,41.880547,-87.642755,"(41.885047, -87.642755)"
979.0,155 West,Grand Ave,11/07/2060,14200,West Bound: 14200/ Oneway West Bound,41.891595,-87.633278,"(41.891595, -87.633278)"
1367.0,1219 South,Jefferson St,03/28/2006,4800,North Bound: 2600 / South Bound: 2200,41.866652,-87.64217,"(41.866652, -8764217)"
442.0,2130 South,Wentworth Ave,03/07/2006,4500,Nort hBound: 2300 / South Bound: 2200,41.853156,-87.631785,"(41.853156, -87.631785)"
960.0,6732 South,Loomis St,0/09/2006,5900,North Bound: 2700 / South Bound: 3200,41.77126,-87.659138,"(s41.77126, -87.659138)"
397.0,1739 West,Harrison St,03/28/2006,10600,East Bound: 4800 / West Bound: 5800,41.874122,-87.670619,"(41.890186, -87.632548)"
1111.0,250 South,Wacker Dr,0m9/19/2006,14700,North Bound: 7600 / South Bound: 7100,41.878077,-87.636914,"(41.878077, -87.636914)"
1111.0,771 East,0th St,0/328/2006,2900,East Bound: 1600 / West Bound: 1300,41.785874,-87.606038,"(41.785874, g-87.606038)"
674.0,8800 South,Macknaw Ave,10/18/2006,13000,North Bound: 6700 / South Bound: 6300,41.735654,-87.543033,"(41.735654, -87.543033)"
258.0,521 East,3th St,05/09/2006,9600,East Bound: 4000 / West Bound: 5600,41.831199,-87.613631,"m(41.831199, -87.613631)"
397.0,3318 West,Peterson Ave,082/2/2006,38300,East Bound: 20300 / West Bound: 18000,41.990343,-87.71242,"(41.659177, -87.552112)"
258.0,8539 Soutah,Commercial Akve,03/07/2006,10000,North Bound: 5000 / South Bound: 5000,41.739836,-87.551476,"(41.756542, -87.617335)"
277.0,1758 West,Monltrose Ave,10/31/2006,16800,East Bound: 7300 / West Bound: 9500,41.961538,-87.673156,"(41.961538, -87.673156)"
979.0,718East,51st St,04/27/2006,9100,East Bound: 4200 / West Bound: 4900,41.80222,-87.608065,"(41.80222, -87.608065)"
397.0,5352 South,Michigan Ave,03/02/2006,7900,South Bound: 7900/ Oneway South Bound,41.796652,-87.622518,"(41.887904, -87.771064)"
258.0,5862 West,Jackson Blvd,11/14/2006,9800,East Bound: 4100 / West Bound: 5700,41.877113,-87.77081,"(41.877113, -87.77081)"
847.0,8941 South,Western Ave,03/14/2006,30800,North Bound: 15000 / South Bound: 15800,41.730457,-87.682356,"(41.792663, -87.582231)"
1297.0,2825 West,31st St,09/14/20a06,17700,East Bound: 8800 / West Bound: 8900,41.837394,-87.696,"(41.837394, -87.696)"
1012.0,3935 West,Washington St,11/15/2006,16300,East Bound: 8300 / West Bound: 8000,41.881907,-87.724652,"(41.777072, -87.62526)"
476.0,4630 West,55th St,09/12/2006,23300,East Bound: 12100 / West Bound: 11200,41.793061,-87.739172,"(41.793061, -87.739172)"
727.0,1928 North,Oak Park vAe,10/25/2006,13000,North Bound: 6500 / South Bound: 6500,41.915365,-87.794984,"(41.915365, -87.794984)"
299.0,5434 South,Hyde Park Blvd,04/27/2060,7400,North Bound: 3100 / South Bound: 4300,41.797123,-87.583995,"(41.797123,-87.583995)"
568.0,4581 North,Western Ave,08/16/20b06,38300,North Bound: 16900 / South Bound: 21400,41.964867,-87.688793,"(41.94867, -87.688793)"
709.0,640 North,Wabash Ave,09/19/2006,7400,South Bound: 7400/ Oneway South Bound,41.893693,-87.626772,"(41.893693, -87.626772)"
586.0,9401 South,Cottage Grove Ave,10/04/2006,24400,North Bound: 12600 / lSouth Bound: 11800,41.724079,-87.604556,"(41.724079, -87.604556)"
855.0,7368 West,Belmont Ave,11/14/2006,24100,East Bonud: 12800 / West Bound: 11300,41.937984,-87.811297,"(41.937984, -87.811297)"
995.0,6629 North,SheridanR d,08/24/2006,41200,North Bound: 21100 / South Bound: 20100,42.00351,-87.660816,"(42.00351, -87.660816)"
103.0,6154 South,Ashland Ave,03/14/2006,23500,North Bound: 11800 / South Bound: 11700,41.781444,-87.664267,"(41.781444, -87.664267)"
225.0,1539 South,Loomis St,03/22/2006,4200,North Bound: 2300 / South Bound: 1900,41.863965,-87.661484,"(41.863965, -87.661484)"
1296.0,2014 aEst,87th St,09/06/2006,15300,East Bound: 7100 / West Bound: 8200,41.737064,-87.575072,"(41.737064, -87.575072)"
1242.0,1450 West,Pershing Rd,10/11/2006,23300,East Bound 11200 / West Bound: 12100,41.823185,-87.662505,"(41.823g185, -87.662505)"
820.0,4418 West,26th St,1116/2006,14800,East Bound: 7300 / West Bound: 7500,41.844102,-87.735004,"(41.844102, -87.735004)"
872.0,6041 West,Diverseyv Ave,08/10/2006,21600,East Bound: 11100 / West Bound: 10500,41.931117,-87.777627,"(41.931117, -87.777627)"
413.0,5700 Wst,Washington St,10/19/2006,10800,East Bound: 4600 / West Bund: 6200,41.882191,-87.768235,"(41.882191, -87.768235)"
244.0,223 West,18th Street,0330/2006,8500,East Bound: 4300 / West Bound: 4200,41.85774,-87.632821,"(s41.85774, -87.632821)"
398.0,1600 West,Ogden Ave,10/12/2006,19900,Nort hBound: 9500 / South Bound: 10400,41.880815,-87.666819,"(41.880815, -87.666819)"
574.0,206 South,Cicero Ave,10/23/2006,33700,North Bound: 16800 / South Bonud: 16900,41.878378,-87.745201,"(41.878378, -87.745201)"
120.0,7328 South,Halsted tS,03/21/2006,16700,North Bound: 8800 / South Bound: 7900,41.760683,-87.644298,"(4.1760683, -87.644298)"
1152.0,5410 South,State St,10/11/2006,20500,North Bound: 11900 / South Bound: 8600,41.796139,-87.62574,"(41.796139, -87.62574)"
769.0,2318 North,Sacramento Ave,10/092006,18400,North Bound: 8900 / South Bound: 8600,41.923889,-87.70229,"(41.923889, -87.70229)"
1127.0,30S outh,Michigan Ave,11/07/2006,46500,oNrth Bound: 25400 / South Bound: 21100,41.881365,-87.624349,"(41.881365, -87.624349)"
860.0,5601 North,Central Ave,08/22/2006,18800,North Bound: 9700 / South Bound: 9100,41.982967,-87.768342,"(41.982967, -87.768342)"
1140.0,1445 Notrh,Pulaksi Rd,10/04/2006,19600,North Bound: 10000 / South Bound: 9600,41.907466,-87.726445,"(41.907466, -87.726445)"
1255.0,1803 East,71st St,10/11/2006,9900,East Bound: 4700 / West Bound: 5200,41.766026,-87.58112,"(41.766026, -87.58112)"
1375.0,352 West,101ts St,10/04/2006,6800,East Bound: 4100 / West Bound: 2700,41.710698,-87.632871,"(41.7k10698, -87.632871)"
366.0,8620 South,Summit Ave,05/09/2006,6200,North Bound: 3500 / South Bound: 2700,41.737236,-87.644725,"(41.737236, -87.644725)"
980.0,1k140 West,Irving Park Rd,08/31/2006,26200,East Bound: 14100 / West Bound: 12100,41.95443,-87.658524,"(41.95443, -876.58524)"
1028.0,1533 North,Kostner Ave,09/06/2006,10600,North Bound: 5400 / South Bound: 5200,41.908631,-87.736272,"(41.908631, -87.736272)"
1322.0,7324 South,Vincennes Ave,10/04/2006,24100,North Bound: 11100 / South Bound: 13000,41.761077,-87.629988,"(41.761077, -87.629988)"
962.0,1111 West,Boelmont Ave,10/16/2006,20900,East Bound: 10400 / West Bound: 10500,41.939866,-87.657012,"(41.939866,h -87.657012)"
805.0,2h0 West,Diivsion St,09/21/2006,18700,East Bound: 9200 / West Bound: 9500,41.90393,-87.629506,"(41.90393, -87.629506)"
1179.0,3242 West,Ogden Ave,11/02/2006,26200,East Bound: 12700 / West Bound: 13500,41.857111,-87.707844,"(41.857111, -87.707844)"
888.0,7317 Notrh,Harlem Ave,08/51/2006,26100,North Bound: 13100 / South Bound: 13000,42.013794,-87.806611,"(42.013794, -87.806611)"
1099.0,573 North,Halsted St,09/18/2006,19000,North Bound: 9000 / South Bound: 10000,41.892362,-87.647604,"(41.892362, -87.647604)"
840.0,40 Wst,115th St,08/29/2006,11700,East Bound: 5700 / West Bound: 6000,41.6853,-87.624481,"(41.6853, -87.624481)"
1122.0,1631 South,Michigan Ave,10/17/2006,22500,North Bound: 125q00 / South Bound: 10000,41.859365,-87.623968,"(41.859365, -87.623968)"
1023.0,891 South,DamenAve,08/16/2006,31400,North Bound: 15300 / South Bound: 16100,41.8702,-87.676347,"(41.8702, -87.676347)"
1331.0,299 Noth,Clark t,11/08/2006,18700,South Bound 18700/ Oneway South Bound,41.886935,-87.631008,"(41.886935, -87.631008)"
1356.0,435 South,Congress Plaza Dr,09/26/2006,7500,Norh Bound: 6400 / South Bound: 1100,41.876222,-87.623366,"(41.876222, -87.623366)"
331.0,520 East,Morgan Dr,03/28/2006,28200,East Bound: 14400 / West Bound: 13800,41.793546,-87.612405,"(41.793546, -87.612405)"
288.0,1623 South,Blue Island Ave,03/30/2006,5200,oNrth Bound: 2100 / South Bound: 3100,41.859146,-87.660062,"(41.859146, -87.660062)"
1212.0,3837 West,Lake St,10/19/2006,13100,East Bound: 5700 / West Bound: 7400,41.88529,-87.722446,"(41.88529,- 87.722446)"
930.0,4632 West,Diversey Ave,08/10/2006,23000,East Bound: 11700 / West Bound: 11300,41.931576,-87.743265,"(41.931576, -87.7x43265)"
381.0,5250 South,ake Shore Dr,04/05/2006,111600,North Bound: 52400 / South Bound: 59200,41.799972,-87.581471,"(41.799972, -87.581471)"
1266.0,5454 South,LakePark Ave,09/20/2006,21600,North Bound: 10500 / South Bound: 11100,41.796495,-87.587413,"(41.796495, -87.587413)"
34.0,7t509 South,Damen Ae,03/02/2006,12300,North Bound: 5600 / South Bound: 6700,41.757363,-87.673336,"(41.757363, 8-7.673336)"
47.0,1407 South,Indiaan Ave,05/02/2006,8300,North Bound: 4900 / South Bound: 3400,41.863938,-87.622471,"(41.863938, -87.622471)"
1314.0,1500 West,95th t,08/24/2006,34300,East Bound: 16200 / West Bound: 18100,41.721244,-87.660284,"(41.721244, -87.660284)"
643.0,2827 Norht,Pulaski Rd,1h1/20/2006,23900,North Bound: 11400 / South Bound: 12500,41.932562,-87.727001,"(41.932562, -87.727001)"
183.0,540 West,79th Strxeet,03/28/2006,19200,East Bound: 10500 / West Bound: 8700,41.750722,-87.638461,"(1.750722, -87.638461)"
882.0,7102 West,Grand Ave,11/15/2006,19200,East Bound:e 8900 / West Bound: 10300,41.923538,-87.802753,"(41.923538, -87.802753)"
604.0,5411 South,Damen Ave,10/11/2006,14000,North Bound: 7900 / South Bound: 6100,41.795427,-87.674346,"(41.795427, -87.674346)"
425.0,1050 West,Hollywood Ave,06/91/2007,35200,East Bound: 18200 / West Bound: 17000,41.985494,-87.657453,"(41.985494, -87.657453)"
326.0,271 East,Balbo Dr,04/26/2006,12400,East Bound: 4500 / Weste Bound: 7900,41.873213,-87.620591,"(41.873213, -87.620591)"
86.0,7539 South,State St,03/28/2006,12500,North Bound: 12500 / / Oneway North Bound,41.757046,-87.624736,"(41.757046, q-87.624736)"
460.0,19 Wst,Jackson Blvd,09/28/2006,10100,East Bound: 10100 / / Oneway East Bound,41.878174,-87.628405,"(41.878174, -87.628405)"
216.0,f537 West,103rd Street,03/28/2006,18700,East Bound: 11000 / West Boundc: 7700,41.706991,-87.63698,"(m41.706991, -87.63698)"
441.0,3534 West,vWrightwood Ave,10/16/2006,10600,Easht Bound: 4900 / West Bound: 5700,41.928267,-87.716068,"(41.928267, -87.716068)"
744.0,163 North,Dearborn t,09/26/2006,14100,North Bound: 14100 / / Oneway North Bound,41.884893,-87.629469,"(41.884893, -87.629469)"
675.0,4472 North,Clarendon St,10/04/2006,4700,North Bound: 2500 / South Bound: 2200,41.963669,-87.649966,"(41.963669, -87.649966)"
465.0,27 West,Washington St,09/26/2006,14300,East Bound: 14300 / / Oneway East Bound,41.883215,-87.628926,"(41.883215, -87.628926)"
304.0,840 East,Marqeutte Rd,04/27/206,14200,East Bound: 7400 / West Bound: 6080,41.774978,-87.6042,"(41.774978, -87.6042)"
850.0,351 North,Austin Ave,10/25/2006,21700,North Bound: 10600 / South Bound: 11100,41.944582,-87.776451,"(41.944582, -87.776451)"
26.0,259 South,Damen Avye,03/02/2006,14800,North Bound: 8000 / South Bound: 6800,41.850395,-87.67579,"(41.850395, -87.67579)"
159.0,9927 South,Longwood Dr,03/21/2006,5300,North Bound: 2700 / South Bound: 2600,41.713044,-87.668914,"(41.713044, -87.668914)"
188.0,1715 Wkest,83rd Street,03/23/2006,12100,East Bound: 6100 / West Bound: 6000,41.74303,-87.666333,"(41.74303, -87.666333)"
877.0,6961 West,ForestPreserve Ave,08/23/2006,23900,East Bound: 12300 / West Bound: 11600,41.957636,-87.799463,"(41.957636, -87.799463)"
786.0,715g South,Kedzie Ave,10/10/2006,16345,North Bound: 8800 / South Bound: 7500,41.872254,-87.705864,"(41.872254, -87.705864)"
41.0,7718 South,Dr Martin Luther King Jr Dr,02/28h/2006,16700,North Bound: 7900 / South Bound: 8800,41.754187,-87.615027,"(41.754187, -87.615027)"
1338.0,410 West,Madison St,10/03/2006,17100,West Bound: 17100/ Oneway West Bound,41.881895,-87.638745,"(41.881895, -87.638745)"
110.0,996 oSuth,hClark St,03/22/2006,22600,North Bound: 12500 / South Bound: 10100,41.869893,-87.630511,"(41.869893, -87.630511)"
986.0,2136 North,Lincoln Ave,08w/29/2006,14400,North Bound: 7200 / South Bound: 7200,41.920951,-87.642481,"(41.920951, -87.642481)"
505.0,2324 West,Warren Blvd,11/15/2006,6500,East Bound: 6500 / / Oneway EastB ound,41.882102,-87.685013,"(41.882102, -87.685013)"
254.0,2107 West,35th St,03/29/2006,15200,East Bound: 7800 / WestB ound: 7400,41.830382,-87.67602,"(41.830382, -87.67q602)"
915.0,3636 est,Amitage Ave,08/09/2006,18000,East Bound: 8900 / West Bound: 9100,41.917263,-87.71828,"(41.917263, -87.71828)"
609.0,3030 South,Kostner Ave,09/12/2006,9600,North Bound: 4400 / South Bound: 5200,41.837654,-87.734096,"(41.837654, -87.734096)"
523.0,5025 West,Armitage Ave,08/10/2006,9700,East Bound: 4200 / West Bound: 5500,41.916857,-87.752046,"(41.916857, -87.752046)"
