plant_type,spdes_permit_number,facility_name,groundor_surface,average_design_hydraulic_flow,street,city,state,country,zip_code,latitude,longitude,location_one
Industrial,NY0063681,BONDUELLE USA INC - OAKFIELD FACILITY,Both,0.85,40 STEVENS ST,OAKFIELD,NY,USA,14125.0,43.06,-78.28,"(43.06, -78.28)"
Industrial,NY0230634,REENERGY CHATEAUGAY LLC,Surface,0.2,7019 ST RTE 374,CHATEAUGAY,NY,USA,12920.0,44.89,-74.07,"(44.89, -74.07)"
Municipal,NY0029076,CLARK MILLS SEWAGE TREATMENT PLANT,Surface,0.5,TREATMENT PLANT ACCESS ROAD OFF OF WESTMORELAND RD,CLARK MILLS,NY,USA,13321.0,43.09,-75.38,"(43.09, -75.38)"
Industrial,NY0278319,LONG ISLAND SPIRITS INC,Ground,NULL,2182 SOUND AVE,BAITING HOLLOW,NY,USA,11933.0,40.96,-72.75,"(40.96, -72.75)"
Industrial,NY0245739,COHOCTON ELEM SCH & BUS GARAGE,Surface,0.0,30 PARK AVE,COHOCTON,NY,USA,14826.0,42.5,-77.5,"(42.5, -77.5)"
Industrial,NY0106259,"COVANTA NIAGARA I, LLC",Surface,0.09,100 ENERGY BLVD AT 56TH ST,NIAGARA FALLS,NY,USA,14304.0,43.08,-79.01,"(43.08, -79.01)"
Industrial,NY0261947,METALICO ALUMINUM RECOVERY INC,Surface,NULL,6223 THOMPSON RD,EAST SYRACUSE,NY,USA,13206.0,43.07,-76.09,"(43.07, -76.09)"
Industrial,NY0078956,REG 9 HWY MNT COBLESKILL,Surface,0.0,310 MINERAL SPRINGS RD,COBLESKILL,NY,USA,12043.0,42.67,-74.49,"(42.67, -74.49)"
Municipal,NY0121070,LAFARGEVILLE WWTF,Surface,0.06,SUNRISE AVE,LA FARGEVILLE,NY,USA,13656.0,44.19,-75.96,"(44.19, -75.96)"
Industrial,NY0005649,TILCON - CLINTON POINT QUARRY,Surface,4.49,SHEAFE RD,POUGHKEEPSIE,NY,USA,12601.0,41.62,-73.94,"(41.62, -73.94)"
Municipal,NY0023329,INDIAN LAKE SD,Surface,0.14,BRIAN ST,INDIAN LAKE,NY,USA,12842.0,43.78,-74.29,"(43.78, -74.29)"
Industrial,NY0021695,IBM CORP - STERLING FOREST,Surface,1.36,299 LONG MEADOW RD,STERLING FOREST,NY,USA,10979.0,41.17,-74.26,"(41.17, -74.26)"
Municipal,NY0257001,TABERG SEWER DISTRICT WASTEWATER TREATMENT FACILITY,Surface,0.02,5017 CHURCH ST,TABERG,NY,USA,13471.0,43.3,-75.61,"(43.3, -75.61)"
Municipal,NY0025984,WATERTOWN WATER POL CONTL FAC,Surface,15.9,700 WM T FIELD DR,WATERTOWN,NY,USA,13601.0,43.99,-75.93,"(43.99, -75.93)"
Industrial,NY0069019,BISON YARD FACILITY,Surface,0.21,500 BISON PKWY,BUFFALO,NY,USA,NULL,42.89,-78.8,"(42.89, -78.8)"
Municipal,NY0030376,VILLAGE OF MALONE WASTE WATER TREATMENT PLANT,Surface,3.3,4 LANE ST,MALONE,NY,USA,12953.0,44.86,-74.3,"(44.86, -74.3)"
Industrial,NY0108359,AMERICAN TECHNICAL CERAMICS,Surface,NULL,1 NORDEN LN AND 10 & 15 STEPAR PL,HUNTINGTON STATION,NY,USA,11746.0,40.84,-73.43,"(40.84, -73.43)"
Municipal,NY0031844,BELMONT STP,Surface,0.16,WILLARD & ERIE STS,BELMONT,NY,USA,14813.0,42.23,-78.04,"(42.23, -78.04)"
Municipal,NY0020958,CAYUGA HEIGHTS-V WASTEWATER TREATMENT PL,Surface,2.0,951 E SHORE DR,CAYUGA HEIGHT,NY,USA,14850.0,42.47,-76.5,"(42.47, -76.5)"
Industrial,NY0002097,FERRO ELECTRONIC MATERIALS - PENN YAN FACILITY,Surface,0.06,1789 TRANSELCO DR @ PERRY PT RD,PENN YAN,NY,USA,14527.0,42.68,-76.94,"(42.68, -76.94)"
Industrial,NY0076121,JERRY HAYES MEATS LLC,Ground,0.0,2812 SETTLE RD,NEWARK VALLEY,NY,USA,13811.0,42.21,-76.13,"(42.21, -76.13)"
Industrial,NY0275735,SOUTH PROTECTION MAINTENANCE CENTER,Surface,0.0,9988 S PROTECTION RD,HOLLAND,NY,USA,14030.0,42.61,-78.5,"(42.61, -78.5)"
Municipal,NY0203858,TOWN OF HUME STP,Surface,0.04,20 N GENESEE ST,FILLMORE,NY,USA,14735.0,42.48,-78.1,"(42.48, -78.1)"
Industrial,NY0002712,CALSPAN CORP,Surface,0.02,4455 GENESEE ST,BUFFALO,NY,USA,14225.0,42.93,-78.72,"(42.93, -78.72)"
Municipal,NY0089702,HANCOCK - V STP,Surface,0.35,LABARRE ST,HANCOCK,NY,USA,13783.0,41.94,-75.28,"(41.94, -75.28)"
Municipal,NY0030597,BAINBRIDGE - V STP,Surface,0.32,WALNUT AVE,BAINBRIDGE,NY,USA,13733.0,42.29,-75.48,"(42.29, -75.48)"
Industrial,NY0261025,GRAFTON QUARRY,Surface,NULL,3349 ST RTE 2 & CAMEL HILL RD,GRAFTON,NY,USA,12082.0,42.76,-73.52,"(42.76, -73.52)"
Industrial,NY0031542,WATERTOWN SAND & GRAVEL,Surface,0.0,24491 ST RTE 12|GIFFORD STREET RD,WATERTOWN,NY,USA,13601.0,43.96,-75.87,"(43.96, -75.87)"
Industrial,NY0267023,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,NULL,40.96,-72.2o6,"(40.96, -72.26)"
Municipal,NY0036706,TICONDEROGA SEWER DIST #5 WPCP,Surface,1.7,219 MONTCALM ST,TICONDEROGA,NY,USA,12883.0,43.85,-73.42,"(43.85, -73.42)"
Industrial,NY0001007,PLEASANT VALLEY WINERY,Surface,0.11,8260 PLEASANT VALLEY RD| CO RTE 88,HAMMONDSPORT,NY,USA,14840.0,42.4,-77.25,"(42.4, -77.25)"
Municipal,NY0246972,SENECA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF),Surface,0.66,5786 State Route 96|ROMULUS,Romulus,NY,USA,14541.0,42.74,-76.83,"(42.74, -76.83)"
Industrial,NY0008559,AUBURN - C WTR TREAT PLT,Surface,0.0,SWIFT ST & PULSIFER DR,AUBURN,NY,USA,13021.0,42.92,-76.55,"(42.92, -76.55)"
Municipal,NY0020869,ATHENS - V  MAIN STP,Surface,0.4,WATER ST,ATHENS,NY,USA,12015.0,42.26,-73.81,"(42.26, -73.81)"
Industrial,NY0279951,BLUE POINT RD WELL FIELD,Ground,NULL,282 BLUE POINT RD W,HOLTSVILLE,NY,USA,11742.0,40.8,-73.05,"(40.8, -73.05)"
Industrial,NY0110485,ROYAL METAL PRODUCTS,Surface,NULL,463 WEST RD,SURPRISE,NY,USA,12176.0,42.39,-73.99,"(42.39, -73.99)"
Industrial,NY0249114,KECKS CENTER CREEK WATER TREATMENT PLANT,Surface,0.01,KECKS CENTER RD,JOHNSTOWN,NY,USA,12095.0,43.03,-74.46,"(43.03, -74.46)"
Municipal,NY0160971,BYRON SD STP,Surface,0.08,ST RTE 237 - W SIDE - OPPOSITE MILL POND RD,BYRON,NY,USA,14422.0,43.08,-78.07,"(43.08, -78.07)"
Industrial,NY0124257,HOOSICK MEADOWS WATER TREATMENT PLANT,Surface,0.01,RT 22 RIVER RD,HOOSICK FALLS,NY,USA,12090.0,42.88,-73.36,"(42.88, -73.36)"
Industrial,NY0005916,GLENWOOD COMBUSTION TURBINE FACILITY,Surface,173.7,SHORE RD,GLENWOOD LANDING,NY,USA,11547.0,40.83,-73.65,"(40.83, -73.65)"
Municipal,NY0020249,VERNON SEWAGE TREATMENT PLANT,Surface,0.81,40 VAN EPPS ST,VERNON,NY,USA,13476.0,43.08,-75.55,"(43.08, -75.55)"
Industrial,NY0270067,EAST LOUISVILLE WATER DISTRICT #1,Surface,NULL,TUCKER TER,LOUISVILLE,NY,USA,13662.0,44.95,-74.97,"(44.95, -74.97)"
Industrial,NY0227706,7-ELEVEN STORE  #35115,Surface,NULL,1735 ST RTE 14,PHELPS,NY,USA,14532.0,42.95,-76.98,"(42.95, -76.98)"
Municipal,NY0026301,FULTON - C STP,Surface,3.4,1690 ST RTE 48|WEST RIVER RD N,FULTON,NY,USA,13069.0,43.34,-76.42,"(43.34, -76.42)"
Municipal,NY0027669,ENDICOTT (V) WATER POLLUTION CONTROL PLANT,Surface,10.0,40 ANSON RD,ENDICOTT,NY,USA,13760.0,42.09,-76.09,"(42.09, -76.09)"
Municipal,NY0257559,HAMLET OF LISBON SEWER DISTRICT STP,Surface,0.05,HALL RD,LISBON,NY,USA,13658.0,44.72,-75.32,"(44.72, -75.32)"
Industrial,NY0234141,TANDEM TRUCK FACILITY RELOCATION,Surface,0.0,INTERCHANGE 15 ON NYS THRUWAY,RAMAPO,NY,USA,NULL,41.14,-74.18,"(41.14, -74.18)"
Municipal,NY0031518,GOSHEN (V) WWTF,Surface,2.0,END OF CYPRESS RD - WEST OF ST RTE 17,GOSHEN,NY,USA,10924.0,41.4,-74.34,"(41.4, -74.34)"
Industrial,NY0006491,INTERFACE PERFORMANCE MATERIALS,Surface,0.57,12 DAVIS ST,HOOSICK FALLS,NY,USA,12090.0,42.91,-73.36,"(42.91, -73.36)"
Industrial,NY0291218,BIG INLET BREWING INC,Ground,NULL,6169 Elm Flat Rd,Mayville,NY,USA,14757.0,42.27,-79.47,"(42.27, -79.47)"
Municipal,NY0284254,City of Norwich Water Filtration Plant,Surface,NULL,5054 St Rte 23,Norwich,NY,USA,13815.0,42.55,-75.5,"(42.55, -75.5)"
Industrial,NY0201120,866 UNITED NATIONS PLAZA,Surface,NULL,866 UN PLAZA,NEW YORK,NY,USA,10017.0,40.75,-73.97,"(40.75, -73.97)"
Industrial,NY0276740,LAGUARDIA AIRPORT CENTRAL TERMINAL BUILDING REPLACEMENT,Surface,0.2,LAGUARDIA AIRPORT CENTRAL TERMINAL BUILDING|GRAND CENTRAL PKWY & 94TH ST,FLUSHING,NY,USA,11371.0,40.77,-73.87,"(40.77, -73.87)"
Industrial,NY0108138,ULSTER BUSINESS COMPLEX LLC,Surface,NULL,ENTERPRISE DR,KINGSTON,NY,USA,12401.0,41.97,-74.0,"(41.97, -74.0)"
Municipal,NY0109151,NEW BALTIMORE - T SD STP,Surface,0.06,ST RTE 144 - E SIDE,HANNACROIX,NY,USA,12087.0,42.46,-73.79,"(42.46, -73.79)"
Industrial,NY0258385,ERIE CO STURGEON POINT WATER TRTMNT PLT,Surface,0.92,722 STURGEON PT RD,DERBY,NY,USA,14047.0,42.69,-79.04,"(42.69, -79.04)"
Industrial,NY0261734,FULTON BOILER WORKS,Surface,0.0,3981 PORT & JEFFERSON STS,PULASKI,NY,USA,13142.0,43.56,-76.13,"(43.56, -76.13)"
Municipal,NY0025721,CORNING - C WWTP,Surface,3.08,E MARKET ST IN DENISON PARK,CORNING,NY,USA,14830.0,42.14,-77.03,"(42.14, -77.03)"
Industrial,NY0078409,COOPERS EDUCATION CENTER (BOCES),Ground,0.01,9579 VOCATIONAL DR,PAINTED POST,NY,USA,14870.0,42.19,-77.14,"(42.19, -77.14)"
Industrial,NY0100293,HALSTEAD-QUINN TERMINAL,Surface,NULL,33 HUBBELS DR,MT KISCO,NY,USA,10549.0,41.22,-73.72,"(41.22, -73.72)"
Industrial,NY0279994,BAY SHORE LAUNDROMAT,Ground,0.02,29 LINCOLN AVE,DEER PARK,NY,USA,11729.0,40.75,-73.31,"(40.75, -73.31)"
Industrial,NY0205524,NYS DOT PETERSBURG RES ENGRS SUBHDQRTS,Surface,0.0,ST RTE 22,PETERSBURG,NY,USA,12138.0,42.81,-73.33,"(42.81, -73.33)"
Industrial,NY0272035,HOLLERHORN DISTILLING,Ground,0.0,8443 SPIRIT RUN,NAPLES,NY,USA,NULL,42.61,-77.41,"(42.61, -77.41)"
Industrial,NY0008133,PORT AUTH OF NY & NJ - LAGUARDIA AIRPORT,Surface,0.38,GRAND CENTRAL PKWY & 94TH ST,FLUSHING,NY,USA,11371.0,40.77,-73.87,"(40.77, -73.87)"
Industrial,NY0210838,MEDFORD LAUNDROMAT,Ground,NULL,2690 ST RTE 112,MEDFORD,NY,USA,11763.0,40.82,-73.0,"(40.82, -73.0)"
Industrial,NY0028606,BAYSIDE FUEL OIL DEPOT - SMITH,Surface,0.01,537 SMITH ST,BROOKLYN,NY,USA,11231.0,40.67,-74.0,"(40.67, -74.0)"
Municipal,NY0026620,GLEN COVE WASTEWATER TREATMENT FACILITY,Surface,5.5,100 MORRIS AVE,GLEN COVE,NY,USA,11542.0,40.86,-73.64,"(40.86, -73.64)"
Industrial,NY0121860,OMEGA WIRE INC,Surface,0.5,29 HARDEN BLVD,CAMDEN,NY,USA,13316.0,43.33,-75.75,"(43.33, -75.75)"
Industrial,NY0262820,LANCASTER DEVELOPMENT INC,Surface,0.0,PODPADIC RD - 1200' N OF ST RTE 7,RICHMONDVILLE,NY,USA,12149.0,42.65,-74.54,"(42.65, -74.54)"
Industrial,NY0241733,ARG TRUCKING,Surface,0.01,161 RIVERSIDE AVE,RENSSELAER,NY,USA,12144.0,42.62,-73.75,"(42.62, -73.75)"
Municipal,NY0062570,BLACKBERRY HILL SANITARY SD STP,Surface,0.07,SCOTT PL & NOEL CT,BREWSTER,NY,USA,10509.0,41.41,-73.61,"(41.41, -73.61)"
Municipal,NY0076988,SCSD #7-W - WOODSIDE STP,Ground,0.4,47 HARRISON AVE,BELLPORT,NY,USA,11713.0,40.79,-72.96,"(40.79, -72.96)"
Industrial,NY0003875,GMMM WESTOVER,Surface,101.9,720 RIVERSIDE DR,JOHNSON CITY,NY,USA,13790.0,42.11,-75.97,"(42.11, -75.97)"
Industrial,NY0025631,BROCKPORT WATER TREATMENT PLANT,Surface,0.13,8100 NEWCO DR,HAMLIN,NY,USA,14464.0,43.36,-77.92,"(43.36, -77.92)"
Municipal,NY0033511,CASTORLAND WASTEWATER TREATMENT FAC,Surface,0.04,ST RTE 410 - NW SIDE JUST SW OF RIVER,CASTORLAND,NY,USA,13620.0,43.89,-75.51,"(43.89, -75.51)"
Municipal,NY0214531,DALTON FARMS WWTP,Surface,0.22,21 RECREATION RD,POUGHQUAG,NY,USA,12570.0,41.61,-73.7,"(41.61, -73.7)"
Industrial,NY0004430,CARNEGIE ENTERPRISE,Surface,0.02,STATE LINE RD,UNIONVILLE,NY,USA,10988.0,41.29,-74.54,"(41.29, -74.54)"
Industrial,NY0156311,BUCKEYE PIPE LINE CO LP - AUBURN,Surface,0.02,3186 GATES RD,AUBURN,NY,USA,13021.0,42.96,-76.53,"(42.96, -76.53)"
Industrial,NY0264113,BYRAM LAKE FILTRATION PLANT,Surface,NULL,506 Byram Lake Rd,Mount Kisco,NY,USA,10549.0,41.18,-73.7,"(41.18, -73.7)"
Industrial,NY0250414,INDIAN POINT 2 LLC AND INDIAN POINT 3 LLC,Surface,0.0,450 BROADWAY,BUCHANAN,NY,USA,10511.0,41.27,-73.95,"(41.27, -73.95)"
Industrial,NY0276928,NYC-HH - CONEY ISLAND HOSPITAL,Surface,2.88,2601 OCEAN PKWY @ AVE Z,BROOKLYN,NY,USA,11235.0,40.59,-73.97,"(40.59, -73.97)"
Industrial,NY0257311,Alder Creek Beverages LLC,Ground,NULL,ONE NIRVANA PLZ,FORESTPORT,NY,USA,13338.0,43.44,-75.25,"(43.44, -75.25)"
Industrial,NY0090191,MOOG INC,Surface,NULL,400 JAMISON RD,ELMA,NY,USA,14059.0,42.8,-78.65,"(42.8, -78.65)"
Industrial,NY0195987,BRISTOL COMMACK,Ground,0.0,49 MALL DR,COMMACK,NY,USA,11725.0,40.82,-73.28,"(40.82, -73.28)"
Municipal,NY0026557,PINE HILL WWTP,Surface,0.5,8811 ST RTE 28,SHANDAKEN,NY,USA,12405.0,42.12,-74.46,"(42.12, -74.46)"
Municipal,NY0258270,TOWN OF OTTO SD #1 STP,Surface,0.03,YOUNGS RD,OTTO,NY,USA,14766.0,42.36,-78.83,"(42.36, -78.83)"
Municipal,NY0203360,TOWN OF ELMA SEWER DISTRICT NO 7 - POND BROOK TOWNHOMES,Surface,0.02,CORNER OF BOWEN & BULLIS RD,ELMA,NY,USA,14059.0,42.84,-78.63,"(42.84, -78.63)"
Industrial,NY0236101,BEAVER FALLS LLC,Surface,NULL,9644 MAIN ST,BEAVER FALLS,NY,USA,13305.0,43.89,-75.43,"(43.89, -75.43)"
Industrial,NY0002909,GRANDMA BROWNS BEANS,Surface,0.05,SCENIC AVE,MEXICO,NY,USA,13114.0,43.48,-76.24,"(43.48, -76.24)"
Municipal,NY0023612,MACEDON - V STP,Surface,0.75,135 MAIN ST|ST RTE 31 - S SIDE - OPPOSITE QUAKER RD,MACEDON,NY,USA,14502.0,43.07,-77.29,"(43.07, -77.29)"
Industrial,NY0094480,SKANEATEELS (V) WWTP,Sufrface,0.58,26 FENNEL ST,SKANEATELS,NY,USA,3152.0,42.m96,7-6.44,"(42.96,-76.44)"
Industrial,NY0252948,CHANNING DAUGHTERS WINERY,Ground,0.0,1927 SCUTTLEHOLE RD,BRIDGEHAMPTON,NY,USA,11932.0,40.96,-72.31,"(40.96, -72.31)"
Industrial,NY0265373,SCHUYLERVILLE/VICTORY WATER TREATMENT FACILITY,Surface,NULL,ST RTE 29 - N SIDE @ RIVER IN FORT HARDY PARK,SCHUYLERVILLE,NY,USA,12871.0,43.1,-73.58,"(43.1, -73.58)"
Industrial,NY0268615,STOCKPORT WATER DIST #2,Surface,NULL,CO RTE 25 & ROSSMAN HILL RD,HUDSON,NY,USA,12534.0,42.34,-73.74,"(42.34, -73.74)"
Municipal,NY0270091,BEAVER FALLS SEWER DISTRICT,Surface,0.02,MAIN ST,BEAVER FALLS,NY,USA,13305.0,43.89,-75.44,"(43.89, -75.44)"
Industrial,NY0258741,FILLMORE GREENHOUSES INC,Ground,NULL,11589 ST RTE 19A,PORTAGEVILLE,NY,USA,14536.0,42.51,-78.07,"(42.51, -78.07)"
Industrial,NY0237701,RONKONKOMA TRUCK STOP,Ground,NULL,60 MILL RD,RONKONKOMA,NY,USA,11779.0,40.81,-73.1,"(40.81, -73.1)"
Municipal,NY0252042,VILLAGE OF MAYFIELD WWTP,Surface,0.12,MAYFIELD LAKE,MAYFIELD,NY,USA,12117.0,43.1,-74.26,"(43.1, -74.26)"
Industrial,NY0247731,CHROMALLOY MIDDLETOWN,Surface,0.01,105 TOWER RD,MIDDLETOWN,NY,USA,10941.0,41.47,-74.38,"(41.47, -74.38)"
Industrial,NY0110779,GOUVERNEUR MINERALS DIV # 4 MINE,Surface,NULL,HERMITAGE RD AT ST RTE 3,LAKE BONAPARTE,NY,USA,13648.0,44.12,-75.38,"(44.12, -75.38)"
Industrial,NY0202215,WHEELABRATOR HUDSON FALLS,Surface,NULL,93 RIVER ST,HUDSON FALLS,NY,USA,12839.0,43.31,-73.59,"(43.31, -73.59)"
Industrial,NY0255998,WILMINGTON WATER FILTRATION PLT & RESERVOIR,Surface,0.0,RESERVOIR RD|WHITE & RED BROOK,WILMINGTON,NY,USA,12997.0,44.39,-73.84,"(44.39, -73.84)"
Industrial,NY0229881,COMMONWEALTH PLYWOOD INC,Surface,0.01,10068 US RTE 4,WHITEHALL,NY,USA,12887.0,43.55,-73.38,"(43.55, -73.38)"
Industrial,NY0005347,GLOBAL COMPANIES - SOUTH TERMINAL,Surface,0.15,49 RIVER RD,NEW WINDSOR,NY,USA,12550.0,41.48,-74.01,"(41.48, -74.01)"
Municipal,NY0035742,CHEMUNG COUNTY REGIONAL WWTP,Surface,12.0,600 MILTON ST,ELMIRA,NY,USA,14901.0,42.07,-76.78,"(42.07, -76.78)"
Municipal,NY0265080,PATTERSON HAMLET WWTP,Surface,0.08,APPROX 2000 FT SE OF INTERSECTION OF RT 311 & RT 216,PATTERSON,NY,USA,12563.0,41.51,-73.61,"(41.51, -73.61)"
Industrial,NY0264679,BETHEL - T LANDFILL,Surface,NULL,608 OLD WHITE LAKE TPKE,SWAN LAKE,NY,USA,NULL,41.72,-74.79,"(41.72, -74.79)"
Industrial,NY0104001,CAHOON FARMS,Ground,0.1,10951 LUMMISVILLE RD,WOLCOTT,NY,USA,14590.0,43.24,-76.86,"(43.24, -76.86)"
Industrial,NY0223000,AMERICAN BIO MEDICA CORPORATION,Ground,0.0,122 SMITH RD EXT,STUYVESANT,NY,USA,12173.0,42.38,-73.73,"(42.38, -73.73)"
Municipal,NY0110698,ERIE CO SD 4 OVERFLOW RETENTION FACILITY,Surface,NULL,317  BORDEN RD,DEPEW,NY,USA,14043.0,42.9,-78.7,"(42.9, -78.7)"
Industrial,NY0276863,NYC DDC - HWR1132B Street Reconstruction and Improvements in South Beach,Surface,1.44,"Streetbeds to the NE of Ocean Breeze Park (incl. Olympia, Lamport Blvds, Foch, Reid, Norway, Mallory, Appleby, Scott, Patterson Aves, and more)",Staten Island,NY,USA,10305.0,40.59,-74.08,"(40.59, -74.08)"
Industrial,NY0061913,MAYER BROTHERS SOMERSET,Both,0.36,7389 LAKE RD,BARKER,NY,USA,14012.0,43.35,-78.63,"(43.35, -78.63)"
Industrial,NY0266787,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,NULL,40.96,d-72.26,"(40.96, -72.26)"
Industrial,NY0002178,HANSON - JAMESVILLE QUARRY,Surface,2.0,4800 JAMESVILLE RD,JAMESVILLE,NY,USA,13078.0,43.0,-76.07,"(43.0, -76.07)"
Industrial,NY0207519,PORT EWEN WATER TREATMENT PLANT,Surface,0.0,RIVER ROAD,PORT EWEN,NY,USA,12466.0,41.89,-73.96,"(41.89, -73.96)"
Municipal,NY0105104,HANOVER WATER POLLUTION CONTROL FACILITY,Surface,0.5,12784 BUFFALO RD,IRVING,NY,USA,14081.0,42.57,-79.11,"(42.57, -79.11)"
Industrial,NY0245046,POLKVILLE CRUSHED STONE,Surface,NULL,3779 US RTE 11,MCGRAW,NY,USA,13101.0,42.59,-76.14,"(42.59, -76.14)"
Industrial,NY0223794,FANE CROPSEYVILLE QUARRY,Surface,0.01,CAMEL HILL RD,BRUNSWICK & GRAFTON,NY,USA,NULL,42.78,-73.52,"(42.78, -73.52)"
Industrial,NY0226947,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,NULL,40.96,-72.62,"(40.96, -72.26)"
Industrial,NY0020109,FITZPATRICK NUCLEAR POWER PLANT,Surface,570.3,268 LAKE RD E,LYCOMING,NY,USA,13093.0,43.52,-76.4,"(43.52, -76.4)"
Industrial,NY0285609,AMNEAL PHARMACEUTICALS BROOKHAVEN FACILITY,Ground,0.05,50 HORSEBLOCK RD,BROOKHAVEN,NY,USA,11719.0,40.81,-72.95,"(40.81, -72.95)"
Industrial,NY0070777,SM Marketing Brier Hill,Surface,0.0,2522 ST RTE 37,BRIER HILL,NY,USA,13614.0,44.52,-75.66,"(44.52, -75.66)"
Industrial,NY0251992,NYSDOT MAINTENANCE SUBHEADQUARTERS - WHITEHALL,Surface,0.0,RTE 4 & 22,WHITEHALL,NY,USA,12887.0,43.53,-73.41,"(43.53, -73.41)"
Industrial,NY0244546,WEEDSPORT MAINTENANCE FACILITY,Surface,0.0,ST RTE 34 @ I-90|THRUWAY EXIT 40,BRUTUS,NY,USA,13166.0,43.06,-76.56,"(43.06, -76.56)"
Municipal,NY0099295,VANDERBURGH COVE SEWER DISTRICT NO 1,Surface,0.01,COVE RD,RHINEBECK,NY,USA,12572.0,41.88,-73.92,"(41.88, -73.92)"
Municipal,NY0030996,VILLAGE OF PHILMONT WWTP,Surface,0.25,ST RTE 217 - S SIDE - OPPOSITE CO RTE 9,PHILMONT,NY,USA,12565.0,42.25,-73.66,"(42.25, -73.66)"
Industrial,NY0259993,U & A CONSTRUCTION CORP,Surface,NULL,560 ST RTE 303,ORANGEBURG,NY,USA,10962.0,41.06,-73.95,"(41.06, -73.95)"
Industrial,NY0108880,RIVERHEAD OPERATIONS CENTER,Ground,0.27,600 DOCTORS PATH,RIVERHEAD,NY,USA,11901.0,40.94,-72.65,"(40.94, -72.65)"
Industrial,NY0262056,CAMILLUS MAINTENANCE FACILITY,Surface,NULL,6481 POTTERY RD,WARNERS,NY,USA,13164.0,43.09,-76.29,"(43.09, -76.29)"
Industrial,NY0005037,RAVENA CEMENT PLANT,Surface,13.0,1916 US RTE 9W,RAVENA,NY,USA,12143.0,42.5,-73.81,"(42.5, -73.81)"
Municipal,NY0025259,HONEOYE FALLS - V STP,Surface,0.6,100 ULRICH LN,HONEOYE FALLS,NY,USA,14472.0,42.96,-77.59,"(42.96, -77.59)"
Industrial,NY0231240,CAYUGA BREEDER FARM LLC HATCHERY,Ground,0.0,1520 THRUMANSBURG RD|ST RTE 96 - NE SIDE - BETW TOWNLINE & WILKINS RD,ULYSSES,NY,USA,NULL,42.48,-76.57,"(42.48, -76.57)"
Industrial,NY0277118,126-20 WILLETS POINT BLVD REDEVELOPMENT,Surface,0.29,126-20 WILLETS POINT BLVD,QUEENS,NY,USA,11368.0,40.76,-73.84,"(40.76, -73.84)"
Industrial,NY0103713,RICHMONDVILLE - V WTR TRT PLT,Surface,0.02,RTE 7,RICHMONDVILLE,NY,USA,12149.0,42.64,-74.58,"(42.64, -74.58)"
Municipal,NY0021873,MEDINA WASTEWATER TREATMENT PLANT,Surface,4.5,200 GULF ST |WESTWARD TO N GRAVEL RD,MEDINA,NY,USA,14103.0,43.23,-78.39,"(43.23, -78.39)"
Industrial,NY0002984,VANDERBILT MINERALS LLC - GOVERNEUR MINERAL DIVISION,Surface,0.45,1837 ST RTE 812,GOUVERNEUR,NY,USA,13642.0,44.26,-75.4,"(44.26, -75.4)"
Industrial,NY0274780,DUNN FUEL SERVICE,Surface,NULL,5 WEBSTER AVE,KERHONKSON,NY,USA,NULL,41.78,-74.3,"(41.78, -74.3)"
Industrial,NY0005061,WALLOOMSAC RECYCLING,Surface,0.39,11 COTTRELL RD,HOOSICK FALLS,NY,USA,12090.0,42.92,-73.32,"(42.92, -73.32)"
Industrial,NY0213705,CORNER LAUNDRY,Ground,NULL,6067 S MAIN ST,SANDY CREEK,NY,USA,13145.0,43.64,-76.09,"(43.64, -76.09)"
Municipal,NY0244287,SMYRNA (V) WASTEWATER TREATMENT FACILITY,Ground,0.02,SCHOOL RD,SMYRNA,NY,USA,13464.0,42.69,-75.56,"(42.69, -75.56)"
Industrial,NY0256382,NYSDOT KEESEVILLE MAINTENANCE SUBHEADQUARTERS,Ground,NULL,I-87 AT ST RTE 9N|EXIT 34,KEESEVILLE,NY,USA,12944.0,44.5,-73.5,"(44.5, -73.5)"
Industrial,NY0105431,BUCKEYE BREWERTON TERMINAL,Surface,0.14,CO RTE 37  - N SIDE - W OF TRACKS|RIVER RD,BREWERTON,NY,USA,13029.0,43.24,-76.14,"(43.24, -76.14)"
Industrial,NY0274500,MINISINK BUS GARAGE,Surface,NULL,179 S CENTERVILLE RD,SLATE HILL,NY,USA,NULL,41.4,-74.52,"(41.4, -74.52)"
Industrial,NY0256242,SARANAC LAKE CTL SCHOOL BUS GARAGE,Both,NULL,1380 ST RTE 3,BLOOMINGDALE,NY,USA,12913.0,44.39,-74.08,"(44.39, -74.08)"
Industrial,NY0281387,RONDOUT EFFLUENT CHAMBER,Surface,0.38,2000 ST RTE 55,NAPANOCH,NY,USA,12458.0,41.8,-74.43,"(41.8, -74.43)"
Industrial,NY0004278,SAVONA LPG FACILITY,Surface,0.02,7535 EAGLE VALLEY RD,SAVONA,NY,USA,14879.0,42.31,-77.25,"(42.31, -77.25)"
