year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,notes
2013,California,SSI, Kidney surgery,140001268,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,80000022,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,66.0,0.0,NULL
2013,California,SSI, Kidney surgery,80000150,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,80000149,"Scripps Memorial Hospital, La Jolla",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,40.0,1.0,NULL
2013,California,SSI, Kidney surgery,220000025,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,220000026,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,90000021,Sharp Chula Vista Medical Center,.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,80000036,"Sharp Memorial Hospital, San Diego",.,.,.,.,San Diego,99.0,0.0,NULL
2013,California,SSI, Kidney surgery,230000016,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",.,.,.,.,Nevada,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,50000031,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,50000455,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,930000015,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,240000103,St Bernardine Medical Center,.,.,.,.,San Bernardino,20.0,0.0,NULL
2013,California,SSI, Kidney surgery,110000058,"St Helena Hospital, St Helena",.,.,.,.,Napa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,110000067,"St Joseph Hospital, Eureka",.,.,.,.,Humboldt,21.0,0.0,NULL
2013,California,SSI, Kidney surgery,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,101.0,0.0,NULL
2013,California,SSI, Kidney surgery,30000143,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,60000068,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,26.0,0.0,NULL
2013,California,SSI, Kidney surgery,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,36.0,0.0,NULL
2013,California,SSI, Kidney surgery,930000103,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,140000041,"St Rose Hospital, Hayward",.,.,.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,70001357,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,277.0,0.0,NULL
2013,California,SSI, Kidney surgery,30000109,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,30000149,"Sutter Davis Hospital, Davis",.,.,.,.,Yolo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,140000016,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,30000151,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,55.0,0.0,NULL
2013,California,SSI, Kidney surgery,70000959,Sutter Maternity & Surgery Center of Santa Cruz,.,.,.,.,Santa Cruz,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,110000007,Sutter Medical Center of Santa Rosa,.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,30000134,Sutter Roseville Medical Center,.,.,.,.,Placer,26.0,0.0,NULL
2013,California,SSI, Kidney surgery,110000068,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,30000141,Sutter Tracy Community Hospital,.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,230000265,"Tahoe forest Hospital, Truckee",.,.,.,.,Nevada,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,930000127,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,44.0,1.0,NULL
2013,California,SSI, Kidney surgery,80000152,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,21.0,0.0,NULL
2013,California,SSI, Kidney surgery,50000037,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,220000031,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,431.0,0.0,NULL
2013,California,SSI, Kidney surgery,930000187,"USC Verdugo Hills Hospital, Glendale",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,30000113,"University of California Davis Medical Center, Sacramento",.,.,.,.,Sacramento,219.0,1.0,NULL
2013,California,SSI, Kidney surgery,60000071,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,122.0,0.0,NULL
2013,California,SSI, Kidney surgery,90000154,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,San Diego,119.0,3.0,NULL
2013,California,SSI, Kidney surgery,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,140000797,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,50000039,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,140000118,"Washington Hospital, Fremont",.,.,.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,70000155,Watsonville Community Hospital,.,.,.,.,Santa Cruz,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,930000028,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,60000073,Western Medical Center Santa Ana,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,930000191,"White Memorial Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,930000151,Whittier Hospital Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Kidney surgery,30000146,Woodland Memorial Hospital,.,.,.,.,Yolo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",.,.,.,.,Orange,301.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,40000122,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,.,Kings-Fresno,60.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,140000034,"Alameda County Medical Center, Oakland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",.,.,Alameda,20.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,140000011,Alameda Hospital,.,.,.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000005,Alhambra Hospital Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000425,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,331.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,90000013,"Alvarado Hospital Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,.,San Diego,55.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000080,"Antelope Valley Hospital, Lancaster",.,.,,p.,Los Angeles,67.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,240000100,"Arrowhead Regional Medical Center, Colton",.,.,***,.,San Bernardino,62.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,120001330,Bakersfield Heart Hospital,.,.,.,.,Kern,89.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,120000338,Bakersfield Memorial Hospital,u.,***,.,.,Kern,111.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,240000001,Barstow Community Hospital,.,.,.,.,San Bernardino,35.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000012,"Beverly Hospital, Montebello",.,.,.,.,Los Angeles,46.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000002,"California Hospital Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000023,"California Pacific Medical Center, Davies Campus Hospital, SF",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus  Hospital, SF",.,.,San Francisco,225.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000018,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000004,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,62.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000022,"Centinela Hospital Medical Center, Inglewood",.,.,.,.,Los Angeles,112.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000006,"Chapman Medical Center, Orange",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,40000129,"Children's Hospital Central California, Madera",.,.,.,.,Madera,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000007,"Children's Hospital of Orange County, Orange",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000014,Childrens Hospital and Research Center at Oakland,.,.,.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000034,Childrens Hospital of Los Angeles,.,.,.,.,Los Angeles,24.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,220000003,"Chinese Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,240000003,"Chino Valley Medical Center, Chino",.,.,.,.,San Bernardino,22.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000070,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV,  West Covina",.,.,Los Angeles,104.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000038,"Coast Plaza Hospital, Norwalk",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000021,"Coastal Communities Hospital, Santa Ana",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000082,Community Hospital Long Beach,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,240000082,Community Hospital of San Bernardino,.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,70000137,"Community Hospital of The Monterey Peninsula, Monterey",.,.,.,.,Monterey,77.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,50000014,"Community Memorial Hospital, San Buenaventura, Ventura",.,.,.,.,Ventura,153.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,40000101,"Community Regional Medical Center, Fresno",.,.,.,.,Fresno,218.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000040,Community and Mission Hospital of Huntington Park,.,.,.,.,Los Angeles,21.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000006,"Corona Regional Medical Center, Campus #1",250000007,"Corona Regional Medical Center, Campus #2",.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,30000117,"Dameron Hospital, Stockton",.,.,.,.,San Joaquin,111.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,250000008,"Desert Regional Medical Center, Palm Springs",.,.,.,.,Riverside,30.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,240001330,"Desert Valley Hospital, Victorville",.,.,.,.,San Bernardino,64.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000118,Doctors Hospital of Manteca,.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,30000122,"Doctors Medical Center, Modesto",.,.,.,.,Stanislaus,152.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,110001204,"Doctors Medical Center, San Pablo",.,.,.,.,Contra Costa,80.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,70000139,Dominican Hospital,.,.,.,.,Santa Cruz,132.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,930000052,Downey Regional Medical Center,.,.,.,.,Los Angeles,80.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000053,"East Los Angeles Doctors Hospital, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000183,"Eden Medical Center, Castro Valley",.,.,.,.,Alameda,29.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000011,"Eisenhower Medical Center, Rancho Mirage",.,.,.,.,Riverside,206.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,70000136,"El Camino Hospital, Los Gatos",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,70001351,"El Camino Hospital, Mountain View",.,.,.,.,Santa Clara,174.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,90000040,El Centro Regional Medical Center,.,.,.,.,Imperial,30.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000125,"Emanuel Medical Center Inc, Turlock",.,.,.,.,Stanislaus,149.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000054,"Encino Hospital Medical Center, Encino",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,230000013,"Enloe Medical Center-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,80000043,Fallbrook Hospital District,.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,230000005,"Feather River Hospital, Paradise",.,.,.,.,Butte,52.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000056,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,.,.,Los Angeles,27.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000011,Fountain Valley Regional Hospital & Medical Center,060000936,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,159.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,230000261,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,.,Sutter-Yuba,80.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,50000016,"French Hospital Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,167.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000058,Garden Grove Hospital and Medical Center,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000058,"Garfield Medical Center, Monterey Park",.,.,.,.,Los Angeles,131.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000059,Glendale Adventist Medical Center,.,.,.,.,Los Angeles,189.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000093,Glendale Memorial Hospital and Health Center,.,.,.,.,Los Angeles,203.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000068,"Good Samaritan Hospital, Los Angeles",.,.,.,.,Los Angeles,91.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,70000153,"Good Samaritan Hospital, San Jose",070000154,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,186.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000062,"Greater El Monte Community Hospital, South El Monte",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,70000142,"Hazel Hawkins Memorial Hospital, Hollister",.,.,.,.,San Benito,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,110000009,Healdsburg District Hospital,.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,250000012,Hemet Valley Medical Center,.,.,.,.,Riverside,100.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000063,"Henry Mayo Newhall Memorial Hospital, Valencia",.,.,.,.,Los Angeles,46.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000014,"Hoag Memorial Hospital Presbyterian, Newport Beach",060001022,"Hoag Hospital, Irvine",.,.,Orange,138.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000065,"Hollywood Presbyterian Medical Center, Los Angeles",.,.,.,.,Los Angeles,56.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,60000015,Huntington Beach Hospital,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000026,"Huntington Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,111.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000017,"John F. Kennedy Memorial Hospital, Indio",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000196,"John Muir Medical Center, Concord",.,.,.,.,Contra Costa,166.0,2.0,NULL
2013,California,SSI, Pacemaker Surgery,140000187,"John Muir Medical Center, Walnut Creek",.,.,.,.,Contra Costa,108.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000011,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",.,.,.,.,Solano,52.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",.,.,.,.,Los Angeles,43.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,630013929,"Kaiser Foundation Hospital, Anaheim Medical Center",060000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,.,Orange,81.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,630011203,"Kaiser Foundation Hospital, Antioch",.,.,.,.,Contra Costa,38.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",.,.,.,.,Los Angeles,88.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000074,"Kaiser Foundation Hospital, Downey, Bellflower",.,.,.,.,Los Angeles,116.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,240000024,"Kaiser Foundation Hospital, Fontana",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,40000949,"Kaiser Foundation Hospital, Fresno",.,.,.,.,Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000189,"Kaiser Foundation Hospital, Hayward/Fremont",140001086,"Kaiser Foundation Hospital, Fremont",.,.,Alamzeda,62.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,630011745,"Kaiser Foundation Hospital, Irvine",.,.,.,.,Orange,76.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",.,.,.,.,Los Angeles,942.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000973,"Kaiser Foundation Hospital, Manteca",630011683,"Kaiser Foundation Hospital, Modesto",.,.,Stanislaus-San Joaquin,44.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,.,Alameda-Contra Costa,58.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000050,"Kaiser Foundation Hospital, Panorama City",.,.,.,.,Los Angeles,144.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000010,"Kaiser Foundation Hospital, Redwood City",.,.,.,.,San Mateo,46.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000707,"Kaiser Foundation Hospital, Riverside",.,.,.,.,Riverside,25.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30001370,"Kaiser Foundation Hospital, Roseville",.,.,.,.,Placer,111.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000130,"Kaiser Foundation Hospital, Sacramento",.,.,.,.,Sacramento,54.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,80000144,"Kaiser Foundation Hospital, San Diego",.,.,.,.,San Diego,108.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000008,"Kaiser Foundation Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,70000150,"Kaiser Foundation Hospital, San Jose",.,.,.,.,Santa Clara,46.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000944,"Kaiser Foundation Hospital, San Rafael",.,.,.,.,Marin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",.,.,.,.,Santa Clara,20.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000508,"Kaiser Foundation Hospital, Santa Rosa",.,.,.,***,Sonoma,45.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",.,.,.,.,Sacramento,71.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",.,.,.,.,San Mateo,66.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,630012364,"Kaiser Foundation Hospital, Vacaville",.,.,.,.,Solano,49.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,51.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000076,"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,.,.,Los Angeles,56.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000290,"Kaiser Foundation Hospital, Woodland Hills",.,.,.,.,Los Angeles,81.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,120001444,"Kaweah Delta Medical Center, Visalia",.,.,.,.,Tulare,413.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,930000912,"Keck Hospital of USC, Los Angeles",.,.,.,.,Los Angeles,109.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000040,"LAC+USC Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000027,"LAC/Harbor-UCLA Medical Center, Torrance",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000028,"LAC/Rancho Los Amigos National Rehab Center, Downey",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000024,La Palma Intercommunity Hospital,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000047,Lakewood Regional Medical Center,.,.,.,.,Los Angeles,35.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000139,Lodi Memorial Hospital,030000136,Lodi Memorial Hospital-West,.,.,San Joaquin,92.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,240000027,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,27.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,630012971,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,93.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,930000095,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,188.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000025,Los Alamitos Medical Center,.,.,.,.,Orange,61.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000038,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,41.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000085,Los Angeles Community Hospital,930000112,Norwalk Community Hospital,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,50000020,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E  , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,196.0,2.0,NULL
2013,California,SSI, Pacemaker Surgery,70001349,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,.,.,Santa Clara,32.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,40000111,Madera Community Hospital,.,.,.,.,Madera,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,50000021,Marian Regional Medical Center,.,.,.,.,Santa Barbara,183.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,110000953,"Marin General Hospital, Greenbrae",.,.,.,.,Marin,NULL,NULL,~ See Data Dictionary
