psapid,psap_name,county,city,state,typeof_changefulltext,date_last_modified,geocode_city_level
6397,Amarillo Fire Department,Potter,Amarillo,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2014,"Amarillo, TX
(35.207009, -101.832013)"
6956,University Of North Texas Police Department,Denton,Denton,TX,No Changes have been made.,NULL,"Denton, TX
(33.215533, -97.13245)"
3016,Princeton Police Department,Caldwell,Princeton,KY,No Changes have been made.,NULL,"Princeton, KY
(37.110743, -87.882376)"
804,Madera Police Department,Madera,Madera,CA,No Changes have been made.,NULL,"Madera, CA
(36.961961, -120.059585)"
1581,Martin County Sheriffs Office,Martin,Stuart,FL,No Changes have been made.,NULL,"Stuart, FL
(27.177909, -80.236911)"
1257,Rocky Ford Police Department,Otero,Rocky Ford,CO,No Changes have been made.,NULL,"Rocky Ford, CO
(38.047784, -103.718116)"
4056,Montgomery County Eoc,Montgomery,Winona,MS,No Changes have been made.,NULL,"Winona, MS
(33.489522, -89.736005)"
7311,Mcchord Air Force Base Fire Department,Pierce,Mcchord Air Force Base,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/16/2013,"Mcchord Air Force Base, WA
(47.140748, -122.502663)"
4585,Dixon County Sheriffs Department,Dixon,Ponca,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Ponca, NE
(42.564509, -96.711098)"
541,Avalon Emergency Services,Los Angeles,Avalon,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/07/2005,"Avalon, CA
(33.343548, -118.32219)"
5216,Tompkins County 9-1-1,Tompkins,Ithaca,NY,No Changes have been made.,NULL,"Ithaca, NY
(42.422372, -76.461572)"
2745,Greenwood County Sheriff's Office,Greenwood,Eureka,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Eureka, KS
(37.825267, -96.288336)"
6790,Nacogdoches County Sheriffs Office,Nacogdoches,Nacogdoches,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/01/2012,"Nacogdoches, TX
(31.603869, -94.656017)"
3815,Harrison County 9-1-1,Harrison,Bethany,MO,No Changes have been made.,NULL,"Bethany, MO
(40.26869, -94.029587)"
8032,Pennington Police Department,Mercer,Pennington,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2011,"Pennington, NJ
(40.328088, -74.791062)"
2653,Putnam County 9-1-1,Putnam,Greencastle,IN,No Changes have been made.,NULL,"Greencastle, IN
(39.644033, -86.864449)"
6708,La Porte Police Department,Harris,La Porte,TX,No Changes have been made.,NULL,"La Porte, TX
(29.664164, -95.019283)"
4122,Carbon County Sheriffs Office,Carbon,Red Lodge,MT,No Changes have been made.,NULL,"Red Lodge, MT
(45.194845, -109.246776)"
5099,Hempstead Village Police,Nassau,Hempstead,NY,No Changes have been made.,NULL,"Hempstead, NY
(40.7069, -73.620349)"
1058,Adams State College Police Department,Alamosa,Alamosa,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Alamosa, CO
(37.468191, -105.874293)"
6246,East Ridge Police Department,Hamilton,Chattanooga,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Chattanooga, TN
(35.045756, -85.308287)"
2144,Calcomm Regional 911 Center,Cook,Calumet Park,IL,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2016,"Calumet Park, IL
(41.668524, -87.65379)"
6505,Conroe Police Department,Montgomery,Conroe,TX,"PSAP Name, State, County or City text has been modified since the original posting.",09/04/2007,"Conroe, TX
(30.313044, -95.458141)"
3032,Todd County Emergency Services,Todd,Elkton,KY,No Changes have been made.,NULL,"Elkton, KY
(36.808606, -87.147603)"
8517,Colorado State Patrol - Pueblo,Pueblo,Pueblo,CO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/30/2016,"Pueblo, CO
(38.265425, -104.610415)"
366,Pike County Sheriffs Office,Pike,Murfreesboro,AR,No Changes have been made.,NULL,"Murfreesboro, AR
(34.062197, -93.690934)"
1405,University Of Connecticut Police Department,Tolland,Storrs,CT,No Changes have been made.,NULL,"Storrs, CT
(41.801124, -72.240997)"
4067,Olive Branch Police Department,De Soto,Olive Branch,MS,No Changes have been made.,NULL,"Olive Branch, MS
(34.961865, -89.830386)"
6152,Kingsbury County Sheriffs Office,Kingsbury,De Smet,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"De Smet, SD
(44.387617, -97.551199)"
5616,Cleveland Police And Fire Department,Pawnee,Cleveland,OK,"PSAP Name, State, County or City text has been modified since the original posting.",07/23/2013,"Cleveland, OK
(36.305716, -96.463984)"
4976,State Police-santa Fe,Santa Fe,Santa Fe,NM,No Changes have been made.,NULL,"Santa Fe, NM
(35.692133, -105.939593)"
178,Escambia County Sheriffs Department,Escambia,Brewton,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Brewton, AL
(31.112835, -87.071575)"
1883,Wilkinson County Sheriffs Department,Wilkinson,Irwinton,GA,No Changes have been made.,NULL,"Irwinton, GA
(32.811092, -83.173683)"
6939,Terrell Police Department,Kaufman,Terrell,TX,No Changes have been made.,NULL,"Terrell, TX
(32.736812, -96.280661)"
7272,Fire District #5-cusick,Pend Oreille,Cusick,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Cusick, WA
(48.337878, -117.303379)"
6941,Texas A&m University Police Department,Brazos,College Station,TX,No Changes have been made.,NULL,"College Station, TX
(30.622373, -96.32585)"
6754,Marshall Police Department,Harrison,Marshall,TX,No Changes have been made.,NULL,"Marshall, TX
(32.545002, -94.363315)"
3548,Saginaw City Police Department,Saginaw,Saginaw,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Saginaw, MI
(43.419547, -83.946359)"
5514,St Clairsville Police Department,Belmont,St Clairsville,OH,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2017,"St Clairsville, OH
(40.080494, -80.90083)"
1117,Custer County Sheriffs Office,Custer,Westcliffe,CO,No Changes have been made.,NULL,"Westcliffe, CO
(38.130929, -105.463886)"
74,Nikiski Fire Department,Kenai Peninsula Borough,Nikiski,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Nikiski, AK
(60.715378, -151.373017)"
1679,Volusia County Sheriffs Office,Volusia,Daytona Beach,FL,"PSAP Name, State, County or City text has been modified since the original posting.",05/07/2012,"Daytona Beach, FL
(29.207056, -81.020739)"
2886,Carlisle Police Department,Nicholas,Carlisle,KY,No Changes have been made.,NULL,"Carlisle, KY
(38.312181, -84.027644)"
4940,Navajo Department Of Law Enforcement-crownpoint District,Mckinley,Crownpoint,NM,No Changes have been made.,NULL,"Crownpoint, NM
(35.677848, -108.153719)"
4559,Bellevue Police Department,Sarpy,Bellevue,NE,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/09/2004,"Bellevue, NE
(41.151057, -95.90025)"
1354,Meriden Police Department,New Haven,Meriden,CT,No Changes have been made.,NULL,"Meriden, CT
(41.537589, -72.8011)"
3227,Kent County Emergency Management,Kent,Chestertown,MD,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2013,"Chestertown, MD
(39.211199, -76.06576)"
4206,Campbell University Public Safety,Harnett,Buies Creek,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Buies Creek, NC
(35.407032, -78.737457)"
6536,Denison Fire Department,Grayson,Denison,TX,No Changes have been made.,NULL,"Denison, TX
(33.762128, -96.550512)"
5377,Ironton Police Department,Lawrence,Ironton,OH,No Changes have been made.,NULL,"Ironton, OH
(38.531473, -82.677901)"
3028,Simpson Emergency Communications Center,Simpson,Franklin,KY,No Changes have been made.,NULL,"Franklin, KY
(36.722098, -86.577996)"
1391,Simsbury Police Department,Hartford,Simsbury,CT,No Changes have been made.,NULL,"Simsbury, CT
(41.875874, -72.801404)"
1232,Olathe Police Department,Montrose,Olathe,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2009,"Olathe, CO
(38.605201, -107.980366)"
7683,Ayer Police,Middlesex,Ayer,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Ayer, MA
(42.559168, -71.586527)"
8429,Panama City Beach Pd And Fire,Bay,Panama City Beach,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/16/2014,"Panama City Beach, FL
(30.230503, -85.889339)"
3814,Grandview Police Department,Jackson,Grandview,MO,No Changes have been made.,NULL,"Grandview, MO
(38.88939, -94.534905)"
1801,Loganville Police Department,Walton,Loganville,GA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/27/2004,"Loganville, GA
(33.83825, -83.90214)"
7573,Mecca 9-1-1,Monongalia,Morgantown,WV,No Changes have been made.,NULL,"Morgantown, WV
(39.629757, -79.955946)"
7747,Harvard Police,Worcester,Harvard,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/03/2014,"Harvard, MA
(42.495971, -71.582363)"
1659,St Augustine Police Department,St. Johns,St Augustine,FL,No Changes have been made.,NULL,"St Augustine, FL
(29.896004, -81.316709)"
5118,Livingston County Emergency Management Office,Livingston,Geneseo,NY,No Changes have been made.,NULL,"Geneseo, NY
(42.800062, -77.815838)"
6883,San Benito Police Department,Cameron,San Benito,TX,No Changes have been made.,NULL,"San Benito, TX
(26.13819, -97.626124)"
3241,Augusta Police Department,Kennebec,Augusta,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Augusta, ME
(44.307692, -69.780785)"
8117,Lasd - Cerritos Sheriffs Station,Los Angeles,Cerritos,CA,PSAP was added since the original posting of the FCC Registry.,04/27/2010,"Cerritos, CA
(33.865783, -118.066366)"
4258,Elizabeth City University Police Communications Center,Pasquotank,Elizabeth City,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Elizabeth City, NC
(36.302126, -76.223253)"
29,Cooper Landing Volunteer Ambulance Inc,Kenai Peninsula Borough,Cooper Landing,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Cooper Landing, AK
(60.488407, -149.835304)"
4364,Newton Police Communications,Catawba,Newton,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Newton, NC
(35.660417, -81.224521)"
4450,Statesville Police Communications,Iredell,Statesville,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/23/2007,"Statesville, NC
(35.782776, -80.887379)"
3008,Paintsville Johnson County 9-1-1,Johnson,Paintsville,KY,No Changes have been made.,NULL,"Paintsville, KY
(37.816033, -82.806091)"
5615,Cleveland County Sheriffs Office,Cleveland,Norman,OK,No Changes have been made.,NULL,"Norman, OK
(35.221051, -97.445943)"
3941,Stoddard County Sheriffs Department,Stoddard,Bloomfield,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/30/2004,"Bloomfield, MO
(36.885941, -89.92911)"
6887,San Patricio County Sheriffs Department,San Patricio,Sinton,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Sinton, TX
(28.033528, -97.504904)"
4863,Sparta Police Department,Sussex,Sparta,NJ,No Changes have been made.,NULL,"Sparta, NJ
(41.03608, -74.636612)"
3632,Goodhue County Psap,Goodhue,Red Wing,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Red Wing, MN
(44.566664, -92.534205)"
3671,Minnesota Department Of Administration,Ramsey,St Paul,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/12/2005,"St Paul, MN
(44.943719, -93.094281)"
7223,Waynesboro Emergency Operations Center,Waynesboro City,Waynesboro,VA,No Changes have been made.,NULL,"Waynesboro, VA
(38.071684, -78.898443)"
2936,Johnson County Sheriff,Johnson,Paintsville,KY,No Changes have been made.,NULL,"Paintsville, KY
(37.816033, -82.806091)"
7435,Green County Sheriffs Department,Green,Monroe,WI,No Changes have been made.,NULL,"Monroe, WI
(42.603206, -89.645852)"
5345,Geauga County Des 9-1-1,Geauga,Chardon,OH,No Changes have been made.,NULL,"Chardon, OH
(41.58096, -81.204369)"
8541,Josephine County Sheriff's Communications Division,Josephine,Grants Pass,OR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/08/2017,"Grants Pass, OR
(42.440648, -123.326073)"
1409,Waterbury Police Department,New Haven,Waterbury,CT,No Changes have been made.,NULL,"Waterbury, CT
(41.554261, -73.043069)"
5824,Santiam Canyon Communications,Marion,Stayton,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/13/2016,"Stayton, OR
(44.800733, -122.794368)"
4408,Polk County Sheriffs Department Communications,Pasquotank,Mill Spring,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Mill Spring, NC
(35.297772, -82.161862)"
6889,Sansom Park Police Department,Tarrant,Sansom Park,TX,No Changes have been made.,NULL,"Sansom Park, TX
(32.799061, -97.405288)"
2325,Mason County Etsb,Mason,Havana,IL,No Changes have been made.,NULL,"Havana, IL
(40.300089, -90.062264)"
673,Cotati Police Department,Sonoma,Cotati,CA,No Changes have been made.,NULL,"Cotati, CA
(38.326585, -122.706312)"
1988,Mitchell County Communication Center-osage,Mitchell,Osage,IA,No Changes have been made.,NULL,"Osage, IA
(43.284136, -92.811156)"
1173,Holyoke Police Department,Phillips,Holyoke,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Holyoke, CO
(40.585467, -102.302216)"
2106,Addison Consolidated Dispatch Center,Du Page,Addison,IL,"PSAP Name, State, County or City text has been modified since the original posting.",02/13/2016,"Addison, IL
(41.93194, -87.988676)"
6955,Universal City Police Department,Bexar,Universal City,TX,No Changes have been made.,NULL,"Universal City, TX
(29.552827, -98.30666)"
1222,Morgan County Communications Center,Morgan,Ft Morgan,CO,No Changes have been made.,NULL,"Ft Morgan, CO
(40.253979, -103.801495)"
7066,University Of Utah Police Department Dispatch,Salt Lake,Salt Lake City,UT,No Changes have been made.,NULL,"Salt Lake City, UT
(40.758478, -111.888142)"
7635,Lander Police Department,Fremont,Lander,WY,No Changes have been made.,NULL,"Lander, WY
(42.833985, -108.735253)"
4959,Sandia Pueblo Tribal Police Department,Bernalillo,Bernalillo,NM,No Changes have been made.,NULL,"Bernalillo, NM
(35.305897, -106.54829)"
3493,Montmorency County Sheriffs Department,Montmorency,Atlanta,MI,No Changes have been made.,NULL,"Atlanta, MI
(45.001405, -84.14373)"
6391,Alpine Police Department,Brewster,Alpine,TX,"PSAP Name, State, County or City text has been modified since the original posting.",09/17/2008,"Alpine, TX
(30.35765, -103.661328)"
516,Yavapai County Sheriffs Office,Yavapai,Prescott,AZ,No Changes have been made.,NULL,"Prescott, AZ
(34.541445, -112.470124)"
5708,Pawnee Police And Fire Department,Pawnee,Pawnee,OK,"PSAP Name, State, County or City text has been modified since the original posting.",11/17/2014,"Pawnee, OK
(36.337966, -96.801603)"
3007,Paducah- Mccracken County E9-1-1 Emergency Communications Service,Mccracken,Paducah,KY,"PSAP Name, State, County or City text has been modified since the original posting.",09/24/2008,"Paducah, KY
(37.07639, -88.633016)"
5088,Grand Island Fire Department,Erie,Grand Island,NY,No Changes have been made.,NULL,"Grand Island, NY
(43.036427, -78.962693)"
7395,Berlin Police Department,Green Lake,Berlin,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/13/2016,"Berlin, WI
(43.968331, -88.946722)"
1297,Berlin Police Department,Hartford,Berlin,CT,No Changes have been made.,NULL,"Berlin, CT
(41.626049, -72.749301)"
4288,Greenville Police Communications,Pitt,Greenville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Greenville, NC
(35.611332, -77.3741)"
5675,Mcalester Eoc,Pittsburg,Mcalester,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/24/2013,"Mcalester, OK
(34.933784, -95.766566)"
6931,Sutton County Sheriff's Office,Sutton,Sonora,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Sonora, TX
(30.566604, -100.643697)"
3697,Pennington County Psap,Pennington,Thief River Falls,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Thief River Falls, MN
(48.119141, -96.181546)"
1887,Honolulu Police Department,Honolulu,Honolulu,HI,No Changes have been made.,NULL,"Honolulu, HI
(21.30992, -157.858158)"
2560,Gary Police,Lake,Gary,IN,No Changes have been made.,NULL,"Gary, IN
(41.601967, -87.349684)"
3122,St Bernard Parish Sheriff And Communications,St. Bernard,Chalmette,LA,No Changes have been made.,NULL,"Chalmette, LA
(29.943421, -89.963253)"
8206,Monteagle Police Department,Monroe,Monteagle,TN,PSAP was added since the original posting of the FCC Registry.,05/22/2008,"Monteagle, TN
(35.240503, -85.84009)"
6587,Freestone County Sheriff's Office,Freestone,Fairfield,TX,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Fairfield, TX
(31.726532, -96.165495)"
3689,Nicollet County Psap,Nicollet,St Peter,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"St Peter, MN
(44.323871, -93.959297)"
2857,Wyandotte County Sheriffs Office,Wyandotte,Kansas City,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/23/2009,"Kansas City, KS
(39.1127, -94.626804)"
385,Stone County Sheriffs Department,Stone,Mountain View,AR,No Changes have been made.,NULL,"Mountain View, AR
(35.868569, -92.117648)"
4468,Wake Forest Police Communications,Wake,Wake Forest,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Wake Forest, NC
(35.97931, -78.509346)"
1724,Chattooga County E-911,Chattooga,Summerville,GA,"PSAP Name, State, County or City text has been modified since the original posting.",01/04/2017,"Summerville, GA
(34.48069, -85.347851)"
8407,Wythe County Emergency Communications Center,Wythe,Wytheville,VA,PSAP was added since the original posting of the FCC Registry.,06/24/2013,"Wytheville, VA
(36.950535, -81.084277)"
2209,Edgar County Sheriffs Department,Edgar,Paris,IL,No Changes have been made.,NULL,"Paris, IL
(39.612292, -87.690601)"
5288,City Of Brooklyn Fire Department,Cuyahoga,Brooklyn,OH,No Changes have been made.,NULL,"Brooklyn, OH
(41.432768, -81.74419)"
7829,Rutland Fire,Worcester,Rutland,MA,PSAP was added since the original posting of the FCC Registry.,04/01/2010,"Rutland, MA
(42.375721, -71.952365)"
3913,Rock Hill Police Department,St. Louis,Rock Hill,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/15/2008,"Rock Hill, MO
(38.610105, -90.36182)"
195,Georgiana Police Department,Butler,Georgiana,AL,No Changes have been made.,NULL,"Georgiana, AL
(31.641035, -86.728794)"
6827,Perryton Police Department,Ochiltree,Perryton,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Perryton, TX
(36.396453, -100.802699)"
8475,Madison County Fire Department,Madison,Jackson,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/31/2014,"Jackson, TN
(35.614344, -88.81938)"
3034,University Of Kentucky Police Department,Fayette,Lexington,KY,No Changes have been made.,NULL,"Lexington, KY
(38.046356, -84.497021)"
169,Dallas County Sheriffs Office,Dallas,Selma,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/04/2017,"Selma, AL
(32.431254, -87.032397)"
1524,Hamilton County Sheriffs Office,Hamilton,Jasper,FL,No Changes have been made.,NULL,"Jasper, FL
(30.517989, -82.945728)"
3753,Berkeley Police Department,St. Louis,Berkeley,MO,No Changes have been made.,NULL,"Berkeley, MO
(38.750032, -90.335165)"
3774,Central County Emergency 9-1-1,St. Louis,Ellisville,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/15/2008,"Ellisville, MO
(38.595561, -90.589522)"
621,Chp Fresno (fresno),Fresno,Fresno,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Fresno, CA
(36.731654, -119.785856)"
5953,Cumberland Police Fire And Rescue Department,Providence,Cumberland,RI,No Changes have been made.,NULL,"Cumberland, RI
(41.919256, -71.396354)"
7164,Martinsville-henry County 9-1-1,Henry,Collinsville,VA,No Changes have been made.,NULL,"Collinsville, VA
(36.727984, -79.9182)"
4304,Hyde County Sheriffs Office,Hyde,Swan Quarter,NC,No Changes have been made.,NULL,"Swan Quarter, NC
(35.406274, -76.328985)"
2138,Buffalo Grove,Cook,Buffalo Grove,IL,No Changes have been made.,NULL,"Buffalo Grove, IL
(42.151944, -87.966776)"
5101,Herkimer County Correctional Facility,Herkimer,Herkimer,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/10/2015,"Herkimer, NY
(43.025994, -74.984409)"
124,Adamsville Police Department,Jefferson,Adamsville,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Adamsville, AL
(33.599894, -86.952894)"
117,Valdez Police And Fire Department,Valdez-cordova Census Area,"Valdez, Zip: 99686",AK,"PSAP Name, State, County or City text has been modified since the original posting.",08/13/2013,"Valdez, Zip: 99686, AK
(61.12905, -146.360131)"
5420,Mentor On The Lake Police,Lake,Mentor On The Lake,OH,No Changes have been made.,NULL,"Mentor On The Lake, OH
(41.712947, -81.36134)"
3812,Gladstone Department Of Public Safety,Clay,Gladstone,MO,No Changes have been made.,NULL,"Gladstone, MO
(39.209984, -94.562402)"
1895,Ankeny Police Department,Polk,Ankeny,IA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/05/2005,"Ankeny, IA
(41.72508, -93.600414)"
5900,Lancaster County-wide Communications,Lancaster,Manheim,PA,No Changes have been made.,NULL,"Manheim, PA
(40.163786, -76.395141)"
2945,Kentucky State Police Post 1-mayfield,Graves,Hickory,KY,No Changes have been made.,NULL,"Hickory, KY
(36.822498, -88.647499)"
4448,Stanly County Sheriffs Communications,Stanly,Albemarle,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Albemarle, NC
(35.352281, -80.19954)"
386,Arkansas County 911,Arkansas,Stuttgart,AR,"PSAP Name, State, County or City text has been modified since the original posting.",06/12/2008,"Stuttgart, AR
(34.500219, -91.552576)"
6947,Throckmorton County Sheriffs Office,Throckmorton,Throckmorton,TX,No Changes have been made.,NULL,"Throckmorton, TX
(33.178598, -99.17736)"
2245,Grundy County Consolidated 911 Center,Grundy,Morris,IL,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Morris, IL
(41.359352, -88.421581)"
632,Chp-los Angeles Communications Center-newhall,Los Angeles,Los Angeles,CA,"PSAP Name, State, County or City text has been modified since the original posting.",06/24/2010,"Los Angeles, CA
(34.052238, -118.243344)"
2425,Scott Air Force Base,St. Clair,Scott Air Force Base,IL,No Changes have been made.,NULL,"Scott Air Force Base, IL
(38.54425, -89.850449)"
7912,Arcadia Police Dept.,De Soto,Arcadia,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Arcadia, FL
(27.217635, -81.863168)"
665,Contra Costa County Fire Protection District,Contra Costa,Pleasant Hill,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/27/2010,"Pleasant Hill, CA
(37.948004, -122.060268)"
2808,Phillips County Sheriffs Office,Phillips,Phillipsburg,KS,No Changes have been made.,NULL,"Phillipsburg, KS
(39.755887, -99.321747)"
1096,Center Communications,Saguache,Center,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Center, CO
(37.74926, -106.110934)"
5861,Butler Police Department,Butler,Butler,PA,No Changes have been made.,NULL,"Butler, PA
(40.862868, -79.895187)"
3575,Van Buren County Central Dispatch,Van Buren,Paw Paw,MI,No Changes have been made.,NULL,"Paw Paw, MI
(42.217641, -85.890858)"
1010,Tustin Police Department,Orange,Tustin,CA,No Changes have been made.,NULL,"Tustin, CA
(33.742072, -117.818805)"
7199,Smithfield Police Department Dispatch,Isle Of Wight,Smithfield,VA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2005,"Smithfield, VA
(36.973088, -76.61)"
2055,Chubbuck Police Department,Bannock,Chubbuck,ID,No Changes have been made.,NULL,"Chubbuck, ID
(42.920491, -112.466421)"
5513,Springfield Fire Department,Clark,Springfield,OH,No Changes have been made.,NULL,"Springfield, OH
(39.924581, -83.810137)"
3147,Winn Parish Sheriffs Office,Winn,Winnfield,LA,No Changes have been made.,NULL,"Winnfield, LA
(31.924071, -92.639657)"
965,Sebastopol Police Department,Sonoma,Sebastopol,CA,No Changes have been made.,NULL,"Sebastopol, CA
(38.402084, -122.824191)"
4324,Lenoir Fire Department,Caldwell,Lenoir,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"Lenoir, NC
(35.905373, -81.53476)"
3291,Somerset R C C,Somerset,Skowhegan,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Skowhegan, ME
(44.767028, -69.720277)"
502,Surprise Police Department,Maricopa,Surprise,AZ,No Changes have been made.,NULL,"Surprise, AZ
(33.628998, -112.330171)"
6698,Kimble County Sheriff's Office,Kimble,Junction,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Junction, TX
(30.489321, -99.77196)"
7721,Duxbury Emergency Communication Center,Plymouth,Duxbury,MA,PSAP was added since the original posting of the FCC Registry.,07/03/2014,"Duxbury, MA
(42.047663, -70.671923)"
484,Prescott Regional Communications Center,Yavapai,Prescott,AZ,"PSAP Name, State, County or City text has been modified since the original posting.",06/05/2009,"Prescott, AZ
(34.541445, -112.470124)"
7480,Oconto Police Department,Oconto,Oconto,WI,No Changes have been made.,NULL,"Oconto, WI
(44.887046, -87.862871)"
2989,Meade County 9-1-1,Meade,Brandenburg,KY,No Changes have been made.,NULL,"Brandenburg, KY
(37.999056, -86.169291)"
6438,Bexar County Fire Alarm Department,Bexar,San Antonio,TX,No Changes have been made.,NULL,"San Antonio, TX
(29.425173, -98.494599)"
7148,Isle Of Wight County Sheriffs Office,Isle Of Wight,Isle Of Wight,VA,No Changes have been made.,NULL,"Isle Of Wight, VA
(36.917192, -76.620659)"
6247,Etowah Police Department,Mcminn,Etowah,TN,No Changes have been made.,NULL,"Etowah, TN
(35.325989, -84.532249)"
5062,Cortland Police Department,Cortland,Cortland,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/03/2017,"Cortland, NY
(42.601213, -76.180483)"
8323,Duplicate Entry Deleted,Virginia Beach City,Virginia Beach,VA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/09/2016,"Virginia Beach, VA
(36.845117, -75.975518)"
1012,Uc Berkeley Police Department,Alameda,Berkeley,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Berkeley, CA
(37.869058, -122.270455)"
6553,East Coke County Nursing Home,Coke,Bronte,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Bronte, TX
(31.887614, -100.295543)"
5739,Tulsa Public Safety Response Center-county,Tulsa,Tulsa,OK,No Changes have been made.,NULL,"Tulsa, OK
(36.155327, -95.992083)"
