yearvalue,statevalue,hai,operativeprocedure,facidone,facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount,infectioncount,notes
2013,California,SSI,Kidney surgery,70000147.0,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000053.0,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000019.0,San Francisco General Hospital,.,.,.,.,San Francisco,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,120000411.0,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000135.0,"San Joaquin General Hospital, French Camp",.,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000007.0,San Mateo Medical Center,.,.,.,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000704.0,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000280.0,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,57.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000149.0,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,57.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000049.0,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,25.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140001268.0,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000022.0,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,66.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000025.0,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,40.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000025.0,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000026.0,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000021.0,Sharp Chula Vista Medical Center,.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000036.0,"Sharp Memorial Hospital, San Diego",.,.,.,.,San Diego,99.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000016.0,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000262.0,"Sierra Nevada Memorial Hospital, Grass Valley",.,.,.,.,Nevada,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000031.0,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000455.0,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30001799.0,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000015.0,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000507.0,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000103.0,St Bernardine Medical Center,.,.,.,.,San Bernardino,20.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000058.0,"St Helena Hospital, St Helena",.,.,.,.,Napa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000035.0,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000067.0,"St Joseph Hospital, Eureka",.,.,.,.,Humboldt,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000067.0,"St Joseph Hospital, Orange",.,.,.,.,Orange,101.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000143.0,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000068.0,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000104.0,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,36.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000103.0,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000030.0,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000041.0,"St Rose Hospital, Hayward",.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001357.0,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,277.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000109.0,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000149.0,"Sutter Davis Hospital, Davis",.,.,.,.,Yolo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000016.0,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000151.0,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,55.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000959.0,Sutter Maternity & Surgery Center of Santa Cruz,.,.,.,.,Santa Cruz,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000007.0,Sutter Medical Center of Santa Rosa,.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000134.0,Sutter Roseville Medical Center,.,.,.,.,Placer,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000068.0,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000141.0,Sutter Tracy Community Hospital,.,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000265.0,"Tahoe forest Hospital, Truckee",.,.,.,.,Nevada,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000127.0,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,44.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000152.0,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000037.0,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000031.0,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,431.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000187.0,"USC Verdugo Hills Hospital, Glendale",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000113.0,"University of California Davis Medical Center, Sacramento",.,.,.,.,Sacramento,219.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000071.0,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,122.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000154.0,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,San Diego,119.0,3.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000129.0,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000797.0,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000039.0,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000118.0,"Washington Hospital, Fremont",.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000155.0,Watsonville Community Hospital,.,.,.,.,Santa Cruz,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000028.0,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000073.0,Western Medical Center Santa Ana,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000191.0,"White Memorial Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000151.0,Whittier Hospital Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000146.0,Woodland Memorial Hospital,.,.,.,.,Yolo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000002.0,"AHMC Anaheim Regional Medical Center, Anaheim",.,.,.,.,Orange,301.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000122.0,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,.,Kings-Fresno,60.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000034.0,"Alameda County Medical Center, Oakland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",.,.,Alameda,20.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000011.0,Alameda Hospital,.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000005.0,Alhambra Hospital Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000012.0,"Alta Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000425.0,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,331.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,90000013.0,"Alvarado Hospital Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,.,San Diego,55.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000008.0,"Antelope Valley Hospital, Lancaster",.,.,.,.,Los Angeles,67.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000100.0,"Arrowhead Regional Medical Center, Colton",.,.,.,.,San Bernardino,62.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120001330.0,Bakersfield Heart Hospital,.,.,.,.,Kern,89.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120000338.0,Bakersfield Memorial Hospital,.,.,.,.,Kern,111.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000001.0,Barstow Community Hospital,.,.,.,.,San Bernardino,35.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000012.0,"Beverly Hospital, Montebello",.,.,.,.,Los Angeles,46.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000002.0,"California Hospital Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000023.0,"California Pacific Medical Center, Davies Campus Hospital, SF",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000022.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus Hospital, SF",.,.,San Francisco,225.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000018.0,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000004.0,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,62.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000022.0,"Centinela Hospital Medical Center, Inglewood",.,.,.,.,Los Angeles,112.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000006.0,"Chapman Medical Center, Orange",.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000129.0,"Children's Hospital Central California, Madera",.,.,.,.,Madera,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000007.0,"Children's Hospital of Orange County, Orange",.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000014.0,Childrens Hospital and Research Center at Oakland,.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000034.0,Childrens Hospital of Los Angeles,.,.,.,.,Los Angeles,24.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000003.0,"Chinese Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000003.0,"Chino Valley Medical Center, Chino",.,.,.,.,San Bernardino,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000070.0,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV, West Covina",.,.,Los Angeles,104.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000038.0,"Coast Plaza Hospital, Norwalk",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000021.0,"Coastal Communities Hospital, Santa Ana",.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000082.0,Community Hospital Long Beach,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000082.0,Community Hospital of San Bernardino,.,.,.,.,San Bernardino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000137.0,"Community Hospital of The Monterey Peninsula, Monterey",.,.,.,.,Monterey,77.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000014.0,"Community Memorial Hospital, San Buenaventura, Ventura",.,.,.,.,Ventura,153.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000101.0,"Community Regional Medical Center, Fresno",.,.,.,.,Fresno,218.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000040.0,Community and Mission Hospital of Huntington Park,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000006.0,"Corona Regional Medical Center, Campus #1",250000007,"Corona Regional Medical Center, Campus #2",.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000117.0,"Dameron Hospital, Stockton",.,.,.,.,San Joaquin,111.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000008.0,"Desert Regional Medical Center, Palm Springs",.,.,.,.,Riverside,30.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240001330.0,"Desert Valley Hospital, Victorville",.,.,.,.,San Bernardino,64.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000118.0,Doctors Hospital of Manteca,.,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000122.0,"Doctors Medical Center, Modesto",.,.,.,.,Stanislaus,152.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110001204.0,"Doctors Medical Center, San Pablo",.,.,.,.,Contra Costa,80.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000139.0,Dominican Hospital,.,.,.,.,Santa Cruz,132.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000052.0,Downey Regional Medical Center,.,.,.,.,Los Angeles,80.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000053.0,"East Los Angeles Doctors Hospital, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000183.0,"Eden Medical Center, Castro Valley",.,.,.,.,Alameda,29.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000011.0,"Eisenhower Medical Center, Rancho Mirage",.,.,.,.,Riverside,206.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000136.0,"El Camino Hospital, Los Gatos",.,.,.,.,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70001351.0,"El Camino Hospital, Mountain View",.,.,.,.,Santa Clara,174.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,90000040.0,El Centro Regional Medical Center,.,.,.,.,Imperial,30.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000125.0,"Emanuel Medical Center Inc, Turlock",.,.,.,.,Stanislaus,149.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000054.0,"Encino Hospital Medical Center, Encino",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,230000013.0,"Enloe Medical Center-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,80000043.0,Fallbrook Hospital District,.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,230000005.0,"Feather River Hospital, Paradise",.,.,.,.,Butte,52.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000056.0,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,.,.,Los Angeles,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000011.0,Fountain Valley Regional Hospital & Medical Center,060000936,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,159.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,230000261.0,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,.,Sutter-Yuba,80.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000016.0,"French Hospital Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,167.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000058.0,Garden Grove Hospital and Medical Center,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000058.0,"Garfield Medical Center, Monterey Park",.,.,.,.,Los Angeles,131.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000059.0,Glendale Adventist Medical Center,.,.,.,.,Los Angeles,189.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000093.0,Glendale Memorial Hospital and Health Center,.,.,.,.,Los Angeles,203.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000068.0,"Good Samaritan Hospital, Los Angeles",.,.,.,.,Los Angeles,91.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000153.0,"Good Samaritan Hospital, San Jose",070000154,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,186.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000062.0,"Greater El Monte Community Hospital, South El Monte",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000142.0,"Hazel Hawkins Memorial Hospital, Hollister",.,.,.,.,San Benito,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000009.0,Healdsburg District Hospital,.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000012.0,Hemet Valley Medical Center,.,.,.,.,Riverside,100.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000063.0,"Henry Mayo Newhall Memorial Hospital, Valencia",.,.,.,.,Los Angeles,46.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000014.0,"Hoag Memorial Hospital Presbyterian, Newport Beach",060001022,"Hoag Hospital, Irvine",.,.,Orange,138.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000065.0,"Hollywood Presbyterian Medical Center, Los Angeles",.,.,.,.,Los Angeles,56.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000015.0,Huntington Beach Hospital,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000026.0,"Huntington Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,111.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000017.0,"John F. Kennedy Memorial Hospital, Indio",.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000196.0,"John Muir Medical Center, Concord",.,.,.,.,Contra Costa,166.0,2.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000187.0,"John Muir Medical Center, Walnut Creek",.,.,.,.,Contra Costa,108.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000011.0,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",.,.,.,.,Solano,52.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000071.0,"Kaiser Foundation Hospital South Bay, Harbor City",.,.,.,.,Los Angeles,43.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630013929.0,"Kaiser Foundation Hospital, Anaheim Medical Center",060000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,.,Orange,81.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630011203.0,"Kaiser Foundation Hospital, Antioch",.,.,.,.,Contra Costa,38.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930001543.0,"Kaiser Foundation Hospital, Baldwin Park",.,.,.,.,Los Angeles,88.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000074.0,"Kaiser Foundation Hospital, Downey, Bellflower",.,.,.,.,Los Angeles,116.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",.,.,.,.,San Bernardino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000949.0,"Kaiser Foundation Hospital, Fresno",.,.,.,.,Fresno,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000189.0,"Kaiser Foundation Hospital, Hayward/Fremont",140001086,"Kaiser Foundation Hospital, Fremont",.,.,Alameda,62.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630011745.0,"Kaiser Foundation Hospital, Irvine",.,.,.,.,Orange,76.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",.,.,.,.,Los Angeles,942.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000973.0,"Kaiser Foundation Hospital, Manteca",630011683,"Kaiser Foundation Hospital, Modesto",.,.,Stanislaus-San Joaquin,44.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630011959.0,"Kaiser Foundation Hospital, Moreno Valley",.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,.,Alameda-Contra Costa,58.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000050.0,"Kaiser Foundation Hospital, Panorama City",.,.,.,.,Los Angeles,144.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000010.0,"Kaiser Foundation Hospital, Redwood City",.,.,.,.,San Mateo,46.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000707.0,"Kaiser Foundation Hospital, Riverside",.,.,.,.,Riverside,25.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30001370.0,"Kaiser Foundation Hospital, Roseville",.,.,.,.,Placer,111.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000130.0,"Kaiser Foundation Hospital, Sacramento",.,.,.,.,Sacramento,54.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,80000144.0,"Kaiser Foundation Hospital, San Diego",.,.,.,.,San Diego,108.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000008.0,"Kaiser Foundation Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000150.0,"Kaiser Foundation Hospital, San Jose",.,.,.,.,Santa Clara,46.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",.,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",.,.,.,.,Santa Clara,20.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",.,.,.,.,Sonoma,45.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000133.0,"Kaiser Foundation Hospital, South Sacramento",.,.,.,.,Sacramento,71.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000009.0,"Kaiser Foundation Hospital, South San Francisco",.,.,.,.,San Mateo,66.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630012364.0,"Kaiser Foundation Hospital, Vacaville",.,.,.,.,Solano,49.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000190.0,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,51.0,0.0,~ See Data Dictionary
