OBJECTID,GNLCCCODE,NORWEST,PATCH_ID,MINTEMPC,SLOPE,BT_0BRK,BT_25BRK,BT_50BRK,BT_75BRK,BT_100BRK,LENGTH_KM,NHDVERSION,SHAPELEN
80273,ORcoast_502,Oregon Coast,502,6.25,11.02,0.472676,0.472676,0.472676,0.472676,0.472676,4,1,0.0394338386593968
80274,ORcoast_503,Oregon Coast,503,5.53,7.28,0.893447,0.843332,0.775568,0.689293,0.587493,22.45,1,0.229649793064867
80275,ORcoast_505,Oregon Coast,505,5.53,9.41,0.944445,0.892748,0.80298,0.666174,0.494209,39.38,1,0.472396943786134
80276,ORcoast_506,Oregon Coast,506,9.65,10.3,0.139991,0.139991,0.139991,0.139991,0.139991,9.14,1,0.100520211138607
80277,ORcoast_509,Oregon Coast,509,5.53,6.67,0.916494,0.870965,0.805871,0.71855,0.610915,25.13,1,0.300159625055109
80278,ORcoast_517,Oregon Coast,517,8.46,6.72,0.476709,0.396739,0.321931,0.255261,0.198358,15.11,1,0.172788033521305
80279,ORcoast_527,Oregon Coast,527,10.1,6.6,0.152955,0.131975,0.113487,0.097298,0.083203,5.5,1,0.0563584899230654
80280,ORcoast_528,Oregon Coast,528,9.19,12.96,0.09466,0.09466,0.09466,0.09466,0.09466,4.5,1,0.0455864784652915
80281,ORcoast_545,Oregon Coast,545,10.42,5.55,0.141518,0.123603,0.107672,0.093575,0.081156,4.5,1,0.0558393643022459
80282,ORcoast_548,Oregon Coast,548,10.54,5.33,0.129516,0.114579,0.101164,0.089161,0.078459,3.47,1,0.0408461174931891
80283,ORcoast_549,Oregon Coast,549,10.5,6.16,0.131092,0.112711,0.096621,0.082615,0.07048,5.5,1,0.0678168908004319
80284,ORcoast_550,Oregon Coast,550,9.61,12.05,0.080479,0.080479,0.080479,0.080479,0.080479,3.5,1,0.0348712753220868
80285,ORcoast_551,Oregon Coast,551,7.76,6.51,0.718415,0.615339,0.500753,0.386088,0.282806,23.92,1,0.269172776144877
80286,ORcoast_552,Oregon Coast,552,9.42,6.66,0.194932,0.173894,0.154691,0.137256,0.121503,3.5,1,0.0434336817064863
80287,ORcoast_553,Oregon Coast,553,10.41,3.79,0.182041,0.159952,0.140085,0.122326,0.10654,4.5,1,0.0537123700178354
80288,ORcoast_555,Oregon Coast,555,10.56,7.95,0.086394,0.076059,0.066869,0.058719,0.051507,3.42,1,0.0369671996953533
80289,ORcoast_556,Oregon Coast,556,10.28,4.54,0.169408,0.149998,0.132456,0.116684,0.102569,3.8,1,0.040883399484035
80290,ORcoast_558,Oregon Coast,558,9.64,11.75,0.082865,0.082865,0.082865,0.082865,0.082865,3.5,1,0.041769082733963
80291,ORcoast_559,Oregon Coast,559,9.78,9.5,0.113494,0.098719,0.085682,0.074224,0.064192,4.5,1,0.0537272500638338
80292,ORcoast_561,Oregon Coast,561,9.7,5.92,0.240975,0.20258,0.168942,0.139909,0.115174,8.68,1,0.0941840782015098
80293,ORcoast_564,Oregon Coast,564,10.64,4.76,0.129389,0.115301,0.102567,0.091094,0.080789,2.96,1,0.033778383192183
80294,ORcoast_566,Oregon Coast,566,10.7,6.91,0.093833,0.082587,0.072581,0.063703,0.055845,3.5,1,0.0379251120454167
80295,ORcoast_567,Oregon Coast,567,9.49,10.46,0.12872,0.12872,0.12872,0.12872,0.12872,6.42,1,0.0660949697878617
80296,ORcoast_571,Oregon Coast,571,8.34,6.93,0.384312,0.333966,0.28714,0.24447,0.206305,8.44,1,0.100588740280185
80297,ORcoast_572,Oregon Coast,572,7.61,9.29,0.387349,0.340051,0.29574,0.254972,0.218084,7.54,1,0.075535160861565
80298,ORcoast_576,Oregon Coast,576,10.47,8.73,0.081248,0.071391,0.062649,0.054914,0.048085,3.5,1,0.0356596454962143
80299,ORcoast_577,Oregon Coast,577,5.53,7.9,0.910135,0.85782,0.782334,0.681644,0.56054,27.12,1,0.30190355437151
80300,ORcoast_578,Oregon Coast,578,5.53,13.26,0.548649,0.548649,0.548649,0.548649,0.548649,7.52,1,0.091126384432871
80301,ORcoast_580,Oregon Coast,580,5.53,9.55,0.718405,0.668312,0.614096,0.556893,0.49814,9.5,1,0.109195267482328
80302,ORcoast_581,Oregon Coast,581,7.12,7.04,0.739723,0.652761,0.554253,0.451291,0.352336,20.58,1,0.240369757297338
80303,ORcoast_583,Oregon Coast,583,9.2,13.21,0.093608,0.093608,0.093608,0.093608,0.093608,5.07,1,0.0550756366922203
80304,ORcoast_584,Oregon Coast,584,9.15,4.91,0.332159,0.28824,0.247971,0.211656,0.17939,7.59,1,0.0806405706436937
80305,ORcoast_585,Oregon Coast,585,9.85,11.08,0.081282,0.081282,0.081282,0.081282,0.081282,3.5,1,0.0372201658864305
80306,ORcoast_589,Oregon Coast,589,10,9.54,0.117063,0.097748,0.081326,0.067457,0.055809,7.37,1,0.082517573535866
80307,ORcoast_590,Oregon Coast,590,10.07,9.39,0.091067,0.080458,0.070988,0.062558,0.055069,3.22,1,0.0363941360511181
80308,ORcoast_592,Oregon Coast,592,5.53,10.94,0.626728,0.626728,0.626728,0.626728,0.626728,6.52,1,0.0828521746118598
80309,ORcoast_593,Oregon Coast,593,9.11,9.19,0.170754,0.149786,0.130986,0.114228,0.09937,4.5,1,0.04990362941866
80310,ORcoast_595,Oregon Coast,595,8.92,11.88,0.129183,0.129183,0.129183,0.129183,0.129183,4.5,1,0.0437676152985994
80311,ORcoast_599,Oregon Coast,599,10.11,8.74,0.099739,0.087854,0.077263,0.067854,0.059517,3.5,1,0.0383592726988736
80312,ORcoast_600,Oregon Coast,600,9.64,11.61,0.082861,0.082861,0.082861,0.082861,0.082861,3.14,1,0.0354582169235271
80313,ORcoast_601,Oregon Coast,601,5.53,10.04,0.986564,0.986564,0.986564,0.986564,0.986564,64.4,1,0.742292797099805
80314,ORcoast_603,Oregon Coast,603,9.96,10.53,0.090395,0.090395,0.090395,0.090395,0.090395,5,1,0.0506694248020363
80315,ORcoast_609,Oregon Coast,609,9.66,11.25,0.099807,0.099807,0.099807,0.099807,0.099807,5.65,1,0.0654718227951873
80316,ORcoast_610,Oregon Coast,610,8.8,11.7,0.138187,0.138187,0.138187,0.138187,0.138187,4.05,1,0.0411789928420835
80317,ORcoast_613,Oregon Coast,613,5.53,10.53,0.623236,0.623236,0.623236,0.623236,0.623236,5.2,1,0.0514330172905028
80318,ORcoast_615,Oregon Coast,615,7.22,7.97,0.45176,0.414135,0.377486,0.342187,0.308551,4.33,1,0.0406986411106053
80319,ORcoast_617,Oregon Coast,617,9.05,13.11,0.092174,0.092174,0.092174,0.092174,0.092174,3.04,1,0.0362307533344776
80320,ORcoast_620,Oregon Coast,620,8.94,10.6,0.216438,0.216438,0.216438,0.216438,0.216438,11.23,1,0.122324283543793
80321,ORcoast_622,Oregon Coast,622,9.67,11.27,0.087944,0.087944,0.087944,0.087944,0.087944,3.58,1,0.0394448691771803
80322,ORcoast_624,Oregon Coast,624,9.06,9.45,0.180552,0.155935,0.134125,0.11495,0.098206,5.76,1,0.0609993755011818
80323,ORcoast_628,Oregon Coast,628,9.92,9.37,0.113828,0.097429,0.083172,0.070837,0.060211,5.62,1,0.0574293075507618
80324,ORcoast_629,Oregon Coast,629,9.99,9.97,0.086642,0.076663,0.067748,0.059803,0.052737,3.08,1,0.0365374427929614
80325,ORcoast_630,Oregon Coast,630,8.69,13.41,0.117062,0.117062,0.117062,0.117062,0.117062,4.46,1,0.048792766339284
80326,ORcoast_632,Oregon Coast,632,8.89,9.67,0.17617,0.155355,0.136592,0.119773,0.104774,4.17,1,0.0456015062929061
80327,ORcoast_635,Oregon Coast,635,8.82,7.28,0.306168,0.260981,0.220345,0.184457,0.153266,8.67,1,0.103498287695803
80328,ORcoast_636,Oregon Coast,636,5.46,7.37,0.987734,0.966933,0.913928,0.794055,0.583345,58.06,1,0.633215195782068
80329,ORcoast_637,Oregon Coast,637,9.88,14.42,0.046472,0.046472,0.046472,0.046472,0.046472,3.17,1,0.0308878263485018
80330,ORcoast_638,Oregon Coast,638,9.25,10.15,0.138308,0.138308,0.138308,0.138308,0.138308,4.5,1,0.0526927229586826
80331,ORcoast_639,Oregon Coast,639,9.27,12.15,0.101336,0.101336,0.101336,0.101336,0.101336,4.38,1,0.0540951503864078
80332,ORcoast_644,Oregon Coast,644,5.53,6.35,0.989922,0.972229,0.925803,0.81642,0.613163,59.23,1,0.630973589342624
80333,ORcoast_646,Oregon Coast,646,8.48,12.89,0.134651,0.134651,0.134651,0.134651,0.134651,3.5,1,0.0432996198519842
80334,ORcoast_650,Oregon Coast,650,10.15,7.41,0.1241,0.108433,0.09453,0.082246,0.071432,4.29,1,0.0507784405301721
80335,ORcoast_654,Oregon Coast,654,9.88,11.16,0.083973,0.083973,0.083973,0.083973,0.083973,4.58,1,0.0543454198141375
80336,ORcoast_655,Oregon Coast,655,10.45,9.31,0.075176,0.066003,0.057879,0.050701,0.044371,3.5,1,0.0327060329506396
80337,ORcoast_656,Oregon Coast,656,9.59,7.2,0.163608,0.145856,0.129732,0.115149,0.102014,3.24,1,0.0371084055098206
80338,ORcoast_657,Oregon Coast,657,7.58,13.84,0.210016,0.210016,0.210016,0.210016,0.210016,5.5,1,0.0652370445618994
80339,ORcoast_659,Oregon Coast,659,9.37,12.7,0.095388,0.095388,0.095388,0.095388,0.095388,5.77,1,0.0654516081693925
80340,ORcoast_660,Oregon Coast,660,9.67,12.61,0.072256,0.072256,0.072256,0.072256,0.072256,3.72,1,0.0338568666577162
80341,ORcoast_662,Oregon Coast,662,10.07,12.42,0.058481,0.058481,0.058481,0.058481,0.058481,3.65,1,0.0348605164068715
80342,ORcoast_663,Oregon Coast,663,8.78,14.53,0.089157,0.089157,0.089157,0.089157,0.089157,3.5,1,0.0395913847229253
80343,ORcoast_664,Oregon Coast,664,8.81,13.61,0.100565,0.100565,0.100565,0.100565,0.100565,3.47,1,0.0362906187081798
80344,ORcoast_665,Oregon Coast,665,10.19,9.51,0.088357,0.076893,0.066807,0.057961,0.050223,4.22,1,0.0446964684586186
80345,ORcoast_666,Oregon Coast,666,8.89,8.9,0.209236,0.182196,0.157953,0.136398,0.117374,5.5,1,0.0606939860146957
80346,ORcoast_671,Oregon Coast,671,10.06,9.82,0.08745,0.076852,0.067444,0.059114,0.051755,3.55,1,0.0438996556342621
80347,ORcoast_672,Oregon Coast,672,9.42,4.57,0.401019,0.32917,0.264509,0.2086,0.161907,14.17,1,0.145224999173146
80348,ORcoast_674,Oregon Coast,674,10,6.02,0.208314,0.173296,0.143102,0.11742,0.095833,8.96,1,0.0892756459761913
80349,ORcoast_675,Oregon Coast,675,10.07,8.95,0.105936,0.091731,0.079261,0.068359,0.058861,4.73,1,0.0585471532508491
80350,ORcoast_677,Oregon Coast,677,10.23,5.14,0.215462,0.17793,0.145722,0.118503,0.095798,9.63,1,0.102690313647101
80351,ORcoast_680,Oregon Coast,680,9.65,6.06,0.190074,0.168949,0.149738,0.132363,0.116728,3.72,1,0.0415553372174076
80352,ORcoast_681,Oregon Coast,681,5.53,8.18,0.789622,0.740012,0.683395,0.620767,0.553838,12.04,1,0.126375581496279
80353,ORcoast_682,Oregon Coast,682,8.78,10.26,0.198321,0.198321,0.198321,0.198321,0.198321,6.95,1,0.0828599870959125
80354,ORcoast_686,Oregon Coast,686,9.11,11.84,0.116915,0.116915,0.116915,0.116915,0.116915,4.5,1,0.0533299855097294
80355,ORcoast_687,Oregon Coast,687,8.94,14.24,0.083768,0.083768,0.083768,0.083768,0.083768,3.24,1,0.038173935913197
80356,ORcoast_690,Oregon Coast,690,9.06,8.68,0.213556,0.182321,0.154756,0.130692,0.109884,7.07,1,0.0801378265071568
80357,ORcoast_691,Oregon Coast,691,10.02,10.29,0.089927,0.089927,0.089927,0.089927,0.089927,4.87,1,0.0524698898604794
80358,ORcoast_695,Oregon Coast,695,9.92,8.73,0.136619,0.114713,0.09593,0.079944,0.066427,7.24,1,0.0761848251125902
80359,ORcoast_699,Oregon Coast,699,9.33,10.04,0.146955,0.146955,0.146955,0.146955,0.146955,6.13,1,0.0671388926698253
80360,ORcoast_700,Oregon Coast,700,10.16,8.01,0.122004,0.104462,0.089187,0.075955,0.064548,5.69,1,0.057633623276343
80361,ORcoast_703,Oregon Coast,703,8.83,8.5,0.265132,0.223702,0.187097,0.155284,0.128029,8.8,1,0.0980372111637033
80362,ORcoast_704,Oregon Coast,704,9.96,7.11,0.156448,0.134345,0.114938,0.098018,0.083354,5.89,1,0.0598188634708345
80363,ORcoast_705,Oregon Coast,705,9.55,11.22,0.10141,0.10141,0.10141,0.10141,0.10141,4.75,1,0.0514001142178136
80364,ORcoast_709,Oregon Coast,709,10.01,6.95,0.138852,0.122554,0.107929,0.094861,0.083228,3.73,1,0.0452236455180473
80365,ORcoast_710,Oregon Coast,710,8.97,9.51,0.175804,0.15433,0.135049,0.117841,0.102566,4.5,1,0.0546772727287854
80366,ORcoast_712,Oregon Coast,712,9.75,10,0.101275,0.101275,0.101275,0.101275,0.101275,3.49,1,0.0373449999386893
80367,ORcoast_714,Oregon Coast,714,5.53,7.68,0.959072,0.919192,0.846667,0.728291,0.565434,39.92,1,0.420914208670392
80368,ORcoast_716,Oregon Coast,716,9.09,11.68,0.152537,0.152537,0.152537,0.152537,0.152537,8.78,1,0.098317424873318
80369,ORcoast_717,Oregon Coast,717,6.54,8.78,0.564173,0.516274,0.468075,0.420464,0.374288,6.81,1,0.0786483270549508
80370,SAL_1000,Salmon,1000,9.67,10.49,0.118774,0.118774,0.118774,0.118774,0.118774,6.85,1,0.0493789440960997
80371,SAL_1004,Salmon,1004,9.39,10.42,0.12951,0.12951,0.12951,0.12951,0.12951,5.41,1,0.0604744594510738
80372,SAL_1005,Salmon,1005,9.93,6.21,0.159012,0.141171,0.125034,0.110504,0.097475,3.5,1,0.0424996829568355
80373,SAL_1006,Salmon,1006,7.71,12.65,0.248028,0.248028,0.248028,0.248028,0.248028,7.08,1,0.0722726972234759
80374,SAL_1008,Salmon,1008,8.07,6.41,0.517586,0.444992,0.374671,0.309271,0.25071,12.96,1,0.143697341791005
80375,SAL_1010,Salmon,1010,9.16,12.95,0.091542,0.091542,0.091542,0.091542,0.091542,3.59,1,0.0393606222588494
80376,SAL_1011,Salmon,1011,8.45,7.96,0.338616,0.289201,0.244333,0.204424,0.169571,9.11,1,0.0580126518527741
80377,SAL_1013,Salmon,1013,9.66,6.65,0.17245,0.153376,0.136066,0.12043,0.106371,3.5,1,0.0420496904950983
80378,SAL_1016,Salmon,1016,9.15,10.96,0.130044,0.130044,0.130044,0.130044,0.130044,4.5,1,0.0501074063458168
80379,SAL_1018,Salmon,1018,7.88,14.02,0.165813,0.165813,0.165813,0.165813,0.165813,4.38,1,0.0462098640129423
80380,SAL_1024,Salmon,1024,9.11,9.76,0.151486,0.133889,0.118052,0.103864,0.091205,3.75,1,0.0397145610638146
80381,SAL_1027,Salmon,1027,8.03,10.75,0.300455,0.300455,0.300455,0.300455,0.300455,9.47,1,0.112281814013488
80382,SAL_1030,Salmon,1030,7.97,8.99,0.318181,0.282038,0.248505,0.217749,0.189838,5.51,1,0.0596819064232372
80383,SAL_1031,Salmon,1031,9.09,8.17,0.188318,0.167845,0.149189,0.132277,0.117018,3.5,1,0.0355148086354892
80384,SAL_1032,Salmon,1032,8.55,14.4,0.103762,0.103762,0.103762,0.103762,0.103762,3.5,1,0.0413251067678058
80385,SAL_1033,Salmon,1033,9.08,12.98,0.09434,0.09434,0.09434,0.09434,0.09434,3.39,1,0.0419367278065267
80386,SAL_1037,Salmon,1037,9.66,12.13,0.080285,0.080285,0.080285,0.080285,0.080285,4.16,1,0.0420847453098882
80387,SAL_1038,Salmon,1038,7.81,13.13,0.195625,0.195625,0.195625,0.195625,0.195625,4.5,1,0.0515922657053883
80388,SAL_1040,Salmon,1040,9.39,10.23,0.134136,0.134136,0.134136,0.134136,0.134136,5.54,1,0.0605605510906823
80389,SAL_1046,Salmon,1046,9.65,14.07,0.06891,0.06891,0.06891,0.06891,0.06891,6.57,1,0.0735944410004531
80390,SAL_1048,Salmon,1048,8.57,10.72,0.239762,0.239762,0.239762,0.239762,0.239762,9.91,1,0.0993867801594999
80391,SAL_1053,Salmon,1053,6.44,11.34,0.57057,0.57057,0.57057,0.57057,0.57057,13.03,1,0.145924777691393
80392,SAL_1057,Salmon,1057,9.62,9.55,0.13224,0.11326,0.096701,0.082338,0.069943,5.79,1,0.0691018293300395
80393,SAL_1059,Salmon,1059,9.82,6.96,0.225445,0.182675,0.146483,0.116441,0.091897,11.26,1,0.116767433916889
80394,SAL_1064,Salmon,1064,8.76,6.99,0.307771,0.266379,0.228714,0.19496,0.165121,7.41,1,0.0766505973497004
80395,SAL_1067,Salmon,1067,9.39,13.52,0.07986,0.07986,0.07986,0.07986,0.07986,5.05,1,0.0555706357771814
80396,SAL_1068,Salmon,1068,9.23,5.24,0.29466,0.257145,0.222898,0.192032,0.164536,6.5,1,0.0729737738427683
80397,SAL_1070,Salmon,1070,8.75,11.73,0.144826,0.144826,0.144826,0.144826,0.144826,4.5,1,0.053303010888285
80398,SAL_1071,Salmon,1071,9.18,9.76,0.151991,0.132956,0.115979,0.100918,0.087618,4.5,1,0.0524284565512718
80399,SAL_1073,Salmon,1073,8.31,12.86,0.158272,0.158272,0.158272,0.158272,0.158272,4.74,1,0.0516662132281876
80400,SAL_1074,Salmon,1074,9.4,14.99,0.057797,0.057797,0.057797,0.057797,0.057797,3.5,1,0.041657261441612
80401,SAL_1075,Salmon,1075,8.99,12.87,0.107674,0.107674,0.107674,0.107674,0.107674,4.55,1,0.054731445373769
80402,SAL_1077,Salmon,1077,8.36,6.37,0.428004,0.369437,0.314478,0.264269,0.219509,10.04,1,0.112282483792985
80403,SAL_1078,Salmon,1078,8.49,11.2,0.221696,0.221696,0.221696,0.221696,0.221696,8.77,1,0.104290794706821
80404,SAL_1079,Salmon,1079,7.56,13.54,0.292678,0.292678,0.292678,0.292678,0.292678,11.55,1,0.126801258512604
80405,SAL_1083,Salmon,1083,5.99,8.31,0.899244,0.833643,0.737785,0.612375,0.470067,30.82,1,0.34287620715977
80406,SAL_1086,Salmon,1086,8.33,13.62,0.140991,0.140991,0.140991,0.140991,0.140991,4.79,1,0.0561407604034924
80407,SAL_1088,Salmon,1088,8.85,11.48,0.14214,0.14214,0.14214,0.14214,0.14214,4.5,1,0.0481046002409108
80408,SAL_1090,Salmon,1090,8.02,13.09,0.228747,0.228747,0.228747,0.228747,0.228747,9.7,1,0.103404430992861
80409,SAL_1092,Salmon,1092,9.17,14.09,0.07924,0.07924,0.07924,0.07924,0.07924,4.19,1,0.0457422900085858
80410,SAL_1095,Salmon,1095,8.88,11.15,0.150597,0.150597,0.150597,0.150597,0.150597,5.01,1,0.0482426682789072
80411,SAL_1096,Salmon,1096,8.13,11.96,0.204328,0.204328,0.204328,0.204328,0.204328,5.5,1,0.0552353499167778
80412,SAL_1097,Salmon,1097,9.19,8.45,0.181244,0.159234,0.139441,0.121752,0.106031,4.5,1,0.0456938542986609
80413,SAL_1098,Salmon,1098,8.77,13.75,0.101791,0.101791,0.101791,0.101791,0.101791,3.66,1,0.0355236735339338
80414,SAL_1100,Salmon,1100,9.95,11.17,0.074925,0.074925,0.074925,0.074925,0.074925,3.36,1,0.0410043890518396
80415,SAL_1102,Salmon,1102,9.44,4.69,0.273641,0.240813,0.210781,0.183588,0.159195,5.5,1,0.0601386152183636
80416,SAL_1103,Salmon,1103,8.86,9.24,0.20286,0.17646,0.152838,0.131871,0.113396,5.5,1,0.0564090872850656
80417,SAL_1109,Salmon,1109,7.76,12.38,0.229012,0.229012,0.229012,0.229012,0.229012,5.2,1,0.0522654712233037
80418,SAL_1110,Salmon,1110,9.02,9.45,0.196225,0.167159,0.14164,0.119458,0.100343,6.99,1,0.081726201738108
80419,SAL_1111,Salmon,1111,9.53,10.61,0.110281,0.110281,0.110281,0.110281,0.110281,4.4,1,0.0522330119889754
80420,SAL_1112,Salmon,1112,9.69,13.69,0.059426,0.059426,0.059426,0.059426,0.059426,3.46,1,0.0396689709066682
80421,SAL_1113,Salmon,1113,9.2,13.27,0.084889,0.084889,0.084889,0.084889,0.084889,3.52,1,0.0411742306506779
80422,SAL_1118,Salmon,1118,8.12,10.56,0.332769,0.332769,0.332769,0.332769,0.332769,12.27,1,0.134844497433152
80423,SAL_1119,Salmon,1119,9.81,6.47,0.163574,0.145309,0.128771,0.113863,0.100483,3.5,1,0.0369589973822399
80424,SAL_1122,Salmon,1122,9.43,8.06,0.15769,0.14052,0.124942,0.110868,0.098201,3.22,1,0.0334953539093558
80425,SAL_1123,Salmon,1123,9.37,13.86,0.069653,0.069653,0.069653,0.069653,0.069653,3.38,1,0.0427427129825507
80426,SAL_1126,Salmon,1126,8.3,11.29,0.204023,0.204023,0.204023,0.204023,0.204023,5.41,1,0.0547330196717719
80427,SAL_1127,Salmon,1127,9.95,7.02,0.144148,0.126833,0.111327,0.097505,0.085235,4,1,0.0413738147812532
80428,SAL_1129,Salmon,1129,9.47,7.44,0.182612,0.159858,0.139455,0.121281,0.105185,4.78,1,0.0553345503849783
80429,SAL_1131,Salmon,1131,8.89,9.19,0.194719,0.170631,0.148972,0.129632,0.112471,4.85,1,0.0509399217597929
80430,SAL_1132,Salmon,1132,9.29,8.6,0.175162,0.152198,0.131763,0.113705,0.097842,5.25,1,0.0617615043718725
80431,SAL_1135,Salmon,1135,9.15,10.7,0.131477,0.131477,0.131477,0.131477,0.131477,4,1,0.0385222990348164
80432,SAL_1137,Salmon,1137,8.36,10.1,0.249442,0.249442,0.249442,0.249442,0.249442,7,1,0.0737968655367528
80433,SAL_1138,Salmon,1138,9.2,13.15,0.086326,0.086326,0.086326,0.086326,0.086326,3.5,1,0.033852518495137
80434,SAL_1139,Salmon,1139,9.52,11.11,0.097796,0.097796,0.097796,0.097796,0.097796,3.5,1,0.0361510147366699
80435,SAL_1141,Salmon,1141,8.81,12.33,0.128671,0.128671,0.128671,0.128671,0.128671,4.5,1,0.0538181325940735
80436,SAL_1142,Salmon,1142,9.59,10.05,0.110136,0.110136,0.110136,0.110136,0.110136,3.5,1,0.0345951721156911
80437,SAL_1144,Salmon,1144,9.3,7.82,0.217426,0.184573,0.155696,0.130614,0.10905,7.56,1,0.0803553455535926
80438,SAL_1147,Salmon,1147,10.1,8.96,0.099202,0.086879,0.075958,0.06631,0.057811,3.89,1,0.0399025197215077
80439,SAL_1148,Salmon,1148,9.27,11.58,0.105111,0.105111,0.105111,0.105111,0.105111,3.5,1,0.0419889566414962
80440,SAL_1150,Salmon,1150,9.18,11.91,0.111233,0.111233,0.111233,0.111233,0.111233,4.5,1,0.0497040824742871
80441,SAL_1151,Salmon,1151,8.87,13.69,0.093834,0.093834,0.093834,0.093834,0.093834,3.06,1,0.032328436182105
80442,SAL_1152,Salmon,1152,8.22,13.45,0.200643,0.200643,0.200643,0.200643,0.200643,10,1,0.104229626054244
80443,SAL_1153,Salmon,1153,9.51,13.69,0.066326,0.066326,0.066326,0.066326,0.066326,3.5,1,0.0360102988438884
80444,SAL_1155,Salmon,1155,9.87,6.26,0.172836,0.151437,0.132264,0.115189,0.100065,4.61,1,0.0526345717005296
80445,SAL_1157,Salmon,1157,9.67,12.99,0.071181,0.071181,0.071181,0.071181,0.071181,4.48,1,0.0518442420322981
80446,SAL_1159,Salmon,1159,6.86,9.26,0.604887,0.529426,0.452595,0.377958,0.308689,14,1,0.158372780155766
80447,SAL_1160,Salmon,1160,9.41,6.39,0.212287,0.187649,0.16527,0.145083,0.126987,4.39,1,0.049755296552291
80448,SAL_1161,Salmon,1161,9.62,5.88,0.199847,0.177365,0.156917,0.138429,0.121805,3.94,1,0.0468127471738466
80449,SAL_1167,Salmon,1167,9.82,9.96,0.096618,0.096618,0.096618,0.096618,0.096618,3.25,1,0.0369279943320997
80450,SAL_1168,Salmon,1168,9.13,13.88,0.080153,0.080153,0.080153,0.080153,0.080153,3.44,1,0.0385355673588303
80451,SAL_1170,Salmon,1170,9.48,4.8,0.272112,0.237688,0.206384,0.178239,0.153192,6.09,1,0.0668942114392616
80452,SAL_1171,Salmon,1171,9.11,12.94,0.098813,0.098813,0.098813,0.098813,0.098813,4.41,1,0.0507943626837927
80453,SAL_1172,Salmon,1172,9.52,7.88,0.193256,0.163275,0.137154,0.11464,0.095413,7.57,1,0.083536598602247
80454,SAL_1173,Salmon,1173,8.33,10.98,0.215291,0.215291,0.215291,0.215291,0.215291,5.96,1,0.0604928035246426
80455,SAL_1199,Salmon,1199,9.05,12.76,0.111775,0.111775,0.111775,0.111775,0.111775,5.52,1,0.0565033867623823
80456,SAL_1202,Salmon,1202,8.08,9.35,0.315583,0.273595,0.235272,0.200834,0.170313,7.39,1,0.0819936408791469
80457,SAL_124,Salmon,124,8.8,7,0.256115,0.229621,0.205111,0.182597,0.162051,3.76,1,0.0407187598842466
80458,SAL_125,Salmon,125,8.43,6.95,0.320566,0.286192,0.254126,0.224523,0.197455,4.92,1,0.051010602465579
80459,SAL_126,Salmon,126,9.07,10.77,0.143286,0.143286,0.143286,0.143286,0.143286,4.98,1,0.0596309282571495
80460,SAL_127,Salmon,127,7.99,11.13,0.233765,0.233765,0.233765,0.233765,0.233765,4.63,1,0.0488651188067068
80461,SAL_131,Salmon,131,8.14,4.37,0.509135,0.457444,0.406653,0.357783,0.3117,7.7,1,0.08049492862294
80462,SAL_133,Salmon,133,8.95,3.63,0.445494,0.386935,0.331473,0.280325,0.234303,9.83,1,0.101841106234501
80463,SAL_134,Salmon,134,8.78,10.44,0.158602,0.158602,0.158602,0.158602,0.158602,3.09,1,0.0292311573904325
80464,SAL_136,Salmon,136,8.4,8.62,0.26546,0.235301,0.2076,0.182382,0.15961,4.8,1,0.052727767877179
80465,SAL_138,Salmon,138,6.19,8.84,0.811834,0.734105,0.638563,0.530639,0.419772,22.65,1,0.237046814025389
80466,SAL_140,Salmon,140,9.35,9.41,0.142331,0.125067,0.109628,0.095887,0.083706,4.08,1,0.0148794549469616
80467,SAL_141,Salmon,141,9.26,8.72,0.159398,0.141612,0.125515,0.11101,0.097994,3.45,1,0.037245322438119
80468,SAL_142,Salmon,142,7.24,13.42,0.268533,0.268533,0.268533,0.268533,0.268533,6.1,1,0.0615755534119591
80469,SAL_144,Salmon,144,7.28,9.8,0.384237,0.344917,0.30761,0.272659,0.240301,5.37,1,0.053811212193648
80470,SAL_145,Salmon,145,6.32,7.44,0.858815,0.787504,0.693048,0.579048,0.455946,25.72,1,0.277712913452084
80471,SAL_147,Salmon,147,6.4,8.89,0.70406,0.63095,0.55129,0.468908,0.388187,15.4,1,0.157994936123538
80472,SAL_149,Salmon,149,7.56,12.2,0.276773,0.276773,0.276773,0.276773,0.276773,6.74,1,0.0742585378808348
80473,SAL_151,Salmon,151,7.45,9.52,0.579705,0.483465,0.388435,0.301193,0.226294,18.98,1,0.204274578315272
80474,SAL_153,Salmon,153,6.14,6.21,0.8902,0.832751,0.753565,0.65253,0.5356,25.22,1,0.263154990357896
80475,SAL_154,Salmon,154,8.65,11.87,0.157747,0.157747,0.157747,0.157747,0.157747,5.47,1,0.054015085772103
80476,SAL_156,Salmon,156,5.7,7.92,0.984889,0.959137,0.894211,0.752725,0.52296,58.58,1,0.619711765582892
80477,SAL_157,Salmon,157,7.03,7.53,0.524201,0.479683,0.435485,0.39229,0.350717,5.89,1,0.0581080147380801
80478,SAL_158,Salmon,158,8.61,13.33,0.121887,0.121887,0.121887,0.121887,0.121887,4.16,1,0.0416518892563919
80479,SAL_159,Salmon,159,6.89,7.35,0.741362,0.659586,0.567054,0.469596,0.374403,19.23,1,0.199021110580185
80480,SAL_161,Salmon,161,7.28,9.37,0.537354,0.460059,0.384638,0.314383,0.25171,14.11,1,0.144368181071456
