reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
716785.0,2020/12/02 05:00:00+00,PRO-REHAB PHYSICAL THERAPY,3052 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,817.0
716786.0,2020/12/02 05:00:00+00,STAPLES,3058 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,818.0
716787.0,2020/12/02 05:00:00+00,SUPER FITNESS,4680 BARDSTOWN RD,40202.0,2020/12/02 05:00:00+00,4,SURVEY,819.0
710938.0,2020/12/03 05:00:00+00,DARLING STATE OF MIND,4121 SHELBYVILLE RD,40207.0,2020/12/02 05:00:00+00,4,SURVEY,820.0
711040.0,2020/12/03 05:00:00+00,DOMINO'S PIZZA #1423,2400 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,821.0
711041.0,2020/12/03 05:00:00+00,PENN STATION,2407A BROWNSBORO RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,822.0
711042.0,2020/12/03 05:00:00+00,NTABA COFFEE HAUS,2407 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,823.0
711043.0,2020/12/03 05:00:00+00,DERBY CITY PIZZA,2331 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,824.0
711044.0,2020/12/03 05:00:00+00,SPEEDWAY #8132,2300 BROWNSBORO RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,825.0
711045.0,2020/12/03 05:00:00+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,826.0
711046.0,2020/12/03 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,827.0
711048.0,2020/12/03 05:00:00+00,POLLO BROWNSBORO,1991 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,828.0
711050.0,2020/12/03 05:00:00+00,PAPA JOHN'S #4,1961 BROWNSBORO RD,40206.0,2020/12/03 05:00:00+00,4,SURVEY,829.0
711055.0,2020/12/03 05:00:00+00,DRAKE'S,3939 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,830.0
711059.0,2020/12/03 05:00:00+00,SALSARITA'S,285 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,831.0
711061.0,2020/12/03 05:00:00+00,MCDONALD'S,287 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,832.0
711063.0,2020/12/03 05:00:00+00,CHINA STAR,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,833.0
711065.0,2020/12/03 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,834.0
711066.0,2020/12/03 05:00:00+00,PAPA MURPHY'S,291 N HUBBARDS LN,40207.0,2020/12/03 05:00:00+00,4,SURVEY,835.0
711093.0,2020/12/03 05:00:00+00,J'TOWN CLEANERS,3751 RUCKRIEGEL PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVEY,836.0
711096.0,2020/12/03 05:00:00+00,PLANET FITNESS,3181 S 2ND,40202.0,2020/12/03 05:00:00+00,4,SURVEY,837.0
711097.0,2020/12/03 05:00:00+00,BLUEGRASS COIN LAUNDRY,3751 RUCKRIEGEL PKWY #C,40299.0,2020/12/03 05:00:00+00,4,SURVEY,838.0
711099.0,2020/12/03 05:00:00+00,LITTLE CAESARS,3121 S 2ND ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,839.0
711100.0,2020/12/03 05:00:00+00,SAM'S GYROS,3123 S 2ND ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,840.0
711101.0,2020/12/03 05:00:00+00,AUTOZONE,3801 RUCKRIEGEL PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVEY,841.0
711103.0,2020/12/03 05:00:00+00,DIZZY WHIZ #1,217 W ST. CATHERINE ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,842.0
711104.0,2020/12/03 05:00:00+00,NORTH LIME COFFEE & DONUTS,1228 S 7TH ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,843.0
711105.0,2020/12/03 05:00:00+00,BURGER BOY,1450 S BROOK ST,40208.0,2020/12/03 05:00:00+00,4,SURVEY,844.0
711120.0,2020/12/03 05:00:00+00,DAIRY QUEEN,9080 DIXIE HWY,40258.0,2020/12/03 05:00:00+00,4,SURVEY,845.0
711121.0,2020/12/03 05:00:00+00,DEENO'S,9100 DIXIE HWY STE A,40258.0,2020/12/03 05:00:00+00,4,SURVEY,846.0
711122.0,2020/12/03 05:00:00+00,TEXAS ROADHOUSE,5005 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,847.0
711123.0,2020/12/03 05:00:00+00,TOTAL WINE & MORE,5067 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,848.0
711124.0,2020/12/03 05:00:00+00,ARBY'S #773,4975 SHELBYVILLE RD,40207.0,2020/12/03 05:00:00+00,4,SURVEY,849.0
711198.0,2020/12/03 05:00:00+00,SCOOTERS TRIPLE B'S,3840 S HURSTBOURNE PKWY,40299.0,2020/12/03 05:00:00+00,4,SURVEY,850.0
711201.0,2020/12/03 05:00:00+00,MANGO'S MEXICAN GRILL,4632 HENDRIK DR,40299.0,2020/12/03 05:00:00+00,4,SURVEY,851.0
711203.0,2020/12/03 05:00:00+00,BRICKHOUSE TAVERN & TAP,871 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,852.0
711204.0,2020/12/03 05:00:00+00,BEARNO'S #502,855 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,853.0
711205.0,2020/12/03 05:00:00+00,CARRABBA'S ITALIAN GRILL #6801,617 S HURSTBOURNE PKWY,40223.0,2020/12/03 05:00:00+00,4,SURVEY,854.0
711206.0,2020/12/03 05:00:00+00,MIMI'S CAFE,615 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,855.0
713372.0,2020/12/03 05:00:00+00,CHICO'S,4208 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,856.0
713373.0,2020/12/03 05:00:00+00,ANN TAYLOR,4206 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,857.0
713374.0,2020/12/03 05:00:00+00,TALBOTS,4200 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,858.0
713375.0,2020/12/03 05:00:00+00,GAP CLOTHING,4160 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,859.0
713376.0,2020/12/03 05:00:00+00,BUILD-A-BEAR WORKSHOP,4156 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,860.0
713377.0,2020/12/03 05:00:00+00,BARNES AND NOBLE,4300 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,861.0
711175.0,2020/12/04 05:00:00+00,BUILDING KIDZ SCHOOL,2415 BUSH RIDGE DR,40245.0,2020/12/04 05:00:00+00,4,SURVEY,862.0
711177.0,2020/12/04 05:00:00+00,KIDS ACADEMY IV,13905 SHELBYVILLE RD,40245.0,2020/12/04 05:00:00+00,4,SURVEY,863.0
711178.0,2020/12/04 05:00:00+00,KENTUCKY DAY ACADEMY,8040 NEW LAGRANGE RD,40222.0,2020/12/04 05:00:00+00,4,SURVEY,864.0
711179.0,2020/12/04 05:00:00+00,LYNDON LEARNING CHILDCARE,1100 LYNDON LN,40222.0,2020/12/04 05:00:00+00,4,SURVEY,865.0
711189.0,2020/12/04 05:00:00+00,BEEF O'BRADY'S,3101 S 2ND ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,866.0
711191.0,2020/12/04 05:00:00+00,DOUBLE DRAGON II,3135 S 2ND ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,867.0
711192.0,2020/12/04 05:00:00+00,TERANGA AFRICAN MARKET,3027 S 4TH ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,868.0
711193.0,2020/12/04 05:00:00+00,A CHAU GROCERY,5107 S 3RD ST,40214.0,2020/12/04 05:00:00+00,4,SURVEY,869.0
711195.0,2020/12/04 05:00:00+00,ANNIE'S CAFE,308 W WOODLAWN AVE,40215.0,2020/12/04 05:00:00+00,4,SURVEY,870.0
711196.0,2020/12/04 05:00:00+00,CARIBBEAN CAFE,317 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,871.0
711197.0,2020/12/04 05:00:00+00,FRIENDS JUICE BOX & BAKERY,319 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,872.0
711199.0,2020/12/04 05:00:00+00,SUNERGOS COFFEE,306 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,873.0
711202.0,2020/12/04 05:00:00+00,PENN STATION,300 W WOODLAWN AVE,40214.0,2020/12/04 05:00:00+00,4,SURVEY,874.0
711213.0,2020/12/04 05:00:00+00,BROWNIES THE SHED GRILL & BAR,9900 LINN STATION RD,40223.0,2020/12/04 05:00:00+00,4,SURVEY,875.0
711214.0,2020/12/04 05:00:00+00,CASK SOUTHERN KITCHEN & BAR,9980 LINN STATION RD,40223.0,2020/12/04 05:00:00+00,4,SURVEY,876.0
711215.0,2020/12/04 05:00:00+00,FIRST WATCH,201 S HURSTBOURNE PKWY,40222.0,2020/12/04 05:00:00+00,4,SURVEY,877.0
711216.0,2020/12/04 05:00:00+00,LONGHORN STEAKHOUSE,2535 HURSTBOURNE GEM LN,40220.0,2020/12/04 05:00:00+00,4,SURVEY,878.0
711217.0,2020/12/04 05:00:00+00,SMOKEY BONES BAR & FIRE GRILL,2525 HURSTBOURNE GEM LN,40220.0,2020/12/04 05:00:00+00,4,SURVEY,879.0
711218.0,2020/12/04 05:00:00+00,CATTLEMAN'S ROADHOUSE,2901 S HURSTBOURNE PKWY,40220.0,2020/12/04 05:00:00+00,4,SURVEY,880.0
711220.0,2020/12/04 05:00:00+00,OUTBACK STEAKHOUSE #1815,8101 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,881.0
711222.0,2020/12/04 05:00:00+00,SEA FRESH SEAFOOD RESTAURANT,8129 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,882.0
711223.0,2020/12/04 05:00:00+00,SICILIAN PIZZA & PASTA,8133 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,883.0
711224.0,2020/12/04 05:00:00+00,THORNTONS #151,7920 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,884.0
711225.0,2020/12/04 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,885.0
711226.0,2020/12/04 05:00:00+00,FIESTA TIME AMIGOS,8123 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,886.0
711227.0,2020/12/04 05:00:00+00,SALA THAI RESTAURANT,8125 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,887.0
711268.0,2020/12/04 05:00:00+00,ANOTHER PLACE SANDWICH SHOP,119 S 7TH ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,888.0
711269.0,2020/12/04 05:00:00+00,MUSSEL & BURGER BAR II,113 S 7TH ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,889.0
711270.0,2020/12/04 05:00:00+00,PROOF ON MAIN BAR,700 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,890.0
711271.0,2020/12/04 05:00:00+00,MORTON'S STEAKHOUSE,626 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,891.0
711272.0,2020/12/04 05:00:00+00,JEFF RUBY'S LOUISVILLE,325 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,892.0
711273.0,2020/12/04 05:00:00+00,ZOMBIE TACO MOXY BAR,101 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,893.0
711274.0,2020/12/04 05:00:00+00,ALOFT DOWNTOWN,102 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,894.0
711275.0,2020/12/04 05:00:00+00,CRUSHED ICE EVENTS,226 E WASHINGTON ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,895.0
711276.0,2020/12/04 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,896.0
711277.0,2020/12/04 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,897.0
711278.0,2020/12/04 05:00:00+00,MERLE'S WHISKEY KITCHEN,122 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,898.0
711279.0,2020/12/04 05:00:00+00,EXPO,114 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,899.0
711281.0,2020/12/04 05:00:00+00,PATRICK O'SHEAS,123 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,900.0
711282.0,2020/12/04 05:00:00+00,DOC CROW'S SOUTHERN SMOKEHOUSE,127 W MAIN ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,901.0
710747.0,2020/12/01 05:00:00+00,FRANCO'S RESTAURANT,3300 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,902.0
710748.0,2020/12/01 05:00:00+00,TACO LUCHADOR,5205 NEW CUT RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,903.0
710753.0,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,904.0
710754.0,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,905.0
710756.0,2020/12/01 05:00:00+00,DAIRY QUEEN,6205 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,906.0
710757.0,2020/12/01 05:00:00+00,HOMETOWN PIZZA,9601 NEWBRIDGE RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,907.0
710759.0,2020/12/01 05:00:00+00,IROQUOIS PIZZA INC.,6614 MANSLICK RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,908.0
710760.0,2020/12/01 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/01 05:00:00+00,4,SURVEY,909.0
710762.0,2020/12/01 05:00:00+00,WING STOP,4812 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,910.0
710763.0,2020/12/01 05:00:00+00,MAPCO MART,5301 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,911.0
710764.0,2020/12/01 05:00:00+00,HOMEMADE ICE CREAM & PIE KITCHEN,4810 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,912.0
710765.0,2020/12/01 05:00:00+00,L&B SISTERS GROCERY STORE,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,913.0
710766.0,2020/12/01 05:00:00+00,KROGER L-785,4915 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,914.0
710767.0,2020/12/01 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,915.0
710769.0,2020/12/01 05:00:00+00,BELEL INTERNATIONAL MARKET,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,916.0
710770.0,2020/12/01 05:00:00+00,SOUTH END BBQ,8610 DIXIE HWY,40258.0,2020/12/01 05:00:00+00,4,SURVEY,917.0
710771.0,2020/12/01 05:00:00+00,MASHALLAH AFRICAN RESTAURANT,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,918.0
710772.0,2020/12/01 05:00:00+00,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD,40258.0,2020/12/01 05:00:00+00,4,SURVEY,919.0
710773.0,2020/12/01 05:00:00+00,DISCOVERING IMAGINATIONS,2200 BUECHEL AVE,40218.0,2020/12/01 05:00:00+00,4,SURVEY,920.0
710775.0,2020/12/01 05:00:00+00,SENEGAMBIA INTERNATIONAL RESTAURANT,3927 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,921.0
710778.0,2020/12/01 05:00:00+00,ARNO PIZZA,3933 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,922.0
710779.0,2020/12/01 05:00:00+00,WALMART #3294,7101 CEDAR SPRINGS BLVD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,923.0
710781.0,2020/12/01 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,924.0
710782.0,2020/12/01 05:00:00+00,DOUBLE DRAGON #9,9501 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,925.0
710784.0,2020/12/01 05:00:00+00,RECBAR,10301 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,926.0
710785.0,2020/12/01 05:00:00+00,ROYALS HOT CHICKEN,10305 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,927.0
710786.0,2020/12/01 05:00:00+00,FEAST BBQ,10318 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,928.0
710787.0,2020/12/01 05:00:00+00,EL NOPAL,10500 WATTERSON TRAIL,40299.0,2020/12/01 05:00:00+00,4,SURVEY,929.0
710794.0,2020/12/01 05:00:00+00,FLO'S HOUSE OF SOUL,3400 W MUHAMMAD ALI BLVD,40212.0,2020/12/04 05:00:00+00,4,SURVEY,930.0
710799.0,2020/12/01 05:00:00+00,BONEFISH GRILL #7801,657 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,931.0
710800.0,2020/12/01 05:00:00+00,PF CHANG'S,9120 SHELBYVILLE RD,40222.0,2020/12/01 05:00:00+00,4,SURVEY,932.0
710802.0,2020/12/01 05:00:00+00,FAZOLI'S,9433 VIKING CENTER DR,40222.0,2020/12/01 05:00:00+00,4,SURVEY,933.0
710803.0,2020/12/01 05:00:00+00,SKYLINE CHILI,340 WHITTINGTON PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,934.0
710804.0,2020/12/01 05:00:00+00,CHILI'S,421 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,935.0
710805.0,2020/12/01 05:00:00+00,PANERA BREAD,500 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,936.0
710806.0,2020/12/01 05:00:00+00,CARRABBA'S ITALIAN GRILL #6801,617 S HURSTBOURNE PKWY,40223.0,2020/12/01 05:00:00+00,4,SURVEY,937.0
710854.0,2020/12/01 05:00:00+00,BROWN LOBBY BAR,335 W BROADWAY,40203.0,2020/12/01 05:00:00+00,4,SURVEY,938.0
710856.0,2020/12/01 05:00:00+00,EMBASSY SUITES,501 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,939.0
710858.0,2020/12/01 05:00:00+00,FAMILY DOLLAR #20928,3277 TAYLOR BLVD,40215.0,2020/12/01 05:00:00+00,4,SURVEY,940.0
711082.0,2020/12/01 05:00:00+00,WALMART #4450,12981 SHELBYVILLE RD,40223.0,2020/12/01 05:00:00+00,4,SURVEY,941.0
711083.0,2020/12/01 05:00:00+00,TARGET T-2728 STARBUCKS,12975 SHELBYVILLE RD,40243.0,2020/12/01 05:00:00+00,4,SURVEY,942.0
711084.0,2020/12/01 05:00:00+00,CVS PHARMACY,12975 SHELBYVILLE RD,40202.0,2020/12/01 05:00:00+00,4,SURVEY,943.0
711085.0,2020/12/01 05:00:00+00,MID AMERICAN SPORTS CENTER,1906 WATTERSON TRAIL,40299.0,2020/12/01 05:00:00+00,4,SURVEY,944.0
711089.0,2020/12/01 05:00:00+00,BROWN LOBBY BAR,335 W BROADWAY,40203.0,2020/12/01 05:00:00+00,4,SURVEY,945.0
711091.0,2020/12/01 05:00:00+00,CHIPOTLE,315 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,946.0
711092.0,2020/12/01 05:00:00+00,SMASHBURGER,316 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,947.0
711094.0,2020/12/01 05:00:00+00,QDOBA #2632,312 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,948.0
711126.0,2020/12/01 05:00:00+00,DUNKIN DONUTS #353573,312 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,949.0
711127.0,2020/12/01 05:00:00+00,POTBELLY SANDWICH SHOP,302 S 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,950.0
711131.0,2020/12/01 05:00:00+00,NATIVITY ACADEMY,529 EAST LIBERTY STREET,40202.0,2020/12/01 05:00:00+00,4,SURVEY,951.0
710496.0,2020/11/27 05:00:00+00,ENCORE ON 4TH,630 S 4TH ST,40202.0,2020/11/27 05:00:00+00,4,SURVEY,952.0
711207.0,2020/12/03 05:00:00+00,BONEFISH GRILL #7801,657 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,953.0
711209.0,2020/12/03 05:00:00+00,MOMMA'S MUSTARD PICKLES & BBQ,119 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,954.0
711210.0,2020/12/03 05:00:00+00,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,40222.0,2020/12/03 05:00:00+00,4,SURVEY,955.0
711212.0,2020/12/03 05:00:00+00,PIER 17 CAJUN SEAFOOD & BAR,1975 S HURSTBOURNE PKWY,40220.0,2020/12/03 05:00:00+00,4,SURVEY,956.0
711246.0,2020/12/03 05:00:00+00,WEBB'S MARKET,944 E MUHAMMAD ALI BLVD,40202.0,2020/12/03 05:00:00+00,4,SURVEY,957.0
711247.0,2020/12/03 05:00:00+00,WHITE CASTLE #7,105 E MARKET ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,958.0
711248.0,2020/12/03 05:00:00+00,FALLS CITY BREWING COMPANY,901 E LIBERTY ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,959.0
711249.0,2020/12/03 05:00:00+00,FLYING AXES,146 N CLAY ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,960.0
711250.0,2020/12/03 05:00:00+00,TEN20 CRAFT BREWERY,1020 E WASHINGTON ST,40206.0,2020/12/03 05:00:00+00,4,SURVEY,961.0
711251.0,2020/12/03 05:00:00+00,NAIVE,1001 E WASHINGTON ST,40206.0,2020/12/03 05:00:00+00,4,SURVEY,962.0
711253.0,2020/12/03 05:00:00+00,BOURBON RAW KENTUCKY KITCHEN,446 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,963.0
711254.0,2020/12/03 05:00:00+00,BRAZEIROS,450 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,964.0
711255.0,2020/12/03 05:00:00+00,HEINE BROTHERS COFFEE,462 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,965.0
711256.0,2020/12/03 05:00:00+00,GUY FIERI'S SMOKEHOUSE,434 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,966.0
711257.0,2020/12/03 05:00:00+00,HARD ROCK CAFE,424 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,967.0
711258.0,2020/12/03 05:00:00+00,WHISKEY DRY,412 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,968.0
711259.0,2020/12/03 05:00:00+00,HOWL AT THE MOON,434 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,969.0
711260.0,2020/12/03 05:00:00+00,PBR LOUISVILLE,432 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,970.0
711261.0,2020/12/03 05:00:00+00,FUDGERY,416 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,971.0
711262.0,2020/12/03 05:00:00+00,FUDGERY,416 S 4TH ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,972.0
711263.0,2020/12/03 05:00:00+00,JIM BEAM URBAN STILLHOUSE,404 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,973.0
711264.0,2020/12/03 05:00:00+00,GORDON BIERSCH BREWERY RESTAURANT,400 S 4TH ST,40203.0,2020/12/03 05:00:00+00,4,SURVEY,974.0
711265.0,2020/12/03 05:00:00+00,TGI FRIDAYS,415 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,975.0
711266.0,2020/12/03 05:00:00+00,SPORTS & SOCIAL CLUB,427 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,976.0
711267.0,2020/12/03 05:00:00+00,PIZZA BAR,427 S 4TH ST,40202.0,2020/12/03 05:00:00+00,4,SURVEY,977.0
711551.0,2020/12/03 05:00:00+00,WALGREENS,2490 BARDSTOWN ROAD,40202.0,2020/12/03 05:00:00+00,4,SURVEY,978.0
711551.0,2020/12/03 0:00:00+00,WALdGREENS,2490 BAwRDSTOWN ROAD,40237.0,2020/12/03 05:00:00+00,4,SURVEY,979.0
711553.0,2020/12/03 05:00:00+00,PLANET FITNESS,3036 BARDSTOWN ROAD,40202.0,2020/12/03 05:00:00+00,4,SURVEY,980.0
711557.0,2020/12/03 05:00:00+00,DOLLAR GENERAL STORE,4800 BARDSTOWN ROAD,40291.0,2020/12/03 05:00:00+00,4,SURVEY,981.0
711614.0,2020/12/03 05:00:00+00,LSM MARKET KITCHEN,1001 LOGAN ST,40204.0,2020/12/03 05:00:00+00,4,SURVEY,982.0
711617.0,2020/12/03 05:00:00+00,GREAT WOK,2502 S PRESTON ST,40217.0,2020/12/03 05:00:00+00,4,SURVEY,983.0
711621.0,2020/12/03 05:00:00+00,KFC,2513 PRESTON HWY,40217.0,2020/12/03 05:00:00+00,4,SURVEY,984.0
711623.0,2020/12/03 05:00:00+00,NORD'S BAKERY,2118 S PRESTON ST,40217.0,2020/12/03 05:00:00+00,4,SURVEY,985.0
711625.0,2020/12/03 05:00:00+00,SUNERGOS COFFEE,2122 S PRESTON ST,40217.0,2020/12/03 05:00:00+00,4,SURVEY,986.0
711626.0,2020/12/03 05:00:00+00,SPEEDWAY #9653,1422 POPLAR LEVEL RD,40217.0,2020/12/03 05:00:00+00,4,SURVEY,987.0
711628.0,2020/12/03 05:00:00+00,DOUBLE DRAGON,1255 GOSS AVE,40217.0,2020/12/03 05:00:00+00,4,SURVEY,988.0
711635.0,2020/12/03 05:00:00+00,FOUR PEGS,1053 GOSS AVE,40217.0,2020/12/03 05:00:00+00,4,SURVEY,989.0
711636.0,2020/12/03 05:00:00+00,I LOVE LIQUORS OF GERMANTOWN,1036 GOSS AVE,40217.0,2020/12/03 05:00:00+00,4,SURVEY,990.0
713349.0,2020/12/03 05:00:00+00,ULTA BEAUTY,4292 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,991.0
713350.0,2020/12/03 05:00:00+00,ORVIS CLOTHING STORE,4288 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,992.0
713351.0,2020/12/03 05:00:00+00,PURE BARRE,4284 SUMMIT PLAZA DR,40202.0,2020/12/03 05:00:00+00,4,SURVEY,993.0
