objectid(long),statefp(long),countyfp(long),tractce(long),geoid(long),namevalue(double precision),namelsad,mtfcc,funcstat,aland(long),awater(long),li_cor_dac,shape_area(double precision),shape_length(double precision)
622.0,6,99,201401.0,6099000602.0,9.09,Census Tract 9.09,G5020,S,1717198.0,0,Both,1139278328.67578,6752.24729030277
623.0,6,73,3214.0,6021010300.0,32.14,Census Tract 32.14,G5020,S,1242163.0,0,LIC,55072349.7617188,6988.02767245101
624.0,6,73,139302.0,6037139200.0,33.01,Census Tract 33.01,G5020,S,1526636.0,0,Both,485178728.257813,6147.48567606253
625.0,6,73,143200.0,6037139200.0,33.03,Census Tract 33.03,G5020,S,618702.0,0,Both,1430838.66015625,4012.40217281901
626.0,6,73,3403.0,6073003403.0,34.03,eCnsus Tract 34.03,G5020,S,1386866.0,0,Both,3422300174.41406,6902.73475287008
627.0,6,73,8506.0,6037139200.0,85.06,Census Tract 85.06,G5020,S,1289961.0,0,LIC,317260209.542969,5860.30899666351
628.0,6,73,8507.0,6037139502.0,85.07,Census Tract 85.07,G5020,S,2237199.0,0,LIC,779720.953125,7517.81871312372
629.0,6,73,8509.0,6037183510.0,85.09,Census Tract 85.09,G5020,S,1952837.0,0,LIC,485178728.257813,7384.4553198144
630.0,6,19,2501.0,6037201401.0,25.01,Census Tract 25.01,G5020,S,1308387.0,0,Both,4111521.1875,6058.92012837687
631.0,6,19,4703.0,6037139502.0,47.03,Census Tract 47.03,G5020,S,1283421.0,0,Both,1430838.66015625,5991.33193232898
632.0,6,19,6900.0,6037139200.0,69.0,Census Tract 69,G5020,S,56880831.0,0,Both,485178728.257813,51198.257268446
633.0,6,19,7700.0,6073003403.0,77.0,Census Tract 77,G5020,S,186916478.0,0,Both,24556267.890625,74662.6516418404
634.0,6,19,8302.0,6021010300.0,83.02,Census Tract 83.02,G5020,S,1298475041.0,3386616,Both,2001540.3046875,219014.574977268
635.0,6,19,1700.0,6073003403.0,59.0,Census Tract 17,G5020,S,73391741.0,44038,DAC,114215953.230469,46189.0422447364
636.0,6,19,7004.0,6019007004.0,70.04,Census Tract 70.04,G5020,S,18461447.0,0,Both,28682968.890625,25985.2366127193
637.0,6,73,8510.0,6073008510.0,85.1,Census Tract 85.10,G5020,S,2035611.0,0,LIC,2889616.48828125,7622.6267274412
638.0,6,99,3201.0,6099003201.0,32.01,Census Tract 32.01,G5020,S,6931288.0,970,Both,11025301.6953125,15551.4703724624
639.0,6,99,3202.0,6099003202.0,32.02,Census Tract 2.02,G5020,S,15336424.0,55612,DAC,24474799.3046875,25272.9606217934
640.0,6,81,604000.0,6081604000.0,6040.0,Census Tract 6040,G5020,S,915010.0,0,LIC,1461096.671875,4973.69952015602
641.0,6,81,604101.0,6081604101.0,6041.01,Census Tract 6041.01,G5020,S,1111167.0,0,Both,1774332.16015625,8554.91028638374
642.0,6,81,604102.0,6081604102.0,6041.02,Census Tract 6041.02,G5020,S,2291425.0,0,LIC,3659918.42578125,9083.15023257199
643.0,6,37,900804.0,6037900804.0,9008.04,Census Tract 9008.04,G5020,S,1447788.0,27550,Both,2188465.0703125,6208.72057022363
644.0,6,37,900805.0,6037900805.0,9008.05,Census Tract 9008.05,G5020,S,2637778.0,673,LIC,3912459.25390625,7906.60638235193
645.0,6,37,900806.0,6037900806.0,9008.06,Census Tract 9008.06,G5020,S,1795825.0,0,Both,2662946.39453125,6669.86508183343
646.0,6,37,301100.0,6037301100.0,3011.0,Census Tract 3011,G5020,S,1330128.0,14710,LIC,1969099.21875,6794.94006634133
647.0,6,37,301204.0,6037301204.0,3012.04,Census Tract 3012.04,G5020,S,408912.0,0,LIC,598714.0859375,3200.21300445207
648.0,6,95,252605.0,6095252605.0,2526.05,Census Tract 2526.05,G5020,S,1567247.0,0,LIC,2546344.59765625,6660.3949690417
649.0,6,37,302102.0,6037302102.0,3021.02,Census Tract 3021.02,G5020,S,1037513.0,0,DAC,1518138.4453125,6755.37581774813
650.0,6,37,302104.0,6037302104.0,3021.04,Census Tract 3021.04,G5020,S,569424.0,0,Both,833415.73828125,4525.52533913534
651.0,6,37,302201.0,6037302201.0,3022.01,Census Tract 3022.01,G5020,S,497659.0,0,Both,728365.45703125,3933.59781946251
652.0,6,37,302301.0,6037302301.0,3023.01,Census Tract 3023.01,G5020,S,700563.0,0,Both,1025336.1328125,4861.41175055728
653.0,6,19,7300.0,6019007300.0,73.0,Census Tract 73,G5020,S,164109865.0,595054,Both,255606608.929688,78794.1406191754
654.0,6,19,1600.0,6019001600.0,16.0,Census Tract 16,G5020,S,51215832.0,0,Both,79708076.3007813,39694.2572157803
655.0,6,19,400.0,6019000400.0,50.0,Census Tract 4,G5020,S,3403396.0,0,Both,5308300.0078125,10493.4793408149
656.0,6,19,4207.0,6019004207.0,42.07,Census Tract 42.07,G5020,S,17184151.0,117466,DAC,27047768.4765625,24198.5362744478
657.0,6,19,5403.0,6019005403.0,54.03,Census Tract 54.03,G5020,S,1297000.0,0,Both,2027361.72265625,6042.16940229789
658.0,6,95,252606.0,6095252606.0,2526.06,Census Tract 2526.06,G5020,S,1309480.0,0,LIC,2127542.640625,6199.59360901926
659.0,6,95,252607.0,6095252607.0,2526.07,Census Tract 2526.07,G5020,S,792544.0,0,LIC,1287274.34375,6650.55624234095
660.0,6,95,252608.0,6095252608.0,2526.08,Census Tract 2526.08,G5020,S,898915.0,7915,LIC,1473386.015625,5922.11741870547
661.0,6,95,252707.0,6095252707.0,2527.07,Census Tract 2527.07,G5020,S,3779717.0,1666,LIC,6142806.50390625,10910.8273931997
662.0,6,37,910502.0,6037910502.0,9105.02,Census Tract 9105.02,G5020,S,2003733.0,0,Both,2962989.40625,6962.16799190956
663.0,6,37,920033.0,6037920033.0,9200.33,Census Tract 9200.33,G5020,S,3439063.0,1532,LIC,5073095.8125,10868.2152938004
664.0,6,37,302302.0,6037302302.0,3023.02,Census Tract 3023.02,G5020,S,633035.0,0,Both,926410.18359375,4449.14623678997
665.0,6,19,4140.0,6019004100.0,41.0,Census Tract 41,G5020,S,78053117.0,0,LIC,121954988.800781,49534.9815708957
666.0,6,19,8301.0,6019008301.0,83.01,Census Tract 83.01,G5020,S,34326357.0,1246570,Both,55575838.5351563,43502.5204838201
667.0,6,19,8200.0,6019008200.0,82.0,Census Tract 82,G5020,S,815313726.0,5549891,Both,1274764794.87891,156912.56620184
668.0,6,19,700.0,6019000700.0,7.0,Census Tract 7,G5020,S,8076052.0,205164,Both,12918549.2734375,16580.7810299926
669.0,6,19,600.0,6019000600.0,105.0,Census Tact 6,G5020,S,2464478.0,0,Both,3845378.2734375,11722.8266388782
670.0,6,19,8401.0,6019008401.0,84.01,Census Tract 84.01,G5020,S,163324326.0,143103,Both,255788897.964844,82449.3447407535
671.0,6,19,1562.0,6019001500.0,15.0,Census Truact 15,G5020,S,38156232.0,75314,Both,59559088.4882813,40325.6282296521
672.0,6,19,7600.0,6019007600.0,76.0,Census Tract 76,G5020,S,356819981.0,0,Both,554430462.929688,115875.886787932
673.0,6,19,8402.0,6019008402.0,84.02,Census Tract 84.02,G5020,S,452663711.0,2079945,Both,711845748.6875,179380.119793121
674.0,6,19,3900.0,6019003900.0,39.0,Census Tract 93,G5020,S,456638854.0,1669517,DAC,714474001.339844,198365.114987198
675.0,6,19,8100.0,6019008100.0,81.0,Census Tract 81,G5020,S,7718823.0,0,Both,11860306.90625,22002.6480121064
676.0,6,19,7400.0,6019007400.0,74.0,Census Tract 74,G5020,S,130140495.0,0,Both,201564093.820313,71230.2272484308
677.0,6,19,6802.0,6019006802.0,68.02,Census Tract 68.02,G5020,S,37292528.0,58223,Both,58066825.1054688,40490.0176728818
678.0,6,19,6300.0,6019006300.0,63.0,Census Tract 63,G5020,S,160372927.0,837447,DAC,251023067.359375,89457.9243359453
679.0,6,99,3700.0,6099003700.0,137.0,Census Trajct 37,G5020,S,40414135.0,0,Both,64261937.0,36785.9478299202
680.0,6,99,3846.0,6099003802.0,38.02,Census Tract 38.c02,G5020,S,2432438.0,0,Both,3869977.8125,7985.42991188762
681.0,6,73,3483.0,6073003404.0,34.04,CensusT ract 34.04,G5020,S,1670663.0,0,Both,2366591.5625,6286.69783004214
682.0,6,73,3562.0,6073003501.0,35.01,Censsu Tract 35.01,G5020,S,1185126.0,0,Both,1678502.33984375,5139.52544574863
683.0,6,73,3502.0,6073003502.0,35.02,Census Tract 35.02,G5020,S,779671.0,0,Both,1104068.39453125,4506.62332516689
684.0,6,73,3602.0,6073003602.0,36.02,Census Tract 36.02,G5020,S,655439.0,0,Both,928032.515625,3892.49183630411
685.0,6,73,3603.0,6073003603.0,36.03,Census Tract 36.03,G5020,S,677688.0,0,Both,959399.2578125,4035.46616501724
686.0,6,73,8600.0,6073008600.0,86.0,Census Tract 86,G5020,S,2670768.0,0,LIC,3789764.75390625,8860.37098562323
687.0,6,73,8701.0,6073008701.0,87.01,Census Tract 87.01,G5020,S,1688975.0,0,LIC,2397010.62109375,8499.75837360156
688.0,6,73,8702.0,6073008702.0,87.02,Census Tract 87.02,G5020,S,2697183.0,0,LIC,3827041.78125,11357.9155137146
689.0,6,81,604400.0,6081604400.0,6044.0,Census Tract 6044,G5020,S,2010204.0,30068,LIC,3256321.90625,10797.3396665642
690.0,6,81,604800.0,6081604800.0,6048.0,Census Tract 6048,G5020,S,1033921.0,0,LIC,1649924.35546875,5677.31651014196
691.0,6,81,605100.0,6081605100.0,6051.0,Census Tract 6051,G5020,S,2665968.0,1653163,LIC,6891988.00390625,11292.9145422292
692.0,6,99,2200.0,6099002200.0,22.0,Census Tract 22,G5020,S,3019226.0,86055,Both,4958442.51171875,10427.1869100422
693.0,6,89,10300.0,6089010300.0,103.0,Censu Tract 103,G5020,S,4891701.0,100823,LIC,8663574.43359375,15024.9838974705
694.0,6,89,10400.0,6089010400.0,104.0,Census Tract 104,G5020,S,6011773.0,340102,LIC,11013489.7617188,18766.6011071809
695.0,6,89,10900.0,6089010900.0,109.0,Census Tract 190,G5020,S,4671739.0,410779,LIC,8813764.83984375,13828.6030725352
696.0,6,37,900704.0,6037900704.0,9007.04,Census Tract 9007.04,G5020,S,5171417.0,6357,LIC,7671140.9140625,11801.8366397636
697.0,6,73,3800.0,6073003800.0,38.0,Census Tract 38,G5020,S,1793854.0,21921,DAC,2570544.203125,11537.6810263833
698.0,6,73,3901.0,6073003901.0,39.01,Census Tract 39.01,G5020,S,641586.0,0,Both,908633.22265625,4392.06533713935
699.0,6,73,3902.0,6073003902.0,39.02,Census Tract 39.02,G5020,S,1167020.0,6681,Both,1661978.13671875,5293.65563299803
700.0,6,73,4000.0,6073004000.0,40.0,Census Tract 40,G5020,S,856094.0,0,Both,1212564.25,4855.84649989963
701.0,6,73,4100.0,6073004100.0,41.0,Census Tract 41,G5020,S,1514790.0,0,Both,2145820.02734375,7551.738065886
702.0,6,73,8800.0,6073008800.0,88.0,Census Tract 88,G5020,S,1461012.0,0,LIC,2072757.66796875,7218.43106610729
703.0,6,73,9000.0,6073009000.0,90.0,Census Tract 90,G5020,S,1231846.0,0,LIC,1747480.578125,5792.843267831
704.0,6,81,605300.0,6081605300.0,6053.0,Census Tract 6053,G5020,S,1090636.0,0,LIC,1739618.75390625,7049.11028593394
705.0,6,81,605500.0,6081605500.0,6055.0,Census Tract 6055,G5020,S,1098048.0,0,LIC,1751183.15625,6080.49275894683
706.0,6,81,605900.0,6081605900.0,6059.0,Census Tract 6059,G5020,S,773555.0,0,LIC,1233536.234375,4850.82474393499
707.0,6,95,253105.0,6095253105.0,2531.05,Census Tract 2531.05,G5020,S,2472066.0,0,LIC,4026149.3984375,8200.99855120179
708.0,6,95,253107.0,6095253107.0,2531.07,Census Tract 2531.07,G5020,S,2543546.0,0,LIC,4141215.484375,8667.52518933048
709.0,6,71,9300.0,6071009300.0,93.0,Census Tract 93,G5020,S,11464572.0,0,Both,17086868.125,35001.840048658
710.0,6,37,533503.0,6037533503.0,5335.03,Census Tract 5335.03,G5020,S,173596.0,0,Both,253120.62890625,2159.74072001378
711.0,6,37,543702.0,6037543702.0,5437.02,Census Tract 5437.02,G5020,S,1315476.0,0,Both,1910514.40625,5545.66442815854
712.0,6,37,553902.0,6037553902.0,5539.02,Census Tract 5539.02,G5020,S,1055808.0,0,Both,1535931.87109375,5421.73430643683
713.0,6,37,570304.0,6037570304.0,5703.04,Census Tract 5703.04,G5020,S,545967.0,25568,Both,830876.6875,5060.73541588438
714.0,6,99,910.0,6099000910.0,9.1,Census Tract 9.10,G5020,S,1919245.0,0,LIC,3068703.984375,6991.82891382395
715.0,6,99,1001.0,6099001001.0,10.01,Census Tract 10.01,G5020,S,2569480.0,0,LIC,4106885.578125,9775.25136067175
716.0,6,37,403801.0,6037403801.0,4038.01,Census Tract 4038.01,G5020,S,1882743.0,0,LIC,2752859.96875,7988.37903875263
717.0,6,89,11300.0,6089011300.0,188.0,Census Tract 113,G5020,S,3372679.0,1703,LIC,5853720.05859375,17254.6118074778
718.0,6,89,12000.0,6089012000.0,120.0,Census Tract 120,G5020,S,10832949.0,68915,LIC,18837626.265625,21218.7661684569
719.0,6,65,30101.0,6065030101.0,301.01,Census Tract 301.01,G5020,S,496238.0,0,Both,723787.3671875,3938.95488828594
720.0,6,65,30103.0,6065030103.0,301.03,Census Tract 301.03,G5020,S,1003279.0,0,DAC,1463178.40234375,6258.94244046428
721.0,6,93,142.0,6093000100.0,1.0,Census Tract 1,G5020,S,860405317.0,44664518,LIC,1629326381.04688,237501.413651939
722.0,6,93,600.0,6093000600.0,51.0,Census Tact 6,G5020,S,548978420.0,1714095,LIC,988656516.335938,212142.63274283
723.0,6,93,1000.0,6093001000.0,10.0,Census Tract 10,G5020,S,406618146.0,2088236,LIC,725833236.085938,173315.171082056
724.0,6,37,408212.0,6037408212.0,4082.12,Census Tract 4082.12,G5020,S,2815272.0,35849,LIC,4158206.3046875,8350.5182565106
725.0,6,37,408301.0,6037408301.0,4083.01,Census Tract 4083.01,G5020,S,1991496.0,93796,Both,3044984.125,8316.80231658135
726.0,6,37,408302.0,6037408302.0,4083.02,Census Tract 4083.02,G5020,S,2925011.0,440688,Both,4913767.8515625,12028.3375043683
727.0,6,65,43512.0,6065043512.0,435.12,Census Tract 435.12,G5020,S,3096477.0,0,LIC,4492756.70703125,9940.8807933216
728.0,6,85,503111.0,6085503111.0,5031.11,Census Tract 5031.11,G5020,S,905167.0,0,LIC,1433884.78515625,5841.45084793867
729.0,6,85,503112.0,6085503112.0,5031.12,Census Tract 5031.12,G5020,S,1136976.0,0,Both,1801091.93359375,5517.3013851202
730.0,6,71,2804.0,6071002804.0,28.04,Census Tract 28.04,G5020,S,1003542.0,0,Both,1467086.44140625,4968.08978003976
731.0,6,71,825.0,6071000825.0,8.25,Census Tract 8.25,G5020,S,952026.0,0,Both,1391639.48828125,4716.56617297343
732.0,6,71,2105.0,6071002105.0,21.05,Census Tract 21.05,G5020,S,3350496.0,0,DAC,4898377.53125,12530.0477734826
733.0,6,71,1503.0,6071001503.0,15.03,Census Tract 15.03,G5020,S,553555.0,0,Both,808700.0703125,3834.59165713401
734.0,6,89,12339.0,6089012301.0,123.01,Census Tract 123.01,G5020,S,16997230.0,754593,LIC,30715866.234375,26753.7509558827
735.0,6,45,10802.0,6045010802.0,108.02,Census Tract 108.02,G5020,S,311062040.0,583001,LIC,521981581.320313,156215.104358354
736.0,6,45,10600.0,6045010600.0,106.0,Census Tract 106,G5020,S,740559408.0,1751376,LIC,1246703159.36328,334475.512033228
737.0,6,37,603703.0,6037603703.0,6037.03,Census Tract 6037.03,G5020,S,651955.0,0,DAC,948717.4765625,3999.06754597373
738.0,6,45,11500.0,6045011500.0,115.0,Census Tract 115,G5020,S,5238874.0,18652,LIC,8755653.12890625,23618.086181379
739.0,6,45,11600.0,6045011600.0,116.0,Census Tract 16,G5020,S,3824415.0,0,LIC,6365439.07421875,13550.4191974106
740.0,6,45,10500.0,6045010500.0,105.0,Census Tract 105,G5020,S,3701724.0,846568,LIC,7633732.17578125,16441.5848609019
741.0,6,45,10992.0,6045010900.0,109.0,Census Tarct 109,G5020,S,345799653.0,3051779,LIC,582409517.609375,173743.286943355
742.0,6,45,10200.0,6045010200.0,102.0,Census Turact 102,G5020,S,1916413483.0,24949924,LIC,3291798277.5,304721.732102426
743.0,6,45,11800.0,6045011800.0,118.0,Census Tract 118,G5020,S,655827097.0,1318996,LIC,1087649845.74609,223392.727998476
744.0,6,85,512401.0,6085512401.0,5124.01,Census Tract 5124.01,G5020,S,41346174.0,9155,LIC,65064509.8242188,50319.3412241076
745.0,6,85,505202.0,6085505202.0,5052.02,Census Tract 5052.02,G5020,S,9187231.0,0,Both,14571966.1328125,20709.4449003265
746.0,6,45,10700.0,6045010700.0,107.0,Census Tract 107,G5020,S,26645046.0,53812,LIC,44795962.0625,52151.8658807335
747.0,6,45,11200.0,6045011200.0,112.0,Census Tract 112,G5020,S,650709628.0,105252,LIC,1082431125.94922,299143.886313394
748.0,6,45,10400.0,6045010400.0,120.0,Census Tract 104,G5020,S,7114078.0,2669929,LIC,16430302.3710938,24404.0743679041
749.0,6,45,10300.0,6045010300.0,129.0,Census Tract 130,G5020,S,477173677.0,4426823,LIC,808882342.644531,184218.078234404
750.0,6,45,11300.0,6045011300.0,113.0,Censusq Tract 113,G5020,S,263373291.0,249307,LIC,438388865.777344,169174.387057721
751.0,6,85,503113.0,6085503113.0,5031.13,Census Tract 5031.13,G5020,S,728343.0,0,Both,1153569.72265625,4384.93004084079
752.0,6,111,4304.0,6111004304.0,43.04,Census Tract 43.04,G5020,S,1443415.0,0,LIC,2114238.3046875,7372.99571139828
753.0,6,111,4506.0,6111004506.0,45.06,Census Tract 45.06,G5020,S,643756.0,0,LIC,942332.73046875,3894.32032018383
754.0,6,111,4710.0,6111004710.0,47.1,Census Tract 47.10,G5020,S,1705446.0,0,LIC,2497215.76171875,8231.53011046175
755.0,6,111,4505.0,6111004505.0,45.05,Census Tract 45.05,G5020,S,559257.0,0,LIC,818776.64453125,3630.3093180265
756.0,6,35,40304.0,6035040304.0,403.04,Census Tract 403.04,G5020,S,3537581.0,78748,LIC,6243973.89453125,14261.0956559109
757.0,6,53,11203.0,6053011203.0,112.03,Census Tract 112.03,G5020,S,1809134.0,0,LIC,2792228.75,8762.97864530628
758.0,6,53,14500.0,6053014500.0,145.0,Census Tract 145,G5020,S,13886274.0,0,Both,21614282.265625,26159.1361232356
759.0,6,37,106114.0,6037106114.0,1061.14,Census Tract 1061.14,G5020,S,1011791.0,3298,LIC,1491205.80078125,6368.55770153549
760.0,6,37,106403.0,6037106403.0,1064.03,Census Tract 1064.03,G5020,S,1105644.0,0,LIC,1624357.6875,5283.37607041082
761.0,6,65,30104.0,6065030104.0,301.04,Census Tract 301.04,G5020,S,3273473.0,174839,DAC,5030513.53125,10727.4069053468
762.0,6,65,31601.0,6065031601.0,316.01,Census Tract 316.01,G5020,S,1938920.0,0,Both,2822623.265625,8554.62901342966
763.0,6,65,40102.0,6065040102.0,401.02,Census Tract 401.02,G5020,S,9903357.0,0,DAC,14453320.2695313,17329.462585541
764.0,6,37,101300.0,6037101300.0,1013.0,Census Tract 1013,G5020,S,2581214.0,0,LIC,3787078.24609375,10859.4923382036
765.0,6,37,103102.0,6037103102.0,1031.02,Census Tract 1031.02,G5020,S,1241029.0,0,LIC,1821420.625,6100.16307778495
766.0,6,37,104103.0,6037104103.0,1041.03,Census Tract 1041.03,G5020,S,949109.0,0,DAC,1393597.734375,4886.68452551323
767.0,6,37,104105.0,6037104105.0,1041.05,Census Tract 1041.05,G5020,S,584698.0,0,Both,858407.87890625,4298.3962603817
768.0,6,65,41101.0,6065041101.0,411.01,Census Tract 411.01,G5020,S,1578447.0,0,Both,2299332.6640625,7131.04114881127
769.0,6,65,41102.0,6065041102.0,411.02,Census Tract 411.02,G5020,S,2458349.0,0,Both,3580869.2265625,8947.05401095493
770.0,6,65,44518.0,6065044518.0,445.18,Census Tract 445.18,G5020,S,19391601.0,0,LIC,28267791.7070313,31710.3570618493
771.0,6,65,44521.0,6065044521.0,445.21,Census Tract 445.21,G5020,S,168135981.0,941309,LIC,246467014.386719,75437.1561985113
772.0,6,65,44919.0,6065044919.0,449.19,Census Tract 449.19,G5020,S,7863729.0,0,LIC,11408017.8242188,15571.1248956764
773.0,6,37,106510.0,6037106510.0,1065.1,Census Tract 1065.10,G5020,S,5708883.0,8398,DAC,8403029.3359375,13711.3778020879
774.0,6,37,106520.0,6037106520.0,1065.2,Census Tract 1065.20,G5020,S,2205882.0,0,Both,3240995.1015625,7307.77007561565
775.0,6,37,106604.0,6037106604.0,1066.04,Census Tract 1066.04,G5020,S,2611563.0,8851,Both,3849639.24609375,9724.94161925559
776.0,6,37,910605.0,6037910605.0,9106.05,Census Tract 9106.05,G5020,S,1343334.0,6658,LIC,1995767.28515625,5983.36802095166
777.0,6,37,910714.0,6037910714.0,9107.14,Census Tract 9107.14,G5020,S,1003314.0,651,LIC,1483947.390625,4993.48657579855
778.0,6,37,911001.0,6037911001.0,9110.01,Census Tract 9110.01,G5020,S,373223746.0,902533,LIC,551981393.464844,131070.374479461
779.0,6,37,570403.0,6037570403.0,5704.03,Census Tract 5704.03,G5020,S,570677.0,0,Both,830050.0625,3894.14500073406
780.0,6,37,900201.0,6037900201.0,9002.01,Census Tract 9002.01,G5020,S,235321891.0,131773,Both,349227446.128906,85380.7473353678
781.0,6,37,404503.0,6037404503.0,4045.03,Census Tract 4045.03,G5020,S,656776.0,0,Both,960483.44921875,3956.23165332157
782.0,6,37,402801.0,6037402801.0,4028.01,Census Tract 4028.01,G5020,S,1804259.0,4003,Both,2641024.2734375,8080.62349827378
783.0,6,37,403901.0,6037403901.0,4039.01,Census Tract 4039.01,G5020,S,1257912.0,0,LIC,1840064.1875,6247.89076033632
784.0,6,37,404000.0,6037404000.0,4040.0,Census Tract 4040,G5020,S,1316676.0,3901,LIC,1931387.59375,5918.54722307014
785.0,6,37,404100.0,6037404100.0,4041.0,Census Tract 4041,G5020,S,1348807.0,0,LIC,1972687.953125,5985.00548998285
786.0,6,37,404301.0,6037404301.0,4043.01,Census Tract 4043.01,G5020,S,1107477.0,0,Both,1620235.3828125,5151.38146761239
787.0,6,37,404302.0,6037404302.0,4043.02,Census Tract 4043.02,G5020,S,615758.0,0,LIC,900648.6328125,3821.64165269548
788.0,6,37,404401.0,6037404401.0,4044.01,Census Tract 4044.01,G5020,S,1450508.0,0,Both,2122183.67578125,7382.80896256293
789.0,6,37,431200.0,6037431200.0,4312.0,Census Tract 4312,G5020,S,1481495.0,0,LIC,2167217.26953125,7502.29037228678
790.0,6,111,7612.0,6111007612.0,76.12,Census Tract 76.12,G5020,S,3290166.0,0,LIC,4830251.1640625,15042.6062925488
791.0,6,111,702.0,6111000702.0,7.02,Census Tract 7.02,G5020,S,790244.0,0,LIC,1162129.98828125,5037.0848605219
792.0,6,37,113233.0,6037113233.0,1132.33,Census Tract 1132.33,G5020,S,1143937.0,0,Both,1677492.296875,6170.46223654228
793.0,6,37,113234.0,6037113234.0,1132.34,Census Tract 1132.34,G5020,S,1012996.0,9924,LIC,1500000.01171875,6202.15465368514
794.0,6,85,512052.0,6085512052.0,5120.52,Census Tract 5120.52,G5020,S,1471610.0,64209,LIC,2428034.98046875,6975.91291104299
795.0,6,57,900.0,6057000900.0,76.0,Census Tract 9,G5020,S,1300604639.0,28051665,LIC,2227256391.00781,401372.043358601
796.0,6,65,41301.0,6065041301.0,413.01,Census Tract 413.01,G5020,S,2122289.0,0,LIC,3090563.7265625,7077.40538014156
797.0,6,65,41302.0,6065041302.0,413.02,Census Tract 413.02,G5020,S,1485889.0,0,Both,2163383.18359375,8079.39559868872
798.0,6,65,44931.0,6065044931.0,449.31,Census Tract 449.31,G5020,S,1308035.0,0,LIC,1899971.07421875,5840.88302969049
799.0,6,37,402902.0,6037402902.0,4029.02,Census Tract 4029.02,G5020,S,1845219.0,0,Both,2693650.5625,7657.25763358683
800.0,6,37,403000.0,6037403000.0,4030.0,Census Tract 4030,G5020,S,2416493.0,1922,Both,3530696.70703125,9541.59887678115
801.0,6,37,403200.0,6037403200.0,4032.0,Census Tract 4032,G5020,S,2518357.0,845,DAC,3677967.296875,8786.9551863028
802.0,6,85,501102.0,6085501102.0,5011.02,Census Tract 5011.02,G5020,S,1225148.0,0,Both,1942386.1171875,5829.09620664746
803.0,6,37,403312.0,6037403312.0,4033.12,Census Tract 4033.12,G5020,S,6925844.0,30053,LIC,10150297.4257813,13914.6200234488
804.0,6,37,404402.0,6037404402.0,4044.02,Census Tract 4044.02,G5020,S,3346361.0,19831,Both,4923897.55078125,10322.040327602
805.0,6,37,404702.0,6037404702.0,4047.02,Census Tract 4047.02,G5020,S,1156276.0,0,Both,1689389.09375,5976.07553747024
806.0,6,37,404703.0,6037404703.0,4047.03,Census Tract 4047.03,G5020,S,1235935.0,80466,Both,1923050.09375,8700.41088728336
807.0,6,37,404801.0,6037404801.0,4048.01,Census Tract 4048.01,G5020,S,1393385.0,0,Both,2036182.07421875,6337.55398568225
808.0,6,37,404802.0,6037404802.0,4048.02,Census Tract 4048.02,G5020,S,1042383.0,0,Both,1523048.25390625,5696.61306581973
809.0,6,37,404803.0,6037404803.0,4048.03,Census Tract 4048.03,G5020,S,471769.0,16401,Both,713190.0546875,5239.58933502787
810.0,6,37,404903.0,6037404903.0,4049.03,Census Tract 4049.03,G5020,S,545369.0,0,Both,797131.0546875,3884.97986170586
811.0,6,45,11001.0,6045011001.0,110.01,Census Tract 11.01,G5020,S,201440114.0,11422424,LIC,354663137.894531,150578.705679324
812.0,6,65,43602.0,6065043602.0,436.02,Census Tract 436.02,G5020,S,1907204.0,0,LIC,2768221.8671875,7522.4622947367
813.0,6,37,117405.0,6037117405.0,1174.05,Census Tract 1174.05,G5020,S,201834.0,0,Both,296020.53125,2193.37527183193
814.0,6,37,910205.0,6037910205.0,9102.05,Census Tract 9102.05,G5020,S,28198038.0,1040326,LIC,43188836.4570313,29859.0363346846
815.0,6,65,45118.0,6065045118.0,451.18,Census Tract 451.18,G5020,S,2755208.0,101076,LIC,4140558.4765625,10246.9319892981
816.0,6,85,501101.0,6085501101.0,5011.01,Census Tract 5011.01,G5020,S,656885.0,0,LIC,1041285.05078125,4732.20263647797
817.0,6,85,503122.0,6085503122.0,5031.22,Census Tract 5031.22,G5020,S,3645298.0,0,Both,5773028.59375,10810.9087121699
818.0,6,85,503121.0,6085503121.0,5031.21,Census Tract 5031.21,G5020,S,2146009.0,0,LIC,3398053.328125,7900.93249278031
819.0,6,85,503118.0,6085503118.0,5031.18,Census Tract 5031.18,G5020,S,565900.0,0,LIC,896357.625,4418.25746349553
820.0,6,65,44926.0,6065044926.0,449.26,Census Tract 449.26,G5020,S,1620115.0,0,LIC,2353280.83984375,6822.23954011013
821.0,6,65,45117.0,6065045117.0,451.17,Census Tract 451.17,G5020,S,3586108.0,0,LIC,5196537.01171875,11207.4613616019
822.0,6,65,45707.0,6065045707.0,457.07,Census Tract 457.07,G5020,S,2066450.0,0,Both,2992004.06640625,8237.85546407547
823.0,6,37,405001.0,6037405001.0,4050.01,Census Tract 4050.01,G5020,S,1675689.0,25952,Both,2488070.6015625,7133.36117684708
824.0,6,37,405002.0,6037405002.0,4050.02,Census Tract 4050.02,G5020,S,891361.0,0,Both,1303322.20703125,4713.87569735975
825.0,6,37,405102.0,6037405102.0,4051.02,Census Tract 4051.02,G5020,S,962818.0,0,Both,1407333.21484375,5737.69098110923
826.0,6,37,405201.0,6037405201.0,4052.01,Census Tract 4052.01,G5020,S,1354248.0,1874,Both,1982030.546875,6602.14825943299
827.0,6,37,405202.0,6037405202.0,4052.02,Census Tract 4052.02,G5020,S,953267.0,0,Both,1393105.265625,4947.71143445305
