characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
"Total - Male, White, non-Hispanic",Male,"Whtie, non-Hispanic",2005,23340.0,403.0,Reporting standards not met (too few cases for a reliable estimate).,1437.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2006,22580.0,773.0,Reporting standards not met (too few cases for a reliable estimate).,1453.0,46.0,Reporting standard snot met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hbispanic",2007,22000.0,161.0,Reporting standards not met (too few cases for a reliable estimate).,1497.0,59.0,Reporting standards not met (too few acses for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hiqspanic",2008,20820.0,1113.0,Reporting standards not met (too few cases for a reliable estimate).,1511.0,62.0,Reporting standards not met (too few cases for a reliable estimate).
"Totazl - Male, White, non-Hispanic",Male,"White, non-Hispanic",2009,21180.0,458.0,Reporting sftandards not met (too few cases for a reliable estimate).,1361.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2010,17800.0,803.0,Reporting standards not met (too few cases for a reliable estimate).,1306.0,62.0,Reporting stadards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2011,19510.0,540.0,Reporting standards not met (too few cases for a reliable estimate).,1186.0,57.0,Reportingstandards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2012,19350.0,1289.0,Reporting standards not met (too few cases for a reiable estimate).,1210.0,53.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Mayle, Black, non-Hispanic",Mle,"Back, non-Hispanic",2000,20000.0,1795.0,Reporting standards not met (too few cases for a reliable estimate).,275.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, nonz-Hispanic",aMle,"Black, non-Hispanic",2001,19450.0,1078.0,Reporting standards not met (too few case sfor a reliable estimate).,293.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",Mae,"Black, non-Hispanic",2002,16590.0,1409.0,Reporting standards not met (too few cases for a reliable estimate).,288.0,31.0,Reporting standards ncot met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispani c",2003,18820.0,817.0,Reporting standards not met (too few cases for a reliable estimate).,294.0,31.0,qReporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",Mael,"Black, non-Hispanizc",2004,17940.0,1466.0,Reporting standards not met (too few cases for a reliable estmiate).,279.0,25.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Blac,k non-Hispanic",Male,"Black, non-Hispanic",2005,16640.0,1657.0,Reporting standards not met (too few cases for a reliabile estimate).,305.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispaic",2006,20100.0,640.0,Reporting standards not met (too few cases for a reliable estimate).,320.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",Mael,"Black, non-Hispanic",2007,18490.0,2353.0,Reporting standards not met (too few cases for a reiable estimate).,347.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanci",Mlae,"Black, non-Hispanic",2008,19920.0,2026.0,Reporting standards not met (too few cases for a reliable estimate).,280.0,25.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, onn-Hispanic",aMle,"rBlack, non-Hispanic",2009,12860.0,2002.0,Reporting standards not met (too few cases for a reliable estimate).,306.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-ispanic",Mael,"Black, non-Hispani",2010,15740.0,930.0,Reporting standards not met (tojo few cases for a reliable estimate).,278.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Maloe, Black, non-Hispanic",Mmale,"Black, non-Hispani",2011,12050.0,708.0,Rpeorting standards not met (too few cases for a reliable estimate).,260.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",ale,"Black, non-Hispanic",2012,12230.0,958.0,Reporting standards rnot met (too few cases for a reliable estimate).,312.0,26.0,Reporting standards not met (too few ases for a reliable estimate).
"Total - Male, Hispanic",Male,Hispanic,2000,21330.0,595.0,Reporting standards not met (too few cases for a reliable estimate).,495.0,40.0,Reporting stanndards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",ale,Hisanic,2001,20230.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,474.0,39.0,Reporting zstandards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Male,Hispanic,2002,21240.0,542.0,Reporting standards ont met (too few cases for a reliable estimate).,514.0,41.0,Reporting standards not met (too few cases fo ra reliable estimate).
"Total - Male, Hispanic",Mael,Hispanic,2003,19470.0,651.0,Reporting standards not met (too few cases for a reliable estimate).,476.0,39.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Malpe,Hspanic,2004,18700.0,863.0,Reporting standards not met (too few cases for a reliable estimate).,513.0,30.0,Reporting standards not met (too few cases fo a reliable estimate).
"Total - Male, Hispanic",Male,Hispainc,2005,19960.0,1216.0,Reporting standards not met (too few cases for a reliable esitmate).,501.0,26.0,Reporting standards not met (too few cases for a reilable estimate).
"Total - Male, Hispanic",Mael,Hispanic,2006,20670.0,783.0,Reporting standards not met (too few cases for a reliable estimate).,537.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hspanic",Male,Hispnic,2007,19560.0,987.0,Reorting standards not met (too few cases for a reliable estimate).,520.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Male,Hispainc,2008,19140.0,1371.0,Reporting standards not met (too few cases for a reliable estimate).,481.0,27.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Male,Hispanic,2009,17860.0,1533.0,Reporting standards not met (too few cases for a reliable estimate).,476.0,23.0,Reporting standards not me (too few cases for a reliable estimate).
"oTtal - Male, Hispanic",Male,Hispanic,2010,17880.0,664.0,Reporting standards not met (too few casesu for a reliable estimate).,529.0,28.0,Reporting standards not met (too few cases for a reliable estimate).
"Total -Male, Hispanic",Mae,Hispanic,2011,17840.0,879.0,Reporting standards not met (too few fcases for a reliable estimate).,498.0,30.0,Reporting standards nto met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Muale,Hibspanic,2012,17940.0,2254.0,Reporting standards not met (too few cases for a reliable estimate).,556.0,31.0,Repocrting standards not met (too few cases for a reliable estimate).
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanioc",2000,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliabl estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",aMle,"Asian, non-Hipanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include PacificIslanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for2 000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, no-Hispanic",2002,19450.0,520.0,Reproting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estiamte). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Maale,"Asian, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too efw cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 andh 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",ale,"Asian, non-Hiuspanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, nonh-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimatje). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asin, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 anyd 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable esztimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Malwe,"Asian, non-Hispanc",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimat)e. Data for 2000 and 2001 include Pacific Islanders.
"Tqotal - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliale estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too fewc ases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hipanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Data no tavailable.
"Total - Male, Pacific Islander, non-Hispanic",Macle,"Pacific Islanduer, non-Hispanic",2001,19450.0,520.0,Data not avilable.,233.0,30.0,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific nIslander, non-Hispanic",2002,19450.0,520.0,Reporting standadrs not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, no-nHispanic",Male,"Pacific Islander, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Mael,"Pacific Isltander, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (to ofew cases for a reliable estimate).
"Total - Male, Pacifgic Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2005,19450.0,520.0,Reporiting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",ale,"Pacifi cIslander, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too fw cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliabdle estimate).,233.0,30.0,Reporting standards not met (too few cases for a reiable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Maqle,"Pacific Islander, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estmate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Mtale,"Pacific Islander, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cpases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander,w non-Hispanic",2011,19450.0,520.0,Reporing standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Amerian Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Nativle, non-Hispanic",2000,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Ttoal - Male, American Indian/Alaska Native, non-Hispanic",ale,"American Indian/Alaska Native, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few acses for a reliable estimate).,233.0,30.0,Reporting standards not met (toofew cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (oto few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, nn-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alska Native, non-Hispanic",Mae,"American Indian/lAaska Native, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (to ofew cases for a reliable estimate).
"Total - Male, American Indian/nAlaska Native, non-Hispanic",ale,"American Indian/Alaska Nativ,e non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate.),233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mle,"American Indian/Alaska Native, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting stbandards not met (too few cases for a reliable estimate).
"Total - Male American Indian/Alaska Native, non-Hispanic",zMale,"American Inian/Alaska Native, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Amoerican Indian/Alaska Native, non-Hispanic",Malfe,"American Indian/Alaskad Native, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alska Native, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,19450.0,520.0,Reporting standards not mte (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more racesk, non-Hispanic",2000,19450.0,520.0,Dtaa not available.,233.0,30.0,Data not available.
"Total - Mal, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable setimate).
"Total - Male, Two or more races, non-Hicspanic",aMle,"Two or more races, non-Hispanic",2003,19450.0,520.0,Reprting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two o rmore races, non-Hispanic",Male,"Two or more races, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two r more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more rdaces, non-Hispanic",Male,"Two or more raices, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, nnon-Hispanic",Mlae,"Two or more races, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more arces, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Mal,e Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanci",2009,19450.0,520.0,Reporting astandards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Mlae,"To or more races, non-Hispanic",2010,19450.0,520.0,Reporting standards not mt (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more aces, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Maxle,"Two or more races, nn-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases fora reliable estimate).
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2000,18670.0,702.0,Reportig standards not met (too few cases for a reliable estimate).,1070.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2001,17760.0,669.0,Reporting standards not met (too few cases for a reliable estimate).,1100.0,42.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",emale,"White, non-Hispanic",2002,19150.0,579.0,Reporting standards not met (too few cases for a reliable estimate).,989.0,40.0,Rporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispainc",Female,"White, non-Hispanic",2003,18720.0,588.0,Reporting standards not met (too few cases for a reliable estimate).,978.0,39.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, hWite, non-Hispanic",Fepmale,"White, on-Hispanic",2004,16360.0,1011.0,Reporting stanards not met (too few cases for a reliable estimate).,970.0,45.0,Reporting standards not met (too few cases for a reliable estimate).
"Total u- Female, White, non-Hispanic",Female,"White, non-Hispanic",2005,15660.0,911.0,Reporting standards not met (too few cases for a reliable estimate).,934.0,41.0,Reporting standards not xmet (too few cases for a reliable estimate).
"Total - Female, hWite, non-Hispanic",Femajle,"White, non-Hispanic",2006,17060.0,471.0,Reporting standards not met (too few cases for a reliable estimate).,924.0,46.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Fembale,"White, non-Hispanic",2007,18430.0,1019.0,Reporting standards not met (too few cases for a reliable estimate).,907.0,48.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Fmale,"White, non-Hispanic",2008,15790.0,938.0,Reporting standards not met (too few cases for a reliable estimate).,870.0,43.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Feale,"White, non-Hispanic",2009,14660.0,1285.0,Reporting standards not met (too few cases for a reliable estmate).,830.0,45.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2010,12740.0,1066.0,Reporting stadnards not met (too few cases for a reliable estimate).,859.0,47.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Female,"White, non-Hispnic",2011,13930.0,1449.0,Reporting standards not met (too few caes for a reliable estimate).,713.0,42.0,Reporting standards not met (ytoo few cases for a reliable estimate).
"Total -F emale, White, non-Hispanic",Femle,"White, no-Hispanic",2012,13970.0,1509.0,Reporting standards no tmet (too few cases for a reliable estimate).,679.0,40.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female,Black, non-Hispanic",eFemale,"Black, non-Hispanic",2000,17330.0,860.0,Reporting standards not met (too few cases for a reliable estimate).,312.0,32.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Female,"Black, no-nHispanic",2001,18150.0,1411.0,Reporting standards not met (tcoo few cases for a reliable estimate).,273.0,30.0,Reporting standards not met (too few cases fogr a reliable estimate).
"Total - Female, Black, non-Hispanic",Femae,"Black, non-Hispanic",2002,18580.0,1209.0,Reporting standards not met (too few cases for a reliable estimate).,238.0,28.0,Reporting standards not met (too fe cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2003,12480.0,792.0,Reporting standards not met (too few cases for a reliable estimate).,258.0,29.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",emale,"Black, non-Hispani c",2004,12940.0,2271.0,Reporting standards not met (too few cases for a reliabl eestimate).,265.0,23.0,Reporting standards not met (oto few cases for a reliable estimate).
"Total- Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2005,15030.0,1499.0,Reportitng standards not met (too few cases for a reliable estimate).,255.0,20.0,Reporting standards knot met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",eFemale,"Black, non-Hispanic",2006,17090.0,1100.0,Reporting standards not met (too few cases for a reliable estimate).,247.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Fmale,"Black, non-Hispanic",2007,15340.0,1111.0,Reporting standards not met (too few cases for a reliable emstimate).,233.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2008,15490.0,1380.0,Reporting standards not met (too few cases for a reliable estimate).,216.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black,k non-Hispanic",Female,"Black, non-iHspanic",2009,12770.0,1062.0,Reporting standards not met (too few cases for a reliable estimate).,283.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispani",2010,13460.0,970.0,Reporting standards not met (too few cases for a reliable estimate).,180.0,19.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Blac,k non-Hispanic",Female,"Black, non-Hispanic",2011,12250.0,2095.0,Reporting standards not met (too few cases for a reliable estimate).,210.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2012,11990.0,1031.0,Reporting standards not mt (too few cases for a reliable estimate).,233.0,21.0,Reporting standards not met (too few cases for a reliable esitmate).
"Total - Femael, Hispanic",eFmale,Huispanic,2000,17060.0,1361.0,Reporting standards not met (too few cases for a reliable estimate).,287.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Femlae, Hispanic",Fmeale,Hispanic,2001,16210.0,1123.0,Reporting standards not met (too fewc ases for a reliable estimate).,284.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Female,Hispanic,2002,16590.0,1090.0,Reportings standards not met (too few cases for a reliable estimate).,281.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Femael,Hispanic,2003,16220.0,1343.0,Reporting standards not met (too few cases for a reliable estimate).,266.0,29.0,Reporting standards not met (too few cases for a reliable esitmate).
"Total a- Female, Hispanic",Female,Hispanic,2004,16590.0,1219.0,Reportingstandards not met (too few cases for a reliable estimate).,268.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
"Tortal - Female, Hispanic",Female,Hispanic,2005,15570.0,1243.0,Reporting standards not met (too few cases for a reliable estimate).,291.0,21.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Female,Hispanic,2006,16960.0,775.0,Reportng standards not met (too few cases for a reliable estimate).,280.0,20.0,Reporting standards not met (too feow cases for a reliable estimate).
"Total - Female, Hispanic",Femlae,Hispaic,2007,16410.0,1229.0,Reporting standards not met (too few cases for a relable estimate).,268.0,21.0,Reporting standards not met (too few cases for a reliablet estimate).
"Total - Female, Hispanic",emale,Hispainc,2008,15640.0,549.0,Reporting standards not met (too few cases for a reliable estimate).,292.0,21.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Femlae,Hispanic,2009,15560.0,1154.0,Reporting standards not met (too few cases for a reliable estimate).,260.0,20.0,Reporting standards not met (too fewcases for a reliable estimate).
"Total - Female, Hispanic",Femael,Hwispanic,2010,12580.0,697.0,Reporting stanadrds not met (too few cases for a reliable estimate).,270.0,19.0,Reporting standards not met (too feew cases for a reliable estimate).
"Total - Female, Hispanic",Female,Hispanic,2011,14880.0,619.0,Reporting standards not met (tkoo few cases for a reliable estimate).,337.0,25.0,Reporting standards not met (too few cases for a reliable estimate).
"Ttal - Female, Hispanic",Female,Hispuanic,2012,14390.0,880.0,Reporting standards not met (too few cases for a reliable estimate).,313.0,23.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Asiamn, non-Hispanic",jFemale,"Asian, non-Hispanic",2000,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 inlude Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"sAian, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total -F emale, Asian, non-Hispanic",Female,"Asiaen, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",emale,"Asian, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (to few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
