OBJECTID,SLRU_ID,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_CD,SLRU_NR,ADMIN_FO_NM,SLRU_EVAL,SLRU_ORIG_DT,SLRU_MOD_DT,SL_OVRL_RT,SL_OVRL_TX,SLRU_NRTV,GlobalID,created_date,last_edited_date,SHAPE_Length,SHAPE_Area
140,SLCON05000002,CO,N05000,CON05000,002,White River,"Ted, Julie",2011/07/21 00:00:00+00,,Moderate,"Lower use, but has a landmark (Skull Creek rim) and WSA","Hunting, hiking, and some private landowners.  Adjacent land use slightly important to highway used by Monument visitors; WSA.",{66D8B88B-A560-4D53-ACA3-186D2DF11F63},,,112157.149001498,356667660.435754
141,SLCON05000001,CO,N05000,CON05000,001,White River,"Chad, Ted, Julie",2011/07/21 00:00:00+00,,Moderate,Low use and generally low sensitivity except for adjacent land uses.,"Private ranch landowners and seasonal hunters, closed in winter;  close proximity to Monument and adjacent to WSAs.",{F73A513F-BFC5-416F-BF01-BECEFC2E0EC2},,,106718.724287976,297350091.080888
142,SLCON05000022,CO,N05000,CON05000,022,White River,"Chad, Jimmy",2011/08/31 00:00:00+00,,High,Public interest is high and public input requested higher rating.,"Local residences but minimal use by ranchers and hunters.  Limited access but proximity to adjacent Dinosaur National Monument, Willow Creek and Skull Creek WSAs makes public interest high.",{FB7AA5F0-C4E7-4F4C-A0A6-3A7EDF4B7DC1},,2018/04/26 19:05:41+00,84639.8090960992,231135724.161766
143,SLCON05000021,CO,N05000,CON05000,021,White River,"Chad, Ted, Julie",2011/07/21 00:00:00+00,,Moderate,Major access to Dinosaur National Monument. (N.M.),"Some agricultural/ranching use, mostly seasonal access to Dinosaur N.M.,  closed during winter.  Adjacent to WSA's-Bull Canyon and Willow Creek, and Dinosaur N.M.",{9C25B2C1-2CC7-41BE-9B75-5B94D9073E1A},,,20586.6492250396,22747552.8119363
144,SLCON05000009,CO,N05000,CON05000,009,White River,"Ted, Julie, Chad",2011/07/21 00:00:00+00,,Low,"Pretty low use, limited access, minimal interest.","Very limited use by oil and gas, hunters, and some private ranching due to limited access and limited visibility from adjacent areas.",{BD5AC6E8-13BD-45A4-A1A8-A77429DDD142},,,150903.909952284,496429215.146267
145,SLCON05000008,CO,N05000,CON05000,008,White River,"Ted, Julie, Chad, Jimmy",2011/07/21 00:00:00+00,,Moderate,"Pretty low use, limited access, minimal interest; public requested high rating.","Low use by hunters/livestock due to limited access and dead-end roads.  Very small amount of oil and gas activity.   Unit not very visible from adjacent areas; several ACECs but really small.",{7C26A29F-8E1C-487A-96BE-21E9BBA2BE25},,,99260.0494732089,546944408.946863
146,SLCON05000017,CO,N05000,CON05000,017,White River,"Ted, Chad, Julie",2011/07/21 00:00:00+00,,Moderate,"High use, but not very sensitive to visual change because of all the existing development.","High use by residents, businesses, tourism (in autumn), recreation, hunters, industry, hospitality, some areas are critical (like China Wall) but there is much existing modifications.  Meeker Massacre site is historically significant.",{BBFE88BB-2BA5-4394-9BF1-4C8EA3FDEA78},,,58744.715346069,105424943.108865
155,SLCON04000002,CO,N04000,COG02000,002,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,Moderate,"Limited to no access to public land, not visible from major population centers or travel corridors.  Primary usesers O & G workers commuting and private land owners.",Defined by the steep/prominent cliff faces along the western extent of the Roan Plateau.  Bound by County Road 215 and the rim of the Roan Plateau.,{7F7AF1C6-ABB8-4C92-B5AB-5E995E9433F7},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,55353.772407717,21620992.1297684
156,SLCON04000008,CO,N04000,COG02000,008,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,Moderate,Only open OHV area in the CRVFO. Popular OHV area for local communities.,Defined by the boundary of the OHV open area.,{304CA302-C75A-4127-A836-F20A31BB52D7},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,20373.4066160386,9472383.34570202
157,SLCON04000006,CO,N04000,COG02000,006,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,Low,Only publicly accessible from County Road 215. Heavy industrial development and predominantly private land.,Defined by County Road 215 to the east and Parachute Creek to the west and town of Parachute to the south.,{8DC7B282-9596-4294-84A7-97CC871E04B9},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,45831.1461851366,7506425.5382597
158,SLCON04000004,CO,N04000,COG02000,004,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,High,"Signifcant area and important to public because of East Fork Parachute Creek box canyon and falls; supports rare and sensitive plant species; fish habitat.",Defined by the extent that is visible from the drainage bottom and from the East Parachute Creek Falls as determined by GIS analysis.,{5808DE76-C7A0-404D-813C-AEAFF40F3668},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,80671.5344559531,26638359.1050903
159,SLCON04000001,CO,N04000,COG02000,001,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,Moderate,"Not easily accessible, or visible from major population centers or travel corridors.  Seasonal use - hunting and grazing.",Defined by the gently rolliing topography on top of the Roan Plateau.  Bound by the rim and major drainages that dissect the top of the plateau.,{9EDD0014-8D6D-4D52-9ADF-091456327736},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,250675.581890689,158407206.514687
160,SLCON04000005,CO,N04000,COG02000,005,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,High,"Higly visible from I70/Colorado River Valley & State Hwy13 corridors, as well as from greater distances. Prominent backdrop to nearby communities.  Visual focal point of the Roan Plateau.",Defined by the extent that is visible from the major travel corridors and nearby communities as determined by GIS analysis. Includes a 1/4 mile setback from the sourthern and easter rim of the Roan Cliffs and includes the Anvil-Roan Cliffs Road. ,{614B993B-E28E-45D5-BF94-2C3FCDFF783F},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,156565.290762899,186794583.806849
161,SLCON04000003,CO,N04000,COG02000,003,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,High,"Significant area and important to public because of rare and sensitive plant communities;  and native fish species.",Defined by the extent that is visible from the drainage bottom as determined by GIS analysis.,{38AE3D72-4623-4DE1-9908-89A83422518E},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,95174.9752744907,24144386.9407168
162,SLCON04000007,CO,N04000,COG02000,007,Colorado River Valley Field Office,"Faith Dziedzic, Julie McGrew, Greg Wolfgang, Brian Hopkins",2014/01/17 00:00:00+00,,Moderate,Heavily traveled and scenic.,"Defined by the toe of the Roan Cliffs, the Colorado River, and State Hwy 13.",{D5AAC45E-8E11-419D-A251-54588B13BF75},2014/03/19 21:53:42+00,2014/03/19 21:53:42+00,170724.997618463,78922573.5731541
547,SLCON02000547,CO,N02000,CON02000,547,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,High,Unknown,,{0533A752-1737-4B97-B45B-B24F7DDDE7A5},2014/06/26 13:56:21+00,2018/02/20 19:15:48+00,71183.2621179041,151082670.012767
548,SLCON02000548,CO,N02000,CON02000,548,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{8A23481B-868C-4427-B065-B54D990BFBEC},2014/06/26 13:56:21+00,2018/02/20 19:15:56+00,56972.409682983,42728631.6336917
549,SLCON02000549,CO,N02000,CON02000,549,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{C245C28E-CE66-4B74-ADFD-86E4A1B11049},2014/06/26 13:56:21+00,2018/02/20 19:16:02+00,23060.5984448215,14996005.435771
550,SLCON02000550,CO,N02000,CON02000,550,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{4362EAE5-D9CD-491E-9D75-9B5105A2F857},2014/06/26 13:56:21+00,2018/02/20 19:16:07+00,13203.4889003827,6529483.0159935
551,SLCON02000551,CO,N02000,CON02000,551,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{BB06B50F-AA87-4FAA-990F-2EE0499280D5},2014/06/26 13:56:21+00,2018/02/20 19:16:14+00,41955.450017582,53368846.7746763
552,SLCON02000552,CO,N02000,CON02000,552,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{7FE7EA1C-8ED6-47D9-8F8B-686B419786FB},2014/06/26 13:56:21+00,2018/02/20 19:16:20+00,17082.2765937507,11419722.7831945
553,SLCON02000553,CO,N02000,CON02000,553,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{682E671C-0DE1-406F-89B2-13F874F41DFC},2014/06/26 13:56:21+00,2018/02/20 19:16:29+00,35194.7166753033,42135518.7430255
554,SLCON02000554,CO,N02000,CON02000,554,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,High,Unknown,,{670B29C1-6FA0-4431-82F0-FA5B37EEDE4B},2014/06/26 13:56:21+00,2018/02/20 19:16:33+00,45940.6969265682,38671351.5246419
555,SLCON02000555,CO,N02000,CON02000,555,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,High,Unknown,,{9C123D08-B527-4E85-9CC4-47EE1AF8E919},2014/06/26 13:56:21+00,2018/02/20 19:16:39+00,713625.736907347,1953950082.68684
556,SLCON02000556,CO,N02000,CON02000,556,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{B17DD722-B0C9-465D-B601-10E8C489FEC9},2014/06/26 13:56:21+00,2018/02/20 19:16:56+00,5841.23548623275,1115835.3749916
557,SLCON02000557,CO,N02000,CON02000,557,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{F9DF2208-6EBE-4F85-871E-E0B6D6A89BD6},2014/06/26 13:56:21+00,2018/02/20 19:17:05+00,34490.4451443427,20689190.9286036
558,SLCON02000558,CO,N02000,CON02000,558,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{A11EAD8A-75A6-4157-A7BF-0603222DA0DF},2014/06/26 13:56:21+00,2018/02/20 19:17:11+00,51433.2101208204,109340693.370865
559,SLCON02000559,CO,N02000,CON02000,559,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{D9EE1F17-D12A-47EF-A0B4-87B972CEB891},2014/06/26 13:56:21+00,2018/02/20 19:17:17+00,36643.1132947343,33004373.7675392
560,SLCON02000560,CO,N02000,CON02000,560,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{1FC05988-388D-4CB8-BC09-1FF52B992CB1},2014/06/26 13:56:21+00,2018/02/20 19:17:22+00,47083.5529155689,40529824.4801852
561,SLCON02000561,CO,N02000,CON02000,561,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{1D13EEDD-E0A9-45FC-B5D3-FBBDCB71F6F2},2014/06/26 13:56:21+00,2018/02/20 19:17:29+00,32690.3423347038,37452347.4841635
562,SLCON02000562,CO,N02000,CON02000,562,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{3209256D-B52A-49A4-963A-A207FD775C0A},2014/06/26 13:56:21+00,2018/02/20 19:17:36+00,67237.3793109766,61383116.2084859
563,SLCON02000563,CO,N02000,CON02000,563,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{44A9EE75-0D6E-471B-9F84-91F38A9821F9},2014/06/26 13:56:21+00,2018/02/20 19:17:43+00,55679.0884395899,66713309.3595538
564,SLCON02000564,CO,N02000,CON02000,564,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{9FD64447-782E-4050-AB1F-1433D9926754},2014/06/26 13:56:21+00,2018/02/20 19:17:49+00,14145.6851861945,10661484.982725
565,SLCON02000565,CO,N02000,CON02000,565,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{3B1E141A-4E91-4DB3-9157-4DCEB91C2998},2014/06/26 13:56:21+00,2018/02/20 19:17:56+00,18129.0120509764,21577283.6264696
566,SLCON02000566,CO,N02000,CON02000,566,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{99DC8B52-652D-4EC8-A0D8-51F8B3B06119},2014/06/26 13:56:21+00,2018/02/20 19:18:02+00,9962.89017994448,6076729.09636604
567,SLCON02000567,CO,N02000,CON02000,567,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{AF237C8B-C663-4AB4-8E72-5EF29EAD0847},2014/06/26 13:56:21+00,2018/02/20 19:18:11+00,13432.1623618601,8885117.57601154
568,SLCON02000568,CO,N02000,CON02000,568,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{900BC34E-186F-4EAD-88F6-8FAFBC9278E5},2014/06/26 13:56:21+00,2018/02/20 19:18:16+00,26348.6894018643,27080302.931335
569,SLCON02000569,CO,N02000,CON02000,569,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{55FCF798-FE93-494C-AAFC-060B06FFFC49},2014/06/26 13:56:21+00,2018/02/20 19:18:24+00,18922.3121633659,7668787.40060676
570,SLCON02000570,CO,N02000,CON02000,570,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{3830865B-F2D4-4577-A886-4C888FBE962A},2014/06/26 13:56:21+00,2018/02/20 19:18:32+00,35790.9885668878,34103188.1881756
571,SLCON02000571,CO,N02000,CON02000,571,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{5A555838-3040-4D89-B387-7D25E90ADA20},2014/06/26 13:56:21+00,2018/02/20 19:18:40+00,13861.3725684028,10780164.6138305
572,SLCON02000572,CO,N02000,CON02000,572,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{0919B90A-7C26-4A5A-9217-B3F4C2D1A35B},2014/06/26 13:56:21+00,2018/02/20 19:18:46+00,16174.0220886458,8429784.14595058
573,SLCON02000573,CO,N02000,CON02000,573,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{3A73D6B3-15AA-44B7-BFEE-3D466BCFC1C7},2014/06/26 13:56:21+00,2018/02/20 19:18:53+00,77005.9457683332,98864041.6762612
574,SLCON02000574,CO,N02000,CON02000,574,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,High,Unknown,,{8ABC0370-E5E3-40B5-A0FA-7E2FD7D8E45D},2014/06/26 13:56:21+00,2018/02/20 19:18:58+00,10193.518088874,5683541.52630211
575,SLCON02000575,CO,N02000,CON02000,575,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,High,Unknown,,{DB917B80-AF18-4DB6-93D1-5AA3900B711D},2014/06/26 13:56:21+00,2018/02/20 19:19:15+00,685976.754371543,1163421377.60383
576,SLCON02000576,CO,N02000,CON02000,576,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{5E721B7F-FB01-400E-BE0B-0037B496BA2C},2014/06/26 13:56:21+00,2018/02/20 19:19:20+00,38693.540620317,24565839.8730433
577,SLCON02000577,CO,N02000,CON02000,577,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{E72D9AA4-5707-4F7C-9629-EC58065B63FD},2014/06/26 13:56:21+00,2018/02/20 19:19:26+00,84022.0772675168,81097462.88414
578,SLCON02000578,CO,N02000,CON02000,578,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{AA30DB3F-BE61-43C5-A51B-EC5E60F7CBE1},2014/06/26 13:56:21+00,2018/02/20 19:19:44+00,69549.0298898945,67247187.0459253
579,SLCON02000579,CO,N02000,CON02000,579,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{94E92E30-C827-4F12-8532-0B3C7636647D},2014/06/26 13:56:21+00,2018/02/20 19:19:53+00,14597.5753408053,8176015.24936246
580,SLCON02000580,CO,N02000,CON02000,580,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,None,Unknown,,{B5397632-C15C-4FFC-854D-2254FE2B261C},2014/06/26 13:56:21+00,2018/02/20 19:20:00+00,120.397711970767,182.216405173468
581,SLCON02000581,CO,N02000,CON02000,581,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{9BB1F184-090D-4FA9-9158-3398436C2E3B},2014/06/26 13:56:21+00,2018/02/20 19:20:07+00,58893.5357576215,45240105.851728
582,SLCON02000582,CO,N02000,CON02000,582,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,High,Unknown,,{0A82FB35-A9D3-4A49-B937-091E3AB95330},2014/06/26 13:56:21+00,2018/02/20 19:20:12+00,24964.2877008212,24816744.6995322
583,SLCON02000583,CO,N02000,CON02000,583,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{82A08866-0B0A-4A28-BD3D-D160B41AF4AE},2014/06/26 13:56:21+00,2018/02/20 19:20:19+00,47508.4840301544,59997652.8388961
584,SLCON02000584,CO,N02000,CON02000,584,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{87627C13-9DB7-4AC0-B086-D2EA58D22262},2014/06/26 13:56:21+00,2018/02/20 19:20:25+00,73659.6659107274,185116228.767368
585,SLCON02000585,CO,N02000,CON02000,585,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{4BB9214F-3D9B-4B13-BA87-DDADFFA719CD},2014/06/26 13:56:21+00,2018/02/20 19:20:47+00,53087.0886336646,46660546.8773995
586,SLCON02000586,CO,N02000,CON02000,586,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{D01220EF-3618-4853-948A-AA60C01935F1},2014/06/26 13:56:21+00,2018/02/20 19:20:54+00,32430.0561761241,27244225.3699743
587,SLCON02000587,CO,N02000,CON02000,587,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{F8E32E37-989D-4D99-8088-9261B5F9FC1E},2014/06/26 13:56:21+00,2018/02/20 19:21:00+00,32617.8607701939,29537593.2048682
588,SLCON02000588,CO,N02000,CON02000,588,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{CF98699B-E0A6-4F56-8A25-5FFBE1EFA80C},2014/06/26 13:56:21+00,2018/02/20 19:21:07+00,40136.4461698775,59191091.1060259
589,SLCON02000589,CO,N02000,CON02000,589,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{6CC7A24B-579E-4147-9527-070EC241EF66},2014/06/26 13:56:21+00,2018/02/20 19:21:14+00,20048.2806334084,9775690.25394613
590,SLCON02000590,CO,N02000,CON02000,590,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{9C22FF2F-4D3E-4E26-A407-46B4595EC998},2014/06/26 13:56:21+00,2018/02/20 19:21:21+00,40002.5912715734,56035636.4538822
591,SLCON02000591,CO,N02000,CON02000,591,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{F962DC3B-CE68-4CE8-B4DA-1071CE41CABA},2014/06/26 13:56:21+00,2018/02/20 19:21:27+00,23584.6266399886,21113317.0869561
592,SLCON02000592,CO,N02000,CON02000,592,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{BD417389-80D4-42EC-B50B-86E6B3ED52AB},2014/06/26 13:56:21+00,2018/02/20 19:21:34+00,30183.3148339922,31655523.9610183
593,SLCON02000593,CO,N02000,CON02000,593,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{9B244C58-9C76-4535-92C6-57FA957A3D7B},2014/06/26 13:56:21+00,2018/02/20 19:21:40+00,37007.5115740335,38705773.8809839
594,SLCON02000594,CO,N02000,CON02000,594,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{C9AD8203-341E-4E50-9A16-590E8C70E39A},2014/06/26 13:56:21+00,2018/02/20 19:21:48+00,25976.5973941325,17833895.4345639
595,SLCON02000595,CO,N02000,CON02000,595,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{DD10808D-A6B1-4021-9801-9D79E90B568F},2014/06/26 13:56:21+00,2018/02/20 19:21:56+00,40251.0986812852,25403737.4252553
596,SLCON02000596,CO,N02000,CON02000,596,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{844D21B0-5C0B-4BC1-AA37-0259881C7D55},2014/06/26 13:56:21+00,2018/02/20 19:22:02+00,8632.54508514979,3796614.41963096
597,SLCON02000597,CO,N02000,CON02000,597,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{4E232B94-5E8D-493D-80CD-95851923A8E2},2014/06/26 13:56:21+00,2018/02/20 19:22:09+00,17270.3394388717,9540329.6554697
598,SLCON02000598,CO,N02000,CON02000,598,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{1F589851-49FC-4487-BA05-0C0259516600},2014/06/26 13:56:21+00,2018/02/20 19:22:15+00,34925.0318711346,24341821.0164696
599,SLCON02000599,CO,N02000,CON02000,599,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Low,Unknown,,{9792E1A9-7648-4F7D-84BC-5522C749FB6F},2014/06/26 13:56:21+00,2018/02/20 19:22:21+00,28936.0662806287,37791571.7183223
600,SLCON02000600,CO,N02000,CON02000,600,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{F96DC1C8-3930-42B0-A3A4-8C5D4F495586},2014/06/26 13:56:21+00,2018/02/20 19:22:31+00,14322.7465085167,9913216.06209849
601,SLCON02000601,CO,N02000,CON02000,601,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{E8A5F8C9-4421-46A3-8D69-6D04C67959F6},2014/06/26 13:56:21+00,2018/02/20 19:22:37+00,37237.6391640042,34038340.3691772
602,SLCON02000602,CO,N02000,CON02000,602,KREMMLING FIELD OFFICE,Unknown,1980/06/01 00:00:00+00,1980/06/01 00:00:00+00,Moderate,Unknown,,{A70C05D0-D7FB-4C20-ACD6-A828DDCD2E1B},2014/06/26 13:56:21+00,2018/02/20 19:22:44+00,22092.046715376,26941365.6606219
603,SLCOF02000024,CO,F02000,COF02000,024,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Low,Limited use and existing disturbance with limited public interest.,"Outside of the Spanish Peaks, this area has relatively low visitation and population. Industrial development is spread throughout the landscape.",{27273DEF-126F-4C8F-B98D-7D44EF73D69B},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,156410.773815832,437320126.476951
604,SLCOF02000045,CO,F02000,COF02000,045,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Low,Largely a working landscape with small population densities and limited recreation. Change to landscapes are tolerated if seen as improvements to lifestyle.,Spread out small communities where ranching and agriculture play large roles in lifestyles and economies and seen as working landscapes. Wildlife viewing and hunting are important to local residents,{01DA1FA1-EC38-4955-A4B1-B0177DED88D2},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,289150.434329338,1879383465.83094
605,SLCOF02000023,CO,F02000,COF02000,023,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,The iconic landscapes of the Spanish Peaks are an important landscape in this area that local residents and tourists/recreation users are dependent upon.,"There is a high sensitivity to the landscapes within the unit that includes the Spanish Peaks and the Highway of Legends byways. Communities rely on the scenery to enhance quality of life through community views, recreation and economic development.",{870D9DAF-F4F4-4B56-A634-4340E39FDBB1},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,311310.341969739,3355029351.59123
606,SLCOF02000035,CO,F02000,COF02000,035,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Comanche Grasslands play an important role in the rural residences quality of life along with ranching heritage and wildlife associated with birding and hunting.,The Comanche National Grasslands play an important role in local recreation including wildlife viewing and hunting. Landscape integrity is an integral part of the local heritage which is also seeing increases in related tourism.,{27938A70-AE38-4893-B5A3-7AE02086384B},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,553147.203427665,9708748749.99037
607,SLCOF02000044,CO,F02000,COF02000,044,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Low,Largely a working landscape with small population densities and limited recreation. Change to landscapes are tolerated if seen as improvements to lifestyle.,Spread out small communities where ranching and agriculture play large roles in lifestyles and economies and seen as working landscapes. Wildlife viewing and hunting are important to local residents,{80DA3A0B-33EB-4688-AC5E-889F64456B3D},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,592299.471670922,6092228446.92735
608,SLCOF02000034,CO,F02000,COF02000,034,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Important area for wildlife viewing and related businesses along with locals who are dependent upon intact landscapes.,"Home to iconic landmarks and open landscapes that are important to local ranching heritage, hunting and wildlife viewing. Heritage tourism associated with open landscapes is playing an increasingly important role for the communities in this region.",{66D7CCA8-BB24-436E-B608-927503B1A04E},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,208503.14236894,1625843916.39416
