X,Y,OBJECTID,EvaluationID,PlotID,SiteName,VisitType,SamplingApproach,PlotLayout,CowardinAttribute,HGMClass,WetlandType,EcotypeAlaska,AdminState,StateCode,SpeciesState,WetlandIndicatorRegion,FieldEvalDate,LatitudeWGS84,LongitudeWGS84,Elevation_m,ProtocolVersion,SppInv_Richness_Cnt,SppInv_CValue_Avg,SppInv_Native_Pct,SppInv_Nonnative_Pct,SppInv_Noxious_Cnt,SppInv_Hydrophyte_Pct,SppInv_HydroFAC_Pct,SppInv_Forb_Pct,SppInv_Graminoid_Pct,SppInv_Shrub_Pct,SppInv_Tree_Pct,SppInv_Annual_Pct,SppInv_Perennial_Pct,NumSpp_PreferredForb,Spp_PreferredForb,TotalFoliarCover,AH_BasalCover,AH_NativeCover,AH_NonnativeCover,AH_NoxiousCover,AH_HydrophyteCover,AH_HydroFACCover,AH_ForbCover,AH_GraminoidCover,AH_ShrubCover,AH_TreeCover,AH_AnnualCover,AH_PerennialCover,AH_AnnualGraminoidCover,AH_PreferredForbCover,AH_TotalLitterThatchCover,AH_MossCover,AH_AlgaeCover,AH_LichenCover,AH_RockCover,AH_SaltCrustCover,AH_WaterCover,FH_TotalLitterThatchCover,FH_MossCover,FH_AlgaeCover,FH_LichenCover,FH_RockCover,FH_SaltCrustCover,FH_WaterCover,BareSoilCover,BareOrganicMaterialCover,Hgt_Herbaceous_Avg,Hgt_Herbaceous_Cnt,Hgt_Woody_Avg,Hgt_Woody_Cnt,Hgt_Water_Avg,Hgt_Water_Cnt,Hgt_AllLitterThatch_Avg,Hgt_AllLitterThatch_Cnt,Hgt_HerbLitter_Avg,Hgt_HerbLitter_Cnt,Hgt_WoodyLitter_Avg,Hgt_WoodyLitter_Cnt,Hgt_DecidLitter_Avg,Hgt_DecidLitter_Cnt,WS_HgtClass1_PctQdrts,WS_HgtClass2_PctQdrts,WS_HgtClass3_PctQdrts,WS_HgtClass4_PctQdrts,WS_HgtClass5_PctQdrts,WS_HgtClass6_PctQdrts,WS_WoodySpp_PctQdrts,WS_DominantHgtClass,WS_WoodyHgtClass_Cnt,WS_Rhizomatous_Cnt,WS_Seedling_Cnt,WS_Young_Cnt,WS_Mature_Cnt,WS_Rhizomatous_PctQdrts,WS_Seedling_Pct,WS_Young_Pct,WS_Mature_Pct,H_Hummock_Cnt,H_Hummock_Pct,H_HummockHgt_Avg,H_HummockWidth_Avg,H_HummockTroughWidth_Avg,H_HummockSlope_Avg,H_HummockVegCover_Avg,WQ_SampleCnt,GapCover_25_50,GapCover_51_100,GapCover_101_200,GapCover_201_plus,GapCover_25_plus,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,GlobalID
-108.257019797,38.8847925580001,114,CO-UCRD-TW-22012_2022-06-24,CO-UCRD-TW-22012,Deer Creek Exclosure,Full Sample Visit,Targeted,Transverse,PEMJ,Slope,Other,,CO,CO,CO,Arid West,2022/06/24 12:00:00+00,38.88479256,-108.2570198,1856,March 2022 Draft,12,3.12,62.5,37.5,2,0,0,33.33,22.22,33.33,11.11,33.33,66.67,2,"SPCO; ERNA10",26,0,2.67,23.33,5.33,0,0,19.33,5.33,2.67,0,23.33,3.33,4.67,0,12,0,0,0,0,0,0,7.33,0,0,0,0,0,0,66.67,0,11.25,28,91,1,,0,5.82,11,5.82,11,,0,,0,0,7.84,1.96,0,0,0,9.8,Height Class 2 (>0.5 - 1.0 m),5,0,0,0,1,0,0,0,100,0,0,,,,,,0,,,,,,,,,{51EB4C60-CAED-44DF-9FA3-62F37A27FDB4}
-108.01242963,39.6196292590001,115,CO-UCRD-TW-22019_2022-06-27,CO-UCRD-TW-22019,Northwater Creek,Full Sample Visit,Targeted,Diagonal,PEMC,Riverine,Wet or Mesic Meadow,,CO,CO,CO,"Western Mountains, Valleys, and Coast",2022/06/27 12:00:00+00,39.61962926,-108.01242963,2338,March 2022 Draft,55,4.14,80.77,19.23,3,38.46,69.23,50.91,29.09,14.55,5.45,5.66,94.34,18,"FRVE; ACMI2; GERI; GEAL3; VIAD; TAOF; MELU; TRRE3; RULA3; RUCR; MEAR4; IRMI; PLMA2; SCLA; CRVI4; JUEN; VIOLA; ARDI2",88,0.67,74,65.33,12,47.33,78,74.67,66.67,5.33,0,24.67,86,0,69.33,35.33,8,0.67,0,13.33,0,9.33,3.33,0,0,0,0.67,0,6.67,1.33,0,39.14,28,59,4,8.33,3,2.87,15,2.14,14,13,1,,0,29.41,23.53,5.88,3.92,0,3.92,47.06,Height Class 1 (0.0 - 0.5 m),36,12,1,14,0,23.53,6.67,93.33,0,3,1.07,12,26.67,2473.33,78,1,4,,,,,,,,,{EDCCDF04-5383-416F-AA4E-348AC5F2F4C9}
-119.879651667,40.8009666670001,116,CA-ELFO-TW-22104_2022-06-23,CA-ELFO-TW-22104,South of Norton Place 1,Full Sample Visit,Targeted,Spoke,PEMA,Slope,Wet or Mesic Meadow,,CA,NV,NV,Arid West,2022/06/23 12:00:00+00,40.80096667,-119.87965167,1704,March 2022 Draft,20,0.57,70.59,29.41,0,29.41,41.18,57.89,42.11,0,0,47.37,52.63,5,"VEPE2; LASE; EPBR3; CHPR5; TAOF",58.67,0,56,0.67,0,55.33,55.33,2.67,56.67,0,0,1.33,58,0.67,0,53.33,0,0,0,0.67,0,0,18.67,0,0,0,0.67,0,0,22,0,18.57,30,,0,,0,2.32,28,2.32,28,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,3,0.84,14,21,2479,76,1,0,,,,,,,,,{1E360DB1-92AF-41D1-BFF8-11E519A5A145}
-120.102785,40.7356066670001,117,CA-ELFO-TW-21101_2022-06-24,CA-ELFO-TW-21101,Stove Spring Exclosure,Full Sample Visit,Targeted,Diagonal,PEMC,Slope,Spring or Seep,,CA,CA,CA,Arid West,2022/06/24 12:00:00+00,40.73560667,-120.102785,1626,March 2022 Draft,51,2.05,65.96,34.04,1,34.04,57.45,64.71,27.45,5.88,1.96,34.69,65.31,25,"STLO2; ERNA10; LOUNU; EPCI; SOAS; TRCY; POGR9; VINE; LASE; LOCO6; MIGU; RUCR; CATE26; TRBE2; BEER; TRDU; VEAN2; IVAX; TAOF; BLSC; ASFA; ERCI6; SYSP; ACMI2; PEBO2",98,0.67,92,54,2.67,93.33,96,72.67,82,14,5.33,35.33,96.67,22.67,64.67,57.33,4,0,0,14,0,22,1.33,0,0,0,0.67,0,0,0,0,52.5,30,305.67,9,3.22,9,7.7,23,4.19,16,15.71,7,,0,1.96,1.96,3.92,23.53,11.76,0,39.22,Height Class 4 (>2.0 - 4.0 m),22,12,0,0,1,23.53,0,0,100,0,0,,,,,,0,,,,,,,,,{A99846A4-5BD1-434B-8EE8-5772FED72F67}
-120.103227963,40.734600926,118,CA-ELFO-TW-21102_2022-06-25,CA-ELFO-TW-21102,Stove Spring Unfenced,Full Sample Visit,Targeted,Spoke,PEMD,Slope,Wet or Mesic Meadow,,CA,CA,CA,Arid West,2022/06/25 12:00:00+00,40.73460093,-120.10322796,1617,March 2022 Draft,42,2.77,76.92,23.08,0,38.46,58.97,56.1,41.46,0,2.44,33.33,66.67,21,"VEAN2; MIGU; EPCI; TRBE2; BEER; CATE26; LOCO6; RUCR; IVAX; LASE; TRDU; CALA68; TAOF; LOUN; PEBO2; SYSP; BLSC; CIRSI; STLO2; TRCY; ERDI4",99.33,0,94.67,18.67,0,88.67,95.33,44.67,94.67,0,0,22,98.67,7.33,40.67,36,1.33,0,0,0.67,0,20,0,0,0,0,0,0,0.67,0,0,63.87,30,,0,1.85,13,4.78,23,4.78,23,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,1,0.32,11,24,7476,66,4,1,,,,,,,,,{F7564BC9-C1D3-4B1A-BE71-7CF3D7C8D1EA}
-120.082983333,40.65407,119,CA-ELFO-TW-22100_2022-06-26,CA-ELFO-TW-22100,Below Shinn Ranch,Full Sample Visit,Targeted,Transverse,PEME,Slope,Wet or Mesic Meadow,,CA,CA,CA,Arid West,2022/06/26 12:00:00+00,40.65407,-120.08298333,1510,March 2022 Draft,46,2.81,76.19,23.81,0,42.86,61.9,66.67,28.89,4.44,0,32.56,67.44,20,"MIGU; LOCO6; TAOF; RUCR; EPCI; TRBE2; PEBO2; TRDU; CATE26; VEAN2; LASE; BLSC; PLMA2; LOUN; SYAS3; ERDI4; CIRSI; ALTR7; VEAM2; DOBA",99.33,0,96.67,32.67,0,96,96,66.67,95.33,1.33,0,38.67,96.67,20,34,22.67,2.67,2.67,0,1.33,0,76,0,0,0,0,0,0,0.67,0,0,62.2,30,14.5,2,14.71,21,8.12,17,8.12,17,,0,,0,11.76,7.84,0,0,0,0,15.69,Height Class 1 (0.0 - 0.5 m),12,7,0,2,0,11.76,0,100,0,0,0,,,,,,2,,,,,,,,,{E90C0D44-86E7-4009-A491-9B948D7EDFB1}
-118.84317994,38.5380259820001,120,NV-NCD-RW-22553_2022-06-24,NV-NCD-RW-22553,Lapon Canyon Plot,Full Sample Visit,Random,Diagonal,PSSC,Riverine,Riparian Shrubland,,NV,NV,NV,Arid West,2022/06/24 12:00:00+00,38.53802598,-118.84317994,2325,March 2022 Draft,26,3.71,95.45,4.55,1,45.45,59.09,48,12,36,4,4.55,95.45,9,"MIGU; VEAM2; ACMI2; GEMA4; STLO2; TAOF; GERAN; SENEC; VICIA",96.67,0.67,96.67,0,0,94.67,94.67,2.67,12,95.33,2,0,96.67,0,2,65.33,1.33,0,0,51.33,0,7.33,1.33,0,0,0,2,0,0,0,0,34.2,10,385.97,30,2.8,5,26.79,29,9.2,5,35,20,7.75,4,1.96,3.92,29.41,54.9,70.59,0,98.04,Height Class 5 (>4.0 - 8.0 m),126,18,0,0,40,33.33,0,0,100,0,0,,,,,,1,,,,,,,,,{887F671F-BC36-472E-8E23-D45FF0C85DF3}
-117.901733585,41.57884412,121,NV-WND-RW-22516_2022-06-27,NV-WND-RW-22516,Quinn River,Full Sample Visit,Random,Transverse,RpEM,Slope,Wet or Mesic Meadow,,NV,NV,NV,Arid West,2022/06/27 12:00:00+00,41.57884412,-117.90173358,1265,March 2022 Draft,12,1.56,72.73,27.27,2,9.09,27.27,58.33,25,16.67,0,25,75,4,"IVAX; LASE; ARLU; ERNA10",57.33,0,26,42,42,0.67,48.67,54,7.33,0,0,8.67,53.33,0,12.67,86,0,0,0,0,0,0,33.33,0,0,0,0,0,0,9.33,0,69.77,30,,0,,0,15.03,30,15.03,30,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,,,0,,,,,,,,,{D2732554-81BB-441C-8ED2-D730EF99A601}
-117.874208372,39.591807121,122,NV-NCD-RW-22527_2022-06-22,NV-NCD-RW-22527,South Fork War Canyon,Full Sample Visit,Random,Linear,PEMB,Slope,Vegetated Drainageway,,NV,NV,NV,Arid West,2022/06/22 12:00:00+00,39.59180712,-117.87420837,2164,March 2022 Draft,49,2.09,79.17,20.83,0,37.5,58.33,51.02,30.61,16.33,2.04,24.49,75.51,19,"VEAM2; MIGU; RUCR; TAOF; HYOC; TRCY; CIOC; LUAR3; PONO3; ALLIU; SIOR; STLO; HAPA; TRDU; LASE; TRWO; CRAC2; CRFE3; COPA3",66,0.67,48,37.33,0,50.67,62.67,42,44,7.33,1.33,16,62.67,2.67,41.33,14,0.67,2,0,18,0,29.33,3.33,0,1.33,0,4.67,0,14,10.67,0,50.17,30,118.2,5,1.67,9,11.88,17,14.9,10,7.57,7,,0,43.14,66.67,39.22,7.84,0,0,94.12,Height Class 2 (>0.5 - 1.0 m),107,4,4,20,2,7.84,15.38,76.92,7.69,0,0,,,,,,1,,,,,,,,,{81D062BF-3965-4CE1-BD05-8E13E00B2546}
-117.029445287,41.5038967730001,123,NV-WND-RW-22508_2022-06-26,NV-WND-RW-22508,Milligan Creek,Full Sample Visit,Random,Transverse,PEMB,Slope,Wet or Mesic Meadow,,NV,NV,NV,Arid West,2022/06/26 12:00:00+00,41.50389677,-117.02944529,1456,March 2022 Draft,34,1.85,75.76,24.24,2,27.27,45.45,47.06,41.18,8.82,2.94,15.15,84.85,12,"CRRU3; SECR; ERDI4; TRMA20; ACMI2; POGR9; ERNA10; TAOF; SIOR; RUCR; AGGLG; SEHY2",88,1.33,89.33,7.33,0,49.33,78,36.67,84,2,0,12.67,88.67,6.67,38,52.67,0,0,0,0,10.67,0,6.67,0,0,0,0,4.67,0,0.67,0,43.83,30,82,1,,0,11.83,24,11.83,24,,0,,0,3.92,5.88,1.96,0,0,0,7.84,Height Class 2 (>0.5 - 1.0 m),7,0,0,5,1,0,0,83.33,16.67,0,0,,,,,,0,,,,,,,,,{0D488CC6-045D-4577-A8A7-F1C30EC35574}
-113.195952186,37.620073431,124,UT-CLD-TW-21011_2022-06-24,UT-CLD-TW-21011,Quichapa,Full Sample Visit,Targeted,Spoke,PEMA,Depression,Playa,,UT,UT,UT,Arid West,2022/06/24 12:00:00+00,37.62007343,-113.19595219,1723,March 2022 Draft,16,1.15,53.33,46.67,0,6.67,40,53.33,40,6.67,0,53.33,46.67,1,IVAX,36,0,16.67,20,0,0,16.67,20,16.67,0,0,20,16.67,0,0,36,0,0,0,0,0,0,22.67,0,0,0,0,0,0,41.33,0,15.17,29,45,2,,0,10.4,30,7.86,28,46,2,,0,23.53,5.88,0,0,0,0,27.45,Height Class 1 (0.0 - 0.5 m),21,0,0,12,5,0,0,70.59,29.41,0,0,,,,,,0,,,,,,,,,{2C0A6428-B8B8-4F85-A013-CE333E778627}
-111.888457518,37.6220971160001,125,UT-CLD-TW-22001_2022-06-23,UT-CLD-TW-22001,Pinaccle Cienega,Full Sample Visit,Targeted,Spoke,PEMC,Slope,Wet or Mesic Meadow,,UT,UT,UT,"Western Mountains, Valleys, and Coast",2022/06/23 12:00:00+00,37.62209712,-111.88845752,2047,March 2022 Draft,42,3.7,92.86,7.14,1,59.52,69.05,38.1,38.1,19.05,4.76,4.76,95.24,11,"JUEN; VINE; EPHO; TRPA28; TRMA20; MELU; MINU; COUM; HYFI; ASPR5; MAST4",98,0.67,98,0.67,0.67,98,98,4,96.67,8,0,0,98,0,4,73.33,6.67,0,0,0,0,0,1.33,0,0,0,0,0,0,0.67,0,50.13,30,70,5,1,1,12.33,30,12.33,30,,0,,0,17.65,17.65,11.76,0,0,0,37.25,Height Class 1 (0.0 - 0.5 m),25,16,0,0,2,31.37,0,0,100,0,0,,,,,,1,,,,,,,,,{6DF32412-C1E6-4667-BFCE-40F17691FFC6}
-112.510447372,38.007410942,126,UT-CLD-TW-21023_2022-06-25,UT-CLD-TW-21023,Big Swamp West and East,Full Sample Visit,Targeted,Spoke,PEMC,Slope,Wet or Mesic Meadow,,UT,UT,UT,"Western Mountains, Valleys, and Coast",2022/06/25 12:00:00+00,38.00741094,-112.51044737,2135,March 2022 Draft,52,2.33,75.51,24.49,0,32.65,42.86,58.82,37.25,1.96,1.96,24.49,75.51,23,"TAOF; CRRU3; CISC2; TRRE3; ACMI2; ASSU6; LUBR2; LUAR3; OEHO2; SIDO; ANSE4; SIDR; ERAP; ASTRA; TRDU; MIGU; VEAM2; PAMU11; RUAQ; MEOF; SYFO2; BEER; VEAR",100,2.67,100,14.67,0,97.33,97.33,22,100,0,0,7.33,99.33,7.33,21.33,90.67,0.67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,45.07,30,,0,2,3,11.77,30,11.77,30,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,,,1,,,,,,,,,{E84F0628-C666-4AF3-ACF9-98983DEC438C}
-112.838225434,38.174128609,127,UT-CLD-TW-22020_2022-06-26,UT-CLD-TW-22020,Stewart Spring,Full Sample Visit,Targeted,Transverse,PEMJd,Slope,Spring or Seep,,UT,UT,UT,Arid West,2022/06/26 12:00:00+00,38.17412861,-112.83822543,1954,March 2022 Draft,33,2,78.12,21.88,0,12.5,15.62,57.58,21.21,12.12,9.09,31.25,68.75,13,"ACMI2; ALPA14; TRDU; PERO10; CHCA4; VEAN2; TRRE3; SOMU; MEOF; ERNAH; LUARA5; LAOC3; CHENO",63.33,2.67,30.67,39.33,0,0,0,0,40.67,26.67,2.67,17.33,51.33,17.33,26.67,78,0,0,0,4,0,0,20.67,0,0,0,2,0,0,14,0,41.78,27,78.14,14,,0,10.33,30,8.42,19,14.5,10,5,1,29.41,39.22,39.22,1.96,0,0,66.67,Height Class 2 (>0.5 - 1.0 m),79,0,1,11,11,0,4.35,47.83,47.83,0,0,,,,,,0,,,,,,,,,{BECED5B6-D16E-4970-B101-0BDA28A41C06}
-112.435017452,39.8956989540001,128,UT-WDD-TW-22016_2022-06-27,UT-WDD-TW-22016,Jeep Spring,Full Sample Visit,Targeted,Transverse,PSSB,Slope,Spring or Seep,,UT,UT,UT,Arid West,2022/06/27 12:00:00+00,39.89569895,-112.43501745,2131,March 2022 Draft,70,2.03,70.15,29.85,1,31.34,44.78,64.71,23.53,10.29,1.47,26.47,73.53,27,"TAOF; TRRE3; VINE; MAST4; VEAN2; BEER; ALBI2; HYOC; MITI; POBI7; RUCR; VEAM2; TRDU; ACMI2; MELU; LASE; LEDE; ACCO4; JUEN; LUARR; VEBI2; CLPE; SIDO; CRAC2; ASBE3; CRRO6; RUPA5",98.67,10,96.67,49.33,0,96.67,96.67,66.67,81.33,36.67,0,8,98,6,62,74,21.33,0,0,1.33,0,6,0.67,0,0,0,0,0,0,0.67,0,53.11,27,423.08,13,1,4,11.17,30,8.43,21,20.71,7,6.5,2,1.96,3.92,0,23.53,25.49,0,41.18,Height Class 5 (>4.0 - 8.0 m),30,4,0,0,4,7.84,0,0,100,16,9.21,16.06,43.19,425.56,59.38,2.94,1,,,,,,,,,{AE00BC5A-141A-4CBC-9899-F172DA1CAD13}
-115.324470463,41.9836289940001,129,ID-JAFO-TW-22031_2022-06-24,ID-JAFO-TW-22031,W_PBWNS-4,Full Sample Visit,Targeted,Mixed Layout,PEME,Slope,Vegetated Drainageway,,ID,NV,NV,Arid West,2022/06/24 12:00:00+00,41.98362899,-115.32447046,1895,March 2022 Draft,34,2.21,78.79,21.21,0,36.36,63.64,47.06,50,2.94,0,29.41,70.59,11,"MOLI4; SYFO2; TRCY; NOTR2; CATE26; TRVA; ACMI2; TAOF; POGR9; ARLU; NALE",81.33,2,80.67,17.33,0,76,78,36,75.33,0,0,30,77.33,2.67,25.33,0,0.67,11.33,0,10.67,0,20,0,0,0,0,4.67,0,5.33,8.67,0,47.5,30,,0,1.22,9,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,,,1,,,,,,,,,{9B74177B-92B6-45A4-9023-06FAD996C86C}
-115.095730087,42.0861394080001,130,ID-JAFO-TW-22013_2022-06-25,ID-JAFO-TW-22013,W-SDMF-1,Full Sample Visit,Targeted,Diagonal,PEMB,Slope,Wet or Mesic Meadow,,ID,ID,ID,Arid West,2022/06/25 12:00:00+00,42.08613941,-115.09573009,1794,March 2022 Draft,47,2.8,78.72,21.28,0,29.79,55.32,65.96,29.79,4.26,0,23.4,76.6,25,"POGR9; MOLI4; ARLU; SYFO2; CATE26; SIOR; ACMI2; ARSO2; CAQU2; ZIVE; TRCY; IRMI; SYEA2; TAOF; ALAC4; ASAG2; LUCA; ARMO4; TRVA; TRDU; MINU; NAIN2; SEHY; PERY; TRMI4",97.33,4,89.33,58.67,0,61.33,86.67,66,90,0,0,41.33,96.67,21.33,66,59.33,6,0,0,0.67,0,0,2,0,0,0,0,0,0,0.67,0,45.43,30,,0,,0,1.34,29,1.34,29,,0,,0,0,1.96,0,0,0,0,1.96,Height Class 2 (>0.5 - 1.0 m),1,0,0,0,0,0,,,,0,0,,,,,,0,,,,,,,,,{C925D4A7-C372-4F48-BB22-DD3F3FE965BE}
-115.231239251,42.037487716,131,ID-JAFO-TW-22030_2022-06-26,ID-JAFO-TW-22030,W-PBCRS-1,Full Sample Visit,Targeted,Linear,PEMB,Slope,Vegetated Drainageway,,ID,ID,ID,Arid West,2022/06/26 12:00:00+00,42.03748772,-115.23123925,1702,March 2022 Draft,30,1.62,53.57,46.43,0,17.86,42.86,60,36.67,3.33,0,37.93,62.07,12,"LUCA; ERCI6; LASE; TAOF; SYFO2; TRDU; ACMI2; SYEA2; MANE; TRVA; ARMO4; TRMI4",72.67,4,60,28.67,0,59.33,60,22.67,66,0,0,16,67.33,0,22,34.67,5.33,0,0,7.33,0,0,4.67,0.67,0,0,4.67,0,0,17.33,0,15.3,30,,0,1,1,1.05,21,1.05,21,,0,,0,5.88,5.88,0,0,0,0,9.8,Height Class 1 (0.0 - 0.5 m),6,0,0,1,0,0,0,100,0,0,0,,,,,,0,,,,,,,,,{1C3D3559-2E22-4D69-8D83-5F5070014D85}
-119.274894044,41.0216887030001,132,NV-WND-RW-22505_2022-06-23,NV-WND-RW-22505,Barley Road ,Full Sample Visit,Random,Spoke,PEMB,Slope,Wet or Mesic Meadow,,NV,NV,NV,Arid West,2022/06/23 12:00:00+00,41.0216887,-119.27489404,1442,March 2022 Draft,29,2.64,87.5,12.5,2,37.5,62.5,50,28.57,21.43,0,14.29,85.71,8,"CRRU3; ASSP; ERNA10; PLER; ERLO; ZIVE; TRMA20; POGR9",93.33,0.67,92.67,3.33,2.67,70.67,90.67,32.67,90,8.67,0,4.67,92.67,0,6.67,96.67,0,0,0,0,0,0,5.33,0,0,0,0,0,0,1.33,0,67.18,28,154.5,6,,0,9.27,30,8.69,29,26,1,,0,3.92,9.8,5.88,9.8,0,0,23.53,Height Class 2 (>0.5 - 1.0 m),17,3,1,0,3,5.88,25,0,75,0,0,,,,,,0,,,,,,,,,{0BDB1C9A-3373-48C1-9EA5-01DA9DE908FB}
-119.750631594,40.8698167580001,133,NV-WND-RW-22517_2022-06-27,NV-WND-RW-22517,Frog creek,Full Sample Visit,Random,Diagonal,PEMC,Slope,Vegetated Drainageway,,NV,NV,NV,Arid West,2022/06/27 12:00:00+00,40.86981676,-119.75063159,1600,March 2022 Draft,35,2.13,76.47,23.53,0,48.48,69.7,45.71,37.14,14.29,2.86,21.21,78.79,14,"VEAM2; TRWO; ACMI2; TAOF; POGR9; MEAR4; TRIFO; RUCR; ERDI4; XAST; LOCO6; LALA3; SYMPH4; PLMA2",92,0,88.67,27.33,0,83.33,86,48.67,85.33,2.67,14.67,38.67,88.67,8.67,48,52,24.67,5.33,0,32,0,6.67,2,0,0.67,0,5.33,0,0,0,0,36.53,30,258.89,9,8,2,3.7,30,3.42,24,,0,4.83,6,0,7.84,21.57,9.8,15.69,1.96,45.1,Height Class 3 (>1.0 - 2.0 m),29,14,0,0,1,27.45,0,0,100,0,0,,,,,,3,,,,,,,,,{8F56106A-EB44-47E0-8A75-87A9A42D434A}
-121.715315105,36.604426742,134,CA-CCAD-TW-22070_2022-06-28,CA-CCAD-TW-22070,Fort Ord,Full Sample Visit,Targeted,Mixed Layout,PFOCh,Slope,Riparian Forest or Woodland,,CA,CA,CA,Arid West,2022/06/28 12:00:00+00,36.60442674,-121.7153151,74,March 2022 Draft,35,1.74,51.43,48.57,1,25.71,37.14,37.14,45.71,14.29,2.86,54.29,45.71,6,"MELU; SOOL; GEDI; TRAN6; SIGA; POGL9",96,0.67,96,7.33,0.67,95.33,95.33,0.67,12.67,95.33,0,7.33,96,6.67,0,87.33,0,0,28.67,0,0,0,4,0,0,0,0,0,0,0,0,30.14,22,731.67,30,,0,20.13,30,,0,24.71,24,1.83,6,35.29,21.57,45.1,43.14,41.18,72.55,100,Height Class 6 (>8.0 m),177,19,0,6,11,37.25,0,35.29,64.71,0,0,,,,,,0,,,,,,,,,{AE47CF33-1592-47E9-A7A0-1241DF1B49D4}
-121.736283805,36.601247883,135,CA-CCAD-TW-22071_2022-06-29,CA-CCAD-TW-22071,Fort Ord,Full Sample Visit,Targeted,Spoke,RpFO,Slope,Riparian Forest or Woodland,,CA,CA,CA,Arid West,2022/06/29 12:00:00+00,36.60124788,-121.7362838,123,March 2022 Draft,48,1.76,52.08,47.92,2,14.58,31.25,52.08,33.33,12.5,2.08,60.42,39.58,7,"SOOL; VIAM; AGHE2; TRAN6; PLCO3; SOAS; XAST",84,2,72.67,30,0,43.33,57.33,23.33,45.33,50,0.67,42,54,26,17.33,80,0,0,1.33,0,0,0,14,0,0,0,0,0,0,2,0,61.04,24,596.38,16,,0,40.38,29,9.64,14,73.57,14,6,1,25.49,7.84,21.57,35.29,21.57,23.53,76.47,Height Class 4 (>2.0 - 4.0 m),91,16,0,10,6,31.37,0,62.5,37.5,0,0,,,,,,0,,,,,,,,,{922D5BA4-3510-4EBB-9AEC-3C37474005BE}
-106.914056667,43.332658333,136,WY-CAFO-TW-22016_2022-06-23,WY-CAFO-TW-22016,Box Spring,Full Sample Visit,Targeted,Diagonal,PEMF,Slope,Spring or Seep,,WY,WY,WY,Great Plains,2022/06/23 12:00:00+00,43.33265833,-106.91405667,1837,March 2022 Draft,24,3.1,80.95,19.05,1,42.86,61.9,33.33,58.33,8.33,0,21.74,78.26,4,"TRMA20; ALDE; TAOF; PLER",81.33,0,81.33,0,0,51.33,51.33,1.33,81.33,0,0,0.67,80.67,0.67,0.67,22.67,2,0,0,0,0,35.33,2,0.67,0,0,0,0,6.67,9.33,0,56.1,30,,0,3.71,14,6.55,20,6.79,19,2,1,,0,23.53,0,0,0,0,0,23.53,Height Class 1 (0.0 - 0.5 m),12,0,0,12,0,0,0,100,0,3,1.05,11,26.33,2473.67,42.33,2.67,3,,,,,,,,,{F8168DE0-C60F-4AFE-BDE2-99335CA7A05B}
-106.921835,43.3406650000001,137,WY-CAFO-TW-22015_2022-06-24,WY-CAFO-TW-22015,Green Spring,Full Sample Visit,Targeted,Mixed Layout,PEMD,Slope,Spring or Seep,,WY,WY,WY,Great Plains,2022/06/24 12:00:00+00,43.340665,-106.921835,1858,March 2022 Draft,46,3.11,86.36,13.64,0,18.18,22.73,55.56,35.56,8.89,0,28.89,71.11,23,"ALDE; GRSQ; CAAN7; TRMA20; LERE7; SELA; TRDU; ERNA10; PHHO; TAOF; LASE; MACA2; ASPU9; LOFO; SPCO; VIAM; ALTE; ACMI2; STAR10; HAPA; LAOC3; ARHOH3; EROC",74,0,74,0,0,54.67,54.67,1.33,73.33,0,0,0,74,0,2,56.67,0,0,0,3.33,0,3.33,9.33,0,0,0,2,0,0.67,14,0,49.8,30,10,1,1,2,4.72,25,4.72,25,,0,,0,33.33,0,0,0,0,0,33.33,Height Class 1 (0.0 - 0.5 m),19,0,0,17,2,0,0,89.47,10.53,1,0.67,10,50,7450,90,1,2,,,,,,,,,{2DBBF912-7B41-4CDF-A6BA-18C94BFDA5C3}
-107.539778333,41.681853333,138,WY-RAFO-TW-21009_2022-06-27,WY-RAFO-TW-21009,Separation Creek Wetland 1,Full Sample Visit,Targeted,Spoke,PEMA,Riverine,Vegetated Drainageway,,WY,WY,WY,Arid West,2022/06/27 12:00:00+00,41.68185333,-107.53977833,2075,March 2022 Draft,14,2.1,66.67,33.33,0,33.33,50,57.14,42.86,0,0,23.08,76.92,4,"RUSA; IVAX; TAOF; PLER",68.67,0,53.33,18.67,0,34,53.33,21.33,51.33,0,0,0.67,68.67,0,21.33,96,0,0,0,0,0,0,30,0,0,0,0,0,0,1.33,0,28.13,30,,0,,0,6.1,30,6.1,30,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,,,,,,0,,,,,,,,,{E3B061B7-CE61-4F09-B394-5E6F95C996D2}
