Paketti,Tilanne,Tiedosto,Kääntäjä,Ryhmä
postgresql-9.4,100% (103t;0f;0u),src/bin/pg_resetxlog/po/ru.po,Alexander Lakhin,pgtranslation-translators at pgfoundry dot org
postgresql-9.4,100% (926t;0f;0u),src/bin/psql/po/ru.po,Alexander Lakhin,pgtranslation-translators at pgfoundry dot org
postgresql-9.4,100% (162t;0f;0u),src/pl/plpgsql/src/po/ru.po,Alexander Lakhin,pgtranslation-translators at pgfoundry dot org
postgresql-9.4,100% (35t;0f;0u),src/pl/plperl/po/ru.po,Alexander Lakhin,pgtranslation-translators at pgfoundry dot org
postgresql-9.4,100% (7t;0f;0u),src/pl/tcl/po/ru.po,Alexander Lakhin,pgtranslation-translators at pgfoundry dot org
postgresql-9.4,100% (82t;0f;0u),src/pl/plpython/po/ru.po,Alexander Lakhin,pgtranslation-translators at pgfoundry dot org
gnome-icon-theme,100% (38t;0f;0u),po/ru.po,Nickolay V. Shmyrev,gnome-cyr at gnome dot org
vte2.91,100% (16t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
notification-daemon,100% (7t;0f;0u),po/ru.po,Yuri Myaseodov,gnome-cyr at gnome dot org
totem-pl-parser,100% (8t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
mx,100% (16t;0f;0u),po/ru.po,Yuri Nazarenko,
policykit-1-gnome,100% (46t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gst-plugins-good1.0,100% (107t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
k3b,100% (18t;0f;0u),po/ru/k3bsetup.po,Artem Sereda,kde-russian at lists dot kde dot ru
k3b,100% (2t;0f;0u),po/ru/kio_videodvd.po,Artem Sereda,kde-russian at lists dot kde dot ru
k3b,100% (1685t;0f;0u),po/ru/k3b.po,Alexander Potashev,kde-russian at lists dot kde dot ru
k3b,100% (50t;0f;0u),po/ru/libk3bdevice.po,Artem Sereda,kde-russian at lists dot kde dot ru
gnome-applets,100% (49t;0f;0u),trashapplet/help/ru/ru.po,Vasiliy Faronov,gnome-cyr at gnome dot org
gnome-applets,100% (621t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-applets,100% (70t;0f;0u),drivemount/help/ru/ru.po,Salikhov Timur,gnome-cyr at gnome dot org
gnome-applets,100% (108t;0f;0u),invest-applet/help/ru/ru.po,Yuri Kozlov,gnome-cyr at gnome dot org
gnome-applets,100% (119t;0f;0u),stickynotes/help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-applets,100% (57t;0f;0u),geyes/help/ru/ru.po,Vasiliy Faronov,gnome-cyr at gnome dot org
gnome-applets,100% (167t;0f;0u),gweather/help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
synaptic,100% (360t;0f;0u),po-manual/ru.po,Vassili Platonov,ru at li dot org
menu,100% (68t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
menu,100% (67t;0f;0u),po-sections/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
menu,100% (6t;0f;0u),po-su-to-root/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gtk2-engines,100% (47t;0f;0u),po/ru.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gst-plugins-bad1.0,100% (57t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
libpwquality,100% (53t;0f;0u),po/ru.po,triplepointfive,
gtkspell,100% (5t;0f;0u),po/ru.po,Basil Shubin,ru at li dot org
yelp-xsl,100% (59t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
thunar,100% (739t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/thunar/language/ru/)
libxfce4util,100% (7t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/libxfce4util/language/ru/)
tumbler,100% (44t;0f;0u),po/ru.po,Nick,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
libxfce4ui,100% (169t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/libxfce4ui/language/ru/)
libintl-perl,100% (19t;0f;0u),sample/simplecal/po/ru.po,Guido Flohr,guido at imperia dot net
gnome-settings-daemon,100% (416t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-settings-daemon,100% (37t;0f;0u),debian/po-up/ru.po,Yuri Myasoedov,kde-russian at lists dot kde dot ru
libgksu,100% (63t;0f;0u),debian/pos/ru.po,Alexander Sashanov,debian-l10-russian at lists dot debian dot org
gnome-calculator,100% (535t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gksu,100% (36t;0f;0u),debian/pos/ru.po,Sergey Alyoshin,ru at li dot org
gtksourceview2,100% (538t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
mousetweaks,100% (30t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
eog,100% (290t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-system-monitor,100% (292t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-user-share,100% (29t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-disk-utility,100% (636t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-sushi,100% (11t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
file-roller,100% (268t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
file-roller,100% (191t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-backgrounds,100% (18t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
alacarte,100% (20t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
vino,100% (134t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-media,100% (209t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-media,100% (70t;0f;0u),grecord/doc/ru/ru.po,Vasiliy Faronov,gnome-cyr at gnome dot org
gnome-media,100% (106t;0f;0u),gst-mixer/doc/ru/ru.po,Vasiliy Faronov,gnome-cyr at gnome dot org
gnome-media,100% (41t;0f;0u),gstreamer-properties/help/ru/ru.po,Vasiliy Faronov,gnome-cyr at gnome dot org
gnome-screenshot,100% (78t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
nautilus-sendto,100% (8t;0f;0u),po/ru.po,Dmitriy S. Seregin,gnome-cyr at gnome dot org
grilo,100% (36t;0f;0u),po/ru.po,Dmitriy S. Seregin,gnome-cyr at gnome dot org
baobab,100% (57t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
baobab,100% (57t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
adwaita-icon-theme,100% (2t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gdb,100% (1312t;0f;0u),bfd/po/ru.po,Yuri Kozlov,gnu at mx dot ru
gnome-system-log,100% (66t;0f;0u),po/ru.po,Aleksej Kabanov,gnome-cyr at gnome dot org
gnome-system-log,100% (2t;0f;0u),debian/po-up/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
xdg-user-dirs-gtk,100% (11t;0f;0u),po/ru.po,Leonid Kanter,ru at li dot org
seahorse,100% (570t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
gedit-plugins,100% (603t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gedit-plugins,100% (117t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-mahjongg,100% (115t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-mahjongg,100% (63t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
gnome-contacts,100% (156t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-chess,100% (138t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-chess,100% (224t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
tali,100% (96t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
four-in-a-row,100% (71t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
gnome-mines,100% (72t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-tetravex,100% (50t;0f;0u),help/ru/ru.po,Aleksandr Burobin,gnome-cyr at gnome dot org
gnome-tetravex,100% (45t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
five-or-more,100% (64t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
hamster-applet,100% (185t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-klotski,100% (62t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-robots,100% (107t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-nettool,100% (219t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-nettool,100% (22t;0f;0u),help/ru/ru.po,Boris Egorov,gnome-cyr at gnome dot org
gnome-nibbles,100% (93t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-font-viewer,100% (30t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
lightdm,100% (17t;0f;0u),po/ru.po,Alexey Ivanov,ru at li dot org
vinagre,100% (89t;0f;0u),help/ru/ru.po,Stas Solovey,gnome-cyr at gnome dot org
vinagre,100% (275t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-video-effects,100% (68t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
xfconf,100% (67t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfconf/language/ru/)
gnome-sudoku,100% (54t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-sudoku,100% (131t;0f;0u),help/ru/ru.po,Aleksandr Burobin,gnome-cyr at gnome dot org
gnome-tweak-tool,100% (143t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
iagno,100% (68t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
quadrapassel,100% (79t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
lightsoff,100% (17t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
swell-foop,100% (52t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gst-plugins-ugly0.10,100% (14t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
gnome-shell-extensions,100% (68t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
garcon,100% (34t;0f;0u),po/ru.po,AK,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
gnome-color-manager,100% (343t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-power-manager,100% (148t;0f;0u),po/ru.po,Julia Dronova,kde-russian at lists dot kde dot ru
gnome-documents,100% (174t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
libfm,100% (390t;0f;0u),po/ru.po,LStranger,gnome-cyr
xfce4-power-manager,100% (205t;0f;0u),po/ru.po,Andrei Stepanov,Russian (http://www dot transifex dot com/projects/p/xfce4-power-manager/language/ru/)
root-system,100% (11t;0f;0u),build/package/debian/po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
xfdesktop4,100% (222t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfdesktop/language/ru/)
sphinx,100% (177t;0f;0u),sphinx/locale/ru/LC_MESSAGES/sphinx.po,ferm32,
remmina,100% (75t;0f;0u),remmina-plugins/po/ru.po,Andrey Olykainen,ru at li dot org
gst-plugins-ugly1.0,100% (14t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
sound-juicer,100% (220t;0f;0u),po/ru.po,Yuri Myasoedov,debian-l10n-russian at lists dot debian dot org
sound-juicer,100% (102t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-screensaver,100% (58t;0f;0u),po/ru.po,Yuri Myaseodov,gnome-cyr at gnome dot org
bison,100% (9t;0f;0u),runtime-po/ru.po,Pavel Maryanov,gnu at mx dot ru
ksysguard,100% (233t;0f;0u),po/ru/ksysguard.po,Alexander Potashev,kde-russian at lists dot kde dot ru
tomboy,100% (274t;0f;0u),help/ru/ru.po,Oleg Shmelyov,gnome-cyr at gnome dot org
tomboy,100% (471t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
r-base,100% (354t;0f;0u),src/library/utils/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (32t;0f;0u),src/library/tools/po/ru.po,Alexey Shipunov,Russian
r-base,100% (29t;0f;0u),src/library/tcltk/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (9t;0f;0u),src/library/tcltk/po/ru.po,Alexey Shipunov,Russian
r-base,100% (6t;0f;0u),src/library/stats4/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (771t;0f;0u),src/library/stats/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (185t;0f;0u),src/library/stats/po/ru.po,Alexey Shipunov,Russian
r-base,100% (20t;0f;0u),src/library/splines/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (1t;0f;0u),src/library/splines/po/ru.po,Alexey Shipunov,Russian
r-base,100% (29t;0f;0u),src/library/parallel/po/R-ru.po,Alexey Shipunov,ru at li dot org
r-base,100% (17t;0f;0u),src/library/parallel/po/ru.po,Alexey Shipunov,ru at li dot org
r-base,100% (26t;0f;0u),src/library/methods/po/ru.po,Alexey Shipunov,dactylorhiza at gmail
r-base,100% (163t;0f;0u),src/library/grid/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (24t;0f;0u),src/library/grid/po/ru.po,Alexey Shipunov,Russian
r-base,100% (123t;0f;0u),src/library/grDevices/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (158t;0f;0u),src/library/grDevices/po/ru.po,Alexey Shipunov,Russian
r-base,100% (144t;0f;0u),src/library/graphics/po/R-ru.po,Alexey Shipunov,Russian
r-base,100% (127t;0f;0u),src/library/graphics/po/ru.po,Alexey Shipunov,Russian
r-base,100% (259t;0f;0u),src/library/base/po/RGui-ru.po,Alexey Shipunov,dactylorhiza at gmail
evolution-webcal,100% (30t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
xfce4-clipman-plugin,100% (67t;0f;0u),po/ru.po,asvl,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
xfce4-notes-plugin,100% (57t;0f;0u),po/ru.po,Dima Smirnov,
gtkspell3,100% (7t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
grilo-plugins,100% (134t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
flex,100% (166t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
dconf-editor,100% (33t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
libgnome-media-profiles,100% (51t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-flashback,100% (43t;0f;0u),po/ru.po,Dmitry Shachnev,gnome-cyr at gnome dot org
epiphany-browser,100% (597t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
hitori,100% (36t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
atril,100% (360t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
mate-panel,100% (582t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
gparted,100% (367t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
lightdm-gtk-greeter,100% (24t;0f;0u),po/ru.po,Andrew P.,ru at li dot org
mate-control-center,100% (635t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
xfce4-panel,100% (394t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce4-panel/language/ru/)
kwin,100% (326t;0f;0u),po/ru/kwin_effects.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (167t;0f;0u),po/ru/kcmkwm.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (34t;0f;0u),po/ru/kcmkwinscreenedges.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (14t;0f;0u),po/ru/kwin_scripting.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (27t;0f;0u),po/ru/kcmkwindecoration.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (19t;0f;0u),po/ru/kwin_clients.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (53t;0f;0u),po/ru/kcmkwincompositing.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (33t;0f;0u),po/ru/kcm_kwintabbox.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (41t;0f;0u),po/ru/kcm_kwindesktop.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (11t;0f;0u),po/ru/kcm-kwin-scripts.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwin,100% (153t;0f;0u),po/ru/kcmkwinrules.po,Alexander Potashev,kde-russian at lists dot kde dot ru
dialog,100% (23t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
plasma-nm,100% (464t;0f;0u),po/ru/plasmanetworkmanagement-libs.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (55t;0f;0u),po/ru/plasmanetworkmanagement_vpncui.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (27t;0f;0u),po/ru/plasmanetworkmanagement_openconnectui.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (10t;0f;0u),po/ru/plasma_applet_org.kde.plasma.networkmanagement.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (113t;0f;0u),po/ru/plasmanetworkmanagement-kded.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (13t;0f;0u),po/ru/plasmanetworkmanagement_openswanui.po,Victor Ryzhykh,kde-russian at lists dot kde dot ru
plasma-nm,100% (52t;0f;0u),po/ru/kde5-nm-connection-editor.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (27t;0f;0u),po/ru/plasmanetworkmanagement_strongswanui.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (41t;0f;0u),po/ru/plasmanetworkmanagement_l2tpui.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-nm,100% (33t;0f;0u),po/ru/plasmanetworkmanagement_pptpui.po,Alexander Potashev,kde-russian at lists dot kde dot ru
gnome-maps,100% (111t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
network-manager-openvpn,100% (105t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-logs,100% (22t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-logs,100% (43t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-sound-recorder,100% (65t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-music,100% (85t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-clocks,100% (81t;0f;0u),help/ru/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-clocks,100% (77t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-photos,100% (125t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
polari,100% (97t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
bijiben,100% (103t;0f;0u),po/ru.po,Ivan Komaritsyn,gnome-cyr at gnome dot org
gnome-getting-started-docs,100% (339t;0f;0u),gnome-help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
xfwm4,100% (173t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfwm4/language/ru/)
xfce4-session,100% (208t;0f;0u),po/ru.po,Nick,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
thunar-volman,100% (113t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/thunar-volman/language/ru/)
xfce4-settings,100% (354t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce4-settings/language/ru/)
mate-desktop,100% (232t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
orage,100% (1030t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-apps/language/ru/)
plasma-desktop,100% (2t;0f;0u),po/ru/attica_kde.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (101t;0f;0u),po/ru/plasma_applet_org.kde.desktopcontainment.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (26t;0f;0u),po/ru/kcmkeys.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-desktop,100% (49t;0f;0u),po/ru/kcmstyle.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-desktop,100% (31t;0f;0u),po/ru/knetattach.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (45t;0f;0u),po/ru/kcm_solid_actions.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (13t;0f;0u),po/ru/kcmlaunch.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
plasma-desktop,100% (5t;0f;0u),po/ru/kcm_standard_actions.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-desktop,100% (166t;0f;0u),po/ru/kcm_touchpad.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (8t;0f;0u),po/ru/kcm_lookandfeel.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (8t;0f;0u),po/ru/kcm_splashscreen.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (17t;0f;0u),po/ru/kcmsmserver.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (24t;0f;0u),po/ru/kcmkded.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (8t;0f;0u),po/ru/plasma_applet_touchpad.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (57t;0f;0u),po/ru/plasma_applet_org.kde.plasma.kickoff.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (5t;0f;0u),po/ru/kcm_search.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (45t;0f;0u),po/ru/kcmfonts.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (7t;0f;0u),po/ru/kcmworkspaceoptions.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (9t;0f;0u),po/ru/plasma_applet_org.kde.plasma.trash.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (65t;0f;0u),po/ru/kcm_phonon.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-desktop,100% (76t;0f;0u),po/ru/kcm_desktopthemedetails.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (19t;0f;0u),po/ru/kcmtranslations.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (7t;0f;0u),po/ru/plasma_applet_org.kde.plasma.windowlist.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (183t;0f;0u),po/ru/kcmcolors.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (13t;0f;0u),po/ru/kcm_baloofile.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (48t;0f;0u),po/ru/useraccount.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (60t;0f;0u),po/ru/plasma_shell_org.kde.plasma.desktop.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (20t;0f;0u),po/ru/kcmformats.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (8t;0f;0u),po/ru/plasma_runner_plasma-desktop.po,Yuri Efremov,kde-russian at lists dot kde dot ru
plasma-desktop,100% (15t;0f;0u),po/ru/plasma_applet_org.kde.plasma.pager.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (64t;0f;0u),po/ru/kcmicons.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (46t;0f;0u),po/ru/joystick.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (11t;0f;0u),po/ru/kcmnotify.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (81t;0f;0u),po/ru/kcmkeyboard.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (30t;0f;0u),po/ru/plasma_applet_org.kde.plasma.taskmanager.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (29t;0f;0u),po/ru/kcm_desktoppaths.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (58t;0f;0u),po/ru/plasma_applet_org.kde.plasma.kicker.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (463t;0f;0u),po/ru/kfontinst.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (1t;0f;0u),po/ru/krdb.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (2t;0f;0u),po/ru/plasma_applet_org.kde.plasma.showActivityManager.po,Nick Shaforostoff,kde-russian at lists dot kde dot ru
plasma-desktop,100% (1t;0f;0u),po/ru/plasma_toolbox_org.kde.desktoptoolbox.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (32t;0f;0u),po/ru/kcm_autostart.po,Julia Dronova,kde-russian at lists dot kde dot ru
plasma-desktop,100% (118t;0f;0u),po/ru/kcminput.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (33t;0f;0u),po/ru/kcmkclock.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (51t;0f;0u),po/ru/kcmcomponentchooser.po,Alexander Potashev,kde-russian at lists dot kde dot ru
plasma-desktop,100% (38t;0f;0u),po/ru/kcm_emoticons.po,Yuri Efremov,kde-russian at lists dot kde dot ru
marco,100% (326t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
