objectid,routeid,beginpoint,endpoint,actlaccctl,accctldesc,actlhpmsaccessctl,hpmsaccdesc,towntown,towndesc,yearvalue,global_id,shape_length
12009.0,71-N,17.69,17.73,7.0,Partial Control - Channelization,2.0,Partial Access Control,93.0,NEWINGTON,2022,9edeea04-e647-482b-857f-243db167ba0f,211.665445253493
12010.0,0150543,0.0,0.45,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,3d3758d6-ac8e-4f42-8eae-31fce13a66d0,2340.29241873817
12011.0,0150815R,0.27,0.42,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,8ffa54fc-e493-4450-9537-b0623a5c97cb,830.105138056573
12012.0,0150835,0.0,0.44,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,c36e05ab-9a90-4997-85c7-26cc554dd2b8,2298.81931474787
12013.0,0150853,0.0,0.84,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,05d0a684-aba5-4b25-a5c1-8b2bcfcc1dde,4431.7857965706
12014.0,0150895,0.0,0.46,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,6d2b27cb-a4ef-496d-9015-0f22e65cbdfb,2392.2964427082
12015.0,0151016,0.0,0.42,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,4fd705d2-1f68-4658-9ff3-262714609e53,2257.09390502213
12016.0,0151089,0.0,0.62,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,698cd733-cf53-4834-ab8d-3a69b370f377,3246.11718028271
12017.0,0151105,0.0,0.48,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,04f04b78-6960-4365-9fd7-ddec9c1c5da4,2488.73340249884
12018.0,0170081,0.0,0.14,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,6f8be934-5ccb-4f5b-84c1-33df3d3361e0,784.738363163276
12019.0,0170186,0.0,1.01,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,19af85c5-bba1-49f8-a13a-c29683e09428,5389.71263416216
12020.0,0460074,0.0,1.6,0.0,No Access Control,3.0,No Access Conrtol,46.0,EAST WINDSOR,2022,95947ce6-6a1a-42a9-b59e-9c624c41fe72,8371.52855512431
12021.0,0480127,0.0,1.6,0.0,No Access Control,3.0,No Access Conrtol,48.0,ENFIELD,2022,7d51f2e8-8abb-4630-b45a-593e883d44fe,8506.096903609
12022.0,0480333,0.0,1.72,0.0,No Access Control,3.0,No Access Conrtol,48.0,ENFIELD,2022,f60ff3af-558a-4385-88dd-dcbfef55a400,9054.0835299304
12023.0,0480373,0.0,0.93,0.0,No Access Control,3.0,No Access Conrtol,48.0,ENFIELD,2022,e7d2f174-2285-4c57-8dab-afd833f4b54c,4905.12933767746
12024.0,2A-E,0.24,3.33,2.0,"Full Control - Other Divided Highways, 4 or more lanes",1.0,Full Access Control,103.0,NORWICH,2022,013f9a44-8327-4a75-9461-3f172cfda15b,16281.7719793775
12025.0,2A-E,6.64,7.05,4.0,Full Control - Undivided Higways,1.0,Full Access Control,113.0,PRESTON,2022,54c8b05d-a2e5-4b0d-b4df-e662cd2db833,2166.18520720101
12026.0,309-E,0.0,1.36,0.0,No Access Control,3.0,No Access Conrtol,23.0,CANTON,2022,6b59d7c0-5774-44b2-833f-b779cb9dd804,7186.01771196249
12027.0,71-N,17.73,18.72,7.0,Partial Control - Channelization,2.0,Partial Access Control,155.0,WEST HARTFORD,2022,55ef587d-a9c0-4ea3-8b52-4ccd8a29d506,5281.24064386372
12028.0,71-S,17.51,17.59,0.0,No Access Control,3.0,No Access Conrtol,51.0,FARMINGTON,2022,f57cdca5-1766-431f-8f97-b8eda25a58f6,412.644762521791
12029.0,710-N,0.0,0.31,0.0,No Access Control,3.0,No Access Conrtol,87.0,NAUGATUCK,2022,7770cdaa-d0a0-43d3-9305-9ffa72d303d4,1621.02488180046
12030.0,711-N,0.0,0.81,0.0,No Access Control,3.0,No Access Conrtol,144.0,TRUMBULL,2022,4fd4fd3b-3dad-4a5c-a5ae-bc30d2298f1f,4311.56941637168
12031.0,713-E,0.0,0.27,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,d0099620-ad9c-4da3-b315-27e5e1d0f1b9,1488.1757681285
12032.0,71A-N,2.46,2.92,0.0,No Access Control,3.0,No Access Conrtol,88.0,NEW BRITAIN,2022,388599c5-51b9-4c29-a519-49e06c3d5e3e,2408.22263787901
12033.0,72-N,7.45,8.35,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,abba6cfc-8964-4b1f-bea3-29f4c33ae662,4711.13834860387
12034.0,726-E,0.0,0.1,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,b84c6bc8-af8a-46bc-a862-a993428920f1,552.610789648225
12035.0,0170305,0.0,1.77,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,c27dc795-308d-480a-9bed-4019b3868923,9471.58793239651
12036.0,0170367R,0.09,0.8,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,d62a8d4b-cc34-490a-8aeb-02b313c01ec5,3789.70833720493
12037.0,0170376,0.0,0.46,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,23754129-e14d-464d-9296-79d95cd33413,2378.50358997381
12038.0,0170429,0.0,2.34,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,b7dfbb68-989a-41a0-97b8-24691790bc77,12409.6956507953
12039.0,0170509,0.0,0.95,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,d092e5aa-4c13-44c3-92e0-25a2f4fa806e,5017.30285197386
12040.0,0560238,0.0,0.61,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,5dd282db-aa61-4a70-8a4c-309db717e317,3230.27957985134
12041.0,0560347R,0.0,0.03,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,e57cd109-4fb6-4e26-aa8c-77a739d618e6,109.498606870808
12042.0,0560407,0.0,0.72,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,1a7bed11-813d-4dea-b7a2-150c7982f6bc,3888.99099478621
12043.0,0560407R,0.6,0.65,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,cece58e9-31fc-4469-b0a2-62c09d225c87,278.331829966634
12044.0,0560478,0.0,0.14,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,c43c5588-9ca9-4aea-937a-ad02db93dc67,786.745569609353
12045.0,0560555,0.0,1.94,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,d4d5dbf1-19b5-4947-a322-a3e5b5307b8f,10219.3531902093
12046.0,0560571,0.0,6.23,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,91bd6a27-ca51-411d-a881-0aac535319b8,33029.3324240186
12047.0,0560637,0.0,0.54,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,4c9c1bb1-383b-487a-a240-bf1871efeb72,2865.04051057757
12048.0,0560675,0.0,0.11,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,f4933348-abce-4f94-bb04-4ea6fae2c959,598.828712829723
12049.0,0560687,0.0,1.86,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,ea336175-efc3-4564-abb2-77da17402903,9819.70377632992
12050.0,0560809,0.0,0.21,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,ca75f54b-af31-4dce-b3c6-76b560c77bf4,1153.73327768817
12051.0,31-E,1.54,3.71,0.0,No Access Control,3.0,No Access Conrtol,142.0,TOLLAND,2022,ff1aee99-10df-4523-9f5e-01de5859e97b,11402.2724470552
12052.0,31-E,3.71,13.66,0.0,No Access Control,3.0,No Access Conrtol,32.0,COVENTRY,2022,e487e028-ac09-415f-b121-0f6d90eb4830,52432.651577108
12053.0,32-S,1.13,1.32,5.0,"Partial Control - Divided, 4 or more lanes",2.0,Partial Access Control,94.0,NEW LONDON,2022,1aead4e9-e329-45c7-8956-f229c2d0b79d,991.362648024918
12054.0,322-E,4.48,7.72,0.0,No Access Control,3.0,No Access Conrtol,131.0,SOUTHINGTON,2022,230dcb9c-9213-4913-93d5-fe073e7efc6f,17120.4230581704
12055.0,1000036,0.0,0.94,0.0,No Access Control,3.0,No Access Conrtol,100.0,NORTH HAVEN,2022,ac612fa9-d89f-4d94-b11b-756d17ddce83,4979.76850630198
12056.0,1000166,0.0,1.28,0.0,No Access Control,3.0,No Access Conrtol,100.0,NORTH HAVEN,2022,bc8f4560-07c7-4e85-aaf1-335b9c53913f,6819.69430175961
12057.0,101-E,2.58,9.46,0.0,No Access Control,3.0,No Access Conrtol,68.0,KILLINGLY,2022,ba54511c-ff51-443e-98be-4dbbcb01bb40,36307.6377156506
12058.0,101-W,3.43,3.64,0.0,No Access Control,3.0,No Access Conrtol,68.0,KILLINGLY,2022,f28f30c3-bb25-4249-95c9-edd2428c5be2,1062.04682186321
12059.0,1020097,0.0,0.57,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,e8b3a69a-42c9-4b1f-995b-985b45b2b7ea,3057.67516112485
12060.0,1020139,0.0,0.28,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,4c7ef579-a77c-4079-b40e-8046cf48a54f,1481.48227181777
12061.0,1020179,0.0,0.23,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,d0d1429a-b90b-4687-b4b0-75153467da3c,1250.78923347863
12062.0,1020354,0.0,1.14,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,19b0031c-bd91-4e0c-9c65-d5995af99d94,6015.38747491879
12063.0,1020769,0.0,0.39,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,7671ef23-0b0c-499f-9544-265ffef338fc,2082.14247698308
12064.0,1310148,0.0,0.78,0.0,No Access Control,3.0,No Access Conrtol,131.0,SOUTHINGTON,2022,ac6922d5-4821-4085-ae07-31edd93c91e2,4142.68978175564
12065.0,1310192,0.0,0.77,0.0,No Access Control,3.0,No Access Conrtol,131.0,SOUTHINGTON,2022,3afc2cd5-f651-40e2-ac0d-34b07162a6be,4142.40697681521
12066.0,1310194,0.0,2.15,0.0,No Access Control,3.0,No Access Conrtol,131.0,SOUTHINGTON,2022,07466274-24c2-454e-937e-a989b2e50fda,11353.286425075
12067.0,0151079R,0.63,2.1,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,986222f9-0704-409d-bf0c-fe641f452a11,7771.73714104537
12068.0,0170104,0.0,0.18,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,79899be2-13f0-48da-9458-0a73077e89a1,990.980478168622
12069.0,0170162,0.0,1.17,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,9f72fd1d-a635-40c0-b671-98bf7adc6c68,6141.91080536561
12070.0,0170321,0.0,0.25,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,cf09c709-2471-43ab-971d-cca3806a10f7,1360.01308156826
12071.0,0170380,0.0,1.0,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,6c652ea0-ddc3-4bf6-b6d2-bd7926a98f45,5259.09352101607
12072.0,0170400R,0.21,0.36,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,8d1218fd-caa1-4463-b35e-ba13b982d82b,790.620677664297
12073.0,0170609,0.0,0.95,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,f670bca2-7ce6-462e-b079-66d418aa2cbf,5035.39289703059
12074.0,0190027,0.0,0.92,0.0,No Access Control,3.0,No Access Conrtol,19.0,BROOKLYN,2022,05afa901-d250-412a-94ed-859f9cd6c600,4842.92615625732
12075.0,0230017,0.0,0.05,0.0,No Access Control,3.0,No Access Conrtol,23.0,CANTON,2022,98e52483-4b41-479c-863c-4cdbfa57741a,274.646362740323
12076.0,0610365,0.0,0.68,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,d0cdd90b-cbba-48cb-999a-dd12f09ec089,3639.2313368242
12077.0,0610414,0.0,0.63,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,4e694023-9e0b-4e2f-a73f-7625dd488546,3343.75975939811
12078.0,0610488,0.0,0.18,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,3a1ca780-f35a-4d2f-b649-eb62f3849c90,938.055540645475
12079.0,0630038,0.0,0.92,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,8ebd23a8-65aa-40f1-b96f-bff09f0af8bb,4916.6710403977
12080.0,0630040,0.0,0.14,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,bc54c09b-d811-44d4-9d5d-5ba9c293be17,779.997336544355
12081.0,0630074,0.0,0.36,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,8e213a82-87a1-4e5b-ba20-a6853328407d,1959.6527850959
12082.0,0630205,0.0,0.41,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,47c6897d-f8be-4baf-8d8f-caf92df3a83a,2120.84713064116
12083.0,0630210,0.0,0.02,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,20590ef3-f8e7-46fd-90c9-3979665a7773,128.863543389725
12084.0,0630271,0.0,0.3,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,5d748707-6821-4cd5-a0b9-b45267b1d34a,1613.03074631492
12085.0,0630279,0.0,0.51,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,5f546a97-0f04-470d-b624-d2e827470600,2714.01367200466
12086.0,0630367,0.0,0.25,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,a375e717-3640-4a79-b0b3-9bcb16c24e5a,1381.76638163368
12087.0,0630378,0.0,1.6,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,f272379c-fcf7-4afe-a2b9-2a81c2cd3121,8416.00807497515
12088.0,1020832,0.0,1.86,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,69a00ea2-a2b9-4935-b014-2f864af8f4dc,9747.10202553918
12089.0,1020833,0.0,0.88,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,4f9562fa-e3f9-4eae-9145-ed8efd3623d7,4665.23010629695
12090.0,1020916,0.0,0.85,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,85e8c691-f8ed-410e-9e18-a8e456df013d,4464.63319049528
12091.0,1020919R,0.44,0.53,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,c9b0d450-6704-483f-91a1-d2a7e4a7b55b,552.955667161576
12092.0,1020932,0.0,1.2,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,f35e5b74-1052-46bb-808a-7dfaf82cc36c,6260.97770710856
12093.0,1310462,0.0,0.99,0.0,No Access Control,3.0,No Access Conrtol,131.0,SOUTHINGTON,2022,169f1d55-7ac1-4c79-80ac-04184097ba6f,5217.05872671166
12094.0,1320026R,0.95,1.11,0.0,No Access Control,3.0,No Access Conrtol,132.0,SOUTH WINDSOR,2022,c2dab9a9-0ed4-417c-889c-648e8acf8b3e,769.423818702106
12095.0,1320032,0.0,2.1,0.0,No Access Control,3.0,No Access Conrtol,132.0,SOUTH WINDSOR,2022,20e72a31-0d7a-4145-a7b4-808cc8792eb4,11077.7070157653
12096.0,1320188,0.0,1.72,0.0,No Access Control,3.0,No Access Conrtol,132.0,SOUTH WINDSOR,2022,bb813e1f-77bb-427d-a756-3ca76c4d683f,9080.27476457271
12097.0,0250119,0.0,2.7,0.0,No Access Control,3.0,No Access Conrtol,25.0,CHESHIRE,2022,bf9d29f2-edfe-4bb6-9ca3-9391a27dfe06,14311.844514936
12098.0,0260060,0.0,1.7,0.0,No Access Control,3.0,No Access Conrtol,26.0,CHESTER,2022,8ed8ad6d-7baf-4626-a88d-d21f704dbe53,8919.25488908486
12099.0,0260064,0.0,0.49,0.0,No Access Control,3.0,No Access Conrtol,26.0,CHESTER,2022,b8502e03-8841-42c3-b94a-f73d82738868,2605.55084783342
12100.0,0630390,0.0,0.21,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,64c1f866-6be9-4e06-ac1d-82669fe7b60a,1155.39918674469
12101.0,0630411,0.0,0.32,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,88b30de6-5ae3-429a-8493-1b335cb04641,1780.56949004489
12102.0,0630427,0.0,0.28,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,274ef3ed-72a5-48a5-a8f3-9908ec14d1df,1523.61373130107
12103.0,0630475,0.0,0.9,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,f4d2b7dc-cc6f-4a0b-946c-b98d5ca1a176,4812.80849319511
12104.0,0630478,0.0,0.13,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,77242a58-2b86-45fb-930e-9634627593da,769.644384426154
12105.0,0630483,0.0,0.13,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,991b2c95-cd10-4548-8b90-6a57f87d9d18,689.404322370627
12106.0,0630534,0.0,0.29,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,994357ad-ee47-4bf6-ae3b-2c833000ed42,1552.70019202461
12107.0,0630541,0.0,0.51,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,33035a18-b71c-420d-81b0-e35e1a111e73,2794.75652631211
12108.0,0630550,0.0,1.93,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,2523bb63-380c-441f-8ac8-df620d098f1d,10254.4398521314
12109.0,0630607,0.0,0.73,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,da57e03b-64f3-47cf-8e69-4fdde522bc44,3797.73991119261
12110.0,0630627,0.0,0.24,0.0,No Access Control,3.0,No Access Conrtol,63.0,HARTFORD,2022,66b271f2-1054-4605-aa49-6c5ecd15fa1d,1314.40168921425
12111.0,1020944,0.0,1.67,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,3ac6d501-e466-4a5b-be61-87c5c3d5f4ad,8825.4043832658
12112.0,1021056,0.0,0.12,0.0,No Access Control,3.0,No Access Conrtol,102.0,NORWALK,2022,2842be53-d588-45fc-b5b4-7d110d04436f,619.911753601394
12113.0,1030020,0.0,1.45,0.0,No Access Control,3.0,No Access Conrtol,103.0,NORWICH,2022,9cfaecee-6e54-4aa6-bbff-537d4b52ce0d,7723.85608526731
12114.0,1030133,0.0,0.88,0.0,No Access Control,3.0,No Access Conrtol,103.0,NORWICH,2022,6ea15ee5-a6e1-4658-b90b-c51af58da87b,4628.09597511401
12115.0,132L-S,0.0,1.19,0.0,No Access Control,3.0,No Access Conrtol,83.0,MILFORD,2022,ed89681f-176a-4f5e-8187-a6cc6d9e01f0,6644.70025937471
12116.0,1340089,0.0,3.84,0.0,No Access Control,3.0,No Access Conrtol,134.0,STAFFORD,2022,abf94d9c-86aa-47f6-98f6-6bb1e135cd3b,20167.1085703367
12117.0,1350061,0.0,1.36,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,ab8e439e-b0b3-4836-b43e-cf4ba0e6efac,7281.71393935836
12118.0,1350107,0.0,0.82,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,c9cdd6c4-fb39-4224-9a1c-84a254f22bba,4345.04267497218
12119.0,1350270,0.0,0.26,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,caf26810-920a-4cb5-a363-62f47a7aa9a3,1359.83885151395
12120.0,1350451,0.0,0.65,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,8430dcc9-4a95-4a7a-a4c6-5640800a459b,3501.21645022551
12121.0,0270035,0.0,0.51,0.0,No Access Control,3.0,No Access Conrtol,27.0,CLINTON,2022,1369efe9-bf16-462f-82e8-ceb296a122be,2704.02524487658
12122.0,0320025,0.0,0.69,0.0,No Access Control,3.0,No Access Conrtol,32.0,COVENTRY,2022,f5194b74-08b6-49c4-b99c-2db66ffdc655,3663.75254445071
12123.0,0320041,0.0,2.24,0.0,No Access Control,3.0,No Access Conrtol,32.0,COVENTRY,2022,c96a7c5f-4125-4c36-98aa-ad345737f127,11752.431931022
12124.0,0330015,0.0,1.18,0.0,No Access Control,3.0,No Access Conrtol,33.0,CROMWELL,2022,5b1146e2-7b00-46c0-930d-7fff41c69824,6239.57383907379
12125.0,0660016,0.0,3.55,0.0,No Access Control,3.0,No Access Conrtol,66.0,HEBRON,2022,ba3832c9-b853-4702-9f92-81b665b52c46,18659.3939988172
12126.0,0710030,0.0,1.12,0.0,No Access Control,3.0,No Access Conrtol,71.0,LEDYARD,2022,b0d8e62e-5891-4a38-aa90-17a5207de851,5903.84288372855
12127.0,0730131,0.0,2.24,0.0,No Access Control,3.0,No Access Conrtol,73.0,LITCHFIELD,2022,e529f412-0697-4176-baf4-1b1191216119,11825.9067789667
12128.0,1030176,0.0,0.41,0.0,No Access Control,3.0,No Access Conrtol,103.0,NORWICH,2022,acdea4e0-4611-46fc-b07a-c5e30bee5c09,2200.42570376504
12129.0,1030237,0.0,0.07,0.0,No Access Control,3.0,No Access Conrtol,103.0,NORWICH,2022,7f8fd6c2-8f6e-43c9-84ec-0df1ca6fe0a9,455.257460247563
12130.0,1030434,0.0,0.32,0.0,No Access Control,3.0,No Access Conrtol,103.0,NORWICH,2022,abda1cde-955a-45cc-bd70-b26f21b2b4dd,1698.75202981158
12131.0,1040083,0.0,0.84,0.0,No Access Control,3.0,No Access Conrtol,104.0,OLD LYME,2022,0fdfee9c-270d-474d-ac0e-4c79eace3643,4418.56647394982
12132.0,1050121,0.0,1.34,0.0,No Access Control,3.0,No Access Conrtol,105.0,OLD SAYBROOK,2022,ce2595f1-c6be-4a91-9611-ca28c5533255,7111.22106828704
12133.0,1060045,0.0,0.51,0.0,No Access Control,3.0,No Access Conrtol,106.0,ORANGE,2022,d32d825c-3747-4925-87a1-996d942b3410,2717.71282514411
12134.0,1060053,0.0,0.05,0.0,No Access Control,3.0,No Access Conrtol,106.0,ORANGE,2022,a11cb27d-b444-4596-a0b1-5c6bd0eea624,296.376862004786
12135.0,1060135,0.0,0.95,0.0,No Access Control,3.0,No Access Conrtol,106.0,ORANGE,2022,15203124-d381-4434-8a18-ab37ab0be3db,5036.69571361254
12136.0,1060209,0.0,0.91,0.0,No Access Control,3.0,No Access Conrtol,106.0,ORANGE,2022,e1e92683-d418-41ab-8069-30dd44914bf4,4837.51589386571
12137.0,1350476,0.0,0.39,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,b9a60ae8-919c-4a2f-b910-398b4bea31a7,2119.0854689305
12138.0,1350645,0.0,0.42,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,a6e3c9f6-1e56-46df-b3df-250cfa984eba,2268.44385255583
12139.0,1350893,0.0,0.21,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,310fe9b4-7812-4684-972c-da921a200bdd,1145.55031313913
12140.0,1351161,0.0,0.08,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,61f779f4-a052-4185-8604-ff5b7ecfcccc,417.11206253129
12141.0,137-S,0.0,1.54,0.0,No Access Control,3.0,No Access Conrtol,135.0,STAMFORD,2022,0368a2a6-e49d-4908-a53c-2e9a9c42fa0d,8228.918603702
12142.0,1370117,0.0,1.58,0.0,No Access Control,3.0,No Access Conrtol,137.0,STONINGTON,2022,cd5728af-c691-4ab7-bd27-224a50a4a634,8325.67633941312
12143.0,1370154,0.0,1.04,0.0,No Access Control,3.0,No Access Conrtol,137.0,STONINGTON,2022,ec62e19b-155d-45a5-a738-171336c9a18a,5496.93927932484
12144.0,0330022,0.0,2.62,0.0,No Access Control,3.0,No Access Conrtol,33.0,CROMWELL,2022,c3482f2e-1888-4a97-b470-765d70ddff6c,13775.0721636153
12145.0,0330096,0.0,1.27,0.0,No Access Control,3.0,No Access Conrtol,33.0,CROMWELL,2022,fbb6d4ef-76e2-46a8-af97-2b60d61dd0da,6733.97994116331
12146.0,0340252,0.0,1.07,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,e4b2239a-9911-4748-b70a-c501fec2cc8b,5656.92046451586
12147.0,0730150,0.0,0.52,0.0,No Access Control,3.0,No Access Conrtol,73.0,LITCHFIELD,2022,bf52cd4f-66c1-4ed7-98fa-ddbba7b9e9db,2742.92992885909
12148.0,0750025,0.0,0.57,0.0,No Access Control,3.0,No Access Conrtol,75.0,MADISON,2022,f140f920-2642-4ee2-b3c9-fec0d25a02a6,2957.84856801503
12149.0,0760254,0.0,2.32,0.0,No Access Control,3.0,No Access Conrtol,76.0,MANCHESTER,2022,d84d8867-bd98-4747-8743-3b9dfdf4a208,12096.0725907768
12150.0,0760338,0.0,1.23,0.0,No Access Control,3.0,No Access Conrtol,76.0,MANCHESTER,2022,8463b858-36d7-47ca-be89-618b2758e458,6522.42413017494
12151.0,1060228,0.0,1.6,0.0,No Access Control,3.0,No Access Conrtol,106.0,ORANGE,2022,b4f22674-a74b-41f8-b400-57a45e6c6a3d,8339.63632538308
12152.0,1070014,0.0,1.29,0.0,No Access Control,3.0,No Access Conrtol,107.0,OXFORD,2022,4bd5b4d1-35b6-4c64-960b-3ab02cf782ae,6784.48720798452
12153.0,1070031,0.0,2.44,0.0,No Access Control,3.0,No Access Conrtol,107.0,OXFORD,2022,28a7052a-5367-4757-9648-25d99b078a55,12915.7573072609
12154.0,108-S,0.0,0.03,0.0,No Access Control,3.0,No Access Conrtol,138.0,STRATFORD,2022,3ac22832-1854-4fc2-99e2-cb02e213b87b,182.45479680074
12155.0,1480186,0.0,0.54,0.0,No Access Control,3.0,No Access Conrtol,148.0,WALLINGFORD,2022,c26e35fe-a572-40b7-8bb2-648fe751f100,2817.96501325508
12156.0,1480187,0.0,1.05,0.0,No Access Control,3.0,No Access Conrtol,148.0,WALLINGFORD,2022,1d5f4afd-9b73-4e4e-8ca1-4ef72325ab3d,5465.43074156815
12157.0,1480226,0.0,1.46,0.0,No Access Control,3.0,No Access Conrtol,148.0,WALLINGFORD,2022,83062907-bd95-4ab2-9431-da76d1f75b17,7722.94937331119
12158.0,1480227,0.0,2.62,0.0,No Access Control,3.0,No Access Conrtol,148.0,WALLINGFORD,2022,426433a5-5811-4d3c-ba9d-8cd90ba61b40,13791.0188151458
12159.0,1480303,0.0,0.4,0.0,No Access Control,3.0,No Access Conrtol,148.0,WALLINGFORD,2022,5fe27fc1-ab12-4818-851f-64b6b5b3a6e2,2167.4165576266
12160.0,1480469,0.0,0.7,0.0,No Access Control,3.0,No Access Conrtol,148.0,WALLINGFORD,2022,5e9095f2-cf76-4575-b66f-7194c0d395d8,3744.33022983451
12161.0,0340356,0.0,1.72,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,342eebd1-8d84-4e12-b1bf-734bfaec80c4,9101.6729847013
12162.0,0340512,0.0,2.87,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,cbc11bf8-0edd-410e-8a63-07990b3c25ed,15149.0216426622
12163.0,0340589,0.0,0.42,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,7e39e98c-1663-4efd-bedf-00cc4aa7e118,2282.38944066505
