objectid,unitid,unitname,polygon_id,polygon_id_alt_c,mtrx_conservation_score,mtrx_consump_use_score,mtrx_signal,rac_hydro_final_rating,rac_veg_category,rac_calc_adjac,rac_model_recommend,rac_edge_desig,no_action_recommend,gis_acres_wiu,alternative_b_recommend,mtrx_recommnd,poly_desg,polygon_id_alt_a,polygon_id_alt_b,polygon_id_alt_d,contig_wsa,polygon_idmce,mce_proposed,paltlwcfeis,contig_wsa_alt_a,shape_length,shape_area
86.0,OR-036-091,Owyhee River Cont G,Owyhee River Cont G,Owyhee River Cont G,10.0,16.4,Strong,NR,III,I,1,1,1,42.0221691856667,1,1,WIU,Owyhee River Cont G,Owyhee River Cont G,Owyhee River Cont G,Yes,Owyhee River Cont G,1,1,Yes,1650.12373710868,170057.685252195
87.0,OR-036-091,Owyhee River Cont H,Owyhee River Cont H,Owyhee River Cont H,10.0,16.4,Strong,ND,II,I,1,1,1,126.920317727771,1,1,WIU,Owyhee River Cont H,Owyhee River Cont H,Owyhee River Cont H,Yes,Owyhee River Cont H,1,1,Yes,3311.77736651527,513628.302929679
88.0,OR-034-075,Granite Creek,Granite Creek,Granite Creek,16.299999,23.6,Weak,ND,I,III,2,Not Considered,1,13650.6713661124,1,2,WIU,Granite Creek,Granite Creek,Granite Creek,No,Granite Creek,2,2,No,54450.4082439388,-55242316.9780522
89.0,OR-034-113,Blue Canyon Cont E,Blue Canyon Cont E,Blue Canyon Cont E,17.5,22.4,Divergent,1,II,I,1,Not Considered,1,1784.84870995407,1,1,WIU,Blue Canyon Cont E,Blue Canyon Cont E,Blue Canyon Cont E,Yes,Blue Canyon Cont E,1,1,Yes,32885.7636801405,7223026.46488998
90.0,OR-036-069,Big Grassey,Big Grassey,Big Grassey,17.0,23.799999,Divergent,NR,II,I,2,Not Considered,1,44299.189901136,1,2,WIU,Big Grassey,Big Grassey,Big Grassey,No,Big Grassey,1,2,No,75913.0060134935,-179272515.65466
91.0,OR-034-051,Quartz Mountain,Quartz Mountain,Quartz Mountain,18.6,24.6,Moderate,1,II,I,1,Not Considered,1,32039.5548042493,1,2,WIU,Quartz Mountain,Quartz Mountain,Quartz Mountain,No,Quartz Mountain,1,1,No,68846.6302915527,-129659599.701794
92.0,OR-034-056,Three Fingers Rock North,Three Fingers Rock North,Three Fingers Rock North,18.299999,25.9,Strong,NR,II,I,2,Not Considered,1,12452.0226613612,1,2,WIU,Three Fingers Rock North,Three Fingers Rock North,Three Fingers Rock North,No,Three Fingers Rock North,2,2,No,38479.3525029305,-50391705.9859559
93.0,OR-034-069,Monuments,Monuments,Monuments,11.4,18.299999,Strong,ND,I,III,2,Not Considered,1,19044.4572117762,1,2,WIU,Monuments,Monuments,Monuments,No,Monuments,2,2,No,64841.0999925291,-77070274.3166823
94.0,OR-034-047,Juniper Creek,Juniper Creek,Juniper Creek,16.799999,24.700001,Divergent,1,II,II,2,Not Considered,1,36678.2333608984,1,2,WIU,Juniper Creek,Juniper Creek,Juniper Creek,No,Juniper Creek,2,2,No,116763.193134823,-148431712.489244
95.0,OR-034-035,Keeney Creek,Keeney Creek,Keeney Creek,15.6,23.799999,Moderate,1,II,I,1,Not Considered,1,23431.4297398531,1,2,WIU,Keeney Creek,Keeney Creek,Keeney Creek,No,Keeney Creek,2,1,No,57926.3454257748,-94823859.5753918
96.0,OR-034-052,Wall Rock Ridge,Wall Rock Ridge,Wall Rock Ridge,18.0,20.5,Divergent,2,II,I,1,1,1,9458.05436892553,1,2,WIU,Wall Rock Ridge,Wall Rock Ridge,Wall Rock Ridge,Yes,Wall Rock Ridge,1,1,Yes,37499.7518490408,-38275412.9961276
97.0,OR-034-015,Board Corral Spring,Board Corral Spring,Board Corral Spring,19.5,28.1,Strong,2,II,I,2,Not Considered,1,5125.74125013536,1,1,WIU,Board Corral Spring,Board Corral Spring,Board Corral Spring,Yes,Board Corral Spring,1,2,Yes,25070.220015281,-20743231.7162521
98.0,OR-034-016,Board Corral Mountain,Board Corral Mountain,Board Corral Mountain,12.5,17.200001,Strong,2,III,I,2,2,1,14705.9653606949,1,2,WIU,Board Corral Mountain,Board Corral Mountain,Board Corral Mountain,No,Board Corral Mountain,2,2,No,50473.2338984685,-59513068.3088767
99.0,OR-034-018,Antelope Creek,Antelope Creek,Antelope Creek,17.0,24.4,Weak,2,III,II,2,Not Considered,1,10278.2200161916,1,2,WIU,Antelope Creek,Antelope Creek,Antelope Creek,No,Antelope Creek,2,2,No,42372.5177432641,-41594544.0870741
100.0,OR-034-027,Broken Rim,Broken Rim,Broken Rim,18.9,22.200001,Divergent,2,II,II,2,Not Considered,1,24918.7451538867,1,2,WIU,Broken Rim,Broken Rim,Broken Rim,No,Broken Rim,2,2,No,88995.7624848825,-100842722.765326
101.0,OR-034-039,Hunter Spring,Hunter Spring,Hunter Spring,17.0,23.6,Divergent,2,II,III,2,Not Considered,1,36638.6907818844,1,2,WIU,Hunter Spring,Hunter Spring,Hunter Spring,No,Hunter Spring,2,2,No,106371.511637251,-148271557.095121
102.0,OR-034-042,Prava Peak,Prava Peak,Prava Peak,15.3,24.799999,Divergent,1,I,I,1,Not Considered,1,20315.3720685801,1,2,WIU,Prava Peak,Prava Peak,Prava Peak,Yes,Prava Peak,2,1,Yes,93994.9111199019,-82213429.9434161
103.0,OR-034-061,Cold Spring,Cold Spring,Cold Spring,11.0,19.1,Strong,ND,II,III,2,Not Considered,1,30954.3100253082,1,2,WIU,Cold Spring,Cold Spring,Cold Spring,No,Cold Spring,2,2,No,76240.1766061402,-125267662.600611
104.0,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1,12319.2533170626,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,Squaw Creek,1,1,Yes,52241.2195940092,-49854258.0024969
105.0,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1,11359.1207617652,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,McIntyre Ridge,2,2,No,51458.5914079704,-45968817.6589126
106.0,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1,17663.5435556939,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,Spring Mountain,2,2,No,95472.829825782,-71481911.9993003
107.0,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1,8917.75379150971,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,Selle Gap,2,2,No,30532.2983090792,-36088889.4574254
108.0,OR-036-014,Sacramento Hill,Sacramento Hill,Sacramento Hill,18.0,23.799999,Moderate,1,II,I,1,Not Considered,1,8983.16199172292,1,1,WIU,Sacramento Hill,Sacramento Hill,Sacramento Hill,No,Sacramento Hill,1,1,No,33685.1608722101,-36353625.3260185
109.0,OR-034-036,Indian Creek,Indian Creek,Indian Creek,15.0,18.0,Strong,2,II,III,2,Not Considered,1,17841.9398624639,1,2,WIU,Indian Creek,Indian Creek,Indian Creek,No,Indian Creek,2,2,No,68955.8167758611,-72203791.5689272
110.0,OR-034-044,Hunter Creek,Hunter Creek,Hunter Creek,10.9,18.5,Strong,1,II,II,2,Not Considered,1,27706.3776662705,1,2,WIU,Hunter Creek,Hunter Creek,Hunter Creek,No,Hunter Creek,2,2,No,75271.6903330838,-112123839.031322
111.0,OR-034-092,Spanish Charlie Basin,Spanish Charlie Basin,Spanish Charlie Basin,18.0,23.200001,Divergent,NR,III,II,2,Not Considered,1,19977.1780222752,1,2,WIU,Spanish Charlie Basin,Spanish Charlie Basin,Spanish Charlie Basin,No,Spanish Charlie Basin,2,2,No,63012.2841352197,-80844917.4367162
112.0,OR-036-029,Deadhorse,Deadhorse,Deadhorse,16.299999,21.799999,Moderate,2,II,I,2,Not Considered,1,62414.1981848084,1,2,WIU,Deadhorse,Deadhorse,Deadhorse,No,Deadhorse,2,2,No,119660.754560145,-252581375.416474
113.0,OR-034-073,Slaughter Gulch,Slaughter Gulch,Slaughter Gulch,10.8,17.6,Strong,1,II,III,2,Not Considered,1,29052.1989016761,1,2,WIU,Slaughter Gulch,Slaughter Gulch,Slaughter Gulch,No,Slaughter Gulch,2,2,No,109291.311651478,-117570081.864753
114.0,OR-036-057,Clarks Butte Cont A,Clarks Butte Cont A,Clarks Butte Cont A,18.4,25.1,Moderate,NR,III,I,2,2,1,4905.1219321867,1,1,WIU,Clarks Butte Cont A,Clarks Butte Cont A,Clarks Butte Cont A,Yes,Clarks Butte Cont A,2,2,Yes,18224.5144355398,-19850349.8186862
115.0,OR-036-057,Clarks Butte Cont B,Clarks Butte Cont B,Clarks Butte Cont B,18.4,25.1,Moderate,NR,II,I,1,1,1,3649.24361790541,1,1,WIU,Clarks Butte Cont B,Clarks Butte Cont B,Clarks Butte Cont B,Yes,Clarks Butte Cont B,2,1,Yes,24732.0908407374,14767964.9720227
116.0,OR-02-17,Rocky Basin,Rocky Basin,Rocky Basin,18.6,30.5,Strong,NR,I,III,2,Not Considered,1,727.64594957213,1,1,WIU,Rocky Basin,Rocky Basin,Rocky Basin,No,Rocky Basin,Not Considered,2,No,8837.41432809309,2944678.68425932
117.0,OR-034-106,River A,River A,River A,18.4,26.0,Strong,NR,I,III,2,Not Considered,1,423.089903785843,1,2,WIU,River A,River A,River A,No,River A,Not Considered,2,No,7214.03534590241,-1712200.72908924
118.0,OR-034-106,River B,River B,River B,18.4,26.0,Strong,NR,II,II,2,Not Considered,1,8590.52094247707,1,2,WIU,River B,River B,River B,No,River B,Not Considered,2,No,31494.594080036,-34764696.1018542
119.0,OR-036-087,Willow Creek Cont (Border) E,Willow Creek Cont (Border) E,Willow Creek Cont (Border) E,9.8999996,20.9,Strong,ND,I,I,1,Not Considered,1,5.47023319887426,1,1,WIU,Willow Creek Cont (Border) E,Willow Creek Cont (Border) E,Willow Creek Cont (Border) E,Yes,Willow Creek Cont (Border) E,Not Considered,1,Yes,816.685399411828,22137.24835289
120.0,OR-036-045,Whitehorse Butte A,Whitehorse Butte A,Whitehorse Butte A1,15.1,25.700001,Divergent,1,II,I,1,Not Considered,1,6261.17347401183,1,2,WIU,Whitehorse Butte A,Whitehorse Butte A,Whitehorse Butte A,Yes,Whitehorse Butte A1,Not Considered,1,Yes,28973.3527988631,-25338099.5917696
121.0,OR-036-052,Lower Cow Lake G,Lower Cow Lake G,Lower Cow Lake G1,16.5,24.6,Divergent,NR,II,I,2,2,1,829.298710061824,1,2,WIU,Lower Cow Lake G,Lower Cow Lake G,Lower Cow Lake G,Yes,Lower Cow Lake G,1,2,Yes,14742.02141887,-3356072.02483084
122.0,OR-036-052,Lower Cow Lake G,Lower Cow Lake G,Lower Cow Lake G2,16.5,24.6,Divergent,NR,II,I,2,2,1,75.8705112166027,1,1,WIU,Lower Cow Lake G,Lower Cow Lake G,Lower Cow Lake G,Yes,Lower Cow Lake G,1,2,Yes,7192.05636625223,307037.06558768
123.0,OR-036-045,Whitehorse Butte A,Whitehorse Butte A,Whitehorse Butte A2,15.1,25.700001,Divergent,1,II,I,1,Not Considered,1,2909.18811964543,1,1,WIU,Whitehorse Butte A,Whitehorse Butte A,Whitehorse Butte A,Yes,Whitehorse Butte A2,1,1,Yes,16739.7248768504,-11773068.9311983
124.0,OR-034-007,West Fork Bendire Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,159.734187167091,Not Applicable,Not Applicable,Road Boundary Setback,West Fork Bendire,Not Applicable,Not Applicable,No,West Fork Bendire,1,Not Applicable,No,17196.9413459952,-646409.516694222
125.0,OR-034-007,West Fork Bendire Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,104.477594183951,Not Applicable,Not Applicable,Road Boundary Setback,West Fork Bendire,Not Applicable,Not Applicable,No,West Fork Bendire,1,Not Applicable,No,11242.8983552625,-422791.548183093
126.0,OR-034-007,West Fork Bendire Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,10.4220704757703,Not Applicable,Not Applicable,Road Boundary Setback,West Fork Bendire,Not Applicable,Not Applicable,No,West Fork Bendire,1,Not Applicable,No,1294.04412037209,42176.6228395764
127.0,OR-034-007,West Fork Bendire Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,153.26576694517,Not Applicable,Not Applicable,Road Boundary Setback,West Fork Bendire,Not Applicable,Not Applicable,No,West Fork Bendire,1,Not Applicable,No,16402.7800860288,-620173.294632658
128.0,OR-034-007,West Fork Bendire Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,12.5598341098152,Not Applicable,Not Applicable,Road Boundary Setback,West Fork Bendire,Not Applicable,Not Applicable,No,West Fork Bendire,1,Not Applicable,No,2286.97657759211,50827.8453315844
129.0,OR-034-007,West Fork Bendire Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,53.3164892630558,Not Applicable,Not Applicable,Road Boundary Setback,West Fork Bendire,Not Applicable,Not Applicable,No,West Fork Bendire,1,Not Applicable,No,5837.06832156535,-215747.958236751
130.0,OR-034-007,West Fork Bendire Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,5.11247714838221,Not Applicable,Not Applicable,Road Boundary Setback,West Fork Bendire,Not Applicable,Not Applicable,No,West Fork Bendire,1,Not Applicable,No,718.570844782715,-20685.8844626424
131.0,OR-034-014,McIntyre Ridge Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,475.34396464901,Not Applicable,Not Applicable,Road Boundary Setback,McIntyre Ridge,Not Applicable,Not Applicable,No,McIntyre Ridge,2,Not Applicable,No,51238.7969231107,-1923565.50760128
132.0,OR-034-014,McIntyre Ridge Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,55.1894409103058,Not Applicable,Not Applicable,Road Boundary Setback,McIntyre Ridge,Not Applicable,Not Applicable,No,McIntyre Ridge,2,Not Applicable,No,6023.20609575215,223343.743396536
133.0,OR-034-014,McIntyre Ridge Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,24.3234594818192,Not Applicable,Not Applicable,Road Boundary Setback,McIntyre Ridge,Not Applicable,Not Applicable,No,McIntyre Ridge,2,Not Applicable,No,2934.76631265032,-98429.9654608756
134.0,OR-034-014,McIntyre Ridge Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,6.99600255399194,Not Applicable,Not Applicable,Road Boundary Setback,McIntyre Ridge,Not Applicable,Not Applicable,No,McIntyre Ridge,2,Not Applicable,No,905.816565454858,28311.8178667491
135.0,OR-034-014,McIntyre Ridge Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,10.7219582139177,Not Applicable,Not Applicable,Road Boundary Setback,McIntyre Ridge,Not Applicable,Not Applicable,No,McIntyre Ridge,2,Not Applicable,No,1311.6270871939,43390.2254586975
136.0,OR-034-015,Board Corral Spring Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,128.407051446542,Not Applicable,Not Applicable,Road Boundary Setback,Board Corral Spring,Not Applicable,Not Applicable,No,Board Corral Spring,1,Not Applicable,Yes,13780.9488047412,-519587.093053795
137.0,OR-034-016,Board Corral Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,577.424017445242,Not Applicable,Not Applicable,Road Boundary Setback,Board Corral Mountain,Not Applicable,Not Applicable,No,Board Corral Mountain,2,Not Applicable,No,61814.5522929503,-2336632.56164151
138.0,OR-034-016,Board Corral Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,175.734277304283,Not Applicable,Not Applicable,Road Boundary Setback,Board Corral Mountain,Not Applicable,Not Applicable,No,Board Corral Mountain,2,Not Applicable,No,18791.1103194526,-711152.979192781
139.0,OR-034-018,Antelope Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,161.973561647835,Not Applicable,Not Applicable,Road Boundary Setback,Antelope Creek,Not Applicable,Not Applicable,No,Antelope Creek,2,Not Applicable,No,17400.7506173749,-655476.580313205
140.0,OR-034-018,Antelope Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,298.6934333057,Not Applicable,Not Applicable,Road Boundary Setback,Antelope Creek,Not Applicable,Not Applicable,No,Antelope Creek,2,Not Applicable,No,32041.5517166079,-1208713.2030935
141.0,OR-034-019,Rookie Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,98.1933728498929,Not Applicable,Not Applicable,Road Boundary Setback,Rookie Creek,Not Applicable,Not Applicable,No,Rookie Creek,1,Not Applicable,Yes,10674.3576150411,-397333.160678471
142.0,OR-034-019,Rookie Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,8.73941700053012,Not Applicable,Not Applicable,Road Boundary Setback,Rookie Creek,Not Applicable,Not Applicable,No,Rookie Creek,1,Not Applicable,Yes,1064.58807229379,35367.1658166271
143.0,OR-034-023,Sand Hollow Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,14.7048532178426,Not Applicable,Not Applicable,Road Boundary Setback,Sand Hollow,Not Applicable,Not Applicable,No,Sand Hollow,2,Not Applicable,No,1824.78836580961,59508.4296850756
144.0,OR-034-023,Sand Hollow Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,357.876905126193,Not Applicable,Not Applicable,Road Boundary Setback,Sand Hollow,Not Applicable,Not Applicable,No,Sand Hollow,2,Not Applicable,No,38159.7267522187,-1448240.26673655
145.0,OR-034-023,Sand Hollow Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,35.485552393627,Not Applicable,Not Applicable,Road Boundary Setback,Sand Hollow,Not Applicable,Not Applicable,No,Sand Hollow,2,Not Applicable,No,3938.14675853208,-143601.755387602
146.0,OR-034-027,Broken Rim Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,1260.36675122624,Not Applicable,Not Applicable,Road Boundary Setback,Broken Rim,Not Applicable,Not Applicable,No,Broken Rim,2,Not Applicable,No,133782.227020618,-5100384.38060828
147.0,OR-034-030,Sourdough Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,345.526772490179,Not Applicable,Not Applicable,Road Boundary Setback,Sourdough Mountain,Not Applicable,Not Applicable,No,Sourdough Mountain,2,Not Applicable,No,36840.5145828986,-1398249.79992941
148.0,OR-034-030,Sourdough Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,111.651293525112,Not Applicable,Not Applicable,Road Boundary Setback,Sourdough Mountain,Not Applicable,Not Applicable,No,Sourdough Mountain,2,Not Applicable,No,12068.2769393702,-451833.914821534
149.0,OR-034-030,Sourdough Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,15.2205249603845,Not Applicable,Not Applicable,Road Boundary Setback,Sourdough Mountain,Not Applicable,Not Applicable,No,Sourdough Mountain,2,Not Applicable,No,1788.63520772451,61595.2791882316
150.0,OR-034-030,Sourdough Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,8.02812137340864,Not Applicable,Not Applicable,Road Boundary Setback,Sourdough Mountain,Not Applicable,Not Applicable,No,Sourdough Mountain,2,Not Applicable,No,1036.48315706084,-32476.6997618393
151.0,OR-034-031,Trail Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,207.563571791062,Not Applicable,Not Applicable,Road Boundary Setback,Trail Creek,Not Applicable,Not Applicable,No,Trail Creek,2,Not Applicable,No,22187.3463369761,-839965.856697864
152.0,OR-034-031,Trail Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,404.555560469181,Not Applicable,Not Applicable,Road Boundary Setback,Trail Creek,Not Applicable,Not Applicable,No,Trail Creek,2,Not Applicable,No,43203.2927824028,-1637136.5911167
153.0,OR-034-034,Squaw Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,4.90465282815811,Not Applicable,Not Applicable,Road Boundary Setback,Squaw Creek,Not Applicable,Not Applicable,No,Squaw Creek,1,Not Applicable,Yes,676.930468594176,19848.425797274
154.0,OR-034-034,Squaw Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,170.356304305196,Not Applicable,Not Applicable,Road Boundary Setback,Squaw Creek,Not Applicable,Not Applicable,No,Squaw Creek,1,Not Applicable,Yes,18323.0427184262,689407.50417381
155.0,OR-034-034,Squaw Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,104.092838715966,Not Applicable,Not Applicable,Road Boundary Setback,Squaw Creek,Not Applicable,Not Applicable,No,Squaw Creek,1,Not Applicable,Yes,11214.0975953118,-421240.175714083
156.0,OR-034-035,Keeney Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,124.059630950845,Not Applicable,Not Applicable,Road Boundary Setback,Keeney Creek,Not Applicable,Not Applicable,No,Keeney Creek,2,Not Applicable,No,13310.2162989666,-502020.582361365
157.0,OR-034-035,Keeney Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,209.343618411217,Not Applicable,Not Applicable,Road Boundary Setback,Keeney Creek,Not Applicable,Not Applicable,No,Keeney Creek,2,Not Applicable,No,22354.4797957361,-847085.697717266
158.0,OR-034-035,Keeney Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,225.758078932158,Not Applicable,Not Applicable,Road Boundary Setback,Keeney Creek,Not Applicable,Not Applicable,No,Keeney Creek,2,Not Applicable,No,24127.1938379538,-913538.627942635
159.0,OR-034-035,Keeney Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,31.0259124687115,Not Applicable,Not Applicable,Road Boundary Setback,Keeney Creek,Not Applicable,Not Applicable,No,Keeney Creek,2,Not Applicable,No,3513.40382386549,125557.413134825
160.0,OR-034-035,Keeney Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,123.169849244205,Not Applicable,Not Applicable,Road Boundary Setback,Keeney Creek,Not Applicable,Not Applicable,No,Keeney Creek,2,Not Applicable,No,13236.2637248498,-498423.753351014
161.0,OR-034-036,Indian Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,146.940046097979,Not Applicable,Not Applicable,Road Boundary Setback,Indian Creek,Not Applicable,Not Applicable,No,Indian Creek,2,Not Applicable,No,16342.2940021455,-594638.070494948
162.0,OR-034-036,Indian Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,7.42079589892792,Not Applicable,Not Applicable,Road Boundary Setback,Indian Creek,Not Applicable,Not Applicable,No,Indian Creek,2,Not Applicable,No,1045.83435947659,30030.895542896
163.0,OR-034-036,Indian Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,60.9697328910512,Not Applicable,Not Applicable,Road Boundary Setback,Indian Creek,Not Applicable,Not Applicable,No,Indian Creek,2,Not Applicable,No,6935.77534854623,-246735.744739563
164.0,OR-034-036,Indian Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,6.74430704127893,Not Applicable,Not Applicable,Road Boundary Setback,Indian Creek,Not Applicable,Not Applicable,No,Indian Creek,2,Not Applicable,No,978.521614923385,-27291.2638442371
165.0,OR-034-036,Indian Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,52.8504890018428,Not Applicable,Not Applicable,Road Boundary Setback,Indian Creek,Not Applicable,Not Applicable,No,Indian Creek,2,Not Applicable,No,5797.11116009135,213878.340844088
166.0,OR-034-036,Indian Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,299.391467887359,Not Applicable,Not Applicable,Road Boundary Setback,Indian Creek,Not Applicable,Not Applicable,No,Indian Creek,2,Not Applicable,No,31663.2059670726,-1211580.8237585
167.0,OR-034-039,Hunter Spring Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,263.11683384314,Not Applicable,Not Applicable,Road Boundary Setback,Hunter Spring,Not Applicable,Not Applicable,No,Hunter Spring,2,Not Applicable,No,28146.5627665124,-1064789.59377613
168.0,OR-034-039,Hunter Spring Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,3.5495301891831,Not Applicable,Not Applicable,Road Boundary Setback,Hunter Spring,Not Applicable,Not Applicable,No,Hunter Spring,2,Not Applicable,No,529.511029730151,14364.4390425983
169.0,OR-034-039,Hunter Spring Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,278.256638789889,Not Applicable,Not Applicable,Road Boundary Setback,Hunter Spring,Not Applicable,Not Applicable,No,Hunter Spring,2,Not Applicable,No,29738.4251360927,-1126035.12474156
170.0,OR-034-040,Double Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,372.545257602876,Not Applicable,Not Applicable,Road Boundary Setback,Double Mountain,Not Applicable,Not Applicable,No,Double Mountain,2,Not Applicable,No,39748.9940106697,-1507596.71070293
171.0,OR-034-040,Double Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,443.684840472801,Not Applicable,Not Applicable,Road Boundary Setback,Double Mountain,Not Applicable,Not Applicable,No,Double Mountain,2,Not Applicable,No,47320.606672998,-1795465.91140343
172.0,OR-034-042,Prava Peak Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,3.58659469089966,Not Applicable,Not Applicable,Road Boundary Setback,Prava Peak,Not Applicable,Not Applicable,No,Prava Peak,2,Not Applicable,Yes,534.679252565473,14514.433759413
173.0,OR-034-042,Prava Peak Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,269.787875598322,Not Applicable,Not Applicable,Road Boundary Setback,Prava Peak,Not Applicable,Not Applicable,No,Prava Peak,2,Not Applicable,Yes,28769.8503946128,-1091756.7828134
