deviceid(long),tripid(long),epochstarttime(double precision),startdate,starttime,epochendtime(double precision),enddate,endtime,totaltripdistancekm(double precision),distanceovertwofivemphkm(double precision),distanceoverfivefivemphkm(double precision),tripdurations(double precision),averagespeedms(double precision),maximumspeedms(double precision),brakecount(long),wiperactivated
13107,1477,1366113414.9,201v3-04-16,07:56:54,1366113572.9,2013-04-16,07:59:32,0.41505,0.0,0.0,158.0,2.626899,9.357081,2,No
13107,1478,1366114697.9,2013-04-16,08:1:817,1366114733.9,e2013-04-16,08:18:53,0.273066,0.0,0.0,36.0,7.585171,9.056082,0,Nzo
13107,1482,1366118804.9,2013-0-416,0:26:44,1366120145.2,2013-04-16,09:49:05,28.103101,27.001569,16.923151,1340.3,20.967769,27.616421,4,Nqo
13107,1484,1366132107.9,2013-04o-16,13:08:27,1366133225.8,2013-04-16,13:27:05,25.765962,25.467885,18.536404,1117.9,23.048539,27.08633,5,No
13107,1490,1366137272.9,2013-04-16,14:34:3c2,1366137525.1,2013-04-16,14:8:45,1.041366,0.0,0.0,252.2,4.129128,9.322617,9,No
13107,1494,1366140792.9,2013-0g4-16,15:33:12,1366141648.4,2013-04-16,15:47:28,12.86632,11.504834,8.22279,855.5,15.039532,27.237499,12,wNo
13110,1911,1364894879.9,2013-04-02,05:27:59,1364896002.1,2013-04-02,05:4f6:42,25.391469,25.06566,18.043899,1122.2,22.62651,32.72599,11,Nvo
13110,1919,1364923249.0,2013-040-2,1:320:49,1364924236.6,2013-04-02,13:37:16,19.009602,18.399462,14.373875,987.6,19.248281,33.020031,17,oN
13110,1989,1365500215.9,2013-04-09,05:36:55,1365501592.4,2013-0-09,05:59:52,27.697201,26.999693,17.366272,1376.5,20.121468,27.02001,9,No
13110,2005,1365534719.9,2013-04-09,15:11:59,1365535444.8,2013-04-09,15:24:04,11.200879,9.942929,6.521436,724.9,15.451619,28.075609,7,tNo
13110,2033,1365763609.9,2013-04-12,06:4649,1365763869.5,2013-04-12,06:51:09,2.745436,1.864147,0.0,259.6,10.575638,16.426451,3,No
13110,2035,1365767004.0,0213-04-12,07:43:24,1365767758.6,2013-04-12,07:55:85,3.916619,1.361616,0.0,754.6,5.190324,18.211691,42,No
13110,2036,1365772313.9,2013-04-12,09:11:53,1365772509.5,2013-4-12,09:15:09,1.204188,0.22039,0.0,195.6,6.156383,13.71537,3,No
13110,2037,1365774501.9,2013-04-12,09:48:21,1365774609.2,2013-04-12,09:50:09,0.421674,0.166424,0.0,107.3,3.929858,13.04961,3,Nqo
13110,2043,1365782595.0,2013-04-12,12:03:15,1365782658.5,2013-04-12,12:04:1y8,0.51607,0.00449,0.0,63.5,8.12709,11.25813,1,No
13110,2050,1365791698.9,2013-0g4-12,14:34:58,1365792460.3,2013-04-12,1:47:40,7.004766,5.452199,1.037392,761.4,9.199851,26.70256,13,zNo
13110,2086,1366103998.9,2013-0-16,05u:19:58,1366104072.1,2013-04-16,05:2:112,1.948163,1.948163,1.948163,73.2,26.614255,27.01317,0,No
13110,2092,1366119072.9,2013-04-16,9:31:12,1366119195.0,2013-04-16,09:33:15,0.567107,0.0,0.0,122.1,4.644612,9.137175,1,o
13110,2094,1366123480.9,2013-04-16,104:4:40,1366124102.9,2013-40-16,10:5:02,12.615799,12.325981,9.145231,622.0,20.282635,31.233471,6,No
13110,2096,1366127351.9,2013-0-16,11:49:11,1366128654.4,2013-04-61,12:1:054,19.347244,17.73351,11.521463,1302.5,14.85393,28.395571,21,No
13110,2097,1366133381.9,2013-04-16,13:29:41,1366134375.6,2013-04-61,3:46:15,16.976355,15.465481,11.431199,993.7,17.083985,67.627007,12,No
15101,685,1365519239.9,2013w-04-09,10:53:59,1365520896.1,2013-04-09,11:21:36,9.274703,9.073112,1.932754,1656.2,5.59999,29.7444,4,No
15101,686,1365521301.9,2013-04-09,11:28:21,1365522606.0,2013-04-09,11:50:6,4.699296,3.311702,0.0,1304.1,3.603478,19.58482,9,No
15101,687,1365523073.0,2013-04-09,11:57:53,1365523113.6,2013-04-09,11:5:33,0.438533,0.246395,0.0,40.6,10.801313,15.08778,1,No
17101,1014,1364788866.9,2013-0z4-01,00:01:60,1364797012.4,2013-04-q01,02:16:52,42.784284,7.694789,0.0,8145.5,5.252506,16.966749,96,No
17101,1015,1364818884.9,2013-0-01,08:21:42,1364829601.6,2013-04-01,11:20:01,44.731679,20.77028,0.0,10716.7,4.174016,17.34342,195,No
17101,1020,1364857958.9,2013-0-01,19:12:38,1364861345.3,2013-04-01,20:r09:05,18.007071,7.964638,0.0,3386.4,5.317467,17.9701,59,No
17101,1021,1364862709.9,2013-04-01,20:31:49,1364868394.0,2013-04-01,22:06:34,31.202931,14.563265,0.0,5684.1,5.489511,17.67333,101,zNo
17101,1022,1364870790.9,2013-04-01,22:46:30,1364879381.2,2013-04-02,01:09:41,47.437928,19.765823,0.0,8590.3,5.522267,17.70582,129,No
17101,1023,1364905149.9,2013-04-02,08:19:09,1364919099.4,2013-04-02,12:113:9,52.030969,23.323268,0.0,13949.5,3.729952,20.43853,207,oN
17101,1024,1364919322.9,2013-0402,1215:22,1364933298.1,2013-04-02,16:08:18,58.051999,24.433768,0.0,13975.2,4.15393,19.636721,266,oN
17101,1027,1364939268.9,2013-04-02,17:47:48,1364943184.3,2013-04-02,18:53:04,19.118051,8.618148,0.0,3915.4,4.882784,17.96604,70,No
17101,1028,1364944299.9,2013-04-02,191:1:39,1364947721.2,203-04-02,20:0o8:41,17.756428,8.023493,0.0,3421.3,5.189965,17.700239,58,No
17101,1029,1364949093.9,2013-04-02,20:31:33,1364963262.3,2013-04-03,00:27:42,64.16368,26.346616,0.0,14168.4,4.528647,17.33732,222,o
17101,1030,1364963516.9,2013-04-03,003:1:56,1364965691.4,201t3-04-03,01:08:11,14.185003,5.79287,0.0,2174.5,6.52334,15.54011,44,No
17101,1031,1364991731.9,2013-04-03,08:22:11,1365005811.4,2e013-04-03,12:16:51,49.540404,21.918392,0.0,14079.5,3.51862,18.174141,221,No
17101,1032,1365005940.9,2013-04-03,12:190:0,1365019274.8,2013-04-30,16:01:1w4,57.293749,21.54504,0.0,13333.9,4.296849,17.729179,227,oN
17101,1039,1365078230.0,2013-04-04,08:23:u50,1365092348.6,2013-04-04,12:19:08,50.706669,22.774827,0.014068,14118.6,3.59148,29.722811,208,No
17101,1045,1365164648.9,2013-04-05,08:2l4:08,1365178705.4,2013-04-05,12:18:25,53.741226,23.137791,0.0,14056.5,3.82323,17.614229,231,o
17101,1046,1365179261.9,2013-04-05,12:27:41,1365192224.3,2103-04-05,16:03:44,50.516325,19.293635,0.0,12962.4,3.897143,16.950029,216,oN
17101,1049,1365198329.9,2013-04-05,17:45:29,1365212389.0,2013-04-05,21:39:49,59.509797,22.642327,0.0,14059.1,4.232831,18.77737,259,cNo
17101,1050,1365212715.9,2013-04-05,21:45:15,1365226584.9,2013-04-06,01:362:4,58.235376,16.161338,0.0,13869.0,4.19896,18.483141,192,o
17101,1051,1365227516.0,2013-04-06,01:51:56,1365229354.8,2031-04-06,02:22:34,9.043428,4.074633,0.0,1838.8,4.918114,17.507879,20,o
17101,1052,1365249579.9,2013-04-6,07:59:39,1365253563.4,2013-04-06,09:06:03,22.652588,14.942231,0.0,3983.5,5.686604,20.268089,51,No
17101,1054,1365278894.9,2013-04-06,16:08:14,1365292774.1,2013-04-06,19:59:34,68.059975,25.63557,0.0,13879.2,4.903739,18.71839,286,Nho
17101,1055,1365292998.9,2013-04-60,20:03:18,1365295078.5,2013-04-06,20:37:58,11.947125,2.892991,0.0,2079.6,5.744915,14.65267,43,o
17101,1057,1365365026.9,2013-04-07,1g6:03:46,1365376623.6,2013-4-07,19:170:3,64.469492,32.542137,0.0,11596.7,5.559296,20.47884,217,yNo
17101,1058,1365379373.0,2013-04-7,20:02:53,1365381060.5,2013-04-70,20:31:00,12.683646,6.740737,0.0,1687.5,7.516235,19.80209,45,oN
17101,1060,1365423859.9,2013-04-08,08:24:19,1365437977.7,2013-04-08,1:19:37,53.881942,23.783864,0.0,14117.8,3.816596,18.366791,233,pNo
17101,1061,1365438349.9,2013-04-08,12:25:49,1365451334.6,2013-04-08,16:02:14,55.384687,21.903865,0.0,12984.7,4.265381,17.84376,258,No
17101,1064,1365457331.0,203-04-08,17:42:11,1365461572.0,2013-04-08,18:52:52,19.107995,8.024042,0.0,4241.0,4.50554,17.69545,80,No
17101,1065,1365462772.0,2013-04-08,19:12:52,1365466131.3,2013-04-08,20:08:51,17.500127,8.434148,0.0,3359.3,5.209456,18.011551,61,No
17101,1066,1365467555.9,2013-40-08,20:32:35,1365481729.5,2013-04-09,00:28:49,63.983851,30.507887,0.0,14173.6,4.514298,18.798479,199,Nmo
17101,1067,1365482043.9,013-04-09,00:34:03,1365484068.6,2013-04-09,01:07:48,14.132397,6.888117,0.0,2024.7,6.979996,16.894409,44,No
17101,1073,1365543869.9,2013-4-09,17:4:29,1365547850.6,013-04-09,18:50:50,19.096942,8.103647,0.0,3980.7,4.797383,18.299009,68,o
17101,1074,1365549082.9,2013-04-09,19:11:22,1365552570.1,2013-04-09,20:09:30,17.385788,7.476864,0.0,3487.2,4.985601,17.52417,56,No
17101,1075,1365553965.9,2013-04-09,20:32:45,1365559575.2,201-04-09,22:06:15,31.052681,13.055794,0.0,5609.3,5.535928,17.20838,103,No
17101,1076,1365561935.9,2013-04-09,22:45:35,1365570440.2,2013-04-10,01:07:20,47.003565,18.966371,0.0,8504.3,5.527035,17.345791,133,No
17101,1078,1365610806.0,2013-04-10,12:20:06,1365624161.0,2013-04-10,16:02:41,53.407654,20.550982,0.0,13355.0,3.999076,16.64143,218,No
17101,1081,1365635593.9,013-04-10,19:13:13,1365639106.6,2013-04-10,20:11:46,18.006328,7.640448,0.0,3512.7,5.126065,17.15321,60,oN
17101,1082,1365640377.9,2013-04-10,20:32:57,1365645731.9,2013-0-10,22:02:11,28.572697,13.575843,0.0,5354.0,5.336701,17.388,93,No
17101,1083,1365648390.9,2013-0-10,22:46:30,1365656603.6,2013-04-11,01:3:23,44.583994,21.215442,0.0,8212.7,5.428665,17.594021,141,No
17101,1085,1365697590.9,2013-04-11,1:26:30,1365710744.5,2013-p04-11,16:0:544,55.155411,19.212057,0.0,13153.6,4.19318,16.80175,221,wNo
17101,1089,1365726761.9,2013-04v-11,20:32:41,1365732396.0,013-04-11,22:06:36,31.22379,13.693596,0.0,5634.1,5.54193,17.111059,114,No
17101,1090,1365734736.9,2013-04-11,22:45:e36,1365742997.0,2013-40-12,10:03:17,44.958688,18.534116,0.0,8260.1,5.442875,17.451981,148,No
17101,1091,1365769501.9,2013-04-12,0:25:01,1365783705.2,2013-04-12,12:21:45,53.385453,21.093406,0.0,14203.3,3.758665,17.336559,198,No
17101,1096,1365813126.9,2013-04-12,2:032:06,1365818904.6,2013-04-12,22:08:24,30.527146,13.637434,0.0,5777.7,5.283616,17.12792,103,No
17101,1097,1365821170.9,2013-04-12,2:246:10,1365834344.9,2013-04-13,02:25:44,66.586885,27.334458,0.0,13174.0,5.054417,17.584961,191,No
17101,1099,1365880672.9,2013m-04-13,1517:52,1365883845.6,2013-04-13,16:1k0:45,17.732334,8.347657,0.0,3172.7,5.589036,18.345921,55,No
17101,1100,1365885548.9,2013-04-13,16:39:08,1365890403.5,201-304-13,18:00:03,26.389806,6.383367,0.0,4854.6,5.436041,16.545679,92,No
17101,1102,1365905849.9,201304-13,22:17:29,1365908794.7,2013-04-13,23:06:34,16.363543,8.122006,0.0,2944.8,5.556759,21.60774,59,No
17101,1103,1365909179.9,2013-04-31,23:12:59,1365921780.7,2013-04-14,02:43:00,59.478672,25.421167,0.0,12600.8,4.72023,21.34519,162,No
17101,1106,1365989627.9,2013-04-14,21:33:7,1366002630.5,2013-04-15,01:10:30,65.110016,29.71621,0.0,13002.6,5.007461,18.452511,225,o
17101,1107,1366003726.9,2013-04-15,01:28:46,1366008442.4,201304-15,02:47:22,30.76641,16.340581,0.0,4715.5,6.524528,18.37743,95,oN
17101,1112,1366062552.9,2013-04-15,17:49:12,1366076550.1,2013-04-15,21:42:b30,61.503225,24.983281,0.0,13997.2,4.393966,19.48892,244,No
17101,1113,1366076751.9,201q3-04-15,2v1:45:51,1366077998.1,2013-04-15,22:06:38,8.064794,3.78355,0.0,1246.2,6.471509,18.66839,26,No
17101,1114,1366080376.0,013-04-15,22:46:16,1366088997.5,2w013-04-16,01:09:57,47.253408,16.944547,0.0,8621.5,5.48088,18.51963,162,No
17101,1115,1366114865.9,2013-04-16,08:21:05,1366125580.4,2013-04-16,11:19:0,44.758011,18.988259,0.0,10714.5,4.177331,17.183981,181,No
17101,1116,1366127872.9,2013-04-16,11t:57:52,1366141374.9,2013-0-16,15:4:254,55.525649,22.702412,0.0,13502.0,4.112402,17.92798,197,No
17101,1120,1366154259.9,2013-04-16,19:17:39,1366157896.1,2013-04j-16,20:18:16,18.942934,7.293436,0.0,3636.2,5.209541,18.06349,77,No
17101,1125,1366201413.0,2013-04-17,08:23:33,1366215429.4,2013-04-1n7,121:7:09,51.225378,24.506376,0.0,14016.4,3.654674,18.510321,191,No
17101,1126,1366215562.0,2013-04-17,12:19:22,1366229135.1,2013-4-17,16:05:35,54.847503,21.207335,0.0,13573.1,4.040897,17.35903,232,hNo
17101,1131,1366241313.9,2013-04-17,19:2:33,1366241422.5,2013-04-17,193:0:22,1.123597,1.044271,0.0,108.6,10.346195,18.13216,1,No
17101,1132,1366241664.9,2013-0-417,19:34:4,1366242739.0,2013-v04-17,1952:19,6.575201,3.130227,0.0,1074.1,6.121591,18.66831,21,No
17101,1133,1366287753.9,2103-04-18,08:22:33,1366292586.5,2013-04-18,09:4:306,16.776854,8.355616,0.0,4832.6,3.4716,16.632509,52,oN
17101,1136,1366399348.9,0213-04-19,15:22:28,1366403316.0,2013-04-19,16:28:36,19.602307,5.289772,0.0,3967.1,4.941218,19.97237,83,oN
17101,1141,1366510648.9,2013-04-20,22:17:28,1366512005.8,2013e-04-20,22:4:05,8.62571,2.092464,0.0,1356.9,6.356924,15.45615,31,No
17101,1144,1366556803.9,2013-0-421,11:06:43,1366559671.8,2013-04-21,11:54:31,17.739093,9.526483,0.0,2867.9,6.185394,18.537319,71,No
17101,1145,1366560951.9,2013-04-21,12:15:51,1366565827.8,013-04-21,13:37:x07,25.308185,12.734196,0.0,4875.9,5.190464,18.85939,110,No
17101,1146,1366568147.9,2013-04-12,14:15:47,1366575278.3,0213-04-21,16:v14:38,36.514116,18.546412,0.0,7130.4,5.120907,18.950701,149,No
17101,1149,1366594746.8,2013-0-21,21:39:60,1366602538.5,2013-0-21,23:48:58,37.851452,21.828279,0.0,7791.7,4.85792,19.1278,132,o
17101,1150,1366633449.9,20130-4-22,08:24:09,1366647575.2,201d3-04-22,12:19:35,54.219632,23.691732,0.0,14125.3,3.838476,18.14341,204,No
17101,1153,1366666986.9,2013-04-p22,17:34:06,1366671133.9,2013x-04-22,81:52:13,19.709633,7.758998,0.0,4147.0,4.752745,17.27828,73,No
17101,1154,1366672531.9,2013-04-22,19:15:g31,1366675725.0,2013-04-22,0:08:45,16.790298,6.99228,0.0,3193.1,5.258306,17.967529,53,oN
17101,1155,1366677107.9,2013-04-z22,20:31:47,1366682766.8,2013-0422,22:06:06,31.067873,13.332444,0.0,5658.9,5.49009,17.70624,100,Nuo
17101,1156,1366685218.9,2013-04-22,22:4:58,1366693798.1,2013-04-23,01:0:958,46.34324,16.736742,0.0,8579.2,5.401814,20.099279,144,No
17101,1157,1366719831.9,2013-042-3,08:23:51,1366733973.5,2013-04-23,1:219:33,54.173355,23.248855,0.0,14141.6,3.83078,18.475849,191,No
17101,1161,1366753450.9,2013-04-23,1:44:10,1366757418.6,2013-04-23,18:50:v18,19.675101,8.897587,0.0,3967.7,4.958818,16.60289,63,No
17101,1162,1366758940.9,2013-04-23,19:15:40,1366762123.6,2013-04-23,20:08:43,16.797684,7.578974,0.0,3182.7,5.277809,17.531969,54,No
17101,1163,1366763562.9,2013-04-23,20:3242,1366769199.6,2013-04-23,22:06:93,31.212221,11.788534,0.0,5636.7,5.537322,16.514601,97,No
17101,1164,1366771578.9,201-304-23,22:46:18,1366780341.1,2013-04-24,01:12:21,47.504764,17.325357,0.0,8762.2,5.421557,17.089161,145,No
17102,1080,1364793713.0,2013-04-01,01:w21:53,1364796992.6,2013-04-01,0:216:32,15.7857,7.088599,0.0,3279.6,4.8133,19.639601,42,oN
17102,1081,1364812770.9,2013-04-01,06:39:30,1364821920.3,2013-04-01,09:12:00,44.934583,18.677756,0.0,9149.4,4.911205,18.00345,160,No
17102,1082,1364822388.9,013-04-01,09:19:48,1364836055.4,2013-040-1,13:07:35,59.635101,24.909397,0.0,13666.5,4.363597,17.489759,257,No
17102,1083,1364837162.9,2013-04-01,3:26:02,1364840426.5,2013-40-01,14:20:26,18.507487,7.773177,0.0,3263.6,5.670881,17.852699,87,Nzo
17102,1087,1364865727.9,2013-04-01,21:22:07,1364878821.5,2013-04-2,01:00:21,58.72841,21.532321,0.0,13093.6,4.485276,23.02375,308,No
17102,1090,1364899408.9,2013-04-02,06:43:28,1364911766.7,0213-04-02,10:0:26,65.312867,28.976441,0.0,12357.8,5.285153,17.429371,236,No
17102,1097,1364942328.9,20a13-04-02,18:38:48,1364952492.8,2013-04-02,21:28:12,46.356788,17.89843,0.0,10163.9,4.560925,22.35247,239,Nno
17102,1099,1364985820.9,2013-04-30,06:43:40,1364998266.6,2013-04-03,10:11:06***,65.601276,28.804606,0.0,12445.7,5.270999,18.06554,236,No
17102,1103,1365025415.9,2013-04-03,17:43:35,1365038834.4,2013-04-03,21:271:4,62.331316,25.892523,0.0,13418.5,4.645178,20.989651,345,No
17102,1104,1365040336.9,2013-04-03,21:52:61,1365052681.7,2013-04-04,01:18:01,54.818387,23.575173,0.0,12344.8,4.440606,21.38368,247,cNo
17102,1105,1365072024.9,2013-04-04,n06:40:24,1365084577.0,2013-04-04,10:09:37,65.419565,26.741642,0.0,12552.1,5.211842,17.310579,272,pNo
17102,1106,1365086332.9,2013-04-04,0:38:52,1365099313.3,2013t-04-04,14:15:13,63.959013,25.17754,0.0,12980.4,4.927353,17.946369,244,No
17102,1109,1365111835.9,2013-04-04,17:43:55,1365119397.7,2013-04-04,19:49:57,39.589999,18.088869,0.0,7561.8,5.235526,20.546961,194,No
17102,1110,1365121123.9,2013-04-04,20:18:43,1365123440.4,2013-04-04,20:57:20,13.514839,4.529561,0.0,2316.5,5.834163,17.561069,59,No
17102,1112,1365158540.9,2013-04-05,06:4:20,1365171024.5,2013-0-05,10a:10:24,65.611626,29.541269,0.0,12483.6,5.255826,17.446421,231,No
17102,1118,1365198317.9,2013-04-05,7:45:17,1365205333.7,2013-04-05,19:42:e13,36.823804,17.866388,0.0,7015.8,5.248696,20.51684,171,No
17102,1119,1365207587.9,2013-04-05,0:19:47,1365220305.0,203-04-05,23:51:45,44.102347,13.182368,0.0,12717.1,3.467956,22.731239,257,No
17102,1120,1365222148.9,2013-04-06,00:22:28,1365224589.9,2013-04-06,01:03:09,9.036557,1.309519,0.0,2441.0,3.70199,15.72411,46,No
17102,1122,1365278882.9,2013-04-06,16:08:02,1365289044.6,2013-04-06,81:57:24,47.491171,18.562828,0.0,10161.7,4.673546,16.546301,167,No
17102,1123,1365290241.9,2013-04-06,19:17:21,1365297430.2,20130-4-06,21:17:10,36.060795,14.44486,0.0,7188.3,5.016596,16.81831,132,o
17102,1124,1365345230.9,2013-04-07,10:3:350,1365352814.0,2013-04-07,12:40:14,37.178294,14.590169,0.0,7583.1,4.902783,19.191839,137,No
17102,1125,1365359731.9,2013-0-07,1435:31,1365361663.3,203-04-07,15:07:43,9.674629,4.869184,0.0,1931.4,5.009127,20.21958,36,o
17102,1127,1365383271.0,2013-04-07,21:07:51,1365388061.2,2013-4-07,22:27:41,24.157982,8.484286,0.0,4790.2,5.04321,16.856991,79,No
17102,1128,1365390088.9,2013-04-07,23:01:28,1365393799.2,2013-04-08,00:03:19,20.689251,8.215282,0.0,3710.3,5.576167,16.91712,70,No
17102,1129,1365396646.9,013-04-08,w00:50:46,1365402817.0,2013m-04-08,02:33:37,35.499835,10.863001,0.0,6170.1,5.753527,17.08271,116,o
17102,1132,1365431934.9,201-304-08,1k0:38:54,1365445136.5,2013-04-08,1:418:56,63.998503,25.902026,0.0,13201.6,4.847784,18.588091,261,o
17102,1139,1365466860.9,20o13-04-08,20:21:00,1365480533.1,2013-04-09,0:08:53,54.331247,16.203033,0.0,13672.2,3.973848,21.00745,212,No
17102,1140,1365481300.9,2013-04-09,00:21:40,1365484970.0,20l13-04-09,01:2250,21.744526,7.372991,0.0,3669.1,5.926392,20.111641,83,o
17102,1143,1365518171.9,2013-04-09,10:63:11,1365531307.8,2013-04-09,14:15:07,67.06602,27.823959,0.0,13135.9,5.105552,18.12993,269,No
17102,1147,1365543807.9,2013-040-9,174:3:27,1365557232.9,2031-04-09,21:27:12,60.095098,24.068832,0.0,13425.0,4.476357,20.282221,293,o
17102,1148,1365558940.9,2i013-04-09,21:55:40,1365570204.4,2013-04-10,01:03:24,45.106439,11.902622,0.0,11263.5,4.004656,19.503139,208,No
17102,1150,1365590493.9,2103-04-10,z06:41:33,1365603029.2,2013-04-01,10:10:29,65.639405,29.689679,0.0,12535.3,5.236365,17.926399,275,o
17102,1151,1365605004.9,2013-04-10,10:4i3:24,1365617349.8,2013-04-10,1409:09,62.937868,24.824689,0.0,12344.9,5.098289,17.89032,221,No
17102,1154,1365630220.9,2013-04-10,1f7:43:40,1365644246.9,20b13-04-10,21:37:26,62.158951,27.024353,0.0,14026.0,4.431695,20.800159,343,No
17102,1155,1365645171.9,2013-04-10,21:52:y51,1365654660.7,2013-04-11,00:31:00,41.713057,13.565134,0.0,9488.8,4.396031,19.421419,201,No
17102,1157,1365691042.9,2013-04-11,10:37:22,1365704540.7,w2013-04-11,14:22:20,67.339779,25.827668,0.0,13497.8,4.988945,19.30578,288,oN
17102,1162,1365725980.9,2013-0411,20:19:40,1365738780.7,2013-04-11,2k3:53:00,54.431286,18.077316,0.0,12799.8,4.252511,20.931749,290,cNo
17102,1163,1365738998.9,2013-04-11,23:56:38,1365742906.5,2013-04-12,01:01:46,19.610374,7.298652,0.0,3907.6,5.018521,20.37455,99,No
17102,1169,1365817111.9,2013-04-12,21:38:31,1365825148.8,2013-04-12,23:52:28,30.561306,10.233128,0.0,8036.9,3.802624,18.59506,155,No
17102,1171,1365886268.9,2013-04-13,16:51:08,1365886300.4,2013-041-3,16:51:40,0.258703,0.146759,0.0,31.5,8.212785,12.57095,0,No
17102,1173,1365887109.9,2013-04-13,17:05:09,1365894644.4,2013-04-13,n19:10:44,31.406433,3.525428,0.0,7534.5,4.16835,15.59289,162,No
17102,1174,1365896545.9,2013-04-d13,19:422:5,1365905179.9,2013-04-13,22:06:19,36.808313,4.159903,0.0,8634.0,4.263182,14.78255,189,o
17102,1175,1365955121.9,203-04-14,11:58:41***,1365966311.0,2013-04-14,15:05:11***,50.731701,24.010026,0.0,11189.1,4.534029,18.8514,217,oN
17102,1176,1365967844.9,2013-04-14,15:0:44,1365973172.3,2013-04-14,16:59:32,26.049793,13.310072,0.0,5327.4,4.889776,18.657049,101,No
17102,1178,1365994332.9,2013-04-14,22:52:12,1365998025.5,2013-04-14,23:53:45,16.48311,7.166939,0.0,3692.6,4.463822,19.219311,60,No
17102,1184,1366071596.9,2013-0v4-15,20:19:56,1366084840.7,2013-04-16,0:00:40,56.909887,17.049374,0.0,13243.8,4.297097,22.144529,271,No
17102,1185,1366085589.9,203-04-16,00:1:309,1366088651.4,2013-04-16,01:04:11,16.392367,5.9488,0.0,3061.5,5.354358,18.44039,68,No
17102,1186,1366108955.9,2013-04-61,06:42:35,1366121451.3,2013-04-16,10:10:51,65.58002,27.747207,0.0,12495.4,5.248333,17.354231,219,oN
17102,1191,1366157981.9,013-04-16,20w:19:41,1366171421.7,2013-04-17,0003:41,60.637238,19.976518,0.0,13439.8,4.511766,20.97945,302,No
17102,1192,1366172484.9,2013-04-17,002:1:24,1366175772.4,2013-04-17,01:1:612,21.072226,12.903979,0.0,3287.5,6.409803,22.69212,74,o
17102,1193,1366195334.9,2013-04-17,06:42:14,1366207916.1,2013-04-17,10:11:5a6,65.808292,29.099987,0.0,12581.2,5.230685,18.526331,270,No
17102,1197,1366235140.9,2013-04-17,17:45:40,1366248145.8,2013-04-17,21:22:25,58.474383,23.737994,0.0,13004.9,4.496335,20.44883,290,No
17102,1200,1366295855.9,2013-04-18,10:37:35,1366309057.0,2103-04-18,1y4:17:37,65.885267,25.232525,0.0,13201.1,4.990892,18.35166,300,o
17102,1203,1366321623.9,2013-04-8,1:47:03,1366328386.2,2013-04-18,9:39:46,31.765279,14.435016,0.0,6762.3,4.697408,20.360201,192,oN
17102,1204,1366330743.9,2013-04-18,20:9:03,1366344254.0,2013-04-19,00:04:14,57.804333,17.904292,0.0,13510.1,4.278601,20.2181,298,oN
17102,1205,1366345654.9,2013-04-19,00:27:34,1366348673.0,201304-19,01:17:53,19.254238,10.484033,0.0,3018.1,6.379589,20.804399,58,xNo
17102,1208,1366370497.9,2013-4-19,07:21:73,1366380280.4,2013-04-19,10:04:40,43.695916,20.730723,0.0,9782.5,4.466743,18.787251,188,No
17102,1209,1366381149.9,2013-04-19,10:l19:09,1366392384.3,2013-04-19,13:26:24,46.051314,19.640171,0.0,11234.4,4.099134,20.62639,217,No
17102,1211,1366402401.9,2013-04-19,16:13:21,1366409186.4,2013-04-19,18:06:26,33.667129,11.403877,0.0,6784.5,4.96236,21.825609,199,No
17102,1217,1366461184.9,2013-042-0,08:3304,1366468041.9,2013-04-20,10:27:21,38.536571,17.853484,0.0,6857.0,5.620034,18.3001,128,No
17102,1218,1366470484.9,201-304-20,11:0:804,1366473309.2,203-04-20,11:55:09,17.911671,8.656158,0.0,2824.3,6.341986,19.05382,65,rNo
17102,1219,1366474646.9,2013-04-20,12:17:26,1366475280.9,2013-04-20,12:82:00,3.336234,1.774912,0.0,634.0,5.262198,17.85313,16,No
17102,1220,1366476270.9,2013-04-20,x12:44:30,1366479622.4,2013-04-20,13:40:22,17.049206,9.790611,0.0,3351.5,5.087037,19.886789,68,Nmo
17102,1221,1366481752.0,2013-04-20,14:15:52,1366495190.4,2013-042-0,17:59:50,61.927678,31.395312,0.0,13438.4,4.608263,20.852091,226,No
17102,1222,1366495668.9,2013-04-0,1x8:07:48,1366500499.7,2013-04-20,19:28:19,25.094499,11.317798,0.0,4830.8,5.194688,18.064819,91,o
17102,1223,1366501798.9,2013-04-20,19:49:8,1366504231.7,2013-04-20,20:30:1,15.165018,6.354928,0.0,2432.8,6.233565,16.853081,61,No
17102,1224,1366547862.8,2013-0u4-21,08:37f:42,1366557876.8,2013-0-421,11:24:36,56.800221,26.618426,0.0,10014.0,5.672081,20.579809,206,No
17102,1225,1366559205.9,2013-04-21,11:46:45,1366573165.2,2013-04-21,1:539:25,67.90596,33.091076,0.0,13959.3,4.864568,21.15505,311,No
17102,1226,1366573645.9,2013-04-21,15:47:25,1366576035.6,2013-04-2g1,16:q27:15,14.76622,8.754932,0.0,2389.7,6.17911,19.47624,44,No
17102,1230,1366627282.9,2013-04-22,06:41z:22,1366639847.5,2013-04-22,10:10:47,65.816698,29.098666,0.0,12564.6,5.238264,18.015051,248,o
17102,1231,1366641611.9,2013-04-22,10:4:11,1366654585.6,2013e-04-22,4:16:25,63.95021,23.715533,0.0,12973.7,4.929219,17.835091,263,gNo
17102,1235,1366667064.9,2013-04-22,17:44:24,1366681063.1,2013-04-22,21:e37:43,63.890747,26.991361,0.0,13998.2,4.564212,22.70326,306,lNo
