OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SHAPE_Length
484,SUBDIVISION,CADNSDI,0,0.229151876367858
485,SUBDIVISION,CADNSDI,0,0.00188033951595128
486,SUBDIVISION,CADNSDI,0,0.00590567463985947
487,ROAD_OFFSET,SOURCEL,0,0.0227143632158005
488,ROAD_OFFSET,SOURCEL,0,0.0452528682561307
489,POINT-TO-POINT,DOQ,0,0.000322687717508169
490,WATERCOURSE,SOURCEL,0,0.0015970729908518
491,RIM,LiDAR,0,0.0101431258327517
492,ROAD_OFFSET,SOURCEL,0,0.00478065608071268
493,WATERCOURSE,SOURCEL,0,0.000715103560498585
494,FENCE,DOQ,0,0.00115733143800054
495,POINT-TO-POINT,DOQ,0,0.000218037510402005
496,ROAD_OFFSET,SOURCEL,0,0.00166188570341686
497,FENCE,DOQ,0,0.0042802590386331
498,POINT-TO-POINT,DOQ,0,0.00100021540189378
499,ROAD_OFFSET,SOURCEL,0,0.0007732307233861
500,ROAD_OFFSET,SOURCEL,0,0.0823045666273008
501,RIGHT-OF-WAY,SOURCEL,0,0.00147343701389989
502,SUBDIVISION,CADNSDI,0,0.084915568473622
503,ROAD_OFFSET,SOURCEL,0,0.000701538737114377
504,RIGHT-OF-WAY,SOURCEL,0,0.00146635018366334
505,ROAD_OFFSET,SOURCEL,0,0.00119846029552836
506,SUBDIVISION,CADNSDI,0,0.00231002295364467
507,RIGHT-OF-WAY,SOURCEL,0,0.00183932568544017
508,ROAD_OFFSET,SOURCEL,0,0.00285445204642533
509,SUBDIVISION,CADNSDI,0,0.00205789347695656
510,SUBDIVISION,CADNSDI,0,0.0120938086287588
511,RIGHT-OF-WAY,SOURCEL,0,0.000782233381875735
512,SUBDIVISION,CADNSDI,0,0.00786149113334599
513,ROAD_OFFSET,SOURCEL,0,0.00637681048489004
514,ROAD_OFFSET,SOURCEL,0,0.00223847833650693
515,SUBDIVISION,CADNSDI,0,0.019953694188179
516,RIDGE,DOQ,0,0.000808025210449492
517,FENCE,DOQ,0,0.000544356466884778
518,RIDGE,DOQ,0,0.00100394338570397
519,UNKNOWN,DOQ,0,0.0019068311673296
520,TRAIL,DOQ,0,0.000578104077141823
521,ROAD_OFFSET,SOURCEL,0,0.00336847788466001
522,SUBDIVISION,CADNSDI,0,0.0263523190306496
