objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),buroboroughname(long),boroughareadescription,yearvalue(long),global_id,shape_length(double precision)
756.0,580472.0,0.0,0.42,2.0,City Of Groton,2022,2d1faf02-5891-43eb-b19e-aeac33b94765,2146.10915055675
757.0,830297.0,0.0,0.48,3.0,Woodmont,2022,df18703f-396e-4d77-b6a2-1f09c87ef117,2557.64486583808
758.0,830910.0,0.0,0.08,3.0,Woodmont,2022,be7e0e8d-60cd-4fa6-85f0-8b5dce2da17e,402.586565201631
759.0,830911.0,0.0,0.08,3.0,Woodmont,2022,57a82ad8-f225-47db-a3aa-93954692a6a8,432.989025994689
760.0,1050133.0,0.0,0.14,4.0,Fenwick,2022,ec4cc8cd-fcc6-42ba-b9bb-f8be02febb5f,726.184205724595
761.0,1370031.0,0.0,0.01,5.0,Stonington,2022,3761d552-110c-49f7-a1b5-e864de58824a,86.6895195446234
762.0,1370086.0,0.0,0.19,5.0,Stonington,2022,102d6907-9a82-4185-8d7a-e1ee861233d3,1014.73145387423
763.0,1370095.0,0.0,0.11,5.0,Stonington,2022,932e869a-9d6d-4c76-9b02-4ae38bc077b7,552.299561967735
764.0,1370150.0,0.0,0.1,5.0,Stonington,2022,02d85fc6-b307-4827-a8e7-7f71b9cc6587,522.644622892898
765.0,1370254.0,0.0,0.07,5.0,Stonington,2022,30766ee3-dcca-402f-91e0-64675f91d34d,392.855585602727
766.0,570096.0,0.0,0.14,1.0,Jewett City,2022,6121cb76-7806-4bdf-b22a-1c8e6ff1bdc2,756.940408386053
767.0,570116.0,0.0,0.09,1.0,Jewett City,2022,fdf58bcb-a840-47a7-b6ea-a40b3068a439,470.186027598088
768.0,570128.0,0.0,0.18,1.0,Jewett City,2022,e12af3bc-faa1-4b4c-8936-b58cb9e24efb,960.9422243605
769.0,570133.0,0.0,0.08,1.0,Jewett City,2022,2d3b6cbe-96f5-46a6-8831-f6f6adfcf644,469.72616506316
770.0,570192.0,0.0,0.08,1.0,Jewett City,2022,e57b5aeb-5980-47e0-abd6-5e7a7c8763d0,477.498261840365
771.0,580017.0,0.0,0.12,2.0,City Of Groton,2022,ff8e856f-52df-435b-bd5e-fd0280e8a911,606.133287287158
772.0,580019.0,0.0,0.12,2.0,City Of Groton,2022,1cd67230-47bb-4a43-884a-54c3bcd972a2,613.454716232661
773.0,580023.0,0.0,0.02,2.0,City Of Groton,2022,24f26b5a-fa87-4b48-81a4-a4cecd4e6f9b,127.772861906471
774.0,580035.0,0.0,0.11,2.0,City Of Groton,2022,bc8c2614-a0ba-41ee-85b1-d07b50c2a857,549.7074518192
775.0,580073.0,0.0,0.14,2.0,City Of Groton,2022,3277772c-91ec-4a0d-93b5-3c3e9d1351da,774.315616623561
776.0,580075.0,0.0,0.18,2.0,City Of Groton,2022,326c4924-2053-4d88-b6fb-7b6d60dd4af8,950.980606266959
777.0,580078.0,0.0,0.12,2.0,City Of Groton,2022,fb289122-de87-483e-abef-0e7c2faf606a,666.998632361291
778.0,580103.0,0.0,0.17,2.0,City Of Groton,2022,88342776-af89-4612-a561-86b810c7bceb,955.302936991554
779.0,580136.0,0.0,0.12,2.0,City Of Groton,2022,c38b42de-e227-4f0c-9c83-4fba48615b77,644.959593248373
780.0,580173.0,0.0,0.07,2.0,City Of Groton,2022,2f780250-8818-4c90-ab94-d0cd23dfb403,406.12860369033
781.0,580204.0,0.0,0.06,2.0,City Of Groton,2022,aa139614-b176-403e-b534-0795996ddb2a,347.550584705128
782.0,580218.0,0.0,0.04,2.0,City Of Groton,2022,d5208c18-e2c4-428c-89e0-bfdfb2c226bc,207.794360557469
783.0,580351.0,0.0,0.64,2.0,City Of Groton,2022,b35863c7-02d1-4865-a93b-74d6228271e4,3383.61555359795
784.0,580355.0,0.0,0.1,2.0,City Of Groton,2022,c4000a14-b838-42e1-ab0b-be6b08d3403c,454.765981671167
785.0,580372.0,0.0,0.05,2.0,City Of Groton,2022,dfa3e3be-738d-41ce-8287-99145ff3f22f,261.928311491867
786.0,580421.0,0.0,0.05,2.0,City Of Groton,2022,4c1603b7-0f97-463e-92b1-20e1977238f1,244.327912991778
787.0,580440.0,0.0,0.11,2.0,City Of Groton,2022,62607be3-866f-4c94-8c5b-d8329712e3d2,576.808568863832
788.0,830058.0,0.0,0.17,3.0,Woodmont,2022,1ba754ef-560d-48dc-a20a-b11d8390a4f6,881.52016011448
789.0,830140.0,0.0,0.21,3.0,Woodmont,2022,7cc25221-18e9-499c-8d71-9bf3ac7d1363,1184.54438575741
790.0,830440.0,0.0,0.09,3.0,Woodmont,2022,b360d57e-7f53-4174-be68-dbd4054ed87f,451.048598509398
791.0,830989.0,0.0,0.04,3.0,Woodmont,2022,8364c962-6e7e-4563-afcd-e4666f808897,211.050298913734
792.0,830990.0,0.0,0.02,3.0,Woodmont,2022,c05793ec-063d-4472-8976-642b8260d895,103.615800844811
793.0,1050143.0,0.0,0.18,4.0,Fenwick,2022,bd0d21e9-8845-4480-9d77-8814caf1460d,969.329831658596
794.0,1370056.0,0.0,0.02,5.0,Stonington,2022,e349258a-a88f-434e-aea3-2f58f1cf9da3,132.425657421588
795.0,1370064.0,0.0,0.07,5.0,Stonington,2022,ee539744-b79f-4c29-8711-a4f5a9b947a7,415.820054166677
796.0,1370088.0,0.0,0.16,5.0,Stonington,2022,bf114d10-44f2-493c-bafb-89007f4f3833,822.403781118831
797.0,1370109.0,0.0,0.05,5.0,Stonington,2022,dd7443c4-ea78-4664-86d3-87d4309f1d5f,265.371183156672
798.0,580515.0,0.0,0.13,2.0,City Of Groton,2022,fd8aeb00-5864-433d-b4c2-f36f5da4c433,636.376586783578
799.0,830126.0,0.0,0.07,3.0,Woodmont,2022,43b5ad69-4d92-44ea-9098-f3614bb3afd1,322.228272044454
800.0,830404.0,0.0,0.2,3.0,Woodmont,2022,b4dbc2c9-c8b7-42c8-b406-7ef402886a38,1045.37351219747
801.0,830569.0,0.0,0.04,3.0,Woodmont,2022,ab7e49ce-6761-4ef8-b23b-7f32699a6c57,213.750082144592
802.0,830623.0,0.0,0.03,3.0,Woodmont,2022,f532d391-9b5a-42f6-807a-64f1ed2ed5de,200.745174352371
803.0,830649.0,0.0,0.04,3.0,Woodmont,2022,c8bb4d1c-a731-489a-a914-2b5c3fb66e02,190.470327081896
804.0,830909.0,0.0,0.05,3.0,Woodmont,2022,b49df479-2b8a-4484-bc09-605438807793,294.758564688485
805.0,1050140.0,0.0,0.21,4.0,Fenwick,2022,1ad12b5a-1301-4487-b7ae-853765bd93f5,1088.00066924396
806.0,1370008.0,0.0,0.05,5.0,Stonington,2022,02adc520-bf5c-4015-8d27-c608cfe53768,250.493695003131
807.0,1370021.0,0.0,0.06,5.0,Stonington,2022,faed4daa-e603-483d-87d0-68512dda39c8,347.033190615361
808.0,1370062.0,0.0,0.09,5.0,Stonington,2022,072ec1c1-f2f0-4275-b7dc-ad67215c7c57,457.846550180211
809.0,1370068.0,0.0,0.04,5.0,Stonington,2022,72cf0b21-a1b3-4c7f-a31d-a01132bf3edd,236.730631713845
810.0,1370082.0,0.0,0.15,5.0,Stonington,2022,bf16cb7d-eef2-4ecc-abf9-ca644330475b,799.25780666594
811.0,1370251.0,0.0,0.06,5.0,Stonington,2022,428bbbda-5405-4617-9691-1c4dd67870ff,319.145785330018
812.0,1370261.0,0.0,0.14,5.0,Stonington,2022,9e3edbec-e9e3-4e3c-a466-e8bb6610ac7a,699.648478624121
813.0,1370388.0,0.0,0.09,5.0,Stonington,2022,f8ae86e7-66ca-4308-8d1a-69c4fdc0b99d,453.816045099474
