Avg_3Day_Confirmed_RatePer100K,Avg_3Day_Confirmed_RatePer100K_,Avg_3Day_Deceased_RatePer100K,Avg_3Day_Deceased_RatePer100K_D,CONFIRMED,Confirmed_RatePer100K,DECEASED,Deceased_RatePer100K,LOADED,RECOVERED,reported,TOTAL_CONFIRMED,TOTAL_DECEASED,Total_Population,TOTAL_RECOVERED,WEEKBEGINNINGDATE,WEEKENDINGDATE,YEAR_WEEK,ObjectId
37.702133,1.0859,0.6081,0.2606,327,42.6104,6,0.7818,2021/02/25 11:17:00+00,255,2020/11/04 05:00:00+00,26131,416,767419,13443,2020/11/01 04:00:00+00,2020/11/07 05:00:00+00,202045,123
46.0852,8.383067,0.825266,0.217166,381,49.6469,5,0.6515,2021/02/25 11:17:00+00,81,2020/11/05 05:00:00+00,26497,421,767419,13516,2020/11/01 04:00:00+00,2020/11/07 05:00:00+00,202045,124
50.732833,4.647633,0.477766,-0.3475,460,59.9412,0,0,2021/02/25 11:17:00+00,275,2020/11/06 05:00:00+00,26987,421,767419,13789,2020/11/01 04:00:00+00,2020/11/07 05:00:00+00,202045,125
51.5581,0.825267,0.434333,-0.043433,346,45.0862,5,0.6515,2021/02/25 11:17:00+00,142,2020/11/07 05:00:00+00,27338,426,767419,13931,2020/11/01 04:00:00+00,2020/11/07 05:00:00+00,202045,126
44.999333,-6.558767,0.2606,-0.173733,230,29.9706,1,0.1303,2021/02/25 11:17:00+00,83,2020/11/08 05:00:00+00,27568,427,767419,14013,2020/11/08 05:00:00+00,2020/11/14 05:00:00+00,202046,127
42.610366,-2.388967,0.2606,0,405,52.7743,0,0,2021/02/25 11:17:00+00,90,2020/11/09 05:00:00+00,27971,427,767419,14100,2020/11/08 05:00:00+00,2020/11/14 05:00:00+00,202046,128
43.696266,1.0859,0.173733,-0.086867,371,48.3439,3,0.3909,2021/02/25 11:17:00+00,283,2020/11/10 05:00:00+00,28336,430,767419,14369,2020/11/08 05:00:00+00,2020/11/14 05:00:00+00,202046,129
51.2975,7.601234,0.3909,0.217167,405,52.7743,6,0.7818,2021/02/25 11:17:00+00,313,2020/11/11 05:00:00+00,28938,437,767419,14781,2020/11/08 05:00:00+00,2020/11/14 05:00:00+00,202046,130
57.682533,6.385033,0.3909,0,552,71.9294,0,0,2021/02/25 11:17:00+00,222,2020/11/12 05:00:00+00,29344,436,767419,14873,2020/11/08 05:00:00+00,2020/11/14 05:00:00+00,202046,131
69.453566,11.771033,0.3909,0,642,83.657,3,0.3909,2021/02/25 11:17:00+00,154,2020/11/13 05:00:00+00,29971,439,767419,15029,2020/11/08 05:00:00+00,2020/11/14 05:00:00+00,202046,132
78.314433,8.860867,0.173733,-0.217167,609,79.3569,1,0.1303,2021/02/25 11:17:00+00,629,2020/11/14 05:00:00+00,30598,440,767419,15659,2020/11/08 05:00:00+00,2020/11/14 05:00:00+00,202046,133
69.801066,-8.513367,0.217166,0.043433,356,46.3893,1,0.1303,2021/02/25 11:17:00+00,98,2020/11/15 05:00:00+00,30953,441,767419,15753,2020/11/15 05:00:00+00,2020/11/21 05:00:00+00,202047,134
53.947066,-15.854,0.1303,-0.086866,277,36.095,1,0.1303,2021/02/25 11:17:00+00,95,2020/11/16 05:00:00+00,31225,442,767419,15848,2020/11/15 05:00:00+00,2020/11/21 05:00:00+00,202047,135
42.089133,-11.857933,0.3909,0.2606,336,43.7831,7,0.9121,2021/02/25 11:17:00+00,245,2020/11/17 05:00:00+00,31534,449,767419,16087,2020/11/15 05:00:00+00,2020/11/21 05:00:00+00,202047,136
49.950966,7.861833,0.564633,0.173733,537,69.9748,5,0.6515,2021/02/25 11:17:00+00,231,2020/11/18 05:00:00+00,32058,454,767419,16312,2020/11/15 05:00:00+00,2020/11/21 05:00:00+00,202047,137
67.629266,17.6783,0.7818,0.217167,684,89.1299,6,0.7818,2021/02/25 11:17:00+00,231,2020/11/19 05:00:00+00,32721,460,767419,16533,2020/11/15 05:00:00+00,2020/11/21 05:00:00+00,202047,138
82.3974,14.768134,0.7818,0,676,88.0875,7,0.9121,2021/02/25 11:17:00+00,186,2020/11/20 05:00:00+00,33391,467,767419,16717,2020/11/15 05:00:00+00,2020/11/21 05:00:00+00,202047,139
85.3076,2.9102,0.738366,-0.043434,604,78.7054,4,0.5212,2021/02/25 11:17:00+00,250,2020/11/21 05:00:00+00,33989,470,767419,16973,2020/11/15 05:00:00+00,2020/11/21 05:00:00+00,202047,140
78.314466,-6.993134,0.477766,-0.2606,523,68.1505,0,0,2021/02/25 11:17:00+00,546,2020/11/22 05:00:00+00,34505,470,767419,17521,2020/11/22 05:00:00+00,2020/11/28 05:00:00+00,202048,141
70.235433,-8.079033,0.304033,-0.173733,490,63.8504,3,0.3909,2021/02/25 11:17:00+00,111,2020/11/23 05:00:00+00,34987,473,767419,17631,2020/11/22 05:00:00+00,2020/11/28 05:00:00+00,202048,142
63.068533,-7.1669,0.651533,0.3475,439,57.2047,12,1.5637,2021/02/25 11:17:00+00,418,2020/11/24 05:00:00+00,35396,485,767419,18037,2020/11/22 05:00:00+00,2020/11/28 05:00:00+00,202048,143
66.977733,3.9092,0.912133,0.2606,613,79.8781,6,0.7818,2021/02/25 11:17:00+00,647,2020/11/25 05:00:00+00,35986,491,767419,18679,2020/11/22 05:00:00+00,2020/11/28 05:00:00+00,202048,144
58.7684,-8.209333,1.129333,0.2172,301,39.2224,8,1.0425,2021/02/25 11:17:00+00,347,2020/11/26 05:00:00+00,36218,499,767419,18999,2020/11/22 05:00:00+00,2020/11/28 05:00:00+00,202048,145
59.9846,1.2162,0.651533,-0.4778,467,60.8533,1,0.1303,2021/02/25 11:17:00+00,542,2020/11/27 05:00:00+00,36666,499,767419,19540,2020/11/22 05:00:00+00,2020/11/28 05:00:00+00,202048,146
74.665866,14.681266,0.390933,-0.2606,951,123.9219,0,0,2021/02/25 11:17:00+00,453,2020/11/28 05:00:00+00,37614,499,767419,19980,2020/11/22 05:00:00+00,2020/11/28 05:00:00+00,202048,147
80.225633,5.559767,0.086866,-0.304067,429,55.9017,1,0.1303,2021/02/25 11:17:00+00,140,2020/11/29 05:00:00+00,38030,500,767419,20120,2020/11/29 05:00:00+00,2020/12/05 05:00:00+00,202049,148
78.3579,-1.867733,0.086866,0,424,55.2501,1,0.1303,2021/02/25 11:17:00+00,144,2020/11/30 05:00:00+00,38452,500,767419,20255,2020/11/29 05:00:00+00,2020/12/05 05:00:00+00,202049,149
62.851366,-15.506534,0.347466,0.2606,594,77.4023,6,0.7818,2021/02/25 11:17:00+00,435,2020/12/01 05:00:00+00,39014,505,767419,20688,2020/11/29 05:00:00+00,2020/12/05 05:00:00+00,202049,150
74.535533,11.684167,0.608066,0.2606,698,90.9542,7,0.9121,2021/02/25 11:17:00+00,388,2020/12/02 05:00:00+00,39683,511,767419,21071,2020/11/29 05:00:00+00,2020/12/05 05:00:00+00,202049,151
83.570166,9.034633,1.085866,0.4778,632,82.354,12,1.5637,2021/02/25 11:17:00+00,369,2020/12/03 05:00:00+00,40295,523,767419,21440,2020/11/29 05:00:00+00,2020/12/05 05:00:00+00,202049,152
84.8298,1.259634,0.912133,-0.173733,623,81.1812,2,0.2606,2021/02/25 11:17:00+00,257,2020/12/04 05:00:00+00,40908,524,767419,21689,2020/11/29 05:00:00+00,2020/12/05 05:00:00+00,202049,153
78.966,-5.8638,0.781833,-0.1303,563,73.3628,4,0.5212,2021/02/25 11:17:00+00,218,2020/12/05 05:00:00+00,41452,529,767419,21894,2020/11/29 05:00:00+00,2020/12/05 05:00:00+00,202049,154
74.622433,-4.343567,0.304033,-0.4778,532,69.3233,1,0.1303,2021/02/25 11:17:00+00,140,2020/12/06 05:00:00+00,41964,530,767419,22028,2020/12/06 05:00:00+00,2020/12/12 05:00:00+00,202050,155
62.0261,-12.596333,0.217166,-0.086867,333,43.3922,0,0,2021/02/25 11:17:00+00,123,2020/12/07 05:00:00+00,42296,530,767419,22149,2020/12/06 05:00:00+00,2020/12/12 05:00:00+00,202050,156
60.028066,-1.998034,0.434366,0.2172,517,67.3687,9,1.1728,2021/02/25 11:17:00+00,396,2020/12/08 05:00:00+00,42795,539,767419,22538,2020/12/06 05:00:00+00,2020/12/12 05:00:00+00,202050,157
46.258966,-13.7691,0.781866,0.3475,215,28.016,9,1.1728,2021/02/25 11:17:00+00,473,2020/12/09 05:00:00+00,42993,548,767419,23001,2020/12/06 05:00:00+00,2020/12/12 05:00:00+00,202050,158
61.8958,15.636834,0.999033,0.217167,693,90.3027,5,0.6515,2021/02/25 11:17:00+00,386,2020/12/10 05:00:00+00,43771,553,767419,23383,2020/12/06 05:00:00+00,2020/12/12 05:00:00+00,202050,159
64.284766,2.388966,0.999033,0,572,74.5356,9,1.1728,2021/02/25 11:17:00+00,304,2020/12/11 05:00:00+00,44421,564,767419,23680,2020/12/06 05:00:00+00,2020/12/12 05:00:00+00,202050,160
81.224666,16.9399,1.2162,0.217167,605,78.8357,14,1.8243,2021/02/25 11:17:00+00,231,2020/12/12 05:00:00+00,45006,578,767419,23900,2020/12/06 05:00:00+00,2020/12/12 05:00:00+00,202050,161
75.491166,-5.7335,0.999033,-0.217167,561,73.1022,0,0,2021/02/25 11:17:00+00,147,2020/12/13 05:00:00+00,45564,578,767419,24047,2020/12/13 05:00:00+00,2020/12/19 05:00:00+00,202051,162
68.498,-6.993166,0.6081,-0.390933,411,53.5561,0,0,2021/02/25 11:17:00+00,128,2020/12/14 05:00:00+00,45974,578,767419,24175,2020/12/13 05:00:00+00,2020/12/19 05:00:00+00,202051,163
63.416033,-5.081967,0.217166,-0.390934,488,63.5898,5,0.6515,2021/02/25 11:17:00+00,436,2020/12/15 05:00:00+00,46440,582,767419,24591,2020/12/13 05:00:00+00,2020/12/19 05:00:00+00,202051,164
55.293566,-8.122467,0.694966,0.4778,374,48.7348,11,1.4334,2021/02/25 11:17:00+00,437,2020/12/16 05:00:00+00,46791,593,767419,25018,2020/12/13 05:00:00+00,2020/12/19 05:00:00+00,202051,165
50.6894,-4.604166,0.8687,0.173734,305,39.7436,4,0.5212,2021/02/25 11:17:00+00,354,2020/12/17 05:00:00+00,47086,597,767419,25366,2020/12/13 05:00:00+00,2020/12/19 05:00:00+00,202051,166
53.9905,3.3011,1.2162,0.3475,564,73.4931,13,1.694,2021/02/25 11:17:00+00,259,2020/12/18 05:00:00+00,47639,610,767419,25621,2020/12/13 05:00:00+00,2020/12/19 05:00:00+00,202051,167
6.7325,-0.4778,0.347466,-0.086867,34,4.4304,3,0.3909,2021/02/25 11:17:00+00,13,2020/06/05 04:00:00+00,2733,184,767419,1871,2020/05/31 04:00:00+00,2020/06/06 04:00:00+00,202023,168
14.681266,0.3475,0.1303,-0.217166,95,12.3792,1,0.1303,2021/04/02 10:30:00+00,55,2021/04/02 04:00:00+00,77945,999,767419,40731,2021/03/28 04:00:00+00,2021/04/03 04:00:00+00,202114,169
57.4219,3.3011,0.434333,0.217167,373,48.6045,5,0.6515,2021/02/25 11:17:00+00,291,2020/12/23 05:00:00+00,49514,622,767419,26778,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,170
7.166866,0.868733,0.5212,0.173734,56,7.2972,6,0.7818,2021/02/25 11:17:00+00,8,2020/04/22 04:00:00+00,931,82,767419,447,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,171
25.757333,2.258667,0.2606,-0.173733,254,33.098,2,0.2606,2021/02/25 11:17:00+00,112,2020/09/26 04:00:00+00,16900,321,767419,9345,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,172
43.3922,-5.429466,0.304033,-0.173733,347,45.2165,1,0.1303,2021/02/25 11:17:00+00,186,2021/02/12 05:00:00+00,71511,857,767419,35248,2021/02/07 05:00:00+00,2021/02/13 05:00:00+00,202107,173
16.158033,9.425533,0.2606,-0.086866,278,36.2253,1,0.1303,2021/02/25 11:17:00+00,459,2020/06/18 04:00:00+00,3453,186,767419,2363,2020/06/14 04:00:00+00,2020/06/20 04:00:00+00,202025,174
18.851066,4.1698,0.086866,-0.043434,106,13.8125,0,0,2021/04/03 10:39:00+00,53,2021/04/03 04:00:00+00,78042,999,767419,40782,2021/03/28 04:00:00+00,2021/04/03 04:00:00+00,202114,175
69.019233,11.597333,0.694933,0.2606,404,52.644,6,0.7818,2021/02/25 11:17:00+00,279,2020/12/24 05:00:00+00,49900,628,767419,27057,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,176
8.600233,1.433367,0.434333,-0.086867,78,10.1639,1,0.1303,2021/02/25 11:17:00+00,26,2020/04/23 04:00:00+00,1005,83,767419,474,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,177
24.3674,-1.389933,0.217166,-0.043434,100,13.0307,2,0.2606,2021/02/25 11:17:00+00,42,2020/09/27 04:00:00+00,16996,323,767419,9385,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,178
20.284466,-4.082934,0.217166,0,113,14.7247,1,0.1303,2021/02/25 11:17:00+00,18,2020/09/28 04:00:00+00,17106,324,767419,9402,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,179
19.763233,-0.521233,0.1303,-0.086866,242,31.5343,0,0,2021/02/25 11:17:00+00,178,2020/09/29 04:00:00+00,17332,324,767419,9578,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,180
24.280533,4.5173,0.1303,0,204,26.5826,2,0.2606,2021/02/25 11:17:00+00,91,2020/09/30 04:00:00+00,17516,326,767419,9666,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,181
27.4079,3.127367,0.1303,0,185,24.1068,1,0.1303,2021/02/25 11:17:00+00,221,2020/10/01 04:00:00+00,17686,327,767419,9879,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,182
24.932066,-2.475834,0.173733,0.043433,185,24.1068,1,0.1303,2021/02/25 11:17:00+00,108,2020/10/02 04:00:00+00,17865,328,767419,9990,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,183
27.842266,2.9102,0.173733,0,271,35.3132,2,0.2606,2021/02/25 11:17:00+00,106,2020/10/03 04:00:00+00,18125,330,767419,10082,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,184
27.1473,-0.694966,0.1303,-0.043433,169,22.0219,0,0,2021/02/25 11:17:00+00,33,2020/10/04 04:00:00+00,18291,330,767419,10113,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,185
23.194633,-3.952667,0.086866,-0.043434,94,12.2488,0,0,2021/02/25 11:17:00+00,35,2020/10/05 04:00:00+00,18384,330,767419,10147,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,186
21.022833,-2.1718,0.086866,0,221,28.7978,2,0.2606,2021/02/25 11:17:00+00,174,2020/10/06 04:00:00+00,18591,331,767419,10317,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,187
22.239033,1.2162,0.086866,0,197,25.6705,0,0,2021/02/25 11:17:00+00,92,2020/10/07 04:00:00+00,18788,333,767419,10403,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,188
25.062366,2.823333,0.217166,0.1303,159,20.7188,3,0.3909,2021/02/25 11:17:00+00,122,2020/10/08 04:00:00+00,18928,335,767419,10520,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,189
27.6685,2.606134,0.173733,-0.043433,281,36.6162,1,0.1303,2021/02/25 11:17:00+00,89,2020/10/09 04:00:00+00,19187,335,767419,10606,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,190
27.538166,-0.130334,0.217166,0.043433,194,25.2795,1,0.1303,2021/02/25 11:17:00+00,111,2020/10/10 04:00:00+00,19372,336,767419,10717,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,191
28.5372,0.999034,0.086866,-0.1303,182,23.7159,0,0,2021/02/25 11:17:00+00,26,2020/10/11 04:00:00+00,19551,336,767419,10742,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,192
20.7188,-7.8184,0.043433,-0.043433,101,13.161,0,0,2021/02/25 11:17:00+00,53,2020/10/12 04:00:00+00,19646,336,767419,10794,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,193
19.3723,-1.3465,0.086866,0.043433,163,21.24,2,0.2606,2021/02/25 11:17:00+00,132,2020/10/13 04:00:00+00,19795,338,767419,10924,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,194
22.412766,3.040466,0.1303,0.043434,252,32.8373,1,0.1303,2021/02/25 11:17:00+00,169,2020/10/14 04:00:00+00,20044,339,767419,11091,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,195
29.7534,7.340634,0.2606,0.1303,270,35.1829,3,0.3909,2021/02/25 11:17:00+00,122,2020/10/15 04:00:00+00,20303,342,767419,11209,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,196
34.2707,4.5173,0.2606,0,267,34.7919,2,0.2606,2021/02/25 11:17:00+00,102,2020/10/16 04:00:00+00,20559,344,767419,11304,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,197
36.485933,2.215233,0.477766,0.217166,303,39.483,6,0.7818,2021/02/25 11:17:00+00,90,2020/10/17 04:00:00+00,20851,350,767419,11390,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,198
34.227266,-2.258667,0.3909,-0.086866,218,28.4069,1,0.1303,2021/02/25 11:17:00+00,44,2020/10/18 04:00:00+00,21063,351,767419,11434,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,199
30.144333,-4.082933,0.347466,-0.043434,173,22.5431,1,0.1303,2021/02/25 11:17:00+00,39,2020/10/19 04:00:00+00,21234,352,767419,11473,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,200
29.709966,-0.434367,0.4778,0.130334,293,38.1799,9,1.1728,2021/02/25 11:17:00+00,149,2020/10/20 04:00:00+00,21513,361,767419,11627,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,201
33.706033,3.996067,0.8253,0.3475,310,40.3951,9,1.1728,2021/02/25 11:17:00+00,129,2020/10/21 04:00:00+00,21803,370,767419,11756,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,202
39.092066,5.386033,0.781866,-0.043434,297,38.7012,0,0,2021/02/25 11:17:00+00,159,2020/10/22 04:00:00+00,22090,370,767419,11916,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,203
39.396133,0.304067,0.9556,0.173734,300,39.0921,13,1.694,2021/02/25 11:17:00+00,93,2020/10/23 04:00:00+00,22377,383,767419,12004,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,204
38.179933,-1.2162,0.6081,-0.3475,282,36.7465,1,0.1303,2021/02/25 11:17:00+00,117,2020/10/24 04:00:00+00,22652,384,767419,12120,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,205
36.485933,-1.694,0.6081,0,258,33.6192,0,0,2021/02/25 11:17:00+00,31,2020/10/25 04:00:00+00,22911,384,767419,12151,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,206
31.794866,-4.691067,0.043433,-0.564667,192,25.0189,0,0,2021/02/25 11:17:00+00,32,2020/10/26 04:00:00+00,23101,384,767419,12182,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,207
36.268766,4.4739,0.217166,0.173733,385,50.1682,5,0.6515,2021/02/25 11:17:00+00,108,2020/10/27 04:00:00+00,23459,389,767419,12289,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,208
40.525466,4.2567,0.434333,0.217167,356,46.3893,5,0.6515,2021/02/25 11:17:00+00,160,2020/10/28 04:00:00+00,23803,394,767419,12446,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,209
45.564,5.038534,0.608066,0.173733,308,40.1345,4,0.5212,2021/02/25 11:17:00+00,103,2020/10/29 04:00:00+00,24134,398,767419,12548,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,210
15.202466,-0.955567,0.564666,0.304066,38,4.9517,9,1.1728,2021/02/25 11:17:00+00,129,2020/06/19 04:00:00+00,3515,195,767419,2480,2020/06/14 04:00:00+00,2020/06/20 04:00:00+00,202025,211
36.876866,-6.515334,0.651533,0.3475,140,18.243,9,1.1728,2021/02/25 11:17:00+00,165,2021/02/13 05:00:00+00,71598,866,767419,35410,2021/02/07 05:00:00+00,2021/02/13 05:00:00+00,202107,212
7.774966,-0.825267,0.304033,-0.1303,45,5.8638,0,0,2021/02/25 11:17:00+00,22,2020/04/24 04:00:00+00,1044,83,767419,496,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,213
16.114633,0.912167,0.4778,-0.086866,55,7.1669,1,0.1303,2021/02/25 11:17:00+00,59,2020/06/20 04:00:00+00,3548,196,767419,2538,2020/06/14 04:00:00+00,2020/06/20 04:00:00+00,202025,214
32.6636,-4.213266,0.4778,-0.173733,265,34.5313,1,0.1303,2021/02/25 11:17:00+00,66,2021/02/14 05:00:00+00,71860,867,767419,35475,2021/02/14 05:00:00+00,2021/02/20 05:00:00+00,202108,215
11.3367,-7.514366,0.043433,-0.043433,60,7.8184,0,0,2021/04/04 10:31:00+00,36,2021/04/04 04:00:00+00,78099,999,767419,40818,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,216
6.4719,-1.303066,0.173733,-0.1303,26,3.388,3,0.3909,2021/02/25 11:17:00+00,13,2020/04/25 04:00:00+00,1070,86,767419,507,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,217
5.386033,-10.7286,0.434366,-0.043434,31,4.0395,0,0,2021/02/25 11:17:00+00,17,2020/06/21 04:00:00+00,3572,196,767419,2554,2020/06/21 04:00:00+00,2020/06/27 04:00:00+00,202026,218
51.471233,-17.548,0.608066,-0.086867,408,53.1652,3,0.3909,2021/02/25 11:17:00+00,256,2020/12/25 05:00:00+00,50283,630,767419,27309,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,219
24.193666,-8.469934,0.4778,0,152,19.8067,1,0.1303,2021/02/25 11:17:00+00,53,2021/02/15 05:00:00+00,72010,868,767419,35526,2021/02/14 05:00:00+00,2021/02/20 05:00:00+00,202108,220
9.251766,-2.084934,0,-0.043433,47,6.1244,0,0,2021/04/05 10:29:00+00,39,2021/04/05 04:00:00+00,78139,999,767419,40856,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,221
4.1264,-2.3455,0.173733,0,24,3.1274,1,0.1303,2021/02/25 11:17:00+00,12,2020/04/26 04:00:00+00,1092,87,767419,519,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,222
4.473866,-0.912167,0.043433,-0.390933,17,2.2152,0,0,2021/02/25 11:17:00+00,10,2020/06/22 04:00:00+00,3589,196,767419,2564,2020/06/21 04:00:00+00,2020/06/27 04:00:00+00,202026,223
43.175033,-8.2962,0.3909,-0.217166,182,23.7159,0,0,2021/02/25 11:17:00+00,116,2020/12/26 05:00:00+00,50460,630,767419,27426,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,224
29.058433,4.864767,0.217166,-0.260634,252,32.8373,3,0.3909,2021/02/25 11:17:00+00,296,2021/02/16 05:00:00+00,71997,871,767419,35821,2021/02/14 05:00:00+00,2021/02/20 05:00:00+00,202108,225
9.078033,-0.173733,0.043433,0.043433,102,13.2913,1,0.1303,2021/04/06 10:30:00+00,56,2021/04/06 04:00:00+00,78243,1000,767419,40910,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,226
3.692033,-0.434367,0.217166,0.043433,35,4.5607,1,0.1303,2021/02/25 11:17:00+00,22,2020/04/27 04:00:00+00,1119,88,767419,541,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,227
4.473866,0,0.1303,0.086867,55,7.1669,3,0.3909,2021/02/25 11:17:00+00,101,2020/06/23 04:00:00+00,3625,198,767419,2661,2020/06/21 04:00:00+00,2020/06/27 04:00:00+00,202026,228
35.486933,-7.6881,0.1303,-0.2606,227,29.5797,0,0,2021/02/25 11:17:00+00,128,2020/12/27 05:00:00+00,50679,630,767419,27552,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,229
25.5836,-3.474833,0.434333,0.217167,185,24.1068,6,0.7818,2021/02/25 11:17:00+00,496,2021/02/17 05:00:00+00,72152,877,767419,36312,2021/02/14 05:00:00+00,2021/02/20 05:00:00+00,202108,230
9.946766,0.868733,1.0859,1.042467,80,10.4246,24,3.1274,2021/04/07 10:31:00+00,41,2021/04/07 04:00:00+00,78376,1024,767419,40949,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,231
5.776933,2.0849,0.1303,-0.086866,74,9.6427,1,0.1303,2021/02/25 11:17:00+00,24,2020/04/28 04:00:00+00,1189,89,767419,565,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,232
4.387,-0.086866,0.217166,0.086866,29,3.7789,2,0.2606,2021/02/25 11:17:00+00,69,2020/06/24 04:00:00+00,3613,199,767419,2730,2020/06/21 04:00:00+00,2020/06/27 04:00:00+00,202026,233
24.280533,-11.2064,0.217166,0.086866,150,19.546,5,0.6515,2021/02/25 11:17:00+00,112,2020/12/28 05:00:00+00,50823,635,767419,27663,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,234
34.096966,9.816433,0.3909,0.173734,408,53.1652,4,0.5212,2021/02/25 11:17:00+00,230,2020/12/29 05:00:00+00,51221,639,767419,27888,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,235
43.435633,9.338667,0.825266,0.434366,442,57.5957,10,1.3031,2021/02/25 11:17:00+00,247,2020/12/30 05:00:00+00,51652,649,767419,28129,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,236
64.024133,20.5885,0.999033,0.173767,624,81.3115,9,1.1728,2021/02/25 11:17:00+00,195,2020/12/31 05:00:00+00,52277,658,767419,28319,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,237
73.1022,9.078067,0.8253,-0.173733,617,80.3994,0,0,2021/02/25 11:17:00+00,210,2021/01/01 05:00:00+00,52883,657,767419,28530,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,238
70.539466,-2.562734,0.390933,-0.434367,383,49.9075,0,0,2021/02/25 11:17:00+00,106,2021/01/02 05:00:00+00,53247,657,767419,28630,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,239
60.9402,-9.599266,0,-0.390933,403,52.5137,0,0,2021/02/25 11:17:00+00,64,2021/01/03 05:00:00+00,53647,657,767419,28693,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,240
54.468266,-6.471934,0.564666,0.564666,468,60.9836,13,1.694,2021/02/25 11:17:00+00,95,2021/01/04 05:00:00+00,54121,670,767419,28783,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,241
56.466333,1.998067,0.9556,0.390934,429,55.9017,9,1.1728,2021/02/25 11:17:00+00,157,2021/01/05 05:00:00+00,54541,679,767419,28927,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,242
65.5878,9.121467,1.4334,0.4778,613,79.8781,11,1.4334,2021/02/25 11:17:00+00,211,2021/01/06 05:00:00+00,55135,690,767419,29137,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,243
82.1368,16.549,1.042466,-0.390934,849,110.6306,4,0.5212,2021/02/25 11:17:00+00,162,2021/01/07 05:00:00+00,55958,694,767419,29293,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,244
83.917633,1.780833,0.999033,-0.043433,470,61.2442,8,1.0425,2021/02/25 11:17:00+00,127,2021/01/08 05:00:00+00,56422,702,767419,29414,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,245
