OBJECTID,MTRS,MIN_YEAROBS,MAX_YEAROBS,LAST_COUNTY,Shape__Area,Shape__Length
348,H 13N 01E 03,2013,2021,Del Norte,4639330.06640625,8631.44545101972
349,H 14N 06E 34,2015,2021,Siskiyou,4532061.578125,8524.16338129504
350,M 43N 01E 02,2010,2011,Siskiyou,3633034.13671875,7692.11514384444
351,M 43N 02E 06,2009,2020,Siskiyou,4787003.7890625,8754.6906501081
352,M 43N 02E 05,2010,2018,Siskiyou,4797105.21484375,8761.8328327998
353,M 43N 02E 04,2016,2021,Siskiyou,4561769.84375,8545.00984846172
354,H 13N 02E 06,2020,2021,Del Norte,3794714.73046875,7853.35865378324
355,M 43N 02E 03,2011,2019,Siskiyou,4837899.53515625,8799.01078971185
356,M 43N 02E 02,2010,2019,Siskiyou,4790283.4609375,8755.32950121604
357,H 13N 02E 05,2015,2021,Del Norte,4595875.96875,8586.51926270351
358,M 43N 02E 01,2015,2018,Siskiyou,4682830.34375,8656.7271623909
359,H 13N 03E 05,2007,2007,Del Norte,4234582.609375,8233.21255431577
360,M 43N 01E 10,2011,2015,Siskiyou,4673681.37890625,8648.0334818449
361,M 43N 01E 11,2011,2016,Siskiyou,4697095.6328125,8669.29012699933
362,H 13N 06E 04,2015,2020,Siskiyou,4668766.68359375,8655.9036786365
363,H 13N 06E 03,2015,2019,Siskiyou,4646977.54296875,8621.40898431895
364,H 13N 01E 10,2013,2021,Del Norte,4590866.77734375,8571.69958419189
365,H 13N 01E 11,2012,2022,Del Norte,4644881.0078125,8624.47121747847
366,H 13N 01E 12,2012,2012,Del Norte,4646737.734375,8620.22702938824
367,H 13N 02E 07,2016,2022,Del Norte,3808737.0234375,7867.25565176157
368,M 43N 02E 07,2011,2021,Siskiyou,4877504.375,8866.89114821792
369,M 43N 02E 08,2010,2020,Siskiyou,4852358.0859375,8811.92215369066
370,M 43N 02E 10,2011,2019,Siskiyou,4790032.1640625,8755.41208025031
371,H 13N 02E 08,2014,2022,Del Norte,4640164.83984375,8634.11195839254
372,H 13N 02E 09,2016,2020,Del Norte,4419667.51171875,8411.27086859338
373,M 43N 02E 11,2016,2020,Siskiyou,4775886.93359375,8743.25614177931
374,H 13N 02E 10,2017,2020,Del Norte,4297618.1875,8402.39197607236
375,H 13N 02E 11,2016,2018,Del Norte,4643224.0546875,8649.85826653646
376,M 43N 01E 16,2010,2013,Siskiyou,4881985.87890625,8840.85041238861
377,M 43N 01E 14,2012,2019,Siskiyou,4810936.9140625,8775.26887279604
378,M 43N 01E 13,2010,2021,Siskiyou,4840127.9609375,8827.57907688952
379,H 13N 06E 09,2015,2021,Siskiyou,4619792.9296875,8598.05605690215
380,H 13N 06E 10,2006,2016,Siskiyou,4565887.09765625,8548.74709464388
381,H 13N 01E 16,2016,2017,Del Norte,4695947.4296875,8679.05980121517
382,H 13N 01E 15,2014,2021,Del Norte,4548670.109375,8543.87764010824
383,H 13N 01E 14,2015,2021,Del Norte,4794316.64453125,8759.1933114896
384,H 13N 01E 13,2014,2022,Del Norte,4634615.1796875,8643.38253934726
385,M 43N 02E 18,2011,2020,Siskiyou,4852359.5703125,8815.3334855889
386,M 43N 02E 16,2016,2016,Siskiyou,4686338.4609375,8660.70506019704
387,H 13N 02E 17,2020,2020,Del Norte,4682199.5625,8657.08917359819
388,H 13N 02E 16,2018,2020,Del Norte,4476341.6484375,8473.56079538834
389,H 13N 02E 15,2017,2021,Del Norte,4479537.18359375,8386.83232484744
390,M 43N 01E 21,2013,2016,Siskiyou,4515569.45703125,8501.13826626219
391,M 43N 01E 23,2020,2021,Siskiyou,4581390.63671875,8562.3469813253
392,M 43N 01E 24,2011,2019,Siskiyou,4558419.9921875,8537.65087247457
393,H 13N 06E 16,2015,2016,Siskiyou,4536582.34765625,8519.94775516399
394,H 13N 06E 15,2006,2018,Siskiyou,4568493.02734375,8552.89062909748
395,H 13N 01E 21,2017,2019,Del Norte,5041265.21875,8933.99637869667
396,H 13N 01E 22,2012,2019,Del Norte,4499380.9375,8577.64322038252
397,H 13N 01E 23,2011,2022,Del Norte,4814273.5390625,8777.8521451815
398,H 13N 01E 24,2012,2022,Del Norte,4728871.13671875,8686.57020969397
399,M 43N 02E 19,2018,2018,Siskiyou,4997930.625,8962.61112386878
400,H 13N 02E 19,2014,2015,Del Norte,3799501.33984375,7864.55430850502
401,H 13N 02E 20,2014,2014,Del Norte,4597632.65625,8583.5403149308
402,H 13N 02E 22,2015,2022,Del Norte,4437094.42578125,8402.85797004725
403,H 13N 02E 23,2021,2021,Del Norte,4523479.36328125,8570.35625450179
404,H 13N 06E 21,2016,2016,Siskiyou,3990228.9140625,8005.7592125313
405,H 13N 06E 22,2015,2016,Siskiyou,4140327.3515625,8165.6117200502
406,H 13N 06E 23,2006,2015,Siskiyou,3999043.4453125,8017.72373319877
407,H 13N 01E 27,2018,2021,Del Norte,4668554.70703125,8653.0482310631
408,H 13N 01E 26,2014,2020,Del Norte,4830636.6015625,8792.82580990569
409,H 13N 01E 25,2014,2022,Del Norte,4648983.4609375,8638.33897514348
410,M 43N 02E 30,2018,2018,Siskiyou,5154754.65234375,9085.94148740084
411,H 13N 02E 30,2015,2019,Del Norte,3890874.48828125,7944.86135120755
412,H 13N 02E 29,2019,2020,Del Norte,4667130.8515625,8643.56398547067
413,H 13N 02E 28,2004,2017,Del Norte,4502199.828125,8492.47384081348
414,H 13N 02E 27,2021,2021,Del Norte,4529453.51953125,8514.30043109769
415,H 13N 02E 26,2015,2022,Del Norte,4337748.3984375,8330.79778639985
416,M 43N 04E 29,2011,2011,Siskiyou,4561167.66796875,8543.41027252157
417,M 43N 01W 35,2020,2020,Siskiyou,4636937.1640625,8628.50429233228
418,H 13N 06E 28,2016,2021,Siskiyou,5062286.67578125,9010.97454184773
419,H 13N 06E 27,2006,2019,Siskiyou,5321434.8046875,9237.20266908654
420,H 13N 06E 26,2015,2016,Siskiyou,5180326.2109375,9125.35908854615
421,H 13N 01E 34,2014,2021,Del Norte,4713639.609375,8700.13947625277
422,H 13N 01E 36,2014,2021,Del Norte,4858760.01953125,8843.37105347551
423,H 13N 02E 32,2018,2020,Del Norte,4584150.14453125,8567.89187701295
424,H 13N 02E 33,2016,2021,Del Norte,4539066.4453125,8524.16721249187
425,H 13N 02E 36,2013,2013,Del Norte,4447767.9296875,8443.19771570517
426,H 13N 03E 31,2013,2016,Del Norte,5162162.98046875,9117.57136421785
427,M 42N 02W 05,2017,2017,Siskiyou,3510059.42578125,7543.35592884699
428,M 42N 02W 04,2021,2021,Siskiyou,3538413.49609375,7572.96330652706
429,H 13N 06E 31,2013,2013,Siskiyou,4795898.3828125,8762.33713567145
430,H 13N 06E 33,2015,2021,Siskiyou,4814714.25,8781.33886313858
431,H 13N 06E 34,2015,2016,Siskiyou,4807134.90625,8770.84680303037
432,H 13N 06E 35,2015,2015,Siskiyou,4728169.21875,8698.32502559765
433,H 13N 06E 36,2020,2021,Siskiyou,4580949.98828125,8564.9751310613
434,H 13N 07E 31,2021,2021,Siskiyou,5907761.5625,9769.27395371337
435,H 12N 01E 03,2012,2012,Humboldt,4622724.14453125,8605.87295164682
436,H 12N 01E 02,2013,2021,Humboldt,4755304.16015625,8732.30134334612
437,H 12N 02E 06,2022,2022,Humboldt,4195587.89453125,8276.87266542743
438,H 12N 01E 01,2013,2013,Humboldt,4471688.37109375,8476.61951605129
439,H 12N 02E 05,2016,2021,Humboldt,4480117.02734375,8654.84205489394
440,H 12N 02E 04,2019,2021,Del Norte,4375385.8671875,8447.9274878119
441,H 12N 02E 03,2015,2022,Humboldt,4607677.97265625,8609.33221264837
442,H 12N 02E 02,2022,2022,Humboldt,4630936.11328125,8616.43162017787
443,H 12N 02E 01,2015,2022,Humboldt,4645939.9921875,8636.85826543527
444,H 12N 03E 06,2013,2022,Humboldt,4257605.34765625,8262.98965898665
445,M 42N 01W 10,2017,2017,Siskiyou,5321480.015625,9246.3001619722
446,H 12N 03E 05,2013,2014,Humboldt,4166129.75,8181.7989113213
447,H 12N 04E 02,2019,2019,Del Norte,4413499.171875,8408.65884742107
448,H 12N 05E 02,1989,1989,Siskiyou,3840245.16796875,7865.87506431223
449,H 12N 05E 01,2012,2013,Siskiyou,3863305.578125,8016.18637577474
450,H 12N 06E 06,2012,2012,Siskiyou,3401339.76953125,7474.07323690562
451,H 12N 06E 05,2013,2013,Siskiyou,3571097.4921875,7617.73691170078
452,H 12N 07E 06,2020,2021,Siskiyou,4461929.15234375,8682.85360341823
453,H 12N 01E 09,2020,2020,Humboldt,2759952,7161.77131962203
454,H 12N 07E 05,2021,2021,Siskiyou,3480286.421875,7549.82984974405
455,H 12N 02E 09,2013,2021,Humboldt,4710009.30859375,8679.65456470075
456,H 12N 02E 08,2014,2020,Humboldt,4351841.046875,8422.85955811648
457,H 12N 01E 11,2013,2021,Humboldt,4772835.28125,8772.45996880168
458,H 12N 02E 10,2016,2021,Humboldt,4954744.35546875,8907.316540617
459,H 12N 02E 07,2016,2021,Humboldt,3677139.36328125,7741.51442849177
460,H 12N 01E 12,2015,2020,Humboldt,4482282.828125,8491.24305098623
461,H 12N 02E 12,2014,2017,Humboldt,4596885.83984375,8574.45327249556
462,H 12N 03E 07,2014,2016,Humboldt,4536733.99609375,8525.1895270179
463,H 12N 05E 12,2012,2013,Siskiyou,5031581.73828125,9027.92605291598
464,H 12N 06E 07,2006,2012,Siskiyou,4669569.21875,8675.10454185022
465,H 12N 05E 11,2005,2005,Siskiyou,4517725.83203125,8503.93351608773
466,H 12N 06E 08,2012,2012,Siskiyou,4751879.5234375,8720.81521553345
467,H 12N 06E 09,2021,2021,Siskiyou,4620327.1796875,8615.9856394628
468,M 42N 01W 14,2010,2010,Siskiyou,4413540.328125,8413.55143792695
469,H 12N 06E 11,2020,2020,Siskiyou,4712920.65234375,8684.32828685482
470,H 12N 07E 07,2020,2021,Siskiyou,5740597.8671875,9635.47258219901
471,H 12N 07E 08,2020,2021,Siskiyou,4608567.2734375,8587.16841382721
472,H 12N 01E 16,1995,1995,Humboldt,2744778.859375,6874.4765282714
473,H 12N 01E 15,2001,2001,Humboldt,4645761.578125,8650.82513774955
474,H 12N 02E 17,2014,2019,Humboldt,4381743.6484375,8448.02712609708
475,H 12N 02E 16,2013,2021,Humboldt,4685586.76171875,8660.13072749296
476,H 12N 02E 18,2004,2018,Humboldt,3856910.28125,7908.73248157035
477,M 42N 03W 20,2005,2005,Siskiyou,4498474.06640625,8483.89284631719
478,H 12N 02E 15,2015,2021,Humboldt,4825614.59765625,8793.50294542107
479,H 12N 01E 14,1995,1995,Humboldt,4807093.97265625,8750.78250881513
480,H 12N 01E 13,2013,2013,Humboldt,4365153.84765625,8380.6215303066
481,H 12N 02E 14,2014,2014,Humboldt,4585256.38671875,8572.19095857647
482,H 12N 02E 13,2013,2021,Humboldt,4697852.015625,8677.09798215591
483,H 12N 05E 13,2012,2012,Siskiyou,5047034.5078125,9038.51053430412
484,H 12N 06E 17,2012,2012,Siskiyou,4788342.8984375,8756.30751698645
485,H 12N 06E 16,2020,2020,Siskiyou,4527295.28125,8517.38978154701
486,H 12N 07E 18,2020,2021,Siskiyou,5655791.390625,9578.67628806503
487,H 12N 06E 13,2020,2020,Siskiyou,4554532.89453125,8536.8858049102
488,H 12N 02E 20,2012,2021,Humboldt,4352332.390625,8409.9148809341
489,H 12N 02E 21,2013,2021,Humboldt,4673460.86328125,8649.08944029164
490,H 12N 02E 19,2013,2019,Humboldt,3896827.14453125,7929.00038614389
491,H 12N 02E 22,2016,2020,Humboldt,4796380.5546875,8764.07103226334
492,H 12N 01E 23,1995,1995,Humboldt,4791850.17578125,8765.39398004215
493,H 12N 02E 23,2022,2022,Humboldt,4495055.8046875,8486.15700321451
494,H 12N 03E 19,2013,2013,Humboldt,4898757.8515625,8906.53210645005
495,H 12N 02E 24,2013,2022,Humboldt,4600383.9609375,8578.41565339227
496,H 12N 06E 19,2016,2016,Siskiyou,4828490.22265625,8832.82374399153
497,H 12N 06E 22,2021,2021,Siskiyou,4669802.5625,8643.39094566141
498,H 12N 01E 27,1995,1995,Humboldt,4844682.1796875,8856.1122423661
499,H 12N 02E 29,2015,2018,Humboldt,4234373.41796875,8274.30989773263
500,H 12N 02E 28,2016,2018,Humboldt,4654652.1015625,8631.41153586019
501,H 12N 02E 30,2014,2019,Humboldt,4033309.40234375,8061.65608045767
502,H 12N 02E 27,2013,2022,Humboldt,4728923.265625,8700.65673535747
503,H 12N 02E 26,2021,2021,Humboldt,4452189.28125,8445.59836774831
504,H 12N 03E 30,2012,2012,Humboldt,4553612.05078125,8601.22928461417
505,H 12N 03E 29,2013,2013,Humboldt,4572012.42578125,8582.34304622206
506,H 12N 01E 25,1995,1995,Humboldt,4437512.13671875,8451.46170918652
507,H 12N 02E 25,2013,2021,Humboldt,4673296.0390625,8651.31291121444
508,H 12N 05E 30,1992,1992,Del Norte,4805404.42578125,8887.89630339944
509,H 12N 06E 30,2012,2016,Siskiyou,4648094.7109375,8677.68679163994
510,M 42N 08E 28,2015,2015,Modoc,4619611.34765625,8598.75220370575
511,H 12N 01E 34,1991,1991,Humboldt,4798140.34375,8831.1124325141
512,H 12N 02E 32,2002,2020,Humboldt,4584969.8203125,8597.88627768557
513,H 12N 02E 33,2013,2013,Humboldt,5021514.98828125,8987.47833173013
514,H 12N 02E 31,2013,2020,Humboldt,4288184.09765625,8252.14892166282
515,H 12N 02E 34,2014,2018,Humboldt,4899534.91015625,8869.32479209409
516,H 12N 03E 33,2021,2022,Humboldt,5594034.0859375,9552.59783062402
517,H 12N 02E 35,2013,2020,Humboldt,4685815.01953125,8663.83059480978
518,H 12N 03E 31,2021,2021,Humboldt,4934887.4765625,8921.46654140462
519,M 41N 01W 04,2017,2017,Siskiyou,4760917.04296875,8730.7513642197
520,H 12N 03E 34,2021,2021,Humboldt,6041115.54296875,9906.57518163545
521,H 12N 01E 36,2002,2002,Humboldt,4480449.15234375,8477.25227077804
522,H 12N 02E 36,2012,2022,Humboldt,4622535.3203125,8606.13972317502
523,H 12N 05E 36,2018,2018,Siskiyou,5138412.79296875,9109.40981049838
524,H 12N 06E 32,2013,2013,Siskiyou,3935188.03125,7950.43607835075
525,H 11N 01E 03,1991,2000,Humboldt,4161992.45703125,8102.1238439095
526,H 11N 02E 05,2016,2016,Humboldt,4500990.57421875,8486.58365099544
527,H 11N 02E 04,2013,2018,Humboldt,4451216.68359375,8449.43445979243
528,H 11N 02E 03,2014,2022,Humboldt,4384313.421875,8396.55707348202
529,H 11N 01E 02,1995,2002,Humboldt,3903769.171875,8061.7715282152
530,H 11N 02E 02,2014,2021,Humboldt,4223431.0390625,8262.05337353831
531,M 41N 01W 10,2003,2016,Siskiyou,4497579.10546875,8484.80450732911
532,H 11N 05E 06,2007,2007,Humboldt,5031080.53125,9089.31601928416
533,H 11N 01E 01,2001,2001,Humboldt,4108788.0390625,8173.60110803186
534,H 11N 02E 01,2014,2022,Humboldt,4659497.9296875,8632.94402226187
535,H 11N 03E 06,2021,2022,Humboldt,4527907.4140625,8513.10532990111
536,H 11N 05E 01,2016,2018,Humboldt,5702689.6328125,9560.15636740272
537,H 11N 06E 06,2012,2018,Siskiyou,5225694.54296875,9177.12311678727
538,H 11N 05E 03,2007,2007,Humboldt,5390856.80078125,9376.31763161667
539,H 11N 03E 04,2022,2022,Humboldt,4793527.4921875,8761.85660387731
540,H 11N 03E 03,2021,2022,Humboldt,4791133.15625,8763.74463004584
541,M 41N 11W 23,2005,2005,Siskiyou,4677632.859375,8651.74380264906
542,H 11N 03E 01,2022,2022,Humboldt,4844602.91796875,8804.65009613132
543,H 11N 02E 08,2021,2021,Humboldt,4671261.6015625,8656.09363311425
544,H 11N 02E 09,2013,2021,Humboldt,4617902.08203125,8603.85408046393
545,H 11N 02E 10,2014,2022,Humboldt,4889177.05859375,8845.6108713247
546,H 11N 02E 11,2014,2021,Humboldt,4084478.4375,8124.59086822963
547,H 11N 04E 07,2006,2006,Humboldt,4477518.125,8464.33055466648
548,H 11N 02E 12,2021,2021,Humboldt,4688883.91796875,8665.27281995282
549,H 11N 03E 08,2004,2019,Humboldt,4792379.9453125,8787.35055829264
550,H 11N 05E 12,2008,2015,Humboldt,4923455.89453125,8915.97573904273
551,H 11N 06E 07,1986,2021,Humboldt,4673863.90625,8649.40715868481
552,H 11N 06E 08,2012,2016,Humboldt,4929109.359375,8886.8384753257
553,H 11N 03E 11,2021,2021,Humboldt,4606882.6640625,8589.72850294597
554,H 11N 01E 13,1993,1993,Humboldt,4460753.6953125,8430.56731550484
555,H 11N 02E 17,2001,2021,Humboldt,4690412.34375,8661.52561425781
556,H 11N 02E 16,2016,2020,Humboldt,4613487.27734375,8614.45233739175
557,H 11N 02E 15,2014,2021,Humboldt,4773584.734375,8743.73376020353
558,H 11N 02E 14,2013,2022,Humboldt,4142409.1953125,8183.84855079184
559,H 11N 02E 13,2021,2021,Humboldt,4724996.79296875,8696.92537846379
560,H 11N 03E 17,2012,2022,Humboldt,4902207.63671875,8867.3131979156
561,H 11N 03E 18,2012,2021,Humboldt,4506234.0546875,8499.35289530014
562,M 41N 12W 35,2014,2018,Siskiyou,4741679.625,8712.64005873505
563,H 11N 05E 13,1983,2021,Humboldt,4910774.92578125,8905.99879219835
564,H 11N 06E 18,2008,2020,Humboldt,4610345.44140625,8589.14221163417
565,H 11N 06E 15,1986,1989,Siskiyou,4875729.45703125,8848.40411729718
566,H 11N 06E 17,2009,2021,Humboldt,4653520.16796875,8628.16294341881
567,H 11N 03E 15,2021,2021,Humboldt,4643459.0546875,8632.74579866363
568,H 11N 03E 14,2022,2022,Humboldt,4609024.6640625,8591.05931172903
569,M 41N 05W 27,2014,2014,Siskiyou,4554639.3125,8537.07495976572
570,H 11N 01E 21,1993,1993,Humboldt,4514158.90625,8503.92323015015
571,H 11N 01E 23,1993,2003,Humboldt,4497587.1875,8491.94137823917
572,H 11N 01E 24,1993,2001,Humboldt,4608734.44140625,8596.54328877118
573,H 11N 02E 19,2002,2002,Humboldt,4793857.00390625,8762.5717397608
574,H 11N 02E 22,2013,2022,Humboldt,4986206.4921875,8930.18175251444
575,H 11N 02E 21,2013,2021,Humboldt,4606039.55078125,8667.3089527903
576,H 11N 04E 19,2021,2021,Humboldt,4331766.7421875,8346.67245964682
577,M 41N 01W 30,2008,2013,Siskiyou,4469479.3125,8460.82034132587
578,H 11N 02E 23,2014,2022,Humboldt,4157183.3828125,8191.31191533755
579,H 11N 04E 20,2014,2014,Humboldt,5191112.640625,9100.87990181867
580,M 41N 01W 29,2012,2012,Siskiyou,4550296.390625,8532.72453501449
581,H 11N 03E 19,2012,2022,Humboldt,4638641.2578125,8630.82222059993
582,H 11N 03E 20,2014,2020,Humboldt,4820622.41796875,8792.70407467237
583,H 11N 02E 24,2019,2021,Humboldt,4624043.8125,8605.9067197762
584,M 40N 12W 12,2015,2015,Siskiyou,4677492.4375,8651.18305008528
585,H 11N 05E 24,1983,2021,Humboldt,5243559.50390625,9182.40981077314
586,H 11N 06E 19,2017,2019,Humboldt,5149580.234375,9105.69388395899
587,H 11N 03E 21,2001,2022,Humboldt,4740351.8515625,8708.99640704996
588,H 11N 06E 20,2014,2014,Humboldt,5038787.921875,9007.28268509584
589,H 11N 07E 20,1991,1991,Siskiyou,4576925.74609375,8559.51062758587
590,H 11N 03E 24,2003,2003,Humboldt,4620815.90625,8602.62545415494
591,M 40N 09W 04,2012,2012,Siskiyou,4280842.7109375,8285.47209748427
592,H 11N 01E 28,1998,1998,Humboldt,4727200.2890625,8700.26450725225
593,M 40N 09W 01,1993,1993,Siskiyou,4589932.62109375,8576.84967308749
594,H 11N 01E 27,1993,2001,Humboldt,4490728.1875,8596.41621888527
595,H 11N 01E 26,1993,2015,Humboldt,4470432.421875,8493.26723105275
596,H 11N 01E 25,1993,2014,Humboldt,4452637.890625,8451.3323200281
597,M 41N 01W 31,2008,2008,Siskiyou,4801327.76171875,8765.39611588791
598,H 11N 02E 30,2002,2002,Humboldt,4812258.80859375,8777.22207693181
599,H 11N 04E 30,2006,2006,Humboldt,3902119.3828125,7932.95915306896
600,H 11N 02E 27,2013,2021,Humboldt,5034542.640625,8976.16048902351
601,H 11N 02E 28,2014,2021,Humboldt,4719769.921875,8719.79262546771
602,M 41N 01W 32,2008,2014,Siskiyou,4770818.6015625,8738.32508330071
603,M 41N 01W 33,2004,2004,Siskiyou,4703279.171875,8678.11290367005
604,H 11N 02E 26,2014,2021,Humboldt,4276194.84375,8290.6387789573
605,M 41N 01W 36,2010,2010,Siskiyou,4556695.91015625,8539.06869187776
606,H 11N 04E 28,2007,2007,Humboldt,4484855.23046875,8473.10994235407
607,H 11N 04E 27,2007,2007,Humboldt,4428407.46875,8419.6148036548
608,H 11N 02E 25,2013,2021,Humboldt,4550278.9296875,8538.04908034913
609,H 11N 03E 30,2019,2021,Humboldt,4462214.24609375,8469.44673925434
610,H 11N 03E 29,2019,2021,Humboldt,4647084.07421875,8649.88646933324
611,H 11N 04E 25,2007,2021,Humboldt,3635903.01171875,7670.49667151579
612,H 11N 03E 28,2000,2022,Humboldt,4739239.40625,8712.03390834238
613,H 11N 03E 27,2021,2021,Humboldt,4682035.9140625,8683.41593063558
614,H 11N 05E 25,1983,1983,Humboldt,4870120.86328125,8830.3119279898
615,H 11N 06E 30,1998,2007,Humboldt,4576392.1015625,8553.73332872252
616,M 41N 15E 29,1994,1994,Modoc,4633634.375,8610.62079665229
617,H 11N 01E 35,1992,2002,Humboldt,4588209.90234375,8517.67769256055
618,H 11N 01E 36,1993,2001,Humboldt,4350564.3359375,8337.36151172148
619,M 40N 02W 03,2020,2020,Siskiyou,4461065.0625,8448.67431011999
620,H 11N 02E 33,2015,2019,Humboldt,2692342.6328125,6784.80439339394
621,H 11N 02E 35,2017,2017,Humboldt,2925441.9765625,6942.57256964828
622,H 11N 03E 31,2021,2022,Humboldt,3227257.52734375,7288.97258725826
623,H 11N 02E 36,2020,2021,Humboldt,2873697.06640625,6918.36820033985
624,H 11N 05E 32,2007,2007,Humboldt,4186577.55078125,8189.53980090526
625,H 11N 05E 33,2009,2011,Humboldt,4534189.5,8523.20152928858
626,H 11N 03E 33,2022,2022,Humboldt,3034929.40625,7128.02359144104
627,H 11N 05E 34,2010,2012,Humboldt,4312753.65625,8309.84610609229
628,H 11N 06E 31,2000,2000,Humboldt,4566826.08984375,8565.86530817595
629,H 10N 02E 03,2019,2021,Humboldt,4692365.60546875,8664.9585804811
630,H 10N 02E 04,2020,2021,Humboldt,4332528.125,8350.08036041648
631,H 10N 02E 02,2014,2020,Humboldt,4294464.38671875,8300.94332055543
632,H 10N 02E 01,2013,2022,Humboldt,4485605.78515625,8493.76388231878
633,H 10N 03E 06,2018,2021,Humboldt,4473779.453125,8501.37425537232
634,H 10N 02E 06,1997,2002,Humboldt,4096395.859375,8323.55855068571
635,H 10N 01E 02,1993,1999,Humboldt,4499045.78125,8540.68559522066
636,H 10N 03E 05,2021,2021,Humboldt,4394892.203125,8390.46477787899
637,M 40N 03W 12,2017,2017,Siskiyou,4469853.17578125,8459.47571669432
638,H 10N 01E 01,1993,2002,Humboldt,4123212.7109375,8132.55402529048
639,M 40N 01E 08,2015,2015,Siskiyou,4650724.58984375,8629.98097299208
640,M 40N 01E 09,2010,2020,Siskiyou,4641104.67578125,8620.29642697021
641,H 10N 05E 04,2009,2009,Humboldt,4579411.8671875,8560.85786052958
642,H 10N 05E 03,2011,2012,Humboldt,4440993.26953125,8428.09345118267
643,H 10N 06E 05,2010,2010,Humboldt,4600408.2421875,8552.11168547369
644,H 10N 06E 06,1991,2014,Humboldt,4167471.734375,8199.00785829551
645,M 40N 05W 14,2018,2018,Siskiyou,4420869.8046875,8412.94439310322
646,H 10N 02E 09,2013,2019,Humboldt,4769812.72265625,8735.73017808355
647,H 10N 02E 08,2014,2021,Humboldt,4551694.8046875,8547.91826790054
648,H 10N 02E 07,2002,2022,Humboldt,4540405.6328125,8858.09019822708
649,H 10N 02E 10,2014,2020,Humboldt,4842572.6171875,8802.95327864824
650,M 40N 04W 15,2014,2016,Siskiyou,4555982.83203125,8538.63576249145
651,H 10N 02E 11,2014,2014,Humboldt,4489956.69140625,8498.97882936535
652,H 10N 02E 12,2019,2021,Humboldt,4058015.91796875,8118.30901845634
653,H 10N 01E 10,1997,2001,Humboldt,4358342.98828125,8380.84721680162
654,H 10N 03E 07,2018,2021,Humboldt,4629595.86328125,8628.2948006752
655,H 10N 03E 08,2013,2021,Humboldt,4547951.171875,8539.60142413674
656,H 10N 01E 11,1993,2002,Humboldt,4574077.25,8537.04550639048
657,H 10N 03E 09,2018,2018,Humboldt,4673554.1484375,8649.1904137544
658,H 10N 03E 10,2019,2021,Humboldt,4911537.109375,8866.87249441739
659,H 10N 01E 12,1993,2002,Humboldt,4361081.48046875,8374.69340036569
660,M 40N 01E 18,2009,2010,Siskiyou,3591729.7890625,7683.80981568471
661,M 40N 01E 17,2000,2020,Siskiyou,4678865.0625,8655.60690536817
662,H 10N 04E 09,2011,2011,Humboldt,4840206.92578125,8802.17087117199
663,H 10N 04E 10,2007,2011,Humboldt,4317097.14453125,8343.78832808537
664,M 40N 01E 16,2000,2019,Siskiyou,4584408.76953125,8565.04536834571
665,H 10N 05E 11,1991,1992,Humboldt,5100787.73046875,9076.77252747292
666,H 10N 05E 12,1991,2019,Humboldt,4860868.40234375,8820.63238502862
667,M 40N 01E 15,2004,2017,Siskiyou,4530368.9609375,8514.38484636428
668,H 10N 06E 07,1991,2020,Humboldt,4673085.9375,8647.81726283441
669,H 10N 06E 08,1991,2021,Humboldt,4710655.30078125,8682.08598861687
670,H 10N 06E 09,1991,1991,Humboldt,4611632.6875,8591.20600194059
671,M 40N 05W 24,2019,2019,Siskiyou,4435566.828125,8427.38069583086
672,H 10N 02E 17,2018,2021,Humboldt,4381858.29296875,8389.612230814
673,H 10N 02E 16,2018,2021,Humboldt,4966492.52734375,8923.09418989774
674,H 10N 02E 18,1993,2020,Humboldt,4260010.24609375,8641.87953062624
675,M 40N 04W 23,2017,2017,Siskiyou,4545014.140625,8528.78318448292
676,H 10N 02E 15,2007,2020,Humboldt,4865332.42578125,8827.79692534544
677,H 10N 02E 14,2007,2021,Humboldt,4684974.09375,8661.97239778183
678,H 10N 01E 16,2001,2001,Humboldt,4440421.4765625,8438.85281006616
679,H 10N 02E 13,2004,2019,Humboldt,3892283.1015625,7937.6256946637
680,M 40N 03W 24,2020,2021,Siskiyou,4337461.18359375,8332.04743735923
681,H 10N 03E 16,2015,2022,Humboldt,4751125.89453125,8723.73465763248
682,H 10N 01E 13,1995,1995,Humboldt,4646651.21484375,8653.56088022147
683,H 10N 03E 15,2013,2021,Humboldt,5126552.5859375,8948.94543351354
684,H 10N 03E 14,2012,2021,Humboldt,4783228.63671875,8774.11313290042
685,M 40N 01E 19,2004,2004,Siskiyou,3474845.734375,7529.55900488877
686,M 40N 01E 20,1997,2018,Siskiyou,4486031.125,8472.34107287475
687,M 40N 07W 33,2010,2010,Trinity,4657090.953125,8613.71967423749
688,H 10N 05E 13,1991,2021,Humboldt,4686604.546875,8670.92892437656
689,H 10N 06E 18,2014,2019,Humboldt,4458776.16015625,8450.55236287568
690,H 10N 05E 16,1996,2012,Humboldt,4478900.12890625,8464.91409433843
691,H 10N 06E 17,1991,1992,Humboldt,4558189.84375,8543.12690071275
692,H 10N 02E 19,1993,1993,Humboldt,4413237.828125,8909.19067837046
693,H 10N 02E 20,2020,2021,Humboldt,4706803.390625,8683.94796872996
694,H 10N 02E 21,2015,2021,Humboldt,4684193.328125,8678.11671243672
695,H 10N 02E 22,2015,2022,Humboldt,4935609.609375,8903.45017326406
696,H 10N 02E 23,2016,2018,Humboldt,4684757.73046875,8668.63221634899
