station(long),datevalue,latitude(double precision),longitude(double precision),elevation(double precision),namevalue,tempvalue(double precision),tempattributes(long),dewp(double precision),dewpattributes(long),slp(double precision),slpattributes(long),stp(double precision),stpattributes(long),visib(double precision),visibattributes(long),wdsp(double precision),wdspattributes(long),mxspd(double precision),gust(double precision),maxvalue(double precision),maxattributes,minvalue(double precision),minattributes,prcp(double precision),prcpattributes,sndp(double precision),frshtt(long)
72565003017,2018-04-21,48.32261113337508,-104.6575,858.9512588164903,"DENVER INTERNATIONAL AIRPORT, CO US",34.8,24,32.6,24,1301.538467583302,15,834.9,24,4.6,24,9.0,24,21.0,28.0,39.0,*,32.0,*,0.32,G,999.9,11000
72565003017,2018-04-22,39.8328,-104.6575,1004.7588812804564,"DENVER INTERNATIONAL AIRPORT, CO US",43.1,24,33.0,24,1020.7,24,836.4,24,9.6,14,6.1,23,9.9,19.0,64.9,,30.9,,0.15,G,1.2,110000
72565003017,2018-04-23,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.9,24,36.3,24,1015.1,24,834.1,24,9.7,24,5.6,24,9.9,999.9,73.0,,30.9,,0.0,G,999.9,0
72565003017,2018-04-24,38.49014950667744,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",41.2,29,32.6,24,1370.1847984830165,14,840.5,24,8.3,26,12.4,24,28.0,47.0,70.0,*,32.0,*,0.07,G,999.9,11010
72565003017,2018-04-25,57.170149122822345,-104.6575,1474.462098588211,"DENVER INTERNATIONAL AIRPORT, CO US",42.9,24,26.2,24,1026.4,24,841.3,24,10.0,24,4.3,24,9.9,999.9,66.0,,30.9,,0.03,G,999.9,0
72565003017,2018-04-26,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.8,24,26.1,24,1017.2,24,836.0,24,10.0,24,13.6,24,21.0,29.9,66.0,,30.9,,0.0,G,999.9,0
81846825024,2018-04-27,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.9,16,25.4,24,922.3132467346784,24,836.9,24,10.0,27,8.0,24,12.0,15.0,73.0,,34.0,,0.0,G,999.9,0
72565003017,2018-04-28,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.5,24,29.0,24,1011.1,24,832.2,24,10.0,18,9.6,23,22.9,34.0,80.1,,34.0,,0.0,G,999.9,0
72565003017,2018-04-29,41.53607601192302,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",66.5,24,31.5,24,1002.3,24,826.2,22,10.0,24,13.5,24,22.9,31.1,82.9,,42.1,,0.0,G,999.9,0
72565003017,2018-04-30,39.06375354219721,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",61.7,24,28.8,24,998.3,24,822.8,24,10.0,24,8.4,24,33.0,45.1,82.9,,46.0,,0.0,G,999.9,0
72565003017,2018-05-01,39.8328,-104.6575,2323.9008306583955,"DENVER INTERNATIONAL AIRPORT, CO US",54.7,24,40.2,24,1003.2,19,825.4,12,10.0,24,10.0,24,22.0,36.9,73.0,,46.0,,0.0,G,999.9,10010
72565003017,2018-05-02,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",46.9,24,40.5,24,940.4581770735326,18,829.7,24,8.9,24,8.8,24,21.0,28.9,69.1,,39.9,,0.0,G,999.9,10010
72565003017,2018-05-03,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",43.9,24,41.2,34,1011.3,16,830.1,24,5.7,17,13.0,24,24.1,31.1,52.0,,39.9,,0.64,G,999.9,10010
72565003017,2018-05-04,39.8328,-104.6575,2283.0683062268004,"DENVER INTERNATIONAL AIRPORT, CO US",50.7,24,36.8,24,1022.4,24,839.5,24,10.0,24,7.9,24,12.0,999.9,69.1,,39.9,,0.3,G,999.9,0
72565003017,2018-05-05,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",59.7,24,32.8,26,1134.8881182225414,24,839.1,24,10.0,24,9.2,24,15.9,19.0,75.0,,41.0,,0.0,G,999.9,0
38018350749,2018-05-06,39.8328,-104.6575,1058.452810959667,"DENVER INTERNATIONAL AIRPORT, CO US",63.0,24,38.1,24,1018.0,24,838.7,24,10.0,24,6.8,24,13.0,15.0,80.1,,46.9,,0.0,G,999.9,0
72565003017,2018-05-07,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",64.9,24,37.2,30,1014.9,24,836.5,24,10.0,24,7.8,24,15.9,19.0,80.1,,46.9,,0.0,G,999.9,0
72565003017,2018-05-08,39.8328,-104.6575,1761.747539950385,"DENVER INTERNATIONAL AIRPORT, CO US",65.7,24,35.8,25,1012.1,24,834.5,24,10.0,24,6.2,24,12.0,21.0,80.1,,48.9,,0.0,G,999.9,0
72565003017,2018-05-09,24.64189375922302,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",62.7,15,38.9,27,1012.3,24,834.0,24,10.0,24,6.2,24,11.1,999.9,80.1,,46.0,,0.0,G,999.9,0
91198930669,2018-05-10,39.8328,-131.05668384914122,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.5,24,39.0,24,1006.4,24,829.7,15,10.0,31,7.9,24,15.9,26.0,90.0,,46.0,,0.0,G,999.9,0
75310707084,2018-05-11,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",62.3,24,46.2,29,1002.5,24,826.3,24,9.6,24,10.4,24,22.9,33.0,90.0,,44.1,,0.0,G,999.9,0
72565003017,2018-05-12,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",54.8,24,50.4,24,1074.8204703094914,17,829.6,26,4.6,24,10.9,24,20.0,28.0,80.1,,44.1,,0.01,G,999.9,100000
75876755773,2018-05-13,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.0,22,49.1,24,569.5633687111081,16,832.3,24,5.7,24,9.3,24,15.9,999.9,66.0,,48.9,,0.0,G,999.9,100000
37077502543,2018-05-14,39.8328,-104.6575,1902.3270541865168,"DENVER INTERNATIONAL AIRPORT, CO US",55.2,24,48.3,24,1013.0,13,833.8,24,7.2,24,6.6,24,15.0,20.0,64.0,*,48.2,*,0.66,G,999.9,111110
72565003017,2018-05-15,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.6,24,43.4,24,1015.4,24,835.6,23,10.0,24,5.8,24,17.1,29.9,77.0,,45.0,,0.03,G,999.9,10000
72565003017,2018-05-16,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",64.4,24,39.3,28,1011.6,24,833.5,24,10.0,24,7.9,17,17.1,999.9,81.0,,45.0,,0.0,G,999.9,0
72565003017,2018-05-17,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.0,32,42.6,24,672.6909032654598,24,829.3,24,10.0,24,9.0,24,15.0,18.1,86.0,,51.1,,0.0,G,999.9,0
72565003017,2018-05-18,39.8328,-104.6575,901.9680959860736,"DENVER INTERNATIONAL AIRPORT, CO US",61.7,31,44.5,26,1005.0,21,828.8,24,9.3,24,10.2,24,22.9,33.0,86.0,,51.1,,0.0,G,999.9,0
72565003017,2018-05-19,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.5,24,45.1,22,1101.7786698328748,13,833.5,24,9.6,24,10.7,24,18.1,25.1,69.1,,44.1,,0.03,G,999.9,10000
61400520796,2018-05-20,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",46.2,13,40.3,24,1020.5,16,838.3,24,8.1,21,7.1,24,13.0,999.9,57.9,,39.9,,0.1,G,999.9,100000
72565003017,2018-05-21,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",56.7,24,42.7,24,1323.4839483558867,19,833.3,24,7.9,24,6.1,24,17.1,21.0,79.0,,39.9,,0.0,G,999.9,100000
72565003017,2018-05-22,35.50655172362482,-104.6575,2407.297235511716,"DENVER INTERNATIONAL AIRPORT, CO US",63.6,24,42.6,24,1008.1,24,830.6,24,10.0,24,8.2,24,22.0,33.0,81.0,,42.1,,0.0,G,999.9,0
106668147902,2018-05-23,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",64.9,24,45.2,24,689.9158931104095,24,831.4,24,10.0,24,7.6,35,22.9,29.9,81.0,,46.9,,0.0,G,999.9,10010
89781646633,2018-05-24,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",68.2,24,42.0,24,1011.0,24,833.7,24,10.0,14,6.3,24,14.0,32.1,86.0,,46.9,,0.0,G,999.9,0
72565003017,2018-05-25,42.37993260744667,-152.67012632977298,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.0,24,37.4,24,1436.5407796851423,24,834.4,24,10.0,24,7.6,24,15.0,22.9,91.0,,52.0,,0.0,G,999.9,0
72565003017,2018-05-26,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",74.1,24,37.5,24,1005.6,24,830.3,24,10.0,24,9.4,24,24.1,29.9,93.9,,54.0,,0.0,G,999.9,0
72565003017,2018-05-27,39.8328,-104.6575,2225.506458599809,"DENVER INTERNATIONAL AIRPORT, CO US",74.3,14,33.2,24,1002.1,23,827.6,21,10.0,24,10.7,24,18.1,35.9,93.9,,55.0,,0.0,G,999.9,10010
72565003017,2018-05-28,39.8328,-107.13637163562886,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",62.5,24,48.8,24,1008.9,18,831.6,24,10.0,24,10.9,24,29.9,38.1,87.1,,51.1,,0.0,G,999.9,10110
72565003017,2018-05-29,39.8328,-96.404531938657,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",62.2,24,43.4,18,583.8695004200221,22,830.3,24,10.0,24,8.9,24,15.9,25.1,78.1,,46.0,,0.09,G,999.9,0
72565003017,2018-05-30,39.8328,-104.6575,1489.3677159473066,"DENVER INTERNATIONAL AIRPORT, CO US",65.5,24,42.4,24,499.10734678206535,24,829.9,30,10.0,22,7.6,24,11.1,20.0,84.0,,46.0,,0.0,G,999.9,0
72565003017,2018-05-31,56.54773980385483,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",69.5,24,40.8,24,1005.3,24,829.3,24,9.9,24,10.3,24,28.9,45.1,91.9,,48.0,,0.0,G,999.9,10010
72565003017,2018-06-01,39.8328,-104.6575,1264.1579142788291,"DENVER INTERNATIONAL AIRPORT, CO US",76.3,24,30.7,24,1001.5,24,827.2,24,10.0,24,11.0,24,25.1,35.0,91.9,,50.0,,0.0,G,999.9,0
72565003017,2018-06-02,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",64.9,35,30.0,24,1015.0,24,837.2,25,10.0,24,8.3,24,17.1,25.1,91.9,,44.1,,0.0,G,999.9,0
73489659562,2018-06-03,46.44488018057877,-104.6575,1652.9875433424263,"DENVER INTERNATIONAL AIRPORT, CO US",64.2,24,35.9,24,1018.0,24,838.9,24,10.0,35,7.5,24,13.0,999.9,79.0,,44.1,,0.0,G,999.9,0
72565003017,2018-06-04,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",72.1,24,37.8,31,1010.5,24,833.7,24,10.0,24,5.8,24,15.9,25.1,93.0,,48.0,,0.0,G,999.9,0
72565003017,2018-06-05,39.8328,-138.23650693865693,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",78.7,24,32.7,24,1006.4,24,831.6,24,10.0,24,9.9,24,15.9,22.0,95.0,,57.0,,0.0,G,999.9,0
72565003017,2018-06-06,39.8328,-104.6575,1183.6324821044134,"DENVER INTERNATIONAL AIRPORT, CO US",77.5,24,36.7,24,1216.5824159536935,24,831.0,24,10.0,24,7.4,24,26.0,47.0,95.0,,60.1,,0.0,G,999.9,0
72565003017,2018-06-07,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.5,24,39.3,24,1007.1,21,831.9,23,10.0,31,12.8,24,27.0,42.9,95.0,,57.9,,0.0,G,999.9,10010
72565003017,2018-06-08,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",78.1,31,34.9,24,1008.0,24,832.8,24,10.0,24,10.5,24,19.0,27.0,96.1,,57.0,,0.0,G,999.9,0
72565003017,2018-06-09,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.1,24,38.9,24,1008.2,24,832.8,26,10.0,24,8.2,24,15.9,17.1,96.1,,57.0,,0.0,G,999.9,0
72565003017,2018-06-10,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",79.4,24,30.1,22,1000.4,24,826.9,24,9.9,24,9.2,18,19.0,25.1,97.0,,61.0,,0.0,G,999.9,0
72565003017,2018-06-11,28.07694636345606,-104.6575,933.8012233650174,"DENVER INTERNATIONAL AIRPORT, CO US",71.7,24,28.0,16,1004.0,24,829.2,24,9.8,24,8.9,14,17.1,24.1,97.0,,51.1,,0.0,G,999.9,0
71235174225,2018-06-12,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",69.5,24,37.6,24,1011.1,24,834.1,24,10.0,24,9.6,24,20.0,999.9,87.1,,51.1,,0.0,G,999.9,0
72565003017,2018-06-13,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.1,24,47.6,24,1010.0,24,833.9,24,10.0,24,7.9,19,21.0,29.9,93.9,,55.9,,0.0,G,999.9,0
83761264838,2018-06-14,50.67676850213874,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",82.1,24,36.1,25,1003.3,24,829.6,24,10.0,23,13.3,24,22.0,33.0,97.0,,57.0,,0.0,G,999.9,0
72565003017,2018-06-15,39.8328,-104.50784849224397,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",78.1,24,39.2,24,1001.9,24,828.1,24,10.0,25,8.5,24,19.0,33.0,97.0,,61.0,,0.0,G,999.9,10010
72565003017,2018-06-16,39.8328,-104.6575,1584.609034935243,"DENVER INTERNATIONAL AIRPORT, CO US",73.6,24,49.0,24,1000.1,23,826.0,24,10.0,25,7.8,24,20.0,35.0,95.0,,57.9,,0.01,G,999.9,10010
95610000126,2018-06-17,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",66.7,24,55.3,24,1004.9,24,828.8,24,9.7,13,8.8,35,17.1,27.0,87.1,,57.9,,0.02,G,999.9,10000
72565003017,2018-06-18,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",61.6,24,55.6,24,1011.5,15,833.9,24,5.9,24,7.6,23,18.1,26.0,82.0,,54.0,,0.27,G,999.9,110000
72565003017,2018-06-19,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.0,24,54.7,24,1010.9,19,833.6,23,9.9,24,13.5,24,22.9,33.0,82.0,,54.0,,0.02,G,999.9,10010
72565003017,2018-06-20,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.0,24,50.3,24,1014.6,20,836.1,24,9.7,24,9.5,24,25.1,34.0,79.0,,52.0,,0.0,G,999.9,10010
72565003017,2018-06-21,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.0,24,47.1,24,1015.1,24,836.9,31,10.0,24,7.5,27,15.9,22.9,86.0,,50.0,,0.0,G,999.9,0
72565003017,2018-06-22,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.9,20,45.7,24,1009.0,20,832.3,24,10.0,24,9.5,24,22.0,39.0,90.0,,50.0,,0.0,G,999.9,10010
72565003017,2018-06-23,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.2,24,43.0,24,1329.0647795831198,24,830.6,24,10.0,24,6.3,24,13.0,22.0,90.0,,51.1,,0.0,G,999.9,0
72565003017,2018-06-24,39.8328,-141.1717440506237,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.3,24,46.6,17,1008.4,21,831.8,24,9.8,24,8.5,33,24.1,34.0,89.1,,51.1,,0.0,G,999.9,10010
72565003017,2018-06-25,39.8328,-135.27143710688597,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.0,24,45.7,35,735.5572865586422,24,835.4,24,9.9,17,6.4,24,9.9,15.0,82.9,,48.0,,0.13,G,999.9,10000
72565003017,2018-06-26,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.0,24,40.4,24,1009.4,24,833.0,24,10.0,24,7.2,24,11.1,15.0,97.0,,48.0,,0.0,G,999.9,0
53752856421,2018-06-27,56.61907669917712,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",83.2,24,33.4,24,1007.1,22,832.7,13,9.9,24,10.3,24,17.1,49.9,100.9,,55.9,,0.0,G,999.9,0
72565003017,2018-06-28,46.63939468851093,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",85.0,24,43.8,24,1003.8,24,830.4,32,10.0,16,11.0,20,19.0,28.0,105.1,,63.0,,0.0,G,999.9,10010
72565003017,2018-06-29,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",85.3,24,30.7,16,999.9,24,827.3,21,10.0,24,10.8,24,18.1,35.9,105.1,,63.0,,0.0,G,999.9,0
72565003017,2018-06-30,45.85242930770767,-104.6575,2084.422720995325,"DENVER INTERNATIONAL AIRPORT, CO US",69.9,24,48.2,24,1007.1,19,831.5,34,10.0,24,14.0,24,31.1,48.0,97.0,,59.0,,0.0,G,999.9,0
72565003017,2018-07-01,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",65.4,24,43.6,30,1013.8,24,835.3,13,10.0,24,6.1,24,21.0,26.0,90.0,,46.9,,0.0,G,999.9,10
72565003017,2018-07-02,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",77.5,24,39.3,18,1009.2,24,833.6,24,10.0,24,7.4,24,15.9,22.0,93.9,*,57.2,*,0.0,G,999.9,0
72565003017,2018-07-03,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",79.8,24,39.1,24,1005.9,23,831.4,16,10.0,24,11.0,35,26.0,40.0,99.0,,57.0,,0.02,G,999.9,10010
89500406419,2018-07-04,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.2,19,44.7,24,1011.8,24,836.0,24,10.0,24,7.5,24,25.1,33.0,99.0,,57.0,,0.0,G,999.9,10010
72565003017,2018-07-05,39.8328,-79.31595244589953,2167.5333757412136,"DENVER INTERNATIONAL AIRPORT, CO US",74.1,24,50.7,24,1022.8,23,844.8,24,10.0,24,13.0,24,21.0,29.9,93.0,,57.9,,0.0,G,999.9,10000
72565003017,2018-07-06,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",72.6,24,50.0,12,1023.8,24,845.4,24,10.0,24,10.4,24,18.1,22.9,91.9,,60.1,,0.0,G,999.9,10000
72565003017,2018-07-07,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",80.7,24,50.1,24,1016.1,24,839.8,24,10.0,24,9.4,24,15.9,27.0,98.1,,60.1,,0.0,G,999.9,0
72565003017,2018-07-08,39.8328,-106.67770880708544,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",81.8,24,48.2,24,1332.6159375385505,24,837.2,24,10.0,24,8.9,24,26.0,35.0,98.1,,62.1,,0.0,G,999.9,0
72565003017,2018-07-09,29.242462707844723,-155.0715653104015,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",80.0,24,46.8,13,1015.7,24,839.7,24,10.0,24,9.4,24,19.0,22.0,98.1,,63.0,,0.0,G,999.9,10
72565003017,2018-07-10,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",81.7,24,42.8,24,1013.7,24,838.1,24,10.0,24,11.0,24,18.1,28.9,98.1,,63.0,,0.0,G,999.9,0
100644676715,2018-07-11,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",80.0,24,41.5,24,1009.7,24,834.7,24,10.0,29,9.6,24,18.1,24.1,98.1,,60.1,,0.0,G,999.9,0
72565003017,2018-07-12,39.8328,-83.37664858262312,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.6,24,49.0,24,1010.7,23,835.0,32,10.0,24,10.7,24,22.9,36.9,96.1,,60.1,,0.0,G,999.9,10
72565003017,2018-07-13,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",73.4,24,53.6,24,1015.9,24,838.7,24,10.0,24,7.3,24,18.1,999.9,90.0,,61.0,,0.0,G,999.9,0
72565003017,2018-07-14,48.82745708713743,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",79.7,24,49.1,24,1013.7,24,837.7,24,10.0,24,7.6,24,13.0,22.0,97.0,,61.0,,0.0,G,999.9,0
72565003017,2018-07-15,39.8328,-132.18088881122156,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",73.6,24,54.2,24,1013.4,22,837.7,24,9.5,24,13.1,24,24.1,32.1,97.0,,64.0,,0.0,G,999.9,10000
72565003017,2018-07-16,39.8328,-104.6575,957.162247053568,"DENVER INTERNATIONAL AIRPORT, CO US",67.7,24,58.5,24,555.9055871355266,19,839.1,24,6.3,24,4.6,24,9.9,999.9,91.0,,59.0,,0.21,G,999.9,110000
72565003017,2018-07-17,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",72.1,24,58.2,24,1015.5,19,838.4,24,9.7,18,6.4,24,24.1,29.9,91.0,,59.0,,0.07,G,999.9,10010
72565003017,2018-07-18,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.3,24,51.0,24,1012.8,24,836.6,24,10.0,24,10.9,24,19.0,22.9,95.0,,60.1,,0.0,G,999.9,0
72565003017,2018-07-19,40.8148322438404,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",80.7,24,44.5,24,1010.6,24,835.3,24,10.0,24,7.7,24,11.1,15.9,98.1,,63.0,,0.0,G,999.9,0
54917306837,2018-07-20,22.27889683790113,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",80.7,24,47.3,28,1009.7,24,834.8,24,10.0,26,7.9,24,13.0,24.1,98.1,,64.0,,0.0,G,999.9,0
72565003017,2018-07-21,39.8328,-104.6575,1461.735628817736,"DENVER INTERNATIONAL AIRPORT, CO US",82.3,14,45.6,24,1011.1,24,836.0,34,10.0,24,8.0,24,21.0,29.9,97.0,,66.0,,0.0,G,999.9,0
72565003017,2018-07-22,39.8328,-104.6575,1965.6045017583483,"DENVER INTERNATIONAL AIRPORT, CO US",81.2,24,50.8,24,1125.318365995702,24,836.7,24,10.0,24,9.0,24,20.0,28.0,97.0,,68.0,,0.0,G,999.9,10000
72565003017,2018-07-23,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.7,24,57.6,24,1019.4,21,841.8,12,10.0,24,9.1,24,19.0,25.1,95.0,,63.0,,0.0,G,999.9,10010
72565003017,2018-07-24,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",70.7,24,61.5,24,1018.5,14,840.8,24,5.8,24,5.9,24,20.0,27.0,90.0,,63.0,,0.43,G,999.9,10010
72565003017,2018-07-25,39.8328,-118.14890628897994,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.6,24,58.8,25,1280.8896528615735,20,839.0,24,10.0,13,11.1,24,25.1,33.0,90.0,,63.0,,0.13,G,999.9,10010
72565003017,2018-07-26,35.10676564514242,-104.6575,2305.251789474717,"DENVER INTERNATIONAL AIRPORT, CO US",67.5,26,57.1,24,1019.3,20,840.9,24,9.6,24,7.9,24,18.1,26.0,82.9,,60.1,,0.11,G,999.9,10010
72565003017,2018-07-27,41.16577385374752,-104.6575,2382.177552395576,"DENVER INTERNATIONAL AIRPORT, CO US",68.5,24,55.9,24,1016.6,18,838.8,26,9.7,24,11.1,24,27.0,40.0,82.0,*,57.2,*,0.05,G,999.9,10010
75555661171,2018-07-28,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",64.2,24,56.4,24,1016.4,19,838.0,24,7.5,24,8.0,24,17.1,24.1,84.9,,55.9,,0.0,G,999.9,110000
72565003017,2018-07-29,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",65.4,24,55.5,24,1016.3,21,838.1,24,7.6,24,6.0,24,28.9,42.9,82.9,*,55.4,*,0.01,G,999.9,110000
72565003017,2018-07-30,39.8328,-118.97093404803908,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",66.1,24,48.8,24,1020.3,24,841.1,24,9.9,24,9.2,19,28.9,999.9,84.0,,55.9,,0.0,G,999.9,0
46612202353,2018-07-31,39.8328,-66.0773370464828,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",68.0,24,42.3,25,1019.0,24,840.3,24,10.0,24,8.3,24,13.0,22.0,87.1,,54.0,,0.0,G,999.9,0
72565003017,2018-08-01,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.7,33,45.8,24,1014.8,24,837.4,24,10.0,24,6.9,24,9.9,17.1,87.1,,54.0,,0.0,G,999.9,0
72565003017,2018-08-02,39.8328,-87.94911528479213,1598.624082036268,"DENVER INTERNATIONAL AIRPORT, CO US",73.8,24,45.7,24,1012.8,24,836.1,24,9.8,24,6.7,24,18.1,26.0,93.0,,55.9,,0.0,G,999.9,0
72565003017,2018-08-03,39.8328,-101.36307054744388,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.9,22,48.1,23,1158.5833844029494,24,834.1,24,9.7,24,9.3,24,20.0,33.0,93.0,,55.9,,0.0,G,999.9,10000
72565003017,2018-08-04,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.1,24,44.0,24,1009.2,24,833.3,24,10.0,15,8.8,24,15.0,20.0,95.0,,62.1,,0.09,G,999.9,0
72565003017,2018-08-05,39.8328,-53.83948228369753,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.1,24,47.0,24,1009.7,24,834.3,24,10.0,24,10.0,24,24.1,36.9,95.0,,62.1,,0.0,G,999.9,10000
72565003017,2018-08-06,43.588009333408095,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",70.3,24,54.7,24,1014.0,19,837.2,24,10.0,24,7.7,24,17.1,999.9,88.0,,57.9,,0.0,G,999.9,0
72565003017,2018-08-07,47.19515515414578,-99.95928565910738,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",69.5,24,54.8,24,1015.4,24,837.8,24,9.9,24,8.7,24,21.0,31.1,88.0,,55.9,,0.31,G,999.9,10010
72565003017,2018-08-08,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",69.1,24,53.2,24,1014.6,22,837.3,19,9.5,24,8.7,24,29.9,36.9,88.0,,55.9,,0.06,G,999.9,10110
53376012177,2018-08-09,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.7,33,47.8,24,1016.8,24,838.9,24,10.0,24,7.2,24,12.0,15.9,88.0,,55.9,,0.0,G,999.9,0
72565003017,2018-08-10,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",74.8,24,46.7,24,1016.2,24,839.3,24,10.0,24,8.2,24,12.0,17.1,88.0,,55.9,,0.0,G,999.9,0
