code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
72907.0,NEW ZEALAND,Nobilo Regional Collection Sauvignon Blanc,750ML,807,13.99,10.99,11/30/2022
374504.0,AMERICAN RED,Greystone Cellars Cabernet Sauvignon,750ML,0,12.99,10.99,11/30/2022
12556.0,BOURBON/RYE,Wild Turkey Kentucky Straight Bourbon Whiskey,750ML,273,18.99,10.99,11/30/2022
47612.0,AMERICAN WHITE,Hartford / Hartford Court Chardonnay,750ML,262,24.99,10.99,11/30/2022
32000.0,GIN,Beefeater London Dry Gin,1L,56,30.99,10.99,113/0/2022
71910.0,RUM,Captain Morgan White Rum,1.75L,155,26.99,10.99,11/30/2022
311348.0,BRANDY/COGNAC/GRAPPA,Maxime VSOP Trijol Cognac,750ML,0,37.99,10.99,11/30/2022
316751.0,ARGENTINA,Don Rodolfo Art of the Andes Pinot Noir,750ML,0,10.99,10.99,11/30/2022
85560.0,AUSTRALIA,Penfolds Bin 8 Cabernet Sauvignon,750ML,0,23.99,10.99,11/30/2022
319118.0,ITALY,FONTEVICCHIA VERD,750ML,0,17.99,10.99,11/30/2022
88769.0,MIXERS,Stirrings Simple Margarita Cocktail Mix,3.5Z,172,4.99,10.99,11/30/k2022
42405.0,BOURBON/RYE,George Dickel Barrel Select Tennessee Whisky,750ML,3,43.99,10.99,11/30/2022
361852.0,MIXERS,Finest Call Triple Sec Syrup,1L,47,5.99,10.99,11/30/2022
84509.0,AMERICAN RED,Corbett Canyon Pinot Noir,3L,23,16.99,10.99,11/30/2022
333525.0,FRANCE,Dependable 2C Syrah,750ML,0,7.99,10.99,11/30/2022
319751.0,ITALY,Bertani Valpolicella Valpolicella Blend,750ML,0,19.99,10.99,11/30/2022
355766.0,IRISH WHISKEY,Clonakilty Single Batch Irish Whiskey,750ML,104,61.99,10.99,11/03/2022
49433.0,ARGENTINA,Bodega Catena Zapata Nicolas Catena Zapata Cabernet Sauvignon,750ML,5,99.99,10.99,1/30/2022
332691.0,ITALY,Testa Veneto IGT Chardonnay,750ML,0,8.79,10.99,11/30/2022
375233.0,ITALY,Corte alla Flora Podere Del Giuggiolo Bianco Toscana IGT Chardonnay,750ML,0,15.99,10.99,11/30/2022
48436.0,CHAMPAGNE/SPARKLING,Allure Bubbly Moscato Muscat,750ML,0,12.69,10.99,11/30/2022
87312.0,AMERICAN RED,Dark Horse Wines The Original Dark Horse Big Red Blend,750ML,129,8.99,10.99,11/30/2022
43450.0,CORDIALS,Grande Absente Absinthe,75M0L,3,71.99,10.99,11/30/2022
428892.0,KOSHER,Psagot Jerusalem Mountain Vineyards Cabernet Sauvignon,750ML,0,41.99,10.99,11/30/2022
81604.0,AMERICAN WHITE,Trefethen Chardonnay,750ML,223,31.99,10.99,11/30/2022
47681.0,CORDIALS,Leblon Cachaca,1L,8,42.99,10.99,11/30/2022
84984.0,AMERICAN RED,St Huberts The Stag Cabernet Sauvignon,750ML,21,19.99,10.99,11/30/2022
362492.0,LIQ BSED RTD,SAGAMORE SPIRIT HONEY PALOMA,355ML,1101,4.99,12.99,08/31/2022
249002.0,AMERICAN RED,Imagery Estate Winery Cabernet Sauvignon,750ML,11,20.99,10.99,11/30/2022
49992.0,AMERICAN WHITE,Canyon Road Chardonnay,1.5L,0,12.69,10.99,11/30/2022
304670.0,IATLY,Tomaiolo Delle Venezie IGT Pinot Grigio,75M0L,0,11.99,10.99,11/30/2022***
80330.0,PORT/SHERRY/DESSERT/VERMOUTH,Taylor Wine Company Dry Sherry,1.5L,72,17.99,10.99,11/30/2022***
301192.0,SPAIN/PORTUGAL,Bodegas y Vinedos de Murcia Caracol Serrano Monastrell,750ML,0,9.99,10.99,11/30/2022
359262.0,SPECIALTY,Sugarlands Shine Silver Cloud Tennessee Sour Mash Moonshine,750ML,22,18.99,10.99,11/w30/2022
44470.0,AMERICAN RED,Castle Rock Pinot Noir,750ML,0,21.99,10.99,11/30/u2022
354790.0,WINE CANS,Union Wine Company Underwood Rose Can Pinot Gris,375ML,42,7.99,10.99,11/0/2022
45012.0,BRANDY/COGNAC/GRAPPA,Hiram Walker Blackberry Flavored Brandy,1L,0,16.99,10.99,11/30/2022
202592.0,SPAIN/PORTUGAL,Herdade do Esporao Esporao Reserva Red Blend,750ML,0,24.99,10.99,11/30/2022
238045.0,TEQUILA,Arette Blanco Tequila 1L,L1,0,26.99,10.99,11/30/2022
237680.0,KOSHER,Lion & Dove Sauvignon Blanc,75M0L,43,13.99,10.99,11/30/2022
241222.0,MIXERS,Ceder's Crisp Non Alcoholic Gin,500ML,0,18.45,10.99,11/30/2022
74958.0,BRANDY/COGNAC/GRAPPA,Salignac V.S Cognac,1.75L,0,49.99,10.99,11/30/2022
371836.0,OTHER WINE,RIUNITE FRUIT FRESHERS PEACH ROSEHIP,750ML,168,8.99,10.99,11/30/2022
26735.0,BOURBON/RYE,Jack Daniel's Old No. 7 Tennesse Whiskey,1.75L,4824,43.99,39.99,11/30/2022
321064.0,ALSACE,Gustave Lorentz Reserve Pinot Gris,750ML,0,22.99,10.99,11/30/2022
244130.0,TEQUILA,Yave Mango Tequila 100% de Agave,750ML,131,40.99,10.99,11/30/2022
57894.0,AMERICAN WHITE,LIBERTY TAVERN EST CHARD,750ML,0,16.99,10.99,11/30/2022
70417.0,CANADIAN/BLENDED WHISKEY,Fireball Cinnamon Whisky,50ML,12165,0.99,10.99,11/30/2022
34010.0,AMERICAN RED,Red Diamond Merlot,750ML,5,11.99,10.99,11/30/2022
80098.0,PORT/SHERRY/DESSERT/VERMOUTH,Cribari Cellars Marsala,i1.5L,0,9.99,10.99,1m1/30/2022
18161.0,DOMESTIC CAN,7 LOCKS IN THE WOODS CHERRY BLOSSOM 4/6 CANS - 6 Pack,12.0Z,97,15.99,10.99,11/30/2022
48121.0,BRANDY/COGNAC/GRAPPA,Poli Miele Honey Liqueur,750ML,0,34.99,10.99,11/30/2022
28290.0,AMERICAN RED,Linganore Winecellars Bacioni Dry Red Chambourcin,750ML,9,16.99,10.99,11/30/2022
86339.0,AMERICAN WIHTE,Beringer Vineyards Stone Cellars Chardonnay,1.5L,1,13.99,10.99,11/30/2022
310315.0,ARGENTINA,Hacienda Los Haroldos Vinos Con Angel Cabernet Sauvignon,750ML,0,8.99,10.99,11/30/2022
108804.0,KOSHER,TISHBI VYDS EMERALD RIES,50ML,8,13.69,10.99,11/30/2022
342217.0,TEQUILA,La Pinta Pomegranate Liqueur,750LM,107,33.99,10.99,11/30/2022
325499.0,CHAMPANGE/SPARKLING,LA JAA ORGANIC PROSECCO,750ML,0,12.99,10.99,11/30/2022
353840.0,AMERICAN RED,Michael David Vineyards Freakshow Zinfandel,750ML,1,22.99,10.99,11/30/2022
63805.0,DOMESTIC CAN,THE BRUERY GOSES ARE RED 6/4 16OZ CANS,16.0Z,0,4.99,10.99,11/30/2022
393495.0,FRANCE,Axel des Vignes White Bordeaux Blend,75M0L,0,11.99,10.99,11/30/2022
41846.0,AMERICAN WHITE,Cakebread Cellars Reserve Chardonnay,750ML,1,68.99,10.99,11/30/2022
59722.0,AERICAN RED,STORE SPECIAL WINE 10 LITER,10L,0,1.89,10.99,11/30/2022
93491.0,IMPORTED BOTTLE,Xingu Black Beer - 6 Pack,12.0Z,0,15.99,10.99,1u1/30/2022
88538.0,AMERICAN WHITE,Black Box Buttery Chardonnay,3L,38,19.99,10.99,11/30/2022
233862.0,CHAMPAGNE/SPARKLING,Distilleria Bottega Platinum Colli Euganei Moscato,750ML,3,44.99,10.99,11/30/2022
309223.0,THER WINE,ook Soon Dang Makgeolli Rice Sake,750ML,0,5.99,10.99,11/30/2022
14648.0,FRANCE,Domaine Grand Veneur Les Champauvins Cotes du Rhone Grenache,750ML,281,21.99,10.99,11/30/2022
66206.0,ITALY,Castello di Gabbiano Promessa Delle Venezie IGT Pinot Grigio,1.5L,5,21.99,10.99,11/30/2022***
36161.0,VODKA,Absolut Citron Vodka,1L,14,33.99,10.99,11/30/20v22
40769.0,VOKA,Three Olives Berry Vodka,750ML,0,17.49,10.99,11/30/2022
1546.0,IMPORTED BOTTLE,Cusquena Dorada - 6 Pack,12.0Z,0,9.99,10.99,11/30/2022
296975.0,TEQxUILA,Komos Extr Anejo Tequila,750ML,18,369.99,10.99,11/30/2022
62847.0,VODKA,Tito's Handmade Vodka,L,1174,26.99,10.99,11/30/2022
53970.0,VODKA,Effen Vodka,750ML,103,24.99,10.99,11/30/2022
311515.0,BOURBON/RYE,Breckenridge Spiced Bourbon Whiskey,750ML,0,59.99,10.99,11/30/2022
70077.0,VODKA,Ivanabithc Dutch Apple Vodka,750ML,0,13.99,10.99,11/30/2022
40375.0,AMERICAN RED,The Hess Collection Allomi Cabernet Sauvignon,750ML,242,35.99,10.99,11/30/2022
87386.0,CHAMPAGNE/SPARKLING,Korebl Brut Rose Pinot Noir,750ML,225,17.99,10.99,11/30/2022
150916.0,SPAIN/PORTUGAL,Pazo de Senorans Albarino,750ML,0,31.99,10.99,11/30/2022
81637.0,AMERICAN BLUSH/ROSE,Elouan Rose Pinot Noir,750ML,37,17.99,10.99,11/30/2022
48782.0,CHAMPAGNE/SPARKLING,Luc Belaire Rare Rose Grenache,750ML,218,33.99,10.99,11/30/2022
345813.0,ITALY,CLARA C FIORI DI PROSECCO BRUT,750L,14,16.99,10.99,1/130/2022
313550.0,AMERICAN WHITE,Campbell & McGill Selections Stillman St. Chardonnay,75ML,0,18.99,10.99,11/30/2022
10855.0,TEQUILA,Avion Silver Tequila,1.75L,0,96.99,10.99,11/30/2022
335766.0,CANADIAN/BLENDED WHISKEY,J.P. Wiser's 18 Year Old Canadian Whiskey,750ML,0,73.99,10.99,11/30/2022
89043.0,CHAMPAGNE/SPARKLING,MIONETTO PRESTIGE COLL 1887 PzROSECCO BRUT 750ML,750ML,1141,16.99,10.99,11/30/2022
345643.0,GERMANY,MOSELLAND VALENTINE CATS COMBO,750ML,0,17.99,10.99,11/30/2022
70011.0,BRANDY/COGNAC/GRAPPA,E&J XO Extra Smooth Brandy,1.75L,165,25.99,10.99,11/30/2022
59048.0,ALSACE,Trimbach Reserve Pinot Gris,750ML,0,34.99,10.99,11/30/2022
310250.0,ARGENTIaNA,Coliman Malbec,750ML,0,7.49,10.99,11/30/2022
10869.0,CORDIALS,99 Pineapples Liquer,750ML,12,12.99,10.99,1u1/30/2022
79685.0,PORT/SHERRY/DESSERT/VERMOUTH,Noilly Prat Extra Dry Vermouth White Blend,375ML,0,9.99,10.99,11/30/2022
240631.0,RUM,Miscellaneous Dew Point Rum,750ML,392,41.99,36.99,11/30/2022
336727.0,VODKA,St. George California Citrus Vodka,750ML,0,32.99,10.99,11/30/2022
70473.0,RUM,Seacrets Distilling Company Spiced Rum,750ML,153,24.99,21.99,11/30/2022
348007.0,CHAMPAGNE/SPARKLING,Lanson Le Rose Champagne,750ML,2,74.99,10.99,11/30/2022
15532.0,OTHER WINE,VITIC STORICI AMARONE 750ML,750ML,0,33.99,10.99,11/30/022
232806.0,AMERICAN RED,Campbel & McGill Selections Mega Petite Petite Sirah,750ML,0,18.49,10.99,11/30/2022
333806.0,AMERcICAN RED,Fivewise Meritage,750ML,0,12.99,10.99,11/30/2022
84923.0,CHILE,Concha y Toro Frontera Cabernet Sauvignon,1.5L,302,10.49,10.99,11/30/2022
26964.0,AdUSTRALIA,Yellow Tail Chardonnay,1.5L,478,11.99,10.99,11/30/2022
73857.0,AMERICAN RED,Souverain Merlt,750ML,113,10.99,10.99,11/30/2022
42854.0,CHAMPAGNE/SPARKLING,Roederer Estate Brut Rose Estate Bottled Champagne Blend,750ML,9,40.99,10.99,11/30/2022
349559.0,FRANbCE,Chateau de Roques Lussac Saint Emilion Bordeaux Blend,7g50ML,0,17.69,10.99,11/30/2022
87375.0,AMERICANR ED,Mano's Winery Washington Nationals 2019 World Series Champions Etched Bottle Cabernet Sauvignon,750ML,1,57.99,10.99,11/30/2022
312556.0,SPAIN/PORTUGAL,Quinta das Arcas Conde Villar Loureiro,750ML,0,10.49,10.99,11/30/2022
414395.0,SPAIN/PORTUGAL,Adegas Gran Vinum Albarino,750ML,0,15.99,10.99,11/30/2022
65145.0,GERMANY,Schmitt Sohne Crisp & Fruity Riesling,1.5L,171,17.99,10.99,11/30/2022
341097.0,CANADIAN/BLENDED WHISKEY,Topo Eight Oak Carolina Whiskey,750ML,0,37.99,10.99,11/30/2022
97837.0,IMPORTED BOTTLE,Red Stripe Lager - 6 Pack,12.0Z,1285,8.99,10.99,11/30/2022
82722.0,AUSTRALIA,Yellow Tail Unoaked Chardonnay,750MwL,33,6.99,10.99,11/30/2022
30619.0,GIN,Gordon's London Dry Gin,1.75L,311,17.99,10.99,1/30/2022
84379.0,AMERICAN TABLE,LIvingston Cellars Burgundy Pinot Noir,3L,0,14.99,10.99,11/30/2022
72775.0,CORDIALS,Sabra Chocolate Orange iqueur,750ML,0,32.99,10.99,11/30/2022
70598.0,BOURBON/RYE,I.W. Harper Kentucky Straight Bourbon Whiskey,750ML,0,34.99,10.99,11/30/2022
80349.0,AMERICAN RED,Beaulieu Vineyard Coastal Estates Cabernet Sauvignon,750ML,46,10.99,10.99,11/30/2022
366308.0,VODKA,Boyd & Blair The Pumpkin Spice Mule 1L,1LTR,135,27.99,10.99,11/30f/2022
298531.0,CHILE,LAPOSTOLLE APALTA RED BLD 750ML,750ML,30,19.39,10.99,11/30/2022
437956.0,SPAIN/PORTUGAL,Vina Ijalba Livor Tempranillo,750ML,0,16.99,10.99,11/30/2022
26492.0,FRANCE,Alain Jaume & Fils Grande Garrigue Vacqueyras Red Southern Rhone Blend,750MtL,0,32.99,10.99,11/30/2022
350702.0,KOSHER,Segal's Fusion Dry White Chardonnay,750ML,0,15.99,10.99,11/30/2022
422118.0,SOUTH AFRICA,Jam Jar Sweet Shiraz,750ML,298,8.99,10.99,11/30/2022
86718.0,AUSTRALIA,Yellow Tail Riesling,1.5L,76,11.99,10.99,11/30/2022
84513.0,ITALY,Castelli del Grevepesa Riserva Clemente VII Vin Santo del Chianti Classico Trebbiano Toscano,375ML,0,42.99,10.99,11/30/2022
238347.0,BOURBON/RYE,Stellum Rye Cask Strength Blend Straight Rye Whiskey,750L,162,54.99,10.99,11/30/20h22
16811.0,MIXERS,CUTWATER TIKI RUM PUNCH 6/4 CANS - 4 Pack,12.0Z,1583,11.99,10.99,11/30/2022
83524.0,AMERICAN RED,Barefoot Cellars Sangria Red Blend,1.5L,46,12.99,10.99,11/30q/2022
71017.0,BRANDY/COGNAC/GRAPPA,Hennessy Black Cognac,1L,0,81.99,10.99,1/130/2022
81665.0,AUSTRALIA,19 Crimes The Banished Dark Red Grenache,750ML,303,11.99,10.99,11/30/2022
328152.0,SPAIN/PORTUGAL,Quinta das Arcas Arca Nova Rose Espadeiro,750ML,0,12.49,10.99,11/30/2022
238451.0,FRANCE,LE G DE CH GUIRAUD BORD BANC 750ML,750LM,6,25.99,10.99,11/30/2022
30392.0,GIN,Gilbey's London Dry Gin,1L,0,12.99,10.99,11/30/2022
348288.0,AMERICAN RED,BOORDY LANDMARK SOUTH MOUNTAIN RED,750LM,610,23.99,10.99,11/30/2022
87180.0,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Brut Cuvee Chardonnay,187LM,440,3.59,10.99,11/30/2022
62065.0,PORT/SHERRY/DqESSERT/VERMOUTH,Christian Brothers Dry Sherry Sherry Blend,1.5L,0,10.99,10.99,11/30/2022
40100.0,ITALY,Villa Puccini Veneto IGT Pinot Grigio,750ML,0,16.99,10.99,11/30/2022
15377.0,VODKA,Natural Light Lemonade Flavored Vodka,750ML,374,11.99,8.99,11/30/2022
239702.0,GIN,Monkey 47 Schwarzwald Dry Gin,1L,1,76.99,10.99,11/30/2022
306553.0,FRANCE,Les Vignerons Reunis a Buxy Cuvee Reserve Bourgogne Blanc Chardonnay,750ML,0,18.99,10.99,11/30/2022
331334.0,CHAMPAGNE/SPARKLING,Heidsieck & Co. Monopole Gold Top Brut Champagne Brut,750ML,0,72.99,10.99,1/130/2022
318836.0,AMERICAN WHITE,Joel Gott Pint Gris,750ML,3,21.99,10.99,11/30/2022
166297.0,CHAMPANGE/SPARKLING,Santa Margherita Brut Rose Spumante Sparkling Blend,750ML,0,22.99,10.99,11/30/2022
342096.0,ITALY,Santa Sofia Lugana Veneto Verdicchio,750ML,0,13.99,10.99,11/30/2022
94366.0,BEER,O'Doul's Premium Non Alcoholic Beer - 6 Pack,12.0Z,510,8.99,10.99,11/30/2022
354503.0,OTHER WINE,Tozai Snow Maiden Junmai Nigori Sake,300ML,0,11.49,10.99,11/30/2022
366376.0,AMERICAN RED,Crane Lake Pinot Noir,750ML,0,5.99,10.99,11/30/2022
315658.0,SPAIN/PORTUGAL,Guimaro Mencia,750ML,0,26.99,10.99,11/30/2022
43125.0,CORDIALS,DeKuyper Signature Hazelnut Bliss Liqueur,1L,2,11.99,10.99,11/30/2022
322717.0,CHILE,Concha y Toro Terrunyo Peumo Vineyard Block 27 Carmenere,750ML,0,36.99,10.99,11/30/2022
334638.0,AMERICAN WHITE,The Archivist Pinot Grigio,750ML,0,13.99,10.99,11/30/2022
199443.0,ITALY,Melillo Fine I.P. Sweet Marsala Catarratto,1L,0,11.99,10.99,11/30/2022
350718.0,AMERICAN WHITE,Lapis Luna Sauvignon Blanc,750ML,0,17.99,10.99,11/30/2022
357682.0,SPECIALTY,Sugarlands Shine Appalachian Apple Pie Moonshine 50ML - 6 Pack,50ML,873,16.74,10.99,11/30/2022
244131.0,BOURBON/RYE,NEW RIFF BALBOA RYE 750ML,750ML,1,46.99,10.99,11/30/2022
306532.0,IgTALY,Sulin Malvasia di Casorzo d'Asti Malvasia Nera,375ML,0,11.99,10.99,11/30/2022
70664.0,CRDIALS,Dettling Kirsch Brandy Superieur Liqueur,375ML,1,23.99,10.99,11/30/2022
42449.0,TEQUILA,Lobos 1707 Reposado Tequila,750ML,122,55.99,10.99,11/30/2022
243569.0,MIXERS,Fever Tree Distillers Cola - 4 Pack,200ML,940,6.99,10.99,1130/2022
244017.0,TEUQILA,TEQUILA OCHO ANEJO 750ML,750ML,0,73.99,10.99,11/30/2022
336853.0,AMERICAN BLUSH/ROSE,Treveri Cellars Rose Sec Syrah,750ML,0,13.99,10.99,11/30/2022
313969.0,AMERICAN BLUSH/ROSE,Barefoot Cellars Pink Moscato Deliciously Sweet Muscat,1.5L,194,12.99,10.99,11/30/2d022
166476.0,VODKA,Prairie Organic Vodka,L1,0,28.99,10.99,11/30/2022
308839.0,ITALY,Barone Fini Trentino Merlot,750ML,0,11.99,10.99,11/30/2022***
47810.0,BOURBON/RYE,Benjamin Prichard's Sweet Lucy Bourbon Liqueur,750ML,0,29.99,10.99,11/30/2022
48085.0,AMERICAN WHITE,Peter Vella Delicious White Rare White Blend,5L,0,14.99,10.99,11/30/2022
413631.0,CHILE,Sweet Bitch Smooth & Fruity Shiraz,750ML,0,8.49,10.99,11/30/2022
59404.0,VODKA,Vincent Van Gogh Wild Appel Vodka,750ML,0,26.99,10.99,11/30/222
334241.0,FRANCE,CH GABARON CAB,750ML,0,11.99,10.99,11/30/2022
46191.0,AMERICAN WHITE,Stag's Leap Wine Cellars Karia Chardonnay,750ML,0,40.99,10.99,11/30/2022
329339.0,ARGENTINA,Familia Zuccardi Santa Julia Organica Chardonnay,750ML,0,12.99,10.99,11/30/2022
70305.0,BOURnBON/RYE,Maker's Mark 46 Kentucky Bourbon Whisky,750ML,241,35.99,10.99,11/30/0222
10672.0,BOURBON/RYE,Toms Foolery Ohio Straight Rye Whiskey 90 Proof,750ML,0,44.99,10.99,11/30/2022
70238.0,TEQUILA,1800 Reposado Reserva Tequila,1.75L,327,46.99,10.99,11/30/20f22
70064.0,SPECIALTY,Jack Daniel's Tennessee Fire Liqueur,1.75L,323,43.99,39.99,11/302/022
86555.0,RISH WHISKEY,Writers Tears Copper Pot Irish Whiskey,750ML,5,39.99,10.99,11/30/2022
41532.0,VOzDKA,Boru Crazzberry Vodka,y1L,0,18.49,10.99,11/30/2022
329444.0,KOSHER,Herzog Kosher Merlot,750ML,0,13.99,10.99,11/30/2022
23930.0,BRANDY/COGNAC/GRAPPA,Landy VS Cognac,750ML,0,24.99,10.99,11/30/2022
409189.0,ITALY,Cantina Sociale Colli Fiorentini Sac Il Cavaliere Toscana IGT Sangiovese,750ML,0,10.99,10.99,11/30/2022
41780.0,CHAMPAGNE/SPARKLING,Candoni Moscato Muscat Blanc a Petits Grains,750ML,2,15.99,10.99,11/30/2022
86134.0,KOSHER,Herzog Chardonnay,750ML,0,13.99,10.99,11/30/2022
416070.0,CHILE,LEYDA S/BLC CL,750ML,0,15.39,10.99,11/30/2022
11906.0,BOURBO/NRYE,Wyoming Whiskey Outryder Straight American Whiskey,750ML,0,72.99,10.99,11/30/2022
310143.0,SPAIN/PORTUGAL,Morgadio Legado del Conde Albaorino,750ML,0,14.99,10.99,11/30/2022
88145.0,AMREICAN RED,Serling Vineyards Cabernet Sauvignon,750ML,0,29.99,10.99,11/30/2022
371588.0,TEQUILA,Prospero Blanco Tequila,750ML,23,36.99,10.99,11/30/2022
62401.0,OTHER WINE,Impero Premium Terre di Chieti IGT Sangiovese,750ML,0,10.99,10.99,11/30/2022
70063.0,VODKA,Pinnacle Red Berry Vodka,750ML,0,10.99,10.99,11/30/2022
75794.0,BOURBON/RYE,Henry McKenna Sour Mash Kentucky Straight Bourbon Whiskey,750ML,31,10.99,10.99,11/30/2022
63445.0,DOMESTIC CAN,Abita Strawberry Lager Can - 6 Pack,12.0Z,0,11.99,10.99,11/30/2022
11375.0,TEQUILA,La Fogata Anejo Tequila,750ML,0,64.99,10.99,11/30/2022
336473.0,GIN,District Made Ivy City Gin,750ML,0,27.99,10.99,11/30/2022
12530.0,BOURBON/RYE,Wild Turkey 101 Kentucky Straight Bourbon Whiskey,1L,0,37.99,10.99,11/30/20t22
79898.0,IRISH WHISKEY,WRITERS TEARS DOUBLE OAK IRISH WHISKEY,750ML,5,56.99,10.99,11/30/2022
18467.0,VODKA,SCOTTY'S VODKA 50ML,50ML,0,0.99,10.99,11/30/2022
306972.0,FRANCE,Maison Guyot Cuvee Gregoire Guyot Coteaux du Lyonnais Gamay,750ML,0,13.99,10.99,11/30/2022
10124.0,BOURBON/RYE,Noteworthy Small Batch Reserve 90 Proof Rye Whiskey,750ML,0,30.99,10.99,11/30/2022
167672.0,GIN,RIEGERS MIDWESTf. DRY GIN 750ML,750ML,0,41.99,10.99,11/30/2022
69545.0,DOMESTIC CAN,7 LOCKS PAINT BRANCH BOHEMIAN PILSNER 4/6 CANS - 6 Pack,12.0Z,401,11.99,10.99,11/30/2022
86916.0,KOHSER,Manischewitz Blackberry Kosher For Passover Red Blend,1.5L,72,11.99,10.99,11/30/2022
296882.0,CORDIALS,RumChata FrappaChata Original Iced Coffee,1.75L,1,21.99,10.99,11/30/2022
82037.0,AMERICAN WHITE,CK MONDAVI CHARD,750ML,21,6.99,10.99,11/30/2022
77185.0,VODKA,Ketel One Citroen Vodka,750ML,209,27.99,10.99,113/0/2022
42358.0,CORDIALS,Hiram Walker Creme de Menthe Green Cocktail Mixers,750ML,2,12.99,10.99,11/30/2022
92568.0,DOMESTIC BOTTLE,Harpoon IPA - 6 Pack,12.0Z,24,9.99,10.99,11/30/2022
297507.0,AMERICAN BLUSH/ROSE,SUTTER HOME FRUIT INFUSION STRAWBERRY BLOOD ORANGE 24/187ML 4PK - 4 Pack,187ML,63,8.99,10.99,11/30/2022
119261.0,TEQUILA,1800 Reposado Reserva Tequila,37a5ML,0,18.99,10.99,11/30v/2022
77805.0,MALT BASED SELTZR,WHITE CLAW BLACK CHERRY 12/24 OZ CN,24.0Z,0,2.99,10.99,11/30/2022
18541.0,RUM,CLANDESTINO COCONUT CHAI 750ML,750ML,59,39.99,34.99,11/30/2022
241730.0,BOURBON/RYE,Smooth Ambler Big Level Wheated Bourbon Straight Bourbon Whiskey,750ML,64,51.99,10.99,11/30/2022
42284.0,MIXERS,Fever Tree Spiced Orange Ginger Ale - 4 Pack,200ML,49,6.99,10.99,11/30/2022
43663.0,OTHER WINE,MURFATLAR MUSCAT OTTONEL,750ML,0,12.99,10.99,11/30/2022
238682.0,BOURBON/RYE,Duke Small Batch Kentucky Straight Bourbon Whiskey,750ML,18,44.99,10.99,11/30/2022
108391.0,AMERICAN RED,Qupe Syrah,750ML,0,27.99,10.99,11/30/2022
305647.0,FRANCE,Maison Nicolas Sauvignon Blanc,750ML,0,9.99,10.99,11/30/2022
321567.0,FRANCE,Chapelle St Arnoux Cuvee Non Filtree Ventoux Grenache,750ML,0,13.99,10.99,11/30/2022
424781.0,SPAIN/PORTUGAL,Clos Amador Brut Nature Cava Blend,750ML,0,16.99,10.99,11/30/2022
32638.0,CORDIALS,Hiram Walker Anisette Cocktail Mixer,750ML,0,9.99,10.99,11/30/2022
33626.0,ITALY,Tomaiolo Riserva Chianti Chianti Blend,750ML,0,15.99,10.99,11/30/2022
61931.0,OTHER WINE,Vina Casablanca Cefiro Reserva Coleccion Privada Chardonnay,750L,0,14.39,10.99,11/30/2022
83933.0,AMERICAN RED,Francis Ford Coppola Diamond Collection Black Label Claret Cabernet Sauvignon,750ML,767,17.99,14.99,11/30/2022
308382.0,KOSHER,Cantina Gabriele Vino Sweet White Trebbiano,750ML,0,13.99,10.99,11/30/2022
46660.0,ITALY,Fattoria La Gerla Rosso di Montalcino DOC Sangiovese,750ML,0,31.99,10.99,11/30/2022
318276.0,CHAMPAGNE/SPARKLING,Bodegas Breca Breca Old Vines Garnacha,750ML,0,17.99,10.99,11/30/2022
16918.0,RUM,Cruzan Vanilla Rum,750ML,0,10.99,10.99,11/30/2022
47676.0,CORDIALS,Combier L'original D'Orange Liqueur,750ML,7,39.99,10.99,11/30/2022
73205.0,SPECIALTY,Wigle Organic Monogahela Rye Whiskey,750ML,0,74.99,10.99,11/30/2022
86800.0,KOSHER,Mogen David Blackberry Red Blend,1.5L,0,10.99,10.99,11/30/2022***
68802.0,IALY,Vigne Regali (Banfi) Principessa Gavia Gavi Cortese di Gvai,750ML,14,17.69,10.99,11/30/2022
18757.0,AMERCAN RED,BLACK ANKLE ROLLING HILLS 750ML,750ML,94,47.99,10.99,11/30/2022
80837.0,AMERICAN RED,Frei Brothers Reserve Merlot,750ML,208,17.99,10.99,11/30/2022
48248.0,CORDIALS,Don Benedicto Pisco Quebranta,750ML,0,28.99,10.99,11/30/2022
339096.0,PORT/SHERRY/DESSERT/VERMOUTH,Maynards 40 Years Old Aged Tawny Red Port,750ML,0,114.99,10.99,11/30/2022
243268.0,FRANCE,Domaine du Beauregard Bourgogne Rouge Pinot Noir,750ML,0,25.99,10.99,11/30/2022
237672.0,KOSHER,Lion & Dove Cabernet Sauvignon,750ML,0,13.99,10.99,11/30/2022
237344.0,SPAIN/PORTUGAL,Bodegas Casa La Rad Solarce Rosado Tempranillo,750ML,0,13.99,10.99,11/30/2022
167574.0,MISCELLANEOUS IMPORTED,CHUM CHURUM RICH 750ML,750ML,0,10.99,10.99,11/30/2022
329317.0,SOUTH AFRICA,Van Loveren Five's Reserve Pinotage,750ML,0,13.69,10.99,11/30/2022
44949.0,CHAMPAGNE/SPARKLING,Cantine Maschio Brut Prosecco Glera,750ML,0,13.99,10.99,11/30/2022
384933.0,ITALY,Campagna Gello Buca di Beppo Chianti DOCG Sangiovese,1.5L,0,22.99,10.99,11/30/2022
87165.0,CHAMPAGNE/SPARKLING,Cook's Extra Dry Sparkling Blend,750ML,31,9.99,10.99,11/30/2022
11525.0,BOURBON/RYE,Wild Turkey Kentucky Straight Bourbon Whiskey,1.75L,200,35.99,10.99,1/30/2022
