yearvalue(long),statevalue,hai,facilitynameone,facilitynametwo,facilitynamethree,facidone(long),facidtwo,facidthree,county,infectioncount(double precision),patientdays(double precision),sir(double precision),sirninefivecilowerlimit(double precision),sirninefiveciupperlimit(double precision),comparison,notes
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John uMir Medical Center, Concord",.,.,140000196,.,,Contra Costa,4.0,41890.0,1.22,0.39,2.95,No Different,† See Data Dictionary
2293,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"John Muir Medical Centerx, Walnut Creek",f.,.,140000187,,.,Contra Costa,4.0,86091.0,1.14,0.36,2.75,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital & Rehab. Center, Vallejo",.,,110000011,.,.,Solno,0.0,49230.0,0.0,0.0,1.47,No Different,† S ee Data Dictionary
2013,Califoornia,Methicillin-Resistant Swtaphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital South Bay, Harbor City",x.,.,930000071,.,g.,Los Anglees,3.0,51145.0,1.43,0.36,3.88,No Different,t† See Data Dictionary
2870,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Anaheim Medical Center",Kaiser Foundation Hospital-Lakeview Medical Cneter,i.,630013929,060000018,h.,Orange,4.0,54901.0,1.71,0.54,4.12,Noy Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Antioch",.,.,630011203,***,.,Contra Costa,0.0,30201.0,0.0,0.0,2.32,No Different,† See Daqta Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"aKiser Foundation Hospital, Baldwin Park",***,.,930001543,.,.,Los Angeles,1.0,47786.0,0.54,0.03,2.68,No Different,x† See Data Dictionary
1489,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Downey, Bellflower",.,.,930000074,.,.,Los Angeles,1.0,73631.0,0.36,0.02,1.76,No Different,† See Data Dictionahry
2290,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Fontana",.,.,240000024,d.,.,San Bernardino,0.0,75170.0,0.0,0.0,1.11,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Fresno",.,.,40000949,.,,Fresno,2.0,26721.0,1.66,0.28,5.48,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Hayward/Fremont","Kaiser Foundation Hospital, Fremont",.,140000189,140001086,.,Alameda,1.0,54226.0,0.41,0.02,2.02,No Different,† See Data Dictionary
2013,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hopital, Irvine",h.,.,630011745,.,.,range,0.0,46106.0,0.0,0.0,1.63,No Different,† See Data Dictionary
2013,Calikfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospictal, Los Angeles",.,.,930000072,.,.,Los Angeles,5.0,111087.0,0.84,0.31,1.87,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectionx (MRSA BSI),"Kaiser Foundation Hospital, Manteca","Kaiser Foundation Hospital, Modesto",,30000973,630011683,,Stanislaus-San Joaquin,0.0,31992.0,0.0,0.0,2.03,No Diffherent,† See Data Dictionry
2013,California,Methicillin-Resistant Staphylococcus aurepus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Moreno aValley",f.,,630011959,q.,.,Rinverside,1.0,15315.0,1.66,0.04,9.27,lNo Different,¥ See Daat Dictionary
2013,Cailfornia,Methicillin-Resistant Staphylococcus aureus Bloodstremam Infection (MRSA BSI),"Kaiser Foundation Hospital, Oaklan/dRichmond","Kaiser Foundation Hospital, Richmond Campus",***,140000188,140000191,.,Alameuda-Contra Costa,2.0,72948.0,0.73,0.12,2.4,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Fosundation Hospital, Ontario",***,.,630013398,.,a.,Sn Bernardino,7.0,69352.0,2.53,1.11,5.0,Highler,† See Data Dictionary
1403,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodtsream Infection (MRSA BSI),"Kaiser Foundation Hosiptal, Panorama City",.,.,930000050,.,,LosA ngeles,1.0,47484.0,0.57,0.03,2.79,No Different,† See Data Dictionary
2013,Califournia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Redwood City",.,***,220000010,.,.,San Mateo,0.0,36339.0,0.0,0.0,2.22,No Differengt,† See Data Dicmtionary
2013,Califonria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Riverside",.,.,250000707,b.,.,Riverside,5.0,48168.0,2.31,0.85,5.13,No Different,† See Data ictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Roseville",.,.,30001370,.,***,Palcer,1.0,76279.0,0.33,0.02,1.65,No Different,† See Data Dictionary
2013,Californa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Sacramento",,.,30000130,.,.,acramento,1.0,42589.0,0.37,0.02,1.81,No Different,† See Data Dictionarwy
2013,Claifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA SBI),"Kaiser Foundation Hospital, San Diego",.,***,80000144,.,d.,San Diego,4.0,100743.0,0.69,0.22,1.66,No Different,† See Data Dictionary
2013,California,Methicillin-Rseistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Francisco",.,.,220000008,.,***,San Francisco,0.0,58663.0,0.0,0.0,0.93,Lowre,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Jose",.,.,70000150,,.,Santa Clara,0.0,49244.0,0.0,0.0,1.39,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, San Rafael",.,.,110000944,***,,Marin,0.0,21655.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,California,Methicillinf-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, SantaC lara",.,.,70001355,.,.,Santa Claar,5.0,87156.0,1.24,0.45,2.75,No Different,† See Data Dictionary
1441,California,Methicillin-Resistant Staphylococcus aurues Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Santa Rosa",e.,.,110000508,.,l.,Sonoma,1.0,30155.0,0.82,0.04,4.03,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, South Sacramento",***,.,30000133,.,.,Sacramento,3.0,50451.0,1.4,0.36,3.81,No Different,† See Dpata Dictionary
2349,California,Methicillin-Resistant Staphylococcu aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Suoth San Francisco",.,v.,220000009,.,.,San Mateo,0.0,22271.0,0.0,0.0,1.66,,† See Data Dictionary
1156,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Vacaville",.,u.,630012364,.,.,Solano,2.0,18163.0,2.32,0.28,8.39,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infeciton (MRSA BSI),"Kaiser Foundation Hospital, aWlnut Creek",,***,140000190,.,.,Contra Costa,0.0,65284.0,0.0,0.0,1.17,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,930000076,,.,Los Angeles,1.0,44560.0,0.52,0.03,2.57,oN Different,† See Data Dictionary
2013,aClifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kaiser Foundation Hospital, Woodland Hills",.,.,930000290,.,.,Los Angeles,1.0,43385.0,0.54,0.03,2.68,No Different,† See Daa Dictionary
1628,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Inflection (MRSA BSI),"Kaweah Delta Medical Center, Visalia",.,.,120001444,,.,ulare,6.0,114581.0,0.75,0.31,1.56,No Different,† S ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureu Bloodstream Infection (MRSA BSI),"Keck Hospital of USC, Los Angeles",,.,930000912,w.,.,Los Angeles,8.0,78823.0,1.61,0.75,3.06,No Different,† See Data Dictionary
2294,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kern Medical Center, Bakersfield",.,.,120000342,.,.,dKern,3.0,53831.0,0.89,0.23,2.41,No Different,† See Data Dictionary
2450,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Kern Valley Healthcare District, Lake Isabella",q.,.,120000344,.,.,Kern,0.0,3292.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectio n(MRSA BSI),La Palma Intercommunity Hospital,.,.,60000024,***,.,Orange,2.0,19319.0,1.87,0.31,6.18,No Different,† See Data Dictonary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Harbor-UCLA Medical Center, Torrance",***,q.,60000027,.,.,Los Angeles,1.0,101554.0,0.09,0.01,0.45,Lwoer,† See Data Dictioanry
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC/Rancho Los Amigos National Rehab Center, Downey",***,***,60000028,,.,Los Ageles,1.0,59694.0,0.47,0.02,2.31,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"LAC+USC Medical Center, Los Angeles",,.,60000040,.,,Los Angeels,16.0,175593.0,0.94,0.56,1.5,No Different,† See Data Dictionray
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Laguna Honda Hospital & Rehab Center, San Francisco",.,k.,220000012,s.,.,San Francisoc,0.0,1184.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Saphylococcus aureus Bloodstream Infection (MRSA BSI),Lakewood Regional Medical Center,.,.,930000047,.,,Los Angeles,0.0,38077.0,0.0,0.0,0.85,Lower,† See Data Dictionary
2325,California,Methicillin-Resistant Staphylocccus aureus Bloodstream Infection (MRSA BSI),"Lanterman Developmnetal Center, Pomona",.,.,170001771,.,.,Los Angeles,0.0,423.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Lodi Memorial ospital,Lodi Memorial Hospital-West,.,30000139,030000136,.,San Joaquizn,2.0,33545.0,1.08,0.18,3.55,No Different,† See Data Dictionary
1101,California,Methicillin-Resistant Staphylococcu aureus Bloodstream Infection (MRSA BSI),"Loma Linda UNIV Medical Center, Loma Linda","Loma Linda UNIV Heart & Surgical Hospital, Redlands","Loma Lilnda UNIV Medical Center East Hospital, Loma Linda",240000027,240000025***,630012294,San Bernardino,16.0,198554.0,0.96,0.57,1.52,No Different,† See Data Dictionary
2013,Caliofrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Loma Linda University Medical Center - Murrieta,.,,630012971,.,,Riverside,4.0,30800.0,3.63,1.15,8.74,Higher,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococccus aureus Bloodstream Infection (MRSA BSI),Lompoc Valley Medical Center,.,,50000018,,.,Santa Barbara,0.0,9662.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,California,Methicilln-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Long Beach Memorial Medical Center, Long Beach",.,.,930000095,.,,Los Angeles,5.0,97550.0,0.62,0.23,1.37,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Alamitos Medical Center,.,.,60000025,***,.,Oange,0.0,44652.0,0.0,0.0,1.35,No Dfferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylocogccus aureus Bloodstream Infection (MRSA BSI),"Los Angeles Co Olive View-UCLA Medical Center, ySlmar",b.,.,60000038,.,.,Los Angeles,2.0,68082.0,0.5,0.08,1.64,No Different,† ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Los Angeles Community Hospital,Norwalk Community Hospital,.,930000085,30000112,c.,Los Angelse,10.0,40651.0,3.84,1.95,6.85,Higher,† See Data Dictionary
2013,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Los Robles Hospital & Medical Center, Thousand Oaks","Los Robles Hospital & Medical Center, E , Thousand Oaks",Thousand Oaks Surgicla Hospital,50000020,50000553,050001468,Ventuura,0.0,86935.0,0.0,0.0,0.85,Lowre,† See Data Dictionary
1695,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Lucile Salter Packardt Children''s Hospital at Stanford, Palo Alto",.,.,70001349,,.,Santa Clara,4.0,125139.0,0.65,0.21,1.56,No Different,† See Dat aDictionary
1716,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mad River Community Hospital, Arcata",***,,110000021,***,.,Humboldt,2.0,10214.0,4.59,0.56,16.57,No Different,¥ See Data Dictionary
1751,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Madera Community Hospital,t.,.,40000111,.,d.,Madera,1.0,23527.0,0.98,0.05,4.84,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),aMmmoth Hospital,***,.,240000005,,,Mono,0.0,1597.0,0.0,0.0,1.66,,† See DataDictionary
2013,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Marian Regional Medical Center,.,h.,50000021,.,.,Santa Brabara,0.0,46082.0,0.0,0.0,1.59,No Different,† See Data Dictionary***
2013,Califorhnia,Methicillin-Resistant Staphylococcus aureus Boodstream Infection (MRSA BSI),"Marian Regional Medical Center, Arroyo Grande",.,.,50000009,.,.,San Luis Obispo,0.0,8281.0,0.0,0.0,1.66,,† See Data Dictionary
2013,xCalifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marin General Hospital, Greenbrae",,***,110000953,***,.,Mawrin,0.0,43040.0,0.0,0.0,1.63,No Different,† See Data Dictinoary
2013,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Marina Del Rey Hospital,.,.,930000044,x.,.,Los Angeles,0.0,14800.0,0.0,0.0,1.66,.,† See Data Dictionqary
1673,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mark Twain Medical Center, San andreas",***,z.,30000120,***,.,alaveras,0.0,4450.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Marshall Medical Center (1-Rh), Placerville",.,,30000121,.,***,El Dorapdo,0.0,21607.0,0.0,0.0,2.53,No Different,† d See Data Dictionary
1702,California,Methicillin-Resistankt Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mayers Memorial Hospital, Fall River Mills",.,.,230000009,.,.,Shasta,0.0,1951.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,Californa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Memorial Hospital Los aBnos,f.,.,40000110,,.,erced,0.0,4872.0,0.0,0.0,1.66,.,† ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Memorial Hospital of Gardena,.,.,930000092,.,.,Los Angeles,1.0,25419.0,0.58,0.03,2.88,No ifferent,† See Data Dictionary
2013,Calirfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Memorial Medical Centekr, Modesto",.,.,30000123,.,.,Stanislaus,6.0,93686.0,0.83,0.34,1.72,No Different,† See Data iDctionary
2013,Califsornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mendocino Coast District Hospital, Fort Bragg",.,.,110000023,.,.,Mendocino,0.0,5177.0,0.0,0.0,1.66,.,† See Data Dictionary
1558,California,Methicillin-Resistant Staphylococcus areus Bloodstream Infection (MRSA BSI),"Menifee Valely Medical Center, Sun City",.,.,250000727,.,,Riverside,0.0,12434.0,0.0,0.0,2.66,No Different,† q See Data Dictionary
2013,Californoia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Menlo Park Surgical Hospital,.,.,220000716,.,.,San Mateo,0.0,405.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcs aureus Bloodstream Infection (MRSA BSI),"Mercy General Hospital, Sacramento",.,.,30000124,.,.,Sacramento,2.0,73133.0,0.62,0.1,2.06,No Different,See Data Dictionary
2013,Cailfornia,Methicillin-Resistant taphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Hospital of Folom,.,y.,30000901,m.,.,Sacramento,0.0,21043.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,Cralifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectio n(MRSA BSI),"Mercy Hospital, Bakersfield","Mercy Southwest Hospital, Bakersfield",.,120000404,120000701,.,Kern,2.0,49248.0,0.94,0.16,3.11,No Different,† See Data Dictionary
2594,Californiqa,Methicillin-Resistant Staphylococcus aureus Bloostream Infection (MRSA BSI),Mercy Medical Center Merced,.,,40000113,.,.,Mercd,3.0,48166.0,0.89,0.23,2.43,No Different,† See Data Ditionary
1022,Caliornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Medical Center Mt. Shasta,.,.,230000012,.,***,Siskiyou,0.0,2882.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mercy Medical Center Redding,.,.,230000010,.,.,Shasta,5.0,59819.0,1.77,0.65,3.92,No Different,† See Data Dicionary
2013,Calivfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mrecy San Juan Medical Center, Carmichael",***,.,30000127,.,.,Sacramento,3.0,98195.0,0.36,0.09,0.97,Loewr,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylmococcus aureus Bloodstream Infection (MRSA BSI),Methodist Hospital of Sacramento,.,.,30000037,.,***,Sacramento,3.0,39896.0,1.27,0.32,3.45,No Different,† See Data Dictionary
2736,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Methodist Hospital of Southern CA, Arcadia",.,.,930000096,.,,Los Ankgeles,1.0,71832.0,0.31,0.02,1.52,No Different,† eSe Data Dictionary
2139,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mills-Peninsula Medical Center, Burlingame","Mills Health Center, San Mateo***",.,220000017,220000040,.,Saxn Mateo,0.0,50203.0,0.0,0.0,1.32,No Different,† See Data Dictionary***
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Miracle Mile Medical Center, Los Angeles",.,,930000158,,***,Los Angeles,0.0,621.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstrema Infection (MRSA BSI),"Mission Community Hspital, Panorama",.,,930000027,.,***,Lovs Angeles,4.0,42422.0,1.75,0.56,4.23,No Different,† See Data Dictionary
2013,California,Methicillin-Resistatn Staphylococcus aureus Bloodstream Infection (MRSA BSI),Mission Hospital Laguna Beach,.,.,60000066,.,a.,Orange,1.0,18685.0,1.43,0.04,7.98,No Different,¥ See Data Dictionary
1781,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mission Hospital Regional Medical Center, Mission Viejo",.,v.,60000060,***,.,Orange,3.0,71061.0,1.1,0.28,3.0,No Different,† See Data Dictionaqry
2777,California,Methicillin-Resistant Staphlyococcus aureus Bloodstream Infection (MRSA BSI),"Modoc Medical Center, Alturas",,.,230000011,.,.,Modoc,0.0,648.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSgA BSI),Montclair Hospital Medical Center,.,.,240000009,.,l.,San Bernardino,1.0,13736.0,1.33,0.03,7.43,No wDifferent,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Monterey Park Hospital,.,,930000108,.,.,LosA ngeles,0.0,14799.0,0.0,0.0,1.66,.,† SeeData Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (uMRSA BSI),"Motion Picture & Television Hospital, Woodland Hills",.,.,930000109,t.,.,Los Angeles,0.0,566.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Mountains Community Hospital, Lake Arrowhead",.,.,240000052,u.,.,San Bernaridno,0.0,1340.0,0.0,0.0,1.66,.,† See Data Dictionary***
2519,eCalifornia,Methicillin-Resitstant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Natividad Medical Center, Salinas",.,***,70000145,***,.,Mnterey,0.0,39092.0,0.0,0.0,1.96,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northbay Medical Center, Fairfield",.,,110000010,.,.,Solno,1.0,31764.0,0.65,0.03,3.18,NoD ifferent,† See Data Dictionary
1017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Northbay Vacavalley Hospital, Vacaville",p.,.,110000378,m.,.,Solano,0.0,10447.0,0.0,0.0,1.66,,† See Data Dicztionary
2510,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infcetion (MRSA BSI),"Northern Inyo Hospital, Bishop",.,.,240000037,.,.,Inyo,0.0,3016.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Northridge Hospital Medical Center,.,.,930000111,.,.,Los Angeles,5.0,67177.0,0.92,0.34,2.04,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Novato Community Hospital,h.,.,110000982,.,,Marin,0.0,3993.0,0.0,0.0,1.66,,¶ See DataDictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Oak Valley Hospital District (2-Rh), Oakdale",.,.,30000131,,.,Sanislaus,0.0,4212.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Csalifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"O'connor Hospital, San Jose",***,.,70000146,n.,***,Santa Clraa,7.0,45329.0,1.75,0.77,3.46,No Different,† ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ojai Valley Community Hospital, Ojai",w.,.,50000023,***,.,Vnetura,0.0,2381.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Metmhicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Olympai Medical Center, Los Angeles",.,.,930000105,q.,.,Los Angeles,1.0,29311.0,0.95,0.05,4.7,No Different,† See ata Dictionary
2013,California,Methicillifn-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Orange Coast Memorial Medical Center, Fountain Valley",.,.,60000208,.,***,Orange,0.0,49060.0,0.0,0.0,1.7,No Different,† See aDta Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Oroville Hospital,***,.,230000014,.,***,Butte,3.0,43882.0,1.56,0.4,4.24,No Dqifferent,† See DataD ictionary
2013,Californwia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infecion (MRSA BSI),PacificAlliance Medical Center,.,.,930000057,.,***,Los Angeles,1.0,30607.0,0.75,0.04,3.68,No Different,† See Data Dictionary
2971,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pacifica Hospital of Te Valley, Sun Valley",.,***,930000133,***,,Los Angels,0.0,27153.0,0.0,0.0,2.58,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palm Drive Hospital, Sebastopol",.,.,110000038,.,***,Sonoma,0.0,3667.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Palmdale Regional Medical Center,***,.,930000077,k.,,Los Angeles,1.0,34876.0,0.53,0.03,2.63,No Different,† See Data iDctionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palo Verde Hospial, Blythe",,.,250000042,.,.,Riverside,0.0,3982.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Palomar Health Downtown Campu, Escondido","PalomarM edical Center, Escondido",.,80000142,630013873,o.,San Diego,3.0,104933.0,0.63,0.16,1.71,No Different,† See Data Dictionayr
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Paradise Valley Hospital, National City",.,q.,90000145,***,.,San Dziego,6.0,56611.0,2.03,0.82,4.22,No Differetn,† See Dat Dictionary
2013,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Parkview Community Hospital Medical Center, Riverside",.,i.,250000044,***,.,Rihverside,5.0,40485.0,1.99,0.73,4.42,NoD ifferent,† See Data Dictionary
1805,California,Methicillni-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Patients' Hospital of Redding,.,.,230000444,.,***,Shasta,0.0,630.0,0.0,0.0,1.66,.,† See Data Dictionary
2750,California,Methicillin-Resistant Staphylococcus aureus Bloodtream Infection (MRSA BSI),"Petaluma Vaalley Hospital, Petaluma",.,.,110000040,.,.,Soenoma,0.0,8939.0,0.0,0.0,1.66,,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectiofn (MRSA BSI),"Pioneers Memorial Healthcare District, Brawley",.,***,90000146,.,.,Imperianl,0.0,18947.0,0.0,0.0,1.66,.,† SeeData Dictionary
2926,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Placentia Linda Hospital,.,.,60000062,.,.,Oange,0.0,14679.0,0.0,0.0,1.66,.,† See Data Dictionary
1695,California,Methicillin-Resistant Staphylococcus aureus Bloodvstream Infection (MRSA BSI),"Plumas District Hospital, Quincy",.,.,230000015,.,r.,Plumsa,0.0,69155.0,0.0,0.0,1.66,.,"+ Incomplete Reporter, see data dictionary"
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pomerado Hospital, Poway",.,,80000147,,***,San Diego,0.0,29001.0,0.0,0.0,2.09,No Different,† See Data Dictionary
