rxdevice,fileid,txdevice,starttime,endtime,valuevalue
6048,585505.0,-12442,277479266090563,277479565967119.0,255
6048,585505.0,-10693,277478366090239,277478665967123.0,255
6048,585505.0,5449,277477766090298,277478065967112.0,255
6048,585505.0,7060,277479566090546,277479865967124.0,255
6048,585506.0,-23517,277504166099382,277504465976269.0,255
6048,585506.0,-16772,277505366099709,277505665976266.0,255
6048,585506.0,-13954,277503866099469,277504165976270.0,255
6048,585506.0,-5963,277505666099729,277505965976260.0,255
6048,585506.0,7460,277504466099455,277504765976272.0,255
6048,585506.0,11870,277506266099822,277506565976280.0,255
6048,585506.0,21681,277503566099472,277503865976276.0,255
6048,585506.0,24444,277504766099749,277505065976273.0,255
6048,585506.0,28174,277505066099732,277505365976276.0,255
6048,585506.0,29522,277505966099743,277506265976276.0,255
6048,585519.0,-3271,277754666068424,277754965945008.0,255
6048,585519.0,1514,277754966068367,277755265944989.0,255
6048,585519.0,3544,277753466068414,277753765945005.0,255
6048,585519.0,13889,277753766068338,277754065945001.0,255
6048,585519.0,15527,277754066068423,277754365944984.0,255
6048,585519.0,23015,277753166068468,277753465945003.0,255
6048,585519.0,25858,277754366068453,277754665945016.0,255
6048,585520.0,-25777,277770266079096,277770565955548.0,255
6048,585520.0,-11536,277770566078971,277770865955590.0,255
6048,585520.0,-9859,277770866079046,277771165955740.0,255
6048,585520.0,-7890,277769066079073,277769365955578.0,255
6048,585520.0,-5171,277768766078985,277769065955591.0,255
6048,585520.0,3496,277769966079041,277770265955600.0,255
6048,585520.0,12125,277769666079044,277769965955584.0,255
6048,585520.0,16519,277769366078921,277769665955574.0,255
6048,585524.0,31479,277933766108393,277934065984784.0,255
6048,585532.0,-30959,278256566060931,278256865937507.0,255
6048,585532.0,-29071,278255366060704,278255665937441.0,255
6048,585532.0,-17285,278255066060672,278255365937406.0,255
6048,585532.0,-11044,278255666060705,278255965937398.0,255
6048,585532.0,1091,278256866060873,278257165937504.0,255
6048,585532.0,14082,278254766061059,278255065937418.0,255
6048,585532.0,22435,278255966060673,278256265937417.0,255
6048,585532.0,22884,278256266060877,278256565937419.0,255
6048,585533.0,-26304,278284466066179,278284765942676.0,255
6048,585533.0,-18343,278283266066061,278283565942647.0,255
6048,585533.0,-16996,278284766066029,278285065942666.0,255
6048,585533.0,-11424,278282066066377,278282365942673.0,255
6048,585533.0,-8407,278282366066113,278282665942646.0,255
6048,585533.0,1626,278283566066243,278283865942641.0,255
6048,585533.0,3583,278283866065923,278284165942657.0,255
6048,585533.0,9609,278282666066266,278282965942668.0,255
6048,585533.0,11107,278282966066211,278283265942652.0,255
6048,585533.0,24915,278284166066292,278284465942676.0,255
6048,585545.0,-20959,278687666089805,278687965966168.0,255
6048,585545.0,-18111,278687966089814,278688265966185.0,255
6048,585545.0,-17326,278688866089822,278689165966185.0,255
6048,585545.0,-12399,278688566089785,278688865966193.0,255
6048,585545.0,-3621,278688266089833,278688565966202.0,255
6048,585545.0,-2901,278687066089768,278687365966183.0,255
6048,585545.0,564,278686466089690,278686765966183.0,255
6048,585545.0,7064,278687366089759,278687665966158.0,255
6048,585545.0,28374,278686766089761,278687065966183.0,255
6048,585549.0,-30984,278713766088266,278714065965041.0,255
6048,585549.0,-15079,278713166088262,278713465965038.0,255
6048,585549.0,-5654,278713466088134,278713765965048.0,255
6048,585549.0,-3686,278714366088270,278714665965043.0,255
6048,585549.0,186,278712566088304,278712865965046.0,255
6048,585549.0,2619,278714066088135,278714365965030.0,255
6048,585549.0,5376,278712866088134,278713165965026.0,255
6048,585549.0,9651,278714666088099,278714965965039.0,255
6048,585549.0,27000,278714966088256,278715265964966.0,255
6048,585554.0,-11047,278799266090370,278799565966688.0,255
6060,1132557.0,-12678,276171566131686,276171866008023.0,255
6060,1132557.0,-1459,276171266132115,276171566008067.0,255
6060,1132558.0,236,276206366109028,276206665985358.0,0
6060,1132558.0,18907,276206066109093,276206365985357.0,0
6060,1132558.0,30045,276205766109012,276206065985377.0,0
6060,1132559.0,-22249,276257066099807,276257365976282.0,255
6060,1132559.0,26760,276257366099787,276257665976302.0,255
6060,1132560.0,-28426,276274166069251,276274465945947.0,255
6060,1132560.0,-27236,276274466069150,276274765945883.0,255
6060,1132564.0,-6848,277380866094950,277381165971512.0,255
6060,1132564.0,-6621,277380566094934,277380865971501.0,255
6060,1132565.0,-4917,277415366034577,277415665911082.0,255
6060,1132565.0,12257,277415066034608,277415365911057.0,255
6060,1132565.0,12328,277415666034425,277415965911069.0,255
6060,1132565.0,25565,277415966034529,277416265911078.0,255
6060,1132566.0,-29333,277467566122551,277467865998815.0,255
6060,1132566.0,-22122,277467266122567,277467565998855.0,255
6060,1132567.0,-16305,277502066127369,277502366015763.0,255
6060,1132567.0,-11322,277501766127324,277502066015741.0,255
6060,1132567.0,21648,277501466127529,277501766015739.0,255
6060,1132570.0,-10770,277553666101161,277553965977934.0,255
6060,1132570.0,4001,277553366101186,277553665977926.0,255
6060,1132570.0,7699,277553966101110,277554265977886.0,255
6060,1132571.0,-29959,277588166077614,277588465954161.0,255
6060,1132571.0,-7622,277588466077378,277588765954172.0,255
6060,1132571.0,9843,277588766077998,277589065954187.0,255
6060,1132572.0,21545,277640366097677,277640665974283.0,255
6060,1132572.0,30587,277640066097828,277640365974242.0,255
6060,1132573.0,-10289,277674866116309,277675165992839.0,255
6060,1132573.0,-3056,277674266116389,277674565992834.0,255
6060,1132573.0,16198,277674566116518,277674865992802.0,255
6060,1132575.0,10548,277726466062231,277726765938739.0,255
6060,1132575.0,29450,277726766061989,277727065938746.0,255
6060,1132576.0,-23107,277766366126791,277766666003334.0,255
6060,1132576.0,-7877,277766666126686,277766966003293.0,255
6060,1132577.0,16163,277775666129582,277775966006114.0,255
6060,1132579.0,-1568,277826966120520,277827265996994.0,255
6060,1132585.0,-1861,277915766108523,277916065984884.0,255
6060,1132586.0,-4737,277918466092232,277918765968790.0,255
6060,1132586.0,-374,277918166092218,277918465968799.0,255
6060,1132588.0,-25903,277985666038055,277985965914490.0,255
6060,1132588.0,-10760,277985366037812,277985665914462.0,255
6060,1132589.0,18833,278019866041604,278020165918166.0,255
6060,1132590.0,28253,278021366053179,278021665929805.0,255
6060,1132592.0,-13771,278072366055126,278072665931920.0,255
6060,1132592.0,10710,278072666055613,278072965931874.0,255
6060,1132593.0,-27592,278106566079200,278106865955799.0,255
6060,1132593.0,-9146,278106266079527,278106565955781.0,255
6060,1132593.0,-2790,278107166079374,278107465955797.0,255
6060,1132593.0,7645,278106866079566,278107165955800.0,255
6060,1132594.0,-8536,278157566123733,278157866000267.0,255
6060,1132594.0,2817,278157866123779,278158166000279.0,255
6060,1132596.0,-5013,278195066119544,278195365995816.0,255
6060,1132596.0,-383,278194766119514,278195065995808.0,255
6060,1132596.0,18632,278195366119588,278195665995811.0,255
6060,1132598.0,-7660,278244866118597,278245165995167.0,255
6060,1132598.0,-4925,278244566118965,278244865995205.0,255
6060,1132599.0,-27875,278279366070463,278279665947022.0,255
6060,1132599.0,-24322,278279666070094,278279965946957.0,255
6060,1132599.0,3287,278279966070126,278280265946895.0,255
6060,1132600.0,9476,278331266048917,278331565925593.0,255
6060,1132600.0,30254,278331866048679,278332165925603.0,255
6060,1132600.0,32445,278331566049260,278331865925489.0,255
6060,1132601.0,-1821,278365466047131,278365765922915.0,255
6060,1132601.0,18250,278366066046680,278366365922867.0,255
6060,1132601.0,29341,278365766046699,278366065922892.0,255
6060,1132611.0,12690,278600966076859,278601265953526.0,255
6060,1132611.0,29093,278600666076921,278600965953548.0,255
6060,1132612.0,18762,278604866085464,278605165962234.0,255
6060,1132613.0,2646,278606066057559,278606365933770.0,255
6061,297787.0,2947,276180266108054,276180565984461.0,255
6061,297793.0,-153,276215966103501,276216265979756.0,255
6061,297794.0,17868,276266966071134,276267265947807.0,255
6064,297860.0,-24336,276180266047179,276180565923951.0,255
6064,297860.0,-19389,276179966047754,276180265923733.0,255
6064,297860.0,-12626,276179666047303,276179965923734.0,255
6064,297860.0,-12487,276180566047531,276180865923700.0,255
6064,297860.0,30796,276179366047670,276179665923719.0,255
6064,297861.0,-10140,276189566117825,276189865994403.0,255
6064,297863.0,-20039,276218066067951,276218365944478.0,255
6064,297863.0,3203,276217766067900,276218065944457.0,255
6064,297863.0,12297,276217166067898,276217465944458.0,255
6064,297863.0,13770,276217466067964,276217765944480.0,255
6064,297863.0,14427,276216866067745,276217165944454.0,255
6064,297865.0,-24289,276266066073869,276266365950573.0,255
6064,297865.0,-2543,276266966073886,276267265950451.0,255
6064,297865.0,23902,276266666073794,276266965950459.0,255
6064,297865.0,25696,276266366073891,276266665950477.0,255
6064,297865.0,29718,276265766073866,276266065950447.0,255
6064,297866.0,-23274,276297866036158,276298165912869.0,255
6064,297866.0,-19092,276297266036290,276297565912861.0,255
6064,297866.0,-13979,276297566036169,276297865912841.0,255
6064,297866.0,-13273,276298466036114,276298765912847.0,255
6064,297866.0,1028,276298166036194,276298465912848.0,255
6064,297869.0,-28166,276355466038661,276355765915464.0,255
6064,297869.0,-13405,276355766038712,276356065915338.0,255
6064,297869.0,-892,276356066038555,276356365915322.0,255
6064,297869.0,11298,276356366038632,276356665915312.0,255
6064,297869.0,27765,276356666038633,276356965915348.0,255
6064,297874.0,-23606,276389666096144,276389965972517.0,255
6064,297874.0,10504,276389366096140,276389665972518.0,255
6064,297874.0,11212,276390266096115,276390565972511.0,255
6064,297874.0,13503,276389966096164,276390265972504.0,255
6064,297874.0,23413,276390566096145,276390865972525.0,255
6064,297875.0,-9199,276458666104013,276458965980444.0,255
6064,297875.0,-6681,276459266103765,276459565980399.0,255
6064,297875.0,110,276458966103805,276459265980414.0,255
6064,297875.0,21068,276458366103820,276458665980447.0,255
6064,297875.0,21879,276459566103630,276459865980403.0,255
6064,297876.0,1371,276461966110816,276462265987188.0,255
6064,297876.0,16341,276462266110695,276462565987200.0,255
6064,297877.0,-27586,276466166114867,276466465991156.0,255
6064,297877.0,-17338,276467066114877,276467365991168.0,255
6064,297877.0,-3271,276467366114892,276467665991168.0,255
6064,297881.0,-27256,276472766129166,276473066005981.0,255
6064,297881.0,-17039,276473066129412,276473366005969.0,255
6064,297881.0,-12777,276472466129454,276472766005959.0,255
6064,297882.0,-28651,276527066069874,276527365946561.0,255
6064,297882.0,-494,276527366069777,276527665946595.0,255
6064,297882.0,32176,276526766069890,276527065946728.0,255
6064,297883.0,-30575,276559166088312,276559465964859.0,255
6064,297883.0,-4545,276558566088176,276558865964839.0,255
6064,297883.0,6722,276559466088220,276559765964820.0,255
6064,297883.0,11155,276560666088120,276560965964806.0,255
6064,297883.0,12085,276558266088235,276558565964857.0,255
6064,297883.0,20668,276558866088205,276559165964849.0,255
6065,297929.0,-21204,276182066068698,276182365945337.0,255
6065,297930.0,32087,276186266126984,276186566003853.0,255
6065,297932.0,-11782,276272366040596,276272665916910.0,255
6065,297932.0,26688,276272666040429,276272965916822.0,255
6065,297934.0,-29129,277391366113401,277391665989558.0,255
6065,297934.0,11102,277391066113133,277391365989707.0,255
6065,297940.0,-15317,277508966048461,277509265925291.0,0
6065,297940.0,11058,277508666048509,277508965925432.0,0
6065,297940.0,15665,277508366048528,277508665925271.0,0
6065,297941.0,-10864,277519166111073,277519465987706.0,255
6065,297941.0,-2082,277518866111518,277519165987690.0,255
6065,297941.0,23285,277519466111162,277519765987653.0,255
6065,297945.0,14043,277649066061268,277649365937937.0,255
6065,297954.0,13006,277991066066804,277991365943016.0,255
6065,297955.0,21027,277995866107913,277996165984265.0,255
6065,297958.0,15396,278110466129526,278110766015599.0,255
6065,297959.0,-24253,278121866136946,278122166013645.0,255
6065,297959.0,-20952,278119166037026,278119465913650.0,255
6065,297959.0,-14327,278120966037071,278121265913641.0,255
6065,297959.0,-789,278119466036993,278119765913672.0,255
6065,297959.0,4506,278118866037012,278119165913664.0,255
6065,297959.0,12778,278117966037584,278118265913632.0,255
6065,297959.0,23662,278123966136997,278124266013651.0,255
6065,297959.0,32562,278120666036995,278120965913648.0,255
6065,297961.0,21470,278275166039984,278275465916388.0,255
6065,297965.0,25325,278442566068915,278442865945244.0,255
6065,297966.0,-22708,278447366048979,278447665925672.0,255
6065,297967.0,-19702,278483366118886,278483665995621.0,255
6065,297970.0,19395,278627666086795,278627965963479.0,255
6065,297977.0,-30412,278772866131576,278773166007433.0,255
6078,298230.0,-27581,276180866102000,276181165978704.0,255
6078,298230.0,-20818,276180566102007,276180865978700.0,255
6078,298230.0,22604,276180266102155,276180565978665.0,255
6078,298231.0,-17106,276211166087158,276211465963904.0,255
6078,298235.0,-28061,276262766074137,276263065950700.0,255
6078,298235.0,10322,276263366074087,276263665950700.0,255
6078,298235.0,27985,276263066074124,276263365950665.0,255
6078,298237.0,15687,277390466039178,277390765915901.0,255
6078,298237.0,26601,277390166039436,277390465915896.0,255
6078,298243.0,-24723,277473266102342,277473565978908.0,255
6078,298243.0,-12850,277473566102313,277473865978932.0,255
6078,298243.0,6175,277472966102414,277473265978943.0,255
6078,298244.0,13236,277507166122317,277507465998775.0,255
6078,298245.0,-14830,277514966062932,277515265939282.0,255
6078,298246.0,-3166,277560866094156,277561165970808.0,255
6078,298246.0,8716,277560566094364,277560865970828.0,255
6078,298247.0,-8666,277593866087282,277594165963700.0,255
6078,298247.0,7756,277594166087017,277594465963743.0,255
6078,298250.0,5377,277605866113511,277606165989993.0,255
6078,298252.0,942,277645166131368,277645466007826.0,255
6078,298252.0,30776,277644866131507,277645166007823.0,255
6078,298253.0,-25874,277681166090518,277681465966887.0,255
6078,298253.0,17612,277680566090543,277680865966808.0,255
6078,298253.0,21137,277680866089980,277681165966881.0,255
6078,298254.0,-4346,277682366121086,277682665997738.0,255
6078,298256.0,5107,277688366098467,277688665975116.0,255
6078,298259.0,-27296,277733966056036,277734265932343.0,255
6078,298259.0,-7121,277733666056088,277733965932300.0,255
6078,298259.0,27281,277733366056147,277733665932365.0,255
6078,298260.0,3085,277766366130282,277766666006831.0,255
6078,298260.0,19391,277766066130389,277766366006831.0,255
6078,298268.0,-12590,277866266105634,277866565982019.0,255
6078,298276.0,-8248,277995866107324,277996165984142.0,255
6078,298276.0,-425,277995566107463,277995865984081.0,255
6078,298276.0,24185,277995266107450,277995565984121.0,255
6078,298278.0,21865,278024066110654,278024365986780.0,255
6078,298285.0,-13580,278097266099057,278097565975577.0,255
6078,298289.0,31484,278163866093869,278164165970328.0,255
6078,298290.0,-18495,278165366067406,278165665943428.0,255
6078,298290.0,27871,278165666067083,278165965943572.0,255
6078,298292.0,-25444,278198066041135,278198365917701.0,255
6078,298292.0,-12909,278198666041139,278198965917606.0,255
6078,298292.0,-11394,278198366041097,278198665917639.0,255
6078,298296.0,-528,278204966105333,278205265981667.0,255
6078,298298.0,-11241,278250866039996,278251165916927.0,255
6078,298298.0,15181,278250566040334,278250865916917.0,255
6078,298300.0,-22448,278285066129205,278285366004561.0,255
6078,298300.0,-22446,278285366128150,278285666004563.0,255
6078,298302.0,7972,278289566098157,278289865974866.0,255
6078,298304.0,-17835,278299466086843,278299765963122.0,255
6078,298305.0,-23132,278300966052301,278301265928528.0,255
6078,298306.0,-23926,278339066081155,278339365957791.0,255
6078,298306.0,3037,278338766081123,278339065957756.0,255
6078,298306.0,8227,278338466081798,278338765957912.0,255
6078,298310.0,-28668,278384066110742,278384365987409.0,255
6078,298310.0,25021,278384366110899,278384665987361.0,255
6078,298312.0,-24757,278390966093707,278391265969999.0,255
6078,298317.0,6299,278448566076348,278448865952853.0,255
6078,298317.0,30237,278448266076335,278448565952822.0,255
6078,298318.0,-21945,278460566069275,278460865945979.0,255
6078,298318.0,-15048,278460866069127,278461165945968.0,255
6078,298319.0,-13437,278462666080496,278462965956736.0,255
6078,298319.0,7025,278462966079938,278463265956722.0,255
6078,298322.0,-16916,278475866035778,278476165912542.0,255
6078,298322.0,19654,278475566036087,278475865912570.0,255
6078,298326.0,15666,278597966121264,278598265997840.0,255
6078,298326.0,27717,278597666121009,278597965997834.0,255
6078,298327.0,28734,278614166108965,278614465985483.0,255
6078,298328.0,3297,278614766136116,278615065912066.0,255
6078,298333.0,5045,278682866069220,278683165945714.0,255
6097,3372406.0,-16720,277469666035129,277469965911919.0,255
6097,3372406.0,15945,277469966035105,277470265911948.0,255
6097,3372406.0,18154,277469366035283,277469665911943.0,255
6097,3372406.0,24778,277471166035151,277471465912062.0,255
6097,3372406.0,32410,277470266035214,277470565911920.0,255
6097,3372407.0,-26167,277505366121727,277505665998414.0,255
6097,3372407.0,-12752,277505066121555,277505365998456.0,255
6097,3372407.0,-5526,277504766121601,277505065998432.0,255
6097,3372407.0,-2392,277505966121724,277506265998443.0,255
6097,3372407.0,1562,277505666121596,277505965998446.0,255
6097,3372408.0,-28751,277506866107596,277507165983649.0,255
6097,3372408.0,22811,277507166107441,277507465983630.0,255
6097,3372410.0,-6893,277520366131031,277520666007660.0,255
6097,3372410.0,12877,277520666130867,277520966007707.0,255
6097,3372411.0,14893,277556966128843,277557266005575.0,255
6097,3372411.0,31447,277556666128869,277556966005578.0,255
6097,3372413.0,-21067,277578866072207,277579165948776.0,255
6097,3372413.0,-10765,277579166072148,277579465948709.0,255
6097,3372416.0,10406,277643066072172,277643365948438.0,255
6097,3372416.0,20527,277643366072210,277643665948432.0,255
6097,3372422.0,29872,277694666078816,277694965955630.0,255
6097,3372423.0,18154,277729466118714,277729765995160.0,255
6097,3372423.0,19823,277729766118443,277730065995153.0,255
6097,3372424.0,-17061,277764866129168,277765166005020.0,255
6097,3372424.0,865,277764266128786,277764566005066.0,255
6097,3372424.0,21730,277764566129104,277764866005053.0,255
6097,3372429.0,-3162,277938866080303,277939165956637.0,255
6097,3372431.0,-19047,277988666051795,277988965928620.0,255
6097,3372431.0,-2716,277989866051784,277990165928587.0,255
6097,3372431.0,-1482,277990166051712,277990465928605.0,255
6097,3372432.0,-13445,278023466046329,278023765922954.0,255
6097,3372432.0,-4606,278023166046334,278023465922961.0,255
6097,3372432.0,28545,278022866046423,278023165922998.0,255
6097,3372433.0,2456,278027366088715,278027665964864.0,255
6100,300068.0,3833,276214466034508,276214765911349.0,255
6100,300069.0,18480,276221666111194,276221965987445.0,255
6100,300069.0,21610,276221366111346,276221665987481.0,255
6100,300073.0,-14371,276299966063668,276300265939938.0,255
6100,300077.0,-9055,276307166133353,276307466009988.0,255
6100,300077.0,27207,276306866033612,276307166010028.0,255
6100,300079.0,-32158,276378866105961,276379165982180.0,255
6100,300079.0,-7476,276378566105836,276378865982168.0,255
6100,300082.0,-30168,276387266075894,276387565952508.0,255
6100,300082.0,-15479,276387866075859,276388165952500.0,255
6100,300082.0,424,276386066075858,276386365952565.0,255
6100,300082.0,11954,276387566075886,276387865952590.0,255
6100,300082.0,15467,276386366075927,276386665952522.0,255
6100,300082.0,19171,276386966076341,276387265952571.0,255
6100,300082.0,26442,276386666075890,276386965952522.0,255
6100,300084.0,-17580,276465566109869,276465865986059.0,255
6100,300085.0,3037,276471866036937,276472165913347.0,255
6100,300093.0,-28625,276559166047469,276559465923842.0,255
6100,300093.0,-20176,276561566047635,276561865923892.0,255
6100,300093.0,-19860,276560666047286,276560965923894.0,255
6100,300093.0,-14168,276560966047810,276561265923874.0,255
6100,300093.0,-12491,276558566047216,276558865924137.0,255
6100,300093.0,-9059,276561866047240,276562165923893.0,255
6100,300093.0,-4993,276557966047428,276558265923865.0,255
6100,300093.0,2053,276559466047486,276559765923889.0,255
6100,300093.0,2444,276558266047756,276558565923878.0,255
6100,300093.0,4725,276558866047682,276559165923890.0,255
6100,300093.0,5023,276560366047865,276560665923884.0,255
6100,300093.0,9610,276557666047670,276557965923907.0,255
6100,300093.0,11308,276561266047204,276561565923927.0,255
6100,300093.0,11371,276560066047492,276560365923891.0,255
6100,300093.0,24772,276562166047648,276562465923873.0,255
6100,300093.0,27622,276559766047403,276560065923863.0,255
6100,300093.0,30081,276562466047332,276562765924105.0,255
6100,300100.0,-19808,276643166075501,276643465951973.0,255
6100,300100.0,-14626,276644666075344,276644965951939.0,255
6100,300100.0,-13920,276645566075105,276645865951982.0,255
6100,300100.0,-7008,276644066075101,276644365952171.0,255
6100,300100.0,-6063,276643766075575,276644065951955.0,255
6100,300100.0,-3710,276647666075435,276647965951946.0,255
6100,300100.0,-2658,276643466075319,276643765951935.0,255
6100,300100.0,-2591,276646766075081,276647065952045.0,255
6100,300100.0,705,276646466075549,276646765951941.0,255
6100,300100.0,3881,276644366075515,276644665951983.0,255
6100,300100.0,12632,276644966075086,276645265951972.0,255
6100,300100.0,12841,276646166075121,276646465951964.0,255
6100,300100.0,13663,276642866075056,276643165951943.0,255
6100,300100.0,21919,276645266075518,276645565951932.0,255
6100,300100.0,23088,276645866075662,276646165951970.0,255
6100,300100.0,24150,276642566075492,276642865951942.0,255
6100,300105.0,-6593,276719366067545,276719665943797.0,255
6100,300105.0,26421,276719066067480,276719365943800.0,255
6100,300107.0,-25878,276722966033431,276723265909817.0,255
6100,300107.0,22036,276722666033320,276722965909865.0,255
6100,300108.0,9003,276735566086452,276735865963034.0,255
6100,300108.0,10049,276735266086439,276735565963107.0,255
6100,300109.0,-3964,276739466095734,276739765972647.0,255
6100,300111.0,23708,276796466068517,276796765945090.0,255
6100,300111.0,29195,276796166068624,276796465945085.0,255
6100,300113.0,-27666,276803666066187,276803965942552.0,255
6100,300113.0,-5236,276803366066339,276803665942551.0,255
6100,300113.0,7043,276803966066256,276804265942537.0,255
6100,300116.0,9943,276811166096837,276811465973257.0,255
6100,300116.0,22285,276811766096860,276812065973281.0,255
6100,300116.0,26532,276811466096832,276811765973301.0,255
6100,300118.0,-17024,276818666060760,276818965936996.0,255
6100,300118.0,12130,276817166060410,276817465936961.0,255
6100,300118.0,22183,276817466060816,276817765936947.0,255
6100,300120.0,-10074,276865766101772,276866065978195.0,255
6100,300120.0,-9012,276866066101609,276866365978180.0,255
6100,300128.0,-19719,276903866053694,276904165929995.0,255
6100,300128.0,-11553,276903566053346,276903865929980.0,255
6100,300137.0,-32650,277078166125872,277078466002560.0,255
6100,300137.0,-9321,277079366126005,277079666002501.0,255
6100,300137.0,-3408,277079066125793,277079366002529.0,255
6100,300137.0,22485,277077866125806,277078166002567.0,255
6100,300137.0,25871,277078466125848,277078766002799.0,255
6100,300137.0,28743,277077566125963,277077866002572.0,255
6100,300137.0,31525,277078766125852,277079066002471.0,255
6100,300140.0,-26215,277155866096842,277156165973171.0,255
6100,300141.0,1763,277162766066406,277163065943127.0,255
6100,300141.0,2929,277162166066717,277162465943131.0,255
6100,300141.0,7652,277163066066976,277163365943176.0,255
6100,300141.0,15934,277162466066831,277162765943168.0,255
6100,300142.0,-29792,277164866109736,277165165986561.0,255
6100,300142.0,-21319,277165166110378,277165465986792.0,255
6100,300142.0,10890,277165466110006,277165765986605.0,255
6100,300144.0,22293,277168466032851,277168765909760.0,255
6103,300242.0,14144,276173366096332,276173665972371.0,255
6103,300243.0,24878,276180266067710,276180565944495.0,255
6103,300244.0,-23239,276213266033487,276213565909880.0,255
6103,300244.0,27423,276212966033681,276213265909885.0,255
6103,300247.0,2125,276224966065486,276225265942058.0,255
6103,300247.0,19219,276224666065570,276224965942147.0,255
6103,300248.0,19291,276260366123503,276260665999596.0,255
6103,300249.0,5653,276266666038650,276266965915015.0,255
6103,300250.0,-22658,276273866106555,276274165981984.0,255
6103,300250.0,9060,276274166105460,276274465982011.0,255
6103,300251.0,-4494,276278366107103,276278665983441.0,255
6103,300252.0,23594,276300566119975,276300865996665.0,255
6103,300254.0,-27494,276307166038647,276307465914130.0,255
6103,300255.0,21075,276346166139758,276346466016292.0,255
6103,300257.0,-24568,276366566039706,276366865916481.0,255
6103,300257.0,7009,276366866039688,276367165916469.0,255
6103,300258.0,-26748,276382766071818,276383065948319.0,255
6103,300258.0,-10809,276382466071743,276382765948362.0,255
6103,300258.0,24729,276383066071657,276383365948305.0,255
6103,300260.0,-18020,277469366040851,277469665917552.0,255
6103,300261.0,22357,277475966044719,277476265921462.0,255
6103,300261.0,28891,277475666044824,277475965921456.0,255
6103,300262.0,-3986,277489166114915,277489465991111.0,255
6103,300262.0,28116,277489466114537,277489765991109.0,255
6103,300262.0,31757,277489766114834,277490065991054.0,255
6103,300263.0,5502,277503266058830,277503565935657.0,255
6103,300265.0,-21854,277556366107225,277556665983437.0,255
6103,300266.0,-19573,277563266075050,277563565950916.0,255
6103,300268.0,27379,277576466095899,277576765972481.0,255
6103,300269.0,-24647,277607966078122,277608265954757.0,255
6103,300269.0,-8250,277608266078179,277608565954777.0,255
6103,300269.0,16799,277607666078243,277607965954746.0,255
6103,300271.0,-30826,277644866076064,277645165952479.0,255
6103,300273.0,-13885,277653266123375,277653565999818.0,255
6103,300277.0,-19475,277664966087826,277665265964261.0,255
6103,300278.0,-24688,277668866130115,277669166006621.0,255
6103,300282.0,-32530,277728866122432,277729165998398.0,255
6103,300282.0,-30594,277729766121773,277730065998393.0,255
6103,300282.0,-27507,277729466121913,277729765998411.0,255
6103,300282.0,-19884,277729166121764,277729465998388.0,255
6103,300284.0,-31858,277959566103855,277959865980365.0,255
6103,300284.0,-27469,277959866103836,277960165980354.0,255
6103,300284.0,23617,277959266103856,277959565980327.0,255
6103,300285.0,26996,277988366060178,277988665936824.0,255
6103,300286.0,4912,277995566129133,277995866005375.0,255
6103,300288.0,-6501,278008766085433,278009065961348.0,255
6103,300288.0,13126,278008466085348,278008765961302.0,255
6103,300291.0,-7603,278041466033631,278041765910189.0,255
6103,300291.0,10239,278041166033656,278041465910189.0,255
6103,300292.0,10884,278074166059084,278074465935640.0,255
6103,300296.0,-31868,278125166087194,278125465964009.0,255
6103,300296.0,16701,278125466087631,278125765963912.0,255
6103,300297.0,-28412,278181266118189,278181565994863.0,255
6103,300299.0,2354,278216066111994,278216365988440.0,255
6103,300299.0,27441,278215766112055,278216065988475.0,255
6103,300301.0,18208,278339966068037,278340265944494.0,255
6103,300302.0,4145,278351066064563,278351365940890.0,255
6103,300305.0,-29513,278360366079232,278360665954297.0,0
6103,300307.0,10181,278377166056958,278377465933146.0,255
6103,300308.0,5633,278422766056251,278423065933205.0,255
6103,300309.0,7837,278443166072922,278443465949247.0,255
6103,300310.0,25461,278444366101662,278444665978016.0,255
6103,300311.0,26280,278445566118976,278445865995173.0,255
6103,300312.0,5794,278677766117965,278678065994613.0,255
6103,300313.0,-12976,278684366063702,278684665940092.0,255
6103,300314.0,24577,278720366129485,278720666006096.0,255
6106,300405.0,-22326,277658066122531,277658365998730.0,255
6106,300419.0,-8473,278113466034159,278113765910898.0,255
6107,300547.0,5936,276179366067941,276179665944729.0,255
6107,300548.0,26093,276180566093308,276180865969779.0,255
6107,300551.0,4729,276185666098703,276185965975047.0,255
6107,300552.0,20555,276186566066399,276186865942714.0,255
6107,300553.0,22390,276210566126587,276210866003091.0,255
6107,300553.0,25792,276210266126665,276210566003059.0,255
6107,300554.0,12732,276212366095711,276212665972159.0,255
6107,300559.0,25655,276353666118700,276353965995045.0,255
6107,300567.0,12748,276385466059365,276385765935852.0,255
6107,300578.0,27159,277390466036727,277390765913144.0,255
6107,300583.0,19005,277407866052078,277408165928365.0,255
6107,300585.0,-26259,277409366121952,277409665998404.0,255
6107,300587.0,-14092,277497566056038,277497865932704.0,255
6107,300587.0,5881,277497866056028,277498165932726.0,255
6107,300587.0,14742,277498166056071,277498465932726.0,255
6107,300588.0,-19044,277499966037786,277500265914689.0,255
6107,300588.0,-13700,277499066037916,277499365914417.0,255
6107,300588.0,10491,277499666037865,277499965914441.0,255
6107,300588.0,27026,277499366037826,277499665914452.0,255
6107,300594.0,8598,277561766125903,277562066002314.0,255
6107,300600.0,-8262,277594166115115,277594465991482.0,255
6107,300601.0,11631,277648166067805,277648465944309.0,255
