rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
6221,24849.0,6954,277225766106610,277226065983181.0,255
6221,24845.0,14336,277225466106649,276807876097228.0,255
6221,24812.0,-14746,277234166070996,276266676055141.0,255
6221,24841.0,140,277234766070913,277762176055058.0,255
6221,24846.0,15705,277233866070289,277762176055058.0,255
6306,305747.0,28491,277234466070341,277129176056224.0,255
6221,24850.0,14094,277250366112610,277250665988732.0,255
6221,24842.0,6921,277258166061339,277258465937873.0,255
6221,24836.0,12374,277303166087357,277106076056089.0,255
6221,24824.0,-23787,277309766111337,276871476076359.0,255
6221,24837.0,26267,277309466111268,276266676055141.0,255
6221,305757.0,-5723,277321466052439,277321765928977.0,255
6221,24832.0,-15970,277385966116494,277386265993084.0,255
6221,24814.0,181,277386566116572,276905376089894.0,255
6221,305758.0,5456,277386266116816,276807876097228.0,255
6221,24832.0,12491,277387166116666,276905376089894.0,255
6221,24825.0,28594,277386866116552,277387165992861.0,255
6221,305759.0,23207,277391366060716,276902676073996.0,255
6221,305760.0,11562,277392266066011,277422576021761.0,255
6221,24812.0,-29595,277394366051990,276902676073996.0,255
6221,24814.0,1775,277394666051466,277762176055058.0,255
6221,305761.0,20716,277394966051721,277106076056089.0,255
6249,305764.0,-24548,277400666063661,276387576062486.0,255
6221,24825.0,-25187,277403066125753,277564776055062.0,255
6221,305765.0,-2348,277402766125829,276871476076359.0,255
6221,24837.0,17283,277402466125721,277077876031133.0,255
6221,305765.0,23749,277402166125956,277402466002405.0,255
6221,24845.0,-8251,277411466131578,277411766008075.0,255
6221,24824.0,11074,277412066131335,277412366008091.0,255
6221,24849.0,30202,277411766131465,277412066008081.0,255
6221,24841.0,-22347,277418366080316,276905376089894.0,255
6221,24837.0,-15425,277418666080163,276902676073996.0,255
6221,24841.0,-28412,277423466130465,277088076019619.0,255
6221,24825.0,8742,277423766130346,277424066006864.0,255
6221,24814.0,-30028,277435766120659,276871476076359.0,255
6221,24851.0,-25302,277435166120679,276524376016804.0,255
6221,305778.0,16979,277435466121055,277435765997648.0,255
6221,24836.0,32340,277434866121161,276871476076359.0,255
6221,24849.0,-13358,277472666063504,276297576073022.0,255
6221,305780.0,-29331,277474166105971,276266676055141.0,255
6221,24832.0,-19558,277495166129535,276297576073022.0,255
6221,24817.0,11692,277495466129226,277495766006159.0,255
6221,305784.0,-10685,277507166059697,276266676055141.0,255
6221,305785.0,8144,277511666106175,276266676055141.0,255
6221,24845.0,-18743,277513166059943,277077876031133.0,255
6221,24817.0,7727,277512866060474,277513165936644.0,255
6221,24814.0,-23482,277559966110026,277046376011948.0,255
6221,305787.0,-3741,277559066109911,277559365986890.0,255
6221,24842.0,640,277559366109909,276905376089894.0,255
6221,24837.0,3257,277558766110223,277106076056089.0,255
6221,24812.0,6645,277559666109824,277559965986856.0,255
6221,305789.0,23950,277600466121797,277600765997963.0,255
6221,24840.0,-4456,277645166045379,276387576062486.0,255
6221,24836.0,-3369,277645766044768,277763076055191.0,255
6221,24842.0,4758,277646366044856,276524376016804.0,255
6221,24832.0,6360,277646066044682,277046376011948.0,255
6221,24812.0,20750,277645466044734,277645765921691.0,255
6221,24849.0,31241,277646666044751,277129176056224.0,255
6221,305795.0,-5757,277742966057318,277743265933612.0,255
6295,305795.0,8301,277743266057295,277763076055191.0,255
6221,305795.0,14675,277742666057157,277046376011948.0,255
6221,24854.0,-25824,277766966068310,276871476076359.0,255
6221,305805.0,20954,277766666068256,277046376011948.0,255
6221,24848.0,-28841,277823366084859,277763076055191.0,255
6221,305806.0,18297,277823066085411,277823365961237.0,255
6221,24832.0,22728,277823666085184,277762176055058.0,255
6221,24842.0,-9814,277828766071942,277829065948328.0,255
6221,305807.0,17588,277829066071860,277129176056224.0,255
6221,305807.0,32306,277828466071982,277828765948385.0,255
6221,24824.0,-24733,277838366073605,276387576062486.0,255
6221,24832.0,-17123,277838666073331,276807876097228.0,255
6221,305811.0,-10806,277838966073286,276466176086601.0,255
6221,24832.0,-17649,277842866046882,276266676055141.0,255
6221,24814.0,-1014,277990766082009,276266676055141.0,255
6221,24855.0,18055,277991966064621,277992265941269.0,255
6221,24841.0,32553,277991666065003,277564776055062.0,255
6221,24817.0,5206,277995566081396,276466176086601.0,255
6221,305819.0,16609,277997066042007,277763076055191.0,255
6221,24845.0,18696,278005466075753,278005765952288.0,255
6221,305823.0,-10743,278008166117675,278008465993864.0,255
6221,24849.0,4739,278008766117683,276902676073996.0,255
6221,24854.0,10169,278009066117736,278009365993878.0,255
6221,24841.0,19402,278008466117669,278008765993874.0,255
6221,305824.0,-28837,278020166060089,277077876031133.0,255
6221,24812.0,-14796,278020766060002,278021065936468.0,255
6233,305824.0,-14564,278020466060038,277088076019619.0,255
6221,24840.0,17398,278019866060015,277077876031133.0,255
6221,24825.0,31849,278019566060085,278019865936423.0,255
6221,24836.0,-12991,278027366096194,278027665972987.0,255
6221,305825.0,-7742,278027666096408,276807876097228.0,255
6221,24832.0,-6124,278028566037647,278028865914295.0,255
6221,24837.0,25376,278033066073734,276266676055141.0,255
6221,24860.0,26530,278033366073523,278033665949860.0,255
6221,305828.0,-23626,278077466078047,276387576062486.0,255
6298,305828.0,23119,278077766078023,278078065954880.0,255
6221,24814.0,30997,278077166078034,278077465954902.0,255
6221,24850.0,9736,278078366117330,277763076055191.0,255
6221,24836.0,-23615,278099066055094,276902676073996.0,255
6221,24837.0,12688,278099666055123,278099965931462.0,255
6277,305832.0,14559,278099366055011,276466176086601.0,255
6221,305833.0,-29789,278111966116974,276297576073022.0,255
6221,24842.0,-27147,278111666116948,278111965993419.0,255
6221,305833.0,-23276,278111366117065,277422576021761.0,255
6287,305833.0,14275,278111066117329,276466176086601.0,255
6221,305834.0,-19194,278116166131110,278116466007857.0,255
6221,24814.0,-12031,278116466131165,278116766007857.0,255
6221,24837.0,-2363,278119166113248,276387576062486.0,255
6221,24840.0,-958,278119466112893,276266676055141.0,255
6221,24832.0,30683,278119766113030,277046376011948.0,255
6221,305836.0,8707,278163866089386,278164165965674.0,255
6221,24812.0,30533,278163566089188,277077876031133.0,255
6221,305839.0,-21092,278249966041016,278250265917821.0,255
6221,24817.0,-5898,278249666041213,277564776055062.0,255
6221,24860.0,-4026,278250566041045,277129176056224.0,255
6221,24825.0,29973,278250266041189,276905376089894.0,255
6228,306541.0,-27693,276175766125290,276176066001868.0,255
6228,24855.0,-24791,276176666125366,276466176086601.0,255
6228,24841.0,-3258,276176066125344,276176366001831.0,255
6251,306541.0,6089,276176366125315,276466176086601.0,255
6228,24851.0,8126,276175466125362,276175766001830.0,255
6228,24817.0,-23094,276262166077628,276905376089894.0,255
6228,24840.0,-16888,276263366077648,277046376011948.0,255
6228,24836.0,-1343,276328766127251,277762176055058.0,255
6228,24851.0,-31986,276349466106721,277106076056089.0,255
6228,306563.0,-22512,276348266106787,276348565983269.0,255
6228,24851.0,-14704,276349166106640,276349465983232.0,255
6228,24845.0,-13361,276348866106582,276524376016804.0,255
6228,24837.0,4934,276348566106638,277422576021761.0,255
6228,24814.0,19265,276349766106632,276902676073996.0,255
6228,24836.0,-19251,276780866048122,276466176086601.0,255
6228,306572.0,915,276780566047464,276524376016804.0,255
6228,24825.0,19706,276781166047451,276781465923916.0,255
6248,306572.0,27135,276781466047241,276781765924066.0,255
6228,306580.0,-14754,276868166112132,276807876097228.0,255
6228,24845.0,1809,276868466112135,276868765988747.0,255
6228,24840.0,4448,276866966112404,276387576062486.0,255
6228,24850.0,25878,276867266112308,277323276041700.0,255
6228,24814.0,25952,276867866112136,276868165988635.0,255
6228,306580.0,31263,276867566112305,276524376016804.0,255
6228,24854.0,-29060,276953666094347,276953965970945.0,255
6228,24817.0,-21366,276954566094151,276466176086601.0,255
6228,306589.0,1535,276953366094172,277763076055191.0,255
6228,24812.0,23633,276953966094162,277564776055062.0,255
6228,24851.0,29698,276954266094272,276954565970892.0,255
6228,24837.0,-32270,277040066068402,276297576073022.0,255
6228,24846.0,-30627,277040966068553,277041265945164.0,255
6228,306603.0,-15244,277040666068367,277088076019619.0,255
6228,24832.0,-7385,277040366068589,277763076055191.0,255
6228,24812.0,16624,277039766068541,276524376016804.0,255
6228,306614.0,-31554,277127066099238,276387576062486.0,255
6321,306614.0,-22835,277126766099243,276807876097228.0,255
6228,306614.0,-4306,277126166099345,276905376089894.0,255
6228,24817.0,27284,277126466099201,276902676073996.0,255
6263,306618.0,3922,277163966106720,276387576062486.0,255
6228,306624.0,7348,277194866093372,277763076055191.0,255
6228,306625.0,6560,277196966093827,277129176056224.0,255
6228,24836.0,29139,277196666093968,277196965970176.0,255
6228,306648.0,-23801,277386566089047,276297576073022.0,255
6228,306648.0,-12744,277385966089054,276297576073022.0,255
6228,24814.0,-8799,277386266088893,277386565965950.0,255
6228,24841.0,17897,277385366089196,276902676073996.0,255
6228,306648.0,19271,277385666088892,276871476076359.0,255
6228,24845.0,-16322,277472366096689,277472665973428.0,255
6228,24840.0,-4243,277472966096684,276466176086601.0,255
6228,24812.0,20573,277472066097014,277323276041700.0,255
6228,24848.0,24087,277472666097189,277472965973395.0,255
6228,24841.0,29752,277473266097113,276902676073996.0,255
6228,24817.0,3319,277559366087062,277559665963327.0,255
6228,24851.0,-25977,277644866087127,277645165963684.0,255
6228,306672.0,-21147,277646066087058,276466176086601.0,255
6228,24812.0,3766,277645466087043,276524376016804.0,255
6228,24850.0,11285,277645166086919,277129176056224.0,255
6228,306672.0,15695,277645766086963,277088076019619.0,255
6228,24848.0,-22336,277731266097489,277731565974080.0,255
6228,306681.0,-9819,277731566098125,277731865974092.0,255
6228,306681.0,-5234,277730966097828,277731265974150.0,255
6228,24855.0,-24677,277737266129991,277106076056089.0,255
6228,24814.0,27769,277820666122712,276524376016804.0,255
6228,24849.0,-22022,277991066066407,276902676073996.0,255
6228,306709.0,-4728,277991366065908,276905376089894.0,255
6228,24842.0,24601,278076566122830,277046376011948.0,255
6228,306729.0,-31331,278163266071925,278163565948214.0,255
6228,24825.0,-22806,278164166071846,278164465948262.0,255
6228,24814.0,4682,278163566071814,276297576073022.0,255
6228,24836.0,16872,278164466071863,278164765948204.0,255
6228,24846.0,30671,278163866071847,277046376011948.0,255
6228,24840.0,3247,278250266058163,277564776055062.0,255
6228,24840.0,30201,278250566058086,278250865934696.0,255
6228,24846.0,-15352,278336966048669,276387576062486.0,255
6228,306745.0,-5174,278335766049071,277106076056089.0,255
6228,24846.0,-902,278336666049010,277046376011948.0,255
6228,306745.0,7824,278336066049085,277762176055058.0,255
6228,24832.0,20777,278336366048839,276387576062486.0,255
6228,24840.0,13168,278474366087403,278474665963862.0,255
6228,24817.0,-29040,278498666048207,276266676055141.0,255
6228,24832.0,-5740,278682566118627,278682865995194.0,255
6228,24840.0,-2242,278681966118627,276387576062486.0,255
6228,24860.0,8801,278681666118649,278681965995208.0,255
6228,306789.0,16695,278682266118709,276297576073022.0,255
6228,24812.0,31772,278681366118863,276524376016804.0,255
6228,24812.0,11883,278719766099115,276902676073996.0,255
6228,24836.0,-25252,278767466142541,276902676073996.0,255
6228,24824.0,-22670,278767766142273,277046376011948.0,255
6228,24842.0,-18195,278768966142117,276297576073022.0,255
6228,24842.0,-3716,278768366142180,278768666018949.0,255
6228,24817.0,18907,278768066142613,278768366018959.0,255
6228,24845.0,21978,278768666142265,278768966018926.0,255
6231,24845.0,-12188,277567766127058,277568066003714.0,255
6231,24837.0,31149,277568066127286,276902676073996.0,255
6231,24814.0,32403,277567466127232,276266676055141.0,255
6231,24812.0,-17046,277616366072058,277088076019619.0,255
6231,24846.0,5268,277616066071930,277616365948555.0,255
6231,306851.0,-4256,277654766128532,276466176086601.0,255
6231,24848.0,5662,277654166128449,277654466004907.0,255
6320,306851.0,13884,277653866128446,276905376089894.0,255
6231,24824.0,24883,277654466128415,277654766004922.0,255
6231,24812.0,-21192,277703366045770,277323276041700.0,255
6231,306852.0,-17542,277703666045707,277762176055058.0,255
6231,306853.0,-11050,277741166040989,276905376089894.0,255
6231,24817.0,805,277740866041021,277741165917604.0,255
6282,306853.0,26924,277740566041086,277740865917650.0,255
6317,306854.0,-31411,277788266084877,277106076056089.0,255
6231,24846.0,-10578,277788566084889,276466176086601.0,255
6231,24817.0,21323,277787966084892,277788265961398.0,255
6231,306861.0,-25669,277913966046306,277914265922681.0,255
6231,24842.0,-15733,277912766047233,277129176056224.0,255
6251,306861.0,6177,277913666045922,277913965922708.0,255
6231,24850.0,15473,277914266046217,277088076019619.0,255
6282,306861.0,19576,277913066046146,277129176056224.0,255
6231,24817.0,20918,277912466046286,276902676073996.0,255
6231,24812.0,31233,277913366046276,276297576073022.0,255
6231,24824.0,4844,277961366095422,276807876097228.0,255
6231,306862.0,30959,277961066095414,277961365972114.0,255
6231,24841.0,-30817,278111666062994,276266676055141.0,255
6231,24849.0,-432,278111966062981,277046376011948.0,255
6231,24817.0,9345,278111366063335,278111665939156.0,255
6327,306885.0,-31769,278259266085212,278259565961977.0,255
6231,24832.0,-13123,278258966085148,277762176055058.0,255
6231,24812.0,4335,278258666085266,276266676055141.0,255
6231,24850.0,-22936,278307566128632,278307866005358.0,255
6231,24841.0,26891,278307266128613,277077876031133.0,255
6231,24836.0,-27573,278345366126850,277422576021761.0,255
6231,24817.0,-16819,278345066126932,278345366003298.0,255
6231,24846.0,-5924,278345666126911,278345966003284.0,255
6231,306888.0,-14198,278393666095332,276902676073996.0,255
6231,24824.0,-13130,278393966095349,278394265972090.0,255
6231,306889.0,-10815,278604566081252,277422576021761.0,255
6231,24841.0,18771,278604266081206,277763076055191.0,255
6231,306889.0,21947,278605166081191,278605465957742.0,255
6231,24832.0,24130,278604866081265,277046376011948.0,255
6231,24836.0,-26961,278652866083517,278653165960165.0,0
6231,306890.0,14609,278652566083482,276871476076359.0,0
6231,24832.0,-13129,278777666100347,276266676055141.0,255
6308,306894.0,12420,278777966100341,278778265990699.0,255
6231,306894.0,19714,278777366100329,277323276041700.0,255
6232,24814.0,6232,276833975799319,277046376011948.0,255
6239,307401.0,24335,276179666129148,276179966015696.0,255
6239,24842.0,-7167,276266666077039,276266965953801.0,255
6313,307417.0,-9292,276296666103819,277129176056224.0,255
6239,307418.0,7982,276297866086846,276298165963077.0,255
6239,307420.0,19610,276352466102922,276807876097228.0,255
6239,24850.0,-19305,276383966068719,276297576073022.0,255
6239,24812.0,14818,276383666069006,277106076056089.0,255
6239,24850.0,3321,276385166078233,277762176055058.0,255
6239,24832.0,-28129,276441566032955,276441865909550.0,255
6239,24817.0,-23174,276441266033047,276524376016804.0,255
6239,24841.0,-14935,276440366033005,276266676055141.0,255
6239,307423.0,6275,276440666032999,277323276041700.0,255
6239,24824.0,14921,276440066033074,276524376016804.0,255
6239,24850.0,14969,276440966033038,277129176056224.0,255
6239,24840.0,-17629,276469166041191,277106076056089.0,255
6239,24836.0,-7323,276468866041224,277088076019619.0,255
6239,24840.0,-958,276530666098480,277323276041700.0,255
6288,307433.0,13099,276530966098804,276531265974909.0,255
6239,24817.0,-6356,276620066093155,276620365969901.0,255
6239,24850.0,-23516,276718766037295,276719065913476.0,255
6239,24842.0,14918,276719066037213,277106076056089.0,255
6239,24850.0,12035,276815066124827,277129176056224.0,255
6320,307472.0,-29085,276959366111045,277088076019619.0,255
6239,24836.0,-20275,276959666110972,277323276041700.0,255
6239,24812.0,-14109,276987566081282,277763076055191.0,255
6239,24812.0,7901,276988766042348,276387576062486.0,255
6239,24849.0,12344,277045166112058,277045465988327.0,255
6239,24848.0,-17057,277074566074865,276524376016804.0,255
6239,307479.0,-6483,277074866074904,277762176055058.0,255
6239,24842.0,-4124,277217966098230,277218265974756.0,255
6239,24824.0,14678,277222166055308,276297576073022.0,255
6239,24845.0,11220,277305266111186,276807876097228.0,255
6239,24812.0,-1439,277311266106226,276297576073022.0,255
6239,24846.0,-11728,277390166077653,277390465953904.0,255
6239,24842.0,-5748,277420166134217,277420466015775.0,255
6239,24825.0,27289,277420466134207,277420766015756.0,255
6239,307498.0,-11903,278427266093857,276297576073022.0,255
6239,24841.0,8194,278427566094170,278427865970844.0,255
6239,307500.0,20503,278430866082422,278431165959007.0,255
6239,24837.0,22349,278430566082518,278430865959030.0,255
6239,24836.0,329,278440466097662,276466176086601.0,255
6239,24817.0,9887,278441066097713,276266676055141.0,255
6239,307501.0,29798,278440766097684,276297576073022.0,255
6239,24842.0,-31149,278531066126482,277088076019619.0,255
6239,307507.0,-19895,278531666126550,277129176056224.0,255
6275,307507.0,-599,278531966126946,277046376011948.0,255
6239,24850.0,11838,278530766126558,276466176086601.0,255
6239,24849.0,18780,278530466126544,277088076019619.0,255
6239,24840.0,27008,278531366126512,277564776055062.0,255
6239,24836.0,-26184,278599166039236,277046376011948.0,255
6239,24842.0,-13801,278686166106578,276902676073996.0,255
6239,24832.0,-19482,278717666098800,276807876097228.0,255
6239,307515.0,-16495,278722466131497,276807876097228.0,255
6269,307515.0,-16081,278722766131563,277762176055058.0,255
6239,24855.0,-8107,278772866065795,277564776055062.0,255
6239,24846.0,25601,278798366115158,278798665991178.0,255
6242,24812.0,-25404,276179966061195,277564776055062.0,255
6242,24860.0,-22469,276180566061392,276180865937861.0,255
6242,24832.0,29670,276180266061305,276180565937878.0,255
6242,24854.0,-28445,276212666111643,276902676073996.0,255
6242,24860.0,1338,276212366111595,276297576073022.0,255
6242,24854.0,-12629,276266666046894,276871476076359.0,255
6242,307685.0,-7910,276267266046895,276267565923701.0,255
6259,307685.0,-2343,276266966046949,276267265923740.0,255
6242,24825.0,-23464,276298766117132,276902676073996.0,255
6242,307686.0,27751,276298466117408,276298765993695.0,255
6242,24840.0,-30249,276302966042231,277129176056224.0,255
6242,24846.0,18554,276304466129573,276304766006184.0,255
6242,24836.0,-20780,276353666112021,276466176086601.0,255
6242,24860.0,10391,276353366112285,277088076019619.0,255
6242,307689.0,23501,276353066112145,276466176086601.0,255
6242,24848.0,-6927,276383066058824,276902676073996.0,255
6242,24836.0,10219,276383666058659,276383965935575.0,255
6242,307690.0,30962,276383366058715,276266676055141.0,255
6242,24817.0,-25730,276439466091846,276439765968224.0,255
6242,307692.0,-10861,276439766092084,277763076055191.0,255
6242,24817.0,9372,276439166091823,276439465968234.0,255
6242,24825.0,-31411,276471566098530,276902676073996.0,255
6242,24848.0,-18408,276471266098561,276471565975358.0,255
6242,307693.0,-10437,276470966098607,276466176086601.0,255
6242,307694.0,-19563,276526466081025,276387576062486.0,255
6271,307694.0,1662,276525866081358,276526165957735.0,255
6242,24850.0,5424,276526166080937,277129176056224.0,255
6242,307695.0,9617,276556166094531,277763076055191.0,255
6242,24814.0,-22166,276557066110050,277422576021761.0,255
6242,24851.0,9584,276557366109963,276557665986048.0,255
6242,24840.0,18633,276557666110066,276524376016804.0,255
6242,24845.0,-22013,276619766081248,276620065957702.0,255
6242,24841.0,-2679,276619166081051,276619465957693.0,255
6242,24837.0,8725,276618866081243,276619165957717.0,255
6242,24860.0,14154,276619466081037,276266676055141.0,255
6242,307699.0,19257,276620066081260,276620365957717.0,255
6242,307700.0,-18885,276622466111498,276871476076359.0,255
6242,24832.0,-13628,276621866111468,277106076056089.0,255
6242,24848.0,-1871,276623066111489,277129176056224.0,255
6242,24814.0,8104,276622766111361,277762176055058.0,255
6242,24812.0,20966,276622166111351,276902676073996.0,255
6242,24825.0,2373,276641066088251,277323276041700.0,255
6242,24846.0,7925,276640166088234,277106076056089.0,255
6242,24850.0,27804,276640466088292,276640765964667.0,255
6242,24825.0,32303,276640766088200,277129176056224.0,255
6242,307705.0,-9721,276647966058123,277077876031133.0,255
6312,307705.0,14526,276647666058029,276871476076359.0,255
6242,24836.0,-25397,276722666046150,277046376011948.0,255
6242,24824.0,-2177,276785066113040,276785365989278.0,255
6242,24854.0,-1895,276785366112931,276905376089894.0,255
6242,307709.0,5030,276785666113069,276524376016804.0,255
6242,24825.0,-24685,276815366131781,276815666008366.0,255
6242,24845.0,22884,276815666131654,276815966008360.0,255
6242,24851.0,-24788,276870566045624,277422576021761.0,255
6242,24842.0,-20965,276870266045643,276902676073996.0,255
6242,24814.0,-20579,276869966045736,277762176055058.0,255
6242,307714.0,-31043,276902366076284,276266676055141.0,255
6290,307714.0,-24149,276901766076308,276902065953190.0,255
6242,24836.0,8200,276902066076316,277106076056089.0,255
6242,24836.0,-13377,276957866093514,276958165970014.0,255
6242,24840.0,12144,276958166093253,277129176056224.0,255
6242,307717.0,-20760,276993266095794,276297576073022.0,255
6282,307717.0,19626,276993566095495,277129176056224.0,255
6242,24812.0,-24149,277044866130350,276387576062486.0,255
6242,24851.0,-18875,277045466129994,277045766006689.0,255
6242,24837.0,9572,277045166130014,277045466006657.0,255
6242,24817.0,-26281,277074566063480,276297576073022.0,255
6242,24860.0,-14945,277075466063381,276297576073022.0,255
6242,24849.0,-12443,277074866063397,276266676055141.0,255
6242,24848.0,10886,277075166063472,277077876031133.0,255
6242,24851.0,-32338,277130666047247,276266676055141.0,255
6242,307723.0,8003,277130966047233,276871476076359.0,255
6242,24832.0,13132,277130366047420,276524376016804.0,255
6242,307725.0,-2359,277146566097116,277564776055062.0,255
6242,307725.0,14986,277146866096714,277147165973205.0,255
6242,24817.0,28955,277146266096764,277146565973177.0,255
6242,24824.0,-28745,277323866038988,277046376011948.0,255
6242,24814.0,-26622,277323566039468,276807876097228.0,255
6242,24836.0,17536,277323266039232,277323565915583.0,255
6242,307733.0,5670,277328366042246,276524376016804.0,255
6242,24841.0,5708,277328666042298,276905376089894.0,255
6242,24850.0,17733,277328966042307,277046376011948.0,255
6242,307734.0,-15159,277389566045256,277389866021647.0,255
6242,24812.0,4083,277389866144952,276266676055141.0,255
6242,24842.0,11152,277390166145111,277422576021761.0,255
6242,24860.0,-29034,277421966077540,276466176086601.0,255
6242,24817.0,-22816,277422566077452,277422865954051.0,255
6242,307735.0,-16669,277421666077531,277421965954000.0,255
6263,307735.0,32671,277422266077536,277422565953988.0,255
6242,24832.0,-24605,277476866043548,277477165920396.0,255
6242,24855.0,1546,277476266044366,277476565920397.0,255
6242,307736.0,5815,277477466043552,277477765920380.0,255
6242,24836.0,23964,277476566043467,277129176056224.0,255
6259,307736.0,28862,277477166043406,277477465920388.0,255
6242,307737.0,-28698,277506866109090,277763076055191.0,255
6242,307737.0,6830,277507766108931,277508065985709.0,255
6242,24837.0,10607,277507166109080,277507465985733.0,255
6242,24851.0,27952,277507466109081,276387576062486.0,255
6242,307739.0,-8037,277562966127016,276524376016804.0,255
6242,24824.0,3876,277562366126970,276387576062486.0,255
6242,24854.0,7494,277562666126603,277562966003144.0,255
6242,24842.0,-21119,277593266074013,277323276041700.0,255
6242,307740.0,2620,277592966074051,276266676055141.0,255
6262,307740.0,18270,277593566073991,276266676055141.0,255
6242,307741.0,4442,277649666087937,276387576062486.0,255
6315,307741.0,7449,277649366087835,277649665964421.0,255
6242,307741.0,31467,277649066088448,276807876097228.0,255
6242,24845.0,-24372,277679066044865,277679365921462.0,255
6242,307742.0,5195,277679666044754,277679965921448.0,255
6242,24851.0,22392,277680266044792,277680565921490.0,255
6282,307742.0,22892,277679966044715,277680265921493.0,255
6242,307742.0,28770,277679366044870,277679665921500.0,255
6242,24855.0,-29586,277735766073109,276466176086601.0,255
6242,307744.0,3383,277736066073231,276387576062486.0,255
6242,24860.0,8991,277735466073232,277735765949819.0,255
6242,24845.0,-9436,277775066128287,277775366004913.0,255
6242,24860.0,23379,277774766128263,276524376016804.0,255
6242,24841.0,25197,277775366128184,277077876031133.0,255
6242,24812.0,-15563,277846766051043,276466176086601.0,255
6242,307747.0,19158,277847066051102,276297576073022.0,255
6242,24840.0,21671,277846466051067,276297576073022.0,255
6242,24845.0,-12369,277868366077284,276297576073022.0,255
6242,24814.0,10156,277868666077276,277868965953893.0,255
6242,307751.0,30501,277868066077141,277762176055058.0,255
6242,307754.0,-31652,277929566085272,277929865962074.0,255
6242,24814.0,-5758,277934366075850,276524376016804.0,255
6242,24812.0,3093,277934066075917,277934365952338.0,255
6242,24841.0,26523,277933766076029,277934065952343.0,255
6242,24812.0,-32059,277943066116752,277943365993341.0,255
6242,24832.0,-11185,277943366116542,277422576021761.0,255
6242,307756.0,19788,277943666116750,276807876097228.0,255
6248,307774.0,-28170,277148966087669,276871476076359.0,255
6248,24855.0,-24225,277161866092493,277323276041700.0,255
6248,307776.0,-26843,277169666051006,277169965927482.0,255
6248,307776.0,-21363,277168766050632,277169065927495.0,255
6248,24812.0,-17965,277169066050738,277106076056089.0,255
6248,24842.0,-203,277167866050818,277168165927472.0,255
6248,24848.0,17267,277168166050707,277088076019619.0,255
6248,24848.0,20548,277168466050732,277129176056224.0,255
6248,307776.0,29710,277169366050692,276466176086601.0,255
6248,24849.0,-17594,277189766079119,276466176086601.0,0
6248,24846.0,12089,277189466079020,277189765955931.0,0
6248,24837.0,25887,277189166079201,276871476076359.0,0
6248,24814.0,-2915,277319666098334,277762176055058.0,255
6248,24840.0,-2585,277319966098155,277422576021761.0,255
6248,307779.0,1188,277320266098063,276524376016804.0,255
6248,307782.0,7943,277328366075370,276902676073996.0,255
6248,24860.0,8900,277328666075358,277328965951711.0,255
6248,24812.0,28861,277328066075090,276807876097228.0,255
6248,24854.0,9039,277420766097358,277421065974014.0,255
6248,307787.0,9854,277496966063332,277088076019619.0,255
6248,24817.0,-30726,277511666090813,276266676055141.0,255
6248,24825.0,-29374,277511966090712,277088076019619.0,255
6248,307789.0,-11532,277511066090731,276905376089894.0,255
6248,24845.0,-4028,277512266090805,277106076056089.0,255
6253,307789.0,8585,277511366090696,277511665967492.0,255
6282,307789.0,26551,277510766090779,276266676055141.0,255
6248,307790.0,-27168,277522166078310,277522465955042.0,255
6248,24840.0,-17002,277522466078121,277522765955137.0,255
6248,24855.0,-14880,277523066078126,277046376011948.0,255
6248,307790.0,-14689,277522766078280,277762176055058.0,255
6248,307790.0,-4207,277523666078121,276266676055141.0,255
6248,24860.0,23262,277523366078227,277323276041700.0,255
6248,24855.0,28292,277741766054344,277129176056224.0,255
6248,24842.0,-29412,277745066109435,277745365986110.0,255
6248,24825.0,30718,277745366109480,277422576021761.0,255
6250,24855.0,6250,277243261304376,277106076056089.0,255
6250,391933.0,6250,277243261804297,277088076019619.0,0
6250,24817.0,6250,277243292504276,277046376011948.0,255
6278,391933.0,6250,277243294204290,277564776055062.0,0
6250,24832.0,6250,277243304504339,278335465928666.0,255
6252,24851.0,-20314,276176066091090,276176365967792.0,255
6252,24841.0,4859,276176366091110,277762176055058.0,255
6252,24814.0,-18887,276211466116964,276297576073022.0,255
6252,24814.0,-4998,276212066117062,276387576062486.0,255
6252,24812.0,-1727,276210566117334,277106076056089.0,255
6252,24846.0,13169,276212366117006,277422576021761.0,255
6252,24824.0,19039,276210866516982,276266676055141.0,255
6252,24824.0,24336,276211166117036,276211465993441.0,255
6252,307832.0,26975,276211766117015,277422576021761.0,255
6252,24824.0,-764,276262466070249,277323276041700.0,255
6252,24814.0,5821,276262766070731,276266676055141.0,255
6252,24849.0,16414,276262166070513,276262465946986.0,255
6252,24817.0,-15991,276296666069500,276296965946268.0,255
6252,307838.0,16368,276296366069426,276905376089894.0,255
6252,307840.0,-14529,276349466104312,277762176055058.0,255
6343,307840.0,16972,276349766104346,276871476076359.0,255
6252,307840.0,21066,276349166104335,276466176086601.0,255
6252,24825.0,13278,276381266119933,277422576021761.0,255
6252,24824.0,30404,276381566120290,277323276041700.0,255
6252,24837.0,-10321,276436166049978,276436465926468.0,255
6252,24841.0,24636,276436466049954,276266676055141.0,255
6252,24837.0,28986,276435866049996,277564776055062.0,255
6252,24849.0,31992,276435566049870,277046376011948.0,255
6252,24841.0,-7687,276468566086187,276297576073022.0,255
6252,24836.0,295,276467966086254,276466176086601.0,255
