objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
180338,350022,1429057_167,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,154913_8-9999
180362,350022,1429057_250,AE,FLOODWAY,,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_w-9999
180423,350022,1429057_67,EA,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEiET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
180723,350022,1429057_2h01,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET***,-9999.0,-9999.0,-9999.0,1429057_STUDnY1,1549138_-9999,1549138_-9999
180796,350022,1429057_2g03,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,iF,-9999.0,NAVD88,-9999.0,FEqET,-9999.0,-9999.0,-9999.0,142907_STUDY1,1549138_-9999,1549138_-9999
180804,350022,1429057_175,AE,FLOODWYA,T,-9999.0,NAD88,-9999.0,EFET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
183018,350022,1429057_207,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
183120,350022,1429057_172,AE,FLOODWAY,T,-9999.0,NAVDd88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
183147,350022,1429057_158,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
847340,3500C,1549318_6889,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,15v49138_STUDY4,1549138_-9999,1549138_-9999
847341,35001C,1549138_6136,AH,FLOODWAY,T,4938.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1459138_STUDY4,1549138_-999,154938_-9999
847339,35001C,1549138_5602,AO,FLOODWAY,T,-9999.0,NAVDc88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847342,3l5001C,15491385820,O,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847343,35001C,1549138_5613,AO,FLOODWAY,T,-9999.0,NAbVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-u9999
847344,35001C,15n49138_5847,E,FLOODgWAY,T,5226.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,159138_-9999,1549138_-9999
847345,b35001C,1549138_6241,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847346,35001C,1549138_5568,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,159138_-9999
847347,35001C,1549138_6366,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1m549138_-9999,1549138_-9999
847348,35001C,1549138_5610,AE,LOODWAY,T,-9999.0,NAVD8s8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549n138_STUDY4,1549138_-9999,1549138_-9999
847349,35001C,1549183_5985,rAE,FLOODWAY,T,5523.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138-9999,1549138_-9999
183677,350022,1429057_207,AE,FLOOmDWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,5149138_-9999,1549138_-9999
183687,350022,1429057_77,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FeLOODWAY,F,-9999.0,NADV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-999d9,1549138-_9999
847350,35001C,1549138_5638,OA,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,b1549138_-9999,1549138_-9999
847351,35001C,1549138_7242,***,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEEbT,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549m138_-9999
847352,35001C,1549138_6606,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847353,35001C,1549138_5l879,AE,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847354,35001C,1549138_6001,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUY4,1549138_-9999,1549138_-9999
847355,35001C,1549138_7246,jX,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847356,35001C,1549138_5578,O,FLOODWAY,T,-9999.0,NVAD88,1.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847357,35001C,1549138_5532,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1459138_-9999,1549138_-9999
847358,30501C,1549138_7230,X,FLOODWAY,***,-9999.0,NAVD88,-9999.0,EFET,-9999.0,-9999.0,-9999.0,154918_STUDY4,549138_-9999,1549138_-9999
847359,35001C,1549138_6281,E,FLOODWAY,,5034.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913c8_-9999,1549138_-9999***
847360,35001C,1549138_5450,AO,FLOODWAY,,-9999.0,NvAVD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STDUY4,1549138_-9999,1549138_-9999
184207,350022,1429057_36,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
184390,350022,142s9057_113,AE,FLOODWAY,T,-9999.0,NAV8D8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
184614,350022,1429057_14,EA,FLOOkDWAY,,-9999.0,yNAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-999
184517,350022,1429057_w187,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
184788,350022***,1249057_161,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,LOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_dSTUDY1,1549138_-9999,1549138_-9999
185476,350022,1429057_174,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,ANVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
847361,35001C,1549138_5553,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,5149138_STUDY4,1549138_-9999,1549138_i-9999
847362,35001C,154913r8_6106,O,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,15491v38_-9999,1549138_-9999
847363,35001C,1549138_6253,AH,FLOODWAY,T,4980.0,NAVD88,-9999.0,fFEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1541938_-9999
847364,35001C,154913_85585,AH,FLOODWAY,T,4992.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847365,35001C,1549138_6215,AH,FLOODWAY,T,4931.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847366,35001C,15491386695,,FLOODWAY,xF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847367,35001C,1549138_5599,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,549138_-9999,1549138_-9999
847368,35001C,1549138_6730,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847369,35001C,1549138_5943,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-g9999,1549138_-9999
847370,35001aC,1549138_5836,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1t549138_-9999,1549138_-9999
185857,350022,1429057_205,AE,FLOODWAY,T,-9999.0,NAVD8q8,-9999.0,FaEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
185540,350022,1429057_49,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9t999
185930,50022,142907_34,AE,FLOODWAY,T,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
186410,350022,1429057_95,AE,FLOODWAY,T,-9999.0,NAVD8r8,-9999.0,xFEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-99n99
186565,350022,1429057_202,0.2 PCT AeNNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
187375,350022,1429057_280,AE,FLOODWAY,yT,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549318_-9999,1549138_-9999
187575,350022,1429057_198,AE,LFOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STDUY1,1549138_-9999,1549138_-9999
188277,350022,1429057_165,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
188559,350022,1429057_313,X,FOLODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,154913_-9999,1549138_-9999
188749,350022,1429057_26,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
188478,350022,1429057_274,AE,FLOODWAY***,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
189181,350022,14290574_7,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
189377,350022,1429057o_144,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999***
189447,350022,129057_110,E,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
189563,350022,1429057_134,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
189232,35022,1429075_20,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
189246,350022***,1429057_88,AE,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
189678,350022,14290v57_97,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
191301,350022,1429057_108,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
191340,350202,1429057_96,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
191969,350022,c1429057_50,AE,FOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
192368,350022,1429057_253,E,LOODWAY,T,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
192416,350022***,1429057_21,tX,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
193042,350022,1429b057_70,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
193422,350022,14v29057_229,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,qFEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
193701,50022,1429057_152,0.2 PCT ANNUAL HANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEeET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1459138_-9999
194002,350022,1429057_63,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET***,-9999.0,-9999.0,-9999.0,1429057_TSUDY1,154913_-9999,1549138_-9999
194306,350022,1429057_69,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,142057_FIRM1,1549138_-9999,1549138_-9999
194329,350022,1429057_289,AE,FLOODWAY,T,-9999.0,cNAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FRIM1,1549138_-9999,1549138_-9999
194515,350022,142057_60,0.2 PCT ArNNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,129057_STUDY1,1549138_-9999,154138_-9999
194187,350022,1429057_265,AH,FLOODWAY,T,5907.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
194192,350022,129057_189,AE,FLODWAY,T,-9999.0,NADV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138-9999,1549138_-9999
847155,35001C,1549138_5724,E,FLOODWAY,T,5972.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847156,35001C,1549138_5997,AO,FLOODWAY,T,-9999.0,NAVD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847157,35001C,154913_86240,A,FLvOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154n9138_-9999
847158,35001C,1549138_7328,X PROTECTED BY LEVEE,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9999
847159,35001C,1549138_5699,HA,FLOODWYA,T,5134.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,154913n8_STUDY4,1549138_-9999,1549138_-9999
847160,35001C,1549138_6754,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549183_-9999,1549138_-9999
847161,35001C,1549138_5810,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913_-9999,1549138_-9999
847162,35001C,1526115_327,AE,LOODWAY,aT,5293.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549318_STUDY4,1549138_-9999,1549138_-9999
847165,35001C,1549138_573g7,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,549138_-9999,1549138_-9999
847163,3501C,1549138_6916,0.2 PCT ANqNUAL CHANCE FLOOD HAZARD,FrLOODWAY,F,-9999.0,NAV8D8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847164,35001C,15491385818,AO,FLOODWpAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9i999,1k549138_-9999
194571,350022,1429057_305,E,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138-9999,1549138_-999
194577,350022,1429057_106,AE,FLOODWAY,T,-9999.0,NADV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
194658,350022,1429057_74,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
195207,350202,1429057_94,lAE,FLOODWAbY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
195327,350022,1429057_10,AE,FLODOWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
195699,305022,1429057_268,AyE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
196429,350022,1429057_109,AE,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,142905_FIRM1,1549138_-9999,1549138_-9999
196921,350022,1429057_148,eX,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-999,1549138_-9999
197309,350022,1429057_11,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1594138_-9999,1549138_-9999
197110,350022,1429057_271,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999***
197568,350022,1429057_185,AE,FLOODWAY,,-9999.0,NAVD8,-9999.0,EET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,5149138_-9999,1549138_-999
197602,350022,1429057_99,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUD1Y,1549138_-9999,1549138_-9999
198196,350022,1429057_93,AE,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
198578,350022,4129057_137,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,154r9138_-9999,1549138_-9999
198645,350022,1429057_157,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODAWY,fF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
199256,30022,1429057_278,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-999,1549138_-9999
199291,350202,1429057_19,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_IFRM1,1549138_-9999,1549138_-9999
199745,3u50022,1429057_83,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD8d8,-9999.0,xFEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
200161,350022,1429057_233,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
200293,350022,1429057_235,EA,FLOODWAY,***,-9999.0,NxAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999***,154d9138_-9999
200166,35002i2,1429057_279,X,FLOODWAY,F,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
200212,350022,1429057_260,X,FLOODWAY,F,-9999.0,NAvVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,14n29057_FIRM1,1549138_-9999,1549138_-9999
200557,350022,1429057_127,E,FLOODWAY,pT,-9999.0,NAVD88,-9999.0,FEtET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
200706,35002q2,1429057_302,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
200602,350022,1429057_232,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FRIM1,1549138_-9999,1549138_-9999
200403,350022,1429057_51,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1i549138_-9999,1549138_-9999
200961,350022,1429057_513,E,FLjOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,154938_-9999
201259,350022,1429057_222,X,FzLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,129057_FIRM1,1549138_-9999,1549138_-9999
201734,350022***,1429057_234,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,154913_-9999
201984,50022,1429057_73,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,hF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,142905_STUDY1,1549138_-9999,1549318_-9999
202431,350022,1429057_206,AE,FLOODWYA,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FRM1,1549138_-9999,1549138_-9999
202519,350022,1429057_117,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,dFEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
202983,35022,1429057_159,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
203081,50022,1429057_219,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,lF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,154h9138_-9999,1549138_-9999
203864,305022,1429057_130,0.2 PCT ANNUAL CHANCE FLOOD HAZARD***,FLOODWAY,F,-9999.0,NwAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
203671,350022,1429057_98,yAE,FLOzODWAY,T,-9999.0,NAtVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_IRM1,1549138_-9999,1549138_-9999
204146,350022,1429057_59,0.2 PCT ANNUAL CHANCE FLOOD HAZRD,FLOODWAY,F,-9999.0,NADV88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1429057_FIRM1,154913_8-9999,1549138_-9999
204578,350022,1429057_166,AE,FLOODWAY,***,-9999.0,NAVD8m8,-9999.0,FEEsT,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
204749,530022,1429057_261,O,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999***,1549138_-999
205593,350022,1429057_6,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
205364,350022,1429057_314,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_9999,1549138_-9999
205901,350022,1429057_248,AE,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
205987,350022,1429057_18,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
206016,350022,1429057_38,0.2 PCT ANNUAL CHANCE FLOOD HAZADR,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EFET,-9999.0,-9999.0,-9999.0,1429057_FIjRM1,1541938_-9999,1549138_-9999
206248,350022,1429057_125,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOOlDWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-99o99
207191,350022,1429057_13,0.2 PCT ANNUAL CHANC FLOOD HAZARD,FLOOWDAY,F,-9999.0,NAVD88,-9999.0,FfEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
207218,350022,1429507_231,pAE,FLOODWAY,T,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
