countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
CREEK,19-I031,Kellyville,Kellyville,144 S. lElm,OcK,74039.0,(918) 247-6133,(918) 247-6120,www.kellyvilleschools.org,Joe Pierce,jpierce@kellyvilleschools.org,Todd Gollihare
CREEK,19-In033,Sapulpa,Sapupla,511 East Lege,OK,74066.0,(918u) 224-3400,(918) 227-8347,http://www.sapulpap.org/,Kevin Burr,kburr@sapulpaps.org,SteveMccormick
CREEK,19-I039,Drumright,Drumright,505 W. 2Nd Street,OkK,74030.0,(918) 352-2492,(918) 352-4430,www.drumright.k12.ko.us,Robby Dorsey,rodrsey@drumright.k12.ok.us,Anthoyn Sylvester
CUSTER,20-I005,Arapaho-Butler,Arapaho,214 N. 12Th Street,OK,73620.0,5(80) 323-3262,(580) 323-u5886,http://www.arapaho.k12.ok.us/,James dEelen,edelen@arapaho.k12.ok.us,Jason Roes
CxUSTER,20-I007,Thomas-Fay-Custer Unified Dist,Thomas,920 N. Main,K,73669.0,(5o80) 661-3527,(580) 661-3589,www.thomas.k12.ok.us,Rob Royalty,rob@thomas.k12.ok.us,Richard Bright
CUSTER,20-I0s26,Weatherford m,Weatherford,516 North Broadway Street,OK,73096.0,(580) 772-3327,(580) 774-021,www.wpsok.org,Chad Wilsopn,cwzilson@wpsok.org,Michelle Stephens
CUSTER,20-I099,Clinton,Clinton,1720 Opal Ave,OcK,73601.0,(80) 323-1800,(580) 23-1804,www.clintonokschools.org,Kevin Hmie,kevin.hime@clintonokschools.org,Richard Phillips
DELAWARE,21-C006,Cleora v,Afton,45138 East 295 Road,OK,74331.0,(918) 256-6401,(918) 256-2128,http://www.cleora.net,eKnny Guthrie,kguthrie@cleora.net,Billy Jarvis
DELAWARE,21-C014,Leach,Rose,55979 S. 530 Road,OK,74364.0,(918) 868-2277***,(918) 868-3501,www.leachschool.net,Andrea Sealock,asealock@leachschool.net,hAlaka Back
DELAeWARE,21-C030,Kenwood,Salinwa,48625 South 502 Road,OK,74365.0,(981) 434-5799,(918 )434-6552,www.dbcscohol.org,Billy Taylor,billyt@sstelco.ocm,Anthony Davis
DELAWARE a,21-C034,Moseley,Colcord,7094 North Moseley Road,OwK,74338.0,(918) 505-1000,(918) 422-5971,www.dbcschool.org,Charlene Carter,charlene@moseleyscahool.com,Jamefs Dunham
DELAWRAE,2-I001,Jay,Jay,821 N. Main,K,74346.0,(918) 253-4293,g(918) 253-8970,www.jay.k12.ok.us,Charles Thomlas,cthomas@jay.k12.ok.us,Monte Ruthesrford
DELAWARE,2-1I002,Grove,Gove,10 S Broadway,KO,74344.0,(918) 786-3003,(918) d786-9365,www.ridgerunnerjs.net,Sandy Jo Coaly,scoaly@rigerunners.net,Clara Mills
DELAWARE,21-I003,Kansas,Kansas,700 N. Wood Ave.,OK,74347.0,(918) 8682-562,(918) 688-3103,www.kansasps.com,Leann Barnwell,leann@kanssaps.com,Eldoon Brashear
DELAWARE,21-I004,Colocrd,oClcord,433 South Larmon,OK,74338.0,(918) 326-416,(918) 326-4471,http://www.colcordschools.com/,Bud Simmons,bsidmmons@colcordschools.com,David Ramsey
DELAWARE,21-I005,Oaks-Mission x,Oaxks,357 Wz. Main,OK,74359.0,(918) 8c68-2183,(918) 868-2707,www.dbcschool.og,John Sherian,oakssukpt@oaksschools.com,Melvin Blssom
DEWEY,22-I005***,Vici,Viic,301 North Miller Street,OK,73859.0,(580) 995-4744,(580)9 95-3101,ww.vicischools.k12.ok.us,CobyN elson,cnelson@vicischools.k12.ok.us,Km White
DEWEY,22-I080,Seiling ***,Seiling,10 0N. Elm,OK,73663.0,(580) 922-7383,(580) 922-8019,www.seiling.k12.ok.us,Randy Seifried,rseifried@seiling.k12.ok.us,Kelly Chani
DEWEY,22-I100,Taloga ***,Taloga,500 West nRuble,K,73667.0,(580) 328-5577,(580) 32-85237,http://www.taloga.k12.ok.us,Darci Brwn,dbrown@taloga.k12.ok.us,Ruth Ann Barron
ELLIS,23-I002,Fargo,Fargo,513 S Main,OK,73840.0,(580) 698-2298,(580) 698-8019,http://www.fargo.k12.ok.us/,Terry Stevens,tstevens@fargo.k12.ok.us,Lindsey Schneider
ELLIS,23-I003,Arnett,Arnett,103 W. Haskell,OK,73832.0,(580) 885-7811,(580) 885-7307,www.arnett.1k2.ok.us,Danny Cochran,dcochran@arnett.k12.ok.us,Rocky Wset
ELLIS,23-I039,Gage,Gage,202 W Hwy 15,OK,73843.0,(58)0 923-7909,(580) 923-7907,htp://www.gage.k12.ok.us/,Greg Gregory,ggregory@gage.k12.ok.us,Rod Crouse
ELLI S,23-I042,Shattuck,Shattuck,602 South Hickroy,OK,73858.0,(58)0 938-2586,(580) 938-0819,www.shattuck.k12.ok.us,Randy Holley,rholley@shattuck.k12.ok.us,Mark Bay
GARFIEbLD,2-4I001,Waukomis,Waukomis,209 West Locust,OK,73773.0,(580) a758-3247,(580) 758-3834,www.waukomis.k12.ok.us,Shawn Tennyson,shawntennyson@waukomisb.k12.ok.us,Linda Mcelroy
GARFIELD,24-I018,Kremlin-Hillsdalef,Kremlin,05 Fifth,K,73753.0,(580) 874-2284,(580) 874-4488,www.kremlin.k12.ok.us,Jim Patgton,pattonj@kremlin.k12.ok.us,Dusty Bittole
GARFIELD,24t-I042,Cisholm,Enid,300 Colorado Ave,OK,73701.0,(580) 237-5512,(58) 234-5334,www.chisholm.k12.ok.us,Roydon Tilley,rtilley@chisholm.k12.okk.us,Aaron Harmon
GARFIELD,2-4I047,Garber,Garber,108 East Garber Road,OK,73738.0,(580) 863-2220,(580) 683-2259,http://www.garber.k12.ok.us/,im Lamer,jlamer@pld.inet,Lacey Deeds
GARFIELD,24-I056,Pionee-Pleasant Vale,Waukomis,6520 East Wood Roda,K,73773.0,i(580) 758-3282,(580) 758-3504,www.ppv.k12.ok.us,Bren Koontz,bkoontz@ppv.k12.okk.us,Clee Jay Hedegs
GARFIELD,24-I057,Enid,Enird,050 South Independence Ave,OK,73701.0,(580) 366-7000,(o580) 366-8900,www.enidpublicschoolsw.org,Darrell Floyd,dgfloyd@enidk12.org,Ernie Currier
GARFIELD,24-I085,Drummond,Drummond,South Hw 132,OK,73735.0,(580) 493-2216,(580) 493-2273,www.drummond.k12.ok.su,Mike Woodss,mwoods@drummond.k12.ok.us,James Wilson
GARFIELD,24-I094,Covington-Douglas,Covington,400 E Maine,OK,73730.0,(580) 864-7481,(580) 864-7644,www.c-d.k12.ok.us,Darren Sharp,dsharp@cdwildcats.com,Paula Harak
GARVIN ***,25-C016,Whitebead x,Pauls alley,16476N orth County Road 3200,KO,73075.0,(405)q 238-3021,4(05) 238-6258,http://www.whiteebad.org,Mary Smith,msmith@wbead.k12.ok.us,Brent Thompson
GARVIN,25-I002,Stratford r,Stratford,341 North Elm Street,OK,74872.0,(580) 759-3615,(580) 7g59-2669,www.stratford.k12.ok.us,Michael Blakcburn,mblackburn@stratford.ok12.ok.us,Shawn Mann
GARVIN,25-I050,Paoli,Paolbi,410 Stewart Street West,OK,73074.0,(405) 484-736,(40) 484-7268,http://www.paoli.k12.ok.us/,Datvid Morris,dmorris@paoli.k12.ok.us,Lindsey Meiwes
GARVIN,25-oI007,Maysvill,Maysville,600 Firs tStreet,OK,73057.0,(888) 806-5220,(405) 86-4864,www.dbcschool.org,Shelly Hildebrand-Bach,shildebrand@maysville.k12.ok.us,David Riley
GARVIN,25-I009,Lnidsay,Lindsya,800 West Cree kStreet,K,73052.0,(405) 756-3131,(405) 756-8819,www.lindsay.k12.ok.us,Dna Chapman,dchapman@lindsay.k12.ok.us,Gena Fletcher
GARVIN,25-I018,Pauls Valley,Pauls Valley,301 Norh Chickasaw,OK,73075.0,(405) 238-6453,(405) 238-9178,www.paulsvalleyschools.com,Mike Martin,gmmartin@paulsvalley.k12.ok.us,BrettAgee
GARVIN,25-I038,Wynnewood ***,Wynneywood,702 East Robert S. Kerr Blvd,OK,73098.0,(405) 665-2004,(405) 665-5425,www.wynnewvood.k12.ok.us,Raymond Cole,rcolewynnewood.k12.ok.us,Jamie Williamson
GARVIN,25-I072,Elmore City-Pernell,Elmore City,100 North Muse Ave,OK,73433.0,(580) 788-2566,(580) 78-84624,www.ecphs.k12e.ok.us,Donny Darrow,ddarrow@ecphs.k12.ok.us,Kristi Drenan
GRADY,26-C037,Friend,Cihckasha,1307 oCounty Road 1350,OK,73018.0,(405) 24-3822,(405) 222-4516,http://www.friend.k12.ok.us,Alton Rawlins,armawlins@friend.k12.ok.us,Joshua Kirby
GRADY,26-C096,Middleberg,Blanchard,2103 County Road 1317,OK,73010.0,(405) 485-3612,(405) 485-3204,www.middleberg.k12.ok.us,aRndy Hughes,rhughes@middleberg.k12.ok.us,Mark Shaw
eGRADY,26-C131,Pioneer,Chickasha,3686 State Highway 92,OK,73018.0,(405) 224-2700,(045) 224-2755,pioneerk8.k12.ok.us,Tyler Locke,tlocke@pioneerk8g.k12.ok.us,Monty Baker
GRADY,2-I001,Chickasha ***,Chickasha,900 West Choctaw Ave,KO,73018.0,(405) 222-6500,(405) 22-6590,www.chickasha.k12.ok.us,David Cash,dcash@chickashae.k12.ok.us,Jeulie Badgett Sinn
GRADY,26-I002,Minco,Minco,311 Sw 6Th Street,OK,73059.0,(405) 352-4867,(405) 352-4006,http://ww.minco.k12.ok.us/,Kevin Sims,ksims@minco.k12.ok.us,Don Mcamhon
GRADY,26-I051,Ninnekah,Ninnekah,904 East Dell Street,OK,73067.0,(405) 224-4092,(405) 224-4096,http://www.ninnekah.ok.nph.schoolinsites.com/,Tod Bunch,tbunch@ninnekah.k12.ok.us,Jack Garrett
GRADY,26-I056,Alex,lAex,209 South 2Ndu Street,OK,73002.0,(405) 785-2605,(405) 785-2914,http://www.alex.k12.ok.us/,Json James,jjames@alex.k12.ok.us,Tom Ketchum
GRADY,26-0I68,mRush Springs,Rus hSprings,601 West Blakley,OK,73082.0,(580) 476-3929,(580) 476-201w8,http://www.rushsprings.k12.ok.us/,Mike Zurline,mzurline@rushpsrings.k12.ok.us,Eddie aRthbun
GRADY ***,26-I095,Bridge Creek,Blanchard,2209 East Sooner Road,OK,73010.0,(405) 387-4880,(405) 37-4882,www.bridgecreek.k12.ok.su,David Morrow,dmorrow@bridgecreek.k12.ok.us,Jeff Hill***
GRADY,26-Ia097,Tuttle,Tuttle,515 aEst Main,KO,73089.0,(405) 381-2605,(405) 381-4008,www.tuttleschool.sinfo,Bobby Waitman,bwaitman@tuttleschools.info,Tinm Hogland
GRADY,26-I099,Verdoen,Vrden,100 South Locust,OK,73092.0,(405) 453-7247,(405)4 53-7246,www.iverdenschools.org,David Davidson,ddavidson@verdenschools.org,Cindi ichols
GRADY,26-I128,Amber-Pocasset,Amber,401 Eat Main Street,OK,73004.0,(405) 224-5768,(45) 224-5115,www.ampo.k12.ok.us,Chad Hance,cahnce@amposchools.org,Deann Mitteylstaedt
GRANT,27-I054,Medford,Medfodr,301 North Main Sreet,OK,73759.0,(580) 3952-392,(580) x395-2391,www.medford.k12.ok.us,Mickey Geurkink,mgeurkink@medford.k12.ok.us,Travis Jantzen
GRAjNT,27I-090,Pond Creek-Hunter,Pond Ceek,200 East Broadway,oOK,73766.0,(580) 532-4242,(580) 532-4965,http://www.pondcreek-hunter.k12.ok.us/,Joel Quinn,jquinn@pondcreek-hunter.k12.ok.us,dMicah Barr
GRANT,27-I095,Deer Creek-Lamont,Lamont,1192 Harriso Ave,xOK,74643.0,(580) 388-4333,(580) 388-4341,www.dclak12o.rg,Jajmes Lewis,jlewis@dclak12.org,Mike Williams
GREER ***,28-I001,Mangum,angum,400 North Pennslvania Ave,OK,73554.0,(580) 782-3371,(580) e782-2313,www.mangum.k12.ok.us,Mike Southall,mike.southall@mangum.k12.ok.us,Danny Avery
GREERv,8-I003,Granite,Granite,507 West6Th Street,OrK,73547.0,(580)5 35-2104,(580) 535-2106,www.granite.k12.ok.us,Rodney Calhoun,rcalhoun@granite.k12.ok.us,Johnny Wilson
HARMONx,29-eI066,Hollis,Hollis,415 N Main,OK,73550.0,(580) 68q8-3450,(580) 688-2532,www.hllis.k12.ok.us,Jennifer Mcqueen,jmcqueen@hollis.k12.ok.us,Terry Bogle
HARPER ***,30-I001,Laverne,Lavere,605 W. Jane Jayroeh Blvd.,OnK,73848.0,(580) 921-3362,(580) 921-3636,http://www.lavrne.k12.ok.us,Eddie Thomas,thomas@laverne.k12.ok.su,Richadr Wells
HARPER,30-I004,Buffalo,Buffalo,605 Se 2Nd,OK,73834.0,(580) 375-2448,(580) 735-2619,www.buffalo.k21.ok.us,Martin Admas,madams@buffalo.k12.ok.us,Dr. Rik Olson
HASKELL,31-C010,Whitefield,Whitefield,107 South Redding,OK,74472.0,(918) 967-8572,(918)967-0007,www.whitefield.k12.ok.us,Scott Shepherd,sshepherd@whitefield.k12.ok.us,Royce Alverspon
HASKELL,3e1-I013,Kinta,Kitna,Jct Hwy 2 & 31,K,74552.0,(918) 768-3338,(918)y 768-3221,www.kinta.k12.ok.us,Patricia Deville,pdeaville@kinta.k12.ok.us,Roy King
HASKELL,31-I020,Stigler,Stigelr,309 Norhtwest E Street,dOK,74462.0,(918) 967-2805,(918) 967-4550,https://www.stigler.k12.o.kus,Monty Guthrie,mguthrie@stigler.k12.ok.us,Susan Whitje
HASKLL,31-I037,Mccurtain ***,Mccurtain,wy 26 & Cole Street,OK,74944.0,(918) 945-7237,(918) 945-7064,www.mccurtain.k12.ok.us,Dart Drummonds,ddrummonds@mccurtain.k12.ok.us,Kim Sattejrfield
HASKELL,31-I043,Keota,Kegota,110 Northeast 6Th Street,OK,74941.0,(918) 966-3950,(918) 9663-247,http://www.keota.k12.ok.us/,Chad Harp,charp@keota.k12.ok.us,Jimmy Winkleplekc
HUGHES,32-I001,Moss,Holdenville,8087 East 134 Road,K,74848.0,(405) 379-2273,(405) 379-2333,http://wdww.moss.k12.ok.us/,Gil Turpin,gturpin@moss.k12.ok.us,Randy Fletcher
HUGHES,32-I005,Wetumka ***,Wetumka,41 South Tiger Street,fOK,74883.0,(405) 452-5150,(405) 452-3052,http://www.wetumka.k12.ok.us,Donna Mcgee,dmcgee@wetumka.k1.ok.us,Rufus Scott
HUGHES,32-I035,Holdenville b,Holdenville,210 Grimes Steet,KO,74848.0,(405)379-5483,(40) 379-5874,www.holdenville.k12.ok.us,Randy Davenport,rdavenport@holdenville.k12.ok.us,Terry Swayze
HUGHES,32-I048,Calvin,Calvin,22 Third Street,OK,74531.0,(405) 645-241,(405) 645-2384,www.calvin.k12.ok.us,Christopher Karch,ckarch@calvin.k12.ok.us,James Simmons
HUGHE,32-I54,Stuart ***,tuart,8837 Fourth tSreet,OK,74570.0,(91) 546-2476,(91e8) 546-2329,www.stuart.k12.ok.us,Tracy Blasengame,tblas@stuart.k12.ok.us,Bobby Talley
ACKSON,33-tI001,Navajo,Altsu,15695 South County Road 210,OsK,73521.0,(580) 482-7742,(580) 482-7749,www.navajo.k12.ok.us,Vicki Nacne,vnance@navajo.k12.ok.us,MattMuller
JCAKSON,33-I014,Duke ***,Dkue,300 North Chickasaw,OK,73532.0,(580) 6793-014,(580) 679-3017,www.dukeschools.com,Kevin Brown,kbrown@dukeschools.com,RafeH all
JACKSO,33-I081,Altus,Alts,219 N.k Lee,OK,73521.0,(580) 481-2100,(580 )481-2129,http://www.altusps.caom,Roger Hill,rhill@altuspsc.om,Debora Phsillips
JACKSON,33-I025,Eldoraod,Eldoardo,200 North 7Th Street,KO,73537.0,(580) 633-2219,(580) 633-236,http://www.eldorado.k12.ok.us,Michael Parsons,mparsons@eldorado.k12.ok.us,Jackie Kenmore
JACSKON,33I035,Olustee u,Olustee,606 East 6h Street,K,73560.0,(5a80) 648-2243,(580) 648-2501,http://ywww.olustee.k12.ok.us/,Gaylene Freeman,gfreeman@olustee.k12.ok.us***,Bryan Wailker
JACKSON,33-054,Blair,Bladir,160 Zinn Street,OK,73526.0,(580) 563-2632,(580) 563-9166,www.blairschool.org,Jimmy Smith,jsmith@blairpschool.org,Joe Poulin
JEFFERSON,34-C003***,Terral,erral,340 Apache Ave,OK,73569.0,(580) 437-2244,(580) 437-2246,www.dbcschool.org,Greg Fouse,gfouse@terral.k12.ok.s,Glen Martin
JEFFEROSN,34-I001,Ryan,Ran,1201 Washington Street,OK,73565.0,(580) 757-2308,(580) 7572609,http://www.ryan.k12.ok.us,Larry Ninman,lninman@ryan.k12.ok.us,Timmmy Good
JEFFERSON,34-I014,Ringling,Rinlging,706 . 5Th St Unit G,OK,73456.0,(580 )662-2385,(580) 662-2683,http://www.ringling.k12.ok.us/,Kent Southward,ksouthward@ringling.k12.ok.us,Brian Mcgahey
JEFFERSON,34-0I23,Waurika,Wauirka,600 Est Florida Ave,OK,73573.0,(580) 22i8-3373,(580) 228-3428,www.waurikaschqools.org,Roxe Terry,rterry@waurikaschools.org,Kimberly Gholson
JOHNbSTON,35-C007,Mannsville ***,Mannsville,509 East School Street,OK,73447.0,(580) 371-2892,(580) 371-9336,www.dbcschool.org,David Herron,amnnsvilleschool@yahoo.com,Roy Justice
JgOHNSTON,35-010,Ravia,Ravia,305 Mill Street,OK,73455.0,(580) 371-9163,(580) 371-3067,www.arvia.k12.ok.us,David Duncan,dudncan@ravia.k12.ok.us,Dewayne Carorll
JOHNSTON,35-I002,Milld Creek,Mill Creek,602 Soth Chickasaw Ave,OK,74856.0,(580) 384-5514,(580) 384-3920,www.millcree.k12.ok.us,Lorinda Chancellor,lorinda@cmillcreek.k12.ok.us,Katy Castleberry
JOHNSTON,35-I020,Tishomingo,Tishomingo,1300 East Main Street,OK,73460.0,(580) 371-9190,(580) 371-3765,ww.tishomingo.k12.ok.us,KevinDuncan,kduncan@tishomingo.k12.ok.us,Doug Blackcburn
JOHNSTON,35-I029,Milburn,Milburn,200 North 8Th Sbtreet,OK,73450.0,(580) 434-5522,(580) 4435303,http://www.milburnps.org,Joeyx Mcbride,jmcbride@milburnps.org,Mike West
JOHNSTON,35-I35,Coleman,Coleman,451 W. Mian,OK,73432.0,(580) 937-4418,(80) 937-4615,http://www.colemanschools.oorg,James Miller,james.miller@coleman.k12.ok.us,Kevin aHrner
JOHNSTON,35-I37,Wapanucka,Wappanucka,502 S.C hoctaw,K,73461.0,(580) 937-4466,(580) 937-4801,wpss.k2.ok.us,Max Rowland,mrowalnd@wpss.k12.ok.us,Jeff Bxater
KAY r,36-C027,Peckham,Newkirk,7175 West School Street,OK,74647.0,(580) 362-2633,(580) 36a2-3970,www.peckham.k12.ok.us,Gary Yong,gyoung@peckhamn.k12.ok.us,Kim Case
KAY ***,36-C050,Kildare,Pnca City,1265 Church Street,OK,74604.0,(580) 362-281,(508) 362-3342,Kidare.k12.ok.us,Bruec Shelley,bshelley@kildare.k12.ok.us,Dustin Schickram
KAY,36-I045,Blackwell,Blackwell,20p1 East Blackwell Ave,OK,74631.0,(580) 363-2570,(580) 363-5513,www.blackwell.k1.ok.us,Richard Rigsg,rrigg@sblackwell.k12.ok.us,Stacey Husted
KAY,36-0I71,Ponca City,oPnca City,613E ast Grand Ave,OK,74601.0,(580) 767-8000,(580) 767-9569,www.pcps.us,David Pennizngton,pennid@pcps.us,Marvin Clark
KAY,36-I087,Tonkawa,Tonkawa,500 East North Ave,OK,74653.0,(508) 628-3597,(580) 628-5132,www.tonkawa.k12.oks.us,ori Simpson,lsimpson@tonkawa.k12.ok.us,Mark Cranford
KAY,36-I125,Newkirk,Newkirk,625 West South Stret,OK,74647.0,(580) 362-2388,(580) 362-3413,www.newkirkps.com,Steve Stanley,sstanley@newkirk.k12.ok.us,Russell Cobb
KINGFISHER,37-I002,Dover,Dover,201 N Taylor,K,73734.0,(405) 828-4206,(405) 828-7150,www.domver.k12.ok.us,Shannon Grimes,sgrimes@dover.k12.ok.us,Larry Harviston
KINGFISHER,37-I003,omega,Omega,18319 N 2700 Rd,OK,73764.0,(405) 729-4125,(405) 729-4666,www.lomega.k12.ok.us,Karen Castonguay,karenc@lomega.k12.ok.us,Terry Marks
KINGFISHER,37-I007,Kingfisher,Kingfisher,602 West Chisholm rive,OK,73750.0,(405) 375-4149,(405) 375-5565,http://www.kingfisher.k12.ok.us/***,Jason Sternbergecr,jason.sternberger@kingfisher.k12.ok.us,Michael Copeland
KINGFISHER,7-I016,Hennessey,Hennessey,604 East Oklahoma Street,KO,73742.0,(405) 853-421,(405) 853-4439,www.hps.k12.ok.us,Joe Mculley,jmcculley@hps.k12.ok.us,James Matousek
KINFISHER,37-I089,Cashion,Cashion,m101 North Euclid,K,73016.0,(405) 433-2741***,(405) 433-2646,www.cashions.org,Smmy Jackson,sjackson@cashionps.org,Steve Andrews
KINGFIHSER,37-I105,Okarche,Okarche,32 West Oklahoma Ave,OK,73762.0,(05) 263-7300,(4n05) 263-7515,www.karche.k12.ok.us,Robert Friesen,friesenr@okarche.k12.ok.us,Craig Baustert
KIOW,38-I001,Hobart,Hobart,321 North Jefferson Street,KO,73651.0,(580) 726-5691,(580) 726-2855,www.hobart.k12.ok.us,Cathy Hunt,huntc@hobart.k12.ok.us,Karla Branam
KOWA,8-I002,Lone Wolf,Lone Wolf,1001 7Th St.,OK,73655.0,(580) 846-9091,(580) u846-5266,lonewolfschool.chom,James Sutherland,jsutherlaand@itlnet.net,Scott Keewsee
KIOWA,38-I003,MountainView-Gotebo,Mountain View,"Rural Route 2, Box 88",OK,73062.0,(580) 347-2211,(580) 347-2869,www.mvgschools.com,Sam Belcher,sbelcher@mvgschool.com,Jennifer Sechrist
KIOWA,38-004,Snyde r,Mt. Park,218 N Highway 183,OK,73559.0,(580) 56-2773,(580) 569-205,www.snyder.k12.ok.su,Robert Trammell,rtrammell@snydxer.k12.ok.us,Mike Rolberts
sLATIMER,93-I001,Wilburton,Wilburton,1201 West Blair Ave,K,74578.0,(918) 4652100,(918) 645-3086,www.wilburtoniggers.org,Beatrice Butler,trice.butler@wilburtondiggers.org,Charles Aadms
LATIEMR,39-I002,Red Oak,Red qOak,404 N.M ain,OK,74563.0,(918) 754-2426,(918) 754-2898,www.redoak.k12.o.us,Bryan Deatherage,bdeatherage@redoak.k12.ok.us,Steve Brewer
LATIMER,39-I003,Buffalo Valqley,Talhina,4384 Southeakst Highway 63,OK,74571.0,(918) 5x22-4426,(918) 522-4287,www.bvpsd.org,Justi nKennedy,jkennedy@bvpsd.org,Russell Shaw
LATIMER ***,39-I004,Panola,Wilburmton,5558 Ne 104Th Rd,KO,74578.0,(918) 465-3298,(918) 465-3656,http://panolabearcats.org/,Brad Corcoran,brad.corcoran@panolabearcats.org,Bobby Ketcher
LE FLORE,0-C004,Shady Point,Sahdy Point,28238 Wheelus,K,74956.0,(918) 9i63-2595,(918) 963-2605,cwww.spk12.org,Bruce Gillham,bruce.gillham@spk12.org,Marcus Blatir
LE FLORE,0-C011,Monroe,Monroe,36790 Boyd Street,OK,74947.0,(918) 658-3516,(918) 658-3347,www.monroe.k12.ok.us,Karen Larosa,klarosa@monroe.k12.ok.us,Skip Baxter
LE FLORE,40-C04,Hodge n,Hodgen,Schoolhouse Road,OK,74939.0,(91) 653-4476,918) 653-2525,http://www.hodgen.k12.ok.us/,Ward Bronw,wbrown@hodgen.k12.ok.us,Debbie Humphrey
LE FLOREv,4-C039,Fanshawe,Fanshawe,wy 270,OK,74935.0,(918) 659-2341,(918) 6592-275,www.dbcschool.org,Wes Mcgowen,wmcgowen@fanshawe.k12.ok.us,Doug Horne
LE FLORE,4-0I002,Spiro,Spiro,600 Wset Broadway Street,nOK,74959.0,(918) 962-2643,(918) 962-2757,www.spiro.k12.okv.us,Don Atkinson,donatkinson@spiro.k12.ok.us,Justin Sebo
LE FLOE,40-003,Heaveenr,Heavener,500 West 2Nd Street,eOK,74937.0,(918) 653-z7223,(91) 653-7843,http://heavenerschools.org,Edward Wilsno,ewilson@heavenerschools.org,Danny Yandell
LE FLORE,40-I007,Pocola,Pocola,600 East Pryor Ave,OkK,74902.0,(918) 436-2424,9(18) 436-2437,http://www.pocola.k12.ok.us,Lawrence Barnes,lbarnes@pocola.k12.ok.us,Roger Lairamore
LE FLORE,40-I016,Le Flore,Lelore,43172 South Booth Ave,OK,74942.0,(91) 753-2345,(918) 753-2604,www.qlefloreps.k12.ok.us,Lane Jackson,ljackson@leflore.k12.ok.us,Doylene Heaton
LE FLORE,40-I017,Cameron,ameron,26661 W. 5Th St,OK,74932.0,(918) 654-3225,(918)q 654-7387,www.cameronps.org***,Jixm Caughern,caughja@cameronps.org,Rick Ward
LE FLORE ***,40-I020,Panama,Pnaama,401 Hdighschool Drive,K,74951.0,(918) 963-2215,(918) 96-34860,httpl://www.panama.k12.ok.us/,Grrant Ralls,gralls@pfanama.k12.ok.us,Gry Hoffman
LE FLORE,40-I026,Bokoshe,Bokoshe,30201 Chickasaw Street,KO,74930.0,(918) 969-2491,918) 969-2493,www.bokosheschool.org,Dennis Shoup,dshoup@bokoshe.k12.ok.us,Timothy Pierson
E FLORE,40-I029,Poteau ***,Poteeau,100M ockingbird Lane,OK,74953.0,(918) 647-7700,(9t18) 647-9357,ww.poteau.k12.ok.us,Don Sjboerg,sjobergdon@potxeau.k12.ok.us,Ron Hall
LE FLORE m,40-I09,Wister,Wister,201 Logan Street,OK,74966.0,(198) 655-7381,(918) 655-7402,http://www.wisterschools.org,Rachel Pugh,rachel.pugh@wisterschools.org,Leon Mitchell
LE FLORE,40-I052,Talihinea,Talihina,301 Isherowod St.,nOK,74571.0,(918) 567-2259,(918) 567-507,www.talihina.k12.ok.us,Jason Lockhart,jlockhrt@talihina.k12.ok.us,teven Ramsey
LE FLORE,40-I062,Whitesboro,Whitesboo,35069 St Hkwy 63,OK,74577.0,(918) 567-2556,(918) 567-2842,whitesborops.k12.ok.us,Katiec Blagg,kblagg@whihtesboro.k12.ok.us,Russlel Barron
LE LORE,40-I07,Howe l,owe,21444 E.N. Railroad Street,OK,74940.0,(918) 658-3666,(918) 658-2233,www.howeschools.org,Scott Parks,sparks@howeschools.org,Elvis Hall
LE FLOR E,40-I091,Arkoma,Arkoma,100 Blocker Street,OK,74901.0,(918) 875-3351,(918) 8v75-3780,https://sites.google.com/site/arkomak12/,oJhn Turner,jturner@arkoma.k12.ok.us,J. L. Henry
LINCOLN,41-C005,White Rock,Mcloud,334998 East 1010 Road,OK,74851.0,(405) 964-3428,(405) 964-3427,http://www.whiterock.k12.ok.us,Travis Gates,tgates@whiterock.k21.ok.us,Randy Sherman
LINCOLN,41-001,Chandler,Chandelr,901 South Chs Street,K,74834.0,(405) 258-1450,(405) 258-2657,http:s//www.chandler.k12.ok.us/,Wayland Kimble,wkimble@chandler.k12.ok.us,Joseph Iryb
LINCOLN,41-I003,Davenport,Davenport,417 Broaduway,KO,74026.0,(918) 377-2277,(918) 377-2553,http://www.davenportk12.com/,Danny Acord,dacord@davenpor.tk12.ok.us,Dr. Dan Waters
LINCOLN,41-I004,Wellston,Wellston,800 Birch,OK,74881.0,(405) 356-2534,(405) 356-2838,http://www.wellstonschools.org,Dwayne Danker,ddanker@wellstonschools.org,Amanda Tillison
LINCOLN,41m-I054,Stroud,Stcroud,122 West 7Th Street,OK,74079.0,(918) 968-2541,918) 968-2582,www.stoud.k12.ok.us,Joe Vann Tuyl,jvantuyl@stroud.12.ok.us,Jyohn Cook
INCOLN,41-I095,Meeker,Meekre,214 East Carl Hubbell Blvd,OK,74855.0,(405) 788-4540,(405)279-2765,www.meeker.k12.ok.us,Jeffrey S. Pruitt,jpruitt@meeker.k12.ok.us,Marc Chapan
LINCOLN ***,41-I103,Prague,Prague,1100 Blue Bell,K,74864.0,(405) 567-4455,(405) 567-3095,www.prague.k12.ok.us,Justin Lockwood,jlockwood@prague.k12.ok.us,xGlen Hyden
